energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-5.80190095,8.23861686,0.67265000,0.89045070,0.01313590,0.41882389,4.07371388,3.01074156,0.02864151,3.83905440
-5.79589795,8.52363505,0.68239586,0.91610323,0.01318829,0.42833217,4.16210448,3.15858017,0.02853965,3.97824198
-5.78989495,8.80555831,0.69225133,0.94019120,0.01331039,0.43663571,4.24572147,3.30863031,0.02847981,4.11635817
-5.78389195,9.08001735,0.70191514,0.96216712,0.01350139,0.44355561,4.32278982,3.45911077,0.02845068,4.25137864
-5.77788894,9.34271644,0.71108339,0.98152225,0.01376123,0.44894058,4.39164910,3.60818303,0.02844029,4.38129328
-5.77188594,9.58954402,0.71945880,0.99780195,0.01409070,0.45267032,4.45079785,3.75399286,0.02843659,4.50415749
-5.76588294,9.81667734,0.72675927,1.01061942,0.01449157,0.45465805,4.49893207,3.89471296,0.02842786,4.61814113
-5.75987994,10.02067802,0.73272539,1.01966736,0.01496658,0.45485219,4.53497701,4.02858550,0.02840318,4.72157353
-5.75387694,10.19857611,0.73712680,1.02472731,0.01551951,0.45323720,4.55811141,4.15396314,0.02835278,4.81298356
-5.74787394,10.34794024,0.73976728,1.02567625,0.01615518,0.44983357,4.56778411,4.26934735,0.02826834,4.89113346
-5.74187094,10.46693237,0.74048863,1.02249046,0.01687949,0.44469706,4.56372293,4.37342274,0.02814322,4.95504568
-5.73586793,10.55434577,0.73917320,1.01524644,0.01769938,0.43791728,4.54593613,4.46508643,0.02797261,5.00402222
-5.72986493,10.60962574,0.73574545,1.00411913,0.01862283,0.42961567,4.51470673,4.54347139,0.02775365,5.03765590
-5.72386193,10.63287282,0.73017226,0.98937734,0.01965881,0.41994298,4.47058066,4.60796314,0.02748542,5.05583368
-5.71785893,10.62482902,0.72246244,0.97137683,0.02081725,0.40907643,4.41434910,4.65820930,0.02716895,5.05873196
-5.71185593,10.58684778,0.71266532,0.95055116,0.02210894,0.39721660,4.34702607,4.69412164,0.02680709,5.04680438
-5.70585293,10.52084912,0.70086867,0.92740083,0.02354541,0.38458418,4.26982202,4.71587095,0.02640442,5.02076258
-5.69984992,10.42926171,0.68719595,0.90248092,0.02513878,0.37141658,4.18411428,4.72387478,0.02596708,4.98155079
-5.69384692,10.31495374,0.67180310,0.87638780,0.02690154,0.35796461,4.09141514,4.71877885,0.02550254,4.93031507
-5.68784392,10.18115499,0.65487472,0.84974513,0.02884626,0.34448915,3.99333845,4.70143282,0.02501941,4.86836848
-5.68184092,10.03137251,0.63661999,0.82318975,0.03098532,0.33125785,3.89156533,4.67286149,0.02452714,4.79715311
-5.67583792,9.86930240,0.61726814,0.79735757,0.03333047,0.31854193,3.78780980,4.63423260,0.02403581,4.71820032
-5.66983492,9.69874012,0.59706366,0.77286999,0.03589248,0.30661298,3.68378493,4.58682234,0.02355578,4.63309049
-5.66383192,9.52349174,0.57626126,0.75032100,0.03868061,0.29573984,3.58117009,4.53197988,0.02309745,4.54341327
-5.65782891,9.34728838,0.55512073,0.73026518,0.04170216,0.28618534,3.48157984,4.47109203,0.02267095,4.45072959
-5.65182591,9.17370558,0.53390166,0.71320679,0.04496195,0.27820310,3.38653493,4.40554917,0.02228583,4.35653646
-5.64582291,9.00608948,0.51285833,0.69959007,0.04846188,0.27203412,3.29743590,4.33671327,0.02195080,4.26223523
-5.63981991,8.84749092,0.49223459,0.68979088,0.05220037,0.26790328,3.21553965,4.26588885,0.02167343,4.16910420
-5.63381691,8.70060860,0.47225924,0.68410965,0.05617203,0.26601569,3.14193914,4.19429727,0.02145996,4.07827593
-5.62781391,8.56774188,0.45314164,0.68276570,0.06036726,0.26655289,3.07754679,4.12305498,0.02131503,3.99071962
-5.62181091,8.45075371,0.43506800,0.68589312,0.06477194,0.26966887,3.02308137,4.05315558,0.02124156,3.90722870
-5.61580790,8.35104372,0.41819822,0.69353802,0.06936726,0.27548608,2.97905891,3.98545595,0.02124057,3.82841353
-5.60980490,8.26953154,0.40266356,0.70565737,0.07412961,0.28409151,2.94578728,3.92066630,0.02131113,3.75469907
-5.60380190,8.20665016,0.38856512,0.72211937,0.07903058,0.29553282,2.92336478,3.85934395,0.02145034,3.68632719
-5.59779890,8.16234906,0.37597311,0.74270559,0.08403706,0.30981482,2.91168249,3.80189050,0.02165332,3.62336323
-5.59179590,8.13610689,0.36492707,0.76711472,0.08911148,0.32689648,2.91043027,3.74855245,0.02191338,3.56570632
-5.58579290,8.12695326,0.35543692,0.79496823,0.09421211,0.34668856,2.91910643,3.69942467,0.02222209,3.51310300
-5.57978989,8.13349953,0.34748482,0.82581783,0.09929353,0.36905213,2.93703074,3.65445685,0.02256956,3.46516359
-5.57378689,8.15397818,0.34102778,0.85915483,0.10430711,0.39379822,2.96336070,3.61346261,0.02294464,3.42138084
-5.56778389,8.18629035,0.33600087,0.89442139,0.10920172,0.42068871,2.99711081,3.57613115,0.02333528,3.38115037
-5.56178089,8.22806123,0.33232106,0.93102351,0.11392441,0.44943868,3.03717464,3.54204139,0.02372886,3.34379246
-5.55577789,8.27670258,0.32989135,0.96834559,0.11842124,0.47972027,3.08234939,3.51067849,0.02411255,3.30857476
-5.54977489,8.32948164,0.32860529,1.00576641,0.12263816,0.51116814,3.13136275,3.48145260,0.02447372,3.27473552
-5.54377189,8.38359535,0.32835160,1.04267601,0.12652201,0.54338652,3.18290150,3.45371953,0.02480031,3.24150690
-5.53776888,8.43624846,0.32901877,1.07849319,0.13002154,0.57595771,3.23564154,3.42680331,0.02508128,3.20813809
-5.53176588,8.48473385,0.33049955,1.11268293,0.13308845,0.60845185,3.28827883,3.40001988,0.02530690,3.17391768
-5.52576288,8.52651295,0.33269520,1.14477328,0.13567850,0.64043778,3.33956043,3.37270171,0.02546914,3.13819490
-5.51975988,8.55929396,0.33551923,1.17437092,0.13775260,0.67149442,3.38831511,3.34422243,0.02556193,3.10039935
-5.51375688,8.58110509,0.33890071,1.20117486,0.13927788,0.70122262,3.43348249,3.31402090,0.02558140,3.06005856
-5.50775388,8.59036028,0.34278680,1.22498742,0.14022867,0.72925665,3.47413990,3.28162370,0.02552603,3.01681308
-5.50175088,8.58591433,0.34714454,1.24572214,0.14058742,0.75527506,3.50952595,3.24666523,0.02539675,2.97042839
-5.49574787,8.56710497,0.35196171,1.26340780,0.14034548,0.77901041,3.53905973,3.20890440,0.02519691,2.92080327
-5.48974487,8.53377940,0.35724673,1.27818836,0.13950368,0.80025730,3.56235482,3.16823717,0.02493223,2.86797411
-5.48374187,8.48630324,0.36302749,1.29031859,0.13807276,0.81887838,3.57922716,3.12470405,0.02461062,2.81211487
-5.47773887,8.42555082,0.36934909,1.30015510,0.13607352,0.83480795,3.58969609,3.07849200,0.02424193,2.75353237
-5.47173587,8.35287597,0.37627061,1.30814329,0.13353673,0.84805298,3.59397822,3.02993048,0.02383766,2.69265688
-5.46573287,8.27006381,0.38386080,1.31480028,0.13050273,0.85869130,3.59247387,2.97948134,0.02341053,2.63002805
-5.45972986,8.17926467,0.39219293,1.32069454,0.12702082,0.86686715,3.58574624,2.92772291,0.02297410,2.56627649
-5.45372686,8.08291235,0.40133896,1.32642305,0.12314828,0.87278410,3.57449407,2.87532877,0.02254226,2.50210151
-5.44772386,7.98362977,0.41136320,1.33258679,0.11894916,0.87669572,3.55951840,2.82304202,0.02212881,2.43824576
-5.44172086,7.88412593,0.42231575,1.33976578,0.11449286,0.87889439,3.54168513,2.77164606,0.02174692,2.37546755
-5.43571786,7.78708864,0.43422607,1.34849479,0.10985246,0.87969871,3.52188460,2.72193345,0.02140872,2.31451213
-5.42971486,7.69507805,0.44709692,1.35924080,0.10510294,0.87944031,3.50099042,2.67467412,0.02112490,2.25608292
-5.42371186,7.61042603,0.46089908,1.37238351,0.10031927,0.87845044,3.47981935,2.63058470,0.02090430,2.20081413
-5.41770885,7.53514639,0.47556719,1.38819985,0.09557450,0.87704734,3.45909440,2.59030058,0.02075371,2.14924586
-5.41170585,7.47086074,0.49099690,1.40685336,0.09093790,0.87552472,3.43941316,2.55435211,0.02067763,2.10180297
-5.40570285,7.41874379,0.50704376,1.42838914,0.08647315,0.87414218,3.42122313,2.52314642,0.02067818,2.05877883
-5.39969985,7.37949118,0.52352387,1.45273483,0.08223674,0.87311801,3.40480556,2.49695579,0.02075516,2.02032458
-5.39369685,7.35331190,0.54021647,1.47970758,0.07827663,0.87262465,3.39026873,2.47591344,0.02090608,1.98644474
-5.38769385,7.33994567,0.55686852,1.50902702,0.07463109,0.87278714,3.37755138,2.46001676,0.02112644,1.95699921
-5.38169085,7.33870489,0.57320107,1.54033353,0.07132799,0.87368455,3.36643595,2.44913816,0.02140997,1.93171186
-5.37568784,7.34853882,0.58891736,1.57321122,0.06838431,0.87535420,3.35657127,2.44304265,0.02174902,1.91018507
-5.36968484,7.36811679,0.60371231,1.60721438,0.06580611,0.87779859,3.34750330,2.44141135,0.02213495,1.89191974
-5.36368184,7.39592598,0.61728292,1.64189632,0.06358882,0.88099424,3.33871215,2.44386937,0.02255859,1.87633959
-5.35767884,7.43037842,0.62933946,1.67683906,0.06171785,0.88490217,3.32965344,2.45001648,0.02301067,1.86281877
-5.35167584,7.46992137,0.63961657,1.71168252,0.06016958,0.88947911,3.31980142,2.45945860,0.02348231,1.85071112
-5.34567284,7.51314490,0.64788412,1.74615160,0.05891255,0.89468880,3.30869126,2.47183821,0.02396535,1.83937991
-5.33966983,7.55888066,0.65395711,1.78007995,0.05790896,0.90051263,3.29595821,2.48686167,0.02445276,1.82822632
-5.33366683,7.60628639,0.65770427,1.81342900,0.05711624,0.90695871,3.28137100,2.50432176,0.02493885,1.81671549
-5.32766383,7.65491118,0.65905487,1.84630138,0.05648880,0.91406905,3.26485774,2.52411382,0.02541951,1.80439885
-5.32166083,7.70473809,0.65800345,1.87894797,0.05597975,0.92192396,3.24652257,2.54624448,0.02589225,1.79093164
-5.31565783,7.75620145,0.65461222,1.91176815,0.05554265,0.93064359,3.22665225,2.57083229,0.02635622,1.77608500
-5.30965483,7.81017799,0.64901095,1.94530314,0.05513307,0.94038620,3.20571229,2.59809990,0.02681206,1.75975222
-5.30365183,7.86795221,0.64139440,1.98022276,0.05471006,0.95134336,3.18433273,2.62835839,0.02726180,1.74194893
-5.29764882,7.93115793,0.63201722,2.01730608,0.05423740,0.96373203,3.16328475,2.66198426,0.02770848,1.72280756
-5.29164582,8.00169904,0.62118670,2.05741691,0.05368458,0.97778420,3.14344918,2.69939057,0.02815596,1.70256656
-5.28564282,8.08165389,0.60925347,2.10147514,0.05302751,0.99373431,3.12577892,2.74099371,0.02860848,1.68155499
-5.27963982,8.17316811,0.59660060,2.15042519,0.05224899,1.01180535,3.11125741,2.78717770,0.02907034,1.66017369
-5.27363682,8.27834166,0.58363150,2.20520286,0.05133880,1.03219429,3.10085530,2.83825805,0.02954558,1.63887376
-5.26763382,8.39911560,0.57075705,2.26670204,0.05029360,1.05505764,3.09548766,2.89444721,0.03003762,1.61813381
-5.26163082,8.53716419,0.55838248,2.33574245,0.04911656,1.08049791,3.09597392,2.95582354,0.03054901,1.59843681
-5.25562781,8.69379746,0.54689447,2.41303971,0.04781673,1.10855178,3.10300229,3.02230555,0.03108124,1.58024782
-5.24962481,8.86987838,0.53664892,2.49917870,0.04640825,1.13918050,3.11710027,3.09363276,0.03163457,1.56399339
-5.24362181,9.06575832,0.52795981,2.59459101,0.04490949,1.17226318,3.13861220,3.16935427,0.03220798,1.55004347
-5.23761881,9.28123289,0.52108960,2.69953717,0.04334198,1.20759313,3.16768462,3.24882570,0.03279917,1.53869645
-5.23161581,9.51551956,0.51624134,2.81409395,0.04172942,1.24487774,3.20425930,3.33121445,0.03340466,1.53016762
-5.22561281,9.76725716,0.51355291,2.93814683,0.04009662,1.28374155,3.24807394,3.41551329,0.03401987,1.52458136
-5.21960980,10.03452637,0.51309339,3.07138772,0.03846853,1.32373276,3.29866966,3.50056143,0.03463934,1.52196699
-5.21360680,10.31488955,0.51486178,3.21331756,0.03686932,1.36433256,3.35540436,3.58507208,0.03525693,1.52225823
-5.20760380,10.60544741,0.51878795,3.36325357,0.03532158,1.40496708,3.41747095,3.66766543,0.03586601,1.52529585
-5.20160080,10.90290964,0.52473588,3.52034065,0.03384566,1.44502132,3.48391909,3.74690532,0.03645976,1.53083328
-5.19559780,11.20367642,0.53250890,3.68356645,0.03245914,1.48385465,3.55367931,3.82133839,0.03703136,1.53854474
-5.18959480,11.50392732,0.54185680,3.85177968,0.03117639,1.52081699,3.62558843,3.88953396,0.03757419,1.54803528
-5.18359180,11.79971463,0.55248458,4.02371112,0.03000838,1.55526547,3.69841533,3.95012335,0.03808207,1.55885248
-5.17758879,12.08705795,0.56406237,4.19799684,0.02896250,1.58658055,3.77088628,4.00183715,0.03854939,1.57049922
-5.17158579,12.36203748,0.57623632,4.37320328,0.02804262,1.61418149,3.84170941,4.04353942,0.03897127,1.58244722
-5.16558279,12.62088358,0.58863996,4.54785368,0.02724915,1.63754038,3.90959793,4.07425777,0.03934367,1.59415088
-5.15957979,12.86006063,0.60090572,4.72045540,0.02657928,1.65619460,3.97329203,4.09320858,0.03966350,1.60506121
-5.15357679,13.07634353,0.61267613,4.88952778,0.02602722,1.66975725,4.03157945,4.09981685,0.03992866,1.61463944
-5.14757379,13.26688541,0.62361444,5.05362990,0.02558461,1.67792552,4.08331474,4.09373028,0.04013811,1.62237018
-5.14157079,13.42927546,0.63341417,5.21138770,0.02524082,1.68048663,4.12743749,4.07482735,0.04029190,1.62777385
-5.13556778,13.56158578,0.64180743,5.36151989,0.02498344,1.67732157,4.16298949,4.04321948,0.04039119,1.63041809
-5.12956478,13.66240657,0.64857161,5.50286178,0.02479867,1.66840645,4.18913087,3.99924735,0.04043827,1.62992803
-5.12356178,13.73086877,0.65353443,5.63438639,0.02467182,1.65381160,4.20515524,3.94347143,0.04043651,1.62599518
-5.11755878,13.76665368,0.65657707,5.75522196,0.02458768,1.63369855,4.21050347,3.87665732,0.04039033,1.61838470
-5.11155578,13.76998911,0.65763544,5.86466521,0.02453101,1.60831499,4.20477601,3.79975609,0.04030517,1.60694101
-5.10555278,13.74163190,0.65669959,5.96218946,0.02448692,1.57798801,4.18774316,3.71388020,0.04018735,1.59159133
-5.09954977,13.68283695,0.65381137,6.04744738,0.02444122,1.54311565,4.15935304,3.62027563,0.04004396,1.57234727
-5.09354677,13.59531327,0.64906057,6.12026774,0.02438079,1.50415718,4.11973652,3.52029094,0.03988270,1.54930433
-5.08754377,13.48116802,0.64257970,6.18064633,0.02429384,1.46162231,4.06920904,3.41534393,0.03971167,1.52263915
-5.08154077,13.34284009,0.63453778,6.22873127,0.02417017,1.41605952,4.00826850,3.30688697,0.03953914,1.49260482
-5.07553777,13.18302526,0.62513336,6.26480327,0.02400132,1.36804401,3.93758942,3.19637189,0.03937329,1.45952416
-5.06953477,13.00459547,0.61458727,6.28925175,0.02378070,1.31816536,3.85801292,3.08521543,0.03922193,1.42378139
-5.06353177,12.81051528,0.60313522,6.30254828,0.02350366,1.26701547,3.77053284,2.97476642,0.03909218,1.38581223
-5.05752876,12.60375884,0.59102078,6.30521866,0.02316749,1.21517684,3.67627807,2.86627579,0.03899026,1.34609304
-5.05152576,12.38723104,0.57848894,6.29781546,0.02277136,1.16321180,3.57649174,2.76087035,0.03892116,1.30512922
-5.04552276,12.16369624,0.56578037,6.28089275,0.02231624,1.11165266,3.47250757,2.65953138,0.03888847,1.26344332
-5.03951976,11.93571809,0.55312683,6.25498476,0.02180476,1.06099341,3.36572436,2.56307878,0.03889421,1.22156332
-5.03351676,11.70561316,0.54074755,6.22059004,0.02124100,1.01168282,3.25757915,2.47216142,0.03893876,1.18001146
-5.02751376,11.47542062,0.52884682,6.17816226,0.02063036,0.96411940,3.14951998,2.38725405,0.03902083,1.13929390
-5.02151076,11.24688927,0.51761268,6.12810856,0.01997931,0.91864811,3.04297885,2.30866079,0.03913761,1.09989163
-5.01550775,11.02148226,0.50721651,6.07079557,0.01929516,0.87555892,2.93934582,2.23652503,0.03928492,1.06225268
-5.00950475,10.80039846,0.49781355,6.00656293,0.01858590,0.83508710,2.83994449,2.17084514,0.03945751,1.02678583
-5.00350175,10.58460887,0.48954394,5.93574332,0.01785994,0.79741518,2.74600957,2.11149526,0.03964941,0.99385584
-4.99749875,10.37490469,0.48253413,5.85868750,0.01712598,0.76267615,2.65866677,2.05824985,0.03985438,0.96378008
-4.99149575,10.17195353,0.47689829,5.77579244,0.01639280,0.73095784,2.57891510,2.01081092,0.04006636,0.93682642
-4.98549275,9.97635891,0.47273961,5.68753016,0.01566913,0.70230800,2.50761179,1.96883620,0.04027994,0.91321220
-4.97948974,9.78871840,0.47015107,5.59447466,0.01496349,0.67673974,2.44545962,1.93196688,0.04049085,0.89310401
-4.97348674,9.60967525,0.46921551,5.49732444,0.01428413,0.65423692,2.39299670,1.89985330,0.04069639,0.87661802
-4.96748374,9.43995906,0.47000498,5.39691805,0.01363888,0.63475926,2.35058854,1.87217706,0.04089570,0.86382064
-4.96148074,9.28041144,0.47257910,5.29424065,0.01303508,0.61824671,2.31842230,1.84866847,0.04109010,0.85472928
-4.95547774,9.13199380,0.47698250,5.19042001,0.01247948,0.60462293,2.29650323,1.82911822,0.04128309,0.84931298
-4.94947474,8.99577547,0.48324151,5.08671107,0.01197820,0.59379765,2.28465325,1.81338270,0.04148041,0.84749307
-4.94347174,8.87290198,0.49136010,4.98446895,0.01153660,0.58566795,2.28251192,1.80138269,0.04168977,0.84914345
-4.93746873,8.76454461,0.50131546,4.88511128,0.01115923,0.58011829,2.28953989,1.79309566,0.04192058,0.85409105
-4.93146573,8.67183398,0.51305335,4.79007119,0.01084973,0.57701969,2.30502516,1.78854212,0.04218344,0.86211613
-4.92546273,8.59578159,0.52648380,4.70074358,0.01061077,0.57622799,2.32809239,1.78776709,0.04248958,0.87295301
-4.91945973,8.53719462,0.54147727,4.61842731,0.01044393,0.57758169,2.35771567,1.79081793,0.04285016,0.88629123
-4.91345673,8.49658967,0.55786186,4.54426698,0.01034967,0.58089961,2.39273489,1.79772002,0.04327557,0.90177750
-4.90745373,8.47411195,0.57542176,4.47919765,0.01032727,0.58597881,2.43187590,1.80845214,0.04377470,0.91901870
-4.90145073,8.46946606,0.59389737,4.42389638,0.01037474,0.59259303,2.47377451,1.82292311,0.04435423,0.93758606
-4.89544772,8.48186434,0.61298724,4.37874373,0.01048886,0.60049214,2.51700409,1.84095156,0.04501803,0.95702078
-4.88944472,8.50999765,0.63235196,4.34379829,0.01066517,0.60940283,2.56010650,1.86225035,0.04576666,0.97684115
-4.88344172,8.55203254,0.65162012,4.31878633,0.01089799,0.61903067,2.60162565,1.88641690,0.04659704,0.99655115
-4.87743872,8.60563700,0.67039622,4.30310807,0.01118055,0.62906387,2.64014302,1.91293053,0.04750227,1.01565043
-4.87143572,8.66803556,0.68827031,4.29586094,0.01150511,0.63917856,2.67431413,1.94115715,0.04847167,1.03364557
-4.86543272,8.73609261,0.70482914,4.29587948,0.01186308,0.64904559,2.70290486,1.97036177,0.04949103,1.05006221
-4.85942971,8.80642117,0.71966838,4.30179020,0.01224527,0.65833864,2.72482641,1.99972815,0.05054304,1.06445778
-4.85342671,8.87551284,0.73240546,4.31207929,0.01264206,0.66674337,2.73916773,2.02838514,0.05160790,1.07643442
-4.84742371,8.93988317,0.74269249,4.32516994,0.01304376,0.67396718,2.74522409,2.05543829,0.05266412,1.08565151
-4.84142071,8.99622583,0.75022872,4.33950570,0.01344076,0.67974910,2.74252085,2.08000542,0.05368934,1.09183746
-4.83541771,9.04156818,0.75477199,4.35363593,0.01382391,0.68386949,2.73083138,2.10125431,0.05466137,1.09480016
-4.82941471,9.07342069,0.75614863,4.36629900,0.01418474,0.68615888,2.71018829,2.11844053,0.05555909,1.09443569
-4.82341171,9.08991271,0.75426129,4.37649934,0.01451576,0.68650564,2.68088762,2.13094361,0.05636344,1.09073484
-4.81740870,9.08990776,0.74909449,4.38357450,0.01481068,0.68486191,2.64348558,2.13829937,0.05705832,1.08378709
-4.81140570,9.07309220,0.74071728,4.38724871,0.01506461,0.68124754,2.59878785,2.14022689,0.05763129,1.07378174
-4.80540270,9.04003261,0.72928320,4.38767054,0.01527421,0.67575175,2.54783174,2.13664844,0.05807421,1.06100606
-4.79939970,8.99219821,0.71502719,4.38543233,0.01543781,0.66853236,2.49186162,2.12770126,0.05838362,1.04584032
-4.79339670,8.93194664,0.69825972,4.38157039,0.01555543,0.65981241,2.43229837,2.11374029,0.05856093,1.02874977
-4.78739370,8.86247269,0.67935822,4.37754562,0.01562878,0.64987443,2.37070368,2.09533161,0.05861243,1.01027366
-4.78139070,8.78772123,0.65875622,4.37520486,0.01566113,0.63905234,2.30874022,2.07323662,0.05854899,0.99101151
-4.77538769,8.71226731,0.63693047,4.37672433,0.01565723,0.62772132,2.24812873,2.04838742,0.05838562,0.97160709
-4.76938469,8.64116745,0.61438666,4.38453713,0.01562306,0.61628599,2.19060324,2.02185448,0.05814081,0.95273034
-4.76338169,8.57978754,0.59164420,4.40124726,0.01556559,0.60516733,2.13786560,1.99480773,0.05783578,0.93505793
-4.75737869,8.53361372,0.56922062,4.42953331,0.01549250,0.59478874,2.09154040,1.96847294,0.05749348,0.91925293
-4.75137569,8.50805313,0.54761613,4.47204535,0.01541185,0.58556183,2.05313153,1.94408500,0.05713766,0.90594421
-4.74537269,8.50823216,0.52729898,4.53129876,0.01533181,0.57787239,2.02398142,1.92284026,0.05679183,0.89570640
-4.73936968,8.53879952,0.50869203,4.60956888,0.01526024,0.57206709,2.00523402,1.90584999,0.05647824,0.88904084
-4.73336668,8.60374202,0.49216102,4.70879053,0.01520449,0.56844132,1.99780257,1.89409683,0.05621699,0.88635841
-4.72736368,8.70621977,0.47800485,4.83046623,0.01517102,0.56722874,2.00234281,1.88839628,0.05602513,0.88796485
-4.72136068,8.84842763,0.46644833,4.97558674,0.01516524,0.56859278,2.01923278,1.88936478,0.05591605,0.89404907
-4.71535768,9.03148824,0.45763731,5.14456723,0.01519132,0.57262042,2.04855955,1.89739582,0.05589892,0.90467503
-4.70935468,9.25538138,0.45163658,5.33720190,0.01525202,0.57931866,2.09011358,1.91264504,0.05597833,0.91977764
-4.70335168,9.51891272,0.44843039,5.55263927,0.01534868,0.58861349,2.14339110,1.93502494,0.05615425,0.93916286
-4.69734867,9.81972380,0.44792543,5.78937964,0.01548122,0.60035173,2.20760450,1.96420950,0.05642199,0.96251217
-4.69134567,10.15434357,0.44995630,6.04529541,0.01564823,0.61430553,2.28170095,1.99964830,0.05677255,0.98939143
-4.68534267,10.51827994,0.45429302,6.31767412,0.01584712,0.63017932,2.36438862,2.04058960,0.05719304,1.01926378
-4.67933967,10.90614841,0.46065035,6.60328316,0.01607431,0.64761917,2.45417027,2.08611123,0.05766721,1.05150638
-4.67333667,11.31183327,0.46869848,6.89845403,0.01632547,0.66622399,2.54938305,2.13515787,0.05817624,1.08543021
-4.66733367,11.72867520,0.47807473,7.19918343,0.01659585,0.68555837,2.64824362,2.18658317,0.05869945,1.12030245
-4.66133067,12.14967832,0.48839575,7.50124735,0.01688050,0.70516647,2.74889708,2.23919450,0.05921520,1.15537042
-4.65532766,12.56772831,0.49926978,7.80032393,0.01717466,0.72458649,2.84946818,2.29179861,0.05970164,1.18988630
-4.64932466,12.97581310,0.51030861,8.09212025,0.01747399,0.74336515,2.94811301,2.34324596,0.06013757,1.22313149
-4.64332166,13.36723713,0.52113865,8.37249799,0.01777484,0.76107172,3.04306943,2.39247189,0.06050314,1.25443976
