energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.12956478,3.40857973,0.29200335,0.26990929,0.00445528,0.89264331,0.07456002,1.17352815,1.58116393,0.91440697
-5.12356178,3.29352222,0.27626628,0.25421304,0.00407942,0.88339657,0.06972078,1.11399285,1.55504523,0.90141595
-5.11755878,3.18347834,0.26114261,0.23844761,0.00372927,0.87678423,0.06491275,1.05524029,1.53547584,0.88868699
-5.11155578,3.07869359,0.24680358,0.22279701,0.00340443,0.87244728,0.06017439,0.99771972,1.52147256,0.87609696
-5.10555278,2.97931910,0.23339837,0.20743759,0.00310419,0.86999547,0.05554148,0.94185073,1.51199977,0.86351177
-5.09954977,2.88542330,0.22105216,0.19253556,0.00282762,0.86901933,0.05104679,0.88802034,1.50600248,0.85079211
-5.09354677,2.79700840,0.20986511,0.17824517,0.00257365,0.86910372,0.04671962,0.83658155,1.50243995,0.83780024
-5.08754377,2.71403080,0.19991232,0.16470761,0.00234118,0.86984235,0.04258558,0.78785319,1.50031874,0.82440763
-5.08154077,2.63642424,0.19124466,0.15205049,0.00212912,0.87085267,0.03866644,0.74212089,1.49872409,0.81050304
-5.07553777,2.56412451,0.18389037,0.14038792,0.00193650,0.87179045,0.03498005,0.69963913,1.49684829,0.79600045
-5.06953477,2.49709421,0.17785727,0.12982114,0.00176244,0.87236346,0.03154042,0.66063392,1.49401515,0.78084662
-5.06353177,2.43534616,0.17313559,0.12043960,0.00160630,0.87234334,0.02835777,0.62530610,1.48969950,0.76502770
-5.05752876,2.37896397,0.16970101,0.11232227,0.00146759,0.87157520,0.02543884,0.59383489,1.48354083,0.74857441
-5.05152576,2.32811837,0.16751805,0.10553918,0.00134608,0.86998422,0.02278710,0.56638143,1.47535054,0.73156559
-5.04552276,2.28307821,0.16654331,0.10015298,0.00124179,0.86757879,0.02040311,0.54309215,1.46511238,0.71412971
-5.03951976,2.24421500,0.16672868,0.09622039,0.00115494,0.86444997,0.01828485,0.52410162,1.45297600,0.69644418
-5.03351676,2.21200042,0.16802418,0.09379340,0.00108601,0.86076695,0.01642819,0.50953473,1.43924368,0.67873242
-5.02751376,2.18699649,0.17038040,0.09292008,0.00103573,0.85676876,0.01482718,0.49950789,1.42435085,0.66125865
-5.02151076,2.16983834,0.17375030,0.09364499,0.00100500,0.85275231,0.01347449,0.49412921,1.40884099,0.64432061
-5.01550775,2.16121009,0.17809049,0.09600894,0.00099497,0.84905737,0.01236175,0.49349742,1.39333618,0.62824046
-5.00950475,2.16181477,0.18336172,0.10004829,0.00100694,0.84604899,0.01147987,0.49769955,1.37850417,0.61335421
-5.00350175,2.17233933,0.18952871,0.10579350,0.00104237,0.84409828,0.01081927,0.50680740,1.36502383,0.60000012
-4.99749875,2.19341636,0.19655932,0.11326722,0.00110286,0.84356241,0.01037013,0.52087277,1.35355008,0.58850656
-4.99149575,2.22558436,0.20442316,0.12248187,0.00119008,0.84476481,0.01012254,0.53992180,1.34468023,0.57917998
-4.98549275,2.26924848,0.21308964,0.13343674,0.00130575,0.84797655,0.01006657,0.56394852,1.33892301,0.57229332
-4.97948974,2.32464379,0.22252584,0.14611496,0.00145159,0.85339996,0.01019234,0.59290805,1.33667190,0.56807561
-4.97348674,2.39180312,0.23269403,0.16048028,0.00162927,0.86115529,0.01049004,0.62670981,1.33818385,0.56670310
-4.96748374,2.47053142,0.24354940,0.17647403,0.00184033,0.87127112,0.01094988,0.66521108,1.34356454,0.56829241
-4.96148074,2.56038824,0.25503784,0.19401238,0.00208612,0.88367926,0.01156204,0.70821158,1.35276075,0.57289599
-4.95547774,2.66067962,0.26709424,0.21298415,0.00236774,0.89821414,0.01231659,0.75544926,1.36556031,0.58050007
-4.94947474,2.77046034,0.27964120,0.23324929,0.00268594,0.91461718,0.01320347,0.80659790,1.38159945,0.59102531
-4.94347174,2.88854690,0.29258858,0.25463835,0.00304108,0.93254568,0.01421238,0.86126682,1.40037744,0.60432997
-4.93746873,3.01354100,0.30583366,0.27695295,0.00343300,0.95158595,0.01533282,0.91900294,1.42127748,0.62021557
-4.93146573,3.14386294,0.31926217,0.29996741,0.00386102,0.97127002,0.01655404,0.97929535,1.44359300,0.63843471
-4.92546273,3.27779368,0.33275013,0.32343159,0.00432385,0.99109512,0.01786509,1.04158248,1.46655806,0.65870073
-4.91945973,3.41352382,0.34616641,0.34707493,0.00481955,1.01054490,0.01925496,1.10526171,1.48938017,0.68069867
-4.91345673,3.54920759,0.35937594,0.37061161,0.00534550,1.02911135,0.02071264,1.16970126,1.51127413,0.70409710
-4.90745373,3.68301930,0.37224340,0.39374673,0.00589839,1.04631628,0.02222736,1.23425399,1.53149505,0.72856022
-4.90145073,3.81321000,0.38463729,0.41618327,0.00647429,1.06173121,0.02378877,1.29827260,1.54936907,0.75375962
-4.89544772,3.93816161,0.39643410,0.43762963,0.00706862,1.07499478,0.02538719,1.36112583,1.56432039,0.77938532
-4.88944472,4.05643629,0.40752248,0.45780759,0.00767627,1.08582668,0.02701390,1.42221492,1.57589316,0.80515534
-4.88344172,4.16681895,0.41780714,0.47646017,0.00829167,1.09403755,0.02866139,1.48098986,1.58376757,0.83082367
-4.87743872,4.26835100,0.42721239,0.49335925,0.00890892,1.09953427,0.03032361,1.53696468,1.58776939,0.85618602
-4.87143572,4.36035414,0.43568508,0.50831272,0.00952191,1.10232065,0.03199628,1.58973132,1.58787266,0.88108340
-4.86543272,4.44244347,0.44319692,0.52117064,0.01012449,1.10249338,0.03367704,1.63897140,1.58419577,0.90540323
-4.85942971,4.51452952,0.44974607,0.53183040,0.01071062,1.10023373,0.03536567,1.68446569,1.57699132,0.92907812
-4.85342671,4.57680968,0.45535786,0.54024057,0.01127451,1.09579550,0.03706414,1.72610066,1.56663045,0.95208246
-4.84742371,4.62974973,0.46008482,0.54640328,0.01181082,1.08949001,0.03877669,1.76387209,1.55358279,0.97442699
-4.84142071,4.67405676,0.46400586,0.55037513,0.01231475,1.08166891,0.04050976,1.79788552,1.53839300,0.99615184
-4.83541771,4.71064500,0.46722469,0.55226646,0.01278219,1.07270601,0.04227186,1.82835347,1.52165547,1.01731836
-4.82941471,4.74059647,0.46986768,0.55223916,0.01320982,1.06297886,0.04407336,1.85558969,1.50398818,1.03800025
-4.82341171,4.76511826,0.47208097,0.55050292,0.01359518,1.05285131,0.04592617,1.88000042,1.48600727,1.05827448
-4.81740870,4.78549844,0.47402718,0.54731026,0.01393667,1.04265779,0.04784335,1.90207313,1.46830338,1.07821256
-4.81140570,4.80306244,0.47588157,0.54295028,0.01423361,1.03269007,0.04983866,1.92236287,1.45142062,1.09787248
-4.80540270,4.81913142,0.47782792,0.53774152,0.01448613,1.02318712,0.05192604,1.94147683,1.43583926,1.11729194
-4.79939970,4.83498423,0.48005408,0.53202406,0.01469520,1.01432837,0.05411902,1.96005740,1.42196232,1.13648301
-4.79339670,4.85182376,0.48274730,0.52615108,0.01486244,1.00623059,0.05643015,1.97876429,1.41010660,1.15542862
-4.78739370,4.87074869,0.48608949,0.52048012,0.01499008,0.99894827,0.05887038,1.99825621,1.40049813,1.17408093
-4.78139070,4.89273088,0.49025234,0.51536443,0.01508081,0.99247726,0.06144846,2.01917254,1.39327178,1.19236174
-4.77538769,4.91859858,0.49539263,0.51114434,0.01513766,0.98676131,0.06417040,2.04211558,1.38847471,1.21016475
-4.76938469,4.94902544,0.50164757,0.50813923,0.01516383,0.98170078,0.06703894,2.06763396,1.38607315,1.22735969
-4.76338169,4.98452472,0.50913058,0.50663999,0.01516262,0.97716303,0.07005317,2.09620742,1.38596180,1.24379789
-4.75737869,5.02544849,0.51792738,0.50690239,0.01513732,0.97299367,0.07320816,2.12823383,1.38797511,1.25931911
-4.75137569,5.07199098,0.52809275,0.50914135,0.01509108,0.96902800,0.07649473,2.16401843,1.39189980,1.27375925
-4.74537269,5.12419552,0.53964806,0.51352638,0.01502689,0.96510192,0.07989942,2.20376597,1.39748780,1.28695837
-4.73936968,5.18196442,0.55257959,0.52017826,0.01494754,0.96106179,0.08340447,2.24757581,1.40446901,1.29876887
-4.73336668,5.24507106,0.56683806,0.52916697,0.01485558,0.95677260,0.08698805,2.29544029,1.41256326,1.30906306
-4.72736368,5.31317371,0.58233924,0.54051101,0.01475337,0.95212423,0.09062455,2.34724628,1.42149105,1.31774003
-4.72136068,5.38583039,0.59896580,0.55417812,0.01464309,0.94703547,0.09428507,2.40278003,1.43098265,1.32473121
-4.71535768,5.46251438,0.61657051,0.57008722,0.01452676,0.94145586,0.09793799,2.46173500,1.44078536,1.33000445
-4.70935468,5.54263000,0.63498068,0.58811171,0.01440632,0.93536515,0.10154964,2.52372244,1.45066886,1.33356636
-4.70335168,5.62552811,0.65400378,0.60808385,0.01428370,0.92877095,0.10508511,2.58828421,1.46042856,1.33546266
-4.69734867,5.71052117,0.67343406,0.62980010,0.01416080,0.92170451,0.10850906,2.65490744,1.46988712,1.33577671
-4.69134567,5.79689755,0.69306004,0.65302735,0.01403959,0.91421527,0.11178658,2.72304034,1.47889428,1.33462598
-4.68534267,5.88393476,0.71267252,0.67750964,0.01392209,0.90636453,0.11488410,2.79210855,1.48732528,1.33215685
-4.67933967,5.97091155,0.73207277,0.70297531,0.01381037,0.89821864,0.11777015,2.86153134,1.49507811,1.32853783
-4.67333667,6.05711862,0.75108067,0.72914428,0.01370656,0.88984239,0.12041621,2.93073711,1.50207001,1.32395152
-4.66733367,6.14186805,0.76954233,0.75573522,0.01361275,0.88129275,0.12279730,2.99917759,1.50823340,1.31858584
-4.66133067,6.22450130,0.78733690,0.78247244,0.01353098,0.87261365,0.12489262,3.06634023,1.51351175,1.31262473
-4.65532766,6.30439608,0.80438227,0.80909235,0.01346311,0.86383180,0.12668588,3.13175861,1.51785554,1.30623906
-4.64932466,6.38097207,0.82063935,0.83534927,0.01341073,0.85495412,0.12816566,3.19502045,1.52121878,1.29957801
-4.64332166,6.45369598,0.83611470,0.86102056,0.01337507,0.84596655,0.12932544,3.25577343,1.52355608,1.29276153
