energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,S_s_up,S_s_down,S_p_up,S_p_down,Sc_p_up,Sc_p_down,Sc_d_up,Sc_d_down
-5.93996998,2.89077158,-1.80822394,0.04172717,-0.04068213,0.12457380,-0.02629103,2.12655076,-1.16882021,0.62723897,-0.24755717,0.01799941,-0.01748272,1.70187933,-1.17978125,0.88755591,-0.61530411,0.21546570,-0.11642597
-5.93396698,2.78286033,-1.88218271,0.03926078,-0.04241319,0.12164255,-0.02784110,2.04729660,-1.23886855,0.60869686,-0.25401412,0.01702324,-0.01802182,1.63635869,-1.22926967,0.85245537,-0.64420774,0.20729833,-0.12313749
-5.92796398,2.66578163,-1.95517753,0.03671531,-0.04392437,0.11807826,-0.02939646,1.96173070,-1.30976920,0.58760883,-0.26057309,0.01600193,-0.01847161,1.56581473,-1.27824153,0.81497582,-0.67275367,0.19843671,-0.12984612
-5.92196098,2.54160608,-2.02665280,0.03413089,-0.04518555,0.11396857,-0.03094065,1.87135646,-1.38105771,0.56438220,-0.26721332,0.01495214,-0.01882440,1.49147109,-1.32633946,0.77575212,-0.70071482,0.18903760,-0.13649991
-5.91595798,2.41244076,-2.09606966,0.03154534,-0.04617112,0.10941458,-0.03245696,1.77767929,-1.45224892,0.53945882,-0.27391125,0.01389009,-0.01907436,1.41455539,-1.37321519,0.73541002,-0.72786884,0.17925949,-0.14304811
-5.90995498,2.28038029,-2.16291180,0.02899346,-0.04686088,0.10452879,-0.03392889,1.68217095,-1.52284085,0.51330501,-0.28063970,0.01283119,-0.01921767,1.33627027,-1.41853298,0.69455139,-0.75400102,0.16925884,-0.14944195
-5.90395198,2.14746225,-2.22668921,0.02650640,-0.04724067,0.09943290,-0.03534035,1.58623744,-1.59231803,0.48640165,-0.28736696,0.01178974,-0.01925268,1.25776754,-1.46197172,0.65374163,-0.77890652,0.15918669,-0.15563526
-5.89794897,2.01562803,-2.28693993,0.02411130,-0.04730288,0.09425541,-0.03667612,1.49119146,-1.66015459,0.45923449,-0.29405583,0.01077866,-0.01917992,1.18012599,-1.50322577,0.61349910,-0.80239198,0.14918569,-0.16158485
-5.89194597,1.88669017,-2.34323017,0.02183110,-0.04704673,0.08912925,-0.03792201,1.39822982,-1.72581715,0.43228528,-0.30066282,0.00980940,-0.01900203,1.10433351,-1.54200475,0.57428716,-0.82427661,0.13938759,-0.16725071
-5.88594297,1.76230636,-2.39515329,0.01968454,-0.04647821,0.08418941,-0.03906523,1.30841629,-1.78876783,0.40602352,-0.30713749,0.00889178,-0.01872368,1.03127345,-1.57803276,0.53650853,-0.84439277,0.12991138,-0.17259593
-5.87993997,1.64396057,-2.44232812,0.01768637,-0.04560991,0.07957066,-0.04009457,1.22266965,-1.84846762,0.38089942,-0.31342221,0.00803406,-0.01835139,0.96171553,-1.61104717,0.50050215,-0.86258629,0.12086188,-0.17758657
-5.87393697,1.53295083,-2.48439736,0.01584761,-0.04446051,0.07540534,-0.04100066,1.14175708,-1.90438049,0.35733769,-0.31945229,0.00724294,-0.01789325,0.89631087,-1.64079753,0.46654218,-0.87871664,0.11232897,-0.18219138
-5.86793397,1.43038331,-2.52102652,0.01417603,-0.04305413,0.07182134,-0.04177616,1.06629225,-1.95597841,0.33573250,-0.32515666,0.00652369,-0.01735869,0.83559105,-1.66704492,0.43483912,-0.89265710,0.10438726,-0.18638144
-5.86193097,1.33717192,-2.55190399,0.01267665,-0.04141948,0.06894013,-0.04241599,0.99673771,-2.00274747,0.31644327,-0.33045905,0.00588031,-0.01675812,0.77997049,-1.68956219,0.40554252,-0.90429509,0.09709635,-0.19012987
-5.85592796,1.25404255,-2.57674269,0.01135229,-0.03958892,0.06687491,-0.04291751,0.93341095,-2.04419532,0.29979136,-0.33527980,0.00531570,-0.01610262,0.72975181,-1.70813520,0.37874525,-0.91353280,0.09050137,-0.19341159
-5.84992496,1.18154092,-2.59528347,0.01020422,-0.03759740,0.06572885,-0.04328073,0.87649347,-2.07985978,0.28605736,-0.33953809,0.00483193,-0.01540358,0.68513347,-1.72256533,0.35448871,-0.92028815,0.08463393,-0.19620315
-5.84392196,1.12004314,-2.60730051,0.00923263,-0.03548135,0.06559336,-0.04350852,0.82604213,-2.10931856,0.27547887,-0.34315476,0.00443037,-0.01467241,0.64621908,-1.73267330,0.33276887,-0.92449613,0.07951329,-0.19848284
-5.83791896,1.06976774,-2.61260837,0.00843723,-0.03327767,0.06654637,-0.04360683,0.78200215,-2.13219976,0.26824856,-0.34605529,0.00411198,-0.01392022,0.61302780,-1.73830415,0.31354274,-0.92611048,0.07514778,-0.20023083
-5.83191596,1.03078853,-2.61107063,0.00781770,-0.03102268,0.06865059,-0.04358485,0.74422115,-2.14819288,0.26451239,-0.34817318,0.00387746,-0.01315757,0.58550532,-1.73933329,0.29673504,-0.92510562,0.07153617,-0.20142966
-5.82591296,1.00304727,-2.60260949,0.00737403,-0.02875124,0.07195177,-0.04345522,0.71246363,-2.15705961,0.26436781,-0.34945324,0.00372742,-0.01239424,0.56353477,-1.73567315,0.28224476,-0.92147872,0.06866921,-0.20206481
-5.81990995,0.98636565,-2.58721571,0.00710682,-0.02649597,0.07647693,-0.04323412,0.68642544,-2.15864411,0.26786192,-0.34985484,0.00366255,-0.01163911,0.54694729,-1.72728011,0.26995153,-0.91525175,0.06653104,-0.20212545
-5.81390695,0.98045600,-2.56495833,0.00701741,-0.02428659,0.08223270,-0.04294141,0.66574781,-2.15288187,0.27498961,-0.34935479,0.00368366,-0.01090002,0.53553181,-1.71416123,0.25972146,-0.90647327,0.06510050,-0.20160528
-5.80790395,0.98493055,-2.53599318,0.00710798,-0.02214953,0.08920360,-0.04260062,0.65003076,-2.13980684,0.28569166,-0.34794983,0.00379171,-0.01018372,0.52904375,-1.69638024,0.25141254,-0.89521983,0.06435227,-0.20050349
-5.80190095,0.99930911,-2.50056968,0.00738139,-0.02010762,0.09735068,-0.04223884,0.63884534,-2.11955599,0.29985306,-0.34565846,0.00398787,-0.00949593,0.52721260,-1.67406238,0.24487930,-0.88159673,0.06425787,-0.19882557
-5.79589795,1.02302519,-2.45903502,0.00784107,-0.01817999,0.10661030,-0.04188654,0.63174494,-2.09237107,0.31730153,-0.34252199,0.00427338,-0.00884134,0.52974797,-1.64739751,0.23997676,-0.86573810,0.06478640,-0.19658416
-5.78989495,1.05543089,-2.41183540,0.00849063,-0.01638213,0.11689338,-0.04157723,0.62827513,-2.05859710,0.33780677,-0.33860482,0.00464947,-0.00822371,0.53634444,-1.61664135,0.23656367,-0.84780603,0.06590500,-0.19379963
-5.78389195,1.09580082,-2.35951371,0.00933357,-0.01472610,0.12808511,-0.04134696,0.62798234,-2.01867744,0.36108041,-0.33399370,0.00511716,-0.00764603,0.54668491,-1.58211438,0.23450489,-0.82798878,0.06757916,-0.19050059
-5.77788894,1.14333559,-2.30270374,0.01037270,-0.01322083,0.14004539,-0.04123366,0.63042106,-1.97314558,0.38677716,-0.32879621,0.00567713,-0.00711065,0.56044283,-1.54419849,0.23367304,-0.80649810,0.06977275,-0.18672396
-5.77188594,1.19716524,-2.24212064,0.01160970,-0.01187259,0.15260994,-0.04127633,0.63515979,-1.92261371,0.41449724,-0.32313824,0.00632939,-0.00661945,0.57728321,-1.50333129,0.23394939,-0.78356564,0.07244785,-0.18251491
-5.76588294,1.25635335,-2.17854812,0.01304446,-0.01068542,0.16559225,-0.04151406,0.64178570,-1.86775848,0.44379045,-0.31716068,0.00707312,-0.00617401,0.59686285,-1.45999829,0.23522408,-0.75943859,0.07556444,-0.17792640
-5.75987994,1.31990211,-2.11282272,0.01467460,-0.00966173,0.17878642,-0.04198488,0.64990805,-1.80930468,0.47416194,-0.31101540,0.00790631,-0.00577581,0.61882984,-1.41472328,0.23739561,-0.73437481,0.07907996,-0.17301848
-5.75387694,1.38675897,-2.04581582,0.01649486,-0.00880279,0.19197092,-0.04272455,0.65916063,-1.74800726,0.50507980,-0.30486067,0.00882560,-0.00542631,0.64282276,-1.36805731,0.24036991,-0.70863752,0.08294881,-0.16785730
-5.74787394,1.45582525,-1.97841401,0.01849659,-0.00810927,0.20491309,-0.04376522,0.66920313,-1.68463274,0.53598438,-0.29885617,0.00982598,-0.00512719,0.66846981,-1.32056665,0.24405889,-0.68248987,0.08712182,-0.16251386
-5.74187094,1.52596681,-1.91149889,0.02066736,-0.00758174,0.21737446,-0.04513403,0.67972181,-1.61994060,0.56629931,-0.29315782,0.01090061,-0.00488039,0.69538812,-1.27282052,0.24837874,-0.65618970,0.09154585,-0.15706266
-5.73586793,1.59602710,-1.84592688,0.02299061,-0.00722106,0.22911664,-0.04685178,0.69042950,-1.55466557,0.59544384,-0.28791260,0.01204070,-0.00468823,0.72318363,-1.22537876,0.25324804,-0.62998453,0.09616345,-0.15158018
-5.72986493,1.66484247,-1.78251004,0.02544551,-0.00702873,0.23990760,-0.04893164,0.70106510,-1.48950165,0.62284626,-0.28325359,0.01323542,-0.00455342,0.75145173,-1.17878036,0.25858586,-0.60410722,0.10091273,-0.14614330
-5.72386193,1.73125947,-1.72199865,0.02800689,-0.00700716,0.24952813,-0.05137797,0.71139277,-1.42508826,0.64795794,-0.27929541,0.01447189,-0.00447915,0.77977889,-1.13353286,0.26431001,-0.57877229,0.10572749,-0.14082776
-5.71785893,1.79415396,-1.66506602,0.03064541,-0.00715972,0.25777826,-0.05418541,0.72120104,-1.36199928,0.67026739,-0.27613032,0.01573528,-0.00446899,0.80774539,-1.09010339,0.27033552,-0.55417309,0.11053761,-0.13570666
-5.71185593,1.85245142,-1.61229616,0.03332790,-0.00749078,0.26448323,-0.05733809,0.73030176,-1.30073508,0.68931399,-0.27382500,0.01700903,-0.00452686,0.83492934,-1.04891124,0.27657355,-0.53047991,0.11526971,-0.13084910
-5.70585293,1.90514782,-1.56417450,0.03601785,-0.00800559,0.26949897,-0.06080935,0.73852926,-1.24171784,0.70470056,-0.27241827,0.01827505,-0.00465693,0.86091183,-1.01032230,0.28293076,-0.50783891,0.11984816,-0.12631892
-5.69984992,1.95133048,-1.52108179,0.03867608,-0.00870999,0.27271663,-0.06456163,0.74573959,-1.18529004,0.71610453,-0.27191982,0.01951412,-0.00486346,0.88528327,-0.97464530,0.28930923,-0.48637200,0.12419640,-0.12217361
-5.69384692,1.99019797,-1.48329113,0.04126162,-0.00961009,0.27406609,-0.06854688,0.75181000,-1.13171584,0.72328696,-0.27230989,0.02070635,-0.00515065,0.90765066,-0.94212973,0.29560698,-0.46617731,0.12823846,-0.11846343
-5.68784392,2.02107849,-1.45096789,0.04373262,-0.01071172,0.27351819,-0.07270734,0.75663873,-1.08118508,0.72609916,-0.27354011,0.02183163,-0.00552235,0.92764559,-0.91296528,0.30171904,-0.44733033,0.13190074,-0.11523062
-5.68184092,2.04344583,-1.42417214,0.04604746,-0.01201989,0.27108568,-0.07697676,0.76014491,-1.03381937,0.72448663,-0.27553527,0.02287018,-0.00598193,0.94493263,-0.88728245,0.30753909,-0.42988542,0.13511392,-0.11250885
-5.67583792,2.05693228,-1.40286331,0.04816584,-0.01353811,0.26682278,-0.08128197,0.76226885,-0.98967965,0.71849005,-0.27819611,0.02380317,-0.00653192,0.95921781,-0.86515422,0.31296152,-0.41387756,0.13781490,-0.11032271
-5.66983492,2.06133810,-1.38690643,0.05004990,-0.01526773,0.26082335,-0.08554487,0.76297239,-0.94877471,0.70824340,-0.28140286,0.02461320,-0.00717376,0.97025681,-0.84659831,0.31788389,-0.39932412,0.13994882,-0.10868741
-5.66383192,2.05663698,-1.37607968,0.05166535,-0.01720718,0.25321789,-0.08968470,0.76223952,-0.91107008,0.69396922,-0.28501960,0.02528491,-0.00790756,0.97786250,-0.83157981,0.32220959,-0.38622655,0.14147080,-0.10760849
-5.65782891,2.04297745,-1.37008277,0.05298244,-0.01935128,0.24416937,-0.09362056,0.76007703,-0.87649664,0.67597142,-0.28889905,0.02580541,-0.00873177,0.98191143,-0.82001401,0.32585069,-0.37457187,0.14234765,-0.10708172
-5.65182591,2.02068010,-1.36854581,0.05397686,-0.02169064,0.23386823,-0.09727409,0.75651529,-0.84495871,0.65462576,-0.29288784,0.02616476,-0.00964299,0.98234918,-0.81176931,0.32873064,-0.36433382,0.14255917,-0.10709300
-5.64582291,1.99023092,-1.37103850,0.05463044,-0.02421106,0.22252672,-0.10057217,0.75160919,-0.81634115,0.63036876,-0.29683188,0.02635621,-0.01063572,0.97919410,-0.80667005,0.33078699,-0.35547377,0.14209917,-0.10761839
-5.63981991,1.95227101,-1.37707946,0.05493171,-0.02689316,0.21037281,-0.10344961,0.74543897,-0.79051525,0.60368520,-0.30058177,0.02637650,-0.01170223,0.97253946,-0.80449932,0.33197373,-0.34794122,0.14097608,-0.10862431
-5.63381691,1.90758320,-1.38614570,0.05487616,-0.02971213,0.19764411,-0.10585172,0.73811128,-0.76734345,0.57509509,-0.30399806,0.02622588,-0.01283249,0.96255394,-0.80500200,0.33226337,-0.34167424,0.13921313,-0.11006777
-5.62781391,1.85707618,-1.39768232,0.05446637,-0.03263773,0.18458176,-0.10773657,0.72976014,-0.74668276,0.54514051,-0.30695617,0.02590817,-0.01401412,0.94948039,-0.80788789,0.33164856,-0.33659957,0.13684809,-0.11189688
-5.62181091,1.80176681,-1.41111248,0.05371177,-0.03563442,0.17142489,-0.10907701,0.72054807,-0.72838716,0.51437272,-0.30935083,0.02543053,-0.01523249,0.93363302,-0.81283548,0.33014331,-0.33263288,0.13393265,-0.11405149
-5.61580790,1.74276122,-1.42584782,0.05262837,-0.03866186,0.15840550,-0.10986224,0.71066706,-0.71230906,0.48334028,-0.31109992,0.02480330,-0.01647094,0.91539317,-0.81949619,0.32778371,-0.32967904,0.13053136,-0.11646409
-5.60980490,1.68123553,-1.44129946,0.05123811,-0.04167552,0.14574414,-0.11009892,0.70033960,-0.69830013,0.45257825,-0.31214775,0.02403959,-0.01771096,0.89520376,-0.82749958,0.32462817,-0.32763262,0.12672022,-0.11906094
-5.60380190,1.61841648,-1.45688957,0.04956812,-0.04462763,0.13364640,-0.10981182,0.68981946,-0.68621178,0.42259896,-0.31246744,0.02315487,-0.01893267,0.87356267,-0.83645940,0.32075719,-0.32637881,0.12258511,-0.12176350
-5.59779890,1.55556267,-1.47206358,0.04764989,-0.04746830,0.12230023,-0.10904393,0.67939222,-0.67589544,0.39388436,-0.31206261,0.02216649,-0.02011517,0.85101535,-0.84598069,0.31627270,-0.32579463,0.11821988,-0.12449005
-5.59179590,1.49394662,-1.48630279,0.04551820,-0.05014678,0.11187410,-0.10785604,0.66937531,-0.66720296,0.36688003,-0.31096828,0.02109313,-0.02123713,0.82814655,-0.85566777,0.31129693,-0.32575063,0.11372440,-0.12715755
-5.58579290,1.43483775,-1.49913722,0.04321016,-0.05261288,0.10251598,-0.10632585,0.66011732,-0.65998720,0.34199091,-0.30925086,0.01995428,-0.02227737,0.80557170,-0.86513301,0.30597087,-0.32611305,0.10920251,-0.12968374
-5.57978989,1.37948643,-1.51015820,0.04076412,-0.05481849,0.09435291,-0.10454655,0.65199654,-0.65410291,0.31957838,-0.30700742,0.01876968,-0.02321544,0.78392769,-0.87400614,0.30045235,-0.32674633,0.10476001,-0.13198926
-5.57378689,1.32910894,-1.51903032,0.03821867,-0.05671907,0.08749121,-0.10262496,0.64541820,-0.64940796,0.29995863,-0.30436407,0.01755883,-0.02403227,0.76386336,-0.88194375,0.29491371,-0.32751585,0.10050265,-0.13399988
-5.56778389,1.28487300,-1.52550207,0.03561162,-0.05827508,0.08201696,-0.10067935,0.64081052,-0.64576480,0.28340196,-0.30147366,0.01634049,-0.02471078,0.74602966,-0.88863856,0.28953903,-0.32829098,0.09653422,-0.13564864
-5.56178089,1.24788383,-1.52941464,0.03297923,-0.05945333,0.07799686,-0.09883678,0.63861906,-0.64304210,0.27013285,-0.29851257,0.01513230,-0.02523642,0.73106938,-0.89382799,0.28452108,-0.32894803,0.09295485,-0.13687789
-5.55577789,1.21917023,-1.53070823,0.03035535,-0.06022807,0.07547902,-0.09723026,0.63929952,-0.64111640,0.26033026,-0.29567692,0.01395042,-0.02559767,0.71960667,-0.89730173,0.28005782,-0.32937312,0.08985934,-0.13764101
-5.54977489,1.19967057,-1.52942530,0.02777089,-0.06058193,0.07449380,-0.09599561,0.64330877,-0.63987372,0.25412810,-0.29317799,0.01280928,-0.02578641,0.71223616,-0.89890771,0.27634855,-0.32946485,0.08733571,-0.13790391
-5.54377189,1.19021843,-1.52571041,0.02525332,-0.06050650,0.07505442,-0.09526810,0.65109417,-0.63921078,0.25161563,-0.29123701,0.01172136,-0.02579824,0.70951178,-0.89855628,0.27358979,-0.32913651,0.08546388,-0.13764603
-5.53776888,1.19152784,-1.51980629,0.02282632,-0.06000264,0.07715741,-0.09517903,0.66308135,-0.63903603,0.25283747,-0.29007938,0.01069710,-0.02563256,0.71193541,-0.89622225,0.27197086,-0.32831786,0.08431451,-0.13686097
-5.53176588,1.20417823,-1.51204618,0.02050964,-0.05908043,0.08078274,-0.09585219,0.67966079,-0.63927013,0.25779337,-0.28992835,0.00974483,-0.02529265,0.71994542,-0.89194478,0.27166925,-0.32695636,0.08394794,-0.13555656
-5.52576288,1.22859924,-1.50284245,0.01831904,-0.05775881,0.08589367,-0.09740026,0.70117338,-0.63984606,0.26643752,-0.29099839,0.00887082,-0.02478551,0.73390531,-0.88582504,0.27284595,-0.32501790,0.08441331,-0.13375451
-5.51975988,1.26505590,-1.49267198,0.01626636,-0.05606492,0.09243641,-0.09992134,0.72789567,-0.64070883,0.27867768,-0.29348822,0.00807934,-0.02412163,0.75409273,-0.87802187,0.27564071,-0.32248689,0.08574770,-0.13148956
-5.51375688,1.31363466,-1.48205886,0.01435970,-0.05403311,0.10033962,-0.10349556,0.76002517,-0.64181486,0.29437412,-0.29757384,0.00737277,-0.02331458,0.78068915,-0.86874564,0.28016752,-0.31936599,0.08797554,-0.12880822
-5.50775388,1.37423096,-1.47155521,0.01260368,-0.05170380,0.10951390,-0.10818191,0.79766645,-0.64313124,0.31333864,-0.30340166,0.00675179,-0.02238059,0.81377070,-0.85825075,0.28651037,-0.31567543,0.09110795,-0.12576716
-5.50175088,1.44653901,-1.46172108,0.01099981,-0.04912213,0.11985125,-0.11401536,0.84081868,-0.64463503,0.33533399,-0.31108205,0.00621555,-0.02133799,0.85330024,-0.84682719,0.29471943,-0.31145199,0.09514236,-0.12243138
-5.49574787,1.53004468,-1.45310436,0.00954680,-0.04633644,0.13122489,-0.12100448,0.88936517,-0.64631264,0.36007386,-0.32068352,0.00576188,-0.02020660,0.89912147,-0.83479179,0.30480789,-0.30674789,0.10006217,-0.11887214
-5.48974487,1.62402222,-1.44622190,0.00824101,-0.04339681,0.14348932,-0.12912952,0.94306565,-0.64815972,0.38722375,-0.33222778,0.00538749,-0.01900715,0.95095515,-0.82247945,0.31674948,-0.30162956,0.10583660,-0.11516497
-5.48374187,1.72753539,-1.44154283,0.00707684,-0.04035354,0.15648088,-0.13834115,1.00155173,-0.65018143,0.41640300,-0.34568609,0.00508825,-0.01776064,1.00839791,-0.81023505,0.33047693,-0.29617649,0.11242070,-0.11138761
-5.47773887,1.83944366,-1.43947491,0.00604714,-0.03725578,0.17001894,-0.14856005,1.06432597,-0.65239338,0.44718814,-0.36097699,0.00485935,-0.01648775,1.07092389,-0.79840634,0.34588138,-0.29048017,0.11975557,-0.10761818
-5.47173587,1.95841392,-1.44035475,0.00514364,-0.03415021,0.18390768,-0.15967726,1.13076495,-0.65482315,0.47911773,-0.37796577,0.00469554,-0.01520835,1.13788942,-0.78733815,0.36281279,-0.28464313,0.12776880,-0.10393352
-5.46573287,2.08293764,-1.44444240,0.00435722,-0.03107996,0.19793856,-0.17155559,1.20012637,-0.65751243,0.51169869,-0.39646582,0.00459133,-0.01394100,1.20854084,-0.77736811,0.38108156,-0.27877813,0.13637510,-0.10040789
-5.45972986,2.21135375,-1.45192053,0.00367833,-0.02808376,0.21189352,-0.18403199,1.27156024,-0.66051964,0.54441420,-0.41624190,0.00454121,-0.01270258,1.28202548,-0.76882397,0.40046114,-0.27300753,0.14547726,-0.09711189
-5.45372686,2.34187671,-1.46289823,0.00309722,-0.02519521,0.22554883,-0.19692089,1.34412394,-0.66392288,0.57673292,-0.43701543,0.00453977,-0.01150801,1.35740553,-0.76202231,0.42069176,-0.26746257,0.15496731,-0.09411180
-5.44772386,2.47262936,-1.47741900,0.00260423,-0.02244243,0.23867940,-0.21001864,1.41680087,-0.66782293,0.60811943,-0.45847174,0.00458193,-0.01037005,1.43367484,-0.75726869,0.44148515,-0.26228269,0.16472798,-0.09146921
-5.44172086,2.60167985,-1.49547251,0.00218996,-0.01984781,0.25106365,-0.22310879,1.48852212,-0.67234607,0.63804552,-0.48026902,0.00466305,-0.00929920,1.50977811,-0.75485861,0.46253020,-0.25761463,0.17463445,-0.08924092
-5.43571786,2.72708171,-1.51700905,0.00184545,-0.01742806,0.26248857,-0.23596809,1.55819063,-0.67764637,0.66600208,-0.50204874,0.00477903,-0.00830369,1.58463216,-0.75507913,0.48349936,-0.25361136,0.18455630,-0.08747907
-5.42971486,2.84691598,-1.54195585,0.00156232,-0.01519441,0.27275490,-0.24837322,1.62470706,-0.68390720,0.69151105,-0.52344719,0.00492649,-0.00738951,1.65714872,-0.75821053,0.50405579,-0.25043049,0.19435975,-0.08623146
-5.42371186,2.95933431,-1.57023395,0.00133283,-0.01315298,0.28168212,-0.26010775,1.68699674,-0.69134153,0.71413713,-0.54410765,0.00510280,-0.00656057,1.72625831,-0.76452755,0.52386086,-0.24823236,0.20391009,-0.08554191
-5.41770885,3.06260176,-1.60177442,0.00115000,-0.01130527,0.28911326,-0.27096925,1.74403663,-0.70019093,0.73349870,-0.56369268,0.00530613,-0.00581886,1.79093453,-0.77429987,0.54258210,-0.24717752,0.21307432,-0.08545063
-5.41170585,3.15513801,-1.63653274,0.00100760,-0.00964876,0.29491906,-0.28077619,1.79488173,-0.71072290,0.74927767,-0.58189605,0.00553553,-0.00516466,1.85021813,-0.78779120,0.55990117,-0.24742370,0.22172381,-0.08599454
-5.40570285,3.23555590,-1.67450016,0.00090021,-0.00817755,0.29900152,-0.28937434,1.83868993,-0.72322646,0.76122771,-0.59845361,0.00579090,-0.00459678,1.90324027,-0.80525684,0.57552184,-0.24912222,0.22973714,-0.08720737
-5.39969985,3.30269596,-1.71571111,0.00082320,-0.00688300,0.30129654,-0.29664238,1.87474466,-0.73800592,0.76918075,-0.61315277,0.00607297,-0.00411278,1.94924427,-0.82693937,0.58917761,-0.25241394,0.23700288,-0.08911961
-5.39369685,3.35565599,-1.76024588,0.00077271,-0.00575442,0.30177570,-0.30249644,1.90247452,-0.75537290,0.77305127,-0.62583992,0.00638325,-0.00370924,1.98760533,-0.85306245,0.60063890,-0.25742477,0.24342226,-0.09175818
-5.38769385,3.39381472,-1.80822816,0.00074569,-0.00477967,0.30044687,-0.30689335,1.92146942,-0.77563669,0.77283848,-0.63642558,0.00672392,-0.00338198,2.01784743,-0.88382275,0.60971950,-0.26426102,0.24891169,-0.09514582
-5.38169085,3.41684868,-1.85981730,0.00073980,-0.00394577,0.29735392,-0.30983238,1.93149256,-0.79909315,0.76862603,-0.64488690,0.00709772,-0.00312627,2.03965697,-0.91938019,0.61628215,-0.27300452,0.25340507,-0.09930023
-5.37568784,3.42474182,-1.91519540,0.00075345,-0.00323938,0.29257529,-0.31135546,1.93248800,-0.82601260,0.76057957,-0.65126735,0.00750776,-0.00293701,2.05289262,-0.95984693,0.62024300,-0.28370796,0.25685562,-0.10423294
-5.36968484,3.41778731,-1.97454991,0.00078569,-0.00264724,0.28622167,-0.31154567,1.92458340,-0.85662687,0.74894205,-0.65567371,0.00795737,-0.00280894,2.05759093,-1.00527544,0.62157477,-0.29639046,0.25923743,-0.10994796
-5.36368184,3.39658141,-2.03805243,0.00083626,-0.00215657,0.27843275,-0.31052421,1.90808795,-0.89111626,0.73402706,-0.65827032,0.00844984,-0.00273671,2.05396725,-1.05564635,0.62030848,-0.31103371,0.26054636,-0.11644037
-5.35767884,3.36200935,-2.10583489,0.00090547,-0.00175534,0.26937336,-0.30844582,1.88348537,-0.92959665,0.71621041,-0.65927103,0.00898820,-0.00271509,2.04241193,-1.11085672,0.61653361,-0.32757878,0.26080044,-0.12369477
-5.35167584,3.31522350,-2.17796451,0.00099418,-0.00143248,0.25922895,-0.30549299,1.85142220,-0.97210757,0.69592038,-0.65892908,0.00957499,-0.00273899,2.02348156,-1.17070943,0.61039656,-0.34592396,0.26003959,-0.13168381
-5.34567284,3.25761440,-2.25441881,0.00110373,-0.00117805,0.24820083,-0.30186897,1.81269158,-1.01860154,0.67362683,-0.65752552,0.01021195,-0.00280360,1.99788528,-1.23490440,0.60209742,-0.36592355,0.25832469,-0.14036689
