energy_ev,total_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,2.06423490,0.22391265,0.00000000,0.44089764,0.00000000,0.93462148,0.35537195
-5.99399700,2.15019649,0.23518558,0.00000000,0.45811059,0.00000000,0.97207973,0.36978920
-5.98799400,2.22751354,0.24587511,0.00000000,0.47342737,0.00000000,1.00538886,0.38260212
-5.98199100,2.29537006,0.25591241,0.00000000,0.48669330,0.00000000,1.03422811,0.39365279
-5.97598799,2.35320230,0.26525351,0.00000000,0.49781063,0.00000000,1.05841149,0.40282573
-5.96998499,2.40071473,0.27388069,0.00000000,0.50674164,0.00000000,1.07789687,0.41005085
-5.96398199,2.43788603,0.28180278,0.00000000,0.51350962,0.00000000,1.09278982,0.41530473
-5.95797899,2.46496460,0.28905429,0.00000000,0.51819769,0.00000000,1.10334178,0.41861006
-5.95197599,2.48245367,0.29569348,0.00000000,0.52094540,0.00000000,1.10994243,0.42003352
-5.94597299,2.49108665,0.30179929,0.00000000,0.52194323,0.00000000,1.11310643,0.41968185
-5.93996998,2.49179366,0.30746736,0.00000000,0.52142524,0.00000000,1.11345490,0.41769660
-5.93396698,2.48566089,0.31280521,0.00000000,0.51966015,0.00000000,1.11169222,0.41424768
-5.92796398,2.47388453,0.31792687,0.00000000,0.51694119,0.00000000,1.10857928,0.40952604
-5.92196098,2.45772154,0.32294711,0.00000000,0.51357520,0.00000000,1.10490389,0.40373584
-5.91595798,2.43843939,0.32797564,0.00000000,0.50987133,0.00000000,1.10144995,0.39708660
-5.90995498,2.41726700,0.33311140,0.00000000,0.50612989,0.00000000,1.09896631,0.38978545
-5.90395198,2.39534914,0.33843734,0.00000000,0.50263173,0.00000000,1.09813684,0.38203007
-5.89794897,2.37370604,0.34401585,0.00000000,0.49962858,0.00000000,1.09955290,0.37400249
-5.89194597,2.35319989,0.34988501,0.00000000,0.49733473,0.00000000,1.10368932,0.36586401
-5.88594297,2.33450942,0.35605588,0.00000000,0.49592024,0.00000000,1.11088496,0.35775139
-5.87993997,2.31811322,0.36251097,0.00000000,0.49550607,0.00000000,1.12132852,0.34977444
-5.87393697,2.30428220,0.36920384,0.00000000,0.49616114,0.00000000,1.13505037,0.34201491
-5.86793397,2.29308112,0.37605992,0.00000000,0.49790133,0.00000000,1.15192050,0.33452687
-5.86193097,2.28437840,0.38297848,0.00000000,0.50069061,0.00000000,1.17165273,0.32733805
