energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-5.62781391,5.97222850,0.01437636,1.66499844,0.51579228,0.15961408,2.02753919,2.88471140,0.06532339,1.06879398
-5.62181091,6.11209849,0.01438328,1.71804014,0.51285872,0.16302426,2.05689326,2.98467991,0.06484049,1.07265114
-5.61580790,6.24167012,0.01434304,1.76769798,0.51118498,0.16606619,2.08744544,3.07695772,0.06404740,1.07577068
-5.60980490,6.35840973,0.01425686,1.81292665,0.51083979,0.16874834,2.11886263,3.15957201,0.06295925,1.07824400
-5.60380190,6.46017581,0.01412698,1.85279302,0.51189824,0.17109682,2.15092440,3.23075841,0.06159846,1.08022815
-5.59779890,6.54533457,0.01395655,1.88652238,0.51444218,0.17315521,2.18355887,3.28904207,0.05999417,1.08194525
-5.59179590,6.61285772,0.01374953,1.91353974,0.51855943,0.17498395,2.21687180,3.33331023,0.05818146,1.08367880
-5.58579290,6.66239726,0.01351049,1.93350380,0.52434172,0.17665915,2.25116667,3.36287261,0.05620039,1.08576691
-5.57978989,6.69433297,0.01324445,1.94633195,0.53188152,0.17827088,2.28695441,3.37750642,0.05409486,1.08859273
-5.57378689,6.70978972,0.01295667,1.95221476,0.54126776,0.17992107,2.32495155,3.37748363,0.05191146,1.09257241
-5.56778389,6.71062312,0.01265243,1.95161908,0.55258099,0.18172092,2.36606652,3.36357879,0.04969816,1.09814111
-5.56178089,6.69937403,0.01233689,1.94527954,0.56588803,0.18378805,2.41137422,3.33705695,0.04750307,1.10573788
-5.55577789,6.67919338,0.01201483,1.93417836,0.58123667,0.18624343,2.46207980,3.29964180,0.04537329,1.11579000
-5.54977489,6.65374065,0.01169058,1.91951470,0.59865062,0.18920827,2.51947292,3.25346536,0.04335378,1.12869756
-5.54377189,6.62706039,0.01136787,1.90266433,0.61812531,0.19280078,2.58487453,3.20100110,0.04148644,1.14481911
-5.53776888,6.60344195,0.01104978,1.88513178,0.63962454,0.19713318,2.65957852,3.14498341,0.03980931,1.16445891
-5.53176588,6.58726851,0.01073869,1.86849662,0.66307849,0.20230884,2.74479074,3.08831660,0.03835598,1.18785639
-5.52576288,6.58286169,0.01043634,1.85435634,0.68838305,0.20841973,2.84156825,3.03397709,0.03715522,1.21517829
-5.51975988,6.59432774,0.01014383,1.84426814,0.71540060,0.21554415,2.95076156,2.98491267,0.03623073,1.24651356
-5.51375688,6.62541152,0.00986175,1.83969186,0.74396224,0.22374490,3.07296248,2.94394270,0.03560117,1.28187129
-5.50775388,6.67936353,0.00959030,1.84193643,0.77387123,0.23306778,3.20846007,2.91366276,0.03528028,1.32118141
-5.50175088,6.75882445,0.00932941,1.85211170,0.80490742,0.24354049,3.35720662,2.89635747,0.03527718,1.36429803
-5.49574787,6.86573110,0.00907888,1.87108753,0.83683249,0.25517191,3.51879531,2.89392408,0.03559679,1.41100489
-5.48974487,7.00124639,0.00883855,1.89946147,0.86939551,0.26795165,3.69245069,2.90780955,0.03624028,1.46102261
-5.48374187,7.16571491,0.00860840,1.93753601,0.90233862,0.28184991,3.87703240,2.93896293,0.03720562,1.51401707
-5.47773887,7.35864508,0.00838868,1.98530623,0.93540232,0.29681761,4.07105225,2.98780440,0.03848809,1.56960839
-5.47173587,7.57871749,0.00818002,2.04245789,0.96833025,0.31278669,4.27270400,3.05421174,0.04008081,1.62738006
-5.46573287,7.82381855,0.00798341,2.10837615,1.00087312,0.32967060,4.47990491,3.13752437,0.04197517,1.68688764
-5.45972986,8.09109786,0.00780030,2.18216411,1.03279161,0.34736503,4.69034758,3.23656469,0.04416124,1.74766679
-5.45372686,8.37704701,0.00763256,2.26267078,1.06385825,0.36574871,4.90156010,3.34967578,0.04662805,1.80924033
-5.44772386,8.67759716,0.00748239,2.34852718,1.09385831,0.38468456,5.11097272,3.47477414,0.04936384,1.87112426
-5.44172086,8.98823231,0.00735231,2.43818943,1.12258976,0.40402096,5.31598838,3.60941576,0.05235613,1.93283277
-5.43571786,9.30411499,0.00724498,2.52998720,1.14986253,0.42359342,5.51405494,3.75087326,0.05559182,1.99388247
-5.42971486,9.62022066,0.00716314,2.62217611,1.17549742,0.44322652,5.70273655,3.89622163,0.05905714,2.05379598
-5.42371186,9.93147696,0.00710945,2.71299197,1.19932473,0.46273630,5.87978180,4.04242980,0.06273761,2.11210532
-5.41770885,10.23290407,0.00708633,2.80070535,1.22118324,0.48193299,6.04318628,4.18645493,0.06661798,2.16835537
-5.41170585,10.51975174,0.00709586,2.88367437,1.24091946,0.50062426,6.19124757,4.32533629,0.07068219,2.22210774
-5.40570285,10.78762921,0.00713961,2.96039401,1.25838764,0.51861876,6.32261069,4.45628539,0.07491334,2.27294534
-5.39969985,11.03262362,0.00721859,3.02954018,1.27345056,0.53573013,6.43630243,4.57676932,0.07929374,2.32047769
-5.39369685,11.25140331,0.00733310,3.09000685,1.28598115,0.55178111,6.53175342,4.68458411,0.08380506,2.36434709
-5.38769385,11.44130206,0.00748269,3.14093515,1.29586494,0.56660784,6.60880696,4.77791547,0.08842853,2.40423548
-5.38169085,11.60038142,0.00766615,3.18173303,1.30300322,0.58006413,6.66771429,4.85538463,0.09314522,2.43987169
-5.37568784,11.72746828,0.00788143,3.21208511,1.30731652,0.59202535,6.70911631,4.91607745,0.09793639,2.47103866
-5.36968484,11.82216627,0.00812574,3.23195208,1.30874840,0.60239201,6.73401227,4.95955587,0.10278391,2.49758019
-5.36368184,11.88483990,0.00839553,3.24155998,1.30726888,0.61109261,6.74371644,4.98585123,0.10767064,2.51940657
-5.35767884,11.91657190,0.00868657,3.24137974,1.30287742,0.61808559,6.73980422,4.99544006,0.11258084,2.53649846
-5.35167584,11.91909511,0.00899405,3.23209807,1.29560506,0.62336041,6.72404970,4.98920341,0.11750045,2.54890863
-5.34567284,11.89470145,0.00931269,3.21458090,1.28551528,0.62693736,6.69835693,4.96837189,0.12241733,2.55676100
-5.33966983,11.84613170,0.00963679,3.18983116,1.27270371,0.62886632,6.66468748,4.93445904,0.12732133,2.56024667
-5.33366683,11.77645052,0.00996045,3.15894287,1.25729633,0.62922428,6.62498727,4.88918615,0.13220416,2.55961690
-5.32766383,11.68891235,0.01027760,3.12305352,1.23944623,0.62811179,6.58111549,4.83440221,0.13705907,2.55517315
-5.32166083,11.58682379,0.01058219,3.08329703,1.21932927,0.62564849,6.53477855,4.77200264,0.14188043,2.54725441
-5.31565783,11.47340876,0.01086830,3.04075928,1.19713854,0.62196785,6.48747164,4.70385063,0.14666297,2.53622242
-5.30965483,11.35168235,0.01113027,2.99643821,1.17307829,0.61721144,6.44043048,4.63170447,0.15140101,2.52244553
-5.30365183,11.22433886,0.01136276,2.95121011,1.14735744,0.61152306,6.39459493,4.55715412,0.15608747,2.50628194
-5.29764882,11.09365902,0.01156096,2.90580333,1.12018325,0.60504292,6.35058594,4.48156933,0.16071291,2.48806334
-5.29164582,10.96144002,0.01172056,2.86078044,1.09175552,0.59790224,6.30869656,4.40606132,0.16526455,2.46807996
-5.28564282,10.82895107,0.01183791,2.81652901,1.06226164,0.59021862,6.26889696,4.33145902,0.16972533,2.44656782
-5.27963982,10.69691583,0.01191008,2.77326119,1.03187283,0.58209228,6.23085290,4.25830001,0.17407323,2.42369905
-5.27363682,10.56552156,0.01193486,2.73102147,1.00074184,0.57360354,6.19395636,4.18683583,0.17828076,2.39957596
-5.26763382,10.43445360,0.01191084,2.68970176,0.96900206,0.56481151,6.15736647,4.11705039,0.18231478,2.37422926
-5.26163082,10.30295265,0.01183739,2.64906264,0.93676822,0.55575410,6.12005859,4.04868953,0.18613667,2.34762057
-5.25562781,10.16989107,0.01171469,2.60875926,0.90413839,0.54644940,6.08087890,3.98129972,0.18970287,2.31964929
-5.24962481,10.03386401,0.01154368,2.56837041,0.87119722,0.53689820,6.03860184,3.91427325,0.19296583,2.29016335
-5.24362181,9.89329013,0.01132606,2.52742907,0.83801995,0.52708752,5.99198779,3.84689718,0.19587529,2.25897340
-5.23761881,9.74651716,0.01106422,2.48545291,0.80467704,0.51699503,5.93983837,3.77840354,0.19838001,2.22586967
-5.23161581,9.59192680,0.01076118,2.44197341,0.77123888,0.50659391,5.88104728,3.70801834,0.20042964,2.19064051
-5.22561281,9.42803453,0.01042051,2.39656221,0.73778028,0.49585799,5.81464469,3.63500714,0.20197689,2.15309179
-5.21960980,9.25357992,0.01004628,2.34885386,0.70438442,0.48476688,5.73983394,3.55871553,0.20297976,2.11306581
-5.21360680,9.06760396,0.00964293,2.29856427,0.67114587,0.47331061,5.65601961,3.47860313,0.20340374,2.07045903
-5.20760380,8.86951074,0.00921520,2.24550434,0.63817262,0.46149377,5.56282649,3.39427025,0.20322392,2.02523738
-5.20160080,8.65911151,0.00876802,2.18958875,0.60558686,0.44933873,5.46010966,3.30547688,0.20242686,1.97744848
-5.19559780,8.43665037,0.00830643,2.13083996,0.57352441,0.43688778,5.34795590,3.21215377,0.20101209,1.92723004
-5.18959480,8.20281124,0.00783548,2.06938771,0.54213310,0.42420421,5.22667738,3.11440624,0.19899318,1.87481391
-5.18359180,7.95870689,0.00736011,2.00546437,0.51156989,0.41137207,5.09679841,3.01251096,0.19639830,1.82052571
-5.17758879,7.70585118,0.00688512,1.93939695,0.48199711,0.39849471,4.95903647,2.90690679,0.19327020,1.76477971
-5.17158579,7.44611635,0.00641507,1.87159605,0.45357801,0.38569228,4.81427864,2.79818046,0.18966561,1.70806942
-5.16558279,7.18167755,0.00595417,1.80254260,0.42647186,0.37309804,4.66355454,2.68704796,0.18565402,1.65095412
-5.15957979,6.91494707,0.00550632,1.73277293,0.40082885,0.36085394,4.50800690,2.57433284,0.18131593,1.59404191
-5.15357679,6.64850083,0.00507498,1.66286274,0.37678516,0.34910549,4.34886072,2.46094202,0.17674054,1.53797005
-5.14757379,6.38500005,0.00466315,1.59341047,0.35445834,0.33799622,4.18739196,2.34784027,0.17202305,1.48338337
-5.14157079,6.12711047,0.00427341,1.52502061,0.33394324,0.32766201,4.02489640,2.23602377,0.16726159,1.43091175
-5.13556778,5.87742216,0.00390780,1.45828728,0.31530875,0.31822556,3.86265958,2.12649379,0.16255397,1.38114749
-5.12956478,5.63837213,0.00356792,1.39377850,0.29859537,0.30979109,3.70192813,2.02023067,0.15799436,1.33462364
-5.12356178,5.41217220,0.00325487,1.33202149,0.28381380,0.30243983,3.54388338,1.91816906,0.15366993,1.29179412
-5.11755878,5.20074440,0.00296928,1.27348927,0.27094448,0.29622611,3.38961739,1.82117452,0.14965782,1.25301657
-5.11155578,5.00566567,0.00271134,1.21858882,0.25993819,0.29117460,3.24011224,1.73002220,0.14602233,1.21853846
-5.10555278,4.82812357,0.00248083,1.16765121,0.25071750,0.28727848,3.09622271,1.64537798,0.14281255,1.18848726
-5.09954977,4.66888437,0.00227714,1.12092370,0.24317919,0.28449897,2.95866288,1.56778229,0.14006060,1.16286495
-5.09354677,4.52827456,0.00209931,1.07856426,0.23719729,0.28276594,2.82799699,1.49763738,0.13778041,1.14154716
-5.08754377,4.40617623,0.00194609,1.04063852,0.23262690,0.28197979,2.70463471,1.43519801,0.13596725,1.12428703
-5.08154077,4.30203675,0.00181600,1.00711941,0.22930827,0.28201448,2.58883108,1.38056615,0.13459789,1.11072362
-5.07553777,4.21489232,0.00170733,0.97788946,0.22707139,0.28272156,2.48069095,1.33368972,0.13363157,1.10039466
-5.06953477,4.14340485,0.00161824,0.95274580,0.22574063,0.28393511,2.38017790,1.29436571,0.13301151,1.09275305
-5.06353177,4.08591099,0.00154681,0.93140775,0.22513945,0.28547743,2.28712735,1.26224752,0.13266715,1.08718664
-5.05752876,4.04048168,0.00149108,0.91352681,0.22509500,0.28716521,2.20126330,1.23685651,0.13251687,1.08304039
-5.05152576,4.00499045,0.00144915,0.89869884,0.22544248,0.28881602,2.12221816,1.21759748,0.13247113,1.07964029
-5.04552276,3.97718805,0.00141916,0.88647791,0.22602915,0.29025495,2.04955499,1.20377769,0.13243592,1.07631801
-5.03951976,3.95478097,0.00139943,0.87639150,0.22671803,0.29132101,1.98279126,1.19462885,0.13231630,1.07243544
-5.03351676,3.93551126,0.00138847,0.86795646,0.22739104,0.29187335,1.92142328,1.18933138,0.13202008,1.06740827
-5.02751376,3.91723473,0.00138505,0.86069521,0.22795167,0.29179686,1.86495046,1.18704018,0.13146117,1.06072779
-5.02151076,3.89799513,0.00138821,0.85415151,0.22832716,0.29100723,1.81289842,1.18691107,0.13056285,1.05198020
-5.01550775,3.87609157,0.00139735,0.84790530,0.22847012,0.28945512,1.76484017,1.18812688,0.12926047,1.04086278
-5.00950475,3.85013716,0.00141223,0.84158600,0.22835971,0.28712956,1.72041464,1.18992229,0.12750372,1.02719657
-5.00350175,3.81910673,0.00143298,0.83488373,0.22800225,0.28406040,1.67934187,1.19160667,0.12525833,1.01093517
-4.99749875,3.78237240,0.00146018,0.82755808,0.22743152,0.28031982,1.64143423,1.19258381,0.12250701,0.99216956
-4.99149575,3.73972586,0.00149476,0.81944405,0.22670853,0.27602285,1.60660355,1.19236810,0.11924989,0.97112897
-4.98549275,3.69138679,0.00153812,0.81045495,0.22592109,0.27132714,1.57486356,1.19059642,0.11550414,0.94817799
-4.97948974,3.63799756,0.00159200,0.80058210,0.22518296,0.26643165,1.54632787,1.18703540,0.11130307,0.92381012
-4.97348674,3.58060465,0.00165852,0.78989152,0.22463277,0.26157472,1.52120328,1.18158380,0.10669465,0.89863833
-4.96748374,3.52062753,0.00174015,0.77851747,0.22443275,0.25703123,1.49977885,1.17427006,0.10173952,0.87338287
-4.96148074,3.45981663,0.00183959,0.76665348,0.22476721,0.25310915,1.48241085,1.16524510,0.09650866,0.84885711
-4.95547774,3.40020170,0.00195982,0.75454092,0.22584089,0.25014534,1.46950437,1.15477087,0.09108081,0.82595161
-4.94947474,3.34403275,0.00210394,0.74245585,0.22787701,0.24850069,1.46149200,1.14320507,0.08553974,0.80561718
-4.94347174,3.29371529,0.00227514,0.73069460,0.23111526,0.24855463,1.45881046,1.13098286,0.07997149,0.78884713
-4.93746873,3.25174222,0.00247662,0.71955871,0.23580949,0.25069896,1.46187610,1.11859634,0.07446167,0.77665920
-4.93146573,3.22062424,0.00271150,0.70933993,0.24222515,0.25533092,1.47106015,1.10657262,0.06909302,0.77007735
-4.92546273,3.20282094,0.00298271,0.70030587,0.25063645,0.26284566,1.48666488,1.09545155,0.06394308,0.77011359
-4.91945973,3.20067415,0.00329290,0.69268705,0.26132313,0.27362791,1.50890156,1.08576394,0.05908232,0.77774996
-4.91345673,3.21634535,0.00364437,0.68666575,0.27456680,0.28804293,1.53787141,1.07801116,0.05457254,0.79392057
-4.90745373,3.25175836,0.00403892,0.68236732,0.29064679,0.30642688,1.57355039,1.07264690,0.05046563,0.81949380
-4.90145073,3.30854839,0.00447778,0.67985417,0.30983543,0.32907652,1.61577861,1.07006174,0.04680277,0.85525444
-4.89544772,3.38801823,0.00496148,0.67912285,0.33239267,0.35623858,1.66425506,1.07057103,0.04361391,0.90188589
-4.88944472,3.49110212,0.00548980,0.68010421,0.35856005,0.38809888,1.71853812,1.07440632,0.04091767,0.95995220
-4.88344172,3.61833757,0.00606166,0.68266668,0.38855403,0.42477162,1.77805175,1.08171057,0.03872144,1.02988030
-4.87743872,3.76984525,0.00667505,0.68662237,0.42255859,0.46628905,1.84209755,1.09253702,0.03702187,1.11194242
-4.87143572,3.94531691,0.00732696,0.69173586,0.46071733,0.51259214,1.90987190,1.10685144,0.03580543,1.20623914
-4.86543272,4.14401116,0.00801337,0.69773498,0.50312511,0.56352256,1.98048787,1.12453753,0.03504927,1.31268342
-4.85942971,4.36475703,0.00872920,0.70432325,0.54981948,0.61881653,2.05300055,1.14540480,0.03472216,1.43098644
-4.85342671,4.60596504,0.00946835,0.71119317,0.60077217,0.67810113,2.12643502,1.16919857,0.03478560,1.56064580
-4.84742371,4.86564570,0.01022372,0.71803992,0.65588090,0.74089340,2.19981550,1.19561123,0.03519489,1.70093695
-4.84142071,5.14143539,0.01098730,0.72457447,0.71496208,0.80660279,2.27219443,1.22429444,0.03590039,1.85090886
-4.83541771,5.43062948,0.01175028,0.73053592,0.77774464,0.87453715,2.34268029,1.25487152,0.03684877,2.00938460
-4.82941471,5.73022270,0.01250315,0.73570209,0.84386561,0.94391258,2.41046293,1.28694964,0.03798420,2.17496792
-4.82341171,6.03695670,0.01323593,0.73989820,0.91286784,1.01386708,2.47483542,1.32013133,0.03924969,2.34605613
-4.81740870,6.34737470,0.01393833,0.74300320,0.98420034,1.08347787,2.53521187,1.35402520,0.04058828,2.52086017
-4.81140570,6.65788286,0.01460003,0.74495355,1.05722155,1.15178210,2.59114052,1.38825553,0.04194431,2.69743169
-4.80540270,6.96481796,0.01521087,0.74574446,1.13120595,1.21780036,2.64231214,1.42247077,0.04326455,2.87369736
-4.79939970,7.26452053,0.01576114,0.74542869,1.20535403,1.28056233,2.68856385,1.45635099,0.04449935,3.04749968
-4.79339670,7.55341248,0.01624186,0.74411307,1.27880569,1.33913376,2.72987865,1.48961422,0.04560362,3.21664367
-4.78739370,7.82807765,0.01664504,0.74195316,1.35065698,1.39264371,2.76638139,1.52202205,0.04653779,3.37894821
-4.78139070,8.08534358,0.01696389,0.73914640,1.41997964,1.44031112,2.79833186,1.55338443,0.04726855,3.53230049
-4.77538769,8.32236231,0.01719311,0.73592426,1.48584322,1.48146956,2.82611587,1.58356375,0.04776949,3.67471189
-4.76938469,8.53668793,0.01732902,0.73254386,1.54733880,1.51558925,2.85023508,1.61247851,0.04802156,3.80437333
-4.76338169,8.72634810,0.01736973,0.72927944,1.60360367,1.54229531,2.87129645,1.64010626,0.04801330,3.91970798
-4.75737869,8.88990708,0.01731526,0.72641420,1.65384601,1.56138147,2.89000174,1.66648593,0.04774093,4.01941936
-4.75137569,9.02651755,0.01716759,0.72423274,1.69736859,1.57281869,2.90713761,1.69171938,0.04720819,4.10253286
-4.74537269,9.13595877,0.01693063,0.72301444,1.73359041,1.57675829,2.92356646,1.71597191,0.04642599,4.16842884
-4.73936968,9.21865912,0.01661021,0.72302787,1.76206556,1.57352932,2.94021795,1.73947153,0.04541189,4.21686602
-4.73336668,9.27570125,0.01621392,0.72452621,1.78249810,1.56363043,2.95808099,1.76250675,0.04418939,4.24799397
-4.72736368,9.30880885,0.01575100,0.72774375,1.79475265,1.54771647,2.97819570,1.78542256,0.04278707,4.26235407
-4.72136068,9.32031468,0.01523214,0.73289334,1.79885988,1.52658035,3.00164484,1.80861456,0.04123766,4.26086885
-4.71535768,9.31311009,0.01466922,0.74016448,1.79501671,1.50113098,3.02954397,1.83252096,0.03957693,4.24481983
-4.70935468,9.29057717,0.01407510,0.74972198,1.78358121,1.47236803,3.06302982,1.85761256,0.03784264,4.21581477
-4.70335168,9.25650521,0.01346331,0.76170486,1.76506225,1.44135452,3.10324615,1.88438078,0.03607342,4.17574536
-4.69734867,9.21499386,0.01284782,0.77622538,1.74010444,1.40918830,3.15132675,1.91332391,0.03430767,4.12673692
-4.69134567,9.17034591,0.01224272,0.79336799,1.70946884,1.37697326,3.20837539,1.94493206,0.03258253,4.07109170
-4.68534267,9.12695302,0.01166199,0.81318804,1.67401031,1.34579135,3.27544245,1.97967119,0.03093296,4.01122795
-4.67933967,9.08917791,0.01111922,0.83571032,1.63465240,1.31667613,3.35349886,2.01796687,0.02939087,3.94961653
-4.67333667,9.06123689,0.01062741,0.86092730,1.59236066,1.29058865,3.44340745,2.06018828,0.02798440,3.88871719
-4.66733367,9.04708612,0.01019877,0.88879738,1.54811556,1.26839617,3.54589268,2.10663329,0.02673739,3.83091632
-4.66133067,9.05031524,0.00984450,0.91924301,1.50288587,1.25085410,3.66150975,2.15751512,0.02566888,3.77846802
-4.65532766,9.07405135,0.00957467,0.95214916,1.45760340,1.23859161,3.79061395,2.21295123,0.02479286,3.73343992
-4.64932466,9.12087608,0.00939810,0.98736211,1.41314007,1.23210074,3.93333177,2.27295500,0.02411811,3.69766501
-4.64332166,9.19275776,0.00932222,1.02468895,1.37028781,1.23172921,4.08953485,2.33743052,0.02364820,3.67270053
