energy_ev,total_up,Ir_p_up,Ir_d_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up
-6.00000000,6.25962719,2.26154251,4.33236864,2.06428770,0.00000000,1.02205379,0.00000000
-5.99399700,6.30961387,2.29914778,4.36035291,2.07976693,0.00000000,1.02758283,0.00000000
-5.98799400,6.34119298,2.33355278,4.37358272,2.08836788,0.00000000,1.03130349,0.00000000
-5.98199100,6.35263086,2.36369133,4.37105498,2.08955674,0.00000000,1.03291734,0.00000000
-5.97598799,6.34267018,2.38860856,4.35213439,2.08298523,0.00000000,1.03216605,0.00000000
-5.96998499,6.31056931,2.40749018,4.31657274,2.06849983,0.00000000,1.02884188,0.00000000
-5.96398199,6.25612323,2.41968589,4.26451466,2.04614359,0.00000000,1.02279652,0.00000000
-5.95797899,6.17966566,2.42472645,4.19648977,2.01615060,0.00000000,1.01394801,0.00000000
-5.95197599,6.08205289,2.42233372,4.11339212,1.97893364,0.00000000,1.00228544,0.00000000
-5.94597299,5.96463076,2.41242388,4.01644814,1.93506588,0.00000000,0.98787123,0.00000000
-5.93996998,5.82918674,2.39510406,3.90717494,1.88525760,0.00000000,0.97084093,0.00000000
-5.93396698,5.67788961,2.37066278,3.78733083,1.83032933,0.00000000,0.95140059,0.00000000
-5.92796398,5.51321979,2.33955508,3.65886066,1.77118270,0.00000000,0.92982185,0.00000000
-5.92196098,5.33789330,2.30238327,3.52383802,1.70877035,0.00000000,0.90643483,0.00000000
-5.91595798,5.15478252,2.25987418,3.38440675,1.64406626,0.00000000,0.88161923,0.00000000
-5.90995498,4.96683664,2.21285396,3.24272393,1.57803774,0.00000000,0.85579385,0.00000000
-5.90395198,4.77700445,2.16222154,3.10090601,1.51162001,0.00000000,0.82940493,0.00000000
-5.89794897,4.58816185,2.10892140,2.96097976,1.44569417,0.00000000,0.80291366,0.00000000
-5.89194597,4.40304554,2.05391673,2.82483903,1.38106912,0.00000000,0.77678322,0.00000000
-5.88594297,4.22419456,1.99816339,2.69420819,1.31846763,0.00000000,0.75146578,0.00000000
-5.87993997,4.05390029,1.94258538,2.57061254,1.25851667,0.00000000,0.72738966,0.00000000
-5.87393697,3.89416534,1.88805212,2.45535572,1.20174170,0.00000000,0.70494716,0.00000000
-5.86793397,3.74667150,1.83535794,2.34950411,1.14856468,0.00000000,0.68448327,0.00000000
-5.86193097,3.61275658,1.78520394,2.25387752,1.09930517,0.00000000,0.66628558,0.00000000
-5.85592796,3.49339972,1.73818260,2.16904602,1.05418407,0.00000000,0.65057570,0.00000000
-5.84992496,3.38921488,1.69476515,2.09533197,1.01332937,0.00000000,0.63750237,0.00000000
-5.84392196,3.30045212,1.65529207,2.03281709,0.97678322,0.00000000,0.62713663,0.00000000
-5.83791896,3.22700618,1.61996677,1.98135371,0.94451009,0.00000000,0.61946910,0.00000000
-5.83191596,3.16843218,1.58885291,1.94057992,0.91640525,0.00000000,0.61440971,0.00000000
-5.82591296,3.12396816,1.56187531,1.90993832,0.89230355,0.00000000,0.61178975,0.00000000
-5.81990995,3.09256400,1.53882477,1.88869776,0.87198798,0.00000000,0.61136663,0.00000000
-5.81390695,3.07291671,1.51936683,1.87597807,0.85519817,0.00000000,0.61283097,0.00000000
-5.80790395,3.06351136,1.50305449,1.87077723,0.84163854,0.00000000,0.61581616,0.00000000
-5.80190095,3.06266724,1.48934466,1.87200075,0.83098617,0.00000000,0.61991008,0.00000000
-5.79589795,3.06858833,1.47761805,1.87849264,0.82289848,0.00000000,0.62466863,0.00000000
-5.78989495,3.07941701,1.46720193,1.88906760,0.81702067,0.00000000,0.62963073,0.00000000
-5.78389195,3.09328966,1.45739514,1.90254355,0.81299292,0.00000000,0.63433424,0.00000000
-5.77788894,3.10839257,1.44749435,1.91777370,0.81045744,0.00000000,0.63833223,0.00000000
-5.77188594,3.12301630,1.43682072,1.93367740,0.80906522,0.00000000,0.64120897,0.00000000
-5.76588294,3.13560665,1.42474573,1.94926856,0.80848236,0.00000000,0.64259501,0.00000000
-5.75987994,3.14481035,1.41071521,1.96368078,0.80839600,0.00000000,0.64218071,0.00000000
-5.75387694,3.14951359,1.39427041,1.97618835,0.80851947,0.00000000,0.63972764,0.00000000
-5.74787394,3.14887185,1.37506530,1.98622208,0.80859668,0.00000000,0.63507729,0.00000000
-5.74187094,3.14232990,1.35287914,1.99337959,0.80840557,0.00000000,0.62815693,0.00000000
-5.73586793,3.12963104,1.32762399,1.99742955,0.80776037,0.00000000,0.61898203,0.00000000
-5.72986493,3.11081541,1.29934675,1.99830986,0.80651282,0.00000000,0.60765552,0.00000000
-5.72386193,3.08620776,1.26822581,1.99611993,0.80455218,0.00000000,0.59436366,0.00000000
-5.71785893,3.05639520,1.23456255,1.99110767,0.80180414,0.00000000,0.57936901,0.00000000
-5.71185593,3.02219672,1.19876838,1.98365192,0.79822882,0.00000000,0.56300068,0.00000000
-5.70585293,2.98462578,1.16134789,1.97424140,0.79381796,0.00000000,0.54564245,0.00000000
-5.69984992,2.94484834,1.12287925,1.96345138,0.78859167,0.00000000,0.52771937,0.00000000
-5.69384692,2.90413846,1.08399286,1.95191935,0.78259480,0.00000000,0.50968342,0.00000000
-5.68784392,2.86383370,1.04534929,1.94032092,0.77589346,0.00000000,0.49199886,0.00000000
-5.68184092,2.82529239,1.00761757,1.92934727,0.76857171,0.00000000,0.47512796,0.00000000
-5.67583792,2.78985483,0.97145489,1.91968501,0.76072880,0.00000000,0.45951767,0.00000000
-5.66983492,2.75880959,0.93748836,1.91199938,0.75247701,0.00000000,0.44558757,0.00000000
-5.66383192,2.73336624,0.90629951,1.90692114,0.74394024,0.00000000,0.43371963,0.00000000
-5.65782891,2.71463476,0.87841195,1.90503751,0.73525328,0.00000000,0.42424995,0.00000000
-5.65182591,2.70361179,0.85428233,1.90688683,0.72656180,0.00000000,0.41746246,0.00000000
-5.64582291,2.70117319,0.83429455,1.91295667,0.71802281,0.00000000,0.41358480,0.00000000
-5.63981991,2.70807207,0.81875704,1.92368475,0.70980544,0.00000000,0.41278605,0.00000000
-5.63381691,2.72494099,0.80790280,1.93946163,0.70209180,0.00000000,0.41517622,0.00000000
-5.62781391,2.75229708,0.80189156,1.96063455,0.69507763,0.00000000,0.42080718,0.00000000
-5.62181091,2.79054864,0.80081382,1.98751117,0.68897255,0.00000000,0.42967478,0.00000000
-5.61580790,2.84000172,0.80469595,2.02036250,0.68399964,0.00000000,0.44172176,0.00000000
-5.60980490,2.90086557,0.81350616,2.05942421,0.68039418,0.00000000,0.45684128,0.00000000
