energy_ev,total_up,As_p_up,As_d_up,Au_p_up,Au_d_up,S_s_up,S_p_up
-6.00000000,2.62039221,0.03981978,0.00000000,0.29268442,2.15205427,0.02122539,0.40197234
-5.99399700,2.68173732,0.03833286,0.00000000,0.28458728,2.21530428,0.02196923,0.40530286
-5.98799400,2.74023441,0.03689588,0.00000000,0.27726585,2.27505806,0.02270523,0.40859606
-5.98199100,2.79534707,0.03552009,0.00000000,0.27077807,2.33079419,0.02342066,0.41179819
-5.97598799,2.84666088,0.03421653,0.00000000,0.26517839,2.38210202,0.02410373,0.41487106
-5.96998499,2.89388789,0.03299618,0.00000000,0.26051857,2.42868526,0.02474386,0.41779254
-5.96398199,2.93686497,0.03186988,0.00000000,0.25684776,2.47036092,0.02533193,0.42055585
-5.95797899,2.97554635,0.03084834,0.00000000,0.25421184,2.50705368,0.02586050,0.42316799
-5.95197599,3.00999103,0.02994193,0.00000000,0.25265199,2.53878638,0.02632397,0.42564711
-5.94597299,3.04034567,0.02916042,0.00000000,0.25220255,2.56566722,0.02671869,0.42801918
-5.93996998,3.06682433,0.02851266,0.00000000,0.25288833,2.58787443,0.02704305,0.43031416
-5.93396698,3.08968582,0.02800620,0.00000000,0.25472143,2.60563928,0.02729747,0.43256177
-5.92796398,3.10921019,0.02764688,0.00000000,0.25769798,2.61922834,0.02748437,0.43478732
-5.92196098,3.12567547,0.02743841,0.00000000,0.26179487,2.62892583,0.02760802,0.43700765
-5.91595798,3.13933584,0.02738202,0.00000000,0.26696680,2.63501685,0.02767444,0.43922757
-5.90995498,3.15040241,0.02747611,0.00000000,0.27314394,2.63777231,0.02769111,0.44143701
-5.90395198,3.15902748,0.02771605,0.00000000,0.28023036,2.63743618,0.02766677,0.44360899
-5.89794897,3.16529318,0.02809404,0.00000000,0.28810346,2.63421546,0.02761106,0.44569856
-5.89194597,3.16920487,0.02859917,0.00000000,0.29661465,2.62827345,0.02753424,0.44764299
-5.88594297,3.17068979,0.02921748,0.00000000,0.30559117,2.61972630,0.02744682,0.44936286
-5.87993997,3.16960087,0.02993232,0.00000000,0.31483927,2.60864303,0.02735922,0.45076442
-5.87393697,3.16572555,0.03072472,0.00000000,0.32414856,2.59504887,0.02728143,0.45174283
-5.86793397,3.15879911,0.03157396,0.00000000,0.33329746,2.57893155,0.02722268,0.45218632
-5.86193097,3.14852187,0.03245816,0.00000000,0.34205964,2.56025029,0.02719121,0.45198087
-5.85592796,3.13457916,0.03335503,0.00000000,0.35021094,2.53894665,0.02719394,0.45101549
-5.84992496,3.11666320,0.03424258,0.00000000,0.35753683,2.51495688,0.02723634,0.44918743
-5.84392196,3.09449549,0.03509987,0.00000000,0.36383976,2.48822479,0.02732227,0.44640746
-5.83791896,3.06784857,0.03590774,0.00000000,0.36894622,2.45871447,0.02745384,0.44260460
-5.83191596,3.03656595,0.03664947,0.00000000,0.37271311,2.42642209,0.02763142,0.43773033
-5.82591296,3.00057897,0.03731130,0.00000000,0.37503321,2.39138595,0.02785363,0.43176189
-5.81990995,2.95991967,0.03788286,0.00000000,0.37583927,2.35369437,0.02811738,0.42470448
-5.81390695,2.91472890,0.03835749,0.00000000,0.37510673,2.31349064,0.02841793,0.41659244
-5.80790395,2.86525926,0.03873228,0.00000000,0.37285480,2.27097500,0.02874908,0.40748913
-5.80190095,2.81187247,0.03900811,0.00000000,0.36914591,2.22640323,0.02910326,0.39748555
-5.79589795,2.75503153,0.03918934,0.00000000,0.36408351,2.18008216,0.02947172,0.38669795
-5.78989495,2.69528796,0.03928352,0.00000000,0.35780834,2.13236219,0.02984474,0.37526433
-5.78389195,2.63326484,0.03930084,0.00000000,0.35049333,2.08362732,0.03021180,0.36334007
-5.77788894,2.56963662,0.03925353,0.00000000,0.34233749,2.03428335,0.03056186,0.35109301
-5.77188594,2.50510686,0.03915518,0.00000000,0.33355889,1.98474484,0.03088353,0.33869807
-5.76588294,2.44038494,0.03902007,0.00000000,0.32438717,1.93542167,0.03116538,0.32633178
-5.75987994,2.37616316,0.03886236,0.00000000,0.31505593,1.88670597,0.03139615,0.31416682
-5.75387694,2.31309526,0.03869547,0.00000000,0.30579523,1.83896008,0.03156501,0.30236701
-5.74787394,2.25177732,0.03853147,0.00000000,0.29682454,1.79250630,0.03166183,0.29108274
-5.74187094,2.19273200,0.03838050,0.00000000,0.28834641,1.74761868,0.03167745,0.28044708
-5.73586793,2.13639651,0.03825041,0.00000000,0.28054100,1.70451741,0.03160390,0.27057278
-5.72986493,2.08311465,0.03814651,0.00000000,0.27356173,1.66336576,0.03143461,0.26154998
-5.72386193,2.03313293,0.03807135,0.00000000,0.26753196,1.62426950,0.03116467,0.25344493
-5.71785893,1.98660052,0.03802483,0.00000000,0.26254284,1.58727868,0.03079091,0.24629945
-5.71185593,1.94357249,0.03800424,0.00000000,0.25865228,1.55239128,0.03031210,0.24013120
-5.70585293,1.90401580,0.03800455,0.00000000,0.25588495,1.51955828,0.02972895,0.23493461
-5.69984992,1.86781731,0.03801874,0.00000000,0.25423310,1.48868957,0.02904419,0.23068234
-5.69384692,1.83479294,0.03803814,0.00000000,0.25365829,1.45966033,0.02826245,0.22732716
-5.68784392,1.80469749,0.03805296,0.00000000,0.25409364,1.43231717,0.02739021,0.22480417
-5.68184092,1.77723428,0.03805265,0.00000000,0.25544659,1.40648384,0.02643563,0.22303312
-5.67583792,1.75206439,0.03802640,0.00000000,0.25760205,1.38196607,0.02540828,0.22192089
-5.66983492,1.72881503,0.03796351,0.00000000,0.26042575,1.35855563,0.02431893,0.22136387
-5.66383192,1.70708705,0.03785378,0.00000000,0.26376774,1.33603340,0.02317924,0.22125045
-5.65782891,1.68646166,0.03768784,0.00000000,0.26746606,1.31417176,0.02200143,0.22146329
-5.65182591,1.66650659,0.03745733,0.00000000,0.27135033,1.29273659,0.02079796,0.22188157
-5.64582291,1.64678198,0.03715515,0.00000000,0.27524547,1.27148909,0.01958118,0.22238321
-5.63981991,1.62684652,0.03677558,0.00000000,0.27897535,1.25018792,0.01836308,0.22284699
-5.63381691,1.60626402,0.03631429,0.00000000,0.28236647,1.22859204,0.01715496,0.22315463
-5.62781391,1.58461099,0.03576847,0.00000000,0.28525157,1.20646443,0.01596721,0.22319289
-5.62181091,1.56148523,0.03513677,0.00000000,0.28747322,1.18357713,0.01480914,0.22285562
-5.61580790,1.53651566,0.03441928,0.00000000,0.28888729,1.15971744,0.01368883,0.22204583
-5.60980490,1.50937325,0.03361757,0.00000000,0.28936623,1.13469548,0.01261305,0.22067768
-5.60380190,1.47978278,0.03273456,0.00000000,0.28880219,1.10835278,0.01158725,0.21867838
-5.59779890,1.44753508,0.03177460,0.00000000,0.28710970,1.08057160,0.01061559,0.21598990
-5.59179590,1.41249915,0.03074337,0.00000000,0.28422801,1.05128458,0.00970101,0.21257055
-5.58579290,1.37463352,0.02964789,0.00000000,0.28012286,1.02048420,0.00884537,0.20839617
-5.57978989,1.33399626,0.02849651,0.00000000,0.27478761,0.98823140,0.00804957,0.20346094
-5.57378689,1.29075282,0.02729888,0.00000000,0.26824369,0.95466295,0.00731376,0.19777783
-5.56778389,1.24518130,0.02606596,0.00000000,0.26054031,0.91999693,0.00663751,0.19137846
-5.56178089,1.19767444,0.02480991,0.00000000,0.25175330,0.88453579,0.00602005,0.18431252
-5.55577789,1.14873807,0.02354409,0.00000000,0.24198327,0.84866690,0.00546041,0.17664657
-5.54977489,1.09898589,0.02228298,0.00000000,0.23135302,0.81286006,0.00495769,0.16846240
-5.54377189,1.04913044,0.02104203,0.00000000,0.22000423,0.77766205,0.00451118,0.15985491
-5.53776888,0.99997050,0.01983755,0.00000000,0.20809376,0.74368823,0.00412056,0.15092960
-5.53176588,0.95237521,0.01868659,0.00000000,0.19578941,0.71161135,0.00378605,0.14179972
-5.52576288,0.90726538,0.01760667,0.00000000,0.18326559,0.68214778,0.00350853,0.13258331
-5.51975988,0.86559257,0.01661563,0.00000000,0.17069883,0.65604163,0.00328965,0.12340013
-5.51375688,0.82831643,0.01573143,0.00000000,0.15826345,0.63404715,0.00313190,0.11436859
