energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up
-6.00000000,2.37410838,0.65859797,0.80048336,0.00708712,0.41095194,0.34929811,0.39255577,0.00800940,0.80770920
-5.99399700,2.36620880,0.63587991,0.81040844,0.00700819,0.41933336,0.33747439,0.38842337,0.00829213,0.79275556
-5.98799400,2.36473816,0.61475796,0.82248362,0.00692932,0.42884311,0.32634366,0.38546708,0.00864074,0.77975911
-5.98199100,2.37039138,0.59550938,0.83682704,0.00685495,0.43946581,0.31614144,0.38388284,0.00905936,0.76911556
-5.97598799,2.38367945,0.57835894,0.85349606,0.00678982,0.45116020,0.30707757,0.38383189,0.00955074,0.76115685
-5.96998499,2.40491918,0.56347961,0.87248508,0.00673868,0.46386205,0.29933268,0.38543579,0.01011601,0.75614334
-5.96398199,2.43423025,0.55099520,0.89372571,0.00670609,0.47748785,0.29305594,0.38877292,0.01075447,0.75425872
-5.95797899,2.47153912,0.54098484,0.91708912,0.00669624,0.49193903,0.28836401,0.39387653,0.01146333,0.75560801
-5.95197599,2.51658925,0.53348855,0.94239047,0.00671270,0.50710640,0.28534121,0.40073446,0.01223765,0.76021836
-5.94597299,2.56895676,0.52851356,0.96939507,0.00675835,0.52287438,0.28404070,0.40929044,0.01307026,0.76804276
-5.93996998,2.62807055,0.52604092,0.99782593,0.00683520,0.53912475,0.28448662,0.41944703,0.01395176,0.77896625
-5.93396698,2.69323572,0.52603182,1.02737240,0.00694438,0.55573968,0.28667694,0.43106994,0.01487063,0.79281439
-5.92796398,2.76365931,0.52843342,1.05769937,0.00708610,0.57260381,0.29058689,0.44399360,0.01581344,0.80936353
-5.92196098,2.83847696,0.53318369,1.08845677,0.00725966,0.58960539,0.29617271,0.45802782,0.01676504,0.82835249
-5.91595798,2.91677985,0.54021523,1.11928897,0.00746351,0.60663629,0.30337558,0.47296523,0.01770898,0.84949500
-5.90995498,2.99764067,0.54945792,1.14984376,0.00769534,0.62359120,0.31212559,0.48858908,0.01862787,0.87249243
-5.90395198,3.08013806,0.56084038,1.17978068,0.00795221,0.64036607,0.32234544,0.50468133,0.01950386,0.89704627
-5.89794897,3.16337879,0.57429033,1.20877842,0.00823070,0.65685606,0.33395396,0.52103043,0.02031913,0.92286986
-5.89194597,3.24651734,0.58973417,1.23654131,0.00852699,0.67295340,0.34686913,0.53743869,0.02105645,0.94969869
-5.88594297,3.32877239,0.60709574,1.26280456,0.00883708,0.68854531,0.36101061,0.55372873,0.02169968,0.97729917
-5.87993997,3.40944011,0.62629478,1.28733851,0.00915688,0.70351251,0.37630172,0.56974889,0.02223430,1.00547520
-5.87393697,3.48790419,0.64724510,1.30995158,0.00948234,0.71772841,0.39267086,0.58537726,0.02264786,1.03407244
-5.86793397,3.56364249,0.66985286,1.33049225,0.00980956,0.73105927,0.41005222,0.60052415,0.02293043,1.06298015
-5.86193097,3.63623044,0.69401500,1.34884985,0.01013484,0.74336548,0.42838595,0.61513300,0.02307488,1.09213046
-5.85592796,3.70534128,0.71961804,1.36495443,0.01045475,0.75450391,0.44761777,0.62917959,0.02307716,1.12149521
-5.84992496,3.77074325,0.74653724,1.37877566,0.01076609,0.76433136,0.46769794,0.64266954,0.02293640,1.15108053
-5.84392196,3.83229397,0.77463624,1.39032092,0.01106595,0.77270878,0.48857984,0.65563450,0.02265495,1.18091947
-5.83791896,3.88993217,0.80376691,1.39963255,0.01135161,0.77950620,0.51021802,0.66812681,0.02223829,1.21106307
-5.83191596,3.94366718,0.83376969,1.40678443,0.01162051,0.78460787,0.53256605,0.68021340,0.02169480,1.24157031
-5.82591296,3.99356630,0.86447388,1.41187794,0.01187020,0.78791735,0.55557393,0.69196879,0.02103550,1.27249747
-5.81990995,4.03974070,0.89569815,1.41503739,0.01209825,0.78936217,0.57918550,0.70346787,0.02027365,1.30388747
-5.81390695,4.08233007,0.92725096,1.41640495,0.01230223,0.78889762,0.60333576,0.71477880,0.01942433,1.33575968
-5.80790395,4.12148668,0.95893086,1.41613532,0.01247964,0.78650954,0.62794821,0.72595624,0.01850390,1.36810079
-5.80190095,4.15735938,0.99052676,1.41439013,0.01262788,0.78221571,0.65293242,0.73703551,0.01752952,1.40085711
-5.79589795,4.19007813,1.02181799,1.41133232,0.01274430,0.77606584,0.67818195,0.74802783,0.01651865,1.43392876
-5.78989495,4.21973972,1.05257444,1.40712051,0.01282618,0.76814005,0.70357263,0.75891697,0.01548849,1.46716599
-5.78389195,4.24639518,1.08255676,1.40190369,0.01287080,0.75854596,0.72896146,0.76965750,0.01445559,1.50036784
-5.77788894,4.27003966,1.11151679,1.39581625,0.01287558,0.74741455,0.75418607,0.78017464,0.01343540,1.53328318
-5.77188594,4.29060502,1.13919839,1.38897360,0.01283808,0.73489506,0.77906499,0.79036582,0.01244193,1.56561405
-5.76588294,4.30795571,1.16533892,1.38146852,0.01275621,0.72114922,0.80339867,0.80010383,0.01148751,1.59702117
-5.75987994,4.32188810,1.18967127,1.37336828,0.01262830,0.70634519,0.82697131,0.80924130,0.01058258,1.62713137
-5.75387694,4.33213350,1.21192688,1.36471281,0.01245326,0.69065167,0.84955356,0.81761641,0.00973559,1.65554658
-5.74787394,4.33836463,1.23183947,1.35551388,0.01223065,0.67423228,0.87090601,0.82505940,0.00895295,1.68185394
-5.74187094,4.34020556,1.24914968,1.34575538,0.01196080,0.65724081,0.89078335,0.83139963,0.00823908,1.70563675
-5.73586793,4.33724467,1.26361044,1.33539471,0.01164486,0.63981744,0.90893929,0.83647284,0.00759653,1.72648563
-5.72986493,4.32905021,1.27499297,1.32436529,0.01128487,0.62208603,0.92513191,0.84012817,0.00702606,1.74400975
-5.72386193,4.31518777,1.28309306,1.31258008,0.01088369,0.60415276,0.93912937,0.84223482,0.00652690,1.75784745
-5.71785893,4.29523924,1.28773761,1.29993604,0.01044503,0.58610589,0.95071588,0.84268782,0.00609690,1.76767623
-5.71185593,4.26882239,1.28879084,1.28631948,0.00997333,0.56801674,0.95969759,0.84141302,0.00573280,1.77322165
-5.70585293,4.23561033,1.28616011,1.27161197,0.00947369,0.54994162,0.96590831,0.83837080,0.00543043,1.77426504
-5.69984992,4.19535043,1.27980086,1.25569691,0.00895172,0.53192449,0.96921487,0.83355870,0.00518497,1.77064989
-5.69384692,4.14788171,1.26972061,1.23846621,0.00841339,0.51400023,0.96952183,0.82701280,0.00499115,1.76228685
-5.68784392,4.09315035,1.25598152,1.21982721,0.00786486,0.49619813,0.96677551,0.81880792,0.00484346,1.74915731
-5.68184092,4.03122272,1.23870163,1.19970935,0.00731234,0.47854532,0.96096708,0.80905673,0.00473633,1.73131553
-5.67583792,3.96229547,1.21805448,1.17807051,0.00676189,0.46107012,0.95213464,0.79790783,0.00466427,1.70888952
-5.66983492,3.88670233,1.19426723,1.15490271,0.00621929,0.44380479,0.94036422,0.78554304,0.00462205,1.68208043
-5.66383192,3.80491730,1.16761725,1.13023686,0.00568987,0.42678783,0.92578959,0.77217387,0.00460473,1.65116075
-5.65782891,3.71755407,1.13842735,1.10414653,0.00517844,0.41006552,0.90859096,0.75803743,0.00460782,1.61647116
-5.65182591,3.62536147,1.10705984,1.07675026,0.00468918,0.39369273,0.88899251,0.74339178,0.00462728,1.57841614
-5.64582291,3.52921490,1.07390949,1.04821249,0.00422555,0.37773302,0.86725875,0.72851098,0.00465957,1.53745827
-5.63981991,3.43010378,1.03939595,1.01874270,0.00379031,0.36225796,0.84369005,0.71367960,0.00470171,1.49411129
-5.63381691,3.32911503,1.00395546,0.98859290,0.00338547,0.34734592,0.81861703,0.69918706,0.00475118,1.44893179
-5.62781391,3.22741287,0.96803245,0.95805331,0.00301232,0.33308026,0.79239439,0.68532162,0.00480601,1.40250973
-5.62181091,3.12621524,0.93207107,0.92744628,0.00267147,0.31954711,0.76539393,0.67236417,0.00486469,1.35545768
-5.61580790,3.02676715,0.89650687,0.89711862,0.00236291,0.30683289,0.73799720,0.66058174,0.00492613,1.30839900
-5.60980490,2.93031166,0.86175884,0.86743242,0.00208607,0.29502166,0.71058778,0.65022093,0.00498965,1.26195508
-5.60380190,2.83805915,0.82822187,0.83875484,0.00183990,0.28419234,0.68354338,0.64150130,0.00505490,1.21673186
-5.59779890,2.75115560,0.79625986,0.81144699,0.00162296,0.27441605,0.65722808,0.63460880,0.00512184,1.17330600
-5.59179590,2.67065105,0.76619941,0.78585245,0.00143350,0.26575355,0.63198464,0.62968950,0.00519064,1.13221103
-5.58579290,2.59746909,0.73832427,0.76228595,0.00126954,0.25825292,0.60812726,0.62684385,0.00526170,1.09392395
-5.57978989,2.53237868,0.71287054,0.74102246,0.00112893,0.25194745,0.58593492,0.62612158,0.00533555,1.05885276
-5.57378689,2.47596932,0.69002278,0.72228753,0.00100945,0.24685393,0.56564541,0.62751772,0.00541288,1.02732537
-5.56778389,2.42863084,0.66991090,0.70624899,0.00090885,0.24297132,0.54745027,0.63096984,0.00549443,0.99958052
-5.56178089,2.39053878,0.65260813,0.69301081,0.00082492,0.24027976,0.53149080,0.63635692,0.00558109,0.97576105
-5.55577789,2.36164620,0.63812996,0.68260908,0.00075551,0.23874016,0.51785524,0.64349996,0.00567378,0.95590999
-5.54977489,2.34168276,0.62643421,0.67501078,0.00069858,0.23829420,0.50657731,0.65216457,0.00577355,0.93996979
-5.54377189,2.33016127,0.61742234,0.67011510,0.00065222,0.23886481,0.49763609,0.66206563,0.00588152,0.92778477
-5.53776888,2.32639199,0.61094185,0.66775759,0.00061469,0.24035724,0.49095735,0.67287399,0.00599897,0.91910708
-5.53176588,2.32950427,0.60679013,0.66771688,0.00058438,0.24266058,0.48641636,0.68422511,0.00612728,0.91360577
-5.52576288,2.33847493,0.60471935,0.66972372,0.00055989,0.24564981,0.48384207,0.69572938,0.00626803,0.91087889
-5.51975988,2.35216243,0.60444268,0.67347202,0.00053998,0.24918820,0.48302257,0.70698389,0.00642294,0.91046818
-5.51375688,2.36934545,0.60564151,0.67863119,0.00052357,0.25313026,0.48371171,0.71758510,0.00659390,0.91187574
-5.50775388,2.38876432,0.60797355,0.68485946,0.00050976,0.25732483,0.48563664,0.72714193,0.00678297,0.91458198
-5.50175088,2.40916345,0.61108168,0.69181724,0.00049782,0.26161847,0.48850604,0.73528877,0.00699231,0.91806418
-5.49574787,2.42933299,0.61460308,0.69918007,0.00048715,0.26585897,0.49201866,0.74169771,0.00722413,0.92181476
-5.48974487,2.44814766,0.61817860,0.70665033,0.00047730,0.26989871,0.49587208,0.74608958,0.00748061,0.92535849
-5.48374187,2.46460110,0.62146178,0.71396727,0.00046795,0.27359802,0.49977105,0.74824304,0.00776381,0.92826779
-5.47773887,2.47783400,0.62412738,0.72091465,0.00045888,0.27682816,0.50343538,0.74800146,0.00807548,0.93017561
-5.47173587,2.48715494,0.62587905,0.72732580,0.00044996,0.27947396,0.50660694,0.74527723,0.00841698,0.93078510
-5.46573287,2.49205287,0.62645579,0.73308566,0.00044115,0.28143594,0.50905551,0.74005312,0.00878907,0.92987584
-5.45972986,2.49220085,0.62563716,0.73812994,0.00043248,0.28263192,0.51058344,0.73238084,0.00919177,0.92730636
-5.45372686,2.48745120,0.62324681,0.74244131,0.00042400,0.28299800,0.51102872,0.72237675,0.00962420,0.92301286
-5.44772386,2.47782236,0.61915457,0.74604293,0.00041580,0.28248894,0.51026676,0.71021497,0.01008441,0.91700442
-5.44172086,2.46347860,0.61327681,0.74898986,0.00040800,0.28107797,0.50821051,0.69611833,0.01056930,0.90935495
-5.43571786,2.44470381,0.60557534,0.75135872,0.00040069,0.27875603,0.50480939,0.68034745,0.01107452,0.90019248
-5.42971486,2.42187111,0.59605487,0.75323633,0.00039397,0.27553051,0.50004687,0.66318883,0.01159446,0.88968641
-5.42371186,2.39541005,0.58475934,0.75470814,0.00038792,0.27142374,0.49393711,0.64494216,0.01212225,0.87803341
-5.41770885,2.36577333,0.57176730,0.75584690,0.00038256,0.26647105,0.48652087,0.62590786,0.01264986,0.86544298
-5.41170585,2.33340506,0.55718666,0.75670258,0.00037790,0.26071875,0.47786082,0.60637515,0.01316823,0.85212315
-5.40570285,2.29871217,0.54114903,0.75729389,0.00037390,0.25422209,0.46803680,0.58661145,0.01366751,0.83826738
-5.39969985,2.26204054,0.52380407,0.75760216,0.00037047,0.24704320,0.45714104,0.56685333,0.01413728,0.82404314
-5.39369685,2.22365706,0.50531392,0.75756769,0.00036752,0.23924916,0.44527366,0.54729962,0.01456687,0.80958279
-5.38769385,2.18373837,0.48584807,0.75708904,0.00036487,0.23091035,0.43253872,0.52810668,0.01494571,0.79497721
-5.38169085,2.14236659,0.46557877,0.75602512,0.00036237,0.22209893,0.41904085,0.50938613,0.01526369,0.78027227
-5.37568784,2.09953201,0.44467708,0.75420004,0.00035980,0.21288765,0.40488262,0.49120492,0.01551150,0.76546839
-5.36968484,2.05514223,0.42330973,0.75141046,0.00035697,0.20334886,0.39016265,0.47358751,0.01568098,0.75052292
-5.36368184,2.00903691,0.40163658,0.74743485,0.00035367,0.19355381,0.37497448,0.45652011,0.01576544,0.73535513
-5.35767884,1.96100689,0.37980889,0.74204437,0.00034971,0.18357211,0.35940606,0.43995648,0.01575995,0.71985351
-5.35167584,1.91081641,0.35796814,0.73501451,0.00034492,0.17347137,0.34353987,0.42382484,0.01566148,0.70388467
-5.34567284,1.85822688,0.33624544,0.72613695,0.00033914,0.16331691,0.32745345,0.40803565,0.01546911,0.68730338
-5.33966983,1.80302076,0.31476127,0.71523105,0.00033226,0.15317157,0.31122019,0.39248959,0.01518403,0.66996324
-5.33366683,1.74502398,0.29362558,0.70215417,0.00032422,0.14309555,0.29491035,0.37708540,0.01480953,0.65172704
-5.32766383,1.68412579,0.27293803,0.68681047,0.00031498,0.13314616,0.27859202,0.36172723,0.01435089,0.63247668
-5.32166083,1.62029484,0.25278837,0.66915763,0.00030457,0.12337759,0.26233205,0.34633099,0.01381521,0.61212166
-5.31565783,1.55359079,0.23325674,0.64921130,0.00029304,0.11384067,0.24619673,0.33082968,0.01321114,0.59060617
-5.30965483,1.48417097,0.21441406,0.62704695,0.00028050,0.10458243,0.23025226,0.31517728,0.01254864,0.56791411
-5.30365183,1.41229185,0.19632220,0.60279933,0.00026710,0.09564581,0.21456486,0.29935124,0.01183857,0.54407211
-5.29764882,1.33830562,0.17903417,0.57665935,0.00025301,0.08706919,0.19920069,0.28335356,0.01109239,0.51915031
-5.29164582,1.26265206,0.16259418,0.54886896,0.00023845,0.07888604,0.18422538,0.26721042,0.01032180,0.49326113
-5.28564282,1.18584664,0.14703768,0.51971403,0.00022365,0.07112455,0.16970340,0.25097066,0.00953836,0.46655603
-5.27963982,1.10846545,0.13239134,0.48951594,0.00020887,0.06380733,0.15569726,0.23470309,0.00875320,0.43922065
-5.27363682,1.03112794,0.11867311,0.45862212,0.00019438,0.05695122,0.14226659,0.21849310,0.00797673,0.41146862
-5.26763382,0.95447855,0.10589227,0.42739620,0.00018043,0.05056717,0.12946719,0.20243862,0.00721839,0.38353439
-5.26163082,0.87916813,0.09404963,0.39620802,0.00016733,0.04466032,0.11735017,0.18664579,0.00648649,0.35566551
-5.25562781,0.80583600,0.08313778,0.36542428,0.00015533,0.03923011,0.10596111,0.17122455,0.00578806,0.32811480
-5.24962481,0.73509358,0.07314156,0.33539977,0.00014471,0.03427063,0.09533949,0.15628437,0.00512877,0.30113269
-5.24362181,0.66751011,0.06403857,0.30646990,0.00013574,0.02977100,0.08551822,0.14193041,0.00451298,0.27496010
-5.23761881,0.60360090,0.05579990,0.27894445,0.00012867,0.02571589,0.07652342,0.12826006,0.00394367,0.24982219
-5.23161581,0.54381850,0.04839091,0.25310279,0.00012376,0.02208616,0.06837441,0.11536021,0.00342261,0.22592309
-5.22561281,0.48854677,0.04177213,0.22919059,0.00012126,0.01885949,0.06108386,0.10330508,0.00295038,0.20344175
-5.21960980,0.43809780,0.03590025,0.20741797,0.00012138,0.01601107,0.05465818,0.09215484,0.00252657,0.18252900
-5.21360680,0.39271149,0.03072910,0.18795896,0.00012436,0.01351436,0.04909799,0.08195486,0.00214992,0.16330583
-5.20760380,0.35255744,0.02621067,0.17095207,0.00013040,0.01134174,0.04439866,0.07273555,0.00181842,0.14586270
-5.20160080,0.31773867,0.02229607,0.15650189,0.00013971,0.00946519,0.04055099,0.06451276,0.00152955,0.13025985
-5.19559780,0.28829679,0.01893646,0.14468126,0.00015246,0.00785689,0.03754175,0.05728866,0.00128037,0.11652847
-5.18959480,0.26421815,0.01608384,0.13553403,0.00016882,0.00648974,0.03535434,0.05105290,0.00106769,0.10467246
-5.18359180,0.24544041,0.01369185,0.12907799,0.00018894,0.00533785,0.03396922,0.04578402,0.00088818,0.09467067
-5.17758879,0.23185931,0.01171633,0.12530789,0.00021293,0.00437690,0.03336440,0.04145100,0.00073849,0.08647944
-5.17158579,0.22333515,0.01011585,0.12419837,0.00024088,0.00358444,0.03351569,0.03801487,0.00061536,0.08003521
-5.16558279,0.21969879,0.00885207,0.12570660,0.00027282,0.00294011,0.03439694,0.03543021,0.00051563,0.07525724
-5.15957979,0.22075704,0.00789004,0.12977471,0.00030878,0.00242579,0.03598011,0.03364665,0.00043637,0.07205009
-5.15357679,0.22629728,0.00719834,0.13633180,0.00034870,0.00202567,0.03823531,0.03261023,0.00037485,0.07030603
-5.14757379,0.23609141,0.00674913,0.14529563,0.00039250,0.00172629,0.04113071,0.03226451,0.00032860,0.06990724
-5.14157079,0.24989897,0.00651819,0.15657400,0.00044005,0.00151647,0.04463249,0.03255171,0.00029542,0.07072780
-5.13556778,0.26746984,0.00648481,0.17006585,0.00049114,0.00138728,0.04870473,0.03341351,0.00027334,0.07263552
-5.12956478,0.28854625,0.00663168,0.18566203,0.00054555,0.00133193,0.05330933,0.03479185,0.00026065,0.07549367
-5.12356178,0.31286454,0.00694474,0.20324601,0.00060299,0.00134561,0.05840592,0.03662963,0.00025589,0.07916259
-5.11755878,0.34015661,0.00741300,0.22269431,0.00066313,0.00142537,0.06395194,0.03887118,0.00025777,0.08350140
-5.11155578,0.37015113,0.00802834,0.24387684,0.00072561,0.00156995,0.06990262,0.04146290,0.00026523,0.08836960
-5.10555278,0.40257470,0.00878538,0.26665708,0.00079004,0.00177962,0.07621116,0.04435364,0.00027734,0.09362890
-5.09954977,0.43715277,0.00968125,0.29089210,0.00085601,0.00205597,0.08282887,0.04749520,0.00029334,0.09914502
-5.09354677,0.47361050,0.01071545,0.31643245,0.00092311,0.00240178,0.08970542,0.05084276,0.00031257,0.10478974
-5.08754377,0.51167346,0.01188976,0.34312179,0.00099092,0.00282079,0.09678906,0.05435528,0.00033448,0.11044285
-5.08154077,0.55106806,0.01320806,0.37079632,0.00105902,0.00331756,0.10402689,0.05799590,0.00035860,0.11599436
-5.07553777,0.59152178,0.01467630,0.39928402,0.00112701,0.00389730,0.11136513,0.06173229,0.00038449,0.12134645
-5.06953477,0.63276314,0.01630244,0.42840366,0.00119451,0.00456569,0.11874933,0.06553696,0.00041181,0.12641556
-5.06353177,0.67452139,0.01809642,0.45796361,0.00126115,0.00532877,0.12612467,0.06938752,0.00044020,0.13113419
-5.05752876,0.71652603,0.02007020,0.48776064,0.00132657,0.00619281,0.13343611,0.07326687,0.00046935,0.13545246
-5.05152576,0.75850623,0.02223778,0.51757875,0.00139045,0.00716421,0.14062864,0.07716329,0.00049893,0.13933937
-5.04552276,0.80019030,0.02461532,0.54718823,0.00145244,0.00824943,0.14764753,0.08107047,0.00052865,0.14278370
-5.03951976,0.84130544,0.02722123,0.57634504,0.00151222,0.00945493,0.15443857,0.08498748,0.00055818,0.14579443
-5.03351676,0.88157787,0.03007626,0.60479087,0.00156944,0.01078722,0.16094847,0.08891861,0.00058719,0.14840066
-5.02751376,0.92073363,0.03320368,0.63225392,0.00162376,0.01225281,0.16712526,0.09287318,0.00061536,0.15065111
-5.02151076,0.95850028,0.03662937,0.65845063,0.00167479,0.01385828,0.17291891,0.09686529,0.00064234,0.15261310
-5.01550775,0.99460956,0.04038191,0.68308859,0.00172214,0.01561038,0.17828196,0.10091354,0.00066777,0.15437100
-5.00950475,1.02880108,0.04449261,0.70587046,0.00176536,0.01751608,0.18317045,0.10504067,0.00069129,0.15602435
-5.00350175,1.06082716,0.04899546,0.72649918,0.00180400,0.01958264,0.18754478,0.10927318,0.00071255,0.15768551
-4.99749875,1.09045860,0.05392692,0.74468428,0.00183755,0.02181773,0.19137086,0.11364096,0.00073119,0.15947702
-4.99149575,1.11749127,0.05932565,0.76014898,0.00186551,0.02422939,0.19462119,0.11817681,0.00074688,0.16152869
-4.98549275,1.14175310,0.06523198,0.77263819,0.00188736,0.02682614,0.19727596,0.12291600,0.00075931,0.16397450
-4.97948974,1.16311130,0.07168720,0.78192667,0.00190260,0.02961680,0.19932411,0.12789569,0.00076822,0.16694932
-4.97348674,1.18147906,0.07873270,0.78782731,0.00191074,0.03261044,0.20076425,0.13315435,0.00077338,0.17058568
-4.96748374,1.19682161,0.08640877,0.79019892,0.00191136,0.03581615,0.20160528,0.13873100,0.00077460,0.17501044
-4.96148074,1.20916094,0.09475330,0.78895320,0.00190410,0.03924271,0.20186684,0.14466447,0.00077178,0.18034159
-4.95547774,1.21857877,0.10380025,0.78406043,0.00188870,0.04289819,0.20157931,0.15099248,0.00076487,0.18668521
-4.94947474,1.22521758,0.11357798,0.77555353,0.00186500,0.04678954,0.20078350,0.15775062,0.00075390,0.19413266
-4.94347174,1.22927930,0.12410748,0.76353027,0.00183297,0.05092198,0.19952988,0.16497130,0.00073896,0.20275802
