energy_ev,total_up,C_s_up,C_p_up,Li_s_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.83191596,0.26957130,0.00067900,0.02870831,0.04088848,0.00176125,0.10677549,0.00948463,0.02901248
-5.82591296,0.23832766,0.00061811,0.02551886,0.03679535,0.00158616,0.09409726,0.00850056,0.02571370
-5.81990995,0.20971255,0.00055919,0.02257061,0.03292393,0.00142020,0.08254662,0.00758841,0.02268005
-5.81390695,0.18369948,0.00050294,0.01986640,0.02929809,0.00126444,0.07210078,0.00675367,0.01991136
-5.80790395,0.16024267,0.00045002,0.01740667,0.02593707,0.00111977,0.06273028,0.00600156,0.01740519
-5.80190095,0.13928252,0.00040100,0.01518984,0.02285588,0.00098689,0.05440140,0.00533744,0.01515741
-5.79589795,0.12075138,0.00035640,0.01321285,0.02006580,0.00086633,0.04707873,0.00476716,0.01316270
-5.78989495,0.10457969,0.00031670,0.01147172,0.01757513,0.00075851,0.04072788,0.00429761,0.01141523
-5.78389195,0.09070245,0.00028234,0.00996221,0.01538999,0.00066378,0.03531813,0.00393725,0.00990931
-5.77788894,0.07906599,0.00025379,0.00868041,0.01351533,0.00058242,0.03082537,0.00369684,0.00864010
-5.77188594,0.06963506,0.00023156,0.00762352,0.01195596,0.00051477,0.02723504,0.00359018,0.00760434
-5.76588294,0.06240019,0.00021621,0.00679052,0.01071767,0.00046124,0.02454522,0.00363503,0.00680110
-5.75987994,0.05738524,0.00020845,0.00618294,0.00980838,0.00042238,0.02276982,0.00385407,0.00623259
-5.75387694,0.05465517,0.00020911,0.00580559,0.00923928,0.00039897,0.02194196,0.00427597,0.00590492
-5.74787394,0.05432390,0.00021925,0.00566730,0.00902589,0.00039209,0.02211730,0.00493661,0.00582890
-5.74187094,0.05656210,0.00024016,0.00578163,0.00918911,0.00040317,0.02337755,0.00588031,0.00602083
-5.73586793,0.06160488,0.00027344,0.00616751,0.00975606,0.00043408,0.02583390,0.00716114,0.00650317
-5.72986493,0.06975907,0.00032102,0.00684985,0.01076086,0.00048721,0.02963040,0.00884430,0.00730527
-5.72386193,0.08140995,0.00038525,0.00786003,0.01224516,0.00056552,0.03494720,0.01100746,0.00846396
-5.71785893,0.09702711,0.00046886,0.00923630,0.01425841,0.00067259,0.04200339,0.01374208,0.01002398
-5.71185593,0.11716908,0.00057510,0.01102395,0.01685798,0.00081272,0.05105954,0.01715458,0.01203838
-5.70585293,0.14248634,0.00070768,0.01327542,0.02010879,0.00099091,0.06241948,0.02136739,0.01456862
-5.69984992,0.17372235,0.00087085,0.01605010,0.02408282,0.00121291,0.07643132,0.02651970,0.01768453
-5.69384692,0.21171203,0.00106937,0.01941390,0.02885802,0.00148522,0.09348741,0.03276785,0.02146394
-5.68784392,0.25737724,0.00130852,0.02343854,0.03451704,0.00181509,0.11402295,0.04028530,0.02599204
-5.68184092,0.31171884,0.00159407,0.02820052,0.04114545,0.00221040,0.13851314,0.04926199,0.03136042
-5.67583792,0.37580471,0.00193222,0.03377978,0.04882954,0.00267964,0.16746848,0.05990304,0.03766564
-5.66983492,0.45075354,0.00232954,0.04025791,0.05765388,0.00323176,0.20142805,0.07242670,0.04500747
-5.66383192,0.53771395,0.00279284,0.04771615,0.06769837,0.00387601,0.24095072,0.08706137,0.05348667
-5.65782891,0.63783881,0.00332908,0.05623289,0.07903514,0.00462172,0.28660387,0.10404172,0.06320239
-5.65182591,0.75225483,0.00394516,0.06588099,0.09172515,0.00547807,0.33894994,0.12360376,0.07424913
-5.64582291,0.88202762,0.00464777,0.07672473,0.10581474,0.00645382,0.39853052,0.14597899,0.08671334
-5.63981991,1.02812268,0.00544315,0.08881659,0.12133211,0.00755695,0.46584836,0.17138742,0.10066975
-5.63381691,1.19136310,0.00633682,0.10219397,0.13828398,0.00879436,0.54134754,0.20002988,0.11617750
-5.62781391,1.37238502,0.00733337,0.11687585,0.15665249,0.01017147,0.62539211,0.23207941,0.13327617
-5.62181091,1.57159208,0.00843612,0.13285957,0.17639251,0.01169189,0.71824398,0.26767222,0.15198180
-5.61580790,1.78911060,0.00964689,0.15011795,0.19742951,0.01335704,0.82004057,0.30689831,0.17228324
-5.60980490,2.02474710,0.01096569,0.16859672,0.21965814,0.01516581,0.93077321,0.34979215,0.19413872
-5.60380190,2.27795035,0.01239045,0.18821262,0.24294166,0.01711433,1.05026710,0.39632374,0.21747310
-5.59779890,2.54777984,0.01391685,0.20885218,0.26711225,0.01919569,1.17816395,0.44639062,0.24217575
-5.59179590,2.83288289,0.01553805,0.23037128,0.29197241,0.02139982,1.31390827,0.49981102,0.26809946
-5.58579290,3.13148225,0.01724464,0.25259577,0.31729731,0.02371347,1.45673834,0.55631882,0.29506022
-5.57978989,3.44137602,0.01902453,0.27532309,0.34283833,0.02612025,1.60568282,0.61556068,0.32283837
-5.57378689,3.75995125,0.02086301,0.29832493,0.36832745,0.02860083,1.75956373,0.67709565,0.35118089
-5.56778389,4.08421207,0.02274283,0.32135105,0.39348270,0.03113321,1.91700648,0.74039762,0.37980499
-5.56178089,4.41082277,0.02464443,0.34413402,0.41801427,0.03369320,2.07645718,0.80486085,0.40840302
-5.55577789,4.73616558,0.02654624,0.36639498,0.44163125,0.03625490,2.23620728,0.86980864,0.43664852
-5.54977489,5.05641185,0.02842504,0.38785010,0.46404873,0.03879132,2.39442528,0.93450499,0.46420332
-5.54377189,5.36760532,0.03025649,0.40821762,0.48499501,0.04127514,2.54919475,0.99816921,0.49072549
-5.53776888,5.66575456,0.03201565,0.42722517,0.50421865,0.04367937,2.69855758,1.05999298,0.51587782
-5.53176588,5.94693190,0.03367760,0.44461723,0.52149501,0.04597815,2.84056123,1.11915940,0.53933662
-5.52576288,6.20737507,0.03521807,0.46016220,0.53663216,0.04814747,2.97330818,1.17486338,0.56080037
-5.51975988,6.44358765,0.03661411,0.47365903,0.54947577,0.05016583,3.09500583,1.22633261,0.57999804
-5.51375688,6.65243435,0.03784474,0.48494296,0.55991277,0.05201484,3.20401472,1.27284828,0.59669654
-5.50775388,6.83122695,0.03889155,0.49389022,0.56787369,0.05367968,3.29889322,1.31376474,0.61070715
-5.50175088,6.97779745,0.03973921,0.50042138,0.57333352,0.05514943,3.37843669,1.34852721,0.62189046
-5.49574787,7.09055484,0.04037601,0.50450327,0.57631105,0.05641720,3.44170938,1.37668678,0.63015981
-5.48974487,7.16852337,0.04079410,0.50614939,0.57686664,0.05748016,3.48806775,1.39791213,0.63548289
-5.48374187,7.21136041,0.04098983,0.50541867,0.57509875,0.05833935,3.51717423,1.41199732,0.63788148
-5.47773887,7.21935336,0.04096376,0.50241282,0.57113915,0.05899934,3.52900067,1.41886548,0.63742949
-5.47173587,7.19339604,0.04072067,0.49727229,0.56514717,0.05946780,3.52382180,1.41856818,0.63424918
-5.46573287,7.13494574,0.04026938,0.49017099,0.55730325,0.05975489,3.50219891,1.41128065,0.62850598
-5.45972986,7.04596358,0.03962248,0.48131022,0.54780219,0.05987266,3.46495472,1.39729316,0.62040199
-5.45372686,6.92884100,0.03879590,0.47091182,0.53684626,0.05983436,3.41314103,1.37699896,0.61016868
-5.44772386,6.78631628,0.03780842,0.45921112,0.52463867,0.05965379,3.34800059,1.35087957,0.59805898
-5.44172086,6.62138517,0.03668115,0.44644986,0.51137763,0.05934469,3.27092535,1.31948812,0.58433922
-5.43571786,6.43720978,0.03543691,0.43286937,0.49725125,0.05892016,3.18341294,1.28343158,0.56928133
-5.42971486,6.23702987,0.03409962,0.41870435,0.48243355,0.05839234,3.08702359,1.24335266,0.55315555
-5.42371186,6.02408021,0.03269367,0.40417743,0.46708170,0.05777201,2.98333920,1.19991233,0.53622395
-5.41770885,5.80151712,0.03124339,0.38949473,0.45133448,0.05706850,2.87392627,1.15377356,0.51873507
-5.41170585,5.57235658,0.02977245,0.37484234,0.43531209,0.05628970,2.76030401,1.10558688,0.50091971
-5.40570285,5.33942552,0.02830347,0.36038405,0.41911709,0.05544211,2.64391841,1.05597831,0.48298801
-5.39969985,5.10532692,0.02685757,0.34626002,0.40283634,0.05453117,2.52612300,1.00553987,0.46512777
-5.39369685,4.87241862,0.02545407,0.33258642,0.38654388,0.05356153,2.40816609,0.95482271,0.44750398
-5.38769385,4.64280508,0.02411028,0.31945599,0.37030425,0.05253746,2.29118449,0.90433301,0.43025935
-5.38169085,4.41834042,0.02284136,0.30693919,0.35417626,0.05146330,2.17620298,0.85453030,0.41351568
-5.37568784,4.20064110,0.02166022,0.29508591,0.33821671,0.05034384,2.06413863,0.80582802,0.39737593
-5.36968484,3.99110597,0.02057757,0.28392749,0.32248404,0.04918475,1.95580922,0.75859584,0.38192669
-5.36368184,3.79094143,0.01960195,0.27347890,0.30704153,0.04799290,1.85194444,0.71316346,0.36724086
-5.35767884,3.60118967,0.01873988,0.26374092,0.29195997,0.04677665,1.75319899,0.66982539,0.35338040
-5.35167584,3.42275807,0.01799604,0.25470229,0.27731967,0.04554600,1.66016663,0.62884629,0.34039899
-5.34567284,3.25644803,0.01737345,0.24634169,0.26321177,0.04431269,1.57339410,0.59046654,0.32834443
-5.33966983,3.10298214,0.01687373,0.23862944,0.24973875,0.04309022,1.49339455,0.55490778,0.31726083
-5.33366683,2.96302860,0.01649735,0.23152916,0.23701431,0.04189380,1.42065959,0.52237796,0.30719043
-5.32766383,2.83722245,0.01624393,0.22499914,0.22516258,0.04074012,1.35566973,0.49307595,0.29817515
-5.32166083,2.72618307,0.01611248,0.21899368,0.21431680,0.03964726,1.29890283,0.46719535,0.29025777
-5.31565783,2.63052798,0.01610170,0.21346428,0.20461748,0.03863439,1.25084037,0.44492754,0.28348294
-5.30965483,2.55088259,0.01621027,0.20836095,0.19621033,0.03772150,1.21197125,0.42646370,0.27789786
-5.30365183,2.48788589,0.01643706,0.20363345,0.18924384,0.03692919,1.18279310,0.41199592,0.27355275
-5.29764882,2.44219194,0.01678136,0.19923268,0.18386664,0.03627830,1.16381072,0.40171715,0.27050106
-5.29164582,2.41446675,0.01724307,0.19511212,0.18022479,0.03578965,1.15553161,0.39582002,0.26879943
-5.28564282,2.40538035,0.01782280,0.19122936,0.17845887,0.03548372,1.15845827,0.39449447,0.26850735
-5.27963982,2.41559353,0.01852195,0.18754766,0.17870099,0.03538033,1.17307721,0.39792398,0.26968638
-5.27363682,2.44573902,0.01934266,0.18403739,0.18107165,0.03549826,1.19984442,0.40628065,0.27239904
-5.26763382,2.49639675,0.02028774,0.18067750,0.18567649,0.03585487,1.23916733,0.41971879,0.27670706
-5.26163082,2.56806346,0.02136048,0.17745664,0.19260292,0.03646565,1.29138361,0.43836742,0.28266926
-5.25562781,2.66111671,0.02256437,0.17437407,0.20191667,0.03734374,1.35673688,0.46232155,0.29033870
-5.24962481,2.77577445,0.02390277,0.17144019,0.21365828,0.03849936,1.43535027,0.49163269,0.29975951
-5.24362181,2.91205118,0.02537846,0.16867661,0.22783969,0.03993925,1.52719868,0.52629882,0.31096310
-5.23761881,3.06971279,0.02699322,0.16611581,0.24444097,0.04166609,1.63208090,0.56625418,0.32396421
-5.23161581,3.24823214,0.02874729,0.16380030,0.26340741,0.04367779,1.74959315,0.61135972,0.33875678
-5.22561281,3.44674840,0.03063890,0.16178135,0.28464719,0.04596702,1.87910570,0.66139433,0.35531000
-5.21960980,3.66403279,0.03266380,0.16011732,0.30802970,0.04852059,2.01974435,0.71604804,0.37356465
-5.21360680,3.89846411,0.03481481,0.15887169,0.33338491,0.05131906,2.17037852,0.77491732,0.39343030
-5.20760380,4.14801677,0.03708153,0.15811091,0.36050381,0.05433649,2.32961772,0.83750354,0.41478325
-5.20160080,4.41026392,0.03945011,0.15790211,0.38914019,0.05754028,2.49581765,0.90321474,0.43746588
-5.19559780,4.68239767,0.04190321,0.15831088,0.41901378,0.06089135,2.66709706,0.97137136,0.46128729
-5.18959480,4.96126749,0.04442005,0.15939914,0.44981489,0.06434452,2.84136584,1.04121597,0.48602556
-5.18359180,5.24343702,0.04697669,0.16122331,0.48121040,0.06784911,3.01636430,1.11192715,0.51143164
-5.17758879,5.52525823,0.04954645,0.16383270,0.51285104,0.07134988,3.18971271,1.18263703,0.53723470
-5.17158579,5.80296097,0.05210044,0.16726834,0.54437969,0.07478820,3.35897006,1.25245235,0.56314899
-5.16558279,6.07275475,0.05460835,0.17156214,0.57544049,0.07810347,3.52169957,1.32047801,0.58888181
-5.15957979,6.33093853,0.05703921,0.17673646,0.60568823,0.08123469,3.67553875,1.38584238,0.61414228
-5.15357679,6.57401383,0.05936225,0.18280393,0.63479775,0.08412218,3.81827074,1.44772321,0.63865054
-5.14757379,6.79879558,0.06154792,0.18976759,0.66247285,0.08670943,3.94789383,1.50537302,0.66214680
-5.14157079,7.00251543,0.06356868,0.19762124,0.68845420,0.08894488,4.06268571,1.55814264,0.68439993
-5.13556778,7.18291190,0.06539992,0.20634976,0.71252594,0.09078361,4.16125927,1.60550189,0.70521493
-5.12956478,7.33830279,0.06702068,0.21592958,0.73452059,0.09218892,4.24260719,1.64705608,0.72443903
-5.12356178,7.46763568,0.06841430,0.22632894,0.75432187,0.09313367,4.30613273,1.68255775,0.74196588
-5.11755878,7.57051378,0.06956881,0.23750805,0.77186556,0.09360130,4.35166534,1.71191269,0.75773781
-5.11155578,7.64719551,0.07047728,0.24941909,0.78713803,0.09358650,4.37945999,1.73518016,0.77174576
-5.10555278,7.69856783,0.07113785,0.26200598,0.80017279,0.09309555,4.39018028,1.75256706,0.78402714
-5.09954977,7.72609452,0.07155366,0.27520391,0.81104520,0.09214621,4.38486626,1.76441646,0.79466155
-5.09354677,7.73174231,0.07173253,0.28893889,0.81986560,0.09076721,4.36488851,1.77119104,0.80376468
-5.08754377,7.71788878,0.07168657,0.30312709,0.82677141,0.08899743,4.33189091,1.77345228,0.81148085
-5.08154077,7.68721685,0.07143159,0.31767430,0.83191858,0.08688467,4.28772505,1.77183650,0.81797441
-5.07553777,7.64260149,0.07098644,0.33247554,0.83547298,0.08448416,4.23437954,1.76702896,0.82342075
-5.06953477,7.58699445,0.07037232,0.34741493,0.83760223,0.08185688,4.17390774,1.75973732,0.82799718
-5.06353177,7.52331264,0.06961201,0.36236596,0.83846841,0.07906766,4.10835730,1.75066571,0.83187439
-5.05752876,7.45433559,0.06872920,0.37719215,0.83822206,0.07618326,4.03970459,1.74049068,0.83520881
-5.05152576,7.38261630,0.06774774,0.39174837,0.83699787,0.07327047,3.96979689,1.72983991,0.83813632
-5.04552276,7.31040919,0.06669113,0.40588266,0.83491199,0.07039424,3.90030432,1.71927470,0.84076749
-5.03951976,7.23961725,0.06558194,0.41943859,0.83206131,0.06761594,3.83268302,1.70927659,0.84318457
-5.03351676,7.17175966,0.06444142,0.43225818,0.82852434,0.06499191,3.76815027,1.70023851,0.84544033
-5.02751376,7.10795942,0.06328920,0.44418526,0.82436373,0.06257214,3.70767160,1.69246043,0.84755849
-5.02151076,7.04894987,0.06214308,0.45506912,0.81962982,0.06039926,3.65195906,1.68614924,0.84953580
-5.01550775,6.99509748,0.06101892,0.46476833,0.81436515,0.05850785,3.60147958,1.68142238,0.85134523
-5.00950475,6.94643798,0.05993057,0.47315458,0.80860914,0.05692400,3.55647153,1.67831457,0.85294018
-5.00350175,6.90272205,0.05888994,0.48011627,0.80240277,0.05566512,3.51696762,1.67678686,0.85425924
-4.99749875,6.86346676,0.05790702,0.48556182,0.79579262,0.05474007,3.48282192,1.67673712,0.85523103
-4.99149575,6.82800912,0.05698999,0.48942239,0.78883398,0.05414945,3.45373897,1.67801132,0.85577899
-4.98549275,6.79555807,0.05614527,0.49165398,0.78159274,0.05388615,3.42930300,1.68041464,0.85582562
-4.97948974,6.76524223,0.05537759,0.49223872,0.77414574,0.05393600,3.40900568,1.68372188,0.85529601
-4.97348674,6.73615112,0.05469006,0.49118531,0.76657975,0.05427855,3.39227107,1.68768675,0.85412051
-4.96748374,6.70736847,0.05408418,0.48852864,0.75898890,0.05488794,3.37847707,1.69204953,0.85223644
-4.96148074,6.67799702,0.05355978,0.48432848,0.75147078,0.05573380,3.36697278,1.69654321,0.84958890
-4.95547774,6.64717511,0.05311502,0.47866748,0.74412171,0.05678217,3.35709204,1.70089788,0.84613067
-4.94947474,6.61408583,0.05274633,0.47164839,0.73703114,0.05799640,3.34816343,1.70484377,0.84182151
-4.94347174,6.57796024,0.05244833,0.46339084,0.73027598,0.05933803,3.33951731,1.70811311,0.83662692
-4.93746873,6.53807653,0.05221375,0.45402761,0.72391512,0.06076759,3.33049110,1.71044120,0.83051672
-4.93146573,6.49375701,0.05203344,0.44370086,0.71798451,0.06224539,3.32043345,1.71156724,0.82346364
-4.92546273,6.44436504,0.05189638,0.43255816,0.71249340,0.06373219,3.30870847,1.71123514,0.81544210
-4.91945973,6.38930369,0.05178972,0.42074886,0.70742185,0.06518990,3.29470080,1.70919485,0.80642755
-4.91345673,6.32801757,0.05169896,0.40842061,0.70271995,0.06658212,3.27782226,1.70520455,0.79639632
-4.90745373,6.25999900,0.05160816,0.39571646,0.69830868,0.06787469,3.25752041,1.69903375,0.78532620
-4.90145073,6.18479882,0.05150028,0.38277246,0.69408258,0.06903622,3.23328934,1.69046761,0.77319779
-4.89544772,6.10204199,0.05135754,0.36971591,0.68991409,0.07003847,3.20468233,1.67931233,0.75999648
-4.88944472,6.01144725,0.05116194,0.35666425,0.68565933,0.07085683,3.17132613,1.66540145,0.74571500
-4.88344172,5.91284966,0.05089576,0.34372456,0.68116495,0.07147062,3.13293607,1.64860295,0.73035644
-4.87743872,5.80622461,0.05054218,0.33099375,0.67627585,0.07186350,3.08933115,1.62882660,0.71393741
-4.87143572,5.69171138,0.05008589,0.31855907,0.67084315,0.07202366,3.04044810,1.60603128,0.69649120
-4.86543272,5.56963426,0.04951363,0.30649918,0.66473206,0.07194411,2.98635330,1.58023167,0.67807059
-4.85942971,5.44051911,0.04881483,0.29488533,0.65782910,0.07162280,2.92725147,1.55150391,0.65875015
-4.85342671,5.30510366,0.04798203,0.28378264,0.65004843,0.07106271,2.86349024,1.51998966,0.63862776
-4.84742371,5.16433975,0.04701133,0.27325143,0.64133663,0.07027181,2.79555977,1.48589827,0.61782513
-4.84142071,5.01938637,0.04590262,0.26334820,0.63167596,0.06926296,2.72408682,1.44950652,0.59648724
-4.83541771,4.87159273,0.04465977,0.25412641,0.62108570,0.06805363,2.64982301,1.41115586,0.57478061
-4.82941471,4.72247127,0.04329053,0.24563681,0.60962148,0.06666554,2.57362734,1.37124700,0.55289034
-4.82341171,4.57366097,0.04180647,0.23792733,0.59737281,0.06512417,2.49644328,1.33023178,0.53101603
-4.81740870,4.42688205,0.04022254,0.23104251,0.58445874,0.06345810,2.41927106,1.28860270,0.50936677
-4.81140570,4.28388374,0.03855667,0.22502250,0.57102200,0.06169828,2.34313632,1.24688032,0.48815527
-4.80540270,4.14638715,0.03682918,0.21990166,0.55722192,0.05987720,2.26905608,1.20559898,0.46759150
-4.79939970,4.01602583,0.03506205,0.21570701,0.54322653,0.05802793,2.19800369,1.16529165,0.44787607
-4.79339670,3.89428677,0.03327824,0.21245645,0.52920426,0.05618321,2.13087418,1.12647431,0.42919369
-4.78739370,3.78245488,0.03150085,0.21015714,0.51531574,0.05437440,2.06845171,1.08963095,0.41170702
-4.78139070,3.68156366,0.02975242,0.20880407,0.50170612,0.05263063,2.01138060,1.05519969,0.39555129
-4.77538769,3.59235499,0.02805417,0.20837901,0.48849832,0.05097784,1.96014146,1.02356100,0.38082987
-4.76938469,3.51525022,0.02642537,0.20885007,0.47578763,0.04943808,1.91503375,0.99502864,0.36761113
-4.76338169,3.45033457,0.02488283,0.21017196,0.46363791,0.04802889,1.87616556,0.96984391,0.35592673
-4.75737869,3.39735603,0.02344048,0.21228698,0.45207951,0.04676287,1.84345158,0.94817368,0.34577150
-4.75137569,3.35573941,0.02210912,0.21512696,0.44110925,0.04564748,1.81661927,0.93011251,0.33710491
-4.74537269,3.32461535,0.02089632,0.21861596,0.43069204,0.04468504,1.79522332,0.91568879,0.32985411
-4.73936968,3.30286329,0.01980647,0.22267382,0.42076448,0.04387301,1.77866781,0.90487487,0.32391842
-4.73336668,3.28916684,0.01884099,0.22722037,0.41123979,0.04320440,1.76623525,0.89760073,0.31917512
-4.72736368,3.28207912,0.01799862,0.23218013,0.40201415,0.04266851,1.75712110,0.89377045,0.31548621
-4.72136068,3.28009505,0.01727587,0.23748731,0.39297374,0.04225173,1.75047246,0.89328082,0.31270585
-4.71535768,3.28172739,0.01666753,0.24309088,0.38400239,0.04193854,1.74542888,0.89604094,0.31068820
-4.70935468,3.28558259,0.01616719,0.24895931,0.37498914,0.04171257,1.74116356,0.90199171,0.30929511
-4.70335168,3.29043297,0.01576785,0.25508480,0.36583553,0.04155769,1.73692289,0.91112407,0.30840349
-4.69734867,3.29528120,0.01546243,0.26148665,0.35646203,0.04145905,1.73206245,0.92349463,0.30791176
-4.69134567,3.29941398,0.01524430,0.26821353,0.34681338,0.04140411,1.72607761,0.93923766,0.30774525
-4.68534267,3.30244172,0.01510772,0.27534428,0.33686264,0.04138342,1.71862734,0.95857237,0.30786009
-4.67933967,3.30432205,0.01504816,0.28298728,0.32661355,0.04139132,1.70954984,0.98180462,0.30824547
-4.67333667,3.30536558,0.01506253,0.29127800,0.31610126,0.04142636,1.69886938,1.00932252,0.30892408
-4.66733367,3.30622312,0.01514929,0.30037495,0.30539146,0.04149148,1.68679386,1.04158559,0.30995063
-4.66133067,3.30785481,0.01530846,0.31045387,0.29457777,0.04159399,1.67370312,1.07910763,0.31140862
-4.65532766,3.31148209,0.01554143,0.32170041,0.28377781,0.04174522,1.66012873,1.12243366,0.31340528
-4.64932466,3.31852475,0.01585081,0.33430148,0.27312794,0.04195999,1.64672604,1.17211172,0.31606510
-4.64332166,3.33052583,0.01623998,0.34843564,0.26277718,0.04225592,1.63424003,1.22866069,0.31952210
-4.63731866,3.34906799,0.01671278,0.36426291,0.25288037,0.04265247,1.62346658,1.29253557,0.32391126
-4.63131566,3.37568535,0.01727305,0.38191436,0.24359119,0.04316996,1.61521103,1.36409169,0.32935961
-4.62531266,3.41177515,0.01792409,0.40148220,0.23505509,0.04382855,1.61024621,1.44355001,0.33597722
-4.61930965,3.45851369,0.01866829,0.42301066,0.22740270,0.04464714,1.60927193,1.53096500,0.34384881
-4.61330665,3.51678083,0.01950665,0.44648823,0.22074389,0.04564246,1.61287801,1.62619729,0.35302624
-4.60730365,3.58709693,0.02043845,0.47184192,0.21516274,0.04682813,1.62151248,1.72889256,0.36352234
-4.60130065,3.66957563,0.02146095,0.49893361,0.21071363,0.04821402,1.63545677,1.83846826,0.37530655
-4.59529765,3.76389498,0.02256921,0.52755911,0.20741866,0.04980573,1.65480881,1.95410935,0.38830245
-4.58929465,3.86928862,0.02375599,0.55744999,0.20526631,0.05160432,1.67947489,2.07477373,0.40238751
-4.58329165,3.98455779,0.02501186,0.58827833,0.20421156,0.05360622,1.70917068,2.19920768,0.41739512
-4.57728864,4.10810368,0.02632524,0.61966422,0.20417730,0.05580347,1.74343111,2.32597120,0.43311885
-4.57128564,4.23797898,0.02768274,0.65118601,0.20505691,0.05818406,1.78162866,2.45347244,0.44931878
-4.56528264,4.37195624,0.02906946,0.68239280,0.20671802,0.06073256,1.82299906,2.58001030,0.46572971
-4.55927964,4.50761008,0.03046940,0.71281880,0.20900700,0.06343082,1.86667307,2.70382338,0.48207086
-4.55327664,4.64240945,0.03186593,0.74199904,0.21175430,0.06625884,1.91171278,2.82314366,0.49805669
-4.54727364,4.77381592,0.03324229,0.76948567,0.21478003,0.06919569,1.95715080,2.93625258,0.51340841
-4.54127064,4.89938360,0.03458213,0.79486437,0.21789993,0.07222044,2.00203034,3.04153742,0.52786548
-4.53526763,5.01685626,0.03586995,0.81776996,0.22093117,0.07531309,2.04544462,3.13754558,0.54119691
-4.52926463,5.12425760,0.03709161,0.83790073,0.22369791,0.07845545,2.08657378,3.22303467,0.55321153
-4.52326163,5.21997087,0.03823473,0.85503075,0.22603647,0.08163184,2.12471789,3.29701628,0.56376706
-4.51725863,5.30280466,0.03928907,0.86901971,0.22779977,0.08482973,2.15932472,3.35879186,0.57277738
-4.51125563,5.37204232,0.04024680,0.87981977,0.22886114,0.08804025,2.19001141,3.40797923,0.58021779
-4.50525263,5.42747338,0.04110274,0.88747918,0.22911716,0.09125837,2.21657923,3.44452883,0.58612797
-4.49924962,5.46940587,0.04185450,0.89214254,0.22848965,0.09448313,2.23902121,3.46872910,0.59061258
-4.49324662,5.49865956,0.04250254,0.89404756,0.22692677,0.09771745,2.25752252,3.48120096,0.59383937
