energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down,Zn_p_up,Zn_p_down,Zn_d_up,Zn_d_down
-5.92796398,7.71620537,-7.76366601,0.09702668,-0.09772707,1.35755354,-1.37006927,4.10993712,-4.13484046,2.02278357,-2.03627810,2.72565259,-2.73714247,0.00000000,-0.00000000,1.31619909,-1.32241515,0.22944690,-0.23074182
-5.92196098,7.49997896,-7.54803541,0.09419972,-0.09495003,1.28959773,-1.30216635,4.00171126,-4.02625554,1.94163225,-1.95560590,2.70551704,-2.71729171,0.00000000,-0.00000000,1.29829224,-1.30464749,0.22312091,-0.22440209
-5.91595798,7.28585540,-7.33385939,0.09108768,-0.09187934,1.22305048,-1.23553088,3.90383635,-3.92768718,1.85938016,-1.87362967,2.68446144,-2.69633847,0.00000000,-0.00000000,1.28024015,-1.28663374,0.21687017,-0.21812173
-5.90995498,7.07679888,-7.12414525,0.08773349,-0.08855779,1.15866948,-1.17093342,3.81794210,-3.84079838,1.77705807,-1.79138953,2.66312454,-2.67492740,0.00000000,-0.00000000,1.26250223,-1.26883643,0.21075422,-0.21196223
-5.90395198,6.87539499,-6.92152919,0.08418151,-0.08502968,1.09710554,-1.10903884,3.74530770,-3.76690567,1.69561345,-1.70984451,2.64208060,-2.65364162,0.00000000,-0.00000000,1.24550224,-1.25168416,0.20482119,-0.20597380
-5.89794897,6.68381761,-6.72824133,0.08047666,-0.08134007,1.03889727,-1.05040051,3.68683785,-3.70695403,1.61590114,-1.62986265,2.62182513,-2.63298816,0.00000000,-0.00000000,1.22961837,-1.23556141,0.19910762,-0.20019517
-5.89194597,6.50380761,-6.54608284,0.07666363,-0.07753388,0.98446893,-0.99545770,3.64304636,-3.66149957,1.53867717,-1.55221436,2.60276291,-2.61338563,0.00000000,-0.00000000,1.21517413,-1.22079934,0.19363877,-0.19465372
-5.88594297,6.33666291,-6.37641446,0.07278609,-0.07365515,0.93413115,-0.94453595,3.61404796,-3.63070042,1.46459527,-1.47756865,2.58519850,-2.59515439,0.00000000,-0.00000000,1.20243073,-1.20766790,0.18842902,-0.18936594
-5.87993997,6.18323903,-6.22015576,0.06888594,-0.06974624,0.88808415,-0.89785001,3.59955820,-3.61431581,1.39420575,-1.40649160,2.56932945,-2.57850941,0.00000000,-0.00000000,1.19158082,-1.19636947,0.18348261,-0.18433808
-5.87393697,6.04395926,-6.07779417,0.06500261,-0.06584715,0.84642308,-0.85550892,3.59890193,-3.61171373,1.32795627,-1.33944700,2.55524250,-2.56355616,0.00000000,-0.00000000,1.18274405,-1.18703413,0.17879456,-0.17956700
-5.86793397,5.91883358,-5.94940305,0.06117237,-0.06199481,0.80914511,-0.81752299,3.61103027,-3.62188715,1.26619416,-1.27679841,2.54291285,-2.55028947,0.00000000,-0.00000000,1.17596447,-1.17971694,0.17435165,-0.17504118
-5.86193097,5.80748542,-5.83466758,0.05742781,-0.05822256,0.77615790,-0.78381210,3.63454612,-3.64347893,1.20916987,-1.21881258,2.53220653,-2.53859562,0.00000000,-0.00000000,1.17120993,-1.17439711,0.17013361,-0.17074183
-5.85592796,5.70918523,-5.73291779,0.05379739,-0.05455961,0.74728925,-0.75421531,3.66773825,-3.67481520,1.15704131,-1.16566366,2.52288591,-2.52825751,0.00000000,-0.00000000,1.16837358,-1.17097931,0.16611430,-0.16664408
-5.84992496,5.62288999,-5.64316754,0.05030504,-0.05103077,0.72229749,-0.72850119,3.70862335,-3.71394691,1.10987887,-1.11743819,2.51461827,-2.51896288,0.00000000,-0.00000000,1.16727746,-1.16929710,0.16226299,-0.16271827
-5.84392196,5.54728756,-5.56415846,0.04697003,-0.04765612,0.70088245,-0.70637881,3.75499572,-3.75869892,1.06767087,-1.07414051,2.50698700,-2.51031526,0.00000000,-0.00000000,1.16767806,-1.16911830,0.15854566,-0.15893125
-5.83791896,5.48084487,-5.49440773,0.04380680,-0.04445099,0.68269683,-0.68750908,3.80448339,-3.80672573,1.03032939,-1.03569852,2.49950536,-2.50184740,0.00000000,-0.00000000,1.16927379,-1.17015230,0.15492632,-0.15524766
-5.83191596,5.42185874,-5.43225869,0.04082508,-0.04142594,0.66735764,-0.67151621,3.85460972,-3.85557266,0.99769640,-1.00196975,2.49163220,-2.49303671,0.00000000,-0.00000000,1.17171408,-1.17205897,0.15136829,-0.15163128
-5.82591296,5.36850816,-5.37593276,0.03803005,-0.03858694,0.65445758,-0.65799911,3.90285872,-3.90274089,0.96955007,-0.97274764,2.48278916,-2.48332224,0.00000000,-0.00000000,1.17460982,-1.17445903,0.14783545,-0.14804628
-5.81990995,5.31890676,-5.32358172,0.03542264,-0.03593569,0.64357615,-0.64654254,3.94674231,-3.94575454,0.94561138,-0.94776795,2.47237885,-2.47212251,0.00000000,-0.00000000,1.17754489,-1.17694532,0.14429348,-0.14445842
-5.81390695,5.27115418,-5.27333880,0.03299996,-0.03346998,0.63429029,-0.63672776,3.98386758,-3.98222781,0.92555086,-0.92671546,2.45980325,-2.45885379,0.00000000,-0.00000000,1.18008820,-1.17909482,0.14071088,-0.14083622
-5.80790395,5.22338504,-5.22336748,0.03075582,-0.03118421,0.62618429,-0.62814249,4.01200159,-4.00992983,0.90899554,-0.90923072,2.44448186,-2.44294793,0.00000000,-0.00000000,1.18180612,-1.18048089,0.13706002,-0.13715188
-5.80190095,5.17381435,-5.17190662,0.02868125,-0.02906995,0.61885888,-0.62039003,4.02913167,-4.02684516,0.89553618,-0.89491708,2.42586884,-2.42386938,0.00000000,-0.00000000,1.18227449,-1.18068521,0.13331790,-0.13338218
-5.79589795,5.12077816,-5.11731102,0.02676517,-0.02711651,0.61193926,-0.61309732,4.03351898,-4.03122759,0.88473454,-0.88334780,2.40346870,-2.40113064,0.00000000,-0.00000000,1.18109028,-1.17930931,0.12946682,-0.12950912
-5.78989495,5.06276872,-5.05808630,0.02499498,-0.02531161,0.60508190,-0.60592177,4.02374326,-4.02164528,0.87613095,-0.87407338,2.37685001,-2.37430586,0.00000000,-0.00000000,1.17788205,-1.17598500,0.12549479,-0.12552035
-5.78389195,4.99846318,-4.99291751,0.02335717,-0.02364195,0.59798004,-0.59855686,3.99873725,-3.99701572,0.86925191,-0.86662900,2.34565677,-2.34304208,0.00000000,-0.00000000,1.17231929,-1.17038361,0.12139574,-0.12140942
-5.77788894,4.92674559,-4.92069105,0.02183791,-0.02209383,0.59036779,-0.59073621,3.95780941,-3.95662898,0.86361787,-0.86054200,2.30961709,-2.30706783,0.00000000,-0.00000000,1.16412014,-1.16222365,0.11716951,-0.11717578
-5.77188594,4.84672199,-4.84050960,0.02042357,-0.02065365,0.58202277,-0.58223628,3.90065426,-3.90015869,0.85875097,-0.85533955,2.26854923,-2.26619911,0.00000000,-0.00000000,1.15305743,-1.15127689,0.11282161,-0.11282454
-5.76588294,4.75772856,-4.75170038,0.01910118,-0.01930835,0.57276735,-0.57287770,3.82735007,-3.82766042,0.85418281,-0.85055615,2.22236475,-2.22034256,0.00000000,-0.00000000,1.13896295,-1.13737254,0.10836281,-0.10836610
-5.75987994,4.65933329,-4.65381682,0.01785874,-0.01804585,0.56246853,-0.56252515,3.73834434,-3.73955777,0.84946212,-0.84574123,2.17106905,-2.16949606,0.00000000,-0.00000000,1.12172980,-1.12039971,0.10380845,-0.10381544
-5.75387694,4.55133185,-4.54663454,0.01668559,-0.01685529,0.55103663,-0.55108608,3.63442787,-3.63661714,0.84416220,-0.84046648,2.11475939,-2.11374686,0.00000000,-0.00000000,1.10131310,-1.10030810,0.09917778,-0.09919146
-5.74787394,4.43373810,-4.43014221,0.01557251,-0.01572724,0.53842292,-0.53850840,3.51669895,-3.51991249,0.83788804,-0.83433295,2.05362069,-2.05326752,0.00000000,-0.00000000,1.07772895,-1.07710711,0.09449299,-0.09451604
-5.74187094,4.30677048,-4.30452822,0.01451185,-0.01465378,0.52461632,-0.52477724,3.38651928,-3.39078184,0.83028306,-0.82697780,1.98791943,-1.98831012,0.00000000,-0.00000000,1.05105197,-1.05086345,0.08977836,-0.08981316
-5.73586793,4.17083499,-4.17016411,0.01349755,-0.01362860,0.50963961,-0.50991112,3.24546400,-3.25077768,0.82103517,-0.81808049,1.91799602,-1.91919885,0.00000000,-0.00000000,1.02141158,-1.02169759,0.08505930,-0.08510793
-5.72986493,4.02650570,-4.02758574,0.01252507,-0.01264686,0.49354502,-0.49395768,3.09526774,-3.10161354,0.80988222,-0.80736832,1.84425601,-1.84632161,0.00000000,-0.00000000,0.98898719,-0.98977912,0.08036145,-0.08042570
-5.72386193,3.87450381,-3.87747300,0.01159125,-0.01170516,0.47640980,-0.47698925,2.93776940,-2.94510897,0.79661639,-0.79462112,1.76716046,-1.77012079,0.00000000,-0.00000000,0.95400260,-0.95532141,0.07570984,-0.07579124
-5.71785893,3.71567581,-3.72062884,0.01069420,-0.01080132,0.45833166,-0.45909834,2.77485764,-2.78313531,0.78108770,-0.77967503,1.68721581,-1.69108359,0.00000000,-0.00000000,0.91671988,-0.91857564,0.07112822,-0.07122797
-5.71185593,3.55097165,-3.55795835,0.00983305,-0.00993424,0.43942442,-0.44039338,2.60841916,-2.61756410,0.76320624,-0.76242502,1.60496361,-1.60973218,0.00000000,-0.00000000,0.87743279,-0.87982455,0.06663843,-0.06675744
-5.70585293,3.38142314,-3.39044816,0.00900776,-0.00910367,0.41981393,-0.42099473,2.44029169,-2.45022018,0.74294308,-0.74282629,1.52097018,-1.52661392,0.00000000,-0.00000000,0.83646013,-0.83937603,0.06226000,-0.06239882
-5.69984992,3.20812322,-3.21914673,0.00821889,-0.00830998,0.39963441,-0.40103105,2.27222289,-2.28284061,0.72032985,-0.72089418,1.43581663,-1.44229182,0.00000000,-0.00000000,0.79413904,-0.79755670,0.05800984,-0.05816869
-5.69384692,3.03220607,-3.04514562,0.00746741,-0.00755399,0.37902511,-0.38063617,2.10583630,-2.11704057,0.69545685,-0.69670282,1.35008921,-1.35733537,0.00000000,-0.00000000,0.75081848,-0.75470562,0.05390213,-0.05408086
-5.68784392,2.85482844,-2.86956173,0.00675448,-0.00683673,0.35812758,-0.35994634,1.94260481,-1.95428686,0.66846976,-0.67038216,1.26437022,-1.27231188,0.00000000,-0.00000000,0.70685293,-0.71116833,0.04994835,-0.05014641
-5.68184092,2.67715206,-2.69352081,0.00608129,-0.00615930,0.33708324,-0.33909802,1.78383191,-1.79587903,0.63956491,-0.64211381,1.17922956,-1.18777839,0.00000000,-0.00000000,0.66259653,-0.66729109,0.04615733,-0.04637379
-5.67583792,2.50032729,-2.51814187,0.00544889,-0.00552268,0.31603141,-0.31822595,1.63064058,-1.64293813,0.60898344,-0.61212549,1.09521697,-1.10427421,0.00000000,-0.00000000,0.61839765,-0.62341570,0.04253552,-0.04276907
-5.66983492,2.32547796,-2.34452282,0.00485811,-0.00492766,0.29510766,-0.29746166,1.48396913,-1.49640253,0.57700433,-0.58068441,1.01285514,-1.02231423,0.00000000,-0.00000000,0.57459390,-0.57987467,0.03908725,-0.03933620
-5.66383192,2.15368749,-2.17372706,0.00430945,-0.00437473,0.27444247,-0.27693215,1.34457354,-1.35703003,0.54393652,-0.54808973,0.93263361,-0.94238297,0.00000000,-0.00000000,0.53150785,-0.53698697,0.03581506,-0.03607737
-5.65782891,1.98598632,-2.00677126,0.00380305,-0.00386401,0.25416008,-0.25675892,1.21303517,-1.22540542,0.51011064,-0.51466441,0.85500370,-0.86492948,0.00000000,-0.00000000,0.48944328,-0.49505437,0.03271997,-0.03299332
-5.65182591,1.82334077,-1.84461439,0.00333862,-0.00339524,0.23437760,-0.23705706,1.08977297,-1.10195258,0.47587031,-0.48074667,0.78037436,-0.79036316,0.00000000,-0.00000000,0.44868216,-0.45435835,0.02980188,-0.03008369
-5.64582291,1.66664363,-1.68814811,0.00291550,-0.00296776,0.21520423,-0.21793451,0.97505915,-0.98694990,0.44156355,-0.44668141,0.70910921,-0.71905058,0.00000000,-0.00000000,0.40948235,-0.41515773,0.02705981,-0.02734731
-5.63981991,1.51670643,-1.53818877,0.00253262,-0.00258057,0.19674061,-0.19949141,0.86903736,-0.88054820,0.40753453,-0.41281193,0.64152461,-0.65131340,0.00000000,-0.00000000,0.37207597,-0.37768701,0.02449217,-0.02478248
-5.63381691,1.37425387,-1.39547130,0.00218860,-0.00223227,0.17907835,-0.18181967,0.77174240,-0.78279030,0.37411596,-0.37947216,0.57788904,-0.58742726,0.00000000,-0.00000000,0.33666869,-0.34215534,0.02209701,-0.02238716
-5.62781391,1.23992041,-1.26064509,0.00188173,-0.00192123,0.16229971,-0.16500250,0.68312075,-0.69363119,0.34162236,-0.34697974,0.51842354,-0.52762201,0.00000000,-0.00000000,0.30343965,-0.30874634,0.01987214,-0.02015920
-5.62181091,1.11424924,-1.13427214,0.00161010,-0.00164555,0.14647743,-0.14911423,0.60305117,-0.61295844,0.31034441,-0.31563008,0.46330337,-0.47208290,0.00000000,-0.00000000,0.27254217,-0.27761860,0.01781529,-0.01809642
-5.61580790,0.99769372,-1.01682759,0.00137162,-0.00140317,0.13167475,-0.13422024,0.53136493,-0.54061212,0.28054459,-0.28569175,0.41266085,-0.42095296,0.00000000,-0.00000000,0.24410521,-0.24890683,0.01592425,-0.01619674
-5.60980490,0.89062127,-0.90870260,0.00116408,-0.00119191,0.11794577,-0.12037711,0.46786505,-0.47640376,0.25245410,-0.25740303,0.36658909,-0.37433642,0.00000000,-0.00000000,0.21823542,-0.22272371,0.01419685,-0.01445820
-5.60380190,0.79331951,-0.81020958,0.00098524,-0.00100955,0.10533585,-0.10763304,0.41234445,-0.42013431,0.22627117,-0.23096987,0.32514669,-0.33230288,0.00000000,-0.00000000,0.19501970,-0.19916227,0.01263113,-0.01287906
-5.59779890,0.70600450,-0.72158950,0.00083289,-0.00085388,0.09388248,-0.09602847,0.36460253,-0.37161042,0.20216063,-0.20656520,0.28836300,-0.29489240,0.00000000,-0.00000000,0.17452821,-0.17829863,0.01122529,-0.01145782
-5.59179590,0.62883065,-0.64302095,0.00070487,-0.00072276,0.08361620,-0.08559696,0.32446015,-0.33065932,0.18025475,-0.18432932,0.25624395,-0.26212086,0.00000000,-0.00000000,0.15681759,-0.16019511,0.00997782,-0.01019323
-5.58579290,0.56190181,-0.57463051,0.00059914,-0.00061414,0.07456190,-0.07636630,0.29177267,-0.29714167,0.16065498,-0.16437154,0.22877790,-0.23398572,0.00000000,-0.00000000,0.14193427,-0.14490335,0.00888749,-0.00908437
-5.57978989,0.50528297,-0.51650396,0.00051384,-0.00052614,0.06674020,-0.06835983,0.26644107,-0.27096262,0.14343468,-0.14677249,0.20594148,-0.21047164,0.00000000,-0.00000000,0.12991762,-0.13246742,0.00795344,-0.00813065
-5.57378689,0.45901195,-0.46869746,0.00044724,-0.00045706,0.06016897,-0.06159788,0.24842072,-0.25208059,0.12864232,-0.13158726,0.18770497,-0.19155580,0.00000000,-0.00000000,0.12080280,-0.12292660,0.00717524,-0.00733193
-5.56778389,0.42311025,-0.43124828,0.00039788,-0.00040537,0.05486491,-0.05609923,0.23772785,-0.24051378,0.11630513,-0.11884883,0.17403696,-0.17721251,0.00000000,-0.00000000,0.11462303,-0.11631765,0.00655293,-0.00668848
-5.56178089,0.39759263,-0.40418424,0.00036446,-0.00036979,0.05084509,-0.05188264,0.23444326,-0.23634404,0.10643282,-0.10857176,0.16490798,-0.16741700,0.00000000,-0.00000000,0.11141124,-0.11267653,0.00608710,-0.00620112
-5.55577789,0.38247447,-0.38753115,0.00034592,-0.00034924,0.04812835,-0.04896825,0.23871323,-0.23971791,0.09902123,-0.10075573,0.16029297,-0.16214789,0.00000000,-0.00000000,0.11120075,-0.11203908,0.00577890,-0.00587118
-5.54977489,0.37777654,-0.38131787,0.00034144,-0.00034286,0.04673654,-0.04737872,0.25074726,-0.25084467,0.09405565,-0.09538893,0.16017222,-0.16138834,0.00000000,-0.00000000,0.11402497,-0.11444094,0.00563009,-0.00570058
-5.54377189,0.38352666,-0.38557820,0.00035037,-0.00034999,0.04669535,-0.04714016,0.27081239,-0.26999096,0.09151370,-0.09245091,0.16453076,-0.16512565,0.00000000,-0.00000000,0.11991606,-0.11991622,0.00564300,-0.00569176
-5.53776888,0.39975783,-0.40034949,0.00037225,-0.00037015,0.04803487,-0.04828270,0.29922403,-0.29747191,0.09136763,-0.09191496,0.17335605,-0.17334920,0.00000000,-0.00000000,0.12890239,-0.12849517,0.00582046,-0.00584767
-5.53176588,0.42650284,-0.42566764,0.00040681,-0.00040305,0.05078961,-0.05084053,0.33633308,-0.33363862,0.09358587,-0.09374982,0.18663411,-0.18604669,0.00000000,-0.00000000,0.14100497,-0.14020072,0.00616570,-0.00617161
-5.52576288,0.46378528,-0.46155862,0.00045388,-0.00044851,0.05499812,-0.05485154,0.38250933,-0.37886197,0.09813406,-0.09792067,0.20434399,-0.20319894,0.00000000,-0.00000000,0.15623281,-0.15504398,0.00668218,-0.00666710
-5.51975988,0.51160720,-0.50802653,0.00051340,-0.00050645,0.06070198,-0.06035645,0.43812131,-0.43351275,0.10497529,-0.10438960,0.22645090,-0.22477315,0.00000000,-0.00000000,0.17457750,-0.17301894,0.00737332,-0.00733763
-5.51375688,0.56993391,-0.56503881,0.00058538,-0.00057688,0.06794433,-0.06739734,0.50351280,-0.49793854,0.11406980,-0.11311531,0.25289827,-0.25071515,0.00000000,-0.00000000,0.19600710,-0.19409637,0.00824223,-0.00818638
-5.50775388,0.63867645,-0.63250906,0.00066983,-0.00065981,0.07676791,-0.07601579,0.57897653,-0.57243760,0.12537422,-0.12405250,0.28359900,-0.28094071,0.00000000,-0.00000000,0.22045968,-0.21821751,0.00929134,-0.00921585
-5.50175088,0.71767266,-0.71027832,0.00076675,-0.00075524,0.08721264,-0.08625047,0.66472567,-0.65723052,0.13884036,-0.13715078,0.31842637,-0.31532657,0.00000000,-0.00000000,0.24783678,-0.24528748,0.01052201,-0.01042751
-5.49574787,0.80666765,-0.79809574,0.00087609,-0.00086312,0.09931277,-0.09813440,0.76086395,-0.75243055,0.15441392,-0.15235337,0.35720512,-0.35370147,0.00000000,-0.00000000,0.27799730,-0.27516914,0.01193405,-0.01182129
-5.48974487,0.90529490,-0.89559965,0.00099767,-0.00098330,0.11309386,-0.11169198,0.86735561,-0.85801338,0.17203298,-0.16959580,0.39970315,-0.39583780,0.00000000,-0.00000000,0.31075190,-0.30767744,0.01352531,-0.01339518
-5.48374187,1.01305886,-1.00230020,0.00113120,-0.00111548,0.12856950,-0.12693578,0.98399625,-0.97378799,0.19162671,-0.18880456,0.44562434,-0.44144438,0.00000000,-0.00000000,0.34585867,-0.34257493,0.01529117,-0.01514475
-5.47773887,1.12932046,-1.11756470,0.00127621,-0.00125922,0.14573811,-0.14386337,1.11038606,-1.09936953,0.21311413,-0.20989611,0.49460318,-0.49016080,0.00000000,-0.00000000,0.38302009,-0.37956861,0.01722415,-0.01706271
-5.47173587,1.25328637,-1.24060666,0.00143205,-0.00141390,0.16457973,-0.16245421,1.24590682,-1.23415608,0.23640328,-0.23277602,0.54620150,-0.54155404,0.00000000,-0.00000000,0.42188185,-0.41830857,0.01931351,-0.01913856
-5.46573287,1.38400304,-1.37047967,0.00159786,-0.00157867,0.18505323,-0.18266689,1.38970428,-1.37731047,0.26139066,-0.25733857,0.59990777,-0.59511749,0.00000000,-0.00000000,0.46203368,-0.45838858,0.02154494,-0.02135825
-5.45972986,1.52035647,-1.50607680,0.00177257,-0.00175249,0.20709380,-0.20443669,1.54067713,-1.52774876,0.28796103,-0.28346674,0.65513948,-0.65027308,0.00000000,-0.00000000,0.50301248,-0.49934904,0.02390041,-0.02370400
-5.45372686,1.66107801,-1.64613622,0.00195492,-0.00193414,0.23061100,-0.22767375,1.69747401,-1.68413663,0.31598763,-0.31103252,0.71124855,-0.70637641,0.00000000,-0.00000000,0.54430774,-0.54068218,0.02635808,-0.02615422
-5.44772386,1.80475680,-1.78925333,0.00214349,-0.00212220,0.25548751,-0.25226182,1.85849960,-1.84489474,0.34533261,-0.33989754,0.76753007,-0.76272525,0.00000000,-0.00000000,0.58536939,-0.58183973,0.02889240,-0.02868360
-5.44172086,1.94985866,-1.93389947,0.00233671,-0.00231513,0.28157853,-0.27805778,2.02193032,-2.00821385,0.37584768,-0.36991396,0.82323424,-0.81857124,0.00000000,-0.00000000,0.62561786,-0.62224279,0.03147435,-0.03126338
-5.43571786,2.09475126,-2.07844697,0.00253293,-0.00251130,0.30871204,-0.30489194,2.18574024,-2.17207997,0.40737488,-0.40092540,0.87758131,-0.87313462,0.00000000,-0.00000000,0.66445626,-0.66129385,0.03407192,-0.03386171
-5.42971486,2.23773494,-2.22119987,0.00273049,-0.00270905,0.33668974,-0.33256910,2.34773690,-2.33430961,0.43974730,-0.43276790,0.92977911,-0.92562162,0.00000000,-0.00000000,0.70128410,-0.69839050,0.03665068,-0.03644430
-5.42371186,2.37707817,-2.36042940,0.00292777,-0.00290679,0.36528898,-0.36087043,2.50560639,-2.49259431,0.47278962,-0.46527066,0.97904270,-0.97524405,0.00000000,-0.00000000,0.73551250,-0.73294048,0.03917456,-0.03897517
-5.41770885,2.51105665,-2.49441315,0.00312332,-0.00310306,0.39426520,-0.38955608,2.65696675,-2.64455358,0.50631848,-0.49825653,1.02461547,-1.02124033,0.00000000,-0.00000000,0.76657993,-0.76437752,0.04160681,-0.04141756
-5.41170585,2.63799443,-2.62147629,0.00331591,-0.00329663,0.42335530,-0.41836842,2.79942780,-2.78779451,0.54014247,-0.53154218,1.06579087,-1.06289731,0.00000000,-0.00000000,0.79396820,-0.79217740,0.04391096,-0.04373495
-5.40570285,2.75630563,-2.74003349,0.00350467,-0.00348660,0.45228137,-0.44703583,2.93065560,-2.91997605,0.57406182,-0.56493780,1.10193397,-1.09957194,0.00000000,-0.00000000,0.81721801,-0.81587359,0.04605201,-0.04589219
-5.39969985,2.86453506,-2.84862969,0.00368914,-0.00367250,0.48075501,-0.47527694,3.04843892,-3.03887551,0.60786777,-0.59824643,1.13250191,-1.13071191,0.00000000,-0.00000000,0.83594326,-0.83507175,0.04799756,-0.04785664
-5.39369685,2.96139603,-2.94597807,0.00386937,-0.00385437,0.50848199,-0.50280514,3.15075522,-3.14245477,0.64134177,-0.63126302,1.15706238,-1.15587436,0.00000000,-0.00000000,0.84984374,-0.84946266,0.04971894,-0.04959931
-5.38769385,3.04580392,-3.03099376,0.00404602,-0.00403282,0.53516708,-0.52933328,3.23583318,-3.22892318,0.67425459,-0.66377323,1.17530924,-1.17474183,0.00000000,-0.00000000,0.85871541,-0.85883275,0.05119230,-0.05109598
-5.38169085,3.11690398,-3.10282168,0.00422040,-0.00420911,0.56051898,-0.55457834,3.30220920,-3.29679460,0.70636549,-0.69555231,1.18707454,-1.18713458,0.00000000,-0.00000000,0.86245794,-0.86307192,0.05239955,-0.05232811
-5.37568784,3.17409231,-3.16085746,0.00439448,-0.00438519,0.58425527,-0.57826615,3.34877526,-3.34493582,0.73742187,-0.72636416,1.19233624,-1.19301866,0.00000000,-0.00000000,0.86107906,-0.86217819,0.05332916,-0.05328367
-5.36968484,3.21702909,-3.20476054,0.00457092,-0.00456367,0.60610723,-0.60013585,3.37481579,-3.37260427,0.76715943,-0.75596092,1.19122122,-1.19250932,0.00000000,-0.00000000,0.85469546,-0.85625889,0.05397671,-0.05395769
-5.36368184,3.24564369,-3.23445906,0.00475304,-0.00474783,0.62582446,-0.61994419,3.38003198,-3.37947311,0.79530325,-0.78408333,1.18400333,-1.18586931,0.00000000,-0.00000000,0.84353017,-0.84552833,0.05434523,-0.05435266
-5.35767884,3.26013145,-3.25014620,0.00494476,-0.00494152,0.64317926,-0.63746955,3.36455224,-3.36564243,0.82156987,-0.81046209,1.17109623,-1.17350215,0.00000000,-0.00000000,0.82790647,-0.83030195,0.05444521,-0.05447850
-5.35167584,3.26094242,-3.25226858,0.00515048,-0.00514912,0.65797079,-0.65251565,3.32892828,-3.33163622,0.84567077,-0.83482049,1.15304148,-1.15594040,0.00000000,-0.00000000,0.80823848,-0.81098712,0.05429439,-0.05435240
-5.34567284,3.24876278,-3.24150709,0.00537497,-0.00537535,0.67002888,-0.66491504,3.27411701,-3.27838496,0.86731713,-0.85687846,1.13049199,-1.13382934,0.00000000,-0.00000000,0.78501887,-0.78807100,0.05391718,-0.05399827
