energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.27363682,2.91131185,0.18501144,0.05843942,0.00840817,0.41219818,0.07526025,1.30436700,0.91242506,0.75612783
-5.26763382,2.81734521,0.19027657,0.05741308,0.00871001,0.37936143,0.06944569,1.28642884,0.90549113,0.71456951
-5.26163082,2.74097705,0.19702766,0.05643881,0.00902743,0.35239003,0.06415262,1.27313952,0.91072386,0.67792798
-5.25562781,2.68215472,0.20523845,0.05552172,0.00935965,0.33105351,0.05943428,1.26465647,0.92774573,0.64608766
-5.24962481,2.64061390,0.21486387,0.05466992,0.00970593,0.31506024,0.05532865,1.26106918,0.95602519,0.61890246
-5.24362181,2.61589169,0.22583882,0.05389488,0.01006558,0.30406561,0.05185874,1.26239847,0.99488222,0.59620241
-5.23761881,2.60734104,0.23807742,0.05321168,0.01043802,0.29768059,0.04903334,1.26859633,1.04349658,0.57779929
-5.23161581,2.61414661,0.25147267,0.05263919,0.01082279,0.29548040,0.04684805,1.27954655,1.10091920,0.56349099
-5.22561281,2.63534265,0.26589680,0.05220009,0.01121961,0.29701345,0.04528668,1.29506647,1.16608705,0.55306497
-5.21960980,2.66983302,0.28120231,0.05192086,0.01162847,0.30181044,0.04432272,1.31490999,1.23784198,0.54630068
-5.21360680,2.71641396,0.29722393,0.05183165,0.01204974,0.30939357,0.04392108,1.33877239,1.31495352,0.54297140
-5.20760380,2.77379971,0.31378142,0.05196607,0.01248423,0.31928588,0.04403985,1.36629708,1.39614531,0.54284551
-5.20160080,2.84065109,0.33068325,0.05236093,0.01293341,0.33102047,0.04463203,1.39708428,1.48012500,0.54568758
-5.19559780,2.91560667,0.34773111,0.05305589,0.01339948,0.34414958,0.04564733,1.43070195,1.56561656,0.55125945
-5.18959480,2.99731597,0.36472503,0.05409304,0.01388558,0.35825324,0.04703381,1.46669837,1.65139399,0.55932145
-5.18359180,3.08447364,0.38146900,0.05551637,0.01439590,0.37294726,0.04873943,1.50461629,1.73631521,0.56963388
-5.17758879,3.17585326,0.39777676,0.05737117,0.01493582,0.38789028,0.05071344,1.54400783,1.81935438,0.58195885
-5.17158579,3.27033914,0.41347757,0.05970321,0.01551197,0.40278968,0.05290756,1.58444952,1.89963120,0.59606225
-5.16558279,3.36695419,0.42842143,0.06255790,0.01613227,0.41740587,0.05527698,1.62555654,1.97643539,0.61171596
-5.15957979,3.46488214,0.44248375,0.06597919,0.01680588,0.43155493,0.05778108,1.66699520,2.04924487,0.62870003
-5.15357679,3.56348220,0.45556890,0.07000830,0.01754306,0.44510920,0.06038396,1.70849279,2.11773624,0.64680450
-5.14757379,3.66229456,0.46761250,0.07468228,0.01835496,0.45799580,0.06305465,1.74984384,2.18178663,0.66583087
-5.14157079,3.76103584,0.47858224,0.08003241,0.01925328,0.47019302,0.06576710,1.79091223,2.24146621,0.68559278
-5.13556778,3.85958361,0.48847723,0.08608245,0.02024984,0.48172462,0.06849991,1.83162861,2.29702136,0.70591593
-5.12956478,3.95795033,0.49732559,0.09284678,0.02135612,0.49265217,0.07123584,1.87198300,2.34884884,0.72663693
-5.12356178,4.05624728,0.50518069,0.10032851,0.02258258,0.50306583,0.07396112,1.91201262,2.39746200,0.74760118
-5.11755878,4.15464007,0.51211595,0.10851762,0.02393810,0.51307390,0.07666457,1.95178564,2.44345041,0.76865989
-5.11155578,4.25329792,0.51821864,0.11738924,0.02542925,0.52279152,0.07933668,1.99138139,2.48743495,0.78966617
-5.10555278,4.35233936,0.52358288,0.12690219,0.02705962,0.53232928,0.08196853,2.03086837,2.53002050,0.81047076
-5.09954977,4.45177769,0.52830239,0.13699780,0.02882920,0.54178209,0.08455080,2.07028122,2.57174877,0.83091744
-5.09354677,4.55146940,0.53246320,0.14759926,0.03073381,0.55121904,0.08707282,2.10959828,2.61305393,0.85083873
-5.08754377,4.65106925,0.53613708,0.15861143,0.03276463,0.56067479,0.08952170,2.14872107,2.65422336,0.87005211
-5.08154077,4.74999506,0.53937569,0.16992133,0.03490791,0.57014279,0.09188173,2.18745747,2.69536607,0.88835731
-5.07553777,4.84740521,0.54220618,0.18139934,0.03714486,0.57957107,0.09413392,2.22550970,2.73639046,0.90553502
-5.06953477,4.94219107,0.54462829,0.19290103,0.03945164,0.58886051,0.09625592,2.26246844,2.77699309,0.92134715
-5.06353177,5.03298576,0.54661332,0.20426983,0.04179974,0.59786592,0.09822210,2.29781371,2.81665927,0.93553920
-5.05752876,5.11818990,0.54810490,0.21534030,0.04415641,0.60639994,0.10000411,2.33092318,2.85467573,0.94784440
-5.05152576,5.19601396,0.54902171,0.22594212,0.04648537,0.61423938,0.10157156,2.36108775,2.89015499,0.95799001
-5.04552276,5.26453585,0.54926192,0.23590447,0.04874776,0.62113405,0.10289311,2.38753407,2.92207053,0.96570522
-5.03951976,5.32177146,0.54870923,0.24506095,0.05090316,0.62681721,0.10393773,2.40945324,2.94930099,0.97073065
-5.03351676,5.36575528,0.54724001,0.25325461,0.05291085,0.63101758,0.10467615,2.42603444,2.97068149,0.97282885
-5.02751376,5.39462725,0.54473148,0.26034311,0.05473102,0.63347192,0.10508240,2.43650204,2.98505954,0.97179540
-5.02151076,5.40672182,0.54107012,0.26620368,0.05632617,0.63393779,0.10513544,2.44015444,2.99135290,0.96746994
-5.01550775,5.40065499,0.53616022,0.27073780,0.05766237,0.63220580,0.10482072,2.43640280,2.98860655,0.95974663
-5.00950475,5.37540499,0.52993182,0.27387527,0.05871047,0.62811070,0.10413156,2.42480780,2.97604610,0.94858342
-5.00350175,5.33038256,0.52234785,0.27557767,0.05944724,0.62154088,0.10307046,2.40511247,2.95312503,0.93400954
-4.99749875,5.26548745,0.51340988,0.27584090,0.05985628,0.61244574,0.10165006,2.37726961,2.91956357,0.91613082
-4.99149575,5.18114797,0.50316238,0.27469674,0.05992870,0.60084069,0.09989382,2.34146218,2.87537736,0.89513243
-4.98549275,5.07834179,0.49169509,0.27221339,0.05966359,0.58680953,0.09783635,2.29811565,2.82089458,0.87127873
-4.97948974,4.95859642,0.47914346,0.26849482,0.05906824,0.57050419,0.09552335,2.24790148,2.75676081,0.84491025
-4.97348674,4.82396926,0.46568703,0.26367902,0.05815799,0.55214174,0.09301119,2.19173145,2.68393129,0.81643772
-4.96748374,4.67700756,0.45154591,0.25793520,0.05695591,0.53199912,0.09036608,2.13074272,2.60365095,0.78633335
-4.96148074,4.52068982,0.43697537,0.25145984,0.05549216,0.51040552,0.08766290,2.06627406,2.51742316,0.75511960
-4.95547774,4.35835056,0.42225885,0.24447191,0.05380313,0.48773302,0.08498369,1.99983410,2.42696821,0.72335586
-4.94947474,4.19359130,0.40769964,0.23720728,0.05193042,0.46438583,0.08241583,1.93306252,2.33417349,0.69162360
-4.94347174,4.03018093,0.39361151,0.22991241,0.04991957,0.44078851,0.08005004,1.86768552,2.24103705,0.66051027
-4.93746873,3.87194879,0.38030877,0.22283773,0.04781877,0.41737371,0.07797812,1.80546707,2.14960681,0.63059287
-4.93146573,3.72267430,0.36809607,0.21623062,0.04567748,0.39456978,0.07629060,1.74815761,2.06191763,0.60242143
-4.92546273,3.58597679,0.35725829,0.21032841,0.04354501,0.37278886,0.07507434,1.69744179,1.97992844,0.57650325
-4.91945973,3.46520883,0.34805106,0.20535146,0.04146919,0.35241556,0.07441010,1.65488694,1.90546148,0.55328828
-4.91345673,3.36335680,0.34069204,0.20149666,0.03949503,0.33379675,0.07437019,1.62189405,1.84014592,0.53315613
-4.90745373,3.28295130,0.33535345,0.19893137,0.03766360,0.31723270,0.07501619,1.59965254,1.78536732,0.51640523
-4.90145073,3.22599031,0.33215596,0.19778810,0.03601097,0.30296972,0.07639692,1.58910044,1.74222474,0.50324440
-4.89544772,3.19387719,0.33116432,0.19816012,0.03456737,0.29119443,0.07854662,1.59089114,1.71149662,0.49378709
-4.88944472,3.18737529,0.33238465,0.20009801,0.03335652,0.28202989,0.08148341,1.60536771,1.69361641,0.48804855
-4.88344172,3.20658047,0.33576363,0.20360735,0.03239518,0.27553346,0.08520807,1.63254567,1.68865869,0.48594585
-4.87743872,3.25091228,0.34118952,0.20864773,0.03169285,0.27169656,0.08970333,1.67210485,1.69633598,0.48730095
-4.87143572,3.31912409,0.34849494,0.21513292,0.03125175,0.27044609,0.09493347,1.72339058,1.71600641,0.49184651
-4.86543272,3.40933207,0.35746138,0.22293251,0.03106692,0.27164769,0.10084447,1.78542453,1.74669177,0.49923438
-4.85942971,3.51906213,0.36782516,0.23187475,0.03112654,0.27511047,0.10736465,1.85692478,1.78710562,0.50904646
-4.85342671,3.64531395,0.37928468,0.24175069,0.03141241,0.28059324,0.11440584,1.93633501,1.83569038,0.52080762
-4.84742371,3.78464007,0.39150871,0.25231956,0.03190061,0.28781207,0.12186504,2.02186191,1.89066235,0.53400014
-4.84142071,3.93323825,0.40414547,0.26331513,0.03256221,0.29644882,0.12962659,2.11151994,1.95006334,0.54807946
-4.83541771,4.08705431,0.41683208,0.27445293,0.03336416,0.30616064,0.13756482,2.20318228,2.01181729,0.56249043
-4.82941471,4.24189271,0.42920430,0.28543823,0.03427025,0.31659000,0.14554707,2.29463653,2.07379009,0.57668375
-4.82341171,4.39353131,0.44090599,0.29597432,0.03524213,0.32737500,0.15343705,2.38364345,2.13385083,0.59013200
-4.81740870,4.53783715,0.45159825,0.30577101,0.03624032,0.33815979,0.16109843,2.46799711,2.18993243,0.60234465
-4.81140570,4.67087930,0.46096784,0.31455297,0.03722528,0.34860451,0.16839849,2.54558436,2.24008976,0.61288165
-4.80540270,4.78903525,0.46873466,0.32206764,0.03815847,0.35839474,0.17521180,2.61444189,2.28255332,0.62136511
-4.79939970,4.88908720,0.47465816,0.32809242,0.03900329,0.36724985,0.18142370,2.67280876,2.31577667,0.62748862
-4.79339670,4.96830517,0.47854246,0.33244089,0.03972604,0.37493020,0.18693350,2.71917278,2.33847616,0.63102400
-4.78739370,5.02451375,0.48024006,0.33496784,0.04029674,0.38124270,0.19165724,2.75230905,2.34966156,0.63182523
-4.78139070,5.05614046,0.47965414,0.33557287,0.04068980,0.38604474,0.19552989,2.77130925,2.34865665,0.62982945
-4.77538769,5.06224401,0.47673937,0.33420256,0.04088463,0.38924618,0.19850690,2.77560080,2.33510925,0.62505509
-4.76938469,5.04252149,0.47150133,0.33085095,0.04086604,0.39080938,0.20056500,2.76495511,2.30899052,0.61759722
-4.76338169,4.99729477,0.46399448,0.32555858,0.04062449,0.39074738,0.20170231,2.73948491,2.27058369,0.60762037
-4.75737869,4.92747664,0.45431892,0.31840990,0.04015618,0.38912016,0.20193752,2.69963065,2.22046310,0.59534929
-4.75137569,4.83451869,0.44261607,0.30952944,0.03946299,0.38602934,0.20130850,2.64613691,2.15946448,0.58105789
-4.74537269,4.72034324,0.42906339,0.29907672,0.03855217,0.38161145,0.19987014,2.58001983,2.08864789,0.56505698
-4.73936968,4.58726251,0.41386831,0.28724023,0.03743605,0.37603018,0.19769163,2.50252697,2.00925516,0.54768143
-4.73336668,4.43788876,0.39726184,0.27423085,0.03613142,0.36946806,0.19485333,2.41509150,1.92266352,0.52927718
-4.72736368,4.27503921,0.37949167,0.26027477,0.03465894,0.36211781,0.19144337,2.31928264,1.83033750,0.51018869
-4.72136068,4.10164020,0.36081547,0.24560646,0.03304242,0.35417393,0.18755412,2.21675445,1.73378103,0.49074747
-4.71535768,3.92063423,0.34149421,0.23046177,0.03130804,0.34582491,0.18327876,2.10919516,1.63449171,0.47126200
-4.70935468,3.73489406,0.32178596,0.21507164,0.02948357,0.33724644,0.17870809,1.99827893,1.53391873,0.45200961
-4.70335168,3.54714689,0.30194035,0.19965636,0.02759756,0.32859580,0.17392772,1.88562197,1.43342612,0.43323039
-4.69734867,3.35991145,0.28219366,0.18442089,0.02567861,0.32000792,0.16901579,1.77274453,1.33426224,0.41512351
-4.69134567,3.17544994,0.26276494,0.16955112,0.02375466,0.31159299,0.16404132,1.66103996,1.23753641,0.39784593
-4.68534267,2.99573582,0.24385304,0.15521122,0.02185236,0.30343581,0.15906326,1.55175159,1.14420291,0.38151340
-4.67933967,2.82243786,0.22563470,0.14154217,0.01999662,0.29559680,0.15413014,1.44595792,1.05505252,0.36620368
-4.67333667,2.65691971,0.20826363,0.12866134,0.01821012,0.28811448,0.14928049,1.34456591,0.97071111,0.35196165
-4.66733367,2.50025374,0.19187063,0.11666302,0.01651307,0.28100927,0.14454382,1.24831214,0.89164472,0.33880594
-4.66133067,2.35324709,0.17656455,0.10561989,0.01492301,0.27428816,0.13994202,1.15777080,0.81817019,0.32673671
-4.65532766,2.21647739,0.16243407,0.09558516,0.01345473,0.26795009,0.13549126,1.07336766,0.75047022,0.31574404
-4.64932466,2.09033521,0.14955002,0.08659528,0.01212029,0.26199149,0.13120399,0.99539855,0.68861177,0.30581658
-4.64332166,1.97507024,0.13796827,0.07867292,0.01092914,0.25641171,0.12709104,0.92405096,0.63256636,0.29694972
