energy_ev,total_up,Ga_p_up,Ga_d_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-6.00000000,0.94884582,0.16027948,0.00000000,0.21229901,0.52809366,0.30008599,0.00000000
-5.99399700,0.98568487,0.16646304,0.00000000,0.22338790,0.54748034,0.31121326,0.00000000
-5.98799400,1.02139933,0.17266754,0.00000000,0.23489084,0.56571023,0.32178180,0.00000000
-5.98199100,1.05562517,0.17880114,0.00000000,0.24677014,0.58255476,0.33174569,0.00000000
-5.97598799,1.08809118,0.18478027,0.00000000,0.25900816,0.59783771,0.34110179,0.00000000
-5.96998499,1.11863325,0.19053257,0.00000000,0.27161054,0.61144297,0.34989325,0.00000000
-5.96398199,1.14720448,0.19599924,0.00000000,0.28460857,0.62331998,0.35821114,0.00000000
-5.95797899,1.17388038,0.20113692,0.00000000,0.29806009,0.63348651,0.36619410,0.00000000
-5.95197599,1.19885881,0.20591884,0.00000000,0.31204917,0.64202883,0.37402570,0.00000000
-5.94597299,1.22245436,0.21033539,0.00000000,0.32668408,0.64909898,0.38192970,0.00000000
-5.93996998,1.24508716,0.21439386,0.00000000,0.34209366,0.65490917,0.39016296,0.00000000
-5.93396698,1.26726626,0.21811743,0.00000000,0.35842203,0.65972362,0.39900646,0.00000000
-5.92796398,1.28956800,0.22154354,0.00000000,0.37582168,0.66384782,0.40875433,0.00000000
-5.92196098,1.31260994,0.22472145,0.00000000,0.39444511,0.66761582,0.41970148,0.00000000
-5.91595798,1.33702127,0.22770925,0.00000000,0.41443528,0.67137571,0.43213008,0.00000000
-5.90995498,1.36341063,0.23057030,0.00000000,0.43591511,0.67547404,0.44629539,0.00000000
-5.90395198,1.39233270,0.23336941,0.00000000,0.45897659,0.68023961,0.46241156,0.00000000
-5.89794897,1.42425483,0.23616865,0.00000000,0.48366982,0.68596744,0.48063790,0.00000000
-5.89194597,1.45952530,0.23902320,0.00000000,0.50999277,0.69290332,0.50106632,0.00000000
-5.88594297,1.49834462,0.24197740,0.00000000,0.53788206,0.70123001,0.52371051,0.00000000
-5.87993997,1.54074149,0.24506111,0.00000000,0.56720556,0.71105537,0.54849753,0.00000000
-5.87393697,1.58655476,0.24828665,0.00000000,0.59775738,0.72240331,0.57526223,0.00000000
-5.86793397,1.63542269,0.25164656,0.00000000,0.62925559,0.73520791,0.60374510,0.00000000
-5.86193097,1.68678047,0.25511225,0.00000000,0.66134321,0.74931131,0.63359378,0.00000000
-5.85592796,1.73986658,0.25863372,0.00000000,0.69359270,0.76446539,0.66436846,0.00000000
-5.84992496,1.79373847,0.26214046,0.00000000,0.72551406,0.78033766,0.69555119,0.00000000
-5.84392196,1.84729714,0.26554349,0.00000000,0.75656642,0.79652097,0.72655893,0.00000000
-5.83791896,1.89932023,0.26873856,0.00000000,0.78617292,0.81254705,0.75676001,0.00000000
-5.83191596,1.94850240,0.27161038,0.00000000,0.81373830,0.82790326,0.78549343,0.00000000
-5.82591296,1.99350153,0.27403773,0.00000000,0.83866873,0.84205193,0.81209032,0.00000000
-5.81990995,2.03298891,0.27589927,0.00000000,0.86039291,0.85445156,0.83589676,0.00000000
-5.81390695,2.06570126,0.27707972,0.00000000,0.87838365,0.86457897,0.85629691,0.00000000
-5.80790395,2.09049222,0.27747622,0.00000000,0.89217891,0.87195134,0.87273557,0.00000000
-5.80190095,2.10638092,0.27700442,0.00000000,0.90140133,0.87614722,0.88473905,0.00000000
-5.79589795,2.11259545,0.27560419,0.00000000,0.90577531,0.87682544,0.89193352,0.00000000
-5.78989495,2.10860892,0.27324446,0.00000000,0.90514080,0.87374117,0.89405982,0.00000000
-5.78389195,2.09416653,0.26992709,0.00000000,0.89946310,0.86675810,0.89098418,0.00000000
-5.77788894,2.06930217,0.26568950,0.00000000,0.88883818,0.85585645,0.88270433,0.00000000
-5.77188594,2.03434381,0.26060583,0.00000000,0.87349323,0.84113620,0.86935055,0.00000000
-5.76588294,1.98990732,0.25478679,0.00000000,0.85378235,0.82281548,0.85118189,0.00000000
-5.75987994,1.93687900,0.24837789,0.00000000,0.83017758,0.80122418,0.82857742,0.00000000
-5.75387694,1.87638768,0.24155628,0.00000000,0.80325574,0.77679309,0.80202332,0.00000000
