energy_ev,total_up,Ir_p_up,Ir_d_up,P_s_up,P_p_up,Te_p_up,Te_d_up
-6.00000000,0.30831617,0.03421672,0.22105200,0.00131091,0.00756351,0.06641728,0.00000000
-5.99399700,0.30323731,0.03213045,0.22002785,0.00117166,0.00702081,0.06330336,0.00000000
-5.98799400,0.30153919,0.03043898,0.22144040,0.00104312,0.00655815,0.06091512,0.00000000
-5.98199100,0.30323171,0.02913780,0.22529242,0.00092601,0.00617486,0.05926433,0.00000000
-5.97598799,0.30826941,0.02821996,0.23154264,0.00082078,0.00586968,0.05835523,0.00000000
-5.96998499,0.31655264,0.02767588,0.24010649,0.00072773,0.00564068,0.05818510,0.00000000
-5.96398199,0.32793145,0.02749359,0.25085876,0.00064696,0.00548532,0.05874548,0.00000000
-5.95797899,0.34221193,0.02765918,0.26363808,0.00057845,0.00540055,0.06002391,0.00000000
-5.95197599,0.35916492,0.02815746,0.27825319,0.00052205,0.00538298,0.06200609,0.00000000
-5.94597299,0.37853662,0.02897284,0.29449065,0.00047757,0.00542910,0.06467841,0.00000000
-5.93996998,0.40006087,0.03009029,0.31212390,0.00044476,0.00553549,0.06803069,0.00000000
-5.93396698,0.42347249,0.03149643,0.33092319,0.00042336,0.00569913,0.07205903,0.00000000
-5.92796398,0.44852121,0.03318049,0.35066615,0.00041314,0.00591764,0.07676861,0.00000000
-5.92196098,0.47498544,0.03513537,0.37114827,0.00041392,0.00618956,0.08217627,0.00000000
-5.91595798,0.50268532,0.03735843,0.39219319,0.00042553,0.00651456,0.08831272,0.00000000
-5.90995498,0.53149430,0.03985219,0.41366179,0.00044790,0.00689369,0.09522425,0.00000000
-5.90395198,0.56134843,0.04262469,0.43546003,0.00048100,0.00732947,0.10297365,0.00000000
-5.89794897,0.59225287,0.04568966,0.45754467,0.00052484,0.00782605,0.11164035,0.00000000
-5.89194597,0.62428487,0.04906625,0.47992664,0.00057948,0.00838914,0.12131952,0.00000000
-5.88594297,0.65759291,0.05277849,0.50267162,0.00064498,0.00902600,0.13212004,0.00000000
-5.87993997,0.69239154,0.05685428,0.52589760,0.00072138,0.00974521,0.14416138,0.00000000
-5.87393697,0.72895196,0.06132417,0.54976937,0.00080868,0.01055645,0.15756927,0.00000000
-5.86793397,0.76758844,0.06621964,0.57448999,0.00090681,0.01147011,0.17247026,0.00000000
-5.86193097,0.80864088,0.07157122,0.60028949,0.00101556,0.01249682,0.18898528,0.00000000
-5.85592796,0.85245424,0.07740641,0.62741117,0.00113461,0.01364692,0.20722244,0.00000000
-5.84992496,0.89935568,0.08374746,0.65609630,0.00126342,0.01492986,0.22726927,0.00000000
-5.84392196,0.94963037,0.09060919,0.68656760,0.00140130,0.01635354,0.24918470,0.00000000
-5.83791896,1.00349738,0.09799693,0.71901276,0.00154730,0.01792363,0.27299133,0.00000000
-5.83191596,1.06108685,0.10590479,0.75356853,0.00170028,0.01964296,0.29866817,0.00000000
-5.82591296,1.12241972,0.11431424,0.79030659,0.00185888,0.02151087,0.32614450,0.00000000
-5.81990995,1.18739161,0.12319329,0.82922192,0.00202150,0.02352271,0.35529509,0.00000000
-5.81390695,1.25576166,0.13249626,0.87022449,0.00218641,0.02566944,0.38593745,0.00000000
-5.80790395,1.32714754,0.14216426,0.91313497,0.00235171,0.02793739,0.41783111,0.00000000
-5.80190095,1.40102721,0.15212641,0.95768480,0.00251542,0.03030815,0.45067952,0.00000000
-5.79589795,1.47674777,0.16230179,1.00352091,0.00267552,0.03275875,0.48413450,0.00000000
-5.78989495,1.55354133,0.17260214,1.05021499,0.00283003,0.03526197,0.51780340,0.00000000
-5.78389195,1.63054743,0.18293515,1.09727695,0.00297707,0.03778688,0.55125875,0.00000000
-5.77788894,1.70684120,0.19320827,1.14417206,0.00311494,0.04029963,0.58405028,0.00000000
-5.77188594,1.78146598,0.20333281,1.19034091,0.00324220,0.04276436,0.61571869,0.00000000
-5.76588294,1.85346886,0.21322821,1.23522117,0.00335770,0.04514429,0.64581084,0.00000000
-5.75987994,1.92193743,0.22282620,1.27826999,0.00346067,0.04740294,0.67389568,0.00000000
-5.75387694,1.98603573,0.23207462,1.31898584,0.00355077,0.04950531,0.69957998,0.00000000
-5.74787394,2.04503757,0.24094067,1.35692859,0.00362809,0.05141920,0.72252343,0.00000000
-5.74187094,2.09835528,0.24941337,1.39173660,0.00369319,0.05311632,0.74245202,0.00000000
-5.73586793,2.14556234,0.25750503,1.42313990,0.00374706,0.05457339,0.75916923,0.00000000
-5.72986493,2.18640841,0.26525158,1.45096869,0.00379115,0.05577301,0.77256418,0.00000000
-5.72386193,2.22082601,0.27271163,1.47515659,0.00382728,0.05670428,0.78261637,0.00000000
-5.71785893,2.24892824,0.27996429,1.49573847,0.00385757,0.05736320,0.78939662,0.00000000
-5.71185593,2.27099751,0.28710567,1.51284293,0.00388441,0.05775279,0.79306400,0.00000000
-5.70585293,2.28746602,0.29424426,1.52668002,0.00391032,0.05788283,0.79385894,0.00000000
-5.69984992,2.29888879,0.30149523,1.53752467,0.00393787,0.05776939,0.79209255,0.00000000
-5.69384692,2.30591077,0.30897407,1.54569704,0.00396955,0.05743408,0.78813282,0.00000000
-5.68784392,2.30922983,0.31678958,1.55154083,0.00400768,0.05690300,0.78238825,0.00000000
-5.68184092,2.30955766,0.32503677,1.55540098,0.00405431,0.05620560,0.77528959,0.00000000
-5.67583792,2.30758067,0.33378990,1.55760189,0.00411108,0.05537332,0.76727074,0.00000000
-5.66983492,2.30392319,0.34309604,1.55842767,0.00417917,0.05443823,0.75874964,0.00000000
-5.66383192,2.29911478,0.35296944,1.55810545,0.00425921,0.05343169,0.75011007,0.00000000
-5.65782891,2.29356371,0.36338721,1.55679282,0.00435123,0.05238303,0.74168538,0.00000000
-5.65182591,2.28753775,0.37428633,1.55457006,0.00445463,0.05131841,0.73374481,0.00000000
-5.64582291,2.28115345,0.38556243,1.55143767,0.00456820,0.05025987,0.72648312,0.00000000
-5.63981991,2.27437446,0.39707040,1.54731924,0.00469007,0.04922458,0.72001402,0.00000000
-5.63381691,2.26701874,0.40862681,1.54206956,0.00481782,0.04822445,0.71436773,0.00000000
-5.62781391,2.25877428,0.42001430,1.53548742,0.00494854,0.04726585,0.70949259,0.00000000
-5.62181091,2.24922249,0.43098758,1.52733228,0.00507889,0.04634982,0.70526079,0.00000000
-5.61580790,2.23786763,0.44128107,1.51734397,0.00520520,0.04547234,0.70147767,0.00000000
-5.60980490,2.22417091,0.45061766,1.50526413,0.00532365,0.04462501,0.69789422,0.00000000
-5.60380190,2.20758722,0.45871845,1.49085826,0.00543033,0.04379577,0.69422202,0.00000000
-5.59779890,2.18760248,0.46531290,1.47393707,0.00552142,0.04296989,0.69014982,0.00000000
-5.59179590,2.16376979,0.47014897,1.45437607,0.00559333,0.04213096,0.68536101,0.00000000
-5.58579290,2.13574222,0.47300289,1.43213212,0.00564278,0.04126200,0.67955089,0.00000000
-5.57978989,2.10330091,0.47368800,1.40725625,0.00566695,0.04034646,0.67244319,0.00000000
-5.57378689,2.06637678,0.47206245,1.37990203,0.00566361,0.03936922,0.66380473,0.00000000
-5.56778389,2.02506508,0.46803509,1.35032897,0.00563112,0.03831742,0.65345788,0.00000000
-5.56178089,1.97963201,0.46156971,1.31890085,0.00556857,0.03718116,0.64129002,0.00000000
-5.55577789,1.93051321,0.45268709,1.28607913,0.00547574,0.03595406,0.62725976,0.00000000
-5.54977489,1.87830435,0.44146500,1.25241162,0.00535317,0.03463350,0.61139980,0.00000000
-5.54377189,1.82374441,0.42803607,1.21851708,0.00520206,0.03322082,0.59381626,0.00000000
-5.53776888,1.76769245,0.41258374,1.18506639,0.00502431,0.03172119,0.57468477,0.00000000
-5.53176588,1.71109916,0.39533645,1.15276116,0.00482238,0.03014338,0.55424355,0.00000000
