energy_ev,total_up,Ag_p_up,Ag_d_up,Bi_p_up,Bi_d_up,Se_s_up,Se_p_up
-6.00000000,0.37006546,0.17827403,0.26286782,0.01942059,0.00036280,0.00539857,0.05222037
-5.99399700,0.35823181,0.17607011,0.24898931,0.01967281,0.00037328,0.00522304,0.05437582
-5.98799400,0.35210791,0.17681221,0.23883017,0.02036918,0.00039149,0.00518917,0.05753115
-5.98199100,0.35171560,0.18051395,0.23238892,0.02150033,0.00041745,0.00528971,0.06170765
-5.97598799,0.35701560,0.18715995,0.22962514,0.02305429,0.00045108,0.00551700,0.06691404
-5.96998499,0.36790100,0.19670092,0.23045685,0.02501583,0.00049224,0.00586296,0.07314427
-5.96398199,0.38419112,0.20904893,0.23475806,0.02736576,0.00054066,0.00631896,0.08037530
-5.95797899,0.40562631,0.22407322,0.24235679,0.03008029,0.00059596,0.00687573,0.08856518
-5.95197599,0.43186414,0.24159703,0.25303398,0.03313040,0.00065766,0.00752324,0.09765150
-5.94597299,0.46247760,0.26139548,0.26652341,0.03648147,0.00072511,0.00825062,0.10755035
-5.93996998,0.49695577,0.28319524,0.28251288,0.04009300,0.00079756,0.00904610,0.11815587
-5.93396698,0.53470745,0.30667581,0.30064705,0.04391873,0.00087412,0.00989696,0.12934074
-5.92796398,0.57506815,0.33147306,0.32053190,0.04790697,0.00095377,0.01078964,0.14095738
-5.92196098,0.61731052,0.35718487,0.34174116,0.05200131,0.00103539,0.01170982,0.15284018
-5.91595798,0.66065851,0.38337891,0.36382444,0.05614168,0.00111779,0.01264263,0.16480867
-5.90995498,0.70430486,0.40960274,0.38631735,0.06026573,0.00119971,0.01357288,0.17667160
-5.90395198,0.74743191,0.43539569,0.40875308,0.06431060,0.00127987,0.01448548,0.18823189
-5.89794897,0.78923491,0.46030244,0.43067544,0.06821485,0.00135702,0.01536578,0.19929225
-5.89194597,0.82894729,0.48388772,0.45165279,0.07192068,0.00142995,0.01620005,0.20966136
-5.88594297,0.86586694,0.50575172,0.47129246,0.07537622,0.00149757,0.01697596,0.21916033
-5.87993997,0.89938235,0.52554544,0.48925505,0.07853789,0.00155896,0.01768308,0.22762919
-5.87393697,0.92899764,0.54298537,0.50526802,0.08137260,0.00161338,0.01831335,0.23493311
-5.86793397,0.95435511,0.55786686,0.51913790,0.08385980,0.00166032,0.01886151,0.24096809
-5.86193097,0.97525428,0.57007534,0.53076052,0.08599320,0.00169955,0.01932548,0.24566582
-5.85592796,0.99166615,0.57959484,0.54012858,0.08778205,0.00173114,0.01970665,0.24899738
-5.84992496,1.00374192,0.58651323,0.54733613,0.08925194,0.00175547,0.02001000,0.25097569
-5.84392196,1.01181521,0.59102373,0.55257945,0.09044491,0.00177323,0.02024421,0.25165642
-5.83791896,1.01639737,0.59342233,0.55615401,0.09141903,0.00178543,0.02042147,0.25113725
-5.83191596,1.01816559,0.59410113,0.55844756,0.09224717,0.00179335,0.02055729,0.24955559
-5.82591296,1.01794390,0.59353738,0.55992910,0.09301517,0.00179854,0.02067008,0.24708453
-5.81990995,1.01667740,0.59227871,0.56113407,0.09381927,0.00180274,0.02078058,0.24392743
-5.81390695,1.01540037,0.59092481,0.56264619,0.09476299,0.00180787,0.02091120,0.24031104
-5.80790395,1.01519931,0.59010610,0.56507632,0.09595350,0.00181589,0.02108523,0.23647762
-5.80190095,1.01717210,0.59046018,0.56903910,0.09749748,0.00182880,0.02132594,0.23267619
-5.79589795,1.02238469,0.59260687,0.57512826,0.09949685,0.00184851,0.02165569,0.22915335
-5.78989495,1.03182696,0.59712278,0.58389131,0.10204430,0.00187681,0.02209495,0.22614398
-5.78389195,1.04636946,0.60451637,0.59580476,0.10521892,0.00191522,0.02266133,0.22386213
-5.77788894,1.06672279,0.61520455,0.61125081,0.10908205,0.00196499,0.02336874,0.22249263
-5.77188594,1.09340130,0.62949178,0.63049645,0.11367355,0.00202697,0.02422659,0.22218354
-5.76588294,1.12669274,0.64755259,0.65367598,0.11900871,0.00210161,0.02523908,0.22303996
-5.75987994,1.16663532,0.66941841,0.68077786,0.12507589,0.00218887,0.02640473,0.22511932
-5.75387694,1.21300340,0.69496927,0.71163641,0.13183505,0.00228823,0.02771607,0.22842840
-5.74787394,1.26530272,0.72393107,0.74592915,0.13921727,0.00239866,0.02915949,0.23292222
-5.74187094,1.32277562,0.75587858,0.78318002,0.14712543,0.00251865,0.03071542,0.23850495
-5.73586793,1.38441670,0.79024430,0.82276857,0.15543595,0.00264621,0.03235866,0.24503261
-5.72986493,1.44899831,0.82633311,0.86394513,0.16400157,0.00277896,0.03405894,0.25231774
-5.72386193,1.51510554,0.86334219,0.90585144,0.17265531,0.00291417,0.03578178,0.26013573
-5.71785893,1.58117935,0.90038569,0.94754626,0.18121525,0.00304884,0.03748943,0.26823258
-5.71185593,1.64556651,0.93652325,0.98803494,0.18949007,0.00317982,0.03914202,0.27633380
-5.70585293,1.70657450,0.97079124,1.02630203,0.19728525,0.00330390,0.04069884,0.28415427
-5.69984992,1.76252915,1.00223570,1.06134555,0.20440952,0.00341794,0.04211968,0.29140835
-5.69384692,1.81183295,1.02994550,1.09221172,0.21068142,0.00351895,0.04336614,0.29782017
-5.68784392,1.85302145,1.05308446,1.11802855,0.21593568,0.00360424,0.04440291,0.30313347
