energy_ev,total_up,In_p_up,In_d_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-6.00000000,4.10723928,0.13882934,0.00189721,0.34597785,1.64447288,0.96546979,1.44884460
-5.99399700,4.18748332,0.14243262,0.00193675,0.35212844,1.67524038,1.00213276,1.48384174
-5.98799400,4.27176187,0.14671819,0.00198034,0.35774500,1.70665891,1.04010272,1.51890405
-5.98199100,4.35826974,0.15162705,0.00202723,0.36268527,1.73799557,1.07872419,1.55330627
-5.97598799,4.44503091,0.15708046,0.00207650,0.36680925,1.76847822,1.11731265,1.58630252
-5.96998499,4.52994872,0.16298198,0.00212711,0.36998371,1.79731436,1.15516592,1.61714278
-5.96398199,4.61086132,0.16922033,0.00217791,0.37208661,1.82371076,1.19157656,1.64508965
-5.95797899,4.68560057,0.17567290,0.00222769,0.37301108,1.84689307,1.22584494,1.66943504
-5.95197599,4.75205207,0.18220966,0.00227520,0.37266896,1.86612509,1.25729297,1.68951628
-5.94597299,4.80821446,0.18869753,0.00231923,0.37099369,1.88072700,1.28527797,1.70473140
-5.93996998,4.85225550,0.19500465,0.00235862,0.36794254,1.89009211,1.30920641,1.71455304
-5.93396698,4.88256316,0.20100465,0.00239232,0.36349799,1.89370178,1.32854720,1.71854074
-5.92796398,4.89778973,0.20658051,0.00241941,0.35766834,1.89113792,1.34284388,1.71635126
-5.92196098,4.89688731,0.21162798,0.00243913,0.35048749,1.88209292,1.35172545,1.70774664
-5.91595798,4.87913346,0.21605825,0.00245092,0.34201393,1.86637660,1.35491532,1.69259964
-5.90995498,4.84414612,0.21979989,0.00245440,0.33232903,1.84392002,1.35223796,1.67089664
-5.90395198,4.79188728,0.22279995,0.00244940,0.32153468,1.81477616,1.34362297,1.64273752
-5.89794897,4.72265553,0.22502412,0.00243594,0.30975037,1.77911720,1.32910627,1.60833282
-5.89194597,4.63706787,0.22645616,0.00241423,0.29710989,1.73722882,1.30882834,1.56799798
-5.88594297,4.53603180,0.22709646,0.00238462,0.28375766,1.68950143,1.28302953,1.52214498
-5.87993997,4.42070905,0.22696009,0.00234764,0.26984498,1.63641882,1.25204244,1.47127147
-5.87393697,4.29247277,0.22607423,0.00230388,0.25552622,1.57854461,1.21628182,1.41594791
-5.86793397,4.15286002,0.22447546,0.00225405,0.24095503,1.51650686,1.17623234,1.35680302
-5.86193097,4.00352194,0.22220683,0.00219886,0.22628089,1.45098162,1.13243460,1.29450811
-5.85592796,3.84617373,0.21931505,0.00213906,0.21164591,1.38267584,1.08547023,1.22976084
-5.84992496,3.68254660,0.21584793,0.00207539,0.19718202,1.31231037,1.03594645,1.16326899
-5.84392196,3.51434375,0.21185224,0.00200853,0.18300873,1.24060365,0.98448093,1.09573491
-5.83791896,3.34320194,0.20737204,0.00193913,0.16923132,1.16825667,0.93168745,1.02784110
-5.83191596,3.17066012,0.20244756,0.00186775,0.15593967,1.09593974,0.87816304,0.96023752
