energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Se_s_up,Se_p_up
-5.45972986,2.35166427,0.00998750,0.39016262,0.88461751,1.14704334,0.01042896,0.57100928
-5.45372686,2.45003618,0.01099371,0.42253571,0.92577135,1.18900921,0.01093642,0.58647649
-5.44772386,2.56042844,0.01204365,0.45803306,0.97109382,1.23695175,0.01139914,0.60410499
-5.44172086,2.68178578,0.01312672,0.49644363,1.02027398,1.29037061,0.01180666,0.62363381
-5.43571786,2.81277124,0.01423075,0.53746524,1.07289923,1.34862656,0.01214966,0.64476953
-5.42971486,2.95178631,0.01534214,0.58070540,1.12845766,1.41095401,0.01242019,0.66719177
-5.42371186,3.09699895,0.01644616,0.62568548,1.18634303,1.47647722,0.01261185,0.69055903
-5.41770885,3.24637919,0.01752726,0.67184820,1.24586248,1.54423014,0.01272002,0.71451462
-5.41170585,3.39774187,0.01856943,0.71856864,1.30624720,1.61317934,0.01274194,0.73869301
-5.40570285,3.54879598,0.01955664,0.76516859,1.36666602,1.68224963,0.01267681,0.76272611
-5.39969985,3.69719941,0.02047332,0.81093393,1.42624170,1.75035165,0.01252575,0.78624990
-5.39369685,3.84061809,0.02130479,0.85513455,1.48406993,1.81641093,0.01229180,0.80891113
-5.38769385,3.97678766,0.02203775,0.89704612,1.53924042,1.87939732,0.01197975,0.83037401
-5.38169085,4.10357612,0.02266072,0.93597304,1.59085966,1.93835420,0.01159601,0.85032701
-5.37568784,4.21904507,0.02316447,0.97127141,1.63807470,1.99242625,0.01114832,0.86848943
-5.36968484,4.32150754,0.02354228,1.00237124,1.68009704,2.04088509,0.01064557,0.88461765
-5.36368184,4.40958007,0.02379027,1.02879682,1.71622593,2.08315154,0.01009742,0.89851094
-5.35767884,4.48222679,0.02390752,1.05018418,1.74587000,2.11881379,0.00951408,0.91001644
-5.35167584,4.53879361,0.02389611,1.06629496,1.76856637,2.14764074,0.00890592,0.91903323
-5.34567284,4.57903070,0.02376111,1.07702583,1.78399648,2.16958968,0.00828324,0.92551517
-5.33966983,4.60310224,0.02351035,1.08241300,1.79199773,2.18480812,0.00765594,0.92947234
-5.33366683,4.61158261,0.02315419,1.08263158,1.79257053,2.19362949,0.00703330,0.93097092
-5.32766383,4.60543896,0.02270516,1.07798973,1.78588035,2.19656283,0.00642379,0.93013139
-5.32166083,4.58600083,0.02217748,1.06891785,1.77225445,2.19427686,0.00583487,0.92712514
-5.31565783,4.55491785,0.02158662,1.05595342,1.75217371,2.18757902,0.00527289,0.92216935
-5.30965483,4.51410744,0.02094873,1.03972201,1.72625952,2.17739029,0.00474303,0.91552051
-5.30365183,4.46569453,0.02028011,1.02091556,1.69525657,2.16471700,0.00424926,0.90746667
-5.29764882,4.41194600,0.01959671,1.00026880,1.66001199,2.15062049,0.00379440,0.89831878
-5.29164582,4.35520247,0.01891358,0.97853495,1.62145188,2.13618612,0.00338011,0.88840147
-5.28564282,4.29781021,0.01824454,0.95646178,1.58055606,2.12249261,0.00300705,0.87804352
-5.27963982,4.24205565,0.01760172,0.93476888,1.53833196,2.11058275,0.00267491,0.86756863
-5.27363682,4.19010487,0.01699534,0.91412718,1.49578862,2.10143667,0.00238262,0.85728663
-5.26763382,4.14394985,0.01643354,0.89514133,1.45391161,2.09594805,0.00212843,0.84748548
-5.26163082,4.10536271,0.01592226,0.87833535,1.41363959,2.09490392,0.00191007,0.83842442
-5.25562781,4.07585886,0.01546527,0.86414203,1.37584308,2.09896837,0.00172488,0.83032820
-5.24962481,4.05666915,0.01506426,0.85289589,1.34130586,2.10866989,0.00156994,0.82338272
-5.24362181,4.04872081,0.01471898,0.84482984,1.31070923,2.12439241,0.00144220,0.81773189
-5.23761881,4.05262646,0.01442748,0.84007496,1.28461935,2.14636954,0.00133857,0.81347574
-5.23161581,4.06868025,0.01418636,0.83866324,1.26347747,2.17468160,0.00125601,0.81066958
-5.22561281,4.09686006,0.01399105,0.84053267,1.24759317,2.20925500,0.00119160,0.80932418
-5.21960980,4.13683465,0.01383611,0.84553405,1.23714025,2.24986347,0.00114260,0.80940658
-5.21360680,4.18797467,0.01371552,0.85343922,1.23215531,2.29613102,0.00110652,0.81084167
-5.20760380,4.24936705,0.01362294,0.86395003,1.23253874,2.34753619,0.00108108,0.81351417
-5.20160080,4.31983205,0.01355194,0.87670785,1.23805796,2.40341784,0.00106431,0.81727101
-5.19559780,4.39794298,0.01349625,0.89130311,1.24835299,2.46298255,0.00105448,0.82192413
-5.18959480,4.48204888,0.01344986,0.90728492,1.26294414,2.52531390,0.00105017,0.82725369
-5.18359180,4.57030033,0.01340723,0.92417045,1.28124195,2.58938420,0.00105024,0.83301173
-5.17758879,4.66067929,0.01336333,0.94145425,1.30255929,2.65406895,0.00105379,0.83892643
-5.17158579,4.75103325,0.01331374,0.95861742,1.32612572,2.71816462,0.00106023,0.84470708
-5.16558279,4.83911451,0.01325467,0.97513680,1.35110401,2.78040999,0.00106922,0.85004974
-5.15957979,4.92262455,0.01318302,0.99049423,1.37660869,2.83951110,0.00108070,0.85464387
-5.15357679,4.99926361,0.01309638,1.00418586,1.40172654,2.89416990,0.00109486,0.85817972
-5.14757379,5.06678477,0.01299304,1.01573173,1.42553852,2.94311600,0.00111220,0.86035653
-5.14157079,5.12305169,0.01287199,1.02468526,1.44714287,2.98514088,0.00113350,0.86089137
-5.13556778,5.16609820,0.01273295,1.03064280,1.46567863,3.01913362,0.00115984,0.85952833
-5.12956478,5.19418820,0.01257639,1.03325281,1.48034905,3.04411678,0.00119261,0.85604784
-5.12356178,5.20587316,0.01240349,1.03222458,1.49044407,3.05928108,0.00123354,0.85027568
-5.11755878,5.20004506,0.01221622,1.02733597,1.49536095,3.06401726,0.00128470,0.84209124
-5.11155578,5.17598207,0.01201726,1.01844003,1.49462248,3.05794356,0.00134847,0.83143469
-5.10555278,5.13338459,0.01181006,1.00547001,1.48789178,3.04092736,0.00142759,0.81831259
-5.09954977,5.07239951,0.01159876,0.98844255,1.47498313,3.01309973,0.00152509,0.80280157
-5.09354677,4.99363113,0.01138817,0.96745869,1.45586834,2.97486177,0.00164431,0.78504984
-5.08754377,4.89813752,0.01118366,0.94270265,1.43067825,2.92688221,0.00178882,0.76527628
-5.08154077,4.78741189,0.01099109,0.91443826,1.39969922,2.87008607,0.00196235,0.74376703
-5.07553777,4.66334939,0.01081666,0.88300294,1.36336474,2.80563436,0.00216875,0.72086972
-5.06953477,4.52820008,0.01066675,0.84879970,1.32224236,2.73489563,0.00241190,0.69698530
-5.06353177,4.38450988,0.01054775,0.81228695,1.27701652,2.65941029,0.00269554,0.67255793
-5.05752876,4.23505143,0.01046587,0.77396693,1.22846782,2.58084896,0.00302322,0.64806320
-5.05152576,4.08274771,0.01042691,0.73437276,1.17744972,2.50096641,0.00339813,0.62399508
-5.04552276,3.93059097,0.01043608,0.69405483,1.12486329,2.42155291,0.00382295,0.60085218
-5.03951976,3.78156024,0.01049781,0.65356685,1.07163126,2.34438462,0.00429974,0.57912368
-5.03351676,3.63854011,0.01061555,0.61345221,1.01867206,2.27117490,0.00482979,0.55927559
-5.02751376,3.50424375,0.01079160,0.57423088,0.96687490,2.20352815,0.00541347,0.54173773
-5.02151076,3.38114260,0.01102707,0.53638751,0.91707666,2.14289761,0.00605015,0.52689178
-5.01550775,3.27140471,0.01132171,0.50036083,0.87004129,2.09054846,0.00673806,0.51506090
-5.00950475,3.17684359,0.01167396,0.46653484,0.82644229,2.04752709,0.00747426,0.50650116
-5.00350175,3.09887851,0.01208094,0.43523191,0.78684861,2.01463728,0.00825458,0.50139491
-4.99749875,3.03850711,0.01253851,0.40670785,0.75171434,1.99242369,0.00907362,0.49984631
-4.99149575,2.99629029,0.01304145,0.38114903,0.72137213,1.98116275,0.00992479,0.50187907
-4.98549275,2.97234940,0.01358355,0.35867157,0.69603042,1.98086084,0.01080034,0.50743629
-4.97948974,2.96637489,0.01415790,0.33932236,0.67577411,1.99125948,0.01169154,0.51638244
-4.97348674,2.97764562,0.01475703,0.32308188,0.66056859,2.01184685,0.01258875,0.52850721
-4.96748374,3.00505769,0.01537327,0.30986852,0.65026656,2.04187522,0.01348163,0.54353123
-4.96148074,3.04716140,0.01599890,0.29954419,0.64461734,2.08038332,0.01435936,0.56111320
-4.95547774,3.10220495,0.01662647,0.29192103,0.64327811,2.12622305,0.01521084,0.58085844
-4.94947474,3.16818342,0.01724902,0.28676885,0.64582667,2.17808948,0.01602491,0.60232842
-4.94347174,3.24289147,0.01786028,0.28382308,0.65177524,2.23455345,0.01679065,0.62505108
-4.93746873,3.32397850,0.01845480,0.28279304,0.66058481,2.29409592,0.01749759,0.64853167
-4.93146573,3.40900461,0.01902812,0.28337022,0.67167973,2.35514316,0.01813596,0.67226377
-4.92546273,3.49549636,0.01957678,0.28523634,0.68446212,2.41610206,0.01869689,0.69574029
-4.91945973,3.58100089,0.02009834,0.28807112,0.69832579,2.47539486,0.01917265,0.71846417
-4.91345673,3.66313747,0.02059134,0.29155945,0.71266948,2.53149245,0.01955679,0.73995853
-4.90745373,3.73964542,0.02105515,0.29539796,0.72690913,2.58294579,0.01984425,0.75977605
-4.90145073,3.80842752,0.02148985,0.29930079,0.74048909,2.62841461,0.02003155,0.77750741
-4.89544772,3.86758825,0.02189602,0.30300458,0.75289212,2.66669308,0.02011676,0.79278858
-4.88944472,3.91546622,0.02227452,0.30627251,0.76364802,2.69673170,0.02009955,0.80530693
-4.88344172,3.95066032,0.02262629,0.30889750,0.77234102,2.71765527,0.01998120,0.81480593
-4.87743872,3.97204921,0.02295209,0.31070450,0.77861564,2.72877644,0.01976453,0.82108853
-4.87143572,3.97880416,0.02325229,0.31155191,0.78218125,2.72960468,0.01945379,0.82401909
-4.86543272,3.97039507,0.02352676,0.31133217,0.78281513,2.71985062,0.01905457,0.82352401
-4.85942971,3.94658991,0.02377468,0.30997158,0.78036419,2.69942569,0.01857365,0.81959104
-4.85342671,3.90744789,0.02399451,0.30742947,0.77474535,2.66843730,0.01801883,0.81226739
-4.84742371,3.85330688,0.02418397,0.30369668,0.76594456,2.62717982,0.01739873,0.80165681
-4.84142071,3.78476569,0.02434015,0.29879363,0.75401468,2.57612176,0.01672263,0.78791578
-4.83541771,3.70266196,0.02445959,0.29276785,0.73907214,2.51588968,0.01600028,0.77124892
-4.82941471,3.60804658,0.02453854,0.28569132,0.72129268,2.44724950,0.01524165,0.75190397
-4.82341171,3.50215550,0.02457318,0.27765744,0.70090612,2.37108586,0.01445680,0.73016627
-4.81740870,3.38638000,0.02455995,0.26877800,0.67819048,2.28838032,0.01365570,0.70635311
-4.81140570,3.26223622,0.02449588,0.25917997,0.65346540,2.20018909,0.01284803,0.68080811
-4.80540270,3.13133501,0.02437894,0.24900245,0.62708530,2.10762109,0.01204309,0.65389554
-4.79939970,2.99535276,0.02420838,0.23839356,0.59943214,2.01181692,0.01124963,0.62599496
-4.79339670,2.85600401,0.02398505,0.22750756,0.57090821,1.91392942,0.01047581,0.59749604
-4.78739370,2.71501616,0.02371165,0.21650215,0.54192888,1.81510612,0.00972908,0.56879376
-4.78139070,2.57410681,0.02339296,0.20553586,0.51291560,1.71647399,0.00901616,0.54028380
-4.77538769,2.43496359,0.02303595,0.19476570,0.48428910,1.61912657,0.00834299,0.51235828
-4.76938469,2.29922673,0.02264978,0.18434501,0.45646298,1.52411350,0.00771473,0.48540168
-4.76338169,2.16847378,0.02224577,0.17442144,0.42983767,1.43243231,0.00713579,0.45978687
-4.75737869,2.04420636,0.02183719,0.16513501,0.40479473,1.34502206,0.00660978,0.43587122
-4.75137569,1.92783835,0.02143899,0.15661643,0.38169162,1.26275865,0.00613960,0.41399269
-4.74537269,1.82068503,0.02106740,0.14898527,0.36085671,1.18645113,0.00572743,0.39446577
-4.73936968,1.72395252,0.02073947,0.14234838,0.34258464,1.11683868,0.00537476,0.37757725
-4.73336668,1.63872729,0.02047249,0.13679824,0.32713200,1.05458772,0.00508246,0.36358195
-4.72736368,1.56596513,0.02028346,0.13241129,0.31471316,1.00028875,0.00485073,0.35269811
-4.72136068,1.50647960,0.02018839,0.12924638,0.30549645,0.95445265,0.00467916,0.34510289
-4.71535768,1.46092978,0.02020171,0.12734324,0.29960060,0.91750617,0.00456675,0.34092784
-4.70935468,1.42980768,0.02033566,0.12672107,0.29709152,0.88978655,0.00451191,0.34025456
-4.70335168,1.41342566,0.02059973,0.12737733,0.29797959,0.87153552,0.00451243,0.34311095
-4.69734867,1.41190440,0.02100015,0.12928674,0.30221754,0.86289266,0.00456556,0.34946796
-4.69134567,1.42516247,0.02153958,0.13240070,0.30969921,0.86388874,0.00466797,0.35923745
-4.68534267,1.45290808,0.02221680,0.13664712,0.32025918,0.87443951,0.00481578,0.37227121
-4.67933967,1.49463429,0.02302661,0.14193080,0.33367376,0.89434038,0.00500460,0.38836147
-4.67333667,1.54961840,0.02395988,0.14813446,0.34966327,0.92326286,0.00522959,0.40724308
-4.66733367,1.61692661,0.02500372,0.15512037,0.36789593,0.96075323,0.00548550,0.42859754
-4.66133067,1.69542449,0.02614182,0.16273280,0.38799342,1.00623409,0.00576676,0.45205901
-4.65532766,1.78379389,0.02735496,0.17080108,0.40953814,1.05900942,0.00606758,0.47722208
-4.64932466,1.88055642,0.02862161,0.17914340,0.43208221,1.11827328,0.00638207,0.50365149
-4.64332166,1.98410334,0.02991861,0.18757113,0.45515792,1.18312255,0.00670434,0.53089330
-4.63731866,2.09273150,0.03122204,0.19589366,0.47828964,1.25257371,0.00702865,0.55848732
-4.63131566,2.20468431,0.03250799,0.20392355,0.50100658,1.32558329,0.00734957,0.58598041
-4.62531266,2.31819671,0.03375346,0.21148173,0.52285632,1.40107173,0.00766204,0.61294006
-4.61930965,2.43154262,0.03493714,0.21840273,0.54341827,1.47794984,0.00796158,0.63896780
-4.61330665,2.54308307,0.03604021,0.22453955,0.56231691,1.55514721,0.00824435,0.66371180
-4.60730365,2.65131334,0.03704696,0.22976801,0.57923394,1.63164139,0.00850723,0.68687817
-4.60130065,2.75490701,0.03794533,0.23399047,0.59391896,1.70648687,0.00874789,0.70824042
-4.59529765,2.85275523,0.03872731,0.23713863,0.60619817,1.77884259,0.00896485,0.72764662
-4.58929465,2.94399934,0.03938910,0.23917534,0.61598061,1.84799696,0.00915744,0.74502390
-4.58329165,3.02805552,0.03993113,0.24009537,0.62326156,1.91338916,0.00932578,0.76038009
-4.57728864,3.10463015,0.04035794,0.23992502,0.62812297,1.97462578,0.00947075,0.77380238
-4.57128564,3.17372524,0.04067777,0.23872068,0.63073075,2.03149202,0.00959386,0.78545308
-4.56528264,3.23563347,0.04090209,0.23656634,0.63132895,2.08395685,0.00969719,0.79556254
-4.55927964,3.29092308,0.04104493,0.23357020,0.63023109,2.13217175,0.00978322,0.80441969
-4.55327664,3.34041296,0.04112214,0.22986060,0.62780884,2.17646294,0.00985475,0.81236043
-4.54727364,3.38513902,0.04115056,0.22558131,0.62447869,2.21731738,0.00991473,0.81975458
-4.54127064,3.42631310,0.04114712,0.22088653,0.62068683,2.25536295,0.00996613,0.82699168
-4.53526763,3.46527606,0.04112800,0.21593575,0.61689321,2.29134345,0.01001187,0.83446648
-4.52926463,3.50344676,0.04110782,0.21088865,0.61355510,2.32608951,0.01005464,0.84256445
-4.52326163,3.54226897,0.04109887,0.20590030,0.61111101,2.36048638,0.01009690,0.85164806
-4.51725863,3.58315817,0.04111051,0.20111672,0.60996551,2.39543983,0.01014074,0.86204420
-4.51125563,3.62745011,0.04114867,0.19667108,0.61047551,2.43184151,0.01018791,0.87403309
-4.50525263,3.67635297,0.04121557,0.19268047,0.61293849,2.47053498,0.01023975,0.88783923
-4.49924962,3.73090470,0.04130952,0.18924338,0.61758316,2.51228371,0.01029725,0.90362431
-4.49324662,3.79193683,0.04142502,0.18643796,0.62456267,2.55774221,0.01036104,0.92148244
-4.48724362,3.86004581,0.04155295,0.18432094,0.63395060,2.60743115,0.01043142,0.94143760
-4.48124062,3.93557257,0.04168098,0.18292719,0.64573977,2.66171748,0.01050846,0.96344326
-4.47523762,4.01859059,0.04179413,0.18227001,0.65984370,2.72079999,0.01059204,0.98738401
-4.46923462,4.10890265,0.04187539,0.18234180,0.67610064,2.78470067,0.01068188,1.01307911
-4.46323162,4.20604568,0.04190651,0.18311526,0.69427970,2.85326208,0.01077765,1.04028749
-4.45722861,4.30930346,0.04186881,0.18454497,0.71408892,2.92615047,0.01087897,1.06871414
-4.45122561,4.41772609,0.04174403,0.18656920,0.73518464,3.00286435,0.01098550,1.09801749
-4.44522261,4.53015530,0.04151511,0.18911193,0.75718200,3.08274799,0.01109689,1.12781748
-4.43921961,4.64525445,0.04116697,0.19208502,0.77966588,3.16500898,0.01121288,1.15770410
-4.43321661,4.76154206,0.04068718,0.19539052,0.80220209,3.24873917,0.01133320,1.18724618
-4.42721361,4.87742743,0.04006648,0.19892288,0.82434827,3.33293792,0.01145761,1.21600016
-4.42121061,4.99124735,0.03929924,0.20257135,0.84566425,3.41653680,0.01158583,1.24351863
-4.41520760,5.10130276,0.03838363,0.20622224,0.86572173,3.49842474,0.01171748,1.26935871
-4.40920460,5.20589421,0.03732178,0.20976118,0.88411281,3.57747280,0.01185202,1.29308987
-4.40320160,5.30335550,0.03611965,0.21307539,0.90045758,3.65255785,0.01198868,1.31430143
-4.39719860,5.39208482,0.03478680,0.21605578,0.91441051,3.72258443,0.01212642,1.33260941
-4.39119560,5.47057276,0.03333608,0.21859908,0.92566567,3.78650456,0.01226381,1.34766292
-4.38519260,5.53742728,0.03178304,0.22060978,0.93396090,3.84333497,0.01239903,1.35914990
-4.37918959,5.59139510,0.03014545,0.22200195,0.93908088,3.89217192,0.01252982,1.36680233
-4.37318659,5.63137995,0.02844263,0.22270097,0.94085935,3.93220341,0.01265346,1.37040072
-4.36718359,5.65645747,0.02669477,0.22264493,0.93918037,3.96271921,0.01276677,1.36977791
-4.36118059,5.66588724,0.02492233,0.22178594,0.93397892,3.98311873,0.01286619,1.36482217
-4.35517759,5.65912191,0.02314536,0.22009102,0.92524069,3.99291725,0.01294780,1.35547938
-4.34917459,5.63581383,0.02138300,0.21754281,0.91300137,3.99175071,0.01300746,1.34175436
-4.34317159,5.59581912,0.01965294,0.21413981,0.89734520,3.97937937,0.01304088,1.32371118
-4.33716858,5.53919955,0.01797107,0.20989641,0.87840299,3.95569065,0.01304379,1.30147232
-4.33116558,5.46622196,0.01635115,0.20484238,0.85634955,3.92070111,0.01301207,1.27521677
-4.32516258,5.37735541,0.01480465,0.19902210,0.83140053,3.87455771,0.01294195,1.24517689
-4.31915958,5.27326569,0.01334067,0.19249338,0.80380867,3.81753827,0.01283011,1.21163412
-4.31315658,5.15480736,0.01196591,0.18532596,0.77385942,3.75005077,0.01267390,1.17491348
-4.30715358,5.02301282,0.01068480,0.17759971,0.74186609,3.67263147,0.01247141,1.13537708
