energy_ev,total_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,1.35091309,0.02799564,0.04923630,0.43414642,0.15983528,0.87275689,0.00000000,1.16634213,0.01903920
-5.99399700,1.36108288,0.02675382,0.04901706,0.44944358,0.15753803,0.88004665,0.00000000,1.18120957,0.01949242
-5.98799400,1.37467617,0.02559240,0.04884960,0.46653104,0.15550339,0.88956056,0.00000000,1.19827889,0.01996115
-5.98199100,1.39148458,0.02451119,0.04873462,0.48529389,0.15372292,0.90116232,0.00000000,1.21733355,0.02044425
-5.97598799,1.41130373,0.02350783,0.04867157,0.50560049,0.15218943,0.91472071,0.00000000,1.23819108,0.02094083
-5.96998499,1.43392837,0.02257815,0.04865865,0.52729940,0.15089706,0.93010608,0.00000000,1.26069568,0.02145009
-5.96398199,1.45914608,0.02171655,0.04869272,0.55021647,0.14984096,0.94718574,0.00000000,1.28470871,0.02197117
-5.95797899,1.48673045,0.02091631,0.04876929,0.57415253,0.14901683,0.96581900,0.00000000,1.31009818,0.02250302
-5.95197599,1.51643481,0.02016997,0.04888252,0.59888215,0.14842032,0.98585257,0.00000000,1.33672841,0.02304419
-5.94597299,1.54798743,0.01946961,0.04902521,0.62415373,0.14804646,1.00711684,0.00000000,1.36445079,0.02359278
-5.93996998,1.58108898,0.01880716,0.04918897,0.64969131,0.14788905,1.02942371,0.00000000,1.39309659,0.02414637
-5.93396698,1.61541294,0.01817464,0.04936437,0.67519811,0.14794027,1.05256636,0.00000000,1.42247240,0.02470201
-5.92796398,1.65060907,0.01756437,0.04954127,0.70036183,0.14819040,1.07632104,0.00000000,1.45235878,0.02525626
-5.92196098,1.68631016,0.01696921,0.04970918,0.72486164,0.14862776,1.10045108,0.00000000,1.48251202,0.02580532
-5.91595798,1.72214144,0.01638271,0.04985773,0.74837644,0.14923890,1.12471270,0.00000000,1.51266896,0.02634516
-5.90995498,1.75773227,0.01579923,0.04997724,0.77059410,0.15000893,1.14886238,0.00000000,1.54255433,0.02687174
-5.90395198,1.79272902,0.01521411,0.05005926,0.79122107,0.15092201,1.17266510,0.00000000,1.57188984,0.02738120
-5.89794897,1.82680821,0.01462366,0.05009716,0.80999189,0.15196199,1.19590281,0.00000000,1.60040429,0.02787007
-5.89194597,1.85968859,0.01402530,0.05008664,0.82667787,0.15311294,1.21838237,0.00000000,1.62784351,0.02833551
-5.88594297,1.89114119,0.01341753,0.05002622,0.84109452,0.15435971,1.23994214,0.00000000,1.65397925,0.02877543
-5.87993997,1.92099617,0.01279990,0.04991753,0.85310706,0.15568834,1.26045672,0.00000000,1.67861623,0.02918863
-5.87393697,1.94914568,0.01217301,0.04976547,0.86263384,0.15708623,1.27983902,0.00000000,1.70159632,0.02957486
-5.86793397,1.97554228,0.01153835,0.04957823,0.86964710,0.15854209,1.29803965,0.00000000,1.72279966,0.02993477
-5.86193097,2.00019259,0.01089827,0.04936705,0.87417128,0.16004564,1.31504320,0.00000000,1.74214235,0.03026980
-5.85592796,2.02314649,0.01025576,0.04914576,0.87627877,0.16158702,1.33086169,0.00000000,1.75957080,0.03058204
-5.84992496,2.04448229,0.00961437,0.04893021,0.87608338,0.16315601,1.34552550,0.00000000,1.77505316,0.03087398
-5.84392196,2.06428891,0.00897798,0.04873739,0.87373194,0.16474103,1.35907232,0.00000000,1.78856852,0.03114817
-5.83791896,2.08264616,0.00835068,0.04858458,0.86939456,0.16632813,1.37153501,0.00000000,1.80009466,0.03140696
-5.83191596,2.09960450,0.00773655,0.04848823,0.86325413,0.16789992,1.38292895,0.00000000,1.80959555,0.03165213
-5.82591296,2.11516579,0.00713954,0.04846295,0.85549572,0.16943459,1.39324025,0.00000000,1.81700953,0.03188454
-5.81990995,2.12926646,0.00656330,0.04852044,0.84629652,0.17090521,1.40241531,0.00000000,1.82223929,0.03210391
-5.81390695,2.14176446,0.00601108,0.04866854,0.83581701,0.17227922,1.41035295,0.00000000,1.82514469,0.03230852
-5.80790395,2.15243115,0.00548563,0.04891043,0.82419367,0.17351831,1.41689952,0.00000000,1.82553902,0.03249512
-5.80190095,2.16094883,0.00498911,0.04924401,0.81153398,0.17457878,1.42184778,0.00000000,1.82318939,0.03265885
-5.79589795,2.16691450,0.00452311,0.04966154,0.79791353,0.17541217,1.42493949,0.00000000,1.81782135,0.03279327
