energy_ev,total_up,As_p_up,As_d_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-5.60380190,2.71376887,0.46865662,0.00000000,0.70197950,1.73376707,0.02146386,0.72330748
-5.59779890,2.73630207,0.46611380,0.00000000,0.70526479,1.75657642,0.02022532,0.73420779
-5.59179590,2.76368262,0.46548901,0.00000000,0.71044622,1.78239466,0.01905124,0.74553039
-5.58579290,2.79452183,0.46653287,0.00000000,0.71689152,1.81031615,0.01794638,0.75690205
-5.57978989,2.82738597,0.46897284,0.00000000,0.72398157,1.83940390,0.01691375,0.76794932
-5.57378689,2.86085544,0.47252527,0.00000000,0.73113110,1.86872802,0.01595475,0.77831341
-5.56778389,2.89358318,0.47690708,0.00000000,0.73780758,1.89740377,0.01506946,0.78766505
-5.56178089,2.92434984,0.48184670,0.00000000,0.74354766,1.92462766,0.01425681,0.79571889
-5.55577789,2.95211360,0.48709373,0.00000000,0.74797052,1.94971003,0.01351490,0.80224661
-5.54977489,2.97605226,0.49242714,0.00000000,0.75078784,1.97210274,0.01284128,0.80708834
-5.54377189,2.99559614,0.49766147,0.00000000,0.75181007,1.99142090,0.01223321,0.81016165
-5.53776888,3.01045029,0.50265116,0.00000000,0.75094899,2.00745755,0.01168793,0.81146790
-5.53176588,3.02060519,0.50729266,0.00000000,0.74821652,2.02019095,0.01120287,0.81109538
-5.52576288,3.02633574,0.51152451,0.00000000,0.74372011,2.02978389,0.01077590,0.80921925
-5.51975988,3.02818847,0.51532549,0.00000000,0.73765501,2.03657555,0.01040540,0.80609818
-5.51375688,3.02695800,0.51871098,0.00000000,0.73029392,2.04106591,0.01009043,0.80206763
-5.50775388,3.02365372,0.52172789,0.00000000,0.72197463,2.04389374,0.00983077,0.79753024
-5.50175088,3.01945822,0.52444856,0.00000000,0.71308622,2.04580912,0.00962691,0.79294349
-5.49574787,3.01567952,0.52696380,0.00000000,0.70405448,2.04764158,0.00948004,0.78880514
-5.48974487,3.01369895,0.52937575,0.00000000,0.69532725,2.05026541,0.00939199,0.78563700
-5.48374187,3.01491692,0.53179069,0.00000000,0.68736013,2.05456342,0.00936510,0.78396752
-5.47773887,3.02069869,0.53431225,0.00000000,0.68060318,2.06139072,0.00940211,0.78431401
-5.47173587,3.03232215,0.53703536,0.00000000,0.67548887,2.07153979,0.00950601,0.78716480
-5.46573287,3.05092944,0.54004110,0.00000000,0.67242160,2.08570825,0.00967988,0.79296226
-5.45972986,3.07748399,0.54339264,0.00000000,0.67176905,2.10447033,0.00992673,0.80208697
-5.45372686,3.11273433,0.54713240,0.00000000,0.67385509,2.12825311,0.01024928,0.81484375
-5.44772386,3.15718547,0.55128036,0.00000000,0.67895450,2.15731811,0.01064987,0.83144986
-5.44172086,3.21107872,0.55583368,0.00000000,0.68728908,2.19174885,0.01113022,0.85202569
-5.43571786,3.27438007,0.56076719,0.00000000,0.69902505,2.23144462,0.01169133,0.87658841
-5.42971486,3.34677727,0.56603502,0.00000000,0.71427147,2.27612046,0.01233330,0.90504851
-5.42371186,3.42768531,0.57157283,0.00000000,0.73307932,2.32531321,0.01305526,0.93720955
-5.41770885,3.51625977,0.57730065,0.00000000,0.75544119,2.37839331,0.01385517,0.97277088
-5.41170585,3.61141739,0.58312612,0.00000000,0.78129114,2.43458178,0.01472984,1.01133348
-5.40570285,3.71186292,0.58894780,0.00000000,0.81050487,2.49297163,0.01567475,1.05240851
-5.39969985,3.81612126,0.59465857,0.00000000,0.84289994,2.55255300,0.01668409,1.09542846
-5.39369685,3.92257363,0.60014876,0.00000000,0.87823611,2.61224098,0.01775069,1.13976048
-5.38769385,4.02949678,0.60530904,0.00000000,0.91621604,2.67090520,0.01886605,1.18472138
-5.38169085,4.13510377,0.61003292,0.00000000,0.95648627,2.72740013,0.02002036,1.22959408
-5.37568784,4.23758526,0.61421877,0.00000000,0.99863891,2.78059500,0.02120256,1.27364469
-5.36968484,4.33515001,0.61777137,0.00000000,1.04221410,2.82940251,0.02240046,1.31613989
-5.36368184,4.42606352,0.62060299,0.00000000,1.08670365,2.87280517,0.02360087,1.35636403
-5.35767884,4.50868389,0.62263406,0.00000000,1.13155592,2.90987880,0.02478978,1.39363535
-5.35167584,4.58149401,0.62379343,0.00000000,1.17618228,2.93981218,0.02595255,1.42732101
-5.34567284,4.64312949,0.62401834,0.00000000,1.21996514,2.96192269,0.02707420,1.45685039
-5.33966983,4.69240189,0.62325423,0.00000000,1.26226775,2.97566754,0.02813964,1.48172634
-5.33366683,4.72831702,0.62145440,0.00000000,1.30244563,2.98065046,0.02913403,1.50153427
-5.32766383,4.75008840,0.61857976,0.00000000,1.33985944,2.97662417,0.03004312,1.51594881
-5.32166083,4.75714587,0.61459862,0.00000000,1.37388930,2.96348879,0.03085359,1.52473799
-5.31565783,4.74913989,0.60948670,0.00000000,1.40394987,2.94128671,0.03155342,1.52776518
-5.30965483,4.72594182,0.60322741,0.00000000,1.42950608,2.91019459,0.03213231,1.52498871
-5.30365183,4.68764078,0.59581243,0.00000000,1.45008882,2.87051306,0.03258198,1.51645945
-5.29764882,4.63453759,0.58724251,0.00000000,1.46531001,2.82265482,0.03289654,1.50231669
-5.29164582,4.56713617,0.57752869,0.00000000,1.47487658,2.76713191,0.03307275,1.48278245
-5.28564282,4.48613309,0.56669356,0.00000000,1.47860262,2.70454259,0.03311031,1.45815466
-5.27963982,4.39240524,0.55477281,0.00000000,1.47641915,2.63555840,0.03301197,1.42879934
-5.27363682,4.28699607,0.54181660,0.00000000,1.46838095,2.56091182,0.03278363,1.39514215
-5.26763382,4.17110040,0.52789100,0.00000000,1.45467007,2.48138454,0.03243434,1.35765945
-5.26163082,4.04604767,0.51307893,0.00000000,1.43559551,2.39779668,0.03197617,1.31686915
-5.25562781,3.91328372,0.49748090,0.00000000,1.41158903,2.31099664,0.03142401,1.27332135
-5.24962481,3.77435075,0.48121500,0.00000000,1.38319690,2.22185158,0.03079522,1.22758893
-5.24362181,3.63086548,0.46441636,0.00000000,1.35106771,2.13123821,0.03010923,1.18025826
-5.23761881,3.48449532,0.44723580,0.00000000,1.31593659,2.04003367,0.02938702,1.13191989
-5.23161581,3.33693261,0.42983773,0.00000000,1.27860617,1.94910618,0.02865052,1.08315940
-5.22561281,3.18986706,0.41239727,0.00000000,1.23992489,1.85930524,0.02792200,1.03454847
-5.21960980,3.04495678,0.39509666,0.00000000,1.20076345,1.77145127,0.02722335,0.98663609
-5.21360680,2.90379821,0.37812103,0.00000000,1.16199003,1.68632467,0.02657547,0.93994020
-5.20760380,2.76789582,0.36165374,0.00000000,1.12444546,1.60465428,0.02599752,0.89493969
-5.20160080,2.63863226,0.34587140,0.00000000,1.08891888,1.52710557,0.02550641,0.85206704
-5.19559780,2.51723996,0.33093880,0.00000000,1.05612520,1.45426879,0.02511621,0.81170167
-5.18959480,2.40477519,0.31700395,0.00000000,1.02668482,1.38664759,0.02483771,0.77416426
-5.18359180,2.30209563,0.30419358,0.00000000,1.00110675,1.32464860,0.02467817,0.73971223
-5.17758879,2.20984247,0.29260903,0.00000000,0.97977544,1.26857252,0.02464108,0.70853641
-5.17158579,2.12842797,0.28232307,0.00000000,0.96294206,1.21860724,0.02472614,0.68075942
-5.16558279,2.05802915,0.27337752,0.00000000,0.95072038,1.17482370,0.02492942,0.65643542
-5.15957979,1.99858836,0.26578198,0.00000000,0.94308742,1.13717466,0.02524354,0.63555175
-5.15357679,1.94982072,0.25951362,0.00000000,0.93988881,1.10549708,0.02565812,0.61803220
-5.14757379,1.91122868,0.25451818,0.00000000,0.94084844,1.07951797,0.02616022,0.60374193
-5.14157079,1.88212322,0.25071192,0.00000000,0.94558215,1.05886400,0.02673495,0.59249406
-5.13556778,1.86165111,0.24798474,0.00000000,0.95361451,1.04307459,0.02736608,0.58405741
-5.12956478,1.84882723,0.24620410,0.00000000,0.96439822,1.03161814,0.02803676,0.57816553
-5.12356178,1.84257084,0.24521962,0.00000000,0.97733507,1.02391096,0.02873009,0.57452633
-5.11755878,1.84174432,0.24486826,0.00000000,0.99179758,1.01933807,0.02942983,0.57283215
-5.11155578,1.84519279,0.24497972,0.00000000,1.00715042,1.01727519,0.03012091,0.57276985
-5.10555278,1.85178309,0.24538191,0.00000000,1.02277069,1.01711089,0.03078991,0.57403041
-5.09954977,1.86044037,0.24590627,0.00000000,1.03806630,1.01826803,0.03142544,0.57631786
-5.09354677,1.87018095,0.24639263,0.00000000,1.05249173,1.02022341,0.03201833,0.57935695
-5.08754377,1.88013987,0.24669360,0.00000000,1.06556071,1.02252491,0.03256178,0.58289948
-5.08154077,1.88959237,0.24667809,0.00000000,1.07685544,1.02480511,0.03305135,0.58672909
-5.07553777,1.89796822,0.24623417,0.00000000,1.08603229,1.02679098,0.03348475,0.59066417
-5.06953477,1.90485876,0.24527087,0.00000000,1.09282402,1.02830911,0.03386170,0.59455921
-5.06353177,1.91001651,0.24371915,0.00000000,1.09703867,1.02928625,0.03418351,0.59830440
-5.05752876,1.91334772,0.24153201,0.00000000,1.09855575,1.02974536,0.03445272,0.60182382
-5.05152576,1.91489860,0.23868372,0.00000000,1.09732008,1.02979724,0.03467272,0.60507230
-5.04552276,1.91483629,0.23516840,0.00000000,1.09333391,1.02962848,0.03484723,0.60803150
-5.03951976,1.91342576,0.23099801,0.00000000,1.08664816,1.02948631,0.03497994,0.61070534
-5.03351676,1.91100424,0.22619996,0.00000000,1.07735319,1.02966131,0.03507411,0.61311517
-5.02751376,1.90795452,0.22081438,0.00000000,1.06556998,1.03046883,0.03513224,0.61529518
-5.02151076,1.90467883,0.21489140,0.00000000,1.05144193,1.03223039,0.03515583,0.61728815
-5.01550775,1.90157459,0.20848838,0.00000000,1.03512808,1.03525579,0.03514520,0.61914198
-5.00950475,1.89901336,0.20166735,0.00000000,1.01679767,1.03982712,0.03509944,0.62090709
-5.00350175,1.89732393,0.19449270,0.00000000,0.99662640,1.04618530,0.03501639,0.62263478
-4.99749875,1.89678031,0.18702922,0.00000000,0.97479436,1.05451992,0.03489276,0.62437672
-4.99149575,1.89759492,0.17934050,0.00000000,0.95148543,1.06496274,0.03472429,0.62618531
-4.98549275,1.89991711,0.17148775,0.00000000,0.92688799,1.07758500,0.03450598,0.62811495
-4.97948974,1.90383662,0.16352901,0.00000000,0.90119667,1.09239856,0.03423240,0.63022393
-4.97348674,1.90939144,0.15551868,0.00000000,0.87461462,1.10936058,0.03389796,0.63257669
-4.96748374,1.91657921,0.14750739,0.00000000,0.84735617,1.12838118,0.03349730,0.63524625
-4.96148074,1.92537112,0.13954214,0.00000000,0.81964933,1.14933345,0.03302562,0.63831646
-4.95547774,1.93572721,0.13166659,0.00000000,0.79173782,1.17206503,0.03247899,0.64188377
-4.94947474,1.94761174,0.12392150,0.00000000,0.76388249,1.19641038,0.03185464,0.64605842
-4.94347174,1.96100766,0.11634526,0.00000000,0.73636174,1.22220282,0.03115127,0.65096461
-4.93746873,1.97592890,0.10897441,0.00000000,0.70947098,1.24928558,0.03036923,0.65673977
-4.93146573,1.99242978,0.10184412,0.00000000,0.68352087,1.27752099,0.02951066,0.66353260
-4.92546273,2.01061061,0.09498870,0.00000000,0.65883454,1.30679736,0.02857964,0.67150005
-4.91945973,2.03061931,0.08844188,0.00000000,0.63574367,1.33703298,0.02758218,0.68080321
-4.91345673,2.05264858,0.08223717,0.00000000,0.61458362,1.36817709,0.02652617,0.69160218
-4.90745373,2.07692888,0.07640793,0.00000000,0.59568776,1.40020776,0.02542132,0.70405016
-4.90145073,2.10371746,0.07098747,0.00000000,0.57938096,1.43312690,0.02427895,0.71828694
-4.89544772,2.13328401,0.06600898,0.00000000,0.56597272,1.46695273,0.02311179,0.73443207
-4.88944472,2.16589363,0.06150529,0.00000000,0.55574973,1.50171018,0.02193370,0.75257784
-4.88344172,2.20178799,0.05750868,0.00000000,0.54896831,1.53741998,0.02075938,0.77278254
-4.87743872,2.24116570,0.05405039,0.00000000,0.54584675,1.57408704,0.01960400,0.79506410
-4.87143572,2.28416272,0.05116021,0.00000000,0.54655773,1.61168880,0.01848283,0.81939445
-4.86543272,2.33083393,0.04886584,0.00000000,0.55122107,1.65016452,0.01741094,0.84569484
-4.85942971,2.38113672,0.04719226,0.00000000,0.55989689,1.68940578,0.01640281,0.87383228
-4.85342671,2.43491735,0.04616094,0.00000000,0.57257949,1.72924911,0.01547196,0.90361732
-4.84742371,2.49190084,0.04578904,0.00000000,0.58919214,1.76947096,0.01463074,0.93480331
-4.84142071,2.55168495,0.04608853,0.00000000,0.60958304,1.80978541,0.01388999,0.96708727
-4.83541771,2.61373849,0.04706529,0.00000000,0.63352275,1.84984472,0.01325888,1.00011238
-4.82941471,2.67740436,0.04871819,0.00000000,0.66070326,1.88924287,0.01274474,1.03347224
-4.82341171,2.74190728,0.05103823,0.00000000,0.69073911,1.92752180,0.01235298,1.06671682
-4.81740870,2.80636604,0.05400767,0.00000000,0.72317071,1.96418023,0.01208707,1.09936001
-4.81140570,2.86981022,0.05759939,0.00000000,0.75746999,1.99868482,0.01194858,1.13088887
-4.80540270,2.93120074,0.06177629,0.00000000,0.79304864,2.03048301,0.01193723,1.16077420
-4.79939970,2.98945399,0.06649094,0.00000000,0.82926883,2.05901743,0.01205113,1.18848237
-4.79339670,3.04346860,0.07168548,0.00000000,0.86545635,2.08374105,0.01228687,1.21348823
-4.78739370,3.09215444,0.07729179,0.00000000,0.90091605,2.10413289,0.01263984,1.23528856
-4.78139070,3.13446272,0.08323202,0.00000000,0.93494909,2.11971354,0.01310441,1.25341589
-4.77538769,3.16941650,0.08941937,0.00000000,0.96687167,2.13006008,0.01367425,1.26745230
-4.76938469,3.19614054,0.09575935,0.00000000,0.99603454,2.13481998,0.01434255,1.27704252
-4.76338169,3.21388949,0.10215126,0.00000000,1.02184269,2.13372349,0.01510233,1.28190616
-4.75737869,3.22207353,0.10849010,0.00000000,1.04377453,2.12659408,0.01594662,1.28184834
-4.75137569,3.22028040,0.11466872,0.00000000,1.06139958,2.11335664,0.01686867,1.27676840
-4.74537269,3.20829297,0.12058021,0.00000000,1.07439412,2.09404313,0.01786214,1.26666624
-4.73936968,3.18610162,0.12612039,0.00000000,1.08255397,2.06879540,0.01892118,1.25164596
-4.73336668,3.15391079,0.13119052,0.00000000,1.08580379,2.03786510,0.02004050,1.23191638
-4.72736368,3.11213913,0.13569982,0.00000000,1.08420231,2.00161047,0.02121539,1.20778860
-4.72136068,3.06141332,0.13956794,0.00000000,1.07794333,1.96049017,0.02244168,1.17967017
-4.71535768,3.00255527,0.14272725,0.00000000,1.06735210,1.91505417,0.02371564,1.14805631
-4.70935468,2.93656309,0.14512471,0.00000000,1.05287719,1.86593186,0.02503388,1.11351814
-4.70335168,2.86458635,0.14672339,0.00000000,1.03507804,1.81381781,0.02639320,1.07668841
-4.69734867,2.78789627,0.14750348,0.00000000,1.01460856,1.75945541,0.02779039,1.03824516
-4.69134567,2.70785176,0.14746278,0.00000000,0.99219727,1.70361887,0.02922209,0.99889376
-4.68534267,2.62586246,0.14661659,0.00000000,0.96862476,1.64709423,0.03068457,0.95934801
-4.67933967,2.54334986,0.14499708,0.00000000,0.94469907,1.59065976,0.03217355,0.92031096
-4.67333667,2.46170786,0.14265204,0.00000000,0.92122999,1.53506641,0.03368405,0.88245598
-4.66733367,2.38226395,0.13964315,0.00000000,0.89900310,1.48101896,0.03521027,0.84640876
-4.66133067,2.30624236,0.13604383,0.00000000,0.87875435,1.42915835,0.03674544,0.81273085
-4.65532766,2.23473021,0.13193674,0.00000000,0.86114613,1.38004571,0.03828176,0.78190513
-4.64932466,2.16864792,0.12741095,0.00000000,0.84674555,1.33414870,0.03981032,0.75432377
-4.64332166,2.10872452,0.12255912,0.00000000,0.83600566,1.29183045,0.04132113,0.73027883
-4.63731866,2.05547891,0.11747455,0.00000000,0.82925017,1.25334149,0.04280312,0.70995593
-4.63131566,2.00920736,0.11224840,0.00000000,0.82666224,1.21881488,0.04424416,0.69343098
-4.62531266,1.96997787,0.10696710,0.00000000,0.82827766,1.18826479,0.04563120,0.68067003
-4.61930965,1.93763134,0.10171009,0.00000000,0.83398268,1.16158848,0.04695034,0.67153225
-4.61330665,1.91178972,0.09654796,0.00000000,0.84351661,1.13857169,0.04818705,0.66577591
-4.60730365,1.89187075,0.09154101,0.00000000,0.85647914,1.11889738,0.04932630,0.66306703
-4.60130065,1.87710911,0.08673834,0.00000000,0.87234230,1.10215745,0.05035284,0.66299070
-4.59529765,1.86658310,0.08217748,0.00000000,0.89046653,1.08786722,0.05125145,0.66506441
-4.58929465,1.85924631,0.07788441,0.00000000,0.91012074,1.07548232,0.05200725,0.66875331
-4.58329165,1.85396322,0.07387417,0.00000000,0.93050539,1.06441731,0.05260608,0.67348681
-4.57728864,1.84954768,0.07015180,0.00000000,0.95077814,1.05406562,0.05303485,0.67867604
-4.57128564,1.84480300,0.06671364,0.00000000,0.97008116,1.04382023,0.05328195,0.68373180
-4.56528264,1.83856242,0.06354895,0.00000000,0.98756906,1.03309418,0.05333768,0.68808226
-4.55927964,1.82972845,0.06064165,0.00000000,1.00243662,1.02134053,0.05319467,0.69119004
-4.55327664,1.81730988,0.05797214,0.00000000,1.01394522,1.00807082,0.05284827,0.69256810
-4.54727364,1.80045494,0.05551916,0.00000000,1.02144696,0.99287150,0.05229691,0.69179378
-4.54127064,1.77847948,0.05326153,0.00000000,1.02440562,0.97541768,0.05154243,0.68852070
-4.53526763,1.75088907,0.05117970,0.00000000,1.02241359,0.95548365,0.05059030,0.68248798
-4.52926463,1.71739413,0.04925710,0.00000000,1.01520414,0.93294977,0.04944973,0.67352652
-4.52326163,1.67791750,0.04748117,0.00000000,1.00265844,0.90780546,0.04813371,0.66156211
-4.51725863,1.63259422,0.04584406,0.00000000,0.98480736,0.88014814,0.04665890,0.64661523
-4.51125563,1.58176336,0.04434297,0.00000000,0.96182761,0.85017814,0.04504537,0.62879764
-4.50525263,1.52595253,0.04298021,0.00000000,0.93403289,0.81818979,0.04331621,0.60830587
-4.49924962,1.46585554,0.04176277,0.00000000,0.90186013,0.78455912,0.04149706,0.58541198
-4.49324662,1.40230421,0.04070175,0.00000000,0.86585172,0.74972855,0.03961549,0.56045189
-4.48724362,1.33623570,0.03981137,0.00000000,0.82663442,0.71418932,0.03770024,0.53381189
-4.48124062,1.26865657,0.03910783,0.00000000,0.78489602,0.67846241,0.03578048,0.50591389
-4.47523762,1.20060520,0.03860800,0.00000000,0.74136068,0.64307857,0.03388500,0.47719997
-4.46923462,1.13311421,0.03832801,0.00000000,0.69676409,0.60855847,0.03204133,0.44811697
-4.46323162,1.06717417,0.03828183,0.00000000,0.65182944,0.57539375,0.03027501,0.41910163
-4.45722861,1.00370036,0.03847986,0.00000000,0.60724515,0.54402949,0.02860881,0.39056696
-4.45122561,0.94350355,0.03892768,0.00000000,0.56364517,0.51484917,0.02706211,0.36289022
-4.44522261,0.88726598,0.03962501,0.00000000,0.52159249,0.48816221,0.02565041,0.33640296
-4.43921961,0.83552337,0.04056481,0.00000000,0.48156643,0.46419494,0.02438489,0.31138345
-4.43321661,0.78865324,0.04173276,0.00000000,0.44395381,0.44308492,0.02327227,0.28805159
-4.42721361,0.74686997,0.04310701,0.00000000,0.40904422,0.42487900,0.02231471,0.26656635
-4.42121061,0.71022642,0.04465832,0.00000000,0.37702926,0.40953486,0.02150997,0.24702579
-4.41520760,0.67862164,0.04635046,0.00000000,0.34800545,0.39692604,0.02085168,0.22946933
-4.40920460,0.65181431,0.04814102,0.00000000,0.32198041,0.38685002,0.02032980,0.21388212
-4.40320160,0.62944086,0.04998250,0.00000000,0.29888178,0.37903902,0.01993116,0.20020121
-4.39719860,0.61103752,0.05182367,0.00000000,0.27856836,0.37317290,0.01964018,0.18832308
-4.39119560,0.59606513,0.05361114,0.00000000,0.26084276,0.36889366,0.01943960,0.17811206
-4.38519260,0.58393560,0.05529107,0.00000000,0.24546489,0.36582094,0.01931131,0.16940951
-4.37918959,0.57403895,0.05681099,0.00000000,0.23216584,0.36356774,0.01923716,0.16204296
-4.37318659,0.56576982,0.05812161,0.00000000,0.22066136,0.36175594,0.01919976,0.15583521
-4.36718359,0.55855242,0.05917851,0.00000000,0.21066463,0.36003085,0.01918325,0.15061276
-4.36118059,0.55186307,0.05994375,0.00000000,0.20189774,0.35807438,0.01917395,0.14621346
-4.35517759,0.54524950,0.06038722,0.00000000,0.19410166,0.35561635,0.01916094,0.14249305
-4.34917459,0.53834649,0.06048769,0.00000000,0.18704440,0.35244349,0.01913647,0.13933045
-4.34317159,0.53088724,0.06023362,0.00000000,0.18052724,0.34840612,0.01909627,0.13663164
-4.33716858,0.52271044,0.05962354,0.00000000,0.17438899,0.34342207,0.01903969,0.13433214
-4.33116558,0.51376284,0.05866607,0.00000000,0.16850825,0.33747802,0.01896963,0.13239801
-4.32516258,0.50409763,0.05737969,0.00000000,0.16280390,0.33062829,0.01889240,0.13082551
-4.31915958,0.49386883,0.05579201,0.00000000,0.15723386,0.32299124,0.01881734,0.12963941
-4.31315658,0.48332205,0.05393888,0.00000000,0.15179240,0.31474349,0.01875640,0.12889017
-4.30715358,0.47278239,0.05186316,0.00000000,0.14650623,0.30611240,0.01872352,0.12865021
