energy_ev,total_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.78989495,1.47684581,0.00245653,0.14752920,0.55336153,0.68557413,0.00429197,0.48157043,0.47421774,0.16407921
-5.78389195,1.40420154,0.00245580,0.13873263,0.51579064,0.65618727,0.00407744,0.45638341,0.45521970,0.15505128
-5.77788894,1.33335021,0.00246341,0.13002285,0.47918910,0.62753788,0.00388314,0.43178709,0.43654822,0.14625962
-5.77188594,1.26479847,0.00247816,0.12147583,0.44386675,0.59982600,0.00370932,0.40796588,0.41838764,0.13773978
-5.76588294,1.19901132,0.00249867,0.11316411,0.41010331,0.57322981,0.00355599,0.38508864,0.40090977,0.12952832
-5.75987994,1.13641185,0.00252344,0.10515626,0.37814757,0.54790587,0.00342302,0.36330911,0.38427472,0.12166237
-5.75387694,1.07738291,0.00255084,0.09751661,0.34821780,0.52399046,0.00331015,0.34276688,0.36863239,0.11417914
-5.74787394,1.02227035,0.00257923,0.09030499,0.32050315,0.50160181,0.00321706,0.32358875,0.35412419,0.10711563
-5.74187094,0.97138718,0.00260694,0.08357662,0.29516557,0.48084304,0.00314337,0.30589033,0.34088487,0.10050814
-5.73586793,0.92501801,0.00263241,0.07738204,0.27234227,0.46180526,0.00308870,0.28977756,0.32904416,0.09439196
-5.72986493,0.88342327,0.00265417,0.07176700,0.25214814,0.44457073,0.00305271,0.27534805,0.31872803,0.08880092
-5.72386193,0.84684247,0.00267101,0.06677240,0.23467817,0.42921566,0.00303505,0.26269198,0.31005938,0.08376698
-5.71785893,0.81549634,0.00268195,0.06243411,0.22000936,0.41581234,0.00303545,0.25189255,0.30315794,0.07931972
-5.71185593,0.78958715,0.00268633,0.05878279,0.20820232,0.40443046,0.00305362,0.24302578,0.29813943,0.07548575
-5.70585293,0.76929727,0.00268384,0.05584365,0.19930209,0.39513735,0.00308929,0.23615971,0.29511381,0.07228815
-5.69984992,0.75478566,0.00267454,0.05363606,0.19333841,0.38799713,0.00314216,0.23135300,0.29418262,0.06974578
-5.69384692,0.74618254,0.00265887,0.05217328,0.19032525,0.38306871,0.00321186,0.22865281,0.29543560,0.06787249
-5.68784392,0.74358229,0.00263763,0.05146195,0.19025975,0.38040271,0.00329787,0.22809238,0.29894659,0.06667644
-5.68184092,0.74703492,0.00261196,0.05150176,0.19312055,0.38003746,0.00339951,0.22968806,0.30476896,0.06615931
-5.67583792,0.75653667,0.00258330,0.05228493,0.19886571,0.38199426,0.00351589,0.23343620,0.31293068,0.06631555
-5.66983492,0.77202011,0.00255329,0.05379589,0.20743030,0.38627222,0.00364582,0.23930995,0.32342940,0.06713172
-5.66383192,0.79334443,0.00252375,0.05601088,0.21872382,0.39284296,0.00378780,0.24725622,0.33622774,0.06858587
-5.65782891,0.82028656,0.00249657,0.05889769,0.23262768,0.40164552,0.00394000,0.25719293,0.35124902,0.07064713
-5.65182591,0.85253365,0.00247364,0.06241549,0.24899287,0.41258181,0.00410022,0.26900676,0.36837383,0.07327543
-5.64582291,0.88967769,0.00245676,0.06651476,0.26763801,0.42551301,0.00426592,0.28255165,0.38743757,0.07642137
-5.63981991,0.93121257,0.00244753,0.07113741,0.28834799,0.44025715,0.00443422,0.29764806,0.40822923,0.08002644
-5.63381691,0.97653429,0.00244731,0.07621699,0.31087338,0.45658814,0.00460196,0.31408323,0.43049162,0.08402343
-5.62781391,1.02494445,0.00245716,0.08167921,0.33493065,0.47423648,0.00476574,0.33161260,0.45392312,0.08833710
-5.62181091,1.07565725,0.00247772,0.08744252,0.36020349,0.49289172,0.00492202,0.34996221,0.47818108,0.09288516
-5.61580790,1.12781011,0.00250923,0.09341898,0.38634524,0.51220675,0.00506720,0.36883233,0.50288681,0.09757953
-5.60980490,1.18047769,0.00255151,0.09951536,0.41298239,0.53180385,0.00519769,0.38790220,0.52763204,0.10232781
-5.60380190,1.23268914,0.00260388,0.10563433,0.43971934,0.55128230,0.00531007,0.40683570,0.55198691,0.10703504
-5.59779890,1.28344794,0.00266527,0.11167601,0.46614430,0.57022744,0.00540118,0.42528798,0.57550896,0.11160556
-5.59179590,1.33175404,0.00273417,0.11753956,0.49183616,0.58822080,0.00546819,0.44291275,0.59775315,0.11594506
-5.58579290,1.37662735,0.00280870,0.12312499,0.51637232,0.60485099,0.00550873,0.45937013,0.61828243,0.11996272
-5.57978989,1.41713203,0.00288668,0.12833503,0.53933729,0.61972499,0.00552097,0.47433466,0.63667850,0.12357328
-5.57378689,1.45240061,0.00296570,0.13307716,0.56033168,0.63247934,0.00550366,0.48750340,0.65255249,0.12669915
-5.56778389,1.48165722,0.00304316,0.13726553,0.57898147,0.64279095,0.00545619,0.49860374,0.66555508,0.12927228
-5.56178089,1.50423901,0.00311641,0.14082295,0.59494720,0.65038702,0.00537860,0.50740060,0.67538581,0.13123599
-5.55577789,1.51961508,0.00318280,0.14368271,0.60793277,0.65505375,0.00527160,0.51370296,0.68180107,0.13254636
-5.54977489,1.52740220,0.00323981,0.14579024,0.61769347,0.65664352,0.00513650,0.51736924,0.68462070,0.13317350
-5.54377189,1.52737673,0.00328508,0.14710457,0.62404298,0.65508030,0.00497520,0.51831151,0.68373277,0.13310228
-5.53776888,1.51948232,0.00331652,0.14759949,0.62685910,0.65036303,0.00479012,0.51649828,0.67909644,0.13233288
-5.53176588,1.50383305,0.00333237,0.14726432,0.62608777,0.64256696,0.00458409,0.51195581,0.67074287,0.13088073
-5.52576288,1.48071196,0.00333128,0.14610437,0.62174537,0.63184278,0.00436030,0.50476773,0.65877400,0.12877621
-5.51975988,1.45056490,0.00331230,0.14414093,0.61391904,0.61841369,0.00412215,0.49507324,0.64335939,0.12606385
-5.51375688,1.41398992,0.00327493,0.14141084,0.60276504,0.60257050,0.00387320,0.48306358,0.62473112,0.12280118
-5.50775388,1.37172257,0.00321917,0.13796565,0.58850498,0.58466484,0.00361702,0.46897720,0.60317713,0.11905725
-5.50175088,1.32461758,0.00314542,0.13387035,0.57142025,0.56510083,0.00335712,0.45309355,0.57903300,0.11491083
-5.49574787,1.27362740,0.00305456,0.12920168,0.55184470,0.54432546,0.00309689,0.43572580,0.55267268,0.11044838
-5.48974487,1.21977849,0.00294781,0.12404622,0.53015567,0.52281789,0.00283945,0.41721267,0.52449840,0.10576182
-5.48374187,1.16414598,0.00282678,0.11849806,0.50676402,0.50107816,0.00258767,0.39790967,0.49493018,0.10094619
-5.47773887,1.10782747,0.00269334,0.11265641,0.48210310,0.47961557,0.00234408,0.37818000,0.46439522,0.09609730
-5.47173587,1.05191683,0.00254959,0.10662304,0.45661744,0.45893698,0.00211083,0.35838542,0.43331761,0.09130934
-5.46573287,0.99747887,0.00239775,0.10049970,0.43075121,0.43953557,0.00188973,0.33887731,0.40210859,0.08667266
-5.45972986,0.94552532,0.00224016,0.09438566,0.40493711,0.42188015,0.00168217,0.31998828,0.37115781,0.08227163
-5.45372686,0.89699317,0.00207914,0.08837531,0.37958595,0.40640539,0.00148922,0.30202449,0.34082560,0.07818281
-5.44772386,0.85272553,0.00191696,0.08255608,0.35507723,0.39350315,0.00131158,0.28525903,0.31143667,0.07447327
-5.44172086,0.81345581,0.00175578,0.07700664,0.33175111,0.38351516,0.00114962,0.26992630,0.28327522,0.07119938
-5.43571786,0.77979531,0.00159760,0.07179537,0.30990192,0.37672707,0.00100347,0.25621777,0.25658156,0.06840576
-5.42971486,0.75222451,0.00144420,0.06697936,0.28977337,0.37336401,0.00087299,0.24427912,0.23155026,0.06612474
-5.42371186,0.73108815,0.00129716,0.06260364,0.27155562,0.37358773,0.00075786,0.23420870,0.20832976,0.06437614
-5.41770885,0.71659404,0.00115779,0.05870100,0.25538405,0.37749520,0.00065762,0.22605751,0.18702336,0.06316738
-5.41170585,0.70881535,0.00102715,0.05529206,0.24133993,0.38511871,0.00057167,0.21983043,0.16769131,0.06249397
-5.40570285,0.70769625,0.00090605,0.05238581,0.22945264,0.39642729,0.00049936,0.21548884,0.15035406,0.06234041
-5.39969985,0.71306043,0.00079506,0.04998039,0.21970333,0.41132941,0.00043999,0.21295425,0.13499620,0.06268122
-5.39369685,0.72462209,0.00069452,0.04806428,0.21202992,0.42967674,0.00039285,0.21211304,0.12157106,0.06348236
-5.38769385,0.74199907,0.00060457,0.04661756,0.20633300,0.45126877,0.00035725,0.21282193,0.11000567,0.06470279
-5.38169085,0.76472736,0.00052521,0.04561346,0.20248252,0.47585833,0.00033251,0.21491411,0.10020587,0.06629616
-5.37568784,0.79227675,0.00045627,0.04501990,0.20032495,0.50315754,0.00031800,0.21820569,0.09206141,0.06821262
-5.36968484,0.82406695,0.00039748,0.04480118,0.19969051,0.53284426,0.00031315,0.22250241,0.08545089,0.07040058
-5.36368184,0.85948380,0.00034853,0.04491953,0.20040046,0.56456884,0.00031742,0.22760622,0.08024629,0.07280850
-5.35767884,0.89789508,0.00030904,0.04533665,0.20227394,0.59796097,0.00033034,0.23332172,0.07631709,0.07538651
-5.35167584,0.93866563,0.00027862,0.04601508,0.20513435,0.63263664,0.00035148,0.23946203,0.07353393,0.07808789
-5.34567284,0.98117138,0.00025692,0.04691940,0.20881490,0.66820507,0.00038043,0.24585410,0.07177153,0.08087034
-5.33966983,1.02481200,0.00024360,0.04801724,0.21316335,0.70427548,0.00041685,0.25234325,0.07091120,0.08369699
-5.33366683,1.06902214,0.00023839,0.04928003,0.21804571,0.74046376,0.00046037,0.25879675,0.07084259,0.08653715
-5.32766383,1.11328085,0.00024110,0.05068353,0.22334885,0.77639892,0.00051069,0.26510643,0.07146493,0.08936669
-5.32166083,1.15711934,0.00025158,0.05220808,0.22898198,0.81172922,0.00056747,0.27119024,0.07268776,0.09216822
-5.31565783,1.20012682,0.00026978,0.05383861,0.23487706,0.84612806,0.00063039,0.27699267,0.07443109,0.09493086
-5.30965483,1.24195453,0.00029574,0.05556443,0.24098810,0.87929929,0.00069911,0.28248419,0.07662518,0.09764979
-5.30365183,1.28231790,0.00032955,0.05737879,0.24728950,0.91098215,0.00077328,0.28765960,0.07920998,0.10032555
-5.29764882,1.32099688,0.00037136,0.05927826,0.25377347,0.94095540,0.00085253,0.29253553,0.08213419,0.10296305
-5.29164582,1.35783453,0.00042135,0.06126198,0.26044682,0.96904068,0.00093647,0.29714710,0.08535420,0.10557046
-5.28564282,1.39273393,0.00047974,0.06333078,0.26732713,0.99510492,0.00102467,0.30154400,0.08883278,0.10815802
-5.27963982,1.42565346,0.00054673,0.06548628,0.27443861,1.01906150,0.00111671,0.30578615,0.09253778,0.11073669
-5.27363682,1.45660066,0.00062249,0.06772994,0.28180784,1.04087018,0.00121210,0.30993903,0.09644064,0.11331692
-5.26763382,1.48562475,0.00070713,0.07006218,0.28945957,1.06053545,0.00131034,0.31406915,0.10051513,0.11590734
-5.26163082,1.51280806,0.00080065,0.07248158,0.29741283,1.07810349,0.00141090,0.31823952,0.10473601,0.11851371
-5.25562781,1.53825654,0.00090292,0.07498420,0.30567752,1.09365740,0.00151319,0.32250572,0.10907786,0.12113793
-5.24962481,1.56208972,0.00101368,0.07756310,0.31425166,1.10731105,0.00161660,0.32691235,0.11351413,0.12377734
-5.24362181,1.58443031,0.00113244,0.08020797,0.32311939,1.11920143,0.00172045,0.33149036,0.11801633,0.12642418
-5.23761881,1.60539389,0.00125853,0.08290506,0.33224993,1.12947991,0.00182402,0.33625511,0.12255343,0.12906539
-5.23161581,1.62507904,0.00139102,0.08563725,0.34159728,1.13830265,0.00192651,0.34120536,0.12709158,0.13168266
-5.22561281,1.64355822,0.00152877,0.08838436,0.35110098,1.14582060,0.00202709,0.34632318,0.13159399,0.13425272
-5.21960980,1.66086987,0.00167038,0.09112362,0.36068757,1.15216951,0.00212483,0.35157469,0.13602111,0.13674796
-5.21360680,1.67701205,0.00181422,0.09383026,0.37027276,1.15746048,0.00221876,0.35691154,0.14033099,0.13913713
-5.20760380,1.69193790,0.00195844,0.09647826,0.37976412,1.16177161,0.00230782,0.36227313,0.14447988,0.14138642
-5.20160080,1.70555316,0.00210100,0.09904113,0.38906410,1.16514114,0.00239094,0.36758919,0.14842297,0.14346046
-5.19559780,1.71771591,0.00223974,0.10149264,0.39807313,1.16756268,0.00246698,0.37278267,0.15211527,0.14532354
-5.18959480,1.72823863,0.00237238,0.10380762,0.40669268,1.16898265,0.00253482,0.37777271,0.15551257,0.14694077
-5.18359180,1.73689244,0.00249661,0.10596254,0.41482790,1.16930042,0.00259334,0.38247748,0.15857241,0.14827923
-5.17758879,1.74341348,0.00261016,0.10793603,0.42238988,1.16837103,0.00264144,0.38681673,0.16125504,0.14930898
-5.17158579,1.74751111,0.00271085,0.10970922,0.42929728,1.16601061,0.00267814,0.39071391,0.16352432,0.15000395
-5.16558279,1.74887770,0.00279665,0.11126593,0.43547729,1.16200417,0.00270254,0.39409774,0.16534848,0.15034266
-5.15957979,1.74719945,0.00286580,0.11259264,0.44086590,1.15611548,0.00271389,0.39690323,0.16670080,0.15030870
-5.15357679,1.74216804,0.00291679,0.11367834,0.44540759,1.14809860,0.00271162,0.39907216,0.16756005,0.14989100
-5.14757379,1.73349245,0.00294850,0.11451426,0.44905452,1.13771037,0.00269539,0.40055302,0.16791082,0.14908394
-5.14157079,1.72091060,0.00296017,0.11509352,0.45176532,1.12472342,0.00266508,0.40130062,0.16774369,0.14788717
-5.13556778,1.70420033,0.00295147,0.11541070,0.45350383,1.10893888,0.00262081,0.40127543,0.16705520,0.14630544
-5.12956478,1.68318939,0.00292250,0.11546154,0.45423785,1.09019815,0.00256300,0.40044281,0.16584774,0.14434810
-5.12356178,1.65776404,0.00287380,0.11524255,0.45393816,1.06839331,0.00249229,0.39877242,0.16412929,0.14202873
-5.11755878,1.62787601,0.00280631,0.11475094,0.45257803,1.04347546,0.00240961,0.39623781,0.16191319,0.13936458
-5.11155578,1.59354768,0.00272138,0.11398452,0.45013330,1.01546062,0.00231610,0.39281633,0.15921779,0.13637617
-5.10555278,1.55487520,0.00262069,0.11294189,0.44658313,0.98443310,0.00221314,0.38848965,0.15606613,0.13308678
-5.09954977,1.51202974,0.00250618,0.11162277,0.44191147,0.95054599,0.00210225,0.38324460,0.15248564,0.12952219
-5.09354677,1.46525662,0.00238006,0.11002853,0.43610920,0.91401892,0.00198512,0.37707460,0.14850795,0.12571033
-5.08754377,1.41487250,0.00224466,0.10816275,0.42917667,0.87513319,0.00186348,0.36998140,0.14416857,0.12168119
-5.08154077,1.36126081,0.00210239,0.10603201,0.42112672,0.83422463,0.00173915,0.36197716,0.13950684,0.11746669
-5.07553777,1.30486539,0.00195569,0.10364664,0.41198772,0.79167443,0.00161391,0.35308658,0.13456565,0.11310066
-5.06953477,1.24618261,0.00180693,0.10102139,0.40180649,0.74789856,0.00148950,0.34334897,0.12939138,0.10861881
-5.06353177,1.18575221,0.00165837,0.09817611,0.39065075,0.70333612,0.00136755,0.33282000,0.12403361,0.10405875
-5.05752876,1.12414700,0.00151208,0.09513616,0.37861103,0.65843720,0.00124958,0.32157301,0.11854493,0.09945986
-5.05152576,1.06196164,0.00136994,0.09193261,0.36580146,0.61365080,0.00113692,0.30969961,0.11298052,0.09486318
-5.04552276,0.99980090,0.00123356,0.08860228,0.35235972,0.56941321,0.00103072,0.29730949,0.10739766,0.09031110
-5.03951976,0.93826747,0.00110431,0.08518727,0.33844563,0.52613724,0.00093192,0.28452941,0.10185508,0.08584692
-5.03351676,0.87794976,0.00098324,0.08173440,0.32423859,0.48420273,0.00084124,0.27150114,0.09641217,0.08151426
-5.02751376,0.81940984,0.00087115,0.07829420,0.30993387,0.44394855,0.00075920,0.25837865,0.09112799,0.07735635
-5.02151076,0.76317197,0.00076856,0.07491966,0.29573773,0.40566628,0.00068607,0.24532441,0.08606018,0.07341511
-5.01550775,0.70971185,0.00067573,0.07166476,0.28186173,0.36959567,0.00062196,0.23250501,0.08126375,0.06973016
-5.00950475,0.65944696,0.00059270,0.06858285,0.26851641,0.33592188,0.00056673,0.22008639,0.07678977,0.06633775
-5.00350175,0.61272827,0.00051929,0.06572488,0.25590453,0.30477455,0.00052012,0.20822868,0.07268404,0.06326964
-4.99749875,0.56983352,0.00045515,0.06313765,0.24421432,0.27622844,0.00048170,0.19708113,0.06898581,0.06055204
-4.99149575,0.53096225,0.00039978,0.06086210,0.23361300,0.25030563,0.00045089,0.18677718,0.06572661,0.05820462
-4.98549275,0.49623285,0.00035258,0.05893179,0.22424083,0.22697903,0.00042705,0.17742997,0.06292911,0.05623965
-4.97948974,0.46568167,0.00031285,0.05737154,0.21620610,0.20617692,0.00040941,0.16912861,0.06060637,0.05466134
-4.97348674,0.43926424,0.00027985,0.05619644,0.20958119,0.18778846,0.00039718,0.16193518,0.05876115,0.05346546
-4.96748374,0.41685864,0.00025280,0.05541113,0.20439999,0.17166977,0.00038952,0.15588280,0.05738572,0.05263918
-4.96148074,0.39827091,0.00023093,0.05500954,0.20065669,0.15765039,0.00038558,0.15097477,0.05646179,0.05216121
-4.95547774,0.38324243,0.00021348,0.05497500,0.19830624,0.14553999,0.00038452,0.14718483,0.05596099,0.05200233
-4.94947474,0.37145898,0.00019971,0.05528079,0.19726622,0.13513500,0.00038554,0.14445857,0.05584557,0.05212614
-4.94347174,0.36256125,0.00018893,0.05589109,0.19742022,0.12622504,0.00038785,0.14271591,0.05606945,0.05249014
-4.93746873,0.35615652,0.00018052,0.05676226,0.19862260,0.11859898,0.00039075,0.14185453,0.05657968,0.05304704
-4.93146573,0.35183112,0.00017390,0.05784455,0.20070431,0.11205041,0.00039359,0.14175414,0.05731801,0.05374631
-4.92546273,0.34916320,0.00016855,0.05908393,0.20347972,0.10638262,0.00039581,0.14228138,0.05822282,0.05453581
-4.91945973,0.34773556,0.00016405,0.06042420,0.20675397,0.10141265,0.00039693,0.14329516,0.05923109,0.05536361
-4.91345673,0.34714790,0.00016003,0.06180918,0.21033067,0.09697475,0.00039656,0.14465220,0.06028048,0.05617968
-4.90745373,0.34702826,0.00015618,0.06318480,0.21401961,0.09292290,0.00039441,0.14621252,0.06131138,0.05693765
-4.90145073,0.34704315,0.00015225,0.06450127,0.21764398,0.08913252,0.00039028,0.14784469,0.06226887,0.05759634
-4.89544772,0.34690604,0.00014809,0.06571485,0.22104702,0.08550147,0.00038405,0.14943053,0.06310447,0.05812111
-4.88944472,0.34638396,0.00014355,0.06678950,0.22409762,0.08195018,0.00037571,0.15086914,0.06377768,0.05848498
-4.88344172,0.34530191,0.00013857,0.06769811,0.22669468,0.07842115,0.00036530,0.15208012,0.06425715,0.05866936
-4.87743872,0.34354507,0.00013312,0.06842327,0.22877002,0.07487793,0.00035296,0.15300561,0.06452148,0.05866448
-4.87143572,0.34105859,0.00012722,0.06895771,0.23028972,0.07130341,0.00033887,0.15361147,0.06455966,0.05846947
-4.86543272,0.33784520,0.00012089,0.06930411,0.23125382,0.06769797,0.00032328,0.15388709,0.06437106,0.05809201
-4.85942971,0.33396063,0.00011421,0.06947452,0.23169438,0.06407714,0.00030646,0.15384432,0.06396492,0.05754768
-4.85342671,0.32950715,0.00010727,0.06948934,0.23167200,0.06046927,0.00028873,0.15351513,0.06335958,0.05685894
-4.84742371,0.32462552,0.00010017,0.06937588,0.23127101,0.05691303,0.00027042,0.15294853,0.06258125,0.05605384
-4.84142071,0.31948579,0.00009303,0.06916655,0.23059354,0.05345514,0.00025186,0.15220664,0.06166249,0.05516459
-4.83541771,0.31427728,0.00008596,0.06889688,0.22975275,0.05014803,0.00023338,0.15136021,0.06064051,0.05422584
-4.82941471,0.30919833,0.00007910,0.06860338,0.22886565,0.04704793,0.00021530,0.15048387,0.05955529,0.05327307
-4.82341171,0.30444619,0.00007257,0.06832133,0.22804573,0.04421314,0.00019793,0.14965123,0.05844765,0.05234085
-4.81740870,0.30020756,0.00006651,0.06808270,0.22739599,0.04170260,0.00018154,0.14893022,0.05735736,0.05146127
-4.81140570,0.29665022,0.00006104,0.06791424,0.22700246,0.03957489,0.00016638,0.14837884,0.05632135,0.05066254
-4.80540270,0.29391611,0.00005632,0.06783585,0.22692886,0.03788743,0.00015266,0.14804152,0.05537217,0.04996779
-4.79939970,0.29211613,0.00005247,0.06785934,0.22721235,0.03669616,0.00014058,0.14794630,0.05453670,0.04939422
-4.79339670,0.29132680,0.00004966,0.06798761,0.22786088,0.03605532,0.00013026,0.14810302,0.05383513,0.04895251
-4.78739370,0.29158913,0.00004805,0.06821431,0.22885204,0.03601762,0.00012184,0.14850248,0.05328037,0.04864666
-4.78139070,0.29290932,0.00004781,0.06852400,0.23013360,0.03663447,0.00011537,0.14911678,0.05287781,0.04847408
-4.77538769,0.29526153,0.00004915,0.06889280,0.23162568,0.03795642,0.00011093,0.14990061,0.05262541,0.04842611
-4.76938469,0.29859227,0.00005228,0.06928943,0.23322436,0.04003357,0.00010852,0.15079357,0.05251426,0.04848881
-4.76338169,0.30282629,0.00005746,0.06967675,0.23480659,0.04291603,0.00010814,0.15172331,0.05252930,0.04864398
-4.75737869,0.30787345,0.00006495,0.07001347,0.23623611,0.04665420,0.00010977,0.15260932,0.05265044,0.04887043
-4.75137569,0.31363627,0.00007505,0.07025618,0.23737008,0.05129905,0.00011338,0.15336716,0.05285387,0.04914532
-4.74537269,0.32001764,0.00008810,0.07036147,0.23806601,0.05690199,0.00011891,0.15391292,0.05311343,0.04944561
-4.73936968,0.32692836,0.00010444,0.07028801,0.23818871,0.06351473,0.00012631,0.15416762,0.05340223,0.04974943
-4.73336668,0.33429383,0.00012444,0.06999858,0.23761679,0.07118861,0.00013554,0.15406133,0.05369410,0.05003740
-4.72736368,0.34205984,0.00014850,0.06946189,0.23624852,0.07997381,0.00014654,0.15353687,0.05396515,0.05029374
-4.72136068,0.35019687,0.00017698,0.06865411,0.23400666,0.08991812,0.00015931,0.15255279,0.05419514,0.05050724
-4.71535768,0.35870276,0.00021028,0.06756005,0.23084208,0.10106545,0.00017385,0.15108556,0.05436873,0.05067187
-4.70935468,0.36760361,0.00024874,0.06617398,0.22673604,0.11345400,0.00019020,0.14913085,0.05447654,0.05078719
-4.70335168,0.37695291,0.00029266,0.06449998,0.22170097,0.12711422,0.00020846,0.14670383,0.05451601,0.05085837
-4.69734867,0.38682886,0.00034229,0.06255193,0.21577994,0.14206659,0.00022876,0.14383861,0.05449201,0.05089602
-4.69134567,0.39733007,0.00039781,0.06035305,0.20904467,0.15831928,0.00025133,0.14058670,0.05441722,0.05091565
-4.68534267,0.40857006,0.00045927,0.05793508,0.20159242,0.17586581,0.00027646,0.13701476,0.05431222,0.05093694
-4.67933967,0.42067057,0.00052663,0.05533721,0.19354188,0.19468287,0.00030453,0.13320170,0.05420545,0.05098281
-4.67333667,0.43375440,0.00059971,0.05260469,0.18502829,0.21472840,0.00033601,0.12923533,0.05413279,0.05107831
-4.66733367,0.44793797,0.00067815,0.04978729,0.17619813,0.23594006,0.00037145,0.12520868,0.05413698,0.05124948
-4.66133067,0.46332412,0.00076145,0.04693768,0.16720361,0.25823424,0.00041152,0.12121634,0.05426689,0.05152216
-4.65532766,0.47999555,0.00084896,0.04410978,0.15819726,0.28150576,0.00045694,0.11735082,0.05457639,0.05192083
-4.64932466,0.49800924,0.00093983,0.04135711,0.14932683,0.30562835,0.00050854,0.11369925,0.05512326,0.05246755
-4.64332166,0.51739217,0.00103305,0.03873126,0.14073072,0.33045597,0.00056718,0.11034046,0.05596771,0.05318105
