energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,4.04204389,-5.13007573,0.06791451,-0.04434928,0.55774293,-0.87662194,2.31602577,-4.24676823,0.68310119,-0.56212675,0.54624295,-0.83237288,0.60606570,-0.35927622,1.72310825,-2.23270047,0.00000000,-0.00000000
-5.99399700,4.01419886,-5.24410885,0.06692638,-0.04639077,0.55623741,-0.88362929,2.37808686,-4.31451339,0.67379466,-0.56980022,0.54300650,-0.86073373,0.59689441,-0.37145642,1.71393307,-2.30218039,0.00000000,-0.00000000
-5.98799400,3.99033099,-5.34512726,0.06581858,-0.04829942,0.55393332,-0.88752034,2.44865928,-4.36701446,0.66254475,-0.57580137,0.54283502,-0.88782543,0.58811667,-0.38286870,1.70926514,-2.36739894,0.00000000,-0.00000000
-5.98199100,3.97080785,-5.43191511,0.06460776,-0.05005348,0.55097724,-0.88824048,2.52719849,-4.40372125,0.64960673,-0.58002547,0.54562468,-0.91330282,0.57982512,-0.39340098,1.70904467,-2.42759057,0.00000000,-0.00000000
-5.97598799,3.95579561,-5.50331490,0.06331169,-0.05163238,0.54751963,-0.88576591,2.61291605,-4.42423916,0.63526473,-0.58237939,0.55119618,-0.93681469,0.57207540,-0.40294135,1.71305999,-2.48198460,0.00000000,-0.00000000
-5.96998499,3.94522897,-5.55825690,0.06194860,-0.05301710,0.54370580,-0.88010636,2.70476735,-4.42834130,0.61982034,-0.58278570,0.55929736,-0.95801035,0.56488232,-0.41138055,1.72094358,-2.52982106,0.00000000,-0.00000000
-5.96398199,3.93879227,-5.59579346,0.06053659,-0.05419049,0.53966782,-0.87130799,2.80145005,-4.41598126,0.60358169,-0.58118706,0.56960801,-0.97654743,0.55821793,-0.41861503,1.73217430,-2.57036994,0.00000000,-0.00000000
-5.95797899,3.93591382,-5.61513689,0.05909308,-0.05513766,0.53551780,-0.85945615,2.90141446,-4.38730614,0.58685351,-0.57755057,0.58174714,-0.99210084,0.55201160,-0.42455035,1.74608626,-2.60295310,0.00000000,-0.00000000
-5.95197599,3.93577457,-5.61569975,0.05763438,-0.05584630,0.53134312,-0.84467787,3.00288645,-4.34266941,0.56992869,-0.57187194,0.59528241,-1.00437262,0.54615237,-0.42910491,1.76188447,-2.62696838,0.00000000,-0.00000000
-5.94597299,3.93733132,-5.59713545,0.05617542,-0.05630708,0.52720350,-0.82714391,3.10390291,-4.28264286,0.55308167,-0.56417936,0.60974166,-1.01310234,0.54049334,-0.43221381,1.77866698,-2.64191470,0.00000000,-0.00000000
-5.93996998,3.93935407,-5.55937722,0.05472952,-0.05651399,0.52313039,-0.80707010,3.20235883,-4.20802666,0.53656387,-0.55453660,0.62462620,-1.01807752,0.53485800,-0.43383267,1.79545303,-2.64741728,0.00000000,-0.00000000
-5.93396698,3.94047592,-5.50267326,0.05330847,-0.05646467,0.51912840,-0.78471787,3.29606481,-4.11985691,0.52060139,-0.54304543,0.63942546,-1.01914387,0.52904832,-0.43394122,1.81121604,-2.64325146,0.00000000,-0.00000000
-5.92796398,3.93925336,-5.42761579,0.05192258,-0.05616075,0.51517873,-0.76039377,3.38281272,-4.01940930,0.50539457,-0.52984698,0.65363260,-1.01621448,0.52285405,-0.43254640,1.82492039,-2.62936409,0.00000000,-0.00000000
-5.92196098,3.93423391,-5.33516199,0.05058101,-0.05560811,0.51124429,-0.73444779,3.46044699,-3.90819824,0.49111963,-0.51512201,0.66676049,-1.00927792,0.51606289,-0.42968481,1.83556021,-2.60589097,0.00000000,-0.00000000
-5.91595798,3.92402756,-5.22664490,0.04929206,-0.05481709,0.50727609,-0.70727049,3.52693854,-3.78797051,0.47793156,-0.49909008,0.67835748,-0.99840431,0.50847090,-0.42542431,1.84219859,-2.57316932,0.00000000,-0.00000000
-5.90995498,3.90737841,-5.10377285,0.04806357,-0.05380266,0.50322050,-0.67928886,3.58045801,-3.66069266,0.46596827,-0.48200735,0.68802230,-0.98374934,0.49989271,-0.41986458,1.84400533,-2.53174422,0.00000000,-0.00000000
-5.90395198,3.88323239,-4.96861640,0.04690335,-0.05258446,0.49902682,-0.65096090,3.61944490,-3.52853182,0.45535517,-0.46416332,0.69541766,-0.96555560,0.49017088,-0.41313654,1.84029148,-2.48236819,0.00000000,-0.00000000
-5.89794897,3.85079748,-4.82358228,0.04581948,-0.05118676,0.49465465,-0.62276903,3.64266957,-3.39382951,0.44620988,-0.44587641,0.70028175,-0.94415115,0.47918404,-0.40540060,1.83053893,-2.42599352,0.00000000,-0.00000000
-5.89194597,3.80959304,-4.67137455,0.04482064,-0.04963829,0.49008058,-0.59521238,3.64928491,-3.25906865,0.43864646,-0.42748849,0.70243733,-0.91994509,0.46685322,-0.39684368,1.81442365,-2.36375713,0.00000000,-0.00000000
-5.88594297,3.75948555,-4.51494344,0.04391623,-0.04797197,0.48530375,-0.56879824,3.63886529,-3.12683393,0.43277884,-0.40935855,0.70179797,-0.89342019,0.45314626,-0.38767514,1.79183145,-2.29695827,0.00000000,-0.00000000
-5.87993997,3.70070875,-4.35742347,0.04311645,-0.04622447,0.48034991,-0.54403270,3.61143097,-2.99976613,0.42872297,-0.39185571,0.69837110,-0.86512270,0.43807997,-0.37812160,1.76286546,-2.22702940,0.00000000,-0.00000000
-5.87393697,3.63386710,-4.20206229,0.04243217,-0.04443569,0.47527377,-0.52141079,3.56745644,-2.88051133,0.42659758,-0.37535169,0.69225782,-0.83564958,0.42171992,-0.36842104,1.72784499,-2.15550145,0.00000000,-0.00000000
-5.86793397,3.55992228,-4.05214264,0.04187463,-0.04264807,0.47015936,-0.50140634,3.50786250,-2.77166590,0.42652336,-0.36021294,0.68364934,-0.80563348,0.40417815,-0.35881620,1.68729586,-2.08396433,0.00000000,-0.00000000
-5.86193097,3.48016350,-3.91089981,0.04145509,-0.04090579,0.46511864,-0.48446177,3.43399208,-2.67571858,0.42862064,-0.34679272,0.67282036,-0.77572608,0.38560867,-0.34954768,1.64193263,-2.01402425,0.00000000,-0.00000000
-5.85592796,3.39616311,-3.78143742,0.04118430,-0.03925392,0.46028809,-0.47097800,3.34757082,-2.59499105,0.43300560,-0.33542315,0.66011945,-0.74658023,0.36620133,-0.34084694,1.59263367,-1.94725932,0.00000000,-0.00000000
-5.84992496,3.30971978,-3.66664415,0.04107191,-0.03773741,0.45582385,-0.46130477,3.25065399,-2.53157846,0.43978539,-0.32640757,0.64595695,-0.71883155,0.34617420,-0.33292950,1.54041018,-1.88517509,0.00000000,-0.00000000
-5.84392196,3.22279205,-3.56911419,0.04112583,-0.03640008,0.45189542,-0.45573154,3.14556190,-2.48729148,0.44905234,-0.32001322,0.63079080,-0.69308020,0.32576506,-0.32598865,1.48637058,-1.82916169,0.00000000,-0.00000000
-5.83791896,3.13742544,-3.49107402,0.04135168,-0.03528354,0.44867837,-0.45447917,3.03480638,-2.46360151,0.46087780,-0.31646450,0.61511084,-0.66987332,0.30522233,-0.32018993,1.43168190,-1.78045392,0.00000000,-0.00000000
-5.83191596,3.05567652,-3.43431784,0.04175214,-0.03442615,0.44634655,-0.45769252,2.92101109,-2.46159074,0.47530587,-0.31593680,0.59942221,-0.64968888,0.28479605,-0.31566643,1.37752972,-1.74009600,0.00000000,-0.00000000
-5.82591296,2.97953726,-3.40015354,0.04232659,-0.03386194,0.44506405,-0.46543426,2.80682889,-2.48190854,0.49234757,-0.31855114,0.58422839,-0.63292153,0.26472914,-0.31251531,1.32507836,-1.70891189,0.00000000,-0.00000000
-5.81990995,2.91086294,-3.38936104,0.04307068,-0.03361963,0.44497737,-0.47767998,2.69485906,-2.52473590,0.51197568,-0.32436962,0.57001452,-0.61987079,0.24524960,-0.31079548,1.27543281,-1.68748232,0.00000000,-0.00000000
-5.81390695,2.85130640,-3.40216414,0.04397625,-0.03372168,0.44620828,-0.49431471,2.58756750,-2.58975931,0.53412072,-0.33339189,0.55723155,-0.61073212,0.22656362,-0.31052652,1.22960381,-1.67612912,0.00000000,-0.00000000
-5.80790395,2.80226109,-3.43821681,0.04503126,-0.03418358,0.44884755,-0.51513127,2.48721266,-2.67615558,0.55866819,-0.34555261,0.54628175,-0.60559119,0.20885023,-0.31168888,1.18847715,-1.67490741,0.00000000,-0.00000000
-5.80190095,2.76481473,-3.49660430,0.04622002,-0.03501308,0.45294985,-0.53983028,2.39577949,-2.78258860,0.58545735,-0.36072017,0.53750594,-0.60442137,0.19225731,-0.31422528,1.15278822,-1.68360559,0.00000000,-0.00000000
-5.79589795,2.73971506,-3.57585927,0.04752350,-0.03620982,0.45853006,-0.56802225,2.31492362,-2.90721929,0.61428140,-0.37869662,0.53117301,-0.60708478,0.17689919,-0.31804317,1.12310244,-1.70175313,0.00000000,-0.00000000
