energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-5.41170585,8.42616475,0.70064933,2.82305292,0.01218438,0.88583027,4.55643111,3.53520327,0.02511484,0.79130875
-5.40570285,8.38459727,0.65939981,2.93057182,0.01261414,0.83439780,4.35899205,3.46793888,0.02467899,0.78079355
-5.39969985,8.37472841,0.62080882,3.04873190,0.01306853,0.78651808,4.18102459,3.41351277,0.02435680,0.77327262
-5.39369685,8.39629183,0.58499523,3.17694587,0.01354312,0.74221174,4.02171058,3.37233144,0.02414588,0.76868674
-5.38769385,8.44846678,0.55201975,3.31451213,0.01403333,0.70141852,3.87991352,3.34451766,0.02404292,0.76691647
-5.38169085,8.52991436,0.52189181,3.46061489,0.01453454,0.66400935,3.75425036,3.32992367,0.02404377,0.76778720
-5.37568784,8.63882552,0.49457735,3.61432544,0.01504219,0.62979977,3.64316685,3.32815207,0.02414337,0.77107594
-5.36968484,8.77297853,0.47000727,3.77460513,0.01555186,0.59856407,3.54501251,3.33858337,0.02433588,0.77651957
-5.36368184,8.92980388,0.44808581,3.94031029,0.01605937,0.57004947,3.45811170,3.36040877,0.02461462,0.78382393
-5.35767884,9.10645438,0.42869852,4.11019961,0.01656081,0.54398948,3.38082768,3.39266709,0.02497217,0.79267362
-5.35167584,9.29987814,0.41171958,4.28294409,0.01705262,0.52011615,3.31161725,3.43428424,0.02540038,0.80274194
-5.34567284,9.50689265,0.39701802,4.45713990,0.01753156,0.49817058,3.24907398,3.48411389,0.02589047,0.81370067
-5.33966983,9.72425783,0.38446283,4.63132417,0.01799476,0.47791142,3.19195930,3.54097788,0.02643301,0.82522926
-5.33366683,9.94874649,0.37392690,4.80399370,0.01843966,0.45912127,3.13922099,3.60370513,0.02701807,0.83702327
-5.32766383,10.17721061,0.36528970,4.97362634,0.01886402,0.44161091,3.08999980,3.67116761,0.02763524,0.84880161
-5.32166083,10.40664227,0.35843892,5.13870469,0.01926586,0.42522136,3.04362509,3.74231258,0.02827376,0.86031266
-5.31565783,10.63422791,0.35327110,5.29774158,0.01964343,0.40982414,2.99960140,3.81618980,0.02892258,0.87133879
-5.30965483,10.85739517,0.34969144,5.44930672,0.01999518,0.39531984,2.95758778,3.89197325,0.02957052,0.88169954
-5.30365183,11.07385144,0.34761306,5.59205356,0.02031975,0.38163545,2.91737217,3.96897664,0.03020639,0.89125329
-5.29764882,11.28161358,0.34695577,5.72474577,0.02061593,0.36872069,2.87884306,4.04666240,0.03081912,0.89989746
-5.29164582,11.47902831,0.34764454,5.84628200,0.02088274,0.35654379,2.84196059,4.12464399,0.03139798,0.90756742
-5.28564282,11.66478312,0.34960796,5.95571841,0.02111938,0.34508705,2.80672894,4.20268172,0.03193273,0.91423423
-5.27963982,11.83790745,0.35277655,6.05228767,0.02132534,0.33434234,2.77317165,4.28067224,0.03241382,0.91990137
-5.27363682,11.99776438,0.35708127,6.13541389,0.02150047,0.32430698,2.74131093,4.35863225,0.03283260,0.92460070
-5.26763382,12.14403305,0.36245216,6.20472257,0.02164503,0.31498004,2.71115184,4.43667723,0.03318151,0.92838784
-5.26163082,12.27668241,0.36881709,6.26004514,0.02175981,0.30635927,2.68267148,4.51499583,0.03345427,0.93133729
-5.25562781,12.39593700,0.37610085,6.30141776,0.02184622,0.29843857,2.65581321,4.59382125,0.03364605,0.93353730
-5.24962481,12.50223587,0.38422438,6.32907420,0.02190634,0.29120630,2.63048541,4.67340042,0.03375361,0.93508497
-5.24362181,12.59618592,0.39310421,6.34343298,0.02194307,0.28464403,2.60656409,4.75396247,0.03377540,0.93608160
-5.23761881,12.67851132,0.40265221,6.34507920,0.02196013,0.27872600,2.58389853,4.83568772,0.03371158,0.93662841
-5.23161581,12.75000073,0.41277553,6.33474173,0.02196207,0.27341895,2.56231891,4.91867842,0.03356407,0.93682289
-5.22561281,12.81145458,0.42337683,6.31326664,0.02195433,0.26868243,2.54164501,5.00293271,0.03333647,0.93675584
-5.21960980,12.86363443,0.43435476,6.28158796,0.02194316,0.26446931,2.52169517,5.08832297,0.03303391,0.93650909
-5.21360680,12.90721689,0.44560488,6.24069720,0.02193554,0.26072661,2.50229468,5.17457961,0.03266296,0.93615399
-5.20760380,12.94275434,0.45702080,6.19161288,0.02193908,0.25739637,2.48328308,5.26128139,0.03223132,0.93575072
-5.20160080,12.97064451,0.46849589,6.13535156,0.02196189,0.25441673,2.46451998,5.34785299,0.03174763,0.93534830
-5.19559780,12.99111094,0.47992527,6.07290180,0.02201236,0.25172298,2.44588927,5.43357023,0.03122115,0.93498535
-5.18959480,13.00419552,0.49120830,6.00520223,0.02209898,0.24924878,2.42730167,5.51757306,0.03066144,0.93469138
-5.18359180,13.00976419,0.50225148,5.93312484,0.02223008,0.24692730,2.40869576,5.59888636,0.03007808,0.93448872
-5.17758879,13.00752580,0.51297165,5.85746415,0.02241363,0.24469252,2.39003782,5.67644761,0.02948035,0.93439476
-5.17158579,12.99706369,0.52329946,5.77893271,0.02265695,0.24248053,2.37132065,5.74914084,0.02887697,0.93442452
-5.16558279,12.97787850,0.53318289,5.69816290,0.02296649,0.24023091,2.35256174,5.81583528,0.02827583,0.93459334
-5.15957979,12.94944019,0.54259082,5.61571447,0.02334753,0.23788810,2.33380112,5.87542735,0.02768385,0.93491947
-5.15357679,12.91124631,0.55151615,5.53208712,0.02380403,0.23540281,2.31509898,5.92688395,0.02710677,0.93542653
-5.14757379,12.86288332,0.55997858,5.44773686,0.02433834,0.23273339,2.29653341,5.96928523,0.02654912,0.93614558
-5.14157079,12.80408701,0.56802654,5.36309448,0.02495112,0.22984711,2.27819802,6.00186464,0.02601417,0.93711671
-5.13556778,12.73479832,0.57573828,5.27858475,0.02564111,0.22672126,2.26019980,6.02404449,0.02550395,0.93838996
-5.12956478,12.65521071,0.58322167,5.19464432,0.02640512,0.22334411,2.24265688,6.03546514,0.02501934,0.94002557
-5.12356178,12.56580589,0.59061283,5.11173674,0.02723794,0.21971549,2.22569618,6.03600632,0.02456018,0.94209345
-5.11755878,12.46737498,0.59807328,5.03036315,0.02813236,0.21584714,2.20945093,6.02579964,0.02412538,0.94467183
-5.11155578,12.36102355,0.60578564,4.95106744,0.02907927,0.21176259,2.19405784,6.00523150,0.02371315,0.94784516
-5.10555278,12.24815942,0.61394806,4.87443515,0.03006777,0.20749666,2.17965399,5.97493652,0.02332115,0.95170143
-5.09954977,12.13046368,0.62276723,4.80108580,0.03108534,0.20309455,2.16637341,5.93578162,0.02294665,0.95632884
-5.09354677,12.00984613,0.63245053,4.73165902,0.03211813,0.19861055,2.15434342,5.88884180,0.02258676,0.96181215
-5.08754377,11.88838757,0.64319732,4.66679522,0.03315121,0.19410635,2.14368093,5.83536891,0.02223855,0.96822887
-5.08154077,11.76827204,0.65518987,4.60711203,0.03416893,0.18964909,2.13448884,5.77675481,0.02189920,0.97564547
-5.07553777,11.65171290,0.66858433,4.55317811,0.03515531,0.18530922,2.12685278,5.71449106,0.02156617,0.98411384
-5.06953477,11.54087694,0.68350209,4.50548625,0.03609436,0.18115818,2.12083837,5.65012673,0.02123725,0.99366827
-5.06353177,11.43781063,0.70002198,4.46442775,0.03697059,0.17726616,2.11648937,5.58522638,0.02091068,1.00432299
-5.05752876,11.34437278,0.71817385,4.43026992,0.03776931,0.17369989,2.11382661,5.52132990,0.02058518,1.01607056
-5.05152576,11.26217691,0.73793361,4.40313863,0.03847705,0.17052063,2.11284809,5.45991569,0.02026001,1.02888118
-5.04552276,11.19254623,0.75922033,4.38300721,0.03908190,0.16778243,2.11353003,5.40236825,0.01993502,1.04270281
-5.03951976,11.13648326,0.78189540,4.36969282,0.03957379,0.16553076,2.11582892,5.34995118,0.01961062,1.05746235
-5.03351676,11.09465476,0.80576394,4.36286069,0.03994473,0.16380142,2.11968433,5.30378576,0.01928779,1.07306754
-5.02751376,11.06739216,0.83057847,4.36203633,0.04018900,0.16261992,2.12502232,5.26483537,0.01896811,1.08940962
-5.02151076,11.05470623,0.85604467,4.36662504,0.04030324,0.16200119,2.13175900,5.23389536,0.01865370,1.10636653
-5.01550775,11.05631415,0.88182907,4.37593775,0.04028646,0.16194968,2.13980411,5.21158790,0.01834724,1.12380640
-5.00950475,11.07167643,0.90756838,4.38922159,0.04014004,0.16245974,2.14906404,5.19836102,0.01805189,1.14159116
-5.00350175,11.10004066,0.93287995,4.40569359,0.03986759,0.16351621,2.15944416,5.19449111,0.01777129,1.15958004
-4.99749875,11.14048868,0.95737299,4.42457532,0.03947481,0.16509529,2.17085008,5.20008784,0.01750952,1.17763272
-4.99149575,11.19198421,0.98066013,4.44512676,0.03896925,0.16716538,2.18318772,5.21510093,0.01727097,1.19561189
-4.98549275,11.25341769,1.00236863,4.46667723,0.03836010,0.16968809,2.19636206,5.23932782,0.01706036,1.21338518
-4.97948974,11.32364601,1.02215096,4.48865188,0.03765788,0.17261915,2.21027466,5.27242184,0.01688257,1.23082630
-4.97348674,11.40152502,1.03969423,4.51059231,0.03687416,0.17590935,2.22481999,5.31390049,0.01674259,1.24781531
-4.96748374,11.48593380,1.05472805,4.53217037,0.03602125,0.17950530,2.23988102,5.36315363,0.01664534,1.26423814
-4.96148074,11.57578994,1.06703073,4.55319464,0.03511192,0.18335021,2.25532417,5.41945173,0.01659559,1.27998541
-4.95547774,11.67005630,1.07643342,4.57360950,0.03415911,0.18738447,2.27099426,5.48195422,0.01659780,1.29495064
-4.94947474,11.76774005,1.08282224,4.59348712,0.03317567,0.19154633,2.28670983,5.54971845,0.01665593,1.30902815
-4.94347174,11.86788535,1.08613850,4.61301325,0.03217410,0.19577232,2.30225931,5.62170959,0.01677333,1.32211079
-4.93746873,11.96956161,1.08637696,4.63246758,0.03116632,0.19999791,2.31739848,5.69681190,0.01695253,1.33408785
-4.93146573,12.07184928,1.08358246,4.65220015,0.03016355,0.20415797,2.33184971,5.77384190,0.01719516,1.34484325
-4.92546273,12.17382517,1.07784516,4.67260509,0.02917604,0.20818748,2.34530303,5.85156362,0.01750173,1.35425443
-4.91945973,12.27454931,1.06929477,4.69409300,0.02821304,0.21202216,2.35741946,5.92870630,0.01787157,1.36219194
-4.91345673,12.37305486,1.05809394,4.71706340,0.02728260,0.21559933,2.36783644,6.00398433,0.01830275,1.36851999
-4.90745373,12.46834232,1.04443138,4.74187827,0.02639157,0.21885871,2.37617529,6.07611943,0.01879197,1.37309801
-4.90145073,12.55937871,1.02851476,4.76883789,0.02554546,0.22174345,2.38205041,6.14386448,0.01933457,1.37578312
-4.89544772,12.64510184,1.01056395,4.79815955,0.02474850,0.22420100,2.38507987,6.20602857,0.01992453,1.37643358
-4.88944472,12.72442955,0.99080460,4.82995979,0.02400355,0.22618418,2.38489678,6.26150220,0.02055454,1.37491292
-4.88344172,12.79627289,0.96946239,4.86424056,0.02331220,0.22765201,2.38116096,6.30928193,0.02121608,1.37109461
-4.87743872,12.85955250,0.94675792,4.90087933,0.02267471,0.22857062,2.37357018,6.34849324,0.02189952,1.36486698
-4.87143572,12.91321661,0.92290255,4.93962338,0.02209017,0.22891382,2.36187049,6.37841072,0.02259432,1.35613817
-4.86543272,12.95625952,0.89809494,4.98008799,0.02155650,0.22866362,2.34586500,6.39847447,0.02328920,1.34484062
-4.85942971,12.98773926,0.87251848,5.02175856,0.02107058,0.22781049,2.32542065,6.40830192,0.02397234,1.33093512
-4.85342671,13.00679325,0.84633945,5.06399642,0.02062836,0.22635330,2.30047271,6.40769441,0.02463161,1.31441393
-4.84742371,13.01265141,0.81970599,5.10604812,0.02022497,0.22429912,2.27102671,6.39663815,0.02525482,1.29530286
-4.84142071,13.00464602,0.79274759,5.14705816,0.01985485,0.22166275,2.23715790,6.37529946,0.02582994,1.27366229
-4.83541771,12.98221851,0.76557533,5.18608474,0.01951190,0.21846595,2.19900821,6.34401442,0.02634532,1.24958692
-4.82941471,12.94492333,0.73828247,5.22211863,0.01918964,0.21473666,2.15678119,6.30327356,0.02678999,1.22320447
-4.82341171,12.89242949,0.71094564,5.25410459,0.01888134,0.21050799,2.11073506,6.25370231,0.02715378,1.19467323
-4.81740870,12.82452064,0.68362635,5.28096529,0.01858016,0.20581714,2.06117459,6.19603817,0.02742759,1.16417882
-4.81140570,12.74109436,0.65637285,5.30162711,0.01827936,0.20070439,2.00844214,6.13110573,0.02760354,1.13193019
-4.80540270,12.64216164,0.62922228,5.31504736,0.01797239,0.19521206,1.95290849,6.05979092,0.02767514,1.09815520
-4.79939970,12.52784715,0.60220305,5.32024227,0.01765308,0.18938359,1.89496391,5.98301537,0.02763739,1.06309596
-4.79339670,12.39839068,0.57533727,5.31631488,0.01731575,0.18326273,1.83500982,5.90171233,0.02748694,1.02700412
-4.78739370,12.25415002,0.54864336,5.30248199,0.01695539,0.17689288,1.77345145,5.81680471,0.02722209,0.99013638
-4.78139070,12.09560490,0.52213849,5.27809925,0.01656770,0.17031660,1.71069164,5.72918632,0.02684293,0.95275030
-4.77538769,11.92336163,0.49584100,5.24268324,0.01614930,0.16357524,1.64712583,5.63970638,0.02635123,0.91510048
-4.76938469,11.73815750,0.46977250,5.19592983,0.01569769,0.15670873,1.58313823,5.54915773,0.02575054,0.87743530
-4.76338169,11.54086405,0.44395967,5.13772777,0.01521144,0.14975545,1.51909904,5.45826854,0.02504605,0.83999401
-4.75737869,11.33248807,0.41843570,5.06816700,0.01469011,0.14275225,1.45536244,5.36769715,0.02424453,0.80300439
-4.75137569,11.11416927,0.39324110,4.98754109,0.01413436,0.13573442,1.39226519,5.27802967,0.02335419,0.76668070
-4.74537269,10.88717375,0.36842418,4.89634367,0.01354584,0.12873574,1.33012542,5.18977948,0.02238454,0.73122194
-4.73936968,10.65288255,0.34404079,4.79525894,0.01292720,0.12178852,1.26924148,5.10338822,0.02134619,0.69681039
-4.73336668,10.41277499,0.32015365,4.68514657,0.01228201,0.11492354,1.20989063,5.01922735,0.02025061,0.66361023
-4.72736368,10.16840679,0.29683108,4.56702163,0.01161460,0.10817000,1.15232731,4.93759982,0.01910995,0.63176632
-4.72136068,9.92138353,0.27414541,4.44203042,0.01093000,0.10155539,1.09678109,4.85874139,0.01793671,0.60140300
-4.71535768,9.67333019,0.25217094,4.31142328,0.01023371,0.09510530,1.04345420,4.78282120,0.01674354,0.57262304
-4.70935468,9.42585793,0.23098170,4.17652537,0.00953161,0.08884317,0.99251886,4.70994157,0.01554294,0.54550658
-4.70335168,9.18052957,0.21064916,4.03870674,0.00882975,0.08279009,0.94411444,4.64013699,0.01434702,0.52011034
-4.69734867,8.93882523,0.19123985,3.89935281,0.00813416,0.07696449,0.89834482,4.57337260,0.01316724,0.49646698
-4.69134567,8.70210962,0.17281322,3.75983605,0.00745073,0.07138194,0.85527611,4.50954245,0.01201425,0.47458476
-4.68534267,8.47160258,0.15541964,3.62149007,0.00678500,0.06605493,0.81493501,4.44846792,0.01089761,0.45444762
-4.67933967,8.24835387,0.13909889,3.48558630,0.00614205,0.06099278,0.77730798,4.38989696,0.00982574,0.43601565
-4.67333667,8.03322323,0.12387886,3.35331400,0.00552640,0.05620153,0.74234153,4.33350436,0.00880575,0.41922605
-4.66733367,7.82686640,0.10977490,3.22576345,0.00494189,0.05168405,0.70994352,4.27889371,0.00784339,0.40399461
-4.66133067,7.62972707,0.09678947,3.10391238,0.00439162,0.04744011,0.67998574,4.22560121,0.00694300,0.39021773
-4.65532766,7.44203492,0.08491237,2.98861525,0.00387793,0.04346662,0.65230764,4.17310162,0.00610758,0.37777482
-4.64932466,7.26380901,0.07412131,2.88059502,0.00340241,0.03975793,0.62672099,4.12081643,0.00533881,0.36653118
-4.64332166,7.09486616,0.06438293,2.78043689,0.00296587,0.03630616,0.60301551,4.06812419,0.00463711,0.35634122
