energy_ev,total_up,Ir_p_up,Ir_d_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-3.40070035,1.48088957,0.22967707,1.06467953,0.44478149,0.00000000,0.00424082,0.08613064,0.19238205,0.00000000
-3.39469735,1.46204161,0.21751163,1.05027494,0.43701938,0.00000000,0.00411967,0.08558967,0.18427877,0.00000000
-3.38869435,1.44644295,0.20648275,1.03819063,0.43002137,0.00000000,0.00399351,0.08519312,0.17696360,0.00000000
-3.38269135,1.43462345,0.19671432,1.02885534,0.42398730,0.00000000,0.00386571,0.08497024,0.17051034,0.00000000
-3.37668834,1.42691841,0.18828734,1.02255928,0.41906327,0.00000000,0.00373934,0.08493964,0.16495994,0.00000000
-3.37068534,1.42345657,0.18123921,1.01944366,0.41533679,0.00000000,0.00361711,0.08510850,0.16032052,0.00000000
-3.36468234,1.42415602,0.17556453,1.01949585,0.41283398,0.00000000,0.00350128,0.08547223,0.15656863,0.00000000
-3.35867934,1.42872825,0.17121705,1.02255044,0.41151929,0.00000000,0.00339362,0.08601455,0.15365142,0.00000000
-3.35267634,1.43669009,0.16811296,1.02829604,0.41129742,0.00000000,0.00329532,0.08670813,0.15148990,0.00000000
-3.34667334,1.44738331,0.16613517,1.03628779,0.41201766,0.00000000,0.00320702,0.08751564,0.14998287,0.00000000
-3.34067034,1.46000095,0.16513855,1.04596499,0.41348029,0.00000000,0.00312880,0.08839114,0.14901161,0.00000000
-3.33466733,1.47361944,0.16495582,1.05667318,0.41544484,0.00000000,0.00306026,0.08928198,0.14844495,0.00000000
-3.32866433,1.48723520,0.16540409,1.06768992,0.41763993,0.00000000,0.00300051,0.09013082,0.14814463,0.00000000
-3.32266133,1.49980422,0.16629162,1.07825304,0.41977420,0.00000000,0.00294828,0.09087792,0.14797081,0.00000000
-3.31665833,1.51028307,0.16742465,1.08759040,0.42154801,0.00000000,0.00290201,0.09146357,0.14778735,0.00000000
-3.31065533,1.51766965,0.16861420,1.09494988,0.42266529,0.00000000,0.00285994,0.09183043,0.14746687,0.00000000
-3.30465233,1.52104200,0.16968242,1.09962840,0.42284515,0.00000000,0.00282018,0.09192584,0.14689538,0.00000000
-3.29864932,1.51959374,0.17046852,1.10099880,0.42183280,0.00000000,0.00278086,0.09170392,0.14597622,0.00000000
-3.29264632,1.51266462,0.17083396,1.09853346,0.41940928,0.00000000,0.00274015,0.09112741,0.14463343,0.00000000
-3.28664332,1.49976515,0.17066673,1.09182392,0.41539973,0.00000000,0.00269642,0.09016918,0.14281425,0.00000000
-3.28064032,1.48059441,0.16988484,1.08059557,0.40967970,0.00000000,0.00264822,0.08881330,0.14049083,0.00000000
-3.27463732,1.45505044,0.16843863,1.06471703,0.40217965,0.00000000,0.00259441,0.08705570,0.13766109,0.00000000
-3.26863432,1.42323314,0.16631214,1.04420402,0.39288707,0.00000000,0.00253416,0.08490444,0.13434884,0.00000000
-3.26263132,1.38543974,0.16352333,1.01921765,0.38184662,0.00000000,0.00246695,0.08237942,0.13060301,0.00000000
-3.25662831,1.34215329,0.16012332,0.99005742,0.36915813,0.00000000,0.00239260,0.07951179,0.12649630,0.00000000
-3.25062531,1.29402506,0.15619469,0.95714954,0.35497271,0.00000000,0.00231127,0.07634290,0.12212311,0.00000000
-3.24462231,1.24185161,0.15184884,0.92103102,0.33948722,0.00000000,0.00222338,0.07292298,0.11759701,0.00000000
-3.23861931,1.18654799,0.14722271,0.88233064,0.32293740,0.00000000,0.00212962,0.06930953,0.11304781,0.00000000
-3.23261631,1.12911807,0.14247474,0.84174749,0.30559007,0.00000000,0.00203088,0.06556555,0.10861822,0.00000000
-3.22661331,1.07062344,0.13778045,0.80002823,0.28773472,0.00000000,0.00192821,0.06175762,0.10446033,0.00000000
-3.22061031,1.01215203,0.13332758,0.75794390,0.26967481,0.00000000,0.00182275,0.05795406,0.10073197,0.00000000
-3.21460730,0.95478771,0.12931104,0.71626720,0.25171929,0.00000000,0.00171570,0.05422294,0.09759293,0.00000000
-3.20860430,0.89958163,0.12592772,0.67575108,0.23417447,0.00000000,0.00160823,0.05063036,0.09520112,0.00000000
-3.20260130,0.84752634,0.12337123,0.63710920,0.21733665,0.00000000,0.00150149,0.04723878,0.09370886,0.00000000
-3.19659830,0.79953305,0.12182679,0.60099878,0.20148554,0.00000000,0.00139652,0.04410555,0.09325905,0.00000000
-3.19059530,0.75641241,0.12146618,0.56800615,0.18687877,0.00000000,0.00129426,0.04128163,0.09398155,0.00000000
-3.18459230,0.71885908,0.12244294,0.53863517,0.17374738,0.00000000,0.00119550,0.03881058,0.09598953,0.00000000
-3.17858929,0.68743992,0.12488780,0.51329854,0.16229236,0.00000000,0.00110089,0.03672775,0.09937607,0.00000000
-3.17258629,0.66258563,0.12890447,0.49231181,0.15268225,0.00000000,0.00101091,0.03505965,0.10421081,0.00000000
-3.16658329,0.64458579,0.13456579,0.47589009,0.14505148,0.00000000,0.00092591,0.03382360,0.11053690,0.00000000
-3.16058029,0.63358667,0.14191039,0.46414704,0.13949958,0.00000000,0.00084609,0.03302759,0.11836823,0.00000000
-3.15457729,0.62959177,0.15093987,0.45709592,0.13609092,0.00000000,0.00077151,0.03267023,0.12768707,0.00000000
-3.14857429,0.63246465,0.16161666,0.45465252,0.13485496,0.00000000,0.00070215,0.03274099,0.13844218,0.00000000
-3.14257129,0.64193394,0.17386264,0.45663970,0.13578675,0.00000000,0.00063787,0.03322056,0.15054760,0.00000000
-3.13656828,0.65760022,0.18755863,0.46279328,0.13884779,0.00000000,0.00057849,0.03408133,0.16388216,0.00000000
-3.13056528,0.67894485,0.20254489,0.47276925,0.14396690,0.00000000,0.00052375,0.03528808,0.17828990,0.00000000
-3.12456228,0.70534054,0.21862266,0.48615222,0.15104139,0.00000000,0.00047339,0.03679874,0.19358142,0.00000000
-3.11855928,0.73606380,0.23555693,0.50246488,0.15993824,0.00000000,0.00042712,0.03856537,0.20953636,0.00000000
-3.11255628,0.77030924,0.25308030,0.52117861,0.17049552,0.00000000,0.00038465,0.04053521,0.22590696,0.00000000
-3.10655328,0.80720560,0.27089812,0.54172505,0.18252405,0.00000000,0.00034570,0.04265182,0.24242276,0.00000000
-3.10055028,0.84583363,0.28869475,0.56350860,0.19580935,0.00000000,0.00031001,0.04485641,0.25879625,0.00000000
-3.09454727,0.88524537,0.30614073,0.58591972,0.21011412,0.00000000,0.00027733,0.04708915,0.27472964,0.00000000
-3.08854427,0.92448491,0.32290095,0.60834876,0.22518105,0.00000000,0.00024747,0.04929061,0.28992220,0.00000000
-3.08254127,0.96260983,0.33864328,0.63020014,0.24073639,0.00000000,0.00022024,0.05140318,0.30407827,0.00000000
-3.07653827,0.99871321,0.35304759,0.65090644,0.25649394,0.00000000,0.00019548,0.05337247,0.31691544,0.00000000
-3.07053527,1.03194518,0.36581475,0.66994209,0.27215985,0.00000000,0.00017306,0.05514864,0.32817275,0.00000000
-3.06453227,1.06153373,0.37667526,0.68683622,0.28743782,0.00000000,0.00015289,0.05668767,0.33761843,0.00000000
-3.05852926,1.08680365,0.38539719,0.70118407,0.30203487,0.00000000,0.00013490,0.05795237,0.34505697,0.00000000
-3.05252626,1.10719321,0.39179311,0.71265669,0.31566745,0.00000000,0.00011905,0.05891333,0.35033521,0.00000000
-3.04652326,1.12226758,0.39572562,0.72100845,0.32806773,0.00000000,0.00010532,0.05954947,0.35334699,0.00000000
-3.04052026,1.13172874,0.39711132,0.72608199,0.33898982,0.00000000,0.00009373,0.05984849,0.35403644,0.00000000
-3.03451726,1.13542119,0.39592301,0.72781047,0.34821580,0.00000000,0.00008434,0.05980692,0.35239948,0.00000000
-3.02851426,1.13333330,0.39219001,0.72621695,0.35556121,0.00000000,0.00007725,0.05942993,0.34848364,0.00000000
-3.02251126,1.12559436,0.38599659,0.72141101,0.36087981,0.00000000,0.00007261,0.05873086,0.34238612,0.00000000
-3.01650825,1.11246726,0.37747862,0.71358272,0.36406745,0.00000000,0.00007063,0.05773049,0.33425023,0.00000000
-3.01050525,1.09433753,0.36681854,0.70299434,0.36506476,0.00000000,0.00007160,0.05645608,0.32426035,0.00000000
-3.00450225,1.07169890,0.35423899,0.68997015,0.36385864,0.00000000,0.00007588,0.05494025,0.31263571,0.00000000
-2.99849925,1.04513651,0.33999527,0.67488501,0.36048240,0.00000000,0.00008393,0.05321974,0.29962321,0.00000000
-2.99249625,1.01530830,0.32436711,0.65815215,0.35501459,0.00000000,0.00009633,0.05133406,0.28548969,0.00000000
-2.98649325,0.98292567,0.30765006,0.64021085,0.34757649,0.00000000,0.00011376,0.04932416,0.27051394,0.00000000
-2.98049025,0.94873418,0.29014679,0.62151461,0.33832846,0.00000000,0.00013707,0.04723119,0.25497884,0.00000000
-2.97448724,0.91349517,0.27215884,0.60252029,0.32746526,0.00000000,0.00016722,0.04509526,0.23916387,0.00000000
-2.96848424,0.87796911,0.25397896,0.58367878,0.31521054,0.00000000,0.00020536,0.04295445,0.22333839,0.00000000
-2.96248124,0.84290105,0.23588439,0.56542729,0.30181078,0.00000000,0.00025281,0.04084391,0.20775580,0.00000000
-2.95647824,0.80900871,0.21813123,0.54818368,0.28752889,0.00000000,0.00031104,0.03879520,0.19264876,0.00000000
-2.95047524,0.77697339,0.20095011,0.53234264,0.27263777,0.00000000,0.00038173,0.03683580,0.17822566,0.00000000
-2.94447224,0.74743357,0.18454307,0.51827376,0.25741402,0.00000000,0.00046675,0.03498887,0.16466818,0.00000000
-2.93846923,0.72098112,0.16908181,0.50632108,0.24213209,0.00000000,0.00056812,0.03327314,0.15213007,0.00000000
-2.93246623,0.69815955,0.15470704,0.49680386,0.22705894,0.00000000,0.00068808,0.03170299,0.14073697,0.00000000
-2.92646323,0.67946407,0.14152893,0.49001817,0.21244943,0.00000000,0.00082901,0.03028863,0.13058713,0.00000000
-2.92046023,0.66534259,0.12962848,0.48623856,0.19854256,0.00000000,0.00099349,0.02903644,0.12175287,0.00000000
-2.91445723,0.65619726,0.11905954,0.48571974,0.18555834,0.00000000,0.00118423,0.02794930,0.11428261,0.00000000
-2.90845423,0.65238581,0.10985128,0.48869743,0.17369568,0.00000000,0.00140409,0.02702699,0.10820325,0.00000000
-2.90245123,0.65422235,0.10201100,0.49538834,0.16313079,0.00000000,0.00165611,0.02626657,0.10352278,0.00000000
-2.89644822,0.66197709,0.09552695,0.50598881,0.15401637,0.00000000,0.00194341,0.02566275,0.10023284,0.00000000
-2.89044522,0.67587477,0.09037114,0.52067211,0.14648123,0.00000000,0.00226928,0.02520824,0.09831129,0.00000000
-2.88444222,0.69609180,0.08650193,0.53958446,0.14063035,0.00000000,0.00263717,0.02489396,0.09772446,0.00000000
-2.87843922,0.72275217,0.08386622,0.56283980,0.13654516,0.00000000,0.00305066,0.02470934,0.09842926,0.00000000
-2.87243622,0.75592233,0.08240146,0.59051379,0.13428409,0.00000000,0.00351352,0.02464247,0.10037496,0.00000000
-2.86643322,0.79560561,0.08203715,0.62263727,0.13388302,0.00000000,0.00402977,0.02468025,0.10350467,0.00000000
-2.86043022,0.84173651,0.08269610,0.65918990,0.13535590,0.00000000,0.00460363,0.02480853,0.10775657,0.00000000
-2.85442721,0.89417562,0.08429531,0.70009434,0.13869523,0.00000000,0.00523965,0.02501224,0.11306502,0.00000000
-2.84842421,0.95270570,0.08674675,0.74521159,0.14387253,0.00000000,0.00594270,0.02527552,0.11936134,0.00000000
-2.84242121,1.01702945,0.08995788,0.79433803,0.15083881,0.00000000,0.00671803,0.02558191,0.12657463,0.00000000
-2.83641821,1.08676952,0.09383220,0.84720454,0.15952499,0.00000000,0.00757129,0.02591456,0.13463243,0.00000000
-2.83041521,1.16147108,0.09826985,0.90347806,0.16984251,0.00000000,0.00850851,0.02625649,0.14346141,0.00000000
-2.82441221,1.24060709,0.10316828,0.96276562,0.18168390,0.00000000,0.00953613,0.02659086,0.15298793,0.00000000
-2.81840920,1.32358632,0.10842308,1.02462098,0.19492374,0.00000000,0.01066090,0.02690134,0.16313867,0.00000000
-2.81240620,1.40976382,0.11392911,1.08855362,0.20941963,0.00000000,0.01188977,0.02717247,0.17384118,0.00000000
-2.80640320,1.49845341,0.11958173,1.15403957,0.22501368,0.00000000,0.01322976,0.02739002,0.18502432,0.00000000
-2.80040020,1.58894168,0.12527828,1.22053386,0.24153406,0.00000000,0.01468769,0.02754139,0.19661856,0.00000000
-2.79439720,1.68050266,0.13091977,1.28748357,0.25879700,0.00000000,0.01626996,0.02761595,0.20855618,0.00000000
-2.78839420,1.77241234,0.13641262,1.35434096,0.27660893,0.00000000,0.01798214,0.02760534,0.22077113,0.00000000
-2.78239120,1.86396225,0.14167044,1.42057596,0.29476889,0.00000000,0.01982856,0.02750373,0.23319875,0.00000000
-2.77638819,1.95447124,0.14661579,1.48568699,0.31307103,0.00000000,0.02181190,0.02730793,0.24577511,0.00000000
-2.77038519,2.04329473,0.15118181,1.54920977,0.33130722,0.00000000,0.02393265,0.02701755,0.25843621,0.00000000
-2.76438219,2.12983095,0.15531359,1.61072339,0.34926962,0.00000000,0.02618858,0.02663486,0.27111681,0.00000000
-2.75837919,2.21352391,0.15896927,1.66985333,0.36675321,0.00000000,0.02857428,0.02616478,0.28374923,0.00000000
-2.75237619,2.29386287,0.16212079,1.72627136,0.38355813,0.00000000,0.03108067,0.02561457,0.29626203,0.00000000
-2.74637319,2.37037876,0.16475418,1.77969240,0.39949195,0.00000000,0.03369459,0.02499358,0.30857868,0.00000000
-2.74037019,2.44263793,0.16686953,1.82986869,0.41437161,0.00000000,0.03639851,0.02431287,0.32061644,0.00000000
-2.73436718,2.51023403,0.16848038,1.87658184,0.42802533,0.00000000,0.03917035,0.02358477,0.33228559,0.00000000
-2.72836418,2.57277887,0.16961284,1.91963359,0.44029425,0.00000000,0.04198350,0.02282246,0.34348898,0.00000000
-2.72236118,2.62989347,0.17030426,1.95883610,0.45103393,0.00000000,0.04480696,0.02203951,0.35412222,0.00000000
-2.71635818,2.68120037,0.17060162,1.99400278,0.46011579,0.00000000,0.04760573,0.02124939,0.36407445,0.00000000
-2.71035518,2.72631818,0.17055967,2.02494064,0.46742850,0.00000000,0.05034141,0.02046513,0.37322986,0.00000000
-2.70435218,2.76485940,0.17023894,2.05144504,0.47287934,0.00000000,0.05297295,0.01969892,0.38146980,0.00000000
-2.69834917,2.79643223,0.16970368,2.07329751,0.47639551,0.00000000,0.05545767,0.01896182,0.38867571,0.00000000
-2.69234617,2.82064676,0.16901975,2.09026729,0.47792556,0.00000000,0.05775233,0.01826358,0.39473248,0.00000000
-2.68634317,2.83712556,0.16825271,2.10211667,0.47744070,0.00000000,0.05981441,0.01761243,0.39953238,0.00000000
-2.68034017,2.84551859,0.16746596,2.10861019,0.47493611,0.00000000,0.06160345,0.01701511,0.40297915,0.00000000
-2.67433717,2.84552165,0.16671919,2.10952737,0.47043214,0.00000000,0.06308239,0.01647682,0.40499231,0.00000000
-2.66833417,2.83689746,0.16606698,2.10467822,0.46397524,0.00000000,0.06421884,0.01600139,0.40551119,0.00000000
-2.66233117,2.81949827,0.16555780,2.09392081,0.45563868,0.00000000,0.06498634,0.01559135,0.40449867,0.00000000
-2.65632816,2.79328849,0.16523323,2.07717971,0.44552280,0.00000000,0.06536537,0.01524824,0.40194437,0.00000000
-2.65032516,2.75836599,0.16512751,2.05446424,0.43375480,0.00000000,0.06534422,0.01497277,0.39786700,0.00000000
-2.64432216,2.71498060,0.16526746,2.02588527,0.42048797,0.00000000,0.06491954,0.01476517,0.39231585,0.00000000
-2.63831916,2.66354845,0.16567258,1.99166937,0.40590028,0.00000000,0.06409670,0.01462543,0.38537129,0.00000000
-2.63231616,2.60466104,0.16635555,1.95216939,0.39019230,0.00000000,0.06288974,0.01455359,0.37714417,0.00000000
-2.62631316,2.53908829,0.16732288,1.90787063,0.37358451,0.00000000,0.06132111,0.01455003,0.36777412,0.00000000
-2.62031016,2.46777488,0.16857584,1.85939184,0.35631397,0.00000000,0.05942108,0.01461571,0.35742701,0.00000000
-2.61430715,2.39182981,0.17011155,1.80748096,0.33863043,0.00000000,0.05722682,0.01475238,0.34629132,0.00000000
-2.60830415,2.31250935,0.17192422,1.75300535,0.32079205,0.00000000,0.05478140,0.01496273,0.33457395,0.00000000
-2.60230115,2.23119385,0.17400646,1.69693693,0.30306072,0.00000000,0.05213247,0.01525053,0.32249531,0.00000000
-2.59629815,2.14935914,0.17635058,1.64033248,0.28569723,0.00000000,0.04933085,0.01562064,0.31028413,0.00000000
-2.59029515,2.06854357,0.17894993,1.58430999,0.26895637,0.00000000,0.04642911,0.01607904,0.29817206,0.00000000
-2.58429215,1.99031179,0.18180002,1.53002170,0.25308204,0.00000000,0.04348007,0.01663271,0.28638820,0.00000000
-2.57828914,1.91621643,0.18489946,1.47862498,0.23830266,0.00000000,0.04053537,0.01728945,0.27515388,0.00000000
-2.57228614,1.84775908,0.18825068,1.43125175,0.22482676,0.00000000,0.03764417,0.01805769,0.26467765,0.00000000
-2.56628314,1.78635154,0.19186020,1.38897776,0.21283909,0.00000000,0.03485195,0.01894613,0.25515074,0.00000000
-2.56028014,1.73327867,0.19573854,1.35279244,0.20249707,0.00000000,0.03219949,0.01996336,0.24674298,0.00000000
-2.55427714,1.68966384,0.19989972,1.32357040,0.19392792,0.00000000,0.02972212,0.02111740,0.23959931,0.00000000
-2.54827414,1.65643788,0.20436018,1.30204534,0.18722622,0.00000000,0.02744905,0.02241525,0.23383683,0.00000000
-2.54227114,1.63431232,0.20913737,1.28878719,0.18245221,0.00000000,0.02540309,0.02386230,0.22954251,0.00000000
-2.53626813,1.62375784,0.21424792,1.28418321,0.17963065,0.00000000,0.02360045,0.02546182,0.22677154,0.00000000
-2.53026513,1.62498834,0.21970542,1.28842348,0.17875038,0.00000000,0.02205080,0.02721444,0.22554630,0.00000000
-2.52426213,1.63795134,0.22551816,1.30149158,0.17976465,0.00000000,0.02075756,0.02911767,0.22585600,0.00000000
-2.51825913,1.66232508,0.23168672,1.32316057,0.18259206,0.00000000,0.01971824,0.03116552,0.22765705,0.00000000
-2.51225613,1.69752275,0.23820178,1.35299487,0.18711841,0.00000000,0.01892506,0.03334821,0.23087409,0.00000000
-2.50625313,1.74270394,0.24504223,1.39035807,0.19319922,0.00000000,0.01836561,0.03565203,0.23540178,0.00000000
-2.50025013,1.79679357,0.25217376,1.43442677,0.20066314,0.00000000,0.01802359,0.03805935,0.24110735,0.00000000
-2.49424712,1.85850795,0.25954818,1.48421041,0.20931614,0.00000000,0.01787965,0.04054888,0.24783389,0.00000000
-2.48824412,1.92638776,0.26710346,1.53857664,0.21894651,0.00000000,0.01791223,0.04309604,0.25540440,0.00000000
-2.48224112,1.99883732,0.27476475,1.59628183,0.22933052,0.00000000,0.01809847,0.04567361,0.26362652,0.00000000
-2.47623812,2.07416913,0.28244624,1.65600591,0.24023883,0.00000000,0.01841502,0.04825246,0.27229785,0.00000000
-2.47023512,2.15065254,0.29005391,1.71639054,0.25144330,0.00000000,0.01883886,0.05080258,0.28121180,0.00000000
-2.46423212,2.22656500,0.29748914,1.77607942,0.26272421,0.00000000,0.01934807,0.05329411,0.29016373,0.00000000
-2.45822911,2.30024428,0.30465286,1.83375932,0.27387751,0.00000000,0.01992250,0.05569850,0.29895718,0.00000000
-2.45222611,2.37013949,0.31145016,1.88820040,0.28472200,0.00000000,0.02054432,0.05798967,0.30741003,0.00000000
-2.44622311,2.43485910,0.31779506,1.93829398,0.29510609,0.00000000,0.02119847,0.06014517,0.31536021,0.00000000
-2.44022011,2.49321381,0.32361511,1.98308654,0.30491384,0.00000000,0.02187297,0.06214714,0.32267082,0.00000000
-2.43421711,2.54425243,0.32885563,2.02180804,0.31407000,0.00000000,0.02255911,0.06398318,0.32923431,0.00000000
-2.42821411,2.58728891,0.33348318,2.05389368,0.32254386,0.00000000,0.02325145,0.06564694,0.33497549,0.00000000
-2.42221111,2.62191948,0.33748807,2.07899766,0.33035155,0.00000000,0.02394769,0.06713845,0.33985336,0.00000000
-2.41620810,2.64802871,0.34088576,2.09699863,0.33755677,0.00000000,0.02464843,0.06846414,0.34386128,0.00000000
-2.41020510,2.66578422,0.34371689,2.10799623,0.34426960,0.00000000,0.02535670,0.06963651,0.34702587,0.00000000
-2.40420210,2.67562026,0.34604603,2.11229906,0.35064366,0.00000000,0.02607748,0.07067349,0.34940429,0.00000000
-2.39819910,2.67821078,0.34795903,2.11040453,0.35687130,0.00000000,0.02681711,0.07159754,0.35108022,0.00000000
-2.39219610,2.67443324,0.34955919,2.10297164,0.36317721,0.00000000,0.02758254,0.07243439,0.35215868,0.00000000
-2.38619310,2.66532506,0.35096243,2.09078801,0.36981046,0.00000000,0.02838069,0.07321171,0.35275991,0.00000000
-2.38019010,2.65203457,0.35229159,2.07473265,0.37703534,0.00000000,0.02921771,0.07395754,0.35301269,0.00000000
-2.37418709,2.63576898,0.35367034,2.05573646,0.38512124,0.00000000,0.03009835,0.07469874,0.35304739,0.00000000
-2.36818409,2.61774178,0.35521691,2.03474223,0.39433187,0.00000000,0.03102533,0.07545943,0.35298915,0.00000000
-2.36218109,2.59912203,0.35703804,2.01266598,0.40491436,0.00000000,0.03199886,0.07625965,0.35295154,0.00000000
-2.35617809,2.58098773,0.35922343,1.99036139,0.41708844,0.00000000,0.03301632,0.07711407,0.35303105,0.00000000
-2.35017509,2.56428541,0.36184102,1.96858887,0.43103629,0.00000000,0.03407197,0.07803113,0.35330261,0.00000000
-2.34417209,2.54979728,0.36493334,1.94799035,0.44689318,0.00000000,0.03515699,0.07901240,0.35381649,0.00000000
-2.33816908,2.53811725,0.36851511,1.92907069,0.46473946,0.00000000,0.03625950,0.08005233,0.35459657,0.00000000
-2.33216608,2.52963638,0.37257215,1.91218617,0.48459408,0.00000000,0.03736485,0.08113837,0.35564010,0.00000000
-2.32616308,2.52453770,0.37706169,1.89754009,0.50640982,0.00000000,0.03845603,0.08225146,0.35691892,0.00000000
-2.32016008,2.52280018,0.38191395,1.88518518,0.53007062,0.00000000,0.03951419,0.08336681,0.35838192,0.00000000
-2.31415708,2.52421092,0.38703498,1.87503213,0.55539092,0.00000000,0.04051920,0.08445500,0.35995868,0.00000000
-2.30815408,2.52838444,0.39231046,1.86686354,0.58211722,0.00000000,0.04145039,0.08548331,0.36156389,0.00000000
-2.30215108,2.53478759,0.39761034,1.86035196,0.60993178,0.00000000,0.04228720,0.08641716,0.36310235,0.00000000
-2.29614807,2.54276858,0.40279399,1.85508111,0.63845855,0.00000000,0.04300994,0.08722166,0.36447422,0.00000000
-2.29014507,2.55158850,0.40771565,1.85056885,0.66727101,0.00000000,0.04360037,0.08786315,0.36558019,0.00000000
-2.28414207,2.56045382,0.41222997,1.84629088,0.69590201,0.00000000,0.04404239,0.08831064,0.36632630,0.00000000
-2.27813907,2.56854842,0.41619721,1.84170414,0.72385518,0.00000000,0.04432252,0.08853710,0.36662813,0.00000000
-2.27213607,2.57506396,0.41948821,1.83626881,0.75061773,0.00000000,0.04443034,0.08852058,0.36641423,0.00000000
-2.26613307,2.57922757,0.42198859,1.82946848,0.77567428,0.00000000,0.04435879,0.08824507,0.36562858,0.00000000
-2.26013007,2.58032619,0.42360238,1.82082756,0.79852137,0.00000000,0.04410436,0.08770105,0.36423207,0.00000000
-2.25412706,2.57772698,0.42425479,1.80992600,0.81868218,0.00000000,0.04366719,0.08688579,0.36220297,0.00000000
-2.24812406,2.57089366,0.42389411,1.79641069,0.83572101,0.00000000,0.04305103,0.08580337,0.35953648,0.00000000
-2.24212106,2.55939850,0.42249281,1.78000389,0.84925707,0.00000000,0.04226311,0.08446442,0.35624341,0.00000000
-2.23611806,2.54293031,0.42004778,1.76050844,0.85897697,0.00000000,0.04131391,0.08288561,0.35234826,0.00000000
-2.23011506,2.52129837,0.41657980,1.73781006,0.86464561,0.00000000,0.04021686,0.08108894,0.34788676,0.00000000
-2.22411206,2.49443275,0.41213227,1.71187702,0.86611490,0.00000000,0.03898802,0.07910090,0.34290311,0.00000000
-2.21810905,2.46238133,0.40676935,1.68275725,0.86332989,0.00000000,0.03764563,0.07695146,0.33744717,0.00000000
-2.21210605,2.42530372,0.40057352,1.65057331,0.85633209,0.00000000,0.03620971,0.07467297,0.33157171,0.00000000
-2.20610305,2.38346272,0.39364270,1.61551552,0.84525976,0.00000000,0.03470159,0.07229917,0.32532989,0.00000000
-2.20010005,2.33721334,0.38608707,1.57783344,0.83034495,0.00000000,0.03314342,0.06986398,0.31877316,0.00000000
-2.19409705,2.28699012,0.37802554,1.53782608,0.81190750,0.00000000,0.03155775,0.06740059,0.31194954,0.00000000
-2.18809405,2.23329278,0.36958217,1.49583119,0.79034594,0.00000000,0.02996705,0.06494041,0.30490249,0.00000000
-2.18209105,2.17667087,0.36088247,1.45221386,0.76612583,0.00000000,0.02839324,0.06251229,0.29767024,0.00000000
-2.17608804,2.11770769,0.35204980,1.40735487,0.73976574,0.00000000,0.02685728,0.06014179,0.29028565,0.00000000
-2.17008504,2.05700389,0.34320189,1.36163913,0.71182151,0.00000000,0.02537877,0.05785061,0.28277647,0.00000000
-2.16408204,1.99516141,0.33444769,1.31544453,0.68286934,0.00000000,0.02397560,0.05565617,0.27516595,0.00000000
-2.15807904,1.93276796,0.32588446,1.26913170,0.65348839,0.00000000,0.02266357,0.05357139,0.26747380,0.00000000
-2.15207604,1.87038276,0.31759544,1.22303488,0.62424362,0.00000000,0.02145618,0.05160463,0.25971715,0.00000000
-2.14607304,1.80852390,0.30964799,1.17745442,0.59566938,0.00000000,0.02036432,0.04975975,0.25191174,0.00000000
-2.14007004,1.74765776,0.30209237,1.13265107,0.56825461,0.00000000,0.01939618,0.04803638,0.24407295,0.00000000
-2.13406703,1.68819085,0.29496120,1.08884230,0.54243010,0.00000000,0.01855708,0.04643032,0.23621679,0.00000000
-2.12806403,1.63046447,0.28826960,1.04620092,0.51855818,0.00000000,0.01784947,0.04493409,0.22836069,0.00000000
-2.12206103,1.57475222,0.28201605,1.00485588,0.49692539,0.00000000,0.01727295,0.04353759,0.22052409,0.00000000
-2.11605803,1.52126055,0.27618394,0.96489525,0.47773821,0.00000000,0.01682440,0.04222883,0.21272885,0.00000000
-2.11005503,1.47013231,0.27074377,0.92637127,0.46112194,0.00000000,0.01649816,0.04099475,0.20499935,0.00000000
-2.10405203,1.42145301,0.26565589,0.88930715,0.44712271,0.00000000,0.01628624,0.03982209,0.19736247,0.00000000
-2.09804902,1.37525953,0.26087363,0.85370516,0.43571238,0.00000000,0.01617867,0.03869826,0.18984741,0.00000000
-2.09204602,1.33155086,0.25634681,0.81955578,0.42679600,0.00000000,0.01616386,0.03761215,0.18248531,0.00000000
-2.08604302,1.29030024,0.25202533,0.78684712,0.42022143,0.00000000,0.01622894,0.03655497,0.17530892,0.00000000
-2.08004002,1.25146817,0.24786275,0.75557433,0.41579060,0.00000000,0.01636024,0.03552089,0.16835218,0.00000000
-2.07403702,1.21501542,0.24381965,0.72574830,0.41327179,0.00000000,0.01654368,0.03450769,0.16164976,0.00000000
-2.06803402,1.18091554,0.23986661,0.69740312,0.41241247,0.00000000,0.01676518,0.03351719,0.15523679,0.00000000
-2.06203102,1.14916604,0.23598664,0.67060201,0.41295185,0.00000000,0.01701106,0.03255557,0.14914856,0.00000000
-2.05602801,1.11979755,0.23217691,0.64544107,0.41463288,0.00000000,0.01726842,0.03163353,0.14342025,0.00000000
-2.05002501,1.09288045,0.22844976,0.62205082,0.41721284,0.00000000,0.01752540,0.03076622,0.13808687,0.00000000
-2.04402201,1.06852854,0.22483269,0.60059510,0.42047239,0.00000000,0.01777144,0.02997314,0.13318307,0.00000000
-2.03801901,1.04689927,0.22136763,0.58126759,0.42422247,0.00000000,0.01799749,0.02927769,0.12874307,0.00000000
