energy_ev,total_up,Mo_p_up,Mo_d_up,P_s_up,P_p_up,S_s_up,S_p_up
-5.62181091,5.92439453,3.97361379,3.20861262,0.02729911,0.99200432,0.05445976,3.02069596
-5.61580790,5.89826626,3.94495264,3.22547815,0.02659708,0.97410264,0.05243749,3.03338131
-5.60980490,5.87890805,3.92030866,3.24653927,0.02592499,0.95976122,0.05029779,3.04667870
-5.60380190,5.86564913,3.89918114,3.27117736,0.02528098,0.94902887,0.04806191,3.05996559
-5.59779890,5.85761120,3.88093357,3.29865292,0.02466277,0.94188104,0.04575258,3.07255137
-5.59179590,5.85375162,3.86482587,3.32813105,0.02406788,0.93822555,0.04339367,3.08370221
-5.58579290,5.85290627,3.85004621,3.35870704,0.02349405,0.93790884,0.04100976,3.09266567
-5.57978989,5.85383118,3.83574141,3.38943171,0.02293942,0.94072232,0.03862568,3.09869458
-5.57378689,5.85524181,3.82104551,3.41933593,0.02240274,0.94640880,0.03626611,3.10106959
-5.56778389,5.85584982,3.80510602,3.44745395,0.02188357,0.95466891,0.03395506,3.09912018
-5.56178089,5.85439705,3.78710772,3.47284567,0.02138232,0.96516759,0.03171550,3.09224385
-5.55577789,5.84968667,3.76629387,3.49461741,0.02090028,0.97754062,0.02956894,3.07992311
-5.54977489,5.84061162,3.74198496,3.51194140,0.02043964,0.99140148,0.02753515,3.06174043
-5.54377189,5.82618049,3.71359484,3.52407384,0.02000339,1.00634839,0.02563185,3.03739060
-5.53776888,5.80554066,3.68064445,3.53037128,0.01959523,1.02197178,0.02387455,3.00669064
-5.53176588,5.77799882,3.64277289,3.53030548,0.01921946,1.03786221,0.02227647,2.96958684
-5.52576288,5.74303844,3.59974590,3.52347606,0.01888082,1.05361855,0.02084846,2.92615883
-5.51975988,5.70033394,3.55146152,3.50962103,0.01858434,1.06885651,0.01959906,2.87662049
-5.51375688,5.64976111,3.49795290,3.48862457,0.01833517,1.08321721,0.01853455,2.82131758
-5.50775388,5.59140317,3.43938790,3.46052187,0.01813841,1.09637561,0.01765909,2.76072194
-5.50175088,5.52555221,3.37606570,3.42550054,0.01799899,1.10804849,0.01697485,2.69542238
-5.49574787,5.45270539,3.30841006,3.38389849,0.01792150,1.11800168,0.01648216,2.62611240
-5.48974487,5.37355594,3.23695952,3.33619801,0.01791005,1.12605622,0.01617965,2.55357496
-5.48374187,5.28897860,3.16235472,3.28301605,0.01796816,1.13209313,0.01606443,2.47866474
-5.47773887,5.20001007,3.08532312,3.22509082,0.01809865,1.13605654,0.01613215,2.40228856
-5.47173587,5.10782462,3.00666154,3.16326512,0.01830357,1.13795492,0.01637709,2.32538436
-5.46573287,5.01370567,2.92721725,3.09846664,0.01858408,1.13786038,0.01679226,2.24889969
-5.45972986,4.91901429,2.84786801,3.03168602,0.01894048,1.13590591,0.01736938,2.17377038
-5.45372686,4.82515556,2.76950197,2.96395327,0.01937210,1.13228070,0.01809889,2.10090013
-5.44772386,4.73354405,2.69299799,2.89631332,0.01987731,1.12722354,0.01896997,2.03114170
-5.44172086,4.64556949,2.61920707,2.82980155,0.02045355,1.12101476,0.01997052,1.96528043
-5.43571786,4.56256402,2.54893539,2.76542003,0.02109731,1.11396677,0.02108713,1.90402045
-5.42971486,4.48577176,2.48292959,2.70411528,0.02180421,1.10641375,0.02230511,1.84797394
-5.42371186,4.41632194,2.42186435,2.64675805,0.02256903,1.09870070,0.02360854,1.79765368
-5.41770885,4.35520592,2.36633276,2.59412575,0.02338580,1.09117243,0.02498037,1.75346884
-5.41170585,4.30325895,2.31683922,2.54688788,0.02424783,1.08416270,0.02640252,1.71572387
-5.40570285,4.26114653,2.27379497,2.50559462,0.02514785,1.07798394,0.02785608,1.68462015
-5.39969985,4.22935564,2.23751591,2.47066872,0.02607808,1.07291793,0.02932156,1.66026011
-5.39369685,4.20819044,2.20822250,2.44240063,0.02703031,1.06920756,0.03077917,1.64265323
-5.38769385,4.19777224,2.18604132,2.42094668,0.02799597,1.06705001,0.03220913,1.63172336
-5.38169085,4.19804309,2.17100793,2.40633013,0.02896627,1.06659134,0.03359208,1.62731699
-5.37568784,4.20877258,2.16307075,2.39844479,0.02993221,1.06792282,0.03490940,1.62921184
-5.36968484,4.22956720,2.16209558,2.39706084,0.03088471,1.07107875,0.03614365,1.63712534
-5.36368184,4.25988193,2.16787065,2.40183269,0.03181465,1.07603602,0.03727892,1.65072275
-5.35767884,4.29903345,2.18011206,2.41230860,0.03271299,1.08271524,0.03830119,1.66962463
-5.35167584,4.34621483,2.19846953,2.42794174,0.03357078,1.09098347,0.03919866,1.69341361
-5.34567284,4.40051145,2.22253276,2.44810274,0.03437932,1.10065833,0.03996198,1.72164038
-5.33966983,4.46091812,2.25183818,2.47209344,0.03513023,1.11151361,0.04058446,1.75382912
-5.33366683,4.52635745,2.28587676,2.49916190,0.03581559,1.12328604,0.04106220,1.78948257
-5.32766383,4.59569939,2.32410266,2.52851851,0.03642806,1.13568320,0.04139415,1.82808685
-5.32166083,4.66778219,2.36594312,2.55935315,0.03696104,1.14839236,0.04158209,1.86911652
-5.31565783,4.74143471,2.41080963,2.59085333,0.03740887,1.16109005,0.04163051,1.91204006
-5.30965483,4.81549987,2.45811038,2.62222285,0.03776700,1.17345217,0.04154649,1.95632584
-5.30365183,4.88885917,2.50726367,2.65270100,0.03803218,1.18516422,0.04133948,2.00144902
-5.29764882,4.96045764,2.55771229,2.68158158,0.03820268,1.19593151,0.04102102,2.04689910
-5.29164582,5.02932870,2.60893799,2.70823136,0.03827845,1.20548898,0.04060442,2.09218822
-5.28564282,5.09461807,2.66047582,2.73210728,0.03826125,1.21361016,0.04010449,2.13685986
-5.27963982,5.15560568,2.71192728,2.75277173,0.03815481,1.22011507,0.03953709,2.18049766
-5.27363682,5.21172460,2.76297183,2.76990508,0.03796486,1.22487666,0.03891886,2.22273391
-5.26763382,5.26257580,2.81337558,2.78331493,0.03769911,1.22782551,0.03826677,2.26325717
-5.26163082,5.30793778,2.86299690,2.79294118,0.03736723,1.22895258,0.03759777,2.30181839
-5.25562781,5.34777017,2.91178789,2.79885673,0.03698062,1.22830973,0.03692846,2.33823529
-5.24962481,5.38221063,2.95979168,2.80126316,0.03655224,1.22600814,0.03627471,2.37239416
-5.24362181,5.41156492,3.00713519,2.80048165,0.03609626,1.22221453,0.03565136,2.40424917
-5.23761881,5.43629007,3.05401747,2.79693899,0.03562772,1.21714528,0.03507188,2.43381872
-5.23161581,5.45697134,3.10069421,2.79114944,0.03516203,1.21105885,0.03454818,2.46117907
-5.22561281,5.47429388,3.14745889,2.78369290,0.03471458,1.20424670,0.03409032,2.48645537
-5.21960980,5.48901040,3.19462171,2.77519059,0.03430016,1.19702314,0.03370635,2.50981067
-5.21360680,5.50190669,3.24248750,2.76627916,0.03393254,1.18971467,0.03340224,2.53143344
-5.20760380,5.51376676,3.29133373,2.75758474,0.03362393,1.18264911,0.03318175,2.55152449
-5.20160080,5.52533971,3.34139026,2.74969815,0.03338465,1.17614530,0.03304648,2.57028414
-5.19559780,5.53731033,3.39282198,2.74315251,0.03322271,1.17050348,0.03299595,2.58790050
-5.18959480,5.55027513,3.44571553,2.73840462,0.03314359,1.16599705,0.03302772,2.60453985
-5.18359180,5.56472544,3.50007120,2.73582085,0.03315009,1.16286586,0.03313766,2.62033982
-5.17758879,5.58103854,3.55580045,2.73566841,0.03324231,1.16131132,0.03332020,2.63540591
-5.17158579,5.59947725,3.61272950,2.73811224,0.03341771,1.16149338,0.03356871,2.64981176
-5.16558279,5.62019808,3.67060874,2.74321770,0.03367131,1.16352940,0.03387588,2.66360321
-5.15957979,5.64326706,3.72912744,2.75095842,0.03399604,1.16749481,0.03423412,2.67680585
-5.15357679,5.66868204,3.78793290,2.76122900,0.03438309,1.17342531,0.03463608,2.68943554
-5.14757379,5.69639963,3.84665268,2.77386114,0.03482239,1.18132025,0.03507499,2.70151118
-5.14157079,5.72636457,3.90491850,2.78864233,0.03530313,1.19114695,0.03554512,2.71306853
-5.13556778,5.75853914,3.96239006,2.80533554,0.03581428,1.20284538,0.03604213,2.72417402
-5.12956478,5.79293001,4.01877708,2.82369851,0.03634507,1.21633302,0.03656330,2.73493718
-5.12356178,5.82961013,4.07385799,2.84350126,0.03688549,1.23150931,0.03710777,2.74552057
-5.11755878,5.86873359,4.12749371,2.86454066,0.03742667,1.24825950,0.03767660,2.75614599
-5.11155578,5.91054170,4.17963542,2.88665094,0.03796118,1.26645761,0.03827271,2.76709608
-5.10555278,5.95535921,4.23032553,2.90970958,0.03848323,1.28596834,0.03890077,2.77871070
-5.09954977,6.00358037,4.27969149,2.93363808,0.03898872,1.30664793,0.03956691,2.79137780
-5.09354677,6.05564506,4.32793252,2.95839776,0.03947526,1.32834390,0.04027837,2.80551888
-5.08754377,6.11200619,4.37530001,2.98398103,0.03994194,1.35089405,0.04104300,2.82156950
-5.08154077,6.17309015,4.42207245,3.01039865,0.04038914,1.37412471,0.04186876,2.83995577
-5.07553777,6.23925262,4.46852656,3.03766433,0.04081811,1.39784877,0.04276315,2.86106799
-5.06953477,6.31073272,4.51490619,3.06577767,0.04123068,1.42186370,0.04373261,2.88523292
-5.06353177,6.38760852,4.56139118,3.09470699,0.04162875,1.44595004,0.04478196,2.91268638
-5.05752876,6.46975702,4.60806802,3.12437329,0.04201390,1.46987070,0.04591389,2.94354780
-5.05152576,6.55682185,4.65490455,3.15463685,0.04238699,1.49337132,0.04712850,2.97779857
-5.04552276,6.64819118,4.70173046,3.18528754,0.04274788,1.51618211,0.04842300,3.01526563
-5.03951976,6.74298800,4.74822517,3.21603975,0.04309509,1.53802117,0.04979147,3.05561164
-5.03351676,6.84007451,4.79391440,3.24653267,0.04342575,1.55859944,0.05122478,3.09833278
-5.02751376,6.93807088,4.83817597,3.27633599,0.04373548,1.57762729,0.05271070,3.14276465
-5.02151076,7.03538869,4.88025526,3.30496117,0.04401852,1.59482243,0.05423406,3.18809645
-5.01550775,7.13027761,4.91928973,3.33187763,0.04426789,1.60991904,0.05577715,3.23339311
-5.00950475,7.22088373,4.95434181,3.35653312,0.04447568,1.62267762,0.05732020,3.27762456
-5.00350175,7.30531696,4.98443854,3.37837724,0.04463341,1.63289515,0.05884191,3.31970094
-4.99749875,7.38172417,5.00861624,3.39688682,0.04473248,1.64041514,0.06032014,3.35851216
-4.99149575,7.44836482,5.02596786,3.41159174,0.04476457,1.64513688,0.06173261,3.39297001
-4.98549275,7.50368502,5.03569060,3.42209967,0.04472214,1.64702348,0.06305760,3.42205084
-4.97948974,7.54638644,5.03713119,3.42811855,0.04459887,1.64610819,0.06427465,3.44483671
-4.97348674,7.57548654,5.02982638,3.42947519,0.04439003,1.64249843,0.06536521,3.46055300
-4.96748374,7.59036683,5.01353618,3.42612925,0.04409281,1.63637742,0.06631324,3.46860074
-4.96148074,7.59080674,4.98826795,3.41818152,0.04370659,1.62800289,0.06710563,3.46858205
-4.95547774,7.57700123,4.95428969,3.40587608,0.04323302,1.61770288,0.06773264,3.46031739
-4.94947474,7.54956109,4.91213161,3.38959618,0.04267615,1.60586871,0.06818807,3.44385398
-4.94347174,7.50949584,4.86257554,3.36985388,0.04204227,1.59294509,0.06846942,3.41946492
-4.93746873,7.45817993,4.80663247,3.34727393,0.04133986,1.57941777,0.06857784,3.38763925
-4.93146573,7.39730387,4.74550918,3.32257263,0.04057929,1.56579917,0.06851801,3.34906333
-4.92546273,7.32881259,4.68056550,3.29653275,0.03977251,1.55261240,0.06829784,3.30459483
-4.91945973,7.25483401,4.61326434,3.26997549,0.03893275,1.54037442,0.06792818,3.25523034
-4.91345673,7.17760117,4.54511685,3.24373098,0.03807404,1.52957895,0.06742237,3.20206857
-4.90745373,7.09937167,4.47762571,3.21860857,0.03721088,1.52067984,0.06679579,3.14627069
-4.90145073,7.02234820,4.41222937,3.19536831,0.03635778,1.51407569,0.06606533,3.08901983
-4.89544772,6.94860374,4.35024998,3.17469489,0.03552887,1.51009628,0.06524894,3.03148166
-4.88944472,6.88001479,4.29284783,3.15717518,0.03473760,1.50899152,0.06436512,2.97476767
-4.88344172,6.81820547,4.24098444,3.14328026,0.03399633,1.51092333,0.06343246,2.91990281
-4.87743872,6.76450475,4.19539601,3.13335272,0.03331619,1.51596091,0.06246928,2.86779879
-4.87143572,6.71991818,4.15657834,3.12759960,0.03270677,1.52407948,0.06149330,2.81923378
-4.86543272,6.68511492,4.12478372,3.12609117,0.03217611,1.53516267,0.06052132,2.77483919
-4.85942971,6.66042986,4.10002940,3.12876533,0.03173053,1.54900830,0.05956910,2.73509362
-4.85342671,6.64587994,4.08211666,3.13543730,0.03137473,1.56533741,0.05865119,2.70032371
-4.84742371,6.64119303,4.07065914,3.14581396,0.03111178,1.58380593,0.05778088,2.67071126
-4.84142071,6.64584720,4.06511801,3.15951192,0.03094332,1.60401861,0.05697020,2.64630577
-4.83541771,6.65911753,4.06484197,3.17607827,0.03086966,1.62554433,0.05622993,2.62704113
-4.82941471,6.68012766,4.06910914,3.19501309,0.03089005,1.64793227,0.05556969,2.61275521
-4.82341171,6.70790292,4.07716851,3.21579228,0.03100286,1.67072814,0.05499798,2.60321101
-4.81740870,6.74142194,4.08827827,3.23788981,0.03120590,1.69348963,0.05452231,2.59811778
-4.81140570,6.77966411,4.10173903,3.26079816,0.03149660,1.71580058,0.05414919,2.59715109
-4.80540270,6.82165028,4.11692015,3.28404610,0.03187230,1.73728321,0.05388423,2.59997052
-4.79939970,6.86647502,4.13327797,3.30721297,0.03233040,1.75760789,0.05373210,2.60623412
-4.79339670,6.91332900,4.15036546,3.32993889,0.03286859,1.77650026,0.05369657,2.61560911
-4.78739370,6.96151085,4.16783312,3.35193063,0.03348491,1.79374532,0.05378041,2.62777829
-4.78139070,7.01042862,4.18542190,3.37296290,0.03417779,1.80918868,0.05398531,2.64244241
-4.77538769,7.05959136,4.20294915,3.39287532,0.03494603,1.82273483,0.05431176,2.65931843
-4.76938469,7.10859210,4.22028904,3.41156533,0.03578872,1.83434286,0.05475897,2.67813445
-4.76338169,7.15708385,4.23734935,3.42897767,0.03670500,1.84401994,0.05532467,2.69862193
-4.75737869,7.20475080,4.25404644,3.44509109,0.03769387,1.85181284,0.05600502,2.72050605
-4.75137569,7.25127686,4.27028053,3.45990325,0.03875385,1.85779832,0.05679447,2.74349530
-4.74537269,7.29631399,4.28591288,3.47341467,0.03988266,1.86207262,0.05768568,2.76727115
-4.73936968,7.33945265,4.30074673,3.48561285,0.04107684,1.86474082,0.05866949,2.79147901
-4.73336668,7.38019648,4.31451310,3.49645739,0.04233144,1.86590652,0.05973487,2.81572108
-4.72736368,7.41794313,4.32686238,3.50586720,0.04363964,1.86566242,0.06086900,2.83955204
-4.72136068,7.45197271,4.33736229,3.51371045,0.04499254,1.86408220,0.06205734,2.86247801
-4.71535768,7.48144481,4.34550207,3.51979814,0.04637896,1.86121403,0.06328382,2.88395920
-4.70935468,7.50540477,4.35070272,3.52388151,0.04778536,1.85707613,0.06453099,2.90341622
-4.70335168,7.52279897,4.35233251,3.52565373,0.04919590,1.85165434,0.06578031,2.92024007
-4.69734867,7.53249885,4.34972675,3.52475588,0.05059262,1.84490196,0.06701246,2.93380539
-4.69134567,7.53333246,4.34221067,3.52078685,0.05195573,1.83674162,0.06820763,2.94348643
-4.68534267,7.52412227,4.32912411,3.51331693,0.05326406,1.82706914,0.06934589,2.94867508
-4.67933967,7.50372736,4.30984664,3.50190429,0.05449562,1.81575909,0.07040756,2.94880012
-4.67333667,7.47108794,4.28382180,3.48611354,0.05562819,1.80267164,0.07137360,2.94334684
-4.66733367,7.42527023,4.25057936,3.46553544,0.05664009,1.78766040,0.07222594,2.93187599
-4.66133067,7.36550919,4.20975441,3.43980669,0.05751081,1.77058077,0.07294790,2.91404137
-4.65532766,7.29124727,4.16110272,3.40862879,0.05822182,1.75129828,0.07352447,2.88960501
-4.64932466,7.20216704,4.10451155,3.37178487,0.05875715,1.72969660,0.07394264,2.85844932
-4.64332166,7.09821618,4.04000582,3.32915367,0.05910401,1.70568475,0.07419167,2.82058560
-4.63731866,6.97962349,3.96774935,3.28071987,0.05925325,1.67920315,0.07426335,2.77615845
-4.63131566,6.84690510,3.88804161,3.22658024,0.05919968,1.65022831,0.07415212,2.72544581
-4.62531266,6.70086054,3.80130999,3.16694521,0.05894222,1.61877603,0.07385530,2.66885466
-4.61930965,6.54255876,3.70809852,3.10213602,0.05848392,1.58490289,0.07337309,2.60691233
-4.61330665,6.37331465,3.60905337,3.03257733,0.05783180,1.54870625,0.07270868,2.54025396
-4.60730365,6.19465720,3.50490616,2.95878597,0.05699653,1.51032274,0.07186819,2.46960632
-4.60130065,6.00829060,3.39645572,2.88135628,0.05599199,1.46992553,0.07086063,2.39576889
-4.59529765,5.81605003,3.28454921,2.80094300,0.05483474,1.42772061,0.06969777,2.31959270
-4.58929465,5.61985402,3.17006331,2.71824240,0.05354335,1.38394227,0.06839397,2.24195791
-4.58329165,5.42165538,3.05388633,2.63397281,0.05213782,1.33884833,0.06696599,2.16375087
-4.57728864,5.22339278,2.93690163,2.54885526,0.05063884,1.29271504,0.06543271,2.08584160
-4.57128564,5.02694470,2.81997303,2.46359536,0.04906720,1.24583224,0.06381486,2.00906253
-4.56528264,4.83408771,2.70393245,2.37886699,0.04744323,1.19849882,0.06213467,1.93418920
-4.55927964,4.64646026,2.58956998,2.29529846,0.04578625,1.15101852,0.06041552,1.86192369
-4.55327664,4.46553326,2.47762646,2.21346164,0.04411425,1.10369646,0.05868158,1.79288117
-4.54727364,4.29258821,2.36878839,2.13386425,0.04244353,1.05683598,0.05695743,1.72758012
-4.54127064,4.12870311,2.26368508,2.05694535,0.04078861,1.01073616,0.05526761,1.66643640
-4.53526763,3.97474625,2.16288758,1.98307403,0.03916208,0.96568964,0.05363627,1.60976110
-4.52926463,3.83137752,2.06690915,1.91255079,0.03757471,0.92198073,0.05208677,1.55776226
-4.52326163,3.69905644,1.97620662,1.84561154,0.03603550,0.87988368,0.05064129,1.51055002
-4.51725863,3.57805605,1.89118249,1.78243332,0.03455189,0.83966094,0.04932046,1.46814489
-4.51125563,3.46848153,1.81218707,1.72314159,0.03312999,0.80156133,0.04814307,1.43048846
-4.50525263,3.37029204,1.73952043,1.66781819,0.03177479,0.76581805,0.04712573,1.39745609
-4.49924962,3.28332471,1.67343381,1.61650959,0.03049044,0.73264635,0.04628262,1.36887067
-4.49324662,3.20731911,1.61413025,1.56923481,0.02928047,0.70224109,0.04562525,1.34451688
-4.48724362,3.14194114,1.56176432,1.52599267,0.02814798,0.67477402,0.04516231,1.32415506
-4.48124062,3.08680497,1.51644094,1.48676782,0.02709580,0.65039092,0.04489949,1.30753423
-4.47523762,3.04149222,1.47821336,1.45153541,0.02612662,0.62920873,0.04483941,1.29440340
-4.46923462,3.00556745,1.44708036,1.42026422,0.02524303,0.61131280,0.04498160,1.28452083
-4.46323162,2.97858955,1.42298316,1.39291808,0.02444755,0.59675430,0.04532244,1.27766089
-4.45722861,2.96011876,1.40580207,1.36945571,0.02374252,0.58554813,0.04585527,1.27361819
-4.45122561,2.94971933,1.39535348,1.34982907,0.02313010,0.57767118,0.04657049,1.27220909
-4.44522261,2.94695822,1.39138743,1.33398046,0.02261206,0.57306139,0.04745563,1.27327055
-4.43921961,2.95140026,1.39358621,1.32183858,0.02218965,0.57161741,0.04849562,1.27665670
-4.43321661,2.96260062,1.40156428,1.31331404,0.02186347,0.57319913,0.04967299,1.28223345
-4.42721361,2.98009556,1.41486999,1.30829455,0.02163322,0.57762913,0.05096812,1.28987172
-4.42121061,3.00339240,1.43298907,1.30664031,0.02149758,0.58469491,0.05235956,1.29943984
-4.41520760,3.03195985,1.45535038,1.30817998,0.02145407,0.59415210,0.05382439,1.31079574
-4.40920460,3.06521981,1.48133367,1.31270757,0.02149889,0.60572856,0.05533857,1.32377960
-4.40320160,3.10254162,1.51027954,1.31998070,0.02162685,0.61912918,0.05687737,1.33820752
-4.39719860,3.14323950,1.54150122,1.32972046,0.02183137,0.63404157,0.05841578,1.35386683
-4.39119560,3.18657401,1.57429814,1.34161303,0.02210445,0.65014231,0.05992896,1.37051330
-4.38519260,3.23175775,1.60797063,1.35531330,0.02243676,0.66710369,0.06139273,1.38787071
-4.37918959,3.27796554,1.64183549,1.37045042,0.02281780,0.68460091,0.06278402,1.40563284
-4.37318659,3.32434878,1.67524180,1.38663517,0.02323602,0.70231937,0.06408135,1.42346791
-4.36718359,3.37005369,1.70758629,1.40346895,0.02367913,0.71996202,0.06526528,1.44102522
-4.36118059,3.41424249,1.73832787,1.42055412,0.02413431,0.73725643,0.06631883,1.45794386
-4.35517759,3.45611667,1.76700052,1.43750517,0.02458857,0.75396152,0.06722790,1.47386280
-4.34917459,3.49494116,1.79322406,1.45396031,0.02502904,0.76987346,0.06798159,1.48843204
-4.34317159,3.53006812,1.81671237,1.46959289,0.02544335,0.78483085,0.06857243,1.50132414
-4.33716858,3.56095906,1.83727868,1.48412213,0.02581997,0.79871864,0.06899664,1.51224545
-4.33116558,3.58720393,1.85483755,1.49732255,0.02614846,0.81147085,0.06925417,1.52094651
-4.32516258,3.60853623,1.86940373,1.50903160,0.02641986,0.82307185,0.06934866,1.52723092
-4.31915958,3.62484296,1.88108757,1.51915514,0.02662683,0.83355605,0.06928738,1.53096233
-4.31315658,3.63616893,1.89008762,1.52767029,0.02676389,0.84300614,0.06908092,1.53206908
-4.30715358,3.64271490,1.89668033,1.53462561,0.02682754,0.85154968,0.06874288,1.53054622
