energy_ev,total_up,Au_p_up,Au_d_up,P_s_up,P_p_up,Te_p_up,Te_d_up
-6.00000000,5.39016669,0.36596260,5.06686816,0.01996645,0.11207262,0.14287897,0.00000000
-5.99399700,5.40987808,0.37419053,5.08490522,0.02088357,0.11104993,0.14542783,0.00000000
-5.98799400,5.43448866,0.38385648,5.10762685,0.02190652,0.11014751,0.14825717,0.00000000
-5.98199100,5.46138952,0.39467317,5.13256117,0.02301559,0.10932620,0.15126302,0.00000000
-5.97598799,5.48795033,0.40633656,5.15721138,0.02418938,0.10854866,0.15433847,0.00000000
-5.96998499,5.51160508,0.41853432,5.17913843,0.02540537,0.10778044,0.15737654,0.00000000
-5.96398199,5.52993435,0.43095429,5.19604033,0.02664052,0.10699090,0.16027298,0.00000000
-5.95797899,5.54074121,0.44329276,5.20582571,0.02787180,0.10615405,0.16292896,0.00000000
-5.95197599,5.54211864,0.45526224,5.20667892,0.02907682,0.10524907,0.16525353,0.00000000
-5.94597299,5.53250594,0.46659863,5.19711477,0.03023436,0.10426086,0.16716583,0.00000000
-5.93996998,5.51073261,0.47706743,5.17602104,0.03132490,0.10318020,0.16859701,0.00000000
-5.93396698,5.47604820,0.48646890,5.14268735,0.03233104,0.10200380,0.16949181,0.00000000
-5.92796398,5.42813742,0.49464205,5.09681974,0.03323793,0.10073413,0.16980972,0.00000000
-5.92196098,5.36712005,0.50146726,5.03854049,0.03403355,0.09937902,0.16952575,0.00000000
-5.91595798,5.29353615,0.50686766,4.96837361,0.03470889,0.09795114,0.16863076,0.00000000
-5.90995498,5.20831732,0.51080910,4.88721681,0.03525813,0.09646723,0.16713143,0.00000000
-5.90395198,5.11274555,0.51329894,4.79630138,0.03567857,0.09494731,0.16504980,0.00000000
-5.89794897,5.00840156,0.51438378,4.69714186,0.03597062,0.09341372,0.16242239,0.00000000
-5.89194597,4.89710512,0.51414612,4.59147791,0.03613759,0.09189021,0.15929910,0.00000000
-5.88594297,4.78084988,0.51270046,4.48121090,0.03618547,0.09040098,0.15574176,0.00000000
-5.87993997,4.66173573,0.51018881,4.36833808,0.03612260,0.08896983,0.15182251,0.00000000
-5.87393697,4.54190144,0.50677596,4.25488703,0.03595933,0.08761942,0.14762198,0.00000000
-5.86793397,4.42346035,0.50264473,4.14285313,0.03570760,0.08637067,0.14322750,0.00000000
-5.86193097,4.30844148,0.49799143,4.03414234,0.03538059,0.08524239,0.13873115,0.00000000
-5.85592796,4.19873817,0.49302156,3.93052133,0.03499224,0.08425098,0.13422798,0.00000000
-5.84992496,4.09606554,0.48794599,3.83357634,0.03455694,0.08341047,0.12981423,0.00000000
-5.84392196,4.00192778,0.48297761,3.74468165,0.03408909,0.08273264,0.12558569,0.00000000
-5.83791896,3.91759538,0.47832845,3.66497793,0.03360286,0.08222728,0.12163619,0.00000000
-5.83191596,3.84409199,0.47420719,3.59536023,0.03311183,0.08190261,0.11805630,0.00000000
-5.82591296,3.78219006,0.47081690,3.53647462,0.03262879,0.08176562,0.11493201,0.00000000
-5.81990995,3.73241373,0.46835298,3.48872245,0.03216553,0.08182254,0.11234375,0.00000000
-5.81390695,3.69504757,0.46700106,3.45227040,0.03173272,0.08207908,0.11036527,0.00000000
-5.80790395,3.67014921,0.46693461,3.42706493,0.03133975,0.08254066,0.10906285,0.00000000
-5.80190095,3.65756420,0.46831238,3.41284918,0.03099467,0.08321234,0.10849430,0.00000000
-5.79589795,3.65694152,0.47127523,3.40918088,0.03070411,0.08409866,0.10870825,0.00000000
-5.78989495,3.66774843,0.47594270,3.41545001,0.03047324,0.08520318,0.10974328,0.00000000
-5.78389195,3.68928386,0.48240898,3.43089519,0.03030576,0.08652778,0.11162716,0.00000000
-5.77788894,3.72068985,0.49073876,3.45461840,0.03020385,0.08807190,0.11437616,0.00000000
-5.77188594,3.76096126,0.50096279,3.48559786,0.03016815,0.08983150,0.11799442,0.00000000
-5.76588294,3.80895409,0.51307377,3.52269949,0.03019783,0.09179805,0.12247342,0.00000000
-5.75987994,3.86339352,0.52702251,3.56468759,0.03029054,0.09395752,0.12779164,0.00000000
-5.75387694,3.92288258,0.54271501,3.61023569,0.03044249,0.09628941,0.13391447,0.00000000
-5.74787394,3.98591286,0.56001059,3.65793849,0.03064852,0.09876606,0.14079433,0.00000000
-5.74187094,4.05087842,0.57872136,3.70632612,0.03090221,0.10135218,0.14837116,0.00000000
-5.73586793,4.11609390,0.59861349,3.75388134,0.03119599,0.10400473,0.15657322,0.00000000
-5.72986493,4.17981751,0.61941010,3.79906057,0.03152136,0.10667323,0.16531822,0.00000000
-5.72386193,4.24027927,0.64079620,3.84031867,0.03186910,0.10930046,0.17451483,0.00000000
-5.71785893,4.29571412,0.66242527,3.87613767,0.03222951,0.11182362,0.18406441,0.00000000
-5.71185593,4.34439935,0.68392754,3.90505852,0.03259268,0.11417587,0.19386307,0.00000000
-5.70585293,4.38469495,0.70491964,3.92571511,0.03294882,0.11628828,0.20380378,0.00000000
-5.69984992,4.41508535,0.72501500,3.93686901,0.03328850,0.11809197,0.21377862,0.00000000
-5.69384692,4.43422063,0.74383496,3.93744339,0.03360299,0.11952049,0.22368095,0.00000000
-5.68784392,4.44095502,0.76101957,3.92655442,0.03388447,0.12051223,0.23340740,0.00000000
-5.68184092,4.43438062,0.77623794,3.90353823,0.03412625,0.12101281,0.24285964,0.00000000
-5.67583792,4.41385453,0.78919747,3.86797202,0.03432293,0.12097719,0.25194585,0.00000000
-5.66983492,4.37901753,0.79965149,3.81968783,0.03447049,0.12037163,0.26058173,0.00000000
-5.66383192,4.32980344,0.80740509,3.75877803,0.03456628,0.11917511,0.26869119,0.00000000
-5.65782891,4.26643831,0.81231876,3.68559213,0.03460900,0.11738038,0.27620654,0.00000000
-5.65182591,4.18942953,0.81430985,3.60072481,0.03459851,0.11499444,0.28306839,0.00000000
-5.64582291,4.09954547,0.81335189,3.50499576,0.03453571,0.11203851,0.28922526,0.00000000
-5.63981991,3.99778672,0.80947181,3.39942235,0.03442227,0.10854742,0.29463291,0.00000000
-5.63381691,3.88535062,0.80274557,3.28518644,0.03426033,0.10456857,0.29925368,0.00000000
-5.62781391,3.76359106,0.79329237,3.16359724,0.03405230,0.10016039,0.30305586,0.00000000
-5.62181091,3.63397577,0.78126794,3.03605196,0.03380051,0.09539050,0.30601312,0.00000000
-5.61580790,3.49804330,0.76685751,2.90399629,0.03350702,0.09033359,0.30810429,0.00000000
