energy_ev,total_up,Cu_p_up,Cu_d_up,Ga_p_up,Ga_d_up,S_s_up,S_p_up
-6.00000000,2.01302390,0.73283177,0.56829617,0.15629870,0.00000000,0.04905141,0.64007979
-5.99399700,2.05339135,0.73117134,0.58610696,0.15928686,0.00000000,0.05274011,0.65895728
-5.98799400,2.09583523,0.73141995,0.60393862,0.16265504,0.00000000,0.05643496,0.67916790
-5.98199100,2.13948612,0.73317956,0.62152241,0.16637612,0.00000000,0.06009997,0.70037059
-5.97598799,2.18351149,0.73608089,0.63860565,0.17042069,0.00000000,0.06369747,0.72221155
-5.96998499,2.22713099,0.73979090,0.65495622,0.17475721,0.00000000,0.06718868,0.74433251
-5.96398199,2.26962856,0.74401819,0.67036613,0.17935209,0.00000000,0.07053441,0.76637882
-5.95797899,2.31036116,0.74851644,0.68465425,0.18416952,0.00000000,0.07369564,0.78800706
-5.95197599,2.34876450,0.75308596,0.69766807,0.18917125,0.00000000,0.07663423,0.80889208
-5.94597299,2.38435576,0.75757347,0.70928467,0.19431621,0.00000000,0.07931362,0.82873309
-5.93996998,2.41673377,0.76187050,0.71941095,0.19956010,0.00000000,0.08169949,0.84725882
-5.93396698,2.44557726,0.76591046,0.72798338,0.20485501,0.00000000,0.08376035,0.86423151
-5.92796398,2.47064136,0.76966485,0.73496714,0.21014908,0.00000000,0.08546822,0.87944969
-5.92196098,2.49175331,0.77313883,0.74035512,0.21538631,0.00000000,0.08679911,0.89274987
-5.91595798,2.50880758,0.77636637,0.74416665,0.22050652,0.00000000,0.08773357,0.90400708
-5.90995498,2.52176104,0.77940543,0.74644618,0.22544558,0.00000000,0.08825706,0.91313440
-5.90395198,2.53062858,0.78233323,0.74726204,0.23013586,0.00000000,0.08836035,0.92008164
-5.89794897,2.53547935,0.78524192,0.74670516,0.23450703,0.00000000,0.08803971,0.92483330
-5.89194597,2.53643385,0.78823478,0.74488789,0.23848704,0.00000000,0.08729710,0.92740602
-5.88594297,2.53366185,0.79142301,0.74194283,0.24200349,0.00000000,0.08614023,0.92784565
-5.87993997,2.52738095,0.79492313,0.73802163,0.24498518,0.00000000,0.08458249,0.92622412
-5.87393697,2.51785561,0.79885507,0.73329353,0.24736381,0.00000000,0.08264280,0.92263626
-5.86793397,2.50539613,0.80334066,0.72794374,0.24907585,0.00000000,0.08034528,0.91719667
-5.86193097,2.49035738,0.80850261,0.72217133,0.25006442,0.00000000,0.07771889,0.91003663
-5.85592796,2.47313654,0.81446365,0.71618660,0.25028112,0.00000000,0.07479693,0.90130126
-5.84992496,2.45416964,0.82134564,0.71020787,0.24968775,0.00000000,0.07161636,0.89114680
-5.84392196,2.43392644,0.82926853,0.70445754,0.24825775,0.00000000,0.06821716,0.87973795
