energy_ev,total_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-5.77788894,1.62851103,0.00624866,0.16268869,0.66686061,0.58247968,0.02454187,0.54167906
-5.77188594,1.58504021,0.00655885,0.15448282,0.66124247,0.56466844,0.02341062,0.53465720
-5.76588294,1.54025561,0.00685094,0.14610396,0.65470875,0.54675587,0.02229064,0.52711282
-5.75987994,1.49457324,0.00712028,0.13767737,0.64729035,0.52892105,0.02119327,0.51903599
-5.75387694,1.44844214,0.00736250,0.12932830,0.63905569,0.51134930,0.02012879,0.51043796
-5.74787394,1.40234494,0.00757359,0.12118057,0.63011317,0.49423249,0.01910658,0.50135372
-5.74187094,1.35679758,0.00775010,0.11335540,0.62061234,0.47776915,0.01813531,0.49184358
-5.73586793,1.31234809,0.00788919,0.10597048,0.61074372,0.46216441,0.01722314,0.48199388
-5.72986493,1.26957395,0.00798880,0.09913913,0.60073703,0.44762951,0.01637795,0.47191665
-5.72386193,1.22907811,0.00804770,0.09296966,0.59085806,0.43438088,0.01560746,0.46174813
-5.71785893,1.19148327,0.00806554,0.08756480,0.58140411,0.42263868,0.01491939,0.45164637
-5.71185593,1.15742466,0.00804293,0.08302117,0.57269812,0.41262469,0.01432151,0.44178777
-5.70585293,1.12754117,0.00798142,0.07942890,0.56508175,0.40455972,0.01382167,0.43236274
-5.69984992,1.10246507,0.00788346,0.07687107,0.55890761,0.39866035,0.01342771,0.42357072
-5.69384692,1.08281045,0.00775237,0.07542326,0.55453088,0.39513519,0.01314737,0.41561460
-5.68784392,1.06916071,0.00759226,0.07515292,0.55230051,0.39418073,0.01298811,0.40869478
-5.68184092,1.06205542,0.00740790,0.07611872,0.55255054,0.39597678,0.01295689,0.40300312
-5.67583792,1.06197683,0.00720459,0.07836980,0.55559153,0.40068176,0.01305994,0.39871696
-5.66983492,1.06933667,0.00698802,0.08194495,0.56170264,0.40842793,0.01330247,0.39599341
-5.66383192,1.08446348,0.00676411,0.08687167,0.57112448,0.41931678,0.01368842,0.39496415
-5.65782891,1.10759110,0.00653883,0.09316532,0.58405307,0.43341468,0.01422023,0.39573095
-5.65182591,1.13884875,0.00631802,0.10082823,0.60063510,0.45074907,0.01489859,0.39836198
-5.64582291,1.17825318,0.00610722,0.10984886,0.62096472,0.47130537,0.01572230,0.40288916
-5.63981991,1.22570332,0.00591156,0.12020123,0.64508192,0.49502478,0.01668812,0.40930669
-5.63381691,1.28097794,0.00573551,0.13184445,0.67297270,0.52180315,0.01779073,0.41757072
-5.62781391,1.34373639,0.00558287,0.14472260,0.70457100,0.55149110,0.01902275,0.42760028
-5.62181091,1.41352288,0.00545659,0.15876490,0.73976226,0.58389541,0.02037481,0.43927949
-5.61580790,1.48977425,0.00535874,0.17388632,0.77838861,0.61878188,0.02183572,0.45246093
-5.60980490,1.57183114,0.00529042,0.18998851,0.82025544,0.65587949,0.02339266,0.46697017
-5.60380190,1.65895238,0.00525179,0.20696122,0.86513892,0.69488601,0.02503147,0.48261120
-5.59779890,1.75033220,0.00524209,0.22468400,0.91279432,0.73547467,0.02673697,0.49917263
-5.59179590,1.84511959,0.00525962,0.24302834,0.96296446,0.77730188,0.02849327,0.51643439
-5.58579290,1.94243915,0.00530190,0.26185995,1.01538795,0.82001564,0.03028416,0.53417477
-5.57978989,2.04141260,0.00536571,0.28104130,1.06980661,0.86326432,0.03209342,0.55217723
-5.57378689,2.14117980,0.00544724,0.30043413,1.12597164,0.90670533,0.03390518,0.57023696
-5.56778389,2.24091849,0.00554221,0.31990192,1.18364795,0.95001341,0.03570420,0.58816669
-5.56178089,2.33986158,0.00564601,0.33931214,1.24261632,0.99288800,0.03747607,0.60580145
-5.55577789,2.43731115,0.00575389,0.35853816,1.30267313,1.03505930,0.03920744,0.62300218
-5.54977489,2.53264829,0.00586107,0.37746078,1.36362735,1.07629265,0.04088609,0.63965773
-5.54377189,2.62533825,0.00596291,0.39596915,1.42529503,1.11639097,0.04250099,0.65568532
-5.53776888,2.71493046,0.00605504,0.41396122,1.48749120,1.15519499,0.04404222,0.67102930
-5.53176588,2.80105341,0.00613348,0.43134352,1.55001991,1.19258119,0.04550092,0.68565824
-5.52576288,2.88340470,0.00619475,0.44803047,1.61266259,1.22845762,0.04686914,0.69956056
-5.51975988,2.96173659,0.00623592,0.46394313,1.67516586,1.26275757,0.04813960,0.71273883
-5.51375688,3.03583828,0.00625470,0.47900757,1.73722929,1.29543161,0.04930554,0.72520308
-5.50775388,3.10551573,0.00624947,0.49315305,1.79849437,1.32643828,0.05036050,0.73696362
-5.50175088,3.17057059,0.00621924,0.50631002,1.85853542,1.35573419,0.05129811,0.74802365
-5.49574787,3.23077963,0.00616369,0.51840829,1.91685350,1.38326396,0.05211197,0.75837219
-5.48974487,3.28587624,0.00608311,0.52937545,1.97287412,1.40895082,0.05279554,0.76797789
-5.48374187,3.33553546,0.00597833,0.53913568,2.02594941,1.43268854,0.05334209,0.77678409
-5.47773887,3.37936394,0.00585066,0.54760927,2.07536516,1.45433537,0.05374478,0.78470547
-5.47173587,3.41689583,0.00570184,0.55471279,2.12035296,1.47371045,0.05399674,0.79162672
-5.46573287,3.44759549,0.00553393,0.56036004,2.16010717,1.49059339,0.05409127,0.79740336
-5.45972986,3.47086726,0.00534921,0.56446389,2.19380650,1.50472700,0.05402209,0.80186471
-5.45372686,3.48607239,0.00515013,0.56693890,2.22063917,1.51582363,0.05378367,0.80481913
-5.44772386,3.49255260,0.00493922,0.56770467,2.23983092,1.52357478,0.05337154,0.80606116
-5.44172086,3.48965925,0.00471902,0.56668980,2.25067442,1.52766382,0.05278266,0.80538033
-5.43571786,3.47678707,0.00449201,0.56383625,2.25255888,1.52778131,0.05201577,0.80257120
-5.42971486,3.45341050,0.00426057,0.55910397,2.24499826,1.52364231,0.05107174,0.79744413
-5.42371186,3.41912117,0.00402697,0.55247549,2.22765675,1.51500480,0.04995382,0.78983618
-5.41770885,3.37366427,0.00379328,0.54396026,2.20037017,1.50168841,0.04866788,0.77962159
-5.41170585,3.31697202,0.00356142,0.53359844,2.16316211,1.48359245,0.04722256,0.76672128
-5.40570285,3.24919225,0.00333311,0.52146410,2.11625393,1.46071226,0.04562929,0.75111085
-5.39969985,3.17071067,0.00310992,0.50766731,2.06006806,1.43315316,0.04390231,0.73282657
-5.39369685,3.08216518,0.00289321,0.49235534,1.99522428,1.40114097,0.04205848,0.71196919
-5.38769385,2.98445157,0.00268422,0.47571255,1.92252912,1.36502863,0.04011711,0.68870518
-5.38169085,2.87871992,0.00248404,0.45795907,1.84295885,1.32529845,0.03809965,0.66326547
-5.37568784,2.76636164,0.00229364,0.43934829,1.75763664,1.28255959,0.03602930,0.63594163
-5.36968484,2.64898755,0.00211390,0.42016309,1.66780507,1.23754094,0.03393063,0.60707977
-5.36368184,2.52839773,0.00194561,0.40071107,1.57479507,1.19107934,0.03182911,0.57707238
-5.35767884,2.40654429,0.00178950,0.38131875,1.47999255,1.14410366,0.02975063,0.54634853
-5.35167584,2.28548836,0.00164623,0.36232512,1.38480413,1.09761524,0.02772103,0.51536282
-5.34567284,2.16735300,0.00151645,0.34407456,1.29062322,1.05266529,0.02576561,0.48458364
-5.33966983,2.05427359,0.00140073,0.32690947,1.19879764,1.01033007,0.02390874,0.45448110
-5.33366683,1.94834752,0.00129963,0.31116277,1.11059993,0.97168473,0.02217334,0.42551519
-5.32766383,1.85158466,0.00121364,0.29715054,1.02720100,0.93777658,0.02058062,0.39812458
-5.32166083,1.76586036,0.00114321,0.28516494,0.94964800,0.90959874,0.01914967,0.37271630
-5.31565783,1.69287210,0.00108874,0.27546764,0.87884663,0.88806494,0.01789719,0.34965686
-5.30965483,1.63410112,0.00105052,0.26828398,0.81554822,0.87398619,0.01683724,0.32926464
-5.30365183,1.59077988,0.00102876,0.26379791,0.76034157,0.86805007,0.01598108,0.31180410
-5.29764882,1.56386617,0.00102357,0.26214788,0.71364936,0.87080322,0.01533693,0.29748155
-5.29164582,1.55402426,0.00103491,0.26342381,0.67572899,0.88263744,0.01490994,0.28644270
-5.28564282,1.56161352,0.00106258,0.26766519,0.64667733,0.90377989,0.01470202,0.27877186
-5.27963982,1.58668468,0.00110622,0.27486038,0.62643912,0.93428752,0.01471185,0.27449270
-5.27363682,1.62898363,0.00116529,0.28494712,0.61481853,0.97404607,0.01493484,0.27357042
-5.26763382,1.68796257,0.00123903,0.29781426,0.61149343,1.02277352,0.01536315,0.27591540
-5.26163082,1.76279839,0.00132648,0.31330476,0.61603199,1.08002806,0.01598580,0.28138782
-5.25562781,1.85241754,0.00142649,0.33121979,0.62791108,1.14522023,0.01678876,0.28980340
-5.24962481,1.95552690,0.00153771,0.35132393,0.64653615,1.21762907,0.01775515,0.30094000
-5.24362181,2.07064981,0.00165857,0.37335128,0.67126211,1.29642162,0.01886547,0.31454474
-5.23761881,2.19616623,0.00178738,0.39701242,0.70141466,1.38067533,0.02009792,0.33034174
-5.23161581,2.33035577,0.00192229,0.42200184,0.73631170,1.46940251,0.02142874,0.34803997
-5.22561281,2.47144249,0.00206139,0.44800577,0.77528420,1.56157609,0.02283268,0.36734124
-5.21960980,2.61763955,0.00220267,0.47471004,0.81769582,1.65615558,0.02428348,0.38794792
-5.21360680,2.76719256,0.00234417,0.50180766,0.86296089,1.75211242,0.02575443,0.40957024
-5.20760380,2.91841954,0.00248395,0.52900590,0.91055984,1.84845348,0.02721893,0.43193291
-5.20160080,3.06974633,0.00262020,0.55603251,0.96005157,1.94424187,0.02865110,0.45478076
-5.19559780,3.21973554,0.00275124,0.58264079,1.01108213,2.03861418,0.03002639,0.47788329
-5.18959480,3.36710816,0.00287562,0.60861337,1.06338920,2.13079328,0.03132216,0.50103781
-5.18359180,3.51075673,0.00299210,0.63376446,1.11680195,2.22009632,0.03251819,0.52407106
-5.17758879,3.64974957,0.00309975,0.65794052,1.17123624,2.30593759,0.03359715,0.54683934
-5.17158579,3.78332619,0.00319791,0.68101933,1.22668509,2.38782626,0.03454497,0.56922699
-5.16558279,3.91088429,0.00328621,0.70290763,1.28320476,2.46535945,0.03535113,0.59114339
-5.15957979,4.03195937,0.00336459,0.72353741,1.34089705,2.53821127,0.03600874,0.61251863
-5.15357679,4.14619865,0.00343325,0.74286127,1.39988871,2.60611869,0.03651465,0.63329816
-5.14757379,4.25333117,0.00349264,0.76084708,1.46030890,2.66886560,0.03686928,0.65343671
-5.14157079,4.35313634,0.00354340,0.77747244,1.52226616,2.72626628,0.03707644,0.67289186
-5.13556778,4.44541350,0.00358634,0.79271931,1.58582615,2.77814981,0.03714300,0.69161787
-5.12956478,4.52995493,0.00362236,0.80656934,1.65099165,2.82434669,0.03707852,0.70956002
-5.12356178,4.60652451,0.00365241,0.81900010,1.71768621,2.86467911,0.03689476,0.72665006
-5.11755878,4.67484417,0.00367744,0.82998279,1.78574264,2.89895569,0.03660525,0.74280315
-5.11155578,4.73458937,0.00369835,0.83948139,1.85489733,2.92697160,0.03622473,0.75791649
-5.10555278,4.78539441,0.00371596,0.84745360,1.92479099,2.94851417,0.03576875,0.77186999
-5.09954977,4.82686776,0.00373098,0.85385341,1.99497614,2.96337405,0.03525320,0.78452900
-5.09354677,4.85861650,0.00374397,0.85863513,2.06493104,2.97136117,0.03469396,0.79574887
-5.08754377,4.88027842,0.00375538,0.86175879,2.13407942,2.97232461,0.03410658,0.80538145
-5.08154077,4.89155974,0.00376550,0.86319623,2.20181504,2.96617498,0.03350610,0.81328282
-5.07553777,4.89227556,0.00377454,0.86293775,2.26752947,2.95290768,0.03290683,0.81932199
-5.06953477,4.88239018,0.00378259,0.86099847,2.33064155,2.93262517,0.03232232,0.82338994
-5.06353177,4.86205389,0.00378970,0.85742415,2.39062651,2.90555652,0.03176528,0.82540836
-5.05752876,4.83163334,0.00379586,0.85229567,2.44704291,2.87207235,0.03124762,0.82533750
-5.05152576,4.79173246,0.00380106,0.84573206,2.49955559,2.83269370,0.03078041,0.82318256
-5.04552276,4.74320191,0.00380533,0.83789138,2.54795303,2.78809371,0.03037393,0.81899796
-5.03951976,4.68713533,0.00380869,0.82896950,2.59215788,2.73909123,0.03003762,0.81288938
-5.03351676,4.62485182,0.00381123,0.81919660,2.63222997,2.68663628,0.02978006,0.80501304
-5.02751376,4.55786478,0.00381307,0.80883135,2.66836136,2.63178757,0.02960890,0.79557234
-5.02151076,4.48783832,0.00381436,0.79815332,2.70086391,2.57568291,0.02953067,0.78481184
-5.01550775,4.41653309,0.00381523,0.78745354,2.73014991,2.51950390,0.02955066,0.77300899
-5.00950475,4.34574445,0.00381583,0.77702415,2.75670715,2.46443652,0.02967268,0.76046395
-5.00350175,4.27723608,0.00381623,0.76714728,2.78106996,2.41162972,0.02989884,0.74748805
-4.99749875,4.21267265,0.00381642,0.75808410,2.80378807,2.36215406,0.03022934,0.73439164
-4.99149575,4.15355537,0.00381628,0.75006440,2.82539527,2.31696275,0.03066223,0.72147196
-4.98549275,4.10116388,0.00381552,0.74327742,2.84637966,2.27685700,0.03119326,0.70900165
-4.97948974,4.05650765,0.00381373,0.73786431,2.86715753,2.24245772,0.03181578,0.69721873
-4.97348674,4.02028967,0.00381029,0.73391276,2.88805204,2.21418486,0.03252069,0.68631846
-4.96748374,3.99288415,0.00380444,0.73145388,2.90927800,2.19224562,0.03329648,0.67644747
-4.96148074,3.97432933,0.00379527,0.73046164,2.93093342,2.17663191,0.03412946,0.66770063
-4.95547774,3.96433568,0.00378174,0.73085472,2.95299788,2.16712732,0.03500390,0.66012054
-4.94947474,3.96230867,0.00376276,0.73250073,2.97533769,2.16332283,0.03590248,0.65369975
-4.94347174,3.96738471,0.00373718,0.73522246,2.99771697,2.16464064,0.03680663,0.64838535
-4.93746873,3.97847811,0.00370392,0.73880580,3.01981380,2.17036453,0.03769709,0.64408573
-4.93146573,3.99433624,0.00366198,0.74300899,3.04124016,2.17967520,0.03855439,0.64067886
-4.92546273,4.01360004,0.00361052,0.74757256,3.06156419,2.19168878,0.03935942,0.63802170
-4.91945973,4.03486657,0.00354893,0.75222960,3.08033352,2.20549647,0.04009399,0.63596006
-4.91345673,4.05675043,0.00347687,0.75671582,3.09709808,2.22020341,0.04074132,0.63433834
-4.90745373,4.07794126,0.00339430,0.76077900,3.11143139,2.23496498,0.04128654,0.63300862
-4.90145073,4.09725449,0.00330154,0.76418738,3.12294916,2.24901893,0.04171707,0.63183867
-4.89544772,4.11367350,0.00319926,0.76673682,3.13132454,2.26171193,0.04202295,0.63071835
-4.88944472,4.12638147,0.00308847,0.76825637,3.13629944,2.27251977,0.04219702,0.62956429
-4.88344172,4.13478204,0.00297054,0.76861215,3.13769179,2.28106026,0.04223508,0.62832260
-4.87743872,4.13850856,0.00284716,0.76770962,3.13539868,2.28709900,0.04213590,0.62696970
-4.87143572,4.13742208,0.00272027,0.76549410,3.12939564,2.29054784,0.04190112,0.62551110
-4.86543272,4.13159892,0.00259205,0.76194970,3.11973248,2.29145665,0.04153510,0.62397870
-4.85942971,4.12130911,0.00246483,0.75709685,3.10652607,2.28999918,0.04104468,0.62242653
-4.85342671,4.10698734,0.00234103,0.75098863,3.08995082,2.28645403,0.04043890,0.62092547
-4.84742371,4.08919818,0.00222311,0.74370609,3.07022738,2.28118184,0.03972864,0.61955725
-4.84142071,4.06859770,0.00211347,0.73535285,3.04761010,2.27460019,0.03892622,0.61840813
-4.83541771,4.04589342,0.00201443,0.72604921,3.02237402,2.26715729,0.03804507,0.61756263
-4.82941471,4.02180459,0.00192814,0.71592617,2.99480187,2.25930606,0.03709930,0.61709756
-4.82341171,3.99702478,0.00185650,0.70511934,2.96517149,2.25147958,0.03610337,0.61707689
-4.81740870,3.97218808,0.00180120,0.69376333,2.93374435,2.24406908,0.03507168,0.61754735
-4.81140570,3.94784047,0.00176358,0.68198653,2.90075541,2.23740540,0.03401829,0.61853523
-4.80540270,3.92441728,0.00174467,0.66990658,2.86640478,2.23174444,0.03295666,0.62004430
-4.79939970,3.90222724,0.00174515,0.65762678,2.83085138,2.22725712,0.03189935,0.62205496
-4.79339670,3.88144362,0.00176531,0.64523327,2.79420889,2.22402403,0.03085788,0.62452452
-4.78739370,3.86210215,0.00180509,0.63279335,2.75654416,2.22203450,0.02984253,0.62738860
-4.78139070,3.84410545,0.00186407,0.62035470,2.71787793,2.22119013,0.02886226,0.63056342
-4.77538769,3.82723327,0.00194144,0.60794561,2.67818809,2.22131187,0.02792462,0.63394885
-4.76938469,3.81115753,0.00203608,0.59557607,2.63741505,2.22215038,0.02703573,0.63743204
-4.76338169,3.79546117,0.00214653,0.58323970,2.59546912,2.22339870,0.02620023,0.64089138
-4.75737869,3.77965968,0.00227107,0.57091622,2.55223947,2.22470646,0.02542137,0.64420061
-4.75137569,3.76322385,0.00240769,0.55857445,2.50760413,2.22569491,0.02470100,0.64723292
-4.74537269,3.74560296,0.00255418,0.54617555,2.46144071,2.22597191,0.02403968,0.64986479
-4.73936968,3.72624703,0.00270817,0.53367635,2.41363708,2.22514625,0.02343673,0.65197958
-4.73336668,3.70462747,0.00286713,0.52103266,2.36410162,2.22284079,0.02289039,0.65347061
-4.72736368,3.68025534,0.00302848,0.50820220,2.31277246,2.21870397,0.02239785,0.65424388
-4.72136068,3.65269685,0.00318962,0.49514732,2.25962530,2.21241946,0.02195546,0.65422020
-4.71535768,3.62158583,0.00334796,0.48183708,2.20467945,2.20371387,0.02155881,0.65333690
-4.70935468,3.58663330,0.00350101,0.46824899,2.14800199,2.19236258,0.02120288,0.65154915
-4.70335168,3.54763409,0.00364641,0.45436998,2.08970979,2.17819389,0.02088216,0.64883089
-4.69734867,3.50447115,0.00378199,0.44019704,2.02996966,2.16109164,0.02059087,0.64517545
-4.69134567,3.45711777,0.00390584,0.42573723,1.96899658,2.14099674,0.02032301,0.64059600
-4.68534267,3.40563817,0.00401629,0.41100739,1.90705046,2.11790780,0.02007257,0.63512585
-4.67933967,3.35018696,0.00411204,0.39603343,1.84443159,2.09188116,0.01983367,0.62881853
-4.67333667,3.29100774,0.00419209,0.38084952,1.78147525,2.06303050,0.01960069,0.62174781
-4.66733367,3.22843102,0.00425584,0.36549705,1.71854577,2.03152622,0.01936838,0.61400755
-4.66133067,3.16287160,0.00430308,0.35002365,1.65603026,1.99759443,0.01913204,0.60571126
-4.65532766,3.09482514,0.00433396,0.33448218,1.59433237,1.96151564,0.01888757,0.59699145
-4.64932466,3.02486395,0.00434901,0.31892983,1.53386611,1.92362279,0.01863161,0.58799845
-4.64332166,2.95363133,0.00434913,0.30342730,1.47504982,1.88429849,0.01836159,0.57889876
-4.63731866,2.88183436,0.00433555,0.28803814,1.41830030,1.84397113,0.01807579,0.56987276
-4.63131566,2.81023453,0.00430976,0.27282805,1.36402690,1.80310963,0.01777336,0.56111168
-4.62531266,2.73963595,0.00427353,0.25786434,1.31262554,1.76221652,0.01745436,0.55281378
-4.61930965,2.67087094,0.00422880,0.24321532,1.26447245,1.72181924,0.01711972,0.54517981
-4.61330665,2.60478291,0.00417763,0.22894959,1.21991754,1.68245969,0.01677123,0.53840766
-4.60730365,2.54220674,0.00412215,0.21513531,1.17927728,1.64468200,0.01641146,0.53268656
-4.60130065,2.48394705,0.00406450,0.20183924,1.14282722,1.60901895,0.01604372,0.52819070
-4.59529765,2.43075498,0.00400673,0.18912571,1.11079410,1.57597720,0.01567201,0.52507282
-4.58929465,2.38330438,0.00395079,0.17705540,1.08334794,1.54602216,0.01530088,0.52345782
-4.58329165,2.34216834,0.00389842,0.16568394,1.06059426,1.51956290,0.01493538,0.52343683
-4.57728864,2.30779738,0.00385113,0.15506053,1.04256700,1.49693786,0.01458098,0.52506211
-4.57128564,2.28050019,0.00381015,0.14522647,1.02922254,1.47840218,0.01424349,0.52834294
-4.56528264,2.26042831,0.00377640,0.13621376,1.02043531,1.46411725,0.01392895,0.53324296
-4.55927964,2.24756566,0.00375049,0.12804385,1.01599545,1.45414311,0.01364359,0.53967914
-4.55327664,2.24172360,0.00373267,0.12072661,1.01560910,1.44843423,0.01339374,0.54752247
-4.54727364,2.24254236,0.00372291,0.11425957,1.01890150,1.44683903,0.01318577,0.55660058
-4.54127064,2.24949874,0.00372083,0.10862754,1.02542321,1.44910324,0.01302598,0.56670217
-4.53526763,2.26192031,0.00372583,0.10380268,1.03465948,1.45487709,0.01292058,0.57758320
-4.52926463,2.27900536,0.00373708,0.09974491,1.04604272,1.46372613,0.01287555,0.58897449
-4.52326163,2.29984813,0.00375360,0.09640286,1.05896768,1.47514513,0.01289655,0.60059069
-4.51725863,2.32346809,0.00377432,0.09371516,1.07280893,1.48857464,0.01298883,0.61213985
-4.51125563,2.34884204,0.00379818,0.09161214,1.08694009,1.50341923,0.01315706,0.62333360
-4.50525263,2.37493772,0.00382415,0.09001787,1.10075394,1.51906693,0.01340519,0.63389709
-4.49924962,2.40074721,0.00385137,0.08885234,1.11368256,1.53490862,0.01373633,0.64357852
-4.49324662,2.42531889,0.00387917,0.08803386,1.12521679,1.55035685,0.01415250,0.65215766
-4.48724362,2.44778633,0.00390715,0.08748143,1.13492387,1.56486306,0.01465450,0.65945306
-4.48124062,2.46739309,0.00393524,0.08711707,1.14246257,1.57793265,0.01524172,0.66532754
-4.47523762,2.48351219,0.00396369,0.08686794,1.14759498,1.58913716,0.01591198,0.66969187
-4.46923462,2.49565977,0.00399315,0.08666824,1.15019433,1.59812335,0.01666136,0.67250635
-4.46323162,2.50350232,0.00402461,0.08646073,1.15024841,1.60461874,0.01748410,0.67378034
-4.45722861,2.50685752,0.00405940,0.08619787,1.14785829,1.60843365,0.01837253,0.67356980
-4.45122561,2.50568881,0.00409914,0.08584251,1.14323230,1.60945989,0.01931704,0.67197293
-4.44522261,2.50009426,0.00414566,0.08536816,1.13667539,1.60766623,0.02030614,0.66912424
-4.43921961,2.49029048,0.00420097,0.08475878,1.12857435,1.60309128,0.02132653,0.66518730
-4.43321661,2.47659254,0.00426707,0.08400811,1.11937931,1.59583408,0.02236330,0.66034646
-4.42721361,2.45939101,0.00434593,0.08311876,1.10958246,1.58604319,0.02340021,0.65479805
-4.42121061,2.43912739,0.00443934,0.08210085,1.09969472,1.57390481,0.02441995,0.64874141
-4.41520760,2.41626910,0.00454877,0.08097047,1.09022148,1.55963063,0.02540456,0.64237010
-4.40920460,2.39128525,0.00467533,0.07974801,1.08163842,1.54344601,0.02633587,0.63586367
-4.40320160,2.36462434,0.00481962,0.07845638,1.07436856,1.52557913,0.02719596,0.62938042
-4.39719860,2.33669487,0.00498168,0.07711933,1.06876149,1.50625149,0.02796766,0.62305132
-4.39119560,2.30784967,0.00516091,0.07575977,1.06507580,1.48567027,0.02863508,0.61697541
-4.38519260,2.27837452,0.00535607,0.07439838,1.06346562,1.46402270,0.02918410,0.61121678
-4.37918959,2.24848157,0.00556528,0.07305240,1.06397176,1.44147277,0.02960283,0.60580335
-4.37318659,2.21830756,0.00578603,0.07173471,1.06651808,1.41816013,0.02988207,0.60072732
-4.36718359,2.18791692,0.00601527,0.07045330,1.07091323,1.39420120,0.03001564,0.59594742
-4.36118059,2.15730935,0.00624946,0.06921099,1.07685778,1.36969238,0.03000071,0.59139277
-4.35517759,2.12643150,0.00648474,0.06800553,1.08395648,1.34471489,0.02983801,0.58696819
-4.34917459,2.09519199,0.00671701,0.06683005,1.09173517,1.31934106,0.02953197,0.58256078
-4.34317159,2.06347900,0.00694214,0.06567369,1.09966151,1.29364157,0.02909075,0.57804746
-4.33716858,2.03117960,0.00715608,0.06452256,1.10716878,1.26769328,0.02852622,0.57330318
-4.33116558,1.99819967,0.00735503,0.06336084,1.11368159,1.24158699,0.02785386,0.56820946
-4.32516258,1.96448361,0.00753561,0.06217197,1.11864235,1.21543503,0.02709254,0.56266289
-4.31915958,1.93003282,0.00769500,0.06093989,1.12153729,1.18937784,0.02626436,0.55658326
-4.31315658,1.89492193,0.00783101,0.05965030,1.12192097,1.16358954,0.02539428,0.54992094
-4.30715358,1.85931219,0.00794224,0.05829178,1.11943797,1.13828197,0.02450989,0.54266321
