energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Cu_p_up,Cu_p_down,Cu_d_up,Cu_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.92196098,1.96000119,-1.96000119,0.60216034,-0.60216034,0.37084664,-0.37084664,0.51888518,-0.51888518,0.52316774,-0.52316774,0.00513196,-0.00513196,0.37550846,-0.37550846,0.55126919,-0.55126919,0.00000000,-0.00000000
-5.91595798,1.98505070,-1.98505070,0.59227593,-0.59227593,0.37018875,-0.37018875,0.52532013,-0.52532013,0.53787995,-0.53787995,0.00489231,-0.00489231,0.36740478,-0.36740478,0.56858675,-0.56858675,0.00000000,-0.00000000
-5.90995498,2.01062470,-2.01062470,0.58231282,-0.58231282,0.36950380,-0.36950380,0.53127737,-0.53127737,0.55322648,-0.55322648,0.00463889,-0.00463889,0.35913622,-0.35913622,0.58596723,-0.58596723,0.00000000,-0.00000000
-5.90395198,2.03657535,-2.03657535,0.57253485,-0.57253485,0.36882180,-0.36882180,0.53679892,-0.53679892,0.56904614,-0.56904614,0.00437464,-0.00437464,0.35086051,-0.35086051,0.60323396,-0.60323396,0.00000000,-0.00000000
-5.89794897,2.06269876,-2.06269876,0.56316422,-0.56316422,0.36816363,-0.36816363,0.54192985,-0.54192985,0.58516672,-0.58516672,0.00410287,-0.00410287,0.34271395,-0.34271395,0.62020407,-0.62020407,0.00000000,-0.00000000
-5.89194597,2.08873523,-2.08873523,0.55437429,-0.55437429,0.36754054,-0.36754054,0.54671512,-0.54671512,0.60140658,-0.60140658,0.00382713,-0.00382713,0.33480838,-0.33480838,0.63669060,-0.63669060,0.00000000,-0.00000000
-5.88594297,2.11437381,-2.11437381,0.54628499,-0.54628499,0.36695434,-0.36695434,0.55119673,-0.55119673,0.61757721,-0.61757721,0.00355110,-0.00355110,0.32722953,-0.32722953,0.65250534,-0.65250534,0.00000000,-0.00000000
-5.87993997,2.13926098,-2.13926098,0.53896106,-0.53896106,0.36639831,-0.36639831,0.55541166,-0.55541166,0.63348661,-0.63348661,0.00327846,-0.00327846,0.32003688,-0.32003688,0.66746230,-0.66746230,0.00000000,-0.00000000
-5.87393697,2.16301342,-2.16301342,0.53241284,-0.53241284,0.36585875,-0.36585875,0.55939034,-0.55939034,0.64894354,-0.64894354,0.00301280,-0.00301280,0.31326474,-0.31326474,0.68138177,-0.68138177,0.00000000,-0.00000000
-5.86793397,2.18523403,-2.18523403,0.52659977,-0.52659977,0.36531700,-0.36531700,0.56315618,-0.56315618,0.66376259,-0.66376259,0.00275747,-0.00275747,0.30692463,-0.30692463,0.69409488,-0.69409488,0.00000000,-0.00000000
-5.86193097,2.20553060,-2.20553060,0.52143616,-0.52143616,0.36475186,-0.36475186,0.56672583,-0.56672583,0.67776971,-0.67776971,0.00251558,-0.00251558,0.30100865,-0.30100865,0.70544843,-0.70544843,0.00000000,-0.00000000
-5.85592796,2.22353593,-2.22353593,0.51679880,-0.51679880,0.36414234,-0.36414234,0.57011044,-0.57011044,0.69080820,-0.69080820,0.00228988,-0.00228988,0.29549347,-0.29549347,0.71530988,-0.71530988,0.00000000,-0.00000000
-5.84992496,2.23892847,-2.23892847,0.51253614,-0.51253614,0.36347029,-0.36347029,0.57331758,-0.57331758,0.70274467,-0.70274467,0.00208274,-0.00208274,0.29034498,-0.29034498,0.72357204,-0.72357204,0.00000000,-0.00000000
-5.84392196,2.25145205,-2.25145205,0.50847829,-0.50847829,0.36272306,-0.36272306,0.57635383,-0.57635383,0.71347472,-0.71347472,0.00189613,-0.00189613,0.28552294,-0.28552294,0.73015744,-0.73015744,0.00000000,-0.00000000
-5.83791896,2.26093358,-2.26093358,0.50444750,-0.50444750,0.36189575,-0.36189575,0.57922769,-0.57922769,0.72292805,-0.72292805,0.00173159,-0.00173159,0.28098568,-0.28098568,0.73502182,-0.73502182,0.00000000,-0.00000000
-5.83191596,2.26729756,-2.26729756,0.50026842,-0.50026842,0.36099309,-0.36099309,0.58195265,-0.58195265,0.73107255,-0.73107255,0.00159026,-0.00159026,0.27669435,-0.27669435,0.73815677,-0.73815677,0.00000000,-0.00000000
-5.82591296,2.27057630,-2.27057630,0.49577770,-0.49577770,0.36003062,-0.36003062,0.58455008,-0.58455008,0.73791712,-0.73791712,0.00147289,-0.00147289,0.27261670,-0.27261670,0.73959094,-0.73959094,0.00000000,-0.00000000
-5.81990995,2.27091518,-2.27091518,0.49083253,-0.49083253,0.35903526,-0.35903526,0.58705167,-0.58705167,0.74351299,-0.74351299,0.00137985,-0.00137985,0.26872998,-0.26872998,0.73939004,-0.73939004,0.00000000,-0.00000000
-5.81390695,2.26857223,-2.26857223,0.48531760,-0.48531760,0.35804506,-0.35804506,0.58950113,-0.58950113,0.74795321,-0.74795321,0.00131115,-0.00131115,0.26502307,-0.26502307,0.73765518,-0.73765518,0.00000000,-0.00000000
-5.80790395,2.26391189,-2.26391189,0.47915030,-0.47915030,0.35710823,-0.35710823,0.59195496,-0.59195496,0.75137032,-0.75137032,0.00126651,-0.00126651,0.26149759,-0.26149759,0.73451969,-0.73451969,0.00000000,-0.00000000
-5.80190095,2.25739301,-2.25739301,0.47228398,-0.47228398,0.35628137,-0.35628137,0.59448204,-0.59448204,0.75393213,-0.75393213,0.00124534,-0.00124534,0.25816800,-0.25816800,0.73014456,-0.73014456,0.00000000,-0.00000000
-5.79589795,2.24955138,-2.24955138,0.46470914,-0.46470913,0.35562702,-0.35562702,0.59716207,-0.59716207,0.75583565,-0.75583565,0.00124678,-0.00124678,0.25506081,-0.25506081,0.72471239,-0.72471239,0.00000000,-0.00000000
-5.78989495,2.24097763,-2.24097763,0.45645257,-0.45645257,0.35521072,-0.35521072,0.60008266,-0.60008266,0.75729949,-0.75729949,0.00126975,-0.00126975,0.25221287,-0.25221287,0.71842043,-0.71842043,0.00000000,-0.00000000
-5.78389195,2.23229144,-2.23229144,0.44757473,-0.44757473,0.35509759,-0.35509759,0.60333536,-0.60333536,0.75855477,-0.75855477,0.00131292,-0.00131292,0.24966893,-0.24966893,0.71147269,-0.71147269,0.00000000,-0.00000000
-5.77788894,2.22411324,-2.22411324,0.43816534,-0.43816534,0.35534870,-0.35534870,0.60701062,-0.60701062,0.75983524,-0.75983524,0.00137478,-0.00137478,0.24747863,-0.24747863,0.70407173,-0.70407173,0.00000000,-0.00000000
-5.77188594,2.21703490,-2.21703490,0.42833771,-0.42833771,0.35601750,-0.35601750,0.61119209,-0.61119209,0.76136681,-0.76136680,0.00145360,-0.00145360,0.24569311,-0.24569311,0.69641043,-0.69641043,0.00000000,-0.00000000
-5.76588294,2.21159085,-2.21159085,0.41822206,-0.41822206,0.35714633,-0.35714633,0.61595042,-0.61595042,0.76335707,-0.76335707,0.00154747,-0.00154747,0.24436137,-0.24436137,0.68866417,-0.68866417,0.00000000,-0.00000000
-5.75987994,2.20823119,-2.20823119,0.40795824,-0.40795824,0.35876339,-0.35876339,0.62133708,-0.62133708,0.76598541,-0.76598541,0.00165432,-0.00165432,0.24352669,-0.24352669,0.68098384,-0.68098384,0.00000000,-0.00000000
-5.75387694,2.20729821,-2.20729821,0.39768827,-0.39768827,0.36088032,-0.36088032,0.62737860,-0.62737860,0.76939414,-0.76939414,0.00177191,-0.00177191,0.24322333,-0.24322333,0.67349012,-0.67349012,0.00000000,-0.00000000
-5.74787394,2.20900761,-2.20900761,0.38754907,-0.38754907,0.36349043,-0.36349043,0.63407149,-0.63407149,0.77368120,-0.77368120,0.00189786,-0.00189786,0.24347348,-0.24347348,0.66626918,-0.66626918,0.00000000,-0.00000000
-5.74187094,2.21343561,-2.21343561,0.37766588,-0.37766588,0.36656792,-0.36656792,0.64137842,-0.64137842,0.77889485,-0.77889485,0.00202967,-0.00202967,0.24428495,-0.24428495,0.65937029,-0.65937029,0.00000000,-0.00000000
-5.73586793,2.22051254,-2.22051254,0.36814652,-0.36814652,0.37006789,-0.37006789,0.64922578,-0.64922578,0.78503072,-0.78503072,0.00216475,-0.00216475,0.24564937,-0.24564937,0.65280521,-0.65280521,0.00000000,-0.00000000
-5.72986493,2.23002358,-2.23002358,0.35907687,-0.35907687,0.37392737,-0.37392737,0.65750304,-0.65750304,0.79203143,-0.79203142,0.00230045,-0.00230045,0.24754131,-0.24754131,0.64654963,-0.64654963,0.00000000,-0.00000000
-5.72386193,2.24161650,-2.24161650,0.35051777,-0.35051777,0.37806731,-0.37806730,0.66606397,-0.66606397,0.79978889,-0.79978889,0.00243412,-0.00243412,0.24991813,-0.24991813,0.64054642,-0.64054642,0.00000000,-0.00000000
-5.71785893,2.25481635,-2.25481635,0.34250336,-0.34250336,0.38239521,-0.38239521,0.67472970,-0.67472970,0.80814935,-0.80814935,0.00256314,-0.00256314,0.25272065,-0.25272065,0.63471065,-0.63471065,0.00000000,-0.00000000
-5.71185593,2.26904623,-2.26904623,0.33504102,-0.33504102,0.38680864,-0.38680864,0.68329369,-0.68329369,0.81692083,-0.81692083,0.00268497,-0.00268497,0.25587459,-0.25587459,0.62893592,-0.62893592,0.00000000,-0.00000000
-5.70585293,2.28365337,-2.28365337,0.32811268,-0.32811268,0.39119906,-0.39119906,0.69152833,-0.69152833,0.82588293,-0.82588293,0.00279722,-0.00279722,0.25929277,-0.25929277,0.62310192,-0.62310192,0.00000000,-0.00000000
-5.69984992,2.29793910,-2.29793910,0.32167755,-0.32167755,0.39545607,-0.39545607,0.69919279,-0.69919279,0.83479833,-0.83479833,0.00289771,-0.00289771,0.26287774,-0.26287774,0.61708258,-0.61708258,0.00000000,-0.00000000
-5.69384692,2.31119142,-2.31119142,0.31567592,-0.31567592,0.39947164,-0.39947164,0.70604202,-0.70604202,0.84342569,-0.84342569,0.00298452,-0.00298452,0.26652502,-0.26652502,0.61075443,-0.61075443,0.00000000,-0.00000000
-5.68784392,2.32271863,-2.32271863,0.31003387,-0.31003387,0.40314427,-0.40314427,0.71183616,-0.71183616,0.85153320,-0.85153320,0.00305604,-0.00305604,0.27012649,-0.27012649,0.60400485,-0.60400485,0.00000000,-0.00000000
-5.68184092,2.33188230,-2.33188230,0.30466853,-0.30466852,0.40638275,-0.40638275,0.71635016,-0.71635016,0.85891223,-0.85891223,0.00311103,-0.00311103,0.27357400,-0.27357400,0.59673968,-0.59673968,0.00000000,-0.00000000
-5.67583792,2.33812819,-2.33812819,0.29949367,-0.29949367,0.40910942,-0.40910941,0.71938295,-0.71938295,0.86539045,-0.86539045,0.00314865,-0.00314865,0.27676286,-0.27676286,0.58888984,-0.58888984,0.00000000,-0.00000000
-5.66983492,2.34101378,-2.34101378,0.29442525,-0.29442525,0.41126276,-0.41126276,0.72076588,-0.72076588,0.87084370,-0.87084370,0.00316847,-0.00316847,0.27959523,-0.27959523,0.58041671,-0.58041671,0.00000000,-0.00000000
-5.66383192,2.34023098,-2.34023098,0.28938666,-0.28938666,0.41279927,-0.41279927,0.72036994,-0.72036994,0.87520613,-0.87520613,0.00317053,-0.00317053,0.28198309,-0.28198309,0.57131599,-0.57131599,0.00000000,-0.00000000
-5.65782891,2.33562339,-2.33562339,0.28431335,-0.28431335,0.41369448,-0.41369448,0.71811149,-0.71811149,0.87847806,-0.87847807,0.00315529,-0.00315529,0.28385091,-0.28385091,0.56162000,-0.56162000,0.00000000,-0.00000000
-5.65182591,2.32719719,-2.32719719,0.27915676,-0.27915676,0.41394324,-0.41394324,0.71395624,-0.71395624,0.88073110,-0.88073110,0.00312365,-0.00312365,0.28513764,-0.28513764,0.55139827,-0.55139828,0.00000000,-0.00000000
-5.64582291,2.31512557,-2.31512557,0.27388724,-0.27388724,0.41355918,-0.41355918,0.70792139,-0.70792139,0.88211033,-0.88211033,0.00307689,-0.00307689,0.28579827,-0.28579827,0.54075663,-0.54075663,0.00000000,-0.00000000
-5.63981991,2.29974642,-2.29974642,0.26849593,-0.26849593,0.41257362,-0.41257362,0.70007583,-0.70007584,0.88283340,-0.88283340,0.00301667,-0.00301667,0.28580469,-0.28580469,0.52983472,-0.52983472,0.00000000,-0.00000000
-5.63381691,2.28155374,-2.28155374,0.26299552,-0.26299552,0.41103383,-0.41103383,0.69053854,-0.69053854,0.88318643,-0.88318643,0.00294493,-0.00294493,0.28514602,-0.28514602,0.51880234,-0.51880234,0.00000000,-0.00000000
-5.62781391,2.26118322,-2.26118322,0.25741999,-0.25741999,0.40900093,-0.40900093,0.67947515,-0.67947515,0.88351691,-0.88351691,0.00286386,-0.00286386,0.28382832,-0.28382832,0.50785470,-0.50785470,0.00000000,-0.00000000
-5.62181091,2.23939261,-2.23939261,0.25182319,-0.25182319,0.40654749,-0.40654749,0.66709312,-0.66709312,0.88422391,-0.88422391,0.00277581,-0.00277581,0.28187381,-0.28187381,0.49720692,-0.49720692,0.00000000,-0.00000000
-5.61580790,2.21703800,-2.21703800,0.24627664,-0.24627664,0.40375503,-0.40375503,0.65363554,-0.65363554,0.88574579,-0.88574579,0.00268321,-0.00268321,0.27931961,-0.27931961,0.48708803,-0.48708803,0.00000000,-0.00000000
-5.60980490,2.19504685,-2.19504685,0.24086638,-0.24086638,0.40071144,-0.40071144,0.63937396,-0.63937396,0.88854611,-0.88854611,0.00258850,-0.00258850,0.27621608,-0.27621608,0.47773467,-0.47773467,0.00000000,-0.00000000
-5.60380190,2.17438886,-2.17438886,0.23568935,-0.23568935,0.39750857,-0.39750857,0.62460054,-0.62460054,0.89309812,-0.89309812,0.00249407,-0.00249407,0.27262493,-0.27262493,0.46938477,-0.46938477,0.00000000,-0.00000000
-5.59779890,2.15604586,-2.15604586,0.23084925,-0.23084925,0.39423989,-0.39423989,0.60961974,-0.60961974,0.89986850,-0.89986850,0.00240215,-0.00240215,0.26861703,-0.26861703,0.46227145,-0.46227145,0.00000000,-0.00000000
-5.59179590,2.14098160,-2.14098160,0.22645216,-0.22645216,0.39099846,-0.39099846,0.59474000,-0.59474000,0.90930096,-0.90930096,0.00231478,-0.00231478,0.26427013,-0.26427013,0.45661710,-0.45661710,0.00000000,-0.00000000
-5.58579290,2.13011259,-2.13011259,0.22260212,-0.22260212,0.38787504,-0.38787504,0.58026536,-0.58026536,0.92180028,-0.92180028,0.00223374,-0.00223374,0.25966658,-0.25966658,0.45262798,-0.45262798,0.00000000,-0.00000000
-5.57978989,2.12428065,-2.12428065,0.21939682,-0.21939682,0.38495649,-0.38495649,0.56648757,-0.56648757,0.93771750,-0.93771750,0.00216050,-0.00216050,0.25489096,-0.25489096,0.45048919,-0.45048919,0.00000000,-0.00000000
-5.57378689,2.12422814,-2.12422814,0.21692362,-0.21692362,0.38232439,-0.38232439,0.55367868,-0.55367868,0.95733660,-0.95733660,0.00209620,-0.00209620,0.25002794,-0.25002794,0.45036023,-0.45036023,0.00000000,-0.00000000
-5.56778389,2.13057632,-2.13057632,0.21525595,-0.21525595,0.38005381,-0.38005381,0.54208429,-0.54208429,0.98086338,-0.98086338,0.00204163,-0.00204163,0.24516016,-0.24516016,0.45237101,-0.45237101,0.00000000,-0.00000000
-5.56178089,2.14380737,-2.14380737,0.21445027,-0.21445027,0.37821221,-0.37821221,0.53191761,-0.53191761,1.00841669,-1.00841669,0.00199720,-0.00199720,0.24036641,-0.24036641,0.45661839,-0.45661839,0.00000000,-0.00000000
-5.55577789,2.16425052,-2.16425052,0.21454374,-0.21454374,0.37685849,-0.37685849,0.52335446,-0.52335446,1.04002239,-1.04002239,0.00196301,-0.00196301,0.23571997,-0.23571997,0.46316320,-0.46316320,0.00000000,-0.00000000
-5.54977489,2.19207233,-2.19207233,0.21555250,-0.21555250,0.37604213,-0.37604213,0.51652924,-0.51652924,1.07561028,-1.07561028,0.00193878,-0.00193878,0.23128725,-0.23128725,0.47202784,-0.47202784,0.00000000,-0.00000000
-5.54377189,2.22727147,-2.22727147,0.21747083,-0.21747083,0.37580230,-0.37580230,0.51153192,-0.51153192,1.11501393,-1.11501393,0.00192393,-0.00192393,0.22712670,-0.22712670,0.48319431,-0.48319431,0.00000000,-0.00000000
-5.53776888,2.26967782,-2.26967782,0.22027101,-0.22027101,0.37616713,-0.37616713,0.50840618,-0.50840618,1.15797339,-1.15797339,0.00191764,-0.00191764,0.22328802,-0.22328802,0.49660294,-0.49660294,0.00000000,-0.00000000
-5.53176588,2.31895595,-2.31895595,0.22390390,-0.22390390,0.37715300,-0.37715300,0.50714866,-0.50714866,1.20414069,-1.20414069,0.00191882,-0.00191882,0.21981164,-0.21981164,0.51215160,-0.51215160,0.00000000,-0.00000000
-5.52576288,2.37461263,-2.37461263,0.22830032,-0.22830032,0.37876400,-0.37876400,0.50770941,-0.50770941,1.25308794,-1.25308794,0.00192621,-0.00192621,0.21672850,-0.21672850,0.52969575,-0.52969575,0.00000000,-0.00000000
-5.51975988,2.43600833,-2.43600833,0.23337303,-0.23337303,0.38099145,-0.38099145,0.50999351,-0.50999351,1.30431747,-1.30431747,0.00193843,-0.00193843,0.21406011,-0.21406011,0.54904924,-0.54904924,0.00000000,-0.00000000
-5.51375688,2.50237217,-2.50237217,0.23901931,-0.23901931,0.38381365,-0.38381365,0.51386385,-0.51386385,1.35727400,-1.35727400,0.00195400,-0.00195400,0.21181888,-0.21181888,0.56998595,-0.56998595,0.00000000,-0.00000000
-5.50775388,2.57282007,-2.57282007,0.24512393,-0.24512393,0.38719594,-0.38719594,0.51914506,-0.51914506,1.41135807,-1.41135806,0.00197142,-0.00197142,0.21000860,-0.21000860,0.59224247,-0.59224247,0.00000000,-0.00000000
-5.50175088,2.64637543,-2.64637543,0.25156257,-0.25156257,0.39109096,-0.39109096,0.52562853,-0.52562853,1.46594053,-1.46594053,0.00198919,-0.00198919,0.20862516,-0.20862516,0.61552171,-0.61552171,0.00000000,-0.00000000
-5.49574787,2.72199202,-2.72199202,0.25820537,-0.25820537,0.39543927,-0.39543927,0.53307836,-0.53307836,1.52037753,-1.52037753,0.00200588,-0.00200588,0.20765745,-0.20765746,0.63949759,-0.63949759,0.00000000,-0.00000000
-5.48974487,2.79857829,-2.79857829,0.26492062,-0.26492062,0.40017037,-0.40017037,0.54123815,-0.54123815,1.57402554,-1.57402554,0.00202014,-0.00202014,0.20708825,-0.20708825,0.66382074,-0.66382074,0.00000000,-0.00000000
-5.48374187,2.87502258,-2.87502258,0.27157834,-0.27157834,0.40520401,-0.40520401,0.54983841,-0.54983841,1.62625596,-1.62625596,0.00203077,-0.00203077,0.20689527,-0.20689527,0.68812510,-0.68812510,0.00000000,-0.00000000
-5.47773887,2.95021847,-2.95021846,0.27805374,-0.27805374,0.41045190,-0.41045190,0.55860442,-0.55860442,1.67646908,-1.67646908,0.00203672,-0.00203672,0.20705217,-0.20705218,0.71203533,-0.71203533,0.00000000,-0.00000000
-5.47173587,3.02308971,-3.02308971,0.28423033,-0.28423033,0.41581972,-0.41581972,0.56726423,-0.56726423,1.72410675,-1.72410675,0.00203711,-0.00203711,0.20752958,-0.20752958,0.73517491,-0.73517491,0.00000000,-0.00000000
-5.46573287,3.09261401,-3.09261401,0.29000262,-0.29000262,0.42120938,-0.42120938,0.57555654,-0.57555654,1.76866372,-1.76866372,0.00203126,-0.00203126,0.20829599,-0.20829599,0.75717459,-0.75717459,0.00000000,-0.00000000
-5.45972986,3.15784508,-3.15784508,0.29527836,-0.29527836,0.42652155,-0.42652155,0.58323825,-0.58323825,1.80969730,-1.80969730,0.00201869,-0.00201869,0.20931863,-0.20931863,0.77768102,-0.77768102,0.00000000,-0.00000000
-5.45372686,3.21793231,-3.21793231,0.29998020,-0.29998020,0.43165820,-0.43165820,0.59009129,-0.59009129,1.84683517,-1.84683517,0.00199913,-0.00199913,0.21056419,-0.21056419,0.79636521,-0.79636521,0.00000000,-0.00000000
-5.44772386,3.27213775,-3.27213775,0.30404675,-0.30404675,0.43652531,-0.43652531,0.59592855,-0.59592855,1.87978123,-1.87978123,0.00197249,-0.00197249,0.21199947,-0.21199947,0.81293064,-0.81293063,0.00000000,-0.00000000
-5.44172086,3.31984987,-3.31984986,0.30743311,-0.30743311,0.44103538,-0.44103538,0.60059873,-0.60059873,1.90831947,-1.90831947,0.00193888,-0.00193888,0.21359181,-0.21359181,0.82712051,-0.82712051,0.00000000,-0.00000000
-5.43571786,3.36059378,-3.36059378,0.31011070,-0.31011070,0.44510995,-0.44510995,0.60398978,-0.60398978,1.93231598,-1.93231598,0.00189860,-0.00189860,0.21530955,-0.21530955,0.83872413,-0.83872413,0.00000000,-0.00000000
-5.42971486,3.39403798,-3.39403798,0.31206671,-0.31206671,0.44868173,-0.44868173,0.60603104,-0.60603104,1.95171887,-1.95171887,0.00185208,-0.00185208,0.21712226,-0.21712226,0.84758197,-0.84758197,0.00000000,-0.00000000
-5.42371186,3.41999725,-3.41999725,0.31330294,-0.31330294,0.45169648,-0.45169648,0.60669374,-0.60669374,1.96655665,-1.96655665,0.00179991,-0.00179991,0.21900096,-0.21900096,0.85358926,-0.85358926,0.00000000,-0.00000000
-5.41770885,3.43843199,-3.43843199,0.31383430,-0.31383430,0.45411452,-0.45411452,0.60599021,-0.60599021,1.97693481,-1.97693481,0.00174275,-0.00174275,0.22091821,-0.22091821,0.85669807,-0.85669807,0.00000000,-0.00000000
-5.41170585,3.44944403,-3.44944403,0.31368709,-0.31368709,0.45591174,-0.45591174,0.60397157,-0.60397157,1.98303105,-1.98303105,0.00168139,-0.00168139,0.22284820,-0.22284820,0.85691765,-0.85691765,0.00000000,-0.00000000
-5.40570285,3.45326921,-3.45326921,0.31289692,-0.31289692,0.45708009,-0.45708009,0.60072420,-0.60072420,1.98508929,-1.98508929,0.00161665,-0.00161665,0.22476679,-0.22476679,0.85431312,-0.85431312,0.00000000,-0.00000000
-5.39969985,3.45026691,-3.45026691,0.31150664,-0.31150664,0.45762757,-0.45762757,0.59636521,-0.59636521,1.98341256,-1.98341256,0.00154937,-0.00154937,0.22665152,-0.22665152,0.84900248,-0.84900248,0.00000000,-0.00000000
-5.39369685,3.44090715,-3.44090715,0.30956423,-0.30956423,0.45757763,-0.45757763,0.59103700,-0.59103700,1.97835517,-1.97835517,0.00148040,-0.00148040,0.22848153,-0.22848153,0.84115209,-0.84115209,0.00000000,-0.00000000
-5.38769385,3.42575533,-3.42575533,0.30712074,-0.30712074,0.45696807,-0.45696807,0.58490125,-0.58490125,1.97031412,-1.97031412,0.00141058,-0.00141058,0.23023762,-0.23023762,0.83097081,-0.83097081,0.00000000,-0.00000000
-5.38169085,3.40545537,-3.40545537,0.30422835,-0.30422835,0.45584931,-0.45584931,0.57813266,-0.57813266,1.95972026,-1.95972026,0.00134069,-0.00134069,0.23190207,-0.23190207,0.81870292,-0.81870292,0.00000000,-0.00000000
-5.37568784,3.38071157,-3.38071157,0.30093869,-0.30093869,0.45428224,-0.45428224,0.57091249,-0.57091249,1.94702911,-1.94702911,0.00127144,-0.00127144,0.23345865,-0.23345865,0.80462011,-0.80462011,0.00000000,-0.00000000
-5.36968484,3.35226965,-3.35226965,0.29730128,-0.29730128,0.45233560,-0.45233560,0.56342245,-0.56342245,1.93271179,-1.93271179,0.00120347,-0.00120347,0.23489238,-0.23489238,0.78901293,-0.78901293,0.00000000,-0.00000000
-5.36368184,3.32089766,-3.32089766,0.29336238,-0.29336238,0.45008298,-0.45008298,0.55583888,-0.55583888,1.91724609,-1.91724609,0.00113734,-0.00113734,0.23618940,-0.23618940,0.77218176,-0.77218176,0.00000000,-0.00000000
-5.35767884,3.28736718,-3.28736718,0.28916397,-0.28916397,0.44759961,-0.44759961,0.54832752,-0.54832752,1.90110812,-1.90110812,0.00107351,-0.00107351,0.23733667,-0.23733667,0.75442790,-0.75442790,0.00000000,-0.00000000
-5.35167584,3.25243534,-3.25243534,0.28474310,-0.28474310,0.44495891,-0.44495891,0.54103910,-0.54103910,1.88476455,-1.88476455,0.00101232,-0.00101232,0.23832172,-0.23832172,0.73604482,-0.73604482,0.00000000,-0.00000000
-5.34567284,3.21682832,-3.21682832,0.28013148,-0.28013148,0.44222916,-0.44222916,0.53410563,-0.53410563,1.86866589,-1.86866589,0.00095404,-0.00095404,0.23913229,-0.23913229,0.71731010,-0.71731010,0.00000000,-0.00000000
