energy_ev,total_up,Os_p_up,Os_d_up,S_s_up,S_p_up,Si_p_up,Si_d_up
-6.00000000,2.04023737,0.89368008,0.80645095,0.01475910,0.28831550,0.65322045,0.00000000
-5.99399700,2.06841928,0.91173903,0.81751099,0.01423128,0.28333377,0.67152439,0.00000000
-5.98799400,2.09280096,0.92749280,0.82750651,0.01369636,0.27801319,0.68809018,0.00000000
-5.98199100,2.11349317,0.94099336,0.83650505,0.01316364,0.27240251,0.70287329,0.00000000
-5.97598799,2.13065016,0.95232760,0.84458370,0.01264175,0.26654561,0.71585879,0.00000000
-5.96998499,2.14446484,0.96161245,0.85182733,0.01213853,0.26048191,0.72705992,0.00000000
-5.96398199,2.15516355,0.96898941,0.85832697,0.01166086,0.25424703,0.73651582,0.00000000
-5.95797899,2.16300049,0.97461878,0.86417821,0.01121463,0.24787375,0.74428881,0.00000000
-5.95197599,2.16825205,0.97867385,0.86947981,0.01080467,0.24139303,0.75046130,0.00000000
-5.94597299,2.17121118,0.98133542,0.87433231,0.01043472,0.23483510,0.75513244,0.00000000
-5.93996998,2.17218210,0.98278680,0.87883696,0.01010747,0.22823044,0.75841486,0.00000000
-5.93396698,2.17147564,0.98320975,0.88309477,0.00982460,0.22161069,0.76043162,0.00000000
-5.92796398,2.16940530,0.98278126,0.88720592,0.00958677,0.21500928,0.76131344,0.00000000
-5.92196098,2.16628438,0.98167151,0.89126945,0.00939376,0.20846197,0.76119651,0.00000000
-5.91595798,2.16242427,0.98004290,0.89538341,0.00924450,0.20200700,0.76022087,0.00000000
-5.90995498,2.15813403,0.97805024,0.89964541,0.00913718,0.19568517,0.75852935,0.00000000
-5.90395198,2.15372120,0.97584183,0.90415362,0.00906934,0.18953965,0.75626718,0.00000000
-5.89794897,2.14949376,0.97356138,0.90900820,0.00903797,0.18361559,0.75358208,0.00000000
-5.89194597,2.14576309,0.97135039,0.91431310,0.00903965,0.17795968,0.75062479,0.00000000
-5.88594297,2.14284751,0.96935085,0.92017804,0.00907064,0.17261959,0.74754978,0.00000000
-5.87993997,2.14107602,0.96770772,0.92672071,0.00912701,0.16764335,0.74451602,0.00000000
-5.87393697,2.14079182,0.96657111,0.93406881,0.00920479,0.16307875,0.74168757,0.00000000
-5.86793397,2.14235503,0.96609758,0.94236178,0.00930007,0.15897274,0.73923377,0.00000000
-5.86193097,2.14614408,0.96645052,0.95175206,0.00940913,0.15537087,0.73732875,0.00000000
-5.85592796,2.15255539,0.96779920,0.96240556,0.00952859,0.15231677,0.73615021,0.00000000
-5.84992496,2.16200067,0.97031649,0.97450117,0.00965547,0.14985167,0.73587727,0.00000000
-5.84392196,2.17490189,0.97417511,0.98822914,0.00978736,0.14801395,0.73668728,0.00000000
-5.83791896,2.19168343,0.97954253,1.00378814,0.00992240,0.14683874,0.73875171,0.00000000
-5.83191596,2.21276163,0.98657459,1.02138107,0.01005943,0.14635750,0.74223115,0.00000000
-5.82591296,2.23853194,0.99540829,1.04120948,0.01019796,0.14659759,0.74726953,0.00000000
-5.81990995,2.26935390,1.00615378,1.06346680,0.01033820,0.14758181,0.75398789,0.00000000
-5.81390695,2.30553471,1.01888638,1.08833062,0.01048102,0.14932795,0.76247793,0.00000000
-5.80790395,2.34731200,1.03363875,1.11595410,0.01062788,0.15184823,0.77279577,0.00000000
-5.80190095,2.39483665,1.05039390,1.14645706,0.01078075,0.15514872,0.78495618,0.00000000
-5.79589795,2.44815662,1.06907948,1.17991698,0.01094201,0.15922875,0.79892773,0.00000000
-5.78989495,2.50720265,1.08956376,1.21636049,0.01111426,0.16408023,0.81462925,0.00000000
-5.78389195,2.57177671,1.11165382,1.25575560,0.01130019,0.16968706,0.83192783,0.00000000
-5.77788894,2.64154412,1.13509597,1.29800527,0.01150241,0.17602442,0.85063865,0.00000000
-5.77188594,2.71602980,1.15957886,1.34294269,0.01172325,0.18305825,0.87052684,0.00000000
-5.76588294,2.79461934,1.18473912,1.39032849,0.01196460,0.19074469,0.89131138,0.00000000
-5.75987994,2.87656499,1.21016951,1.43985030,0.01222775,0.19902974,0.91267099,0.00000000
-5.75387694,2.96099672,1.23542930,1.49112479,0.01251320,0.20784898,0.93425196,0.00000000
-5.74787394,3.04693815,1.26005659,1.54370228,0.01282059,0.21712755,0.95567752,0.00000000
-5.74187094,3.13332691,1.28358208,1.59707380,0.01314859,0.22678032,0.97655861,0.00000000
-5.73586793,3.21903883,1.30554367,1.65068072,0.01349482,0.23671238,0.99650540,0.00000000
-5.72986493,3.30291527,1.32550143,1.70392647,0.01385588,0.24681968,1.01513933,0.00000000
-5.72386193,3.38379258,1.34305226,1.75619018,0.01422735,0.25699019,1.03210506,0.00000000
-5.71785893,3.46053272,1.35784361,1.80684178,0.01460387,0.26710518,1.04708181,0.00000000
-5.71185593,3.53205410,1.36958572,1.85525821,0.01497927,0.27704092,1.05979381,0.00000000
-5.70585293,3.59736140,1.37806194,1.90083998,0.01534669,0.28667072,1.07001923,0.00000000
-5.69984992,3.65557357,1.38313667,1.94302784,0.01569881,0.29586716,1.07759734,0.00000000
-5.69384692,3.70594891,1.38476055,1.98131874,0.01602803,0.30450461,1.08243375,0.00000000
-5.68784392,3.74790641,1.38297289,2.01528064,0.01632671,0.31246195,1.08450329,0.00000000
-5.68184092,3.78104271,1.37790109,2.04456562,0.01658742,0.31962534,1.08385069,0.00000000
-5.67583792,3.80514394,1.36975718,2.06892071,0.01680318,0.32589106,1.08058892,0.00000000
-5.66983492,3.82019223,1.35883157,2.08819617,0.01696769,0.33116828,1.07489536,0.00000000
-5.66383192,3.82636633,1.34548433,2.10235071,0.01707552,0.33538158,1.06700594,0.00000000
-5.65782891,3.82403659,1.33013420,2.11145344,0.01712236,0.33847328,1.05720751,0.00000000
-5.65182591,3.81375411,1.31324580,2.11568245,0.01710507,0.34040530,1.04582862,0.00000000
-5.64582291,3.79623451,1.29531541,2.11531993,0.01702190,0.34116062,1.03322925,0.00000000
-5.63981991,3.77233670,1.27685579,2.11074406,0.01687244,0.34074410,1.01978961,0.00000000
-5.63381691,3.74303730,1.25838052,2.10241772,0.01665774,0.33918275,1.00589851,0.00000000
-5.62781391,3.70940150,1.24038838,2.09087457,0.01638020,0.33652534,0.99194165,0.00000000
-5.62181091,3.67255127,1.22334816,2.07670292,0.01604350,0.33284136,0.97829008,0.00000000
-5.61580790,3.63363201,1.20768437,2.06052791,0.01565252,0.32821930,0.96528933,0.00000000
-5.60980490,3.59377874,1.19376442,2.04299280,0.01521314,0.32276452,0.95324934,0.00000000
-5.60380190,3.55408293,1.18188742,2.02473991,0.01473208,0.31659643,0.94243562,0.00000000
-5.59779890,3.51556135,1.17227513,2.00639213,0.01421667,0.30984548,0.93306179,0.00000000
-5.59179590,3.47912781,1.16506530,1.98853546,0.01367465,0.30264978,0.92528375,0.00000000
-5.58579290,3.44556888,1.16030757,1.97170339,0.01311396,0.29515167,0.91919560,0.00000000
-5.57978989,3.41552455,1.15796210,1.95636363,0.01254249,0.28749430,0.91482748,0.00000000
-5.57378689,3.38947424,1.15790103,1.94290752,0.01196792,0.27981834,0.91214530,0.00000000
-5.56778389,3.36772883,1.15991267,1.93164249,0.01139752,0.27225900,0.91105248,0.00000000
-5.56178089,3.35042856,1.16370833,1.92278764,0.01083801,0.26494343,0.91139349,0.00000000
-5.55577789,3.33754688,1.16893157,1.91647235,0.01029545,0.25798855,0.91295922,0.00000000
-5.54977489,3.32889975,1.17516955,1.91273789,0.00977512,0.25149936,0.91549389,0.00000000
-5.54377189,3.32415971,1.18196604,1.91154143,0.00928148,0.24556783,0.91870328,0.00000000
-5.53776888,3.32287387,1.18883579,1.91276229,0.00881815,0.24027221,0.92226411,0.00000000
