energy_ev,total_up,Rh_p_up,Rh_d_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up
-5.59179590,5.44856257,1.86933625,2.64822989,1.26033864,0.00119855,1.77871768,0.00000000
-5.58579290,5.65574970,1.94017679,2.75220386,1.29384586,0.00123650,1.88542569,0.00000000
-5.57978989,5.86358882,2.00962480,2.85689191,1.32546880,0.00127301,1.99469981,0.00000000
-5.57378689,6.06703151,2.07588886,2.95989808,1.35416602,0.00130712,2.10455258,0.00000000
-5.56778389,6.26107074,2.13720762,3.05884523,1.37893844,0.00133792,2.21295936,0.00000000
-5.56178089,6.44091456,2.19191091,3.15145901,1.39886971,0.00136459,2.31791358,0.00000000
-5.55577789,6.60215400,2.23847820,3.23564925,1.41316389,0.00138643,2.41748279,0.00000000
-5.54977489,6.74091833,2.27559209,3.30958531,1.42117851,0.00140290,2.50986334,0.00000000
-5.54377189,6.85401072,2.30218445,3.37176219,1.42245172,0.00141362,2.59343154,0.00000000
-5.53776888,6.93901862,2.31747334,3.42105435,1.41672205,0.00141841,2.66678909,0.00000000
-5.53176588,6.99439415,2.32098915,3.45675515,1.40394013,0.00141726,2.72880089,0.00000000
-5.52576288,7.01950106,2.31258898,3.47860000,1.38427172,0.00141039,2.77862361,0.00000000
-5.51975988,7.01462664,2.29245882,3.48677240,1.35809213,0.00139818,2.81572378,0.00000000
-5.51375688,6.98095841,2.26110375,3.48189273,1.32597239,0.00138121,2.83988474,0.00000000
-5.50775388,6.92052713,2.21932679,3.46499042,1.28865776,0.00136017,2.85120221,0.00000000
-5.50175088,6.83611929,2.16819771,3.43746105,1.24703994,0.00133592,2.85006897,0.00000000
-5.49574787,6.73116352,2.10901343,3.40101033,1.20212406,0.00130938,2.83714947,0.00000000
-5.48974487,6.60959652,2.04325214,3.35758790,1.15499225,0.00128153,2.81334583,0.00000000
-5.48374187,6.47571488,1.97252313,3.30931379,1.10676527,0.00125338,2.77975709,0.00000000
-5.47773887,6.33401964,1.89851493,3.25840115,1.05856394,0.00122593,2.73763371,0.00000000
-5.47173587,6.18906047,1.82294379,3.20707846,1.01147207,0.00120012,2.68832968,0.00000000
-5.46573287,6.04528603,1.74750469,3.15751472,0.96650219,0.00117685,2.63325435,0.00000000
-5.45972986,5.90690661,1.67382683,3.11175043,0.92456555,0.00115686,2.57382637,0.00000000
-5.45372686,5.77777402,1.60343484,3.07163725,0.88644721,0.00114084,2.51143148,0.00000000
-5.44772386,5.66128280,1.53771708,3.03878815,0.85278719,0.00112928,2.44738583,0.00000000
-5.44172086,5.56029555,1.47790152,3.01453975,0.82406789,0.00112256,2.38290605,0.00000000
-5.43571786,5.47709365,1.42503950,2.99992749,0.80060807,0.00112091,2.31908669,0.00000000
-5.42971486,5.41335370,1.37999720,2.99567392,0.78256320,0.00112441,2.25688550,0.00000000
-5.42371186,5.37014848,1.34345429,3.00218955,0.76993181,0.00113299,2.19711610,0.00000000
-5.41770885,5.34797032,1.31590894,3.01958530,0.76256715,0.00114647,2.14044777,0.00000000
-5.41170585,5.34677377,1.29768816,3.04769499,0.76019346,0.00116455,2.08741116,0.00000000
-5.40570285,5.36603397,1.28896219,3.08610603,0.76242584,0.00118683,2.03840888,0.00000000
-5.39969985,5.40481640,1.28976178,3.13419610,0.76879272,0.00121284,1.99372966,0.00000000
-5.39369685,5.46185369,1.29999696,3.19117370,0.77875993,0.00124207,1.95356456,0.00000000
-5.38769385,5.53562528,1.31947614,3.25612014,0.79175526,0.00127395,1.91802391,0.00000000
-5.38169085,5.62443557,1.34792449,3.32803093,0.80719249,0.00130790,1.88715373,0.00000000
-5.37568784,5.72648715,1.38500058,3.40585458,0.82449404,0.00134338,1.86095041,0.00000000
-5.36968484,5.83994593,1.43031048,3.48852722,0.84311139,0.00137984,1.83937291,0.00000000
-5.36368184,5.96299568,1.48341903,3.57500160,0.86254257,0.00141677,1.82235171,0.00000000
-5.35767884,6.09388056,1.54385774,3.66426990,0.88234627,0.00145372,1.80979433,0.00000000
-5.35167584,6.23093472,1.61112932,3.75537959,0.90215214,0.00149030,1.80158719,0.00000000
-5.34567284,6.37259891,1.68470906,3.84744259,0.92166720,0.00152619,1.79759420,0.00000000
-5.33966983,6.51742502,1.76404335,3.93963807,0.94067822,0.00156112,1.79765238,0.00000000
-5.33366683,6.66406986,1.84854595,4.03120965,0.95905036,0.00159491,1.80156527,0.00000000
-5.32766383,6.81128020,1.93759254,4.12145812,0.97672238,0.00162744,1.80909494,0.00000000
-5.32166083,6.95787162,2.03051458,4.20973104,0.99369871,0.00165865,1.81995344,0.00000000
-5.31565783,7.10270378,2.12659321,4.29541059,1.01003913,0.00168854,1.83379479,0.00000000
-5.30965483,7.24465493,2.22505411,4.37790129,1.02584657,0.00171714,1.85020839,0.00000000
-5.30365183,7.38259860,2.32506423,4.45661889,1.04125380,0.00174453,1.86871466,0.00000000
-5.29764882,7.51538469,2.42573110,4.53098186,1.05640959,0.00177081,1.88876392,0.00000000
-5.29164582,7.64182743,2.52610551,4.60040642,1.07146522,0.00179608,1.90973878,0.00000000
-5.28564282,7.76070145,2.62518785,4.66430589,1.08656174,0.00182046,1.93096068,0.00000000
-5.27963982,7.87074718,2.72193853,4.72209479,1.10181878,0.00184403,1.95170046,0.00000000
-5.27363682,7.97068578,2.81529237,4.77319760,1.11732520,0.00186687,1.97119312,0.00000000
-5.26763382,8.05924308,2.90417684,4.81706195,1.13313210,0.00188901,1.98865601,0.00000000
-5.26163082,8.13518157,2.98753347,4.85317546,1.14924826,0.00191044,2.00331017,0.00000000
-5.25562781,8.19733868,3.06434198,4.88108519,1.16563817,0.00193114,2.01440362,0.00000000
-5.24962481,8.24466920,3.13364585,4.90041861,1.18222278,0.00195100,2.02123585,0.00000000
-5.24362181,8.27628937,3.19457857,4.91090465,1.19888248,0.00196989,2.02318220,0.00000000
-5.23761881,8.29152008,3.24638928,4.91239346,1.21546244,0.00198766,2.01971701,0.00000000
-5.23161581,8.28992637,3.28846650,4.90487369,1.23177965,0.00200409,2.01043435,0.00000000
-5.22561281,8.27135116,3.32035910,4.88848595,1.24763148,0.00201897,1.99506535,0.00000000
-5.21960980,8.23594082,3.34179317,4.86353166,1.26280514,0.00203207,1.97349115,0.00000000
-5.21360680,8.18416115,3.35268415,4.83047666,1.27708763,0.00204318,1.94575084,0.00000000
-5.20760380,8.11680279,3.35314355,4.78994916,1.29027566,0.00205210,1.91204401,0.00000000
-5.20160080,8.03497537,3.34347968,4.74273199,1.30218513,0.00205869,1.87272768,0.00000000
-5.19559780,7.94009076,3.32419253,4.68974966,1.31265957,0.00206284,1.82830793,0.00000000
-5.18959480,7.83383595,3.29596271,4.63205039,1.32157738,0.00206453,1.77942638,0.00000000
-5.18359180,7.71813663,3.25963480,4.57078421,1.32885732,0.00206382,1.72684251,0.00000000
-5.17758879,7.59511306,3.21619584,4.50717776,1.33446215,0.00206085,1.67141237,0.00000000
-5.17158579,7.46702974,3.16674943,4.44250679,1.33840016,0.00205587,1.61406472,0.00000000
-5.16558279,7.33624091,3.11248662,4.37806732,1.34072460,0.00204922,1.55577573,0.00000000
-5.15957979,7.20513357,3.05465420,4.31514636,1.34153096,0.00204133,1.49754314,0.00000000
-5.15357679,7.07606991,2.99452175,4.25499291,1.34095218,0.00203272,1.44036079,0.00000000
-5.14757379,6.95133074,2.93334822,4.19879011,1.33915216,0.00202395,1.38519456,0.00000000
-5.14157079,6.83306159,2.87234919,4.14762900,1.33631770,0.00201565,1.33296023,0.00000000
-5.13556778,6.72322263,2.81266577,4.10248450,1.33264936,0.00200846,1.28450388,0.00000000
-5.12956478,6.62354387,2.75533612,4.06419412,1.32835160,0.00200302,1.24058516,0.00000000
-5.12356178,6.53548647,2.70127041,4.03343963,1.32362282,0.00199994,1.20186373,0.00000000
-5.11755878,6.46021124,2.65123011,4.01073233,1.31864575,0.00199977,1.16888872,0.00000000
-5.11155578,6.39855525,2.60581223,3.99640215,1.31357873,0.00200299,1.14209135,0.00000000
-5.10555278,6.35101706,2.56543910,3.99059099,1.30854842,0.00200995,1.12178049,0.00000000
-5.09954977,6.31775143,2.53035427,3.99325091,1.30364435,0.00202091,1.10814094,0.00000000
-5.09354677,6.29857399,2.50062461,4.00414717,1.29891570,0.00203599,1.10123430,0.00000000
-5.08754377,6.29297601,2.47614892,4.02286685,1.29437055,0.00205518,1.10100221,0.00000000
-5.08154077,6.30014953,2.45667276,4.04883295,1.28997774,0.00207835,1.10727185,0.00000000
-5.07553777,6.31902260,2.44180923,4.08132413,1.28567119,0.00210523,1.11976349,0.00000000
-5.06953477,6.34830395,2.43106507,4.11949996,1.28135670,0.00213548,1.13810017,0.00000000
-5.06353177,6.38653617,2.42387125,4.16243126,1.27692070,0.00216868,1.16181924,0.00000000
-5.05752876,6.43215611,2.41961689,4.20913479,1.27224056,0.00220437,1.19038592,0.00000000
-5.05152576,6.48356047,2.41768528,4.25861150,1.26719588,0.00224208,1.22320860,0.00000000
-5.04552276,6.53917471,2.41749051,4.30988699,1.26168011,0.00228135,1.25965583,0.00000000
-5.03951976,6.59752247,2.41851313,4.36205287,1.25561178,0.00232182,1.29907471,0.00000000
-5.03351676,6.65729315,2.42033330,4.41430739,1.24894475,0.00236317,1.34081041,0.00000000
-5.02751376,6.71740464,2.42265987,4.46599369,1.24167669,0.00240523,1.38422629,0.00000000
-5.02151076,6.77705865,2.42535388,4.51663398,1.23385553,0.00244797,1.42872402,0.00000000
-5.01550775,6.83578609,2.42844550,4.56595809,1.22558318,0.00249150,1.47376308,0.00000000
-5.00950475,6.89348023,2.43214326,4.61392498,1.21701656,0.00253612,1.51887881,0.00000000
-5.00350175,6.95041609,2.43683513,4.66073601,1.20836562,0.00258227,1.56369814,0.00000000
-4.99749875,7.00725470,2.44308108,4.70683913,1.19988867,0.00263055,1.60795231,0.00000000
-4.99149575,7.06503173,2.45159749,4.75292363,1.19188502,0.00268173,1.65148554,0.00000000
-4.98549275,7.12513065,2.46323375,4.79990518,1.18468557,0.00273666,1.69425922,0.00000000
-4.97948974,7.18924089,2.47894199,4.84890162,1.17864160,0.00279633,1.73635102,0.00000000
-4.97348674,7.25930266,2.49974130,4.90120009,1.17411248,0.00286176,1.77794858,0.00000000
-4.96748374,7.33744005,2.52667768,4.95821659,1.17145272,0.00293403,1.81933782,0.00000000
-4.96148074,7.42588492,2.56078163,5.02144932,1.17099917,0.00301420,1.86088622,0.00000000
-4.95547774,7.52689425,2.60302494,5.09242729,1.17305856,0.00310332,1.90302149,0.00000000
-4.94947474,7.64266401,2.65427875,5.17265599,1.17789615,0.00320236,1.94620668,0.00000000
-4.94347174,7.77524255,2.71527452,5.26356203,1.18572571,0.00331220,1.99091278,0.00000000
-4.93746873,7.92644688,2.78656968,5.36643851,1.19670112,0.00343360,2.03759019,0.00000000
-4.93146573,8.09778475,2.86851965,5.48239317,1.21090982,0.00356717,2.08664061,0.00000000
-4.92546273,8.29038558,2.96125728,5.61230097,1.22836821,0.00371334,2.13839086,0.00000000
-4.91945973,8.50494284,3.06468110,5.75676282,1.24901907,0.00387237,2.19307019,0.00000000
-4.91345673,8.74167003,3.17845279,5.91607206,1.27273086,0.00404429,2.25079237,0.00000000
-4.90745373,9.00027232,3.30200451,6.09018982,1.29929909,0.00422895,2.31154393,0.00000000
-4.90145073,9.27993497,3.43455585,6.27873028,1.32844941,0.00442592,2.37517907,0.00000000
-4.89544772,9.57932926,3.57513999,6.48095673,1.35984260,0.00463459,2.44142199,0.00000000
-4.88944472,9.89663615,3.72263830,6.69578855,1.39308124,0.00485407,2.50987643,0.00000000
-4.88344172,10.22958696,3.87582179,6.92181933,1.42771786,0.00508327,2.58004216,0.00000000
-4.87743872,10.57551983,4.03339803,7.15734565,1.46326476,0.00532086,2.65133745,0.00000000
-4.87143572,10.93145008,4.19406112,7.40040576,1.49920500,0.00556530,2.72312633,0.00000000
-4.86543272,11.29415182,4.35654257,7.64882695,1.53500460,0.00581483,2.79474900,0.00000000
-4.85942971,11.66024762,4.51966049,7.90028013,1.57012556,0.00606755,2.86555370,0.00000000
-4.85342671,12.02630268,4.68236432,8.15233954,1.60403947,0.00632138,2.93492793,0.00000000
-4.84742371,12.38891936,4.84377274,8.40254541,1.63624123,0.00657417,3.00232726,0.00000000
-4.84142071,12.74482818,5.00320218,8.64846715,1.66626246,0.00682367,3.06729975,0.00000000
-4.83541771,13.09097083,5.16018412,8.88776441,1.69368404,0.00706760,3.12950456,0.00000000
-4.82941471,13.42457163,5.31446947,9.11824340,1.71814733,0.00730373,3.18872344,0.00000000
-4.82341171,13.74319385,5.46601939,9.33790619,1.73936334,0.00752987,3.24486417,0.00000000
-4.81740870,14.04477835,5.61498231,9.54499052,1.75711961,0.00774394,3.29795596,0.00000000
-4.81140570,14.32766252,5.76165789,9.73799862,1.77128410,0.00794404,3.34813663,0.00000000
-4.80540270,14.59057905,5.90644949,9.91571369,1.78180603,0.00812843,3.39563258,0.00000000
-4.79939970,14.83263465,6.04980728,10.07720346,1.78871335,0.00829563,3.44073249,0.00000000
-4.79339670,15.05327050,6.19216533,10.22181102,1.79210700,0.00844436,3.48375658,0.00000000
-4.78739370,15.25220700,6.33387587,10.34913371,1.79215210,0.00857363,3.52502310,0.00000000
-4.78139070,15.42937670,6.47514484,10.45899183,1.78906653,0.00868268,3.56481427,0.00000000
-4.77538769,15.58484988,6.61597277,10.55138921,1.78310755,0.00877102,3.60334379,0.00000000
-4.76938469,15.71875797,6.75610470,10.62646872,1.77455702,0.00883839,3.64072800,0.00000000
-4.76338169,15.83122030,6.89499297,10.68446555,1.76370635,0.00888474,3.67696260,0.00000000
-4.75737869,15.92227933,7.03177546,10.72566192,1.75084179,0.00891019,3.71190648,0.00000000
-4.75137569,15.99184942,7.16527168,10.75034636,1.73623108,0.00891502,3.74527382,0.00000000
-4.74537269,16.03968307,7.29399757,10.75878059,1.72011232,0.00889965,3.77663521,0.00000000
-4.73936968,16.06535772,7.41619922,10.75117655,1.70268556,0.00886456,3.80542777,0.00000000
-4.73336668,16.06828480,7.52990428,10.72768551,1.68410776,0.00881034,3.83097413,0.00000000
-4.72736368,16.04774104,7.63298906,10.68840018,1.66449131,0.00873760,3.85250904,0.00000000
-4.72136068,16.00292095,7.72325811,10.63336986,1.64390620,0.00864702,3.86921264,0.00000000
-4.71535768,15.93300735,7.79853236,10.56262791,1.62238552,0.00853932,3.88024825,0.00000000
-4.70935468,15.83725596,7.85674162,10.47622945,1.59993401,0.00841528,3.88480297,0.00000000
-4.70335168,15.71508859,7.89601635,10.37429690,1.57653884,0.00827575,3.88212882,0.00000000
-4.69734867,15.56618894,7.91477432,10.25706976,1.55218191,0.00812169,3.87158214,0.00000000
-4.69134567,15.39059446,7.91179737,10.12495487,1.52685270,0.00795417,3.85265937,0.00000000
-4.68534267,15.18877779,7.88629446,9.97857333,1.50056077,0.00777440,3.82502709,0.00000000
-4.67933967,14.96171176,7.83794768,9.81879974,1.47334688,0.00758375,3.78854494,0.00000000
-4.67333667,14.71091268,7.76693890,9.64679053,1.44529192,0.00738380,3.74328014,0.00000000
-4.66733367,14.43845778,7.67395562,9.46399800,1.41652303,0.00717629,3.68951301,0.00000000
-4.66133067,14.14697427,7.56017581,9.27216810,1.38721614,0.00696315,3.62773305,0.00000000
-4.65532766,13.83959903,7.42723240,9.07332059,1.35759492,0.00674649,3.55862606,0.00000000
-4.64932466,13.51990938,7.27715920,8.86971141,1.32792588,0.00652853,3.48305275,0.00000000
-4.64332166,13.19182770,7.11232077,8.66377836,1.29850983,0.00631161,3.40202016,0.00000000
-4.63731866,12.85950348,6.93532951,8.45807203,1.26967026,0.00609809,3.31664708,0.00000000
-4.63131566,12.52717845,6.74895397,8.25517510,1.24173907,0.00589033,3.22812533,0.00000000
-4.62531266,12.19904088,6.55602214,8.05761390,1.21504054,0.00569057,3.13767865,0.00000000
-4.61930965,11.87907644,6.35932442,7.86776665,1.18987453,0.00550089,3.04652112,0.00000000
-4.61330665,11.57092284,6.16152007,7.68777321,1.16649969,0.00532313,2.95581695,0.00000000
-4.60730365,11.27773569,5.96505138,7.51945119,1.14511789,0.00515883,2.86664346,0.00000000
-4.60130065,11.00207246,5.77206878,7.36422308,1.12586066,0.00500914,2.77995873,0.00000000
-4.59529765,10.74580051,5.58437011,7.22305846,1.10877851,0.00487483,2.69657528,0.00000000
-4.58929465,10.51003401,5.40335607,7.09643474,1.09383387,0.00475619,2.61714069,0.00000000
-4.58329165,10.29510319,5.23000357,6.98431877,1.08089798,0.00465309,2.54212592,0.00000000
-4.57728864,10.10055768,5.06485752,6.88617082,1.06975224,0.00456492,2.47182141,0.00000000
-4.57128564,9.92520387,4.90804109,6.80097095,1.06009387,0.00449068,2.40634108,0.00000000
-4.56528264,9.76717489,4.75928344,6.72726690,1.05154569,0.00442895,2.34563359,0.00000000
-4.55927964,9.62402970,4.61796332,6.66324132,1.04366973,0.00437803,2.28950027,0.00000000
-4.55327664,9.49287665,4.48316619,6.60679534,1.03598394,0.00433597,2.23761858,0.00000000
-4.54727364,9.37051577,4.35375194,6.55564434,1.02798116,0.00430066,2.18956987,0.00000000
-4.54127064,9.25359278,4.22843001,6.50742162,1.01914966,0.00426993,2.14487007,0.00000000
-4.53526763,9.13875774,4.10583819,6.45978487,1.00899395,0.00424163,2.10300175,0.00000000
-4.52926463,9.02282090,3.98462158,6.41052059,0.99705516,0.00421375,2.06344610,0.00000000
-4.52326163,8.90289853,3.86350799,6.35764145,0.98292986,0.00418446,2.02571340,0.00000000
-4.51725863,8.77654227,3.74137658,6.29947244,0.96628641,0.00415225,1.98937051,0.00000000
-4.51125563,8.64184651,3.61731667,6.23472177,0.94687835,0.00411590,1.95406437,0.00000000
-4.50525263,8.49752917,3.49067449,6.16253381,0.92455389,0.00407459,1.91954049,0.00000000
-4.49924962,8.34298313,3.36108614,6.08252181,0.89926151,0.00402790,1.88565583,0.00000000
-4.49324662,8.17829665,3.22849570,5.99477969,0.87105125,0.00397581,1.85238552,0.00000000
-4.48724362,8.00424293,3.09315837,5.89987268,0.84007193,0.00391870,1.81982355,0.00000000
-4.48124062,7.82224021,2.95562914,5.79880792,0.80656441,0.00385729,1.78817743,0.00000000
-4.47523762,7.63428514,2.81673826,5.69298693,0.77085153,0.00379264,1.75775728,0.00000000
-4.46923462,7.44286361,2.67755522,5.58414265,0.73332513,0.00372605,1.72896012,0.00000000
-4.46323162,7.25084345,2.53934361,5.47426406,0.69443103,0.00365901,1.70225017,0.00000000
-4.45722861,7.06135468,2.40350945,5.36551232,0.65465264,0.00359312,1.67813603,0.00000000
-4.45122561,6.87766271,2.27154563,5.26013201,0.61449399,0.00353003,1.65714613,0.00000000
-4.44522261,6.70304031,2.14497541,5.16036149,0.57446306,0.00347135,1.63980318,0.00000000
-4.43921961,6.54064352,2.02529731,5.06834586,0.53505598,0.00341863,1.62659906,0.00000000
-4.43321661,6.39339648,1.91393393,4.98605616,0.49674276,0.00337320,1.61797097,0.00000000
-4.42721361,6.26388927,1.81218649,4.91521747,0.45995506,0.00333624,1.61427992,0.00000000
-4.42121061,6.15429208,1.72119654,4.85724844,0.42507633,0.00330865,1.61579220,0.00000000
-4.41520760,6.06628809,1.64191592,4.81321405,0.39243456,0.00329106,1.62266464,0.00000000
-4.40920460,6.00102667,1.57508529,4.78379270,0.36229756,0.00328382,1.63493399,0.00000000
-4.40320160,5.95909732,1.52122146,4.76925834,0.33487092,0.00328698,1.65251078,0.00000000
-4.39719860,5.94052425,1.48061287,4.76947742,0.31029832,0.00330030,1.67517777,0.00000000
-4.39119560,5.94478044,1.45332272,4.78392037,0.28866392,0.00332326,1.70259287,0.00000000
-4.38519260,5.97081965,1.43919863,4.81168627,0.26999657,0.00335510,1.73429640,0.00000000
-4.37918959,6.01712417,1.43788785,4.85153961,0.25427536,0.00339484,1.76972226,0.00000000
-4.37318659,6.08176579,1.44885662,4.90195707,0.24143617,0.00344131,1.80821260,0.00000000
-4.36718359,6.16247713,1.47141273,4.96118257,0.23137877,0.00349321,1.84903539,0.00000000
-4.36118059,6.25673058,1.50473005,5.02728819,0.22397410,0.00354914,1.89140432,0.00000000
-4.35517759,6.36182168,1.54787401,5.09823894,0.21907148,0.00360763,1.93450024,0.00000000
-4.34917459,6.47495421,1.59982738,5.17195888,0.21650527,0.00366720,1.97749358,0.00000000
-4.34317159,6.59332421,1.65951555,5.24639647,0.21610096,0.00372639,2.01956688,0.00000000
-4.33716858,6.71420036,1.72583089,5.31958707,0.21768041,0.00378379,2.05993694,0.00000000
-4.33116558,6.83499857,1.79765588,5.38971053,0.22106614,0.00383811,2.09787576,0.00000000
-4.32516258,6.95334865,1.87388472,5.45514230,0.22608468,0.00388818,2.13272973,0.00000000
-4.31915958,7.06715163,1.95344344,5.51449643,0.23256898,0.00393297,2.16393659,0.00000000
-4.31315658,7.17462633,2.03530821,5.56665959,0.24035992,0.00397164,2.19103962,0.00000000
-4.30715358,7.27434435,2.11852199,5.61081496,0.24930704,0.00400355,2.21369870,0.00000000
