energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-3.15457729,2.04320842,0.03995914,0.02287265,0.03924576,0.26999278,1.81003341,0.16709472,0.00000000
-3.14857429,2.06182764,0.04350459,0.02223142,0.04122215,0.26671817,1.82269074,0.16906974,0.00000000
-3.14257129,2.08424234,0.04714812,0.02156093,0.04339622,0.26489804,1.83822730,0.17181228,0.00000000
-3.13656828,2.11010653,0.05084348,0.02087278,0.04572865,0.26441213,1.85640848,0.17526155,0.00000000
-3.13056528,2.13904928,0.05454061,0.02017904,0.04817792,0.26513160,1.87698527,0.17934958,0.00000000
-3.12456228,2.17068053,0.05818667,0.01949187,0.05070137,0.26692231,1.89969677,0.18400304,0.00000000
-3.11855928,2.20459970,0.06172731,0.01882324,0.05325624,0.26964817,1.92427510,0.18914526,0.00000000
-3.11255628,2.24040714,0.06510804,0.01818459,0.05580080,0.27317483,1.95045269,0.19469850,0.00000000
-3.10655328,2.27771763,0.06827580,0.01758665,0.05829549,0.27737333,1.97797153,0.20058635,0.00000000
-3.10055028,2.31617513,0.07118056,0.01703918,0.06070403,0.28212390,2.00659352,0.20673607,0.00000000
-3.09454727,2.35546783,0.07377690,0.01655087,0.06299447,0.28731959,2.03611138,0.21308089,0.00000000
-3.08854427,2.39534195,0.07602557,0.01612926,0.06514005,0.29286970,2.06635865,0.21956210,0.00000000
-3.08254127,2.43561338,0.07789478,0.01578066,0.06711998,0.29870277,2.09721815,0.22613075,0.00000000
-3.07653827,2.47617567,0.07936142,0.01551020,0.06891991,0.30476913,2.12862761,0.23274901,0.00000000
-3.07053527,2.51700358,0.08041187,0.01532182,0.07053224,0.31104272,2.16058173,0.23939091,0.00000000
-3.06453227,2.55815139,0.08104255,0.01521840,0.07195612,0.31752218,2.19313013,0.24604263,0.00000000
-3.05852926,2.59974571,0.08126009,0.01520179,0.07319729,0.32423108,2.22637084,0.25270205,0.00000000
-3.05252626,2.64197277,0.08108113,0.01527288,0.07426752,0.33121731,2.26043940,0.25937787,0.00000000
-3.04652326,2.68506081,0.08053181,0.01543173,0.07518400,0.33855154,2.29549409,0.26608806,0.00000000
-3.04052026,2.72925833,0.07964682,0.01567760,0.07596844,0.34632489,2.33169787,0.27285795,0.00000000
-3.03451726,2.77480956,0.07846826,0.01600899,0.07664604,0.35464586,2.36919824,0.27971795,0.00000000
-3.02851426,2.82192846,0.07704416,0.01642371,0.07724444,0.36363658,2.40810623,0.28670099,0.00000000
-3.02251126,2.87077297,0.07542692,0.01691882,0.07779253,0.37342855,2.44847577,0.29383996,0.00000000
-3.01650825,2.92142102,0.07367153,0.01749065,0.07831940,0.38415800,2.49028493,0.30116512,0.00000000
-3.01050525,2.97384986,0.07183384,0.01813475,0.07885323,0.39596095,2.53342022,0.30870168,0.00000000
-3.00450225,3.02791992,0.06996882,0.01884581,0.07942036,0.40896815,2.57766508,0.31646769,0.00000000
-2.99849925,3.08336425,0.06812888,0.01961764,0.08004448,0.42329995,2.62269331,0.32447219,0.00000000
-2.99249625,3.13978402,0.06636243,0.02044304,0.08074594,0.43906127,2.66806790,0.33271385,0.00000000
-2.98649325,3.19665045,0.06471253,0.02131380,0.08154122,0.45633657,2.71324553,0.34117989,0.00000000
-2.98049025,3.25331280,0.06321587,0.02222060,0.08244257,0.47518509,2.75758632,0.34984549,0.00000000
-2.97448724,3.30901201,0.06190189,0.02315304,0.08345778,0.49563625,2.80036849,0.35867356,0.00000000
-2.96848424,3.36289903,0.06079227,0.02409960,0.08459003,0.51768535,2.84080695,0.36761480,0.00000000
-2.96248124,3.41405687,0.05990059,0.02504771,0.08583784,0.54128962,2.87807495,0.37660801,0.00000000
-2.95647824,3.46152508,0.05923230,0.02598388,0.08719519,0.56636470,2.91132767,0.38558070,0.00000000
-2.95047524,3.50432553,0.05878493,0.02689378,0.08865149,0.59278173,2.93972646,0.39444980,0.00000000
-2.94447224,3.54148830,0.05854845,0.02776250,0.09019180,0.62036511,2.96246290,0.40312254,0.00000000
-2.93846923,3.57207665,0.05850589,0.02857476,0.09179695,0.64889118,2.97878143,0.41149746,0.00000000
-2.93246623,3.59521024,0.05863411,0.02931522,0.09344373,0.67808807,2.98800003,0.41946555,0.00000000
-2.92646323,3.61008612,0.05890470,0.02996881,0.09510512,0.70763674,2.98952808,0.42691160,0.00000000
-2.92046023,3.61599701,0.05928501,0.03052109,0.09675059,0.73717362,2.98288132,0.43371563,0.00000000
-2.91445723,3.61234673,0.05973922,0.03095864,0.09834646,0.76629489,2.96769352,0.43975475,0.00000000
-2.90845423,3.59866304,0.06022958,0.03126944,0.09985638,0.79456256,2.94372500,0.44490507,0.00000000
-2.90245123,3.57460773,0.06071755,0.03144325,0.10124191,0.82151232,2.91086823,0.44904414,0.00000000
-2.89644822,3.53998457,0.06116508,0.03147191,0.10246326,0.84666324,2.86915057,0.45205354,0.00000000
-2.89044522,3.49474517,0.06153577,0.03134972,0.10348010,0.86952902,2.81873478,0.45382189,0.00000000
-2.88444222,3.43899306,0.06179608,0.03107358,0.10425262,0.88963061,2.75991734,0.45424806,0.00000000
-2.87843922,3.37298619,0.06191637,0.03064323,0.10474257,0.90650984,2.69312511,0.45324456,0.00000000
-2.87243622,3.29713784,0.06187193,0.03006128,0.10491448,0.91974354,2.61891042,0.45074107,0.00000000
-2.86643322,3.21201598,0.06164380,0.02933322,0.10473692,0.92895758,2.53794481,0.44668779,0.00000000
-2.86043022,3.11834080,0.06121956,0.02846732,0.10418366,0.93384036,2.45101151,0.44105868,0.00000000
-2.85442721,3.01698032,0.06059375,0.02747443,0.10323489,0.93415503,2.35899664,0.43385424,0.00000000
-2.84842421,2.90894365,0.05976830,0.02636771,0.10187822,0.92974980,2.26287919,0.42510375,0.00000000
-2.84242121,2.79537169,0.05875264,0.02516226,0.10010954,0.92056600,2.16371950,0.41486678,0.00000000
-2.83641821,2.67752506,0.05756354,0.02387476,0.09793364,0.90664319,2.06264651,0.40323388,0.00000000
-2.83041521,2.55676897,0.05622491,0.02252296,0.09536454,0.88812119,1.96084340,0.39032633,0.00000000
-2.82441221,2.43455509,0.05476717,0.02112525,0.09242550,0.86523877,1.85953185,0.37629482,0.00000000
-2.81840920,2.31240043,0.05322660,0.01970015,0.08914874,0.83832896,1.75995499,0.36131720,0.00000000
-2.81240620,2.19186356,0.05164442,0.01826586,0.08557479,0.80781111,1.66335904,0.34559522,0.00000000
-2.80640320,2.07451839,0.05006571,0.01683981,0.08175159,0.77418017,1.57097404,0.32935040,0.00000000
-2.80040020,1.96192620,0.04853826,0.01543828,0.07773326,0.73799330,1.48399380,0.31281910,0.00000000
-2.79439720,1.85560634,0.04711128,0.01407604,0.07357870,0.69985468,1.40355551,0.29624708,0.00000000
-2.78839420,1.75700647,0.04583407,0.01276611,0.06934997,0.66039899,1.33071929,0.27988361,0.00000000
-2.78239120,1.66747290,0.04475470,0.01151958,0.06511066,0.62027431,1.26644813,0.26397540,0.00000000
-2.77638819,1.58822183,0.04391864,0.01034543,0.06092416,0.58012501,1.21158857,0.24876051,0.00000000
-2.77038519,1.52031222,0.04336748,0.00925056,0.05685197,0.54057553,1.16685251,0.23446263,0.00000000
-2.76438219,1.46462097,0.04313773,0.00823976,0.05295219,0.50221542,1.13280051,0.22128559,0.00000000
-2.75837919,1.42182090,0.04325967,0.00731579,0.04927810,0.46558629,1.10982700,0.20940864,0.00000000
-2.75237619,1.39236231,0.04375643,0.00647957,0.04587700,0.43117108,1.09814761,0.19898235,0.00000000
-2.74637319,1.37645842,0.04464311,0.00573030,0.04278929,0.39938590,1.09778922,0.19012545,0.00000000
-2.74037019,1.37407530,0.04592616,0.00506569,0.04004781,0.37057467,1.10858277,0.18292258,0.00000000
-2.73436718,1.38492662,0.04760291,0.00448221,0.03767754,0.34500647,1.13015949,0.17742301,0.00000000
-2.72836418,1.40847358,0.04966134,0.00397527,0.03569545,0.32287576,1.16195070,0.17364039,0.00000000
-2.72236118,1.44393041,0.05208006,0.00353950,0.03411081,0.30430502,1.20319168,0.17155355,0.00000000
-2.71635818,1.49027552,0.05482855,0.00316896,0.03292558,0.28934975,1.25292984,0.17110816,0.00000000
-2.71035518,1.54626869,0.05786763,0.00285736,0.03213519,0.27800535,1.31003755,0.17221938,0.00000000
-2.70435218,1.61047406,0.06115020,0.00259824,0.03172937,0.27021562,1.37322982,0.17477530,0.00000000
-2.69834917,1.68128909,0.06462224,0.00238512,0.03169323,0.26588224,1.44108680,0.17864114,0.00000000
-2.69234617,1.75697897,0.06822400,0.00221171,0.03200838,0.26487496,1.51208116,0.18366393,0.00000000
-2.68634317,1.83571605,0.07189148,0.00207193,0.03265415,0.26704200,1.58460995,0.18967778,0.00000000
-2.68034017,1.91562355,0.07555802,0.00196009,0.03360875,0.27222008,1.65703043,0.19650931,0.00000000
-2.67433717,1.99482250,0.07915607,0.00187092,0.03485047,0.28024384,1.72769908,0.20398329,0.00000000
-2.66833417,2.07148052,0.08261905,0.00179964,0.03635870,0.29095408,1.79501281,0.21192811,0.00000000
-2.66233117,2.14386117,0.08588316,0.00174198,0.03811485,0.30420466,1.85745107,0.22018109,0.00000000
-2.65632816,2.21037196,0.08888928,0.00169421,0.04010311,0.31986762,1.91361747,0.22859320,0.00000000
-2.65032516,2.26960929,0.09158454,0.00165314,0.04231094,0.33783637,1.96227928,0.23703329,0.00000000
-2.64432216,2.32039858,0.09392389,0.00161614,0.04472941,0.35802690,2.00240321,0.24539134,0.00000000
-2.63831916,2.36182766,0.09587131,0.00158111,0.04735317,0.38037682,2.03318595,0.25358095,0.00000000
-2.63231616,2.39327200,0.09740063,0.00154648,0.05018026,0.40484242,2.05407784,0.26154056,0.00000000
-2.62631316,2.41441037,0.09849613,0.00151119,0.05321166,0.43139385,2.06479868,0.26923377,0.00000000
-2.62031016,2.42523003,0.09915258,0.00147467,0.05645053,0.46000871,2.06534449,0.27664831,0.00000000
-2.61430715,2.42602090,0.09937500,0.00143682,0.05990133,0.49066424,2.05598481,0.28379408,0.00000000
-2.60830415,2.41735881,0.09917789,0.00139800,0.06356876,0.52332878,2.03725040,0.29070005,0.00000000
-2.60230115,2.40007825,0.09858424,0.00135899,0.06745654,0.55795269,2.00991157,0.29741034,0.00000000
-2.59629815,2.37523558,0.09762412,0.00132100,0.07156617,0.59445938,1.97494801,0.30397959,0.00000000
-2.59029515,2.34406434,0.09633307,0.00128562,0.07589571,0.63273694,1.93351122,0.31046781,0.00000000
-2.58429215,2.30792439,0.09475037,0.00125482,0.08043859,0.67263084,1.88688105,0.31693508,0.00000000
-2.57828914,2.26824698,0.09291721,0.00123094,0.08518255,0.71393809,1.83641825,0.32343613,0.00000000
-2.57228614,2.22647829,0.09087490,0.00121662,0.09010877,0.75640335,1.78351494,0.33001535,0.00000000
-2.56628314,2.18402363,0.08866326,0.00121487,0.09519124,0.79971712,1.72954513,0.33670217,0.00000000
-2.56028014,2.14219471,0.08631916,0.00122894,0.10039637,0.84351637,1.67581722,0.34350727,0.00000000
-2.55427714,2.10216218,0.08387538,0.00126236,0.10568295,0.88738748,1.62353058,0.35041966,0.00000000
-2.54827414,2.06491513,0.08135974,0.00131888,0.11100230,0.93087154,1.57373760,0.35740481,0.00000000
-2.54227114,2.03122931,0.07879467,0.00140241,0.11629888,0.97347188,1.52731291,0.36440389,0.00000000
-2.53626813,2.00164481,0.07619708,0.00151699,0.12151110,1.01466341,1.48493049,0.37133416,0.00000000
-2.53026513,1.97645408,0.07357853,0.00166667,0.12657243,1.05390356,1.44704952,0.37809056,0.00000000
-2.52426213,1.95570026,0.07094580,0.00185547,0.13141272,1.09064437,1.41390898,0.38454827,0.00000000
-2.51825913,1.93918546,0.06830162,0.00208724,0.13595980,1.12434522,1.38553104,0.39056629,0.00000000
-2.51225613,1.92648845,0.06564563,0.00236555,0.14014113,1.15448578,1.36173251,0.39599174,0.00000000
-2.50625313,1.91699035,0.06297540,0.00269357,0.14388558,1.18057879,1.34214355,0.40066488,0.00000000
-2.50025013,1.90990723,0.06028755,0.00307388,0.14712529,1.20218203,1.32623258,0.40442442,0.00000000
-2.49424712,1.90432780,0.05757875,0.00350834,0.14979743,1.21890943,1.31333600,0.40711314,0.00000000
-2.48824412,1.89925450,0.05484670,0.00399794,0.15184591,1.23044062,1.30269131,0.40858339,0.00000000
-2.48224112,1.89364633,0.05209087,0.00454258,0.15322300,1.23652898,1.29347207,0.40870249,0.00000000
-2.47623812,1.88646143,0.04931314,0.00514100,0.15389071,1.23700783,1.28482342,0.40735757,0.00000000
-2.47023512,1.87669803,0.04651813,0.00579056,0.15382196,1.23179457,1.27589649,0.40445992,0.00000000
-2.46423212,1.86343203,0.04371343,0.00648722,0.15300150,1.22089296,1.26588060,0.39994858,0.00000000
-2.45822911,1.84585015,0.04090949,0.00722542,0.15142653,1.20439324,1.25403224,0.39379300,0.00000000
-2.45222611,1.82327749,0.03811947,0.00799807,0.14910697,1.18247032,1.23969966,0.38599480,0.00000000
-2.44622311,1.79519883,0.03535882,0.00879659,0.14606548,1.15538011,1.22234269,0.37658853,0.00000000
-2.44022011,1.76127330,0.03264482,0.00961100,0.14233707,1.12345407,1.20154736,0.36564138,0.00000000
-2.43421711,1.72134212,0.02999606,0.01043006,0.13796847,1.08709220,1.17703492,0.35325193,0.00000000
-2.42821411,1.67542983,0.02743189,0.01124152,0.13301711,1.04675471,1.14866567,0.33954796,0.00000000
-2.42221111,1.62373919,0.02497190,0.01203232,0.12754995,1.00295253,1.11643769,0.32468348,0.00000000
-2.41620810,1.56664055,0.02263546,0.01278900,0.12164198,0.95623706,1.08048091,0.30883498,0.00000000
-2.41020510,1.50465653,0.02044138,0.01349800,0.11537464,0.90718926,1.04104741,0.29219730,0.00000000
-2.40420210,1.43844302,0.01840771,0.01414609,0.10883408,0.85640866,0.99849835,0.27497901,0.00000000
-2.39819910,1.36876745,0.01655159,0.01472076,0.10210934,0.80450228,0.95328866,0.25739768,0.00000000
-2.39219610,1.29648566,0.01488928,0.01521064,0.09529062,0.75207405,0.90595012,0.23967526,0.00000000
-2.38619310,1.22251825,0.01343637,0.01560586,0.08846752,0.69971486,0.85707379,0.22203349,0.00000000
-2.38019010,1.14782747,0.01220796,0.01589844,0.08172750,0.64799350,0.80729249,0.20468989,0.00000000
-2.37418709,1.07339556,0.01121903,0.01608252,0.07515445,0.59744882,0.75726400,0.18785411,0.00000000
-2.36818409,1.00020521,0.01048483,0.01615466,0.06882746,0.54858311,0.70765563,0.17172498,0.00000000
-2.36218109,0.92922259,0.01002120,0.01611391,0.06281988,0.50185698,0.65913044,0.15648823,0.00000000
-2.35617809,0.86138331,0.00984500,0.01596192,0.05719857,0.45768564,0.61233546,0.14231489,0.00000000
-2.35017509,0.79758138,0.00997434,0.01570289,0.05202341,0.41643656,0.56789208,0.12936044,0.00000000
-2.34417209,0.73866095,0.01042877,0.01534348,0.04734702,0.37842855,0.52638842,0.11776458,0.00000000
-2.33816908,0.68541073,0.01122929,0.01489255,0.04321468,0.34393182,0.48837362,0.10765147,0.00000000
-2.33216608,0.63856031,0.01239823,0.01436096,0.03966440,0.31316914,0.45435383,0.09913051,0.00000000
-2.32616308,0.59877817,0.01395891,0.01376118,0.03672709,0.28631751,0.42478935,0.09229725,0.00000000
-2.32016008,0.56667040,0.01593503,0.01310694,0.03442679,0.26351038,0.40009275,0.08723452,0.00000000
-2.31415708,0.54277970,0.01834996,0.01241281,0.03278089,0.24483989,0.38062735,0.08401343,0.00000000
-2.30815408,0.52758394,0.02122573,0.01169381,0.03180033,0.23035904,0.36670577,0.08269414,0.00000000
-2.30215108,0.52149369,0.02458186,0.01096495,0.03148972,0.22008349,0.35858820,0.08332638,0.00000000
-2.29614807,0.52484838,0.02843401,0.01024085,0.03184739,0.21399287,0.35647998,0.08594936,0.00000000
-2.29014507,0.53791075,0.03279258,0.00953541,0.03286522,0.21203150,0.36052842,0.09059134,0.00000000
-2.28414207,0.56085948,0.03766116,0.00886142,0.03452851,0.21410840,0.37081884,0.09726842,0.00000000
-2.27813907,0.59378019,0.04303509,0.00823037,0.03681564,0.22009679,0.38736968,0.10598305,0.00000000
-2.27213607,0.63665494,0.04890003,0.00765217,0.03969773,0.22983310,0.41012712,0.11672183,0.00000000
-2.26613307,0.68935101,0.05523073,0.00713503,0.04313824,0.24311572,0.43895929,0.12945309,0.00000000
-2.26013007,0.75160927,0.06199005,0.00668532,0.04709264,0.25970373,0.47365058,0.14412423,0.00000000
-2.25412706,0.82303328,0.06912830,0.00630759,0.05150818,0.27931589,0.51389657,0.16065903,0.00000000
-2.24812406,0.90307978,0.07658299,0.00600450,0.05632378,0.30163025,0.55930000,0.17895507,0.00000000
-2.24212106,0.99105160,0.08427899,0.00577689,0.06147018,0.32628457,0.60936841,0.19888166,0.00000000
-2.23611806,1.08609391,0.09212928,0.00562389,0.06687034,0.35287793,0.66351394,0.22027826,0.00000000
-2.23011506,1.18719469,0.10003610,0.00554299,0.07244012,0.38097369,0.72105579,0.24295378,0.00000000
-2.22411206,1.29318992,0.10789270,0.00553022,0.07808937,0.41010397,0.78122567,0.26668682,0.00000000
-2.21810905,1.40277430,0.11558552,0.00558030,0.08372328,0.43977572,0.84317654,0.29122696,0.00000000
-2.21210605,1.51451742,0.12299680,0.00568678,0.08924405,0.46947826,0.90599457,0.31629735,0.00000000
-2.20610305,1.62688557,0.13000757,0.00584229,0.09455293,0.49869233,0.96871450,0.34159833,0.00000000
-2.20010005,1.73826884,0.13650078,0.00603871,0.09955232,0.52690020,1.03033777,0.36681228,0.00000000
-2.19409705,1.84701267,0.14236464,0.00626735,0.10414822,0.55359668,1.08985324,0.39160945,0.00000000
-2.18809405,1.95145322,0.14749588,0.00651918,0.10825253,0.57830047,1.14625976,0.41565468,0.00000000
-2.18209105,2.04995518,0.15180287,0.00678504,0.11178548,0.60056558,1.19858976,0.43861464,0.00000000
-2.17608804,2.14095071,0.15520843,0.00705582,0.11467778,0.61999214,1.24593311,0.46016550,0.00000000
-2.17008504,2.22297804,0.15765221,0.00732267,0.11687259,0.63623626,1.28746018,0.48000056,0.00000000
-2.16408204,2.29471812,0.15909260,0.00757715,0.11832718,0.64901841,1.32244329,0.49783766,0.00000000
-2.15807904,2.35502798,0.15950790,0.00781146,0.11901405,0.65812997,1.35027555,0.51342598,0.00000000
-2.15207604,2.40296911,0.15889699,0.00801855,0.11892169,0.66343763,1.37048631,0.52655195,0.00000000
-2.14607304,2.43783010,0.15727913,0.00819227,0.11805482,0.66488545,1.38275258,0.53704411,0.00000000
-2.14007004,2.45914219,0.15469325,0.00832746,0.11643398,0.66249449,1.38690594,0.54477667,0.00000000
-2.13406703,2.46668752,0.15119645,0.00842007,0.11409478,0.65635999,1.38293466,0.54967159,0.00000000
-2.12806403,2.46049964,0.14686205,0.00846717,0.11108656,0.64664640,1.37098093,0.55169935,0.00000000
-2.12206103,2.44085641,0.14177712,0.00846702,0.10747070,0.63358040,1.35133353,0.55087809,0.00000000
-2.11605803,2.40826592,0.13603969,0.00841902,0.10331856,0.61744224,1.32441617,0.54727164,0.00000000
-2.11005503,2.36344610,0.12975569,0.00832370,0.09870925,0.59855605,1.29077217,0.54098614,0.00000000
-2.10405203,2.30729912,0.12303586,0.00818266,0.09372720,0.57727920,1.25104621,0.53216587,0.00000000
-2.09804902,2.24088182,0.11599269,0.00799847,0.08845974,0.55399166,1.20596400,0.52098821,0.00000000
-2.09204602,2.16537363,0.10873751,0.00777455,0.08299477,0.52908536,1.15631066,0.50765816,0.00000000
-2.08604302,2.08204324,0.10137789,0.00751509,0.07741857,0.50295429,1.10290895,0.49240263,0.00000000
-2.08004002,1.99221542,0.09401533,0.00722490,0.07181385,0.47598562,1.04659790,0.47546471,0.00000000
-2.07403702,1.89723936,0.08674348,0.00690925,0.06625809,0.44855196,0.98821291,0.45709824,0.00000000
-2.06803402,1.79845935,0.07964666,0.00657380,0.06082231,0.42100523,0.92856771,0.43756265,0.00000000
-2.06203102,1.69718882,0.07279902,0.00622441,0.05557007,0.39367190,0.86843894,0.41711847,0.00000000
-2.05602801,1.59468822,0.06626402,0.00586708,0.05055693,0.36684991,0.80855334,0.39602332,0.00000000
-2.05002501,1.49214705,0.06009434,0.00550785,0.04583020,0.34080694,0.74957812,0.37452864,0.00000000
-2.04402201,1.39067020,0.05433227,0.00515270,0.04142907,0.31577999,0.69211415,0.35287699,0.00000000
-2.03801901,1.29126836,0.04901022,0.00480749,0.03738488,0.29197602,0.63669203,0.33129991,0.00000000
-2.03201601,1.19485209,0.04415162,0.00447797,0.03372171,0.26957342,0.58377066,0.31001630,0.00000000
-2.02601301,1.10222924,0.03977185,0.00416970,0.03045706,0.24872399,0.53373809,0.28923122,0.00000000
-2.02001001,1.01410491,0.03587933,0.00388808,0.02760260,0.22955516,0.48691400,0.26913487,0.00000000
-2.01400700,0.93108351,0.03247656,0.00363834,0.02516498,0.21217226,0.44355354,0.24990191,0.00000000
-2.00800400,0.85367208,0.02956109,0.00342555,0.02314652,0.19666058,0.40385199,0.23169068,0.00000000
-2.00200100,0.78228448,0.02712648,0.00325465,0.02154594,0.18308694,0.36794982,0.21464260,0.00000000
-1.99599800,0.71724577,0.02516295,0.00313041,0.02035882,0.17150086,0.33593777,0.19888144,0.00000000
-1.98999500,0.65879646,0.02365801,0.00305748,0.01957807,0.16193506,0.30786163,0.18451250,0.00000000
-1.98399200,0.60709632,0.02259681,0.00304032,0.01919412,0.15440535,0.28372645,0.17162176,0.00000000
-1.97798899,0.56222754,0.02196238,0.00308323,0.01919503,0.14890998,0.26350016,0.16027498,0.00000000
-1.97198599,0.52419719,0.02173562,0.00319018,0.01956642,0.14542849,0.24711636,0.15051677,0.00000000
-1.96598299,0.49293920,0.02189526,0.00336484,0.02029131,0.14392026,0.23447643,0.14236972,0.00000000
-1.95997999,0.46831573,0.02241763,0.00361038,0.02134986,0.14432286,0.22545095,0.13583370,0.00000000
-1.95397699,0.45011850,0.02327642,0.00392938,0.02271907,0.14655045,0.21988068,0.13088532,0.00000000
-1.94797399,0.43807009,0.02444240,0.00432362,0.02437249,0.15049239,0.21757724,0.12747780,0.00000000
-1.94197099,0.43182576,0.02588324,0.00479399,0.02627999,0.15601231,0.21832363,0.12554111,0.00000000
-1.93596798,0.43097595,0.02756327,0.00534024,0.02840757,0.16294786,0.22187501,0.12498264,0.00000000
-1.92996498,0.43504990,0.02944351,0.00596081,0.03071738,0.17111117,0.22795979,0.12568845,0.00000000
-1.92396198,0.44352052,0.03148177,0.00665270,0.03316785,0.18029033,0.23628128,0.12752493,0.00000000
-1.91795898,0.45581084,0.03363294,0.00741128,0.03571403,0.19025185,0.24652019,0.13034122,0.00000000
-1.91195598,0.47130202,0.03584946,0.00823023,0.03830817,0.20074423,0.25833786,0.13397202,0.00000000
-1.90595298,0.48934299,0.03808201,0.00910145,0.04090046,0.21150245,0.27138051,0.13824106,0.00000000
-1.89994997,0.50926165,0.04028036,0.01001505,0.04344002,0.22225360,0.28528435,0.14296493,0.00000000
-1.89394697,0.53037741,0.04239438,0.01095946,0.04587602,0.23272309,0.29968155,0.14795731,0.00000000
-1.88794397,0.55201469,0.04437517,0.01192150,0.04815896,0.24264169,0.31420686,0.15303348,0.00000000
-1.88194097,0.57351716,0.04617627,0.01288666,0.05024208,0.25175279,0.32850482,0.15801482,0.00000000
-1.87593797,0.59426210,0.04775490,0.01383931,0.05208276,0.25981983,0.34223709,0.16273335,0.00000000
-1.86993497,0.61367448,0.04907321,0.01476310,0.05364393,0.26663352,0.35508990,0.16703605,0.00000000
-1.86393197,0.63124020,0.05009939,0.01564134,0.05489540,0.27201863,0.36678098,0.17078875,0.00000000
-1.85792896,0.64651798,0.05080865,0.01645745,0.05581508,0.27583993,0.37706609,0.17387960,0.00000000
-1.85192596,0.65914943,0.05118411,0.01719546,0.05639000,0.27800719,0.38574443,0.17622179,0.00000000
-1.84592296,0.66886697,0.05121732,0.01784045,0.05661711,0.27847891,0.39266300,0.17775567,0.00000000
-1.83991996,0.67549912,0.05090868,0.01837906,0.05650380,0.27726473,0.39771967,0.17844988,0.00000000
-1.83391696,0.67897324,0.05026747,0.01879992,0.05606819,0.27442629,0.40086466,0.17830184,0.00000000
-1.82791396,0.67931530,0.04931169,0.01909398,0.05533909,0.27007663,0.40210059,0.17733718,0.00000000
-1.82191096,0.67664709,0.04806759,0.01925492,0.05435572,0.26437816,0.40148097,0.17560854,0.00000000
-1.81590795,0.67118077,0.04656898,0.01927927,0.05316708,0.25753914,0.39910736,0.17319356,0.00000000
-1.80990495,0.66321111,0.04485636,0.01916659,0.05183118,0.24980903,0.39512512,0.17019217,0.00000000
-1.80390195,0.65310588,0.04297580,0.01891946,0.05041395,0.24147269,0.38971825,0.16672349,0.00000000
-1.79789895,0.64129453,0.04097776,0.01854340,0.04898806,0.23284378,0.38310328,0.16292217,0.00000000
-1.79189595,0.62825588,0.03891582,0.01804667,0.04763152,0.22425741,0.37552266,0.15893464,0.00000000
-1.78589295,0.61450508,0.03684536,0.01743999,0.04642615,0.21606243,0.36723782,0.15491500,0.00000000
-1.77988994,0.60058013,0.03482227,0.01673617,0.04545606,0.20861332,0.35852205,0.15102109,0.00000000
-1.77388694,0.58702861,0.03290162,0.01594967,0.04480590,0.20226209,0.34965365,0.14741047,0.00000000
-1.76788394,0.57439453,0.03113654,0.01509617,0.04455919,0.19735013,0.34090925,0.14423658,0.00000000
-1.76188094,0.56320580,0.02957705,0.01419200,0.04479654,0.19420020,0.33255760,0.14164511,0.00000000
-1.75587794,0.55396222,0.02826908,0.01325373,0.04559385,0.19310867,0.32485377,0.13977055,0.00000000
-1.74987494,0.54712430,0.02725357,0.01229763,0.04702050,0.19433809,0.31803401,0.13873301,0.00000000
-1.74387194,0.54310280,0.02656564,0.01133930,0.04913752,0.19811007,0.31231099,0.13863526,0.00000000
-1.73786893,0.54224900,0.02623394,0.01039320,0.05199579,0.20459869,0.30786961,0.13956008,0.00000000
-1.73186593,0.54484593,0.02628003,0.00947242,0.05563426,0.21392445,0.30486339,0.14156784,0.00000000
-1.72586293,0.55110044,0.02671792,0.00858836,0.06007834,0.22614893,0.30341117,0.14469438,0.00000000
-1.71985993,0.56113631,0.02755364,0.00775060,0.06533829,0.24127028,0.30359447,0.14894928,0.00000000
-1.71385693,0.57498859,0.02878495,0.00696678,0.07140802,0.25921980,0.30545525,0.15431449,0.00000000
-1.70785393,0.59259944,0.03040118,0.00624260,0.07826398,0.27985973,0.30899432,0.16074340,0.00000000
-1.70185093,0.61381565,0.03238316,0.00558182,0.08586463,0.30298257,0.31417043,0.16816057,0.00000000
-1.69584792,0.63838836,0.03470331,0.00498639,0.09415018,0.32831213,0.32090013,0.17646204,0.00000000
-1.68984492,0.66597510,0.03732592,0.00445660,0.10304308,0.35550653,0.32905862,0.18551639,0.00000000
-1.68384192,0.69614467,0.04020755,0.00399122,0.11244896,0.38416325,0.33848165,0.19516671,0.00000000
-1.67783892,0.72838499,0.04329775,0.00358775,0.12225835,0.41382646,0.34896860,0.20523336,0.00000000
-1.67183592,0.76211404,0.04653992,0.00324265,0.13234906,0.44399661,0.36028690,0.21551777,0.00000000
-1.66583292,0.79669403,0.04987240,0.00295152,0.14258923,0.47414206,0.37217767,0.22580703,0.00000000
-1.65982991,0.83144850,0.05322987,0.00270939,0.15284106,0.50371276,0.38436267,0.23587946,0.00000000
-1.65382691,0.86568210,0.05654489,0.00251088,0.16296505,0.53215558,0.39655244,0.24551083,0.00000000
-1.64782391,0.89870251,0.05974964,0.00235048,0.17282467,0.55893074,0.40845532,0.25448116,0.00000000
-1.64182091,0.92984375,0.06277782,0.00222267,0.18229133,0.58352906,0.41978718,0.26258196,0.00000000
