energy_ev,total_up,Os_p_up,Os_d_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up
-5.83191596,3.58685132,1.33203817,1.66413497,0.79013566,0.01853799,0.84703588,0.00000000
-5.82591296,3.43151517,1.22845474,1.61389815,0.73609880,0.01847287,0.82208997,0.00000000
-5.81990995,3.29402452,1.13378386,1.57129163,0.68841624,0.01838767,0.80211357,0.00000000
-5.81390695,3.17538827,1.04875840,1.53667608,0.64749113,0.01828136,0.78723855,0.00000000
-5.80790395,3.07616159,0.97385843,1.51022834,0.61356369,0.01815345,0.77748216,0.00000000
-5.80190095,2.99647782,0.90932196,1.49195522,0.58671580,0.01800411,0.77275722,0.00000000
-5.79589795,2.93609010,0.85516219,1.48171082,0.56687941,0.01783448,0.77288461,0.00000000
-5.78989495,2.89442001,0.81118984,1.47921637,0.55384809,0.01764676,0.77760753,0.00000000
-5.78389195,2.87061078,0.77703932,1.48408165,0.54729112,0.01744438,0.78660669,0.00000000
-5.77788894,2.86358256,0.75219733,1.49582702,0.54676969,0.01723212,0.79951585,0.00000000
-5.77188594,2.87208792,0.73603293,1.51390542,0.55175457,0.01701611,0.81593700,0.00000000
-5.76588294,2.89476580,0.72782770,1.53772379,0.56164489,0.01680389,0.83545479,0.00000000
-5.75987994,2.93019261,0.72680535,1.56666343,0.57578769,0.01660431,0.85764967,0.00000000
-5.75387694,2.97692953,0.73215981,1.60009898,0.59349774,0.01642745,0.88210949,0.00000000
-5.74787394,3.03356515,0.74308122,1.63741588,0.61407737,0.01628452,0.90843929,0.00000000
-5.74187094,3.09875302,0.75877929,1.67802599,0.63683592,0.01618763,0.93626915,0.00000000
-5.73586793,3.17124363,0.77850363,1.72138142,0.66110848,0.01614959,0.96526009,0.00000000
-5.72986493,3.24991060,0.80156070,1.76698621,0.68627349,0.01618370,0.99510797,0.00000000
-5.72386193,3.33377082,0.82732725,1.81440595,0.71176887,0.01630343,1.02554556,0.00000000
-5.71785893,3.42199830,0.85526001,1.86327491,0.73710610,0.01652215,1.05634295,0.00000000
-5.71185593,3.51393174,0.88490154,1.91330080,0.76188207,0.01685282,1.08730633,0.00000000
-5.70585293,3.60907568,0.91588239,1.96426682,0.78578805,0.01730766,1.11827566,0.00000000
-5.69984992,3.70709518,0.94791945,2.01603089,0.80861561,0.01789781,1.14912108,0.00000000
-5.69384692,3.80780446,0.98081091,2.06852218,0.83025913,0.01863302,1.17973880,0.00000000
-5.68784392,3.91114957,1.01442794,2.12173477,0.85071475,0.01952134,1.21004625,0.00000000
-5.68184092,4.01718601,1.04870359,2.17571870,0.87007577,0.02056878,1.23997720,0.00000000
-5.67583792,4.12605181,1.08361951,2.23056872,0.88852451,0.02177905,1.26947676,0.00000000
-5.66983492,4.23793745,1.11919094,2.28641113,0.90632098,0.02315335,1.29849677,0.00000000
-5.66383192,4.35305370,1.15545095,2.34338928,0.92378875,0.02469014,1.32699168,0.00000000
-5.65782891,4.47159907,1.19243448,2.40164831,0.94129858,0.02638503,1.35491514,0.00000000
-5.65182591,4.59372828,1.23016326,2.46132013,0.95925042,0.02823070,1.38221749,0.00000000
-5.64582291,4.71952361,1.26863224,2.52250907,0.97805466,0.03021697,1.40884433,0.00000000
-5.63981991,4.84897041,1.30779842,2.58527929,0.99811326,0.03233085,1.43473610,0.00000000
-5.63381691,4.98193842,1.34757264,2.64964443,1.01980173,0.03455681,1.45982887,0.00000000
-5.62781391,5.11816975,1.38781491,2.71556021,1.04345247,0.03687698,1.48405618,0.00000000
-5.62181091,5.25727428,1.42833357,2.78292021,1.06934039,0.03927164,1.50735182,0.00000000
-5.61580790,5.39873278,1.46888831,2.85155530,1.09767109,0.04171958,1.52965342,0.00000000
-5.60980490,5.54190745,1.50919694,2.92123633,1.12857216,0.04419869,1.55090659,0.00000000
-5.60380190,5.68605911,1.54894549,2.99168010,1.16208766,0.04668649,1.57106931,0.00000000
-5.59779890,5.83037005,1.58780111,3.06255805,1.19817592,0.04916077,1.59011623,0.00000000
-5.59179590,5.97397085,1.62542678,3.13350689,1.23671054,0.05160012,1.60804268,0.00000000
-5.58579290,6.11596954,1.66149711,3.20414067,1.27748420,0.05398454,1.62486779,0.00000000
-5.57978989,6.25548114,1.69571412,3.27406314,1.32021510,0.05629594,1.64063688,0.00000000
-5.57378689,6.39165587,1.72782204,3.34287990,1.36455532,0.05851857,1.65542247,0.00000000
-5.56778389,6.52370439,1.75762012,3.41020937,1.41010092,0.06063932,1.66932415,0.00000000
-5.56178089,6.65091857,1.78497281,3.47569217,1.45640287,0.06264800,1.68246718,0.00000000
-5.55577789,6.77268723,1.80981653,3.53899840,1.50297870,0.06453734,1.69499998,0.00000000
-5.54977489,6.88850621,1.83216274,3.59983279,1.54932418,0.06630300,1.70709076,0.00000000
-5.54377189,6.99798297,1.85209731,3.65793771,1.59492476,0.06794339,1.71892372,0.00000000
-5.53776888,7.10083637,1.86977604,3.71309440,1.63926651,0.06945936,1.73069518,0.00000000
-5.53176588,7.19689268,1.88541711,3.76512289,1.68184622,0.07085384,1.74261021,0.00000000
-5.52576288,7.28607901,1.89929073,3.81388126,1.72218076,0.07213136,1.75488018,0.00000000
-5.51975988,7.36841589,1.91170703,3.85926485,1.75981537,0.07329759,1.76772176,0.00000000
-5.51375688,7.44401023,1.92300277,3.90120615,1.79433108,0.07435877,1.78135755,0.00000000
-5.50775388,7.51305027,1.93352812,3.93967589,1.82535118,0.07532126,1.79601870,0.00000000
-5.50175088,7.57580323,1.94363401,3.97468569,1.85254673,0.07619108,1.81194934,0.00000000
-5.49574787,7.63261660,1.95366102,4.00629247,1.87564122,0.07697352,1.82941272,0.00000000
-5.48974487,7.68392284,1.96393033,4.03460451,1.89441433,0.07767288,1.84869853,0.00000000
-5.48374187,7.73024721,1.97473705,4.05978872,1.90870472,0.07829225,1.87013077,0.00000000
-5.47773887,7.77221773,1.98634623,4.08207866,1.91841201,0.07883347,1.89407544,0.00000000
-5.47173587,7.81057579,1.99899132,4.10178225,1.92349762,0.07929716,1.92094693,0.00000000
-5.46573287,7.84618567,2.01287494,4.11928837,1.92398463,0.07968286,1.95121227,0.00000000
-5.45972986,7.88004101,2.02817144,4.13507125,1.91995650,0.07998928,1.98539211,0.00000000
-5.45372686,7.91326626,2.04503067,4.14969158,1.91155460,0.08021457,2.02405769,0.00000000
-5.44772386,7.94711128,2.06358230,4.16379339,1.89897463,0.08035671,2.06782298,0.00000000
-5.44172086,7.98293759,2.08394008,4.17809615,1.88246177,0.08041388,2.11733156,0.00000000
-5.43571786,8.02219526,2.10620517,4.19338142,1.86230483,0.08038481,2.17323807,0.00000000
-5.42971486,8.06639003,2.13046824,4.21047405,1.83882940,0.08026915,2.23618452,0.00000000
-5.42371186,8.11704082,2.15680976,4.23021815,1.81239022,0.08006781,2.30677184,0.00000000
-5.41770885,8.17562863,2.18529817,4.25344844,1.78336287,0.07978313,2.38552778,0.00000000
-5.41170585,8.24353832,2.21598597,4.28095782,1.75213519,0.07941913,2.47287228,0.00000000
-5.40570285,8.32199561,2.24890369,4.31346255,1.71909855,0.07898153,2.56908183,0.00000000
-5.39969985,8.41200167,2.28405213,4.35156645,1.68463924,0.07847776,2.67425469,0.00000000
-5.39369685,8.51426875,2.32139321,4.39572579,1.64913036,0.07791685,2.78827868,0.00000000
-5.38769385,8.62915963,2.36084008,4.44621659,1.61292430,0.07730923,2.91080340,0.00000000
-5.38169085,8.75663451,2.40224715,4.50310614,1.57634604,0.07666643,3.04121886,0.00000000
-5.37568784,8.89620832,2.44540068,4.56623016,1.53968760,0.07600077,3.17864197,0.00000000
-5.36968484,9.04692118,2.49001089,4.63517737,1.50320349,0.07532487,3.32191228,0.00000000
-5.36368184,9.20732465,2.53570615,4.70928220,1.46710754,0.07465127,3.46959812,0.00000000
-5.35767884,9.37548529,2.58202994,4.78762691,1.43157094,0.07399189,3.62001351,0.00000000
-5.35167584,9.54900684,2.62844135,4.86905330,1.39672163,0.07335759,3.77124619,0.00000000
-5.34567284,9.72507145,2.67431926,4.95218418,1.36264486,0.07275765,3.92119631,0.00000000
-5.33966983,9.90049931,2.71897080,5.03545433,1.32938515,0.07219940,4.06762488,0.00000000
-5.33366683,10.07182578,2.76164392,5.11715006,1.29694917,0.07168781,4.20821085,0.00000000
-5.32766383,10.23539383,2.80154414,5.19545639,1.26530985,0.07122521,4.34061479,0.00000000
-5.32166083,10.38745908,2.83785502,5.26851021,1.23441123,0.07081111,4.46254733,0.00000000
-5.31565783,10.52430413,2.86976195,5.33445786,1.20417419,0.07044213,4.57183968,0.00000000
-5.30965483,10.64235820,2.89647826,5.39151482,1.17450270,0.07011203,4.66651367,0.00000000
-5.30365183,10.73831769,2.91727306,5.43802567,1.14529048,0.06981190,4.74484873,0.00000000
-5.29764882,10.80926315,2.93149929,5.47252181,1.11642790,0.06953043,4.80544284,0.00000000
-5.29164582,10.85276803,2.93862114,5.49377480,1.08780879,0.06925436,4.84726512,0.00000000
-5.28564282,10.86699453,2.93823932,5.50084324,1.05933703,0.06896899,4.86969775,0.00000000
-5.27963982,10.85077267,2.93011308,5.49311115,1.03093257,0.06865878,4.87256511,0.00000000
-5.27363682,10.80365868,2.91417768,5.47031624,1.00253679,0.06830804,4.85614910,0.00000000
-5.26763382,10.72597002,2.89055641,5.43256683,0.97411681,0.06790158,4.82118936,0.00000000
-5.26163082,10.61879502,2.85956623,5.38034640,0.94566868,0.06742544,4.76886849,0.00000000
-5.25562781,10.48397621,2.82171658,5.31450559,0.91721925,0.06686752,4.70078248,0.00000000
-5.24962481,10.32406745,2.77770116,5.23624161,0.88882657,0.06621817,4.61889745,0.00000000
-5.24362181,10.14226636,2.72838278,5.14706578,0.86057895,0.06547066,4.52549431,0.00000000
-5.23761881,9.94232427,2.67477177,5.04876037,0.83259248,0.06462155,4.42310354,0.00000000
-5.23161581,9.72843733,2.61799885,4.94332630,0.80500736,0.06367085,4.31443265,0.00000000
-5.22561281,9.50512307,2.55928353,4.83292376,0.77798302,0.06262214,4.20228919,0.00000000
-5.21960980,9.27708720,2.49989946,4.71980800,0.75169242,0.06148240,4.08950231,0.00000000
-5.21360680,9.04908637,2.44113813,4.60626300,0.72631573,0.06026177,3.97884599,0.00000000
-5.20760380,8.82579206,2.38427266,4.49453534,0.70203379,0.05897314,3.87296670,0.00000000
-5.20160080,8.61166126,2.33052310,4.38677116,0.67902160,0.05763163,3.77431811,0.00000000
-5.19559780,8.41081863,2.28102457,4.28495847,0.65744229,0.05625400,3.68510502,0.00000000
-5.18959480,8.22695459,2.23679968,4.19087692,0.63744172,0.05485793,3.60723804,0.00000000
-5.18359180,8.06324259,2.19873586,4.10605696,0.61914412,0.05346137,3.54230005,0.00000000
-5.17758879,7.92227788,2.16756826,4.03174946,0.60264883,0.05208185,3.49152495,0.00000000
-5.17158579,7.80603893,2.14386850,3.96890680,0.58802825,0.05073585,3.45578829,0.00000000
-5.16558279,7.71587152,2.12803905,3.91817538,0.57532716,0.04943822,3.43560918,0.00000000
-5.15957979,7.65249440,2.12031280,3.87989946,0.56456310,0.04820172,3.43116210,0.00000000
-5.15357679,7.61602427,2.12075719,3.85413518,0.55572787,0.04703670,3.44229706,0.00000000
-5.14757379,7.60601733,2.12928189,3.84067363,0.54878989,0.04595084,3.46856614,0.00000000
-5.14157079,7.62152372,2.14564918,3.83907110,0.54369710,0.04494906,3.50925453,0.00000000
-5.13556778,7.66115096,2.16948598,3.84868450,0.54038019,0.04403359,3.56341404,0.00000000
-5.12956478,7.72313255,2.20029654,3.86870977,0.53875586,0.04320402,3.62989728,0.00000000
-5.12356178,7.80539763,2.23747524,3.89822114,0.53872986,0.04245763,3.70739102,0.00000000
-5.11755878,7.90563855,2.28031872,3.93620896,0.54019953,0.04178963,3.79444745,0.00000000
-5.11155578,8.02137328,2.32803712,3.98161440,0.54305573,0.04119355,3.88951254,0.00000000
-5.10555278,8.15000063,2.37976442,4.03335925,0.54718412,0.04066162,3.99095110,0.00000000
-5.09954977,8.28884691,2.43456795,4.09036985,0.55246562,0.04018519,4.09706852,0.00000000
-5.09354677,8.43520354,2.49145744,4.15159434,0.55877625,0.03975512,4.20612945,0.00000000
-5.08754377,8.58635594,2.54939424,4.21601315,0.56598639,0.03936211,4.31637408,0.00000000
-5.08154077,8.73960476,2.60730109,4.28264297,0.57395971,0.03899706,4.42603276,0.00000000
-5.07553777,8.89228093,2.66407316,4.35053509,0.58255195,0.03865136,4.53333992,0.00000000
-5.06953477,9.04175678,2.71859077,4.41876934,0.59160982,0.03831707,4.63654804,0.00000000
-5.06353177,9.18545525,2.76973420,4.48644504,0.60097034,0.03798713,4.73394272,0.00000000
-5.05752876,9.32085971,2.81640068,4.55267087,0.61046069,0.03765548,4.82385921,0.00000000
-5.05152576,9.44552630,2.85752354,4.61655536,0.61989901,0.03731711,4.90470106,0.00000000
-5.04552276,9.55710069,2.89209318,4.67719978,0.62909604,0.03696817,4.97496096,0.00000000
-5.03951976,9.65334051,2.91917927,4.73369511,0.63785788,0.03660593,5.03324357,0.00000000
-5.03351676,9.73214404,2.93795348,4.78512411,0.64598976,0.03622878,5.07829008,0.00000000
-5.02751376,9.79158517,2.94771178,4.83056961,0.65330070,0.03583625,5.10900365,0.00000000
-5.02151076,9.82995381,2.94789529,4.86912903,0.65960899,0.03542893,5.12447495,0.00000000
-5.01550775,9.84580035,2.93810852,4.89993516,0.66474821,0.03500846,5.12400668,0.00000000
-5.00950475,9.83798199,2.91813420,4.92218224,0.66857344,0.03457748,5.10713580,0.00000000
-5.00350175,9.80570832,2.88794350,4.93515601,0.67096735,0.03413955,5.07365234,0.00000000
-4.99749875,9.74858334,2.84770109,4.93826604,0.67184586,0.03369909,5.02361355,0.00000000
-4.99149575,9.66664054,2.79776441,4.93107811,0.67116290,0.03326129,4.95735216,0.00000000
-4.98549275,9.56036814,2.73867688,4.91334430,0.66891401,0.03283198,4.87547799,0.00000000
-4.97948974,9.43072161,2.67115507,4.88502841,0.66513840,0.03241748,4.77887211,0.00000000
-4.97348674,9.27912109,2.59607018,4.84632441,0.65991939,0.03202443,4.66867309,0.00000000
-4.96748374,9.10743215,2.51442430,4.79766599,0.65338283,0.03165955,4.54625535,0.00000000
-4.96148074,8.91792887,2.42732229,4.73972568,0.64569369,0.03132943,4.41319977,0.00000000
-4.95547774,8.71323968,2.33594036,4.67340267,0.63705074,0.03104020,4.27125723,0.00000000
-4.94947474,8.49627690,2.24149255,4.59979918,0.62767954,0.03079725,4.12230610,0.00000000
-4.94347174,8.27015227,2.14519631,4.52018576,0.61782390,0.03060493,3.96830494,0.00000000
-4.93746873,8.03808166,2.04823855,4.43595721,0.60773628,0.03046623,3.81124205,0.00000000
-4.93146573,7.80328296,1.95174364,4.34858065,0.59766753,0.03038250,3.65308367,0.00000000
-4.92546273,7.56887158,1.85674426,4.25953880,0.58785637,0.03035322,3.49572288,0.00000000
-4.91945973,7.33775880,1.76415651,4.17027119,0.57851925,0.03037581,3.34093109,0.00000000
-4.91345673,7.11255774,1.67476000,4.08211668,0.56984099,0.03044553,3.19031429,0.00000000
-4.90745373,6.89550187,1.58918365,3.99626060,0.56196677,0.03055545,3.04527562,0.00000000
-4.90145073,6.68838026,1.50789761,3.91368951,0.55499581,0.03069659,2.90698608,0.00000000
-4.89544772,6.49249304,1.43121138,3.83515632,0.54897718,0.03085803,2.77636432,0.00000000
-4.88944472,6.30862927,1.35927800,3.76115782,0.54390793,0.03102732,2.65406651,0.00000000
-4.88344172,6.13706852,1.29210400,3.69192577,0.53973356,0.03119079,2.54048640,0.00000000
-4.87743872,5.97760576,1.22956422,3.62743228,0.53635105,0.03133407,2.43576543,0.00000000
-4.87143572,5.82959805,1.17142079,3.56740877,0.53361405,0.03144267,2.33981216,0.00000000
-4.86543272,5.69203030,1.11734523,3.51137739,0.53134010,0.03150249,2.25232975,0.00000000
-4.85942971,5.56359602,1.06694237,3.45869265,0.52931954,0.03150053,2.17284997,0.00000000
-4.85342671,5.44278846,1.01977513,3.40859077,0.52732542,0.03142537,2.10077177,0.00000000
-4.84742371,5.32799673,0.97538876,3.36024339,0.52512425,0.03126774,2.03540228,0.00000000
-4.84142071,5.21760154,0.93333356,3.31281229,0.52248660,0.03102097,1.97599810,0.00000000
-4.83541771,5.11006498,0.89318516,3.26550186,0.51919738,0.03068132,1.92180463,0.00000000
-4.82941471,5.00400977,0.85456143,3.21760593,0.51506510,0.03024818,1.87209156,0.00000000
-4.82341171,4.89828354,0.81713555,3.16854640,0.50992960,0.02972414,1.82618287,0.00000000
-4.81740870,4.79200541,0.78064497,3.11790150,0.50366811,0.02911492,1.78347997,0.00000000
-4.81140570,4.68459271,0.74489594,3.06542219,0.49619918,0.02842913,1.74347720,0.00000000
-4.80540270,4.57576742,0.70976401,3.01103634,0.48748454,0.02767794,1.70576946,0.00000000
-4.79939970,4.46554306,0.67519072,2.95484072,0.47752874,0.02687457,1.67005199,0.00000000
-4.79339670,4.35419370,0.64117703,2.89708196,0.46637681,0.02603372,1.63611304,0.00000000
-4.78739370,4.24220836,0.60777418,2.83812827,0.45411016,0.02517098,1.60382054,0.00000000
-4.78139070,4.13023420,0.57507276,2.77843408,0.44084099,0.02430213,1.57310407,0.00000000
-4.77538769,4.01901305,0.54319081,2.71850037,0.42670570,0.02344251,1.54393384,0.00000000
-4.76938469,3.90931567,0.51226167,2.65883360,0.41185762,0.02260636,1.51629837,0.00000000
-4.76338169,3.80187822,0.48242245,2.59990601,0.39645961,0.02180634,1.49018265,0.00000000
-4.75737869,3.69734510,0.45380366,2.54212000,0.38067690,0.02105300,1.46554846,0.00000000
-4.75137569,3.59622170,0.42652050,2.48577898,0.36467057,0.02035448,1.44231814,0.00000000
-4.74537269,3.49883973,0.40066643,2.43106634,0.34859193,0.01971629,1.42036310,0.00000000
-4.73936968,3.40533715,0.37630885,2.37803393,0.33257818,0.01914124,1.39949774,0.00000000
-4.73336668,3.31565335,0.35348741,2.32660046,0.31674933,0.01862948,1.37947918,0.00000000
-4.72736368,3.22953957,0.33221450,2.27655984,0.30120664,0.01817871,1.36001283,0.00000000
-4.72136068,3.14658343,0.31247807,2.22759861,0.28603235,0.01778448,1.34076339,0.00000000
-4.71535768,3.06624573,0.29424621,2.17932127,0.27129078,0.01744057,1.32137057,0.00000000
-4.70935468,2.98790696,0.27747347,2.13128180,0.25703051,0.01713951,1.30146849,0.00000000
-4.70335168,2.91092055,0.26210814,2.08301925,0.24328761,0.01687306,1.28070768,0.00000000
-4.69734867,2.83466961,0.24810051,2.03409525,0.23008937,0.01663277,1.25877820,0.00000000
-4.69134567,2.75862385,0.23541138,1.98413114,0.21745865,0.01641050,1.23543272,0.00000000
-4.68534267,2.68239358,0.22402061,1.93284267,0.20541832,0.01619896,1.21050813,0.00000000
-4.67933967,2.60577791,0.21393539,1.88007022,0.19399569,0.01599210,1.18394454,0.00000000
-4.67333667,2.52880481,0.20519785,1.82580312,0.18322663,0.01578553,1.15580070,0.00000000
-4.66733367,2.45176118,0.19789189,1.77019666,0.17315940,0.01557676,1.12626511,0.00000000
-4.66133067,2.37521173,0.19214895,1.71358129,0.16385774,0.01536544,1.09566212,0.00000000
-4.65532766,2.30000598,0.18815259,1.65646357,0.15540344,0.01515337,1.06445304,0.00000000
-4.64932466,2.22727346,0.18614181,1.59951905,0.14789811,0.01494452,1.03323194,0.00000000
-4.64332166,2.15840755,0.18641290,1.54357762,0.14146419,0.01474490,1.00271669,0.00000000
-4.63731866,2.09503884,0.18931976,1.48960235,0.13624515,0.01456236,0.97373530,0.00000000
-4.63131566,2.03899948,0.19527264,1.43866283,0.13240495,0.01440630,0.94720845,0.00000000
-4.62531266,1.99227986,0.20473508,1.39190441,0.13012664,0.01428733,0.92412870,0.00000000
-4.61930965,1.95697941,0.21821902,1.35051485,0.12961021,0.01421689,0.90553709,0.00000000
-4.61330665,1.93525318,0.23627788,1.31568976,0.13106966,0.01420689,0.89249811,0.00000000
-4.60730365,1.92925587,0.25949757,1.28859827,0.13472927,0.01426925,0.88607349,0.00000000
-4.60130065,1.94108490,0.28848529,1.27035017,0.14081916,0.01441558,0.88729573,0.00000000
-4.59529765,1.97272397,0.32385608,1.26196574,0.14957008,0.01465675,0.89714193,0.00000000
-4.58929465,2.02598839,0.36621721,1.26434895,0.16120752,0.01500264,0.91650855,0.00000000
-4.58329165,2.10247331,0.41615043,1.27826500,0.17594518,0.01546185,0.94618744,0.00000000
-4.57728864,2.20350592,0.47419229,1.30432242,0.19397788,0.01604145,0.98684393,0.00000000
-4.57128564,2.33010255,0.54081301,1.34296013,0.21547404,0.01674690,1.03899697,0.00000000
-4.56528264,2.48293143,0.61639425,1.39443953,0.24056796,0.01758191,1.10300209,0.00000000
-4.55927964,2.66228202,0.70120649,1.45884140,0.26935195,0.01854840,1.17903723,0.00000000
-4.55327664,2.86804165,0.79538668,1.53606748,0.30186882,0.01964656,1.26709189,0.00000000
-4.54727364,3.09968009,0.89891720,1.62584636,0.33810475,0.02087485,1.36695996,0.00000000
-4.54127064,3.35624289,1.01160692,1.72774321,0.37798306,0.02223015,1.47823637,0.00000000
-4.53526763,3.63635383,1.13307552,1.84117281,0.42135920,0.02370786,1.60031795,0.00000000
-4.52926463,3.93822720,1.26274194,1.96541541,0.46801712,0.02530205,1.73240854,0.00000000
-4.52326163,4.25968973,1.39981800,2.09963468,0.51766761,0.02700563,1.87352853,0.00000000
-4.51725863,4.59821250,1.54330797,2.24289715,0.56994868,0.02881052,2.02252877,0.00000000
-4.51125563,4.95095216,1.69201476,2.39419250,0.62442819,0.03070781,2.17810861,0.00000000
-4.50525263,5.31480077,1.84455302,2.55245391,0.68060901,0.03268793,2.33883792,0.00000000
-4.49924962,5.68644308,1.99936948,2.71657773,0.73793649,0.03474080,2.50318232,0.00000000
-4.49324662,6.06241961,2.15477010,2.88544184,0.79580834,0.03685593,2.66953123,0.00000000
-4.48724362,6.43919373,2.30895364,3.05792198,0.85358660,0.03902259,2.83622771,0.00000000
-4.48124062,6.81322016,2.46005079,3.23290527,0.91061132,0.04122984,3.00159930,0.00000000
-4.47523762,7.18101289,2.60616757,3.40930067,0.96621565,0.04346662,3.16398877,0.00000000
-4.46923462,7.53920958,2.74543181,3.58604575,1.01974163,0.04572175,3.32178379,0.00000000
-4.46323162,7.88463042,2.87604079,3.76210959,1.07055615,0.04798398,3.47344460,0.00000000
-4.45722861,8.21432898,2.99630858,3.93649202,1.11806652,0.05024193,3.61752869,0.00000000
-4.45122561,8.52563354,3.10471112,4.10821920,1.16173481,0.05248402,3.75271190,0.00000000
-4.44522261,8.81617754,3.19992734,4.27633622,1.20109061,0.05469844,3.87780542,0.00000000
-4.43921961,9.08391869,3.28087483,4.43989750,1.23574146,0.05687304,3.99176839,0.00000000
-4.43321661,9.32714676,3.34673861,4.59795597,1.26538066,0.05899524,4.09371623,0.00000000
-4.42721361,9.54448093,3.39699196,4.74955230,1.28979218,0.06105193,4.18292485,0.00000000
-4.42121061,9.73485812,3.43140862,4.89370539,1.30885242,0.06302942,4.25883139,0.00000000
-4.41520760,9.89751427,3.45006601,5.02940579,1.32252899,0.06491341,4.32103193,0.00000000
-4.40920460,10.03196098,3.45333948,5.15561296,1.33087654,0.06668897,4.36927722,0.00000000
-4.40320160,10.13795994,3.44188803,5.27125785,1.33403017,0.06834062,4.40346699,0.00000000
-4.39719860,10.21549779,3.41663216,5.37525150,1.33219661,0.06985243,4.42364379,0.00000000
-4.39119560,10.26476360,3.37872505,5.46650016,1.32564397,0.07120829,4.42998684,0.00000000
-4.38519260,10.28613078,3.32951793,5.54392702,1.31469045,0.07239211,4.42280656,0.00000000
-4.37918959,10.28014478,3.27052147,5.60650012,1.29969279,0.07338824,4.40253968,0.00000000
-4.37318659,10.24751706,3.20336414,5.65326546,1.28103489,0.07418184,4.36974531,0.00000000
-4.36718359,10.18912506,3.12974939,5.68338386,1.25911727,0.07475940,4.32510135,0.00000000
-4.36118059,10.10601738,3.05141269,5.69616993,1.23434762,0.07510924,4.26940096,0.00000000
-4.35517759,9.99942244,2.97007983,5.69113084,1.20713298,0.07522202,4.20354830,0.00000000
-4.34917459,9.87075867,2.88742766,5.66800265,1.17787354,0.07509128,4.12855296,0.00000000
-4.34317159,9.72164371,2.80504803,5.62678193,1.14695811,0.07471389,4.04552212,0.00000000
-4.33716858,9.55390017,2.72441575,5.56775046,1.11476134,0.07409049,3.95564990,0.00000000
-4.33116558,9.36955568,2.64686132,5.49149102,1.08164230,0.07322574,3.86020329,0.00000000
-4.32516258,9.17083509,2.57354851,5.39889293,1.04794428,0.07212857,3.76050442,0.00000000
-4.31915958,8.96014350,2.50545740,5.29114630,1.01399538,0.07081219,3.65790913,0.00000000
-4.31315658,8.74003923,2.44337273,5.16972469,0.98010960,0.06929404,3.55378211,0.00000000
-4.30715358,8.51319687,2.38787766,5.03635650,0.94658797,0.06759548,3.44946929,0.00000000
