energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-5.87993997,0.04999544,0.00049110,0.00215733,0.00953259,0.01028428,0.02955537,0.00000000,0.00733049,0.00413674
-5.87393697,0.06082721,0.00057171,0.00266731,0.01113317,0.01294153,0.03582227,0.00000000,0.00872990,0.00509952
-5.86793397,0.07497004,0.00067990,0.00334096,0.01337279,0.01629526,0.04400547,0.00000000,0.01060888,0.00636728
-5.86193097,0.09291798,0.00081803,0.00420788,0.01632665,0.02046998,0.05437881,0.00000000,0.01302966,0.00799346
-5.85592796,0.11525318,0.00098897,0.00530361,0.02008863,0.02560805,0.06726441,0.00000000,0.01606734,0.01004208
-5.84992496,0.14264363,0.00119595,0.00666996,0.02477069,0.03186954,0.08303061,0.00000000,0.01980938,0.01258822
-5.84392196,0.17583864,0.00144250,0.00835522,0.03050181,0.03943141,0.10208852,0.00000000,0.02435475,0.01571833
-5.83791896,0.21566134,0.00173231,0.01041426,0.03742647,0.04848597,0.12488695,0.00000000,0.02981278,0.01953030
-5.83191596,0.26299783,0.00206908,0.01290847,0.04570258,0.05923847,0.15190538,0.00000000,0.03630145,0.02413325
-5.82591296,0.31878254,0.00245634,0.01590546,0.05549873,0.07190376,0.18364481,0.00000000,0.04394532,0.02964689
-5.81990995,0.38397936,0.00289731,0.01947854,0.06699071,0.08670188,0.22061633,0.00000000,0.05287280,0.03620053
-5.81390695,0.45955837,0.00339467,0.02370587,0.08035724,0.10385249,0.26332730,0.00000000,0.06321290,0.04393148
-5.80790395,0.54646821,0.00395040,0.02866925,0.09577489,0.12356837,0.31226528,0.00000000,0.07509144,0.05298290
-5.80190095,0.64560420,0.00456553,0.03445257,0.11341222,0.14604773,0.36787986,0.00000000,0.08862669,0.06350100
-5.79589795,0.75777280,0.00523999,0.04113984,0.13342323,0.17146574,0.43056271,0.00000000,0.10392452,0.07563158
-5.78989495,0.88365317,0.00597242,0.04881285,0.15594024,0.19996532,0.50062642,0.00000000,0.12107329,0.08951597
-5.78389195,1.02375674,0.00676001,0.05754843,0.18106637,0.23164753,0.57828269,0.00000000,0.14013846,0.10528628
-5.77788894,1.17838642,0.00759836,0.06741535,0.20886791,0.26656193,0.66362082,0.00000000,0.16115716,0.12306015
-5.77188594,1.34759682,0.00848145,0.07847105,0.23936683,0.30469718,0.75658734,0.00000000,0.18413306,0.14293505
-5.76588294,1.53115739,0.00940157,0.09075807,0.27253381,0.34597259,0.85696775,0.00000000,0.20903159,0.16498238
-5.75987994,1.72852047,0.01034939,0.10430049,0.30828213,0.39023085,0.96437163,0.00000000,0.23577592,0.18924144
-5.75387694,1.93879616,0.01131403,0.11910051,0.34646278,0.43723256,1.07822192,0.00000000,0.26424391,0.21571363
-5.74787394,2.16073607,0.01228325,0.13513516,0.38686121,0.48665309,1.19774963,0.00000000,0.29426631,0.24435713
-5.74187094,2.39272751,0.01324365,0.15235359,0.42919606,0.53808199,1.32199452,0.00000000,0.32562644,0.27508233
-5.73586793,2.63279984,0.01418099,0.17067492,0.47312000,0.59102553,1.44981265,0.00000000,0.35806152,0.30774830
-5.72986493,2.87864389,0.01508054,0.18998691,0.51822323,0.64491240,1.57989108,0.00000000,0.39126591,0.34216078
-5.72386193,3.12764497,0.01592744,0.21014568,0.56403930,0.69910274,1.71076973,0.00000000,0.42489617,0.37807171
-5.71785893,3.37692961,0.01670715,0.23097659,0.61005369,0.75290039,1.84087026,0.00000000,0.45857807,0.41518078
-5.71185593,3.62342518,0.01740585,0.25227630,0.65571471,0.80556819,1.96853127,0.00000000,0.49191541,0.45313906
-5.70585293,3.86393123,0.01801093,0.27381633,0.70044666,0.85634588,2.09204889,0.00000000,0.52450051,0.49155491
-5.69984992,4.09520041,0.01851134,0.29534791,0.74366483,0.90446991,2.20972142,0.00000000,0.55592608,0.53000210
-5.69384692,4.31402662,0.01889800,0.31660813,0.78479185,0.94919474,2.31989663,0.00000000,0.58579813,0.56803018
-5.68784392,4.51733729,0.01916414,0.33732741,0.82327482,0.98981454,2.42101973,0.00000000,0.61374953,0.60517681
-5.68184092,4.70228633,0.01930549,0.35723785,0.85860271,1.02568454,2.51168034,0.00000000,0.63945377,0.64098177
-5.67583792,4.86634444,0.01932056,0.37608249,0.89032320,1.05624113,2.59065652,0.00000000,0.66263835,0.67500236
-5.66983492,5.00738296,0.01921063,0.39362495,0.91805841,1.08101980,2.65695401,0.00000000,0.68309732,0.70682942
-5.66383192,5.12374792,0.01897984,0.40965912,0.94151891,1.09967008,2.70983915,0.00000000,0.70070253,0.73610371
-5.65782891,5.21432125,0.01863508,0.42401866,0.96051526,1.11196693,2.74886401,0.00000000,0.71541293,0.76253170
-5.65182591,5.27856645,0.01818584,0.43658562,0.97496690,1.11781791,2.77388273,0.00000000,0.72728163,0.78590026
-5.64582291,5.31655670,0.01764401,0.44729795,0.98490772,1.11726589,2.78505846,0.00000000,0.73646025,0.80608945
-5.63981991,5.32898413,0.01702355,0.45615543,0.99048824,1.11048716,2.78286063,0.00000000,0.74320034,0.82308288
-5.63381691,5.31714966,0.01634021,0.46322360,0.99197431,1.09778500,2.76805263,0.00000000,0.74785156,0.83697480
-5.62781391,5.28293358,0.01561114,0.46863550,0.98974218,1.07957913,2.74167059,0.00000000,0.75085664,0.84797367
-5.62181091,5.22874782,0.01485456,0.47259085,0.98427029,1.05639134,2.70499404,0.00000000,0.75274293,0.85640160
-5.61580790,5.15747150,0.01408934,0.47535265,0.97612793,1.02882814,2.65950969,0.00000000,0.75411090,0.86268949
-5.60980490,5.07237188,0.01333467,0.47724107,0.96596107,0.99756112,2.60686964,0.00000000,0.75561952,0.86736779
-5.60380190,4.97701349,0.01260973,0.47862484,0.95447594,0.96330576,2.54884568,0.00000000,0.75796904,0.87105295
-5.59779890,4.87515823,0.01193336,0.47991017,0.94242067,0.92679984,2.48728103,0.00000000,0.76188146,0.87442980
-5.59179590,4.77065982,0.01132383,0.48152767,0.93056560,0.88878196,2.42404134,0.00000000,0.76807916,0.87823035
-5.58579290,4.66735572,0.01079855,0.48391755,0.91968270,0.84997124,2.36096611,0.00000000,0.77726238,0.88320964
-5.57978989,4.56895996,0.01037390,0.48751370,0.91052468,0.81104881,2.29982220,0.00000000,0.79008598,0.89011937
-5.57378689,4.47895987,0.01006503,0.49272718,0.90380432,0.77264158,2.24226030,0.00000000,0.80713640,0.89968027
-5.56778389,4.40051981,0.00988574,0.49992970,0.90017438,0.73530888,2.18977563,0.00000000,0.82890931,0.91255420
-5.56178089,4.33639441,0.00984827,0.50943793,0.90020874,0.69953216,2.14367346,0.00000000,0.85578887,0.92931709
-5.55577789,4.28885393,0.00996319,0.52149900,0.90438513,0.66570795,2.10504027,0.00000000,0.88802928,0.95043380
-5.54977489,4.25962355,0.01023927,0.53627820,0.91306989,0.63414397,2.07472083,0.00000000,0.92573935,0.97623593
-5.54377189,4.24983842,0.01068325,0.55384911,0.92650522,0.60505845,2.05330176,0.00000000,0.96887074,1.00690377
-5.53776888,4.26001548,0.01129976,0.57418690,0.94479929,0.57858220,2.04110153,0.00000000,1.01721061,1.04245308
-5.53176588,4.29004322,0.01209106,0.59716509,0.96791956,0.55476323,2.03816713,0.00000000,1.07037900,1.08272758
-5.52576288,4.33918932,0.01305686,0.62255609,0.99568960,0.53357359,2.04427737,0.00000000,1.12783147,1.12739765
-5.51975988,4.40612642,0.01419414,0.65003556,1.02778971,0.51491781,2.05895258,0.00000000,1.18886702,1.17596555
-5.51375688,4.48897519,0.01549694,0.67919061,1.06376148,0.49864273,2.08147064,0.00000000,1.25264161,1.22777717
-5.50775388,4.58536371,0.01695623,0.70953166,1.10301640,0.48454803,2.11088894,0.00000000,1.31818672,1.28204010
-5.50175088,4.69250146,0.01855972,0.74050740,1.14484839,0.47239735,2.14607176,0.00000000,1.38443282,1.33784739
-5.49574787,4.80726601,0.02029188,0.77152258,1.18845023,0.46192926,2.18572265,0.00000000,1.45023709,1.39420636
-5.48974487,4.92629961,0.02213386,0.80195775,1.23293351,0.45286813,2.22842098,0.00000000,1.51441447,1.45007121
-5.48374187,5.04611299,0.02406367,0.83119022,1.27735159,0.44493423,2.27266200,0.00000000,1.57577112,1.50437822
-5.47773887,5.16319293,0.02605636,0.85861542,1.32072521,0.43785318,2.31689922,0.00000000,1.63313916,1.55608219
-5.47173587,5.27411024,0.02808434,0.88366771,1.36206972,0.43136429,2.35958829,0.00000000,1.68541145,1.60419234
-5.46573287,5.37562457,0.03011787,0.90583975,1.40042340,0.42522786,2.39923111,0.00000000,1.73157509,1.64780646
-5.45972986,5.46478239,0.03212560,0.92469960,1.43487577,0.41923131,2.43441886,0.00000000,1.77074235,1.68614145
-5.45372686,5.53900495,0.03407526,0.93990475,1.46459507,0.41319403,2.46387294,0.00000000,1.80217796,1.71855914
-5.44772386,5.59616319,0.03593443,0.95121257,1.48885377,0.40697110,2.48648231,0.00000000,1.82532155,1.74458612
-5.44172086,5.63463684,0.03767143,0.95848653,1.50705146,0.40045581,2.50133624,0.00000000,1.83980442,1.76392672
-5.43571786,5.65335603,0.03925613,0.96169820,1.51873396,0.39358105,2.50775139,0.00000000,1.84546006,1.77646861
-5.42971486,5.65182388,0.04066090,0.96092475,1.52360816,0.38631968,2.50529219,0.00000000,1.84232794,1.78228075
-5.42371186,5.63011964,0.04186147,0.95634227,1.52155189,0.37868391,2.49378401,0.00000000,1.83065052,1.78160399
-5.41770885,5.58888252,0.04283768,0.94821520,1.51261848,0.37072381,2.47331842,0.00000000,1.81086370,1.77483476
-5.41170585,5.52927732,0.04357417,0.93688254,1.49703578,0.36252492,2.44425050,0.00000000,1.78358118,1.76250275
-5.40570285,5.45294338,0.04406094,0.92274143,1.47519975,0.35420523,2.40718814,0.00000000,1.74957337,1.74524387
-5.39969985,5.36192933,0.04429370,0.90622903,1.44766273,0.34591140,2.36297369,0.00000000,1.70974189,1.72376973
-5.39369685,5.25861632,0.04427405,0.88780359,1.41511701,0.33781435,2.31265851,0.00000000,1.66509069,1.69883525
-5.38769385,5.14563313,0.04400943,0.86792555,1.37837411,0.33010437,2.25747134,0.00000000,1.61669499,1.67120608
-5.38169085,5.02576634,0.04351290,0.84703970,1.33834075,0.32298572,2.19878141,0.00000000,1.56566925,1.64162727
-5.37568784,4.90186920,0.04280271,0.82555901,1.29599219,0.31667078,2.13805756,0.00000000,1.51313541,1.61079474
-5.36968484,4.77677254,0.04190169,0.80385105,1.25234409,0.31137402,2.07682471,0.00000000,1.46019252,1.57933078
-5.36368184,4.65320072,0.04083642,0.78222733,1.20842374,0.30730562,2.01661914,0.00000000,1.40788874,1.54776459
-5.35767884,4.53369544,0.03963642,0.76093595,1.16524158,0.30466512,1.95894383,0.00000000,1.35719652,1.51651848
-5.35167584,4.42054965,0.03833313,0.74015789,1.12376414,0.30363510,1.90522549,0.00000000,1.30899173,1.48590030
-5.34567284,4.31575311,0.03695887,0.72000662,1.08488895,0.30437502,1.85677444,0.00000000,1.26403692,1.45610179
-5.33966983,4.22095090,0.03554586,0.70053108,1.04942227,0.30701549,1.81474851,0.00000000,1.22296918,1.42720295
-5.33366683,4.13741518,0.03412523,0.68172155,1.01806026,0.31165308,1.78012204,0.00000000,1.18629242,1.39918146
-5.32766383,4.06603032,0.03272610,0.66351793,0.99137377,0.31834579,1.75366085,0.00000000,1.15437396,1.37192658
-5.32166083,4.00729073,0.03137484,0.64581983,0.96979730,0.32710951,1.73590357,0.00000000,1.12744515,1.34525645
-5.31565783,3.96131043,0.03009434,0.62849791,0.95362198,0.33791537,1.72714992,0.00000000,1.10560541,1.31893766
-5.30965483,3.92784321,0.02890360,0.61140580,0.94299272,0.35068837,1.72745602,0.00000000,1.08882941,1.29270589
-5.30365183,3.90631155,0.02781730,0.59439188,0.93790927,0.36530719,1.73663654,0.00000000,1.07697655,1.26628669
-5.29764882,3.89584300,0.02684573,0.57731051,0.93823095,0.38160534,1.75427368,0.00000000,1.06980234,1.23941520
-5.29164582,3.89531205,0.02599466,0.56003216,0.94368472,0.39937366,1.77973219,0.00000000,1.06697116,1.21185400
-5.28564282,3.90338605,0.02526560,0.54245203,0.95387623,0.41836412,1.81218010,0.00000000,1.06806969,1.18340843
-5.27963982,3.91857345,0.02465595,0.52449692,0.96830329,0.43829486,1.85061428,0.00000000,1.07262087,1.15393895
-5.27363682,3.93927326,0.02415948,0.50613028,0.98637140,0.45885636,1.89389000,0.00000000,1.08009785,1.12337005
-5.26763382,3.96382419,0.02376673,0.48735521,1.00741090,0.47971864,1.94075367,0.00000000,1.08993770,1.09169592
-5.26163082,3.99055275,0.02346557,0.46821571,1.03069514,0.50053918,1.98987769,0.00000000,1.10155480,1.05898281
-5.25562781,4.01781924,0.02324176,0.44879606,1.05545939,0.52097148,2.03989656,0.00000000,1.11435367,1.02536836
-5.24962481,4.04406101,0.02307956,0.42921873,1.08092006,0.54067390,2.08944325,0.00000000,1.12774122,0.99105825
-5.24362181,4.06783230,0.02296231,0.40964089,1.10629366,0.55931861,2.13718494,0.00000000,1.14113835,0.95632071
-5.23761881,4.08784014,0.02287300,0.39024994,1.13081544,0.57660030,2.18185715,0.00000000,1.15399091,0.92147913
-5.23161581,4.10297573,0.02279479,0.37125806,1.15375696,0.59224441,2.22229556,0.00000000,1.16577985,0.88690341
-5.22561281,4.11234083,0.02271153,0.35289634,1.17444272,0.60601468,2.25746457,0.00000000,1.17603071,0.85300034
-5.21960980,4.11526847,0.02260815,0.33540833,1.19226500,0.61771963,2.28648206,0.00000000,1.18432201,0.82020333
-5.21360680,4.11133763,0.02247105,0.31904352,1.20669708,0.62721787,2.30863961,0.00000000,1.19029273,0.78896188
-5.20760380,4.10038113,0.02228840,0.30405062,1.21730419,0.63442193,2.32341758,0.00000000,1.19364850,0.75973078
-5.20160080,4.08248628,0.02205037,0.29067097,1.22375203,0.63930054,2.33049482,0.00000000,1.19416632,0.73295940
-5.19559780,4.05798788,0.02174926,0.27913194,1.22581269,0.64187914,2.32975248,0.00000000,1.19169765,0.70908088
-5.18959480,4.02745330,0.02137964,0.26964072,1.22336759,0.64223861,2.32127176,0.00000000,1.18616967,0.68850158
-5.18359180,3.99165940,0.02093832,0.26237813,1.21640748,0.64051219,2.30532574,0.00000000,1.17758450,0.67159051
-5.17758879,3.95156177,0.02042438,0.25749306,1.20502923,0.63688058,2.28236521,0.00000000,1.16601633,0.65866908
-5.17158579,3.90825649,0.01983900,0.25509711,1.18942966,0.63156536,2.25299904,0.00000000,1.15160646,0.65000111
-5.16558279,3.86293569,0.01918540,0.25526000,1.16989630,0.62482098,2.21796950,0.00000000,1.13455623,0.64578338
-5.15957979,3.81683787,0.01846858,0.25800561,1.14679558,0.61692541,2.17812336,0.00000000,1.11511826,0.64613693
-5.15357679,3.77119505,0.01769514,0.26330894,1.12055858,0.60816991,2.13437975,0.00000000,1.09358601,0.65109945
-5.14757379,3.72717852,0.01687302,0.27109417,1.09166500,0.59884818,2.08769584,0.00000000,1.07028243,0.66061918
-5.14157079,3.68584583,0.01601120,0.28123402,1.06062590,0.58924545,2.03903176,0.00000000,1.04554792,0.67455072
-5.13556778,3.64809146,0.01511950,0.29355058,1.02796573,0.57962781,1.98931607,0.00000000,1.01972843,0.69265332
-5.12956478,3.61460382,0.01420819,0.30781780,0.99420470,0.57023236,1.93941332,0.00000000,0.99316416,0.71459200
-5.12356178,3.58583127,0.01328784,0.32376585,0.95984184,0.56125862,1.89009508,0.00000000,0.96617962,0.73994206
-5.11755878,3.56195942,0.01236896,0.34108728,0.92533986,0.55286162,1.84201590,0.00000000,0.93907558,0.76819718
-5.11155578,3.54290159,0.01146188,0.35944516,0.89111219,0.54514711,1.79569528,0.00000000,0.91212341,0.79878148
-5.10555278,3.52830407,0.01057650,0.37848301,0.85751298,0.53816912,1.75150671,0.00000000,0.88556232,0.83106538
-5.09954977,3.51756667,0.00972217,0.39783638,0.82483037,0.53193011,1.70967434,0.00000000,0.85959956,0.86438532
-5.09354677,3.50987859,0.00890761,0.41714592,0.79328338,0.52638385,1.67027771,0.00000000,0.83441382,0.89806687
-5.08754377,3.50426896,0.00814086,0.43607133,0.76302255,0.52144093,1.63326438,0.00000000,0.81016156,0.93145063
-5.08154077,3.49967002,0.00742925,0.45430599,0.73413413,0.51697675,1.59847000,0.00000000,0.78698614,0.96392019
-5.07553777,3.49499083,0.00677951,0.47159162,0.70664772,0.51284176,1.56564500,0.00000000,0.76502909,0.99493117
-5.06953477,3.48919822,0.00619781,0.48773226,0.68054675,0.50887342,1.53448676,0.00000000,0.74444288,1.02404009
-5.06353177,3.48140126,0.00568991,0.50260717,0.65578133,0.50490951,1.50467562,0.00000000,0.72540461,1.05093190
-5.05752876,3.47093539,0.00526131,0.51618183,0.63228269,0.50080212,1.47591322,0.00000000,0.70812946,1.07544483
-5.05152576,3.45744181,0.00491742,0.52851641,0.60997851,0.49643174,1.44796113,0.00000000,0.69288321,1.09759119
-5.04552276,3.44093814,0.00466373,0.53977131,0.58880815,0.49172070,1.42067808,0.00000000,0.67999285,1.11757287
-5.03951976,3.42187626,0.00450593,0.55020905,0.56873728,0.48664556,1.39405379,0.00000000,0.66985439,1.13579048
-5.03351676,3.40118410,0.00445011,0.56019235,0.54977079,0.48124751,1.36823773,0.00000000,0.66293711,1.15284510
-5.02751376,3.38028830,0.00450282,0.57017801,0.53196359,0.47564064,1.34356143,0.00000000,0.65978367,1.16953203
-5.02151076,3.36111589,0.00467110,0.58070653,0.51542864,0.47001733,1.32055288,0.00000000,0.66100556,1.18682615
-5.01550775,3.34607363,0.00496250,0.59238764,0.50034170,0.46465063,1.29994232,0.00000000,0.66727362,1.20585880
-5.00950475,3.33800471,0.00538498,0.60588190,0.48694273,0.45989333,1.28265873,0.00000000,0.67930361,1.22788650
-5.00350175,3.34012352,0.00594675,0.62187879,0.47553363,0.45617368,1.26981685,0.00000000,0.69783690,1.25425216
-4.99749875,3.35592988,0.00665605,0.64107197,0.46647244,0.45398772,1.26269484,0.00000000,0.72361685,1.28633980
-4.99149575,3.38910512,0.00752082,0.66413247,0.46016417,0.45388845,1.26270304,0.00000000,0.75736128,1.32552406
-4.98549275,3.44339300,0.00854832,0.69168052,0.45704847,0.45647193,1.27134466,0.00000000,0.79973200,1.37311620
-4.97948974,3.52246927,0.00974473,0.72425730,0.45758470,0.46236082,1.29016941,0.00000000,0.85130240,1.43030826
-4.97348674,3.62980388,0.01111462,0.76229744,0.46223473,0.47218564,1.32072129,0.00000000,0.91252420,1.49811768
-4.96748374,3.76852052,0.01266046,0.80610346,0.47144412,0.48656422,1.36448223,0.00000000,0.98369475,1.57733420
-4.96148074,3.94125817,0.01438210,0.85582331,0.48562236,0.50608007,1.42281300,0.00000000,1.06492619,1.66847145
-4.95547774,4.15003953,0.01627631,0.91143196,0.50512272,0.53125995,1.49689343,0.00000000,1.15611802,1.77172520
-4.94947474,4.39615106,0.01833630,0.97271801,0.53022249,0.56255159,1.58766379,0.00000000,1.25693434,1.88694016
-4.94347174,4.68003935,0.02055141,1.03927617,0.56110431,0.60030208,1.69576919,0.00000000,1.36678713,2.01358723
-4.93746873,5.00122800,0.02290683,1.11050616,0.59783924,0.64473768,1.82150932,0.00000000,1.48482685,2.15075244
-4.93146573,5.35825888,0.02538348,1.18561844,0.64037241,0.69594578,1.96479530,0.00000000,1.60994120,2.29713865
-4.92546273,5.74866098,0.02795806,1.26364690,0.68851165,0.75385977,2.12511580,0.00000000,1.74076280,2.45108052
-4.91945973,6.16894939,0.03060328,1.34346830,0.74191997,0.81824757,2.30151413,0.00000000,1.87568625,2.61057293
-4.91345673,6.61465611,0.03328817,1.42382809,0.80011220,0.88870437,2.49257806,0.00000000,2.01289446,2.77331217
-4.90745373,7.08039328,0.03597870,1.50337180,0.86245636,0.96465041,2.69644360,0.00000000,2.15039404,2.93674907
-4.90145073,7.55994865,0.03863850,1.58068104,0.92817988,1.04533409,2.91081383,0.00000000,2.28605878,3.09815243
-4.89544772,8.04641164,0.04122971,1.65431288,0.99638097,1.12984084,3.13299315,0.00000000,2.41768029,3.25468077
-4.88944472,8.53232750,0.04371397,1.72284122,1.06604491,1.21710796,3.35993701,0.00000000,2.54302406,3.40346008
-4.88344172,9.00987570,0.04605355,1.78489854,1.13606518,1.30594533,3.58831642,0.00000000,2.65988923,3.54166466
-4.87743872,9.47106765,0.04821245,1.83921653,1.20526886,1.39506165,3.81459584,0.00000000,2.76616983,3.66659840
-4.87143572,9.90795781,0.05015755,1.88466405,1.27244562,1.48309567,4.03512258,0.00000000,2.85991541,3.77577332
-4.86543272,10.31286167,0.05185968,1.92028090,1.33637957,1.56865167,4.24622505,0.00000000,2.93938864,3.86698261
-4.85942971,10.67857300,0.05329464,1.94530615,1.39588277,1.65033793,4.44431654,0.00000000,3.00311767,3.93836535
-4.85342671,10.99857291,0.05444406,1.95919997,1.44982937,1.72680696,4.62600099,0.00000000,3.04994114,3.98846056
-4.84742371,11.26722302,0.05529604,1.96165824,1.49718896,1.79679608,4.78817664,0.00000000,3.07904407,4.01624873
-4.84142071,11.47993522,0.05584570,1.95261936,1.53705798,1.85916650,4.92813346,0.00000000,3.08998316,4.02117922
-4.83541771,11.63331156,0.05609536,1.93226335,1.56868786,1.91293956,5.04364021,0.00000000,3.08270043,4.00318280
-4.82941471,11.72524825,0.05605455,1.90100328,1.59150859,1.95732827,5.13301729,0.00000000,3.05752481,3.96266905
-4.82341171,11.75499945,0.05573982,1.85946962,1.60514694,1.99176282,5.19519201,0.00000000,3.01516146,3.90050906
-4.81740870,11.72319798,0.05517422,1.80848842,1.60943821,2.01590877,5.22973362,0.00000000,2.95666948,3.81800420
-4.81140570,11.63183154,0.05438661,1.74905417,1.60443130,2.02967696,5.23686620,0.00000000,2.88342899,3.71684265
-4.80540270,11.48417520,0.05341085,1.68229873,1.59038649,2.03322463,5.21745859,0.00000000,2.79709880,3.59904543
-4.79939970,11.28468251,0.05228474,1.60945757,1.56776635,2.02694748,5.17299151,0.00000000,2.69956672,3.46690420
-4.79339670,11.03883951,0.05104897,1.53183461,1.53721990,2.01146299,5.10550307,0.00000000,2.59289427,3.32291342
-4.78739370,10.75298717,0.04974594,1.45076702,1.49956087,1.98758567,5.01751503,0.00000000,2.47925816,3.16969920
-4.78139070,10.43411967,0.04841859,1.36759127,1.45574090,1.95629544,4.91194290,0.00000000,2.36089078,3.00994761
-4.77538769,10.08966632,0.04710935,1.28361134,1.40681898,1.91870029,4.79199387,0.00000000,2.24002178,2.84633486
-4.76938469,9.72726593,0.04585906,1.20007018,1.35392839,1.87599530,4.66105702,0.00000000,2.11882293,2.68146145
-4.76338169,9.35454247,0.04470611,1.11812504,1.29824252,1.82941962,4.52259070,0.00000000,1.99935808,2.51779245
-4.75737869,8.97889072,0.04368565,1.03882712,1.24094103,1.78021344,4.38001180,0.00000000,1.88353956,2.35760538
-4.75137569,8.60727975,0.04282906,0.96310591,1.18317772,1.72957700,4.23659176,0.00000000,1.77309250,2.20294698
-4.74537269,8.24608143,0.04216350,0.89175830,1.12605129,1.67863317,4.09536333,0.00000000,1.66952747,2.05559964
-4.73936968,7.90092929,0.04171172,0.82544216,1.07057993,1.62839541,3.95904184,0.00000000,1.57412213,1.91705798
-4.73336668,7.57661210,0.04149202,0.76467438,1.01768074,1.57974219,3.82996359,0.00000000,1.48791159,1.78851551
-4.72736368,7.27700421,0.04151833,0.70983277,0.96815418,1.53339870,3.71004311,0.00000000,1.41168727,1.67086107
-4.72136068,7.00503330,0.04180046,0.66116133,0.92267402,1.48992643,3.60075026,0.00000000,1.34600334,1.56468439
-4.71535768,6.76268432,0.04234446,0.61877843,0.88178262,1.44972059,3.50310658,0.00000000,1.29118990,1.47028980
-4.70935468,6.55103675,0.04315299,0.58268707,0.84589120,1.41301496,3.41770000,0.00000000,1.24737145,1.38771689
-4.70335168,6.37033100,0.04422578,0.55278685,0.81528459,1.37989347,3.34471565,0.00000000,1.21448945,1.31676690
-4.69734867,6.22005862,0.04556010,0.52888681,0.79012975,1.35030753,3.28398012,0.00000000,1.19232740,1.25703328
-4.69134567,6.09907033,0.04715107,0.51071876,0.77048709,1.32409779,3.23501581,0.00000000,1.18053710,1.20793514
-4.68534267,6.00569532,0.04899211,0.49795054,0.75632390,1.30101891,3.19710197,0.00000000,1.17866457,1.16875200
-4.67933967,5.93786554,0.05107513,0.49019873,0.74752866,1.28076593,3.16933871,0.00000000,1.18617456,1.13865860
-4.67333667,5.89323867,0.05339073,0.48704068,0.74392556,1.26300088,3.15071049,0.00000000,1.20247260,1.11675857
-4.66733367,5.86931447,0.05592822,0.48802542,0.74528839,1.24737812,3.14014609,0.00000000,1.22692371,1.10211589
-4.66133067,5.86354001,0.05867563,0.49268342,0.75135312,1.23356750,3.13657227,0.00000000,1.25886736,1.09378325
-4.65532766,5.87340014,0.06161955,0.50053518,0.76182864,1.22127440,3.13895914,0.00000000,1.29762848,1.09082688
-4.64932466,5.89649126,0.06474497,0.51109860,0.77640542,1.21025583,3.14635588,0.00000000,1.34252448,1.09234717
-4.64332166,5.93057714,0.06803498,0.52389530,0.79476200,1.20033253,3.15791630,0.00000000,1.39286865,1.09749523
