energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Mg_p_up,Mg_d_up,Se_s_up,Se_p_up
-5.48374187,1.43814137,0.02285320,0.12626956,0.62213594,0.20745732,0.79272125,0.00000000,0.03303234,0.69685139
-5.47773887,1.40093732,0.02316226,0.12170882,0.60038771,0.20112333,0.75973384,0.00000000,0.03133548,0.68376215
-5.47173587,1.36651018,0.02349144,0.11736493,0.57980718,0.19545508,0.72834073,0.00000000,0.02988173,0.67155593
-5.46573287,1.33453203,0.02382219,0.11324166,0.56038126,0.19037486,0.69860506,0.00000000,0.02863907,0.66006878
-5.45972986,1.30454659,0.02413480,0.10932877,0.54202777,0.18578615,0.67050116,0.00000000,0.02757384,0.64907853
-5.45372686,1.27600123,0.02440921,0.10560425,0.52460741,0.18157943,0.64392730,0.00000000,0.02665190,0.63831998
-5.44772386,1.24828229,0.02462577,0.10203693,0.50793765,0.17763820,0.61872109,0.00000000,0.02583965,0.62750173
-5.44172086,1.22075171,0.02476610,0.09858933,0.49180775,0.17384505,0.59467653,0.00000000,0.02510505,0.61632372
-5.43571786,1.19278307,0.02481376,0.09522066,0.47599395,0.17008742,0.57156182,0.00000000,0.02441838,0.60449458
-5.42971486,1.16379537,0.02475493,0.09188966,0.46027419,0.16626284,0.54913683,0.00000000,0.02375306,0.59174788
-5.42371186,1.13328279,0.02457885,0.08855728,0.44444148,0.16228341,0.52716937,0.00000000,0.02308613,0.57785651
-5.41770885,1.10083928,0.02427826,0.08518900,0.42831545,0.15807935,0.50544960,0.00000000,0.02239866,0.56264446
-5.41170585,1.06617689,0.02384958,0.08175673,0.41175155,0.15360152,0.48380174,0.00000000,0.02167598,0.54599560
-5.40570285,1.02913727,0.02329300,0.07824013,0.39464756,0.14882279,0.46209291,0.00000000,0.02090776,0.52785906
-5.39969985,0.98969612,0.02261235,0.07462750,0.37694745,0.14373829,0.44023867,0.00000000,0.02008787,0.50825112
-5.39369685,0.94796081,0.02181488,0.07091603,0.35864235,0.13836464,0.41820534,0.00000000,0.01921416,0.48725375
-5.38769385,0.90416161,0.02091094,0.06711165,0.33976906,0.13273811,0.39600924,0.00000000,0.01828812,0.46500996
-5.38169085,0.85863737,0.01991346,0.06322829,0.32040624,0.12691200,0.37371310,0.00000000,0.01731435,0.44171641
-5.37568784,0.81181682,0.01883744,0.05928692,0.30066873,0.12095338,0.35142013,0.00000000,0.01630012,0.41761383
-5.36968484,0.76419652,0.01769935,0.05531414,0.28070046,0.11493927,0.32926627,0.00000000,0.01525469,0.39297582
-5.36368184,0.71631689,0.01651653,0.05134074,0.26066647,0.10895263,0.30741114,0.00000000,0.01418881,0.36809670
-5.35767884,0.66873761,0.01530658,0.04740004,0.24074446,0.10307821,0.28602841,0.00000000,0.01311403,0.34327907
-5.35167584,0.62201359,0.01408678,0.04352627,0.22111642,0.09739862,0.26529599,0.00000000,0.01204225,0.31882169
-5.34567284,0.57667260,0.01287364,0.03975308,0.20196077,0.09199062,0.24538672,0.00000000,0.01098510,0.29500823
-5.33966983,0.53319558,0.01168237,0.03611214,0.18344526,0.08692188,0.22645991,0.00000000,0.00995362,0.27209741
-5.33366683,0.49200028,0.01052660,0.03263196,0.16572104,0.08224835,0.20865415,0.00000000,0.00895780,0.25031477
-5.32766383,0.45342875,0.00941807,0.02933701,0.14891792,0.07801224,0.19208163,0.00000000,0.00800637,0.22984647
-5.32166083,0.41773891,0.00836652,0.02624702,0.13314111,0.07424072,0.17682407,0.00000000,0.00710656,0.21083513
-5.31565783,0.38510036,0.00737954,0.02337663,0.11846923,0.07094532,0.16293043,0.00000000,0.00626407,0.19337777
-5.30965483,0.35559406,0.00646265,0.02073525,0.10495374,0.06812209,0.15041623,0.00000000,0.00548294,0.17752578
-5.30365183,0.32921578,0.00561933,0.01832713,0.09261946,0.06575229,0.13926449,0.00000000,0.00476569,0.16328665
-5.29764882,0.30588272,0.00485119,0.01615175,0.08146624,0.06380381,0.12942797,0.00000000,0.00411336,0.15062740
-5.29164582,0.28544271,0.00415817,0.01420420,0.07147136,0.06223296,0.12083267,0.00000000,0.00352566,0.13947920
-5.28564282,0.26768545,0.00353872,0.01247586,0.06259259,0.06098670,0.11338212,0.00000000,0.00300116,0.12974306
-5.27963982,0.25235514,0.00299009,0.01095504,0.05477167,0.06000516,0.10696234,0.00000000,0.00253752,0.12129608
-5.27363682,0.23916372,0.00250857,0.00962773,0.04793800,0.05922421,0.10144715,0.00000000,0.00213162,0.11399815
-5.26763382,0.22780435,0.00208972,0.00847829,0.04201227,0.05857825,0.09670357,0.00000000,0.00177986,0.10769854
-5.26163082,0.21796431,0.00172863,0.00749024,0.03691011,0.05800273,0.09259710,0.00000000,0.00147830,0.10224236
-5.25562781,0.20933713,0.00142009,0.00664685,0.03254534,0.05743665,0.08899665,0.00000000,0.00122290,0.09747650
-5.24962481,0.20163340,0.00115884,0.00593181,0.02883297,0.05682475,0.08577896,0.00000000,0.00100965,0.09325492
-5.24362181,0.19459004,0.00093966,0.00532969,0.02569175,0.05611939,0.08283253,0.00000000,0.00083478,0.08944317
-5.23761881,0.18797788,0.00075755,0.00482646,0.02304629,0.05528205,0.08006066,0.00000000,0.00069486,0.08592210
-5.23161581,0.18160741,0.00060783,0.00440981,0.02082880,0.05428451,0.07738399,0.00000000,0.00058695,0.08259055
-5.22561281,0.17533274,0.00048619,0.00406944,0.01898031,0.05310946,0.07474220,0.00000000,0.00050866,0.07936731
-5.21960980,0.16905390,0.00038873,0.00379729,0.01745157,0.05175091,0.07209505,0.00000000,0.00045828,0.07619211
-5.21360680,0.16271749,0.00031206,0.00358767,0.01620362,0.05021409,0.06942286,0.00000000,0.00043486,0.07302590
-5.20760380,0.15631604,0.00025324,0.00343734,0.01520800,0.04851504,0.06672641,0.00000000,0.00043820,0.06985047
-5.20160080,0.14988616,0.00020980,0.00334557,0.01444676,0.04667993,0.06402651,0.00000000,0.00046897,0.06666752
-5.19559780,0.14350585,0.00017976,0.00331411,0.01391228,0.04474418,0.06136320,0.00000000,0.00052874,0.06349731
-5.18959480,0.13729110,0.00016157,0.00334716,0.01360689,0.04275128,0.05879477,0.00000000,0.00061997,0.06037699
-5.18359180,0.13139210,0.00015411,0.00345127,0.01354240,0.04075169,0.05639676,0.00000000,0.00074604,0.05735881
-5.17758879,0.12598923,0.00015667,0.00363521,0.01373956,0.03880149,0.05426086,0.00000000,0.00091126,0.05450823
-5.17158579,0.12128900,0.00016889,0.00390988,0.01422733,0.03696114,0.05249401,0.00000000,0.00112086,0.05190207
-5.16558279,0.11752005,0.00019077,0.00428802,0.01504219,0.03529426,0.05121755,0.00000000,0.00138090,0.04962677
-5.15957979,0.11492932,0.00022262,0.00478403,0.01622725,0.03386640,0.05056652,0.00000000,0.00169823,0.04777681
-5.15357679,0.11377837,0.00026502,0.00541367,0.01783136,0.03274392,0.05068909,0.00000000,0.00208041,0.04645326
-5.14757379,0.11433980,0.00031883,0.00619368,0.01990798,0.03199301,0.05174610,0.00000000,0.00253552,0.04576250
-5.14157079,0.11689381,0.00038510,0.00714137,0.02251402,0.03167862,0.05391054,0.00000000,0.00307203,0.04581513
-5.13556778,0.12172462,0.00046507,0.00827413,0.02570846,0.03186361,0.05736699,0.00000000,0.00369853,0.04672494
-5.12956478,0.12911679,0.00056013,0.00960889,0.02955077,0.03260780,0.06231075,0.00000000,0.00442353,0.04860784
-5.12356178,0.13935123,0.00067178,0.01116148,0.03409926,0.03396709,0.06894664,0.00000000,0.00525512,0.05158086
-5.11755878,0.15270068,0.00080156,0.01294596,0.03940913,0.03599257,0.07748725,0.00000000,0.00620064,0.05576095
-5.11155578,0.16942476,0.00095101,0.01497393,0.04553046,0.03872948,0.08815052,0.00000000,0.00726635,0.06126355
-5.10555278,0.18976435,0.00112162,0.01725376,0.05250609,0.04221630,0.10115646,0.00000000,0.00845702,0.06820098
-5.09954977,0.21393528,0.00131476,0.01978990,0.06036941,0.04648360,0.11672300,0.00000000,0.00977556,0.07668045
-5.09354677,0.24212156,0.00153160,0.02258218,0.06914215,0.05155294,0.13506080,0.00000000,0.01122268,0.08680166
-5.08754377,0.27446790,0.00177306,0.02562519,0.07883234,0.05743577,0.15636708,0.00000000,0.01279655,0.09865420
-5.08154077,0.31107213,0.00203973,0.02890781,0.08943240,0.06413227,0.18081849,0.00000000,0.01449249,0.11231443
-5.07553777,0.35197733,0.00233181,0.03241283,0.10091751,0.07163029,0.20856304,0.00000000,0.01630280,0.12784222
-5.06953477,0.39716428,0.00264901,0.03611680,0.11324446,0.07990440,0.23971150,0.00000000,0.01821663,0.14527743
-5.06353177,0.44654441,0.00299054,0.03999003,0.12635084,0.08891516,0.27432824,0.00000000,0.02021993,0.16463634
-5.05752876,0.49995363,0.00335501,0.04399693,0.14015490,0.09860853,0.31242213,0.00000000,0.02229558,0.18590812
-5.05152576,0.55714752,0.00374043,0.04809643,0.15455599,0.10891573,0.35393766,0.00000000,0.02442358,0.20905161
-5.04552276,0.61779813,0.00414416,0.05224283,0.16943564,0.11975331,0.39874691,0.00000000,0.02658141,0.23399237
-5.03951976,0.68149282,0.00456293,0.05638670,0.18465932,0.13102380,0.44664268,0.00000000,0.02874445,0.26062047
-5.03351676,0.74773542,0.00499284,0.06047612,0.20007879,0.14261659,0.49733348,0.00000000,0.03088658,0.28878891
-5.02751376,0.81594982,0.00542938,0.06445800,0.21553510,0.15440947,0.55044061,0.00000000,0.03298080,0.31831305
-5.02151076,0.88548630,0.00586756,0.06827950,0.23086197,0.16627046,0.60549799,0.00000000,0.03499994,0.34897101
-5.01550775,0.95563040,0.00630190,0.07188961,0.24588957,0.17806006,0.66195481,0.00000000,0.03691741,0.38050522
-5.00950475,1.02561432,0.00672665,0.07524055,0.26044850,0.18963395,0.71918156,0.00000000,0.03870796,0.41262518
-5.00350175,1.09463069,0.00713581,0.07828919,0.27437381,0.20084587,0.77647923,0.00000000,0.04034838,0.44501137
-4.99749875,1.16184814,0.00752337,0.08099830,0.28750892,0.21155070,0.83309181,0.00000000,0.04181814,0.47732024
-4.99149575,1.22642848,0.00788344,0.08333756,0.29970921,0.22160768,0.88822186,0.00000000,0.04309996,0.50919022
-4.98549275,1.28754476,0.00821043,0.08528429,0.31084521,0.23088355,0.94104861,0.00000000,0.04418026,0.54024863
-4.97948974,1.34439967,0.00849923,0.08682392,0.32080520,0.23925561,0.99074832,0.00000000,0.04504942,0.57011904
-4.97348674,1.39624367,0.00874542,0.08795011,0.32949717,0.24661446,1.03651586,0.00000000,0.04570192,0.59842924
-4.96748374,1.44239215,0.00894543,0.08866454,0.33685004,0.25286648,1.07758707,0.00000000,0.04613636,0.62481908
-4.96148074,1.48224107,0.00909673,0.08897638,0.34281415,0.25793581,1.11326071,0.00000000,0.04635523,0.64894834
-4.95547774,1.51528053,0.00919796,0.08890153,0.34736104,0.26176589,1.14291933,0.00000000,0.04636465,0.67050407
-4.94947474,1.54110568,0.00924909,0.08846156,0.35048250,0.26432044,1.16604798,0.00000000,0.04617388,0.68920726
-4.94347174,1.55942488,0.00925153,0.08768253,0.35218920,0.26558385,1.18225012,0.00000000,0.04579483,0.70481858
-4.93746873,1.57006464,0.00920818,0.08659371,0.35250873,0.26556111,1.19125991,0.00000000,0.04524146,0.71714316
-4.93146573,1.57297138,0.00912353,0.08522628,0.35148345,0.26427711,1.19295036,0.00000000,0.04452914,0.72603400
-4.92546273,1.56821007,0.00900360,0.08361201,0.34916812,0.26177554,1.18733699,0.00000000,0.04367407,0.73139428
-4.91945973,1.55595989,0.00885598,0.08178216,0.34562759,0.25811732,1.17457691,0.00000000,0.04269267,0.73317826
-4.91345673,1.53650721,0.00868976,0.07976646,0.34093454,0.25337876,1.15496326,0.00000000,0.04160108,0.73139107
-4.90745373,1.51023630,0.00851536,0.07759236,0.33516754,0.24764941,1.12891545,0.00000000,0.04041471,0.72608722
-4.90145073,1.47761814,0.00834451,0.07528447,0.32840938,0.24102981,1.09696553,0.00000000,0.03914797,0.71736821
-4.89544772,1.43919790,0.00818997,0.07286426,0.32074573,0.23362904,1.05974142,0.00000000,0.03781397,0.70537914
-4.88944472,1.39558148,0.00806537,0.07035005,0.31226424,0.22556244,1.01794775,0.00000000,0.03642450,0.69030470
-4.88344172,1.34742162,0.00798496,0.06775713,0.30305391,0.21694919,0.97234501,0.00000000,0.03498995,0.67236455
-4.87743872,1.29540397,0.00796333,0.06509815,0.29320483,0.20791018,0.92372808,0.00000000,0.03351943,0.65180830
-4.87143572,1.24023345,0.00801509,0.06238361,0.28280800,0.19856585,0.87290481,0.00000000,0.03202094,0.62891031
-4.86543272,1.18262125,0.00815452,0.05962241,0.27195542,0.18903436,0.82067548,0.00000000,0.03050153,0.60396424
-4.85942971,1.12327264,0.00839521,0.05682252,0.26074004,0.17942978,0.76781384,0.00000000,0.02896757,0.57727777
-4.85342671,1.06287567,0.00874967,0.05399154,0.24925570,0.16986059,0.71505028,0.00000000,0.02742501,0.54916719
-4.84742371,1.00209108,0.00922890,0.05113729,0.23759691,0.16042824,0.66305747,0.00000000,0.02587952,0.51995231
-4.84142071,0.94154313,0.00984201,0.04826821,0.22585830,0.15122597,0.61243886,0.00000000,0.02433677,0.48995146
-4.83541771,0.88181170,0.01059577,0.04539374,0.21413388,0.14233768,0.56372009,0.00000000,0.02280254,0.45947683
-4.82941471,0.82342540,0.01149420,0.04252447,0.20251598,0.13383703,0.51734329,0.00000000,0.02128278,0.42882999
-4.82341171,0.76685588,0.01253823,0.03967218,0.19109391,0.12578663,0.47366420,0.00000000,0.01978370,0.39829788
-4.81740870,0.71251320,0.01372538,0.03684976,0.17995241,0.11823741,0.43295184,0.00000000,0.01831169,0.36814909
-4.81140570,0.66074239,0.01504943,0.03407098,0.16917002,0.11122815,0.39539057,0.00000000,0.01687330,0.33863060
-4.80540270,0.61182115,0.01650033,0.03135015,0.15881729,0.10478516,0.36108397,0.00000000,0.01547506,0.30996501
-4.79939970,0.56595877,0.01806408,0.02870177,0.14895519,0.09892218,0.33006055,0.00000000,0.01412337,0.28234830
-4.79339670,0.52329627,0.01972275,0.02614003,0.13963362,0.09364055,0.30228063,0.00000000,0.01282435,0.25594813
-4.78739370,0.48390790,0.02145468,0.02367845,0.13089020,0.08892953,0.27764423,0.00000000,0.01158360,0.23090281
-4.78139070,0.44780389,0.02323479,0.02132939,0.12274949,0.08476698,0.25599965,0.00000000,0.01040613,0.20732086
-4.77538769,0.41493449,0.02503500,0.01910374,0.11522256,0.08112020,0.23715238,0.00000000,0.00929614,0.18528126
-4.76938469,0.38519529,0.02682482,0.01701058,0.10830716,0.07794718,0.22087425,0.00000000,0.00825694,0.16483431
-4.76338169,0.35843361,0.02857207,0.01505697,0.10198833,0.07519794,0.20691242,0.00000000,0.00729086,0.14600309
-4.75737869,0.33445602,0.03024371,0.01324785,0.09623947,0.07281621,0.19499818,0.00000000,0.00639922,0.12878556
-4.75137569,0.31303651,0.03180670,0.01158597,0.09102394,0.07074122,0.18485535,0.00000000,0.00558231,0.11315699
-4.74537269,0.29392530,0.03322896,0.01007201,0.08629700,0.06890963,0.17620810,0.00000000,0.00483941,0.09907297
-4.73936968,0.27685801,0.03448036,0.00870467,0.08200804,0.06725750,0.16878816,0.00000000,0.00416891,0.08647257
-4.73336668,0.26156469,0.03553363,0.00748091,0.07810298,0.06572229,0.16234122,0.00000000,0.00356833,0.07528180
-4.72736368,0.24777866,0.03636521,0.00639624,0.07452684,0.06424470,0.15663252,0.00000000,0.00303449,0.06541704
-4.72136068,0.23524477,0.03695605,0.00544499,0.07122616,0.06277039,0.15145148,0.00000000,0.00256364,0.05678855
-4.71535768,0.22372670,0.03729223,0.00462070,0.06815137,0.06125147,0.14661545,0.00000000,0.00215153,0.04930375
-4.70935468,0.21301337,0.03736538,0.00391642,0.06525888,0.05964767,0.14197232,0.00000000,0.00179365,0.04287036
-4.70335168,0.20292388,0.03717297,0.00332506,0.06251287,0.05792726,0.13740228,0.00000000,0.00148526,0.03739915
-4.69734867,0.19331123,0.03671835,0.00283972,0.05988668,0.05606753,0.13281841,0.00000000,0.00122161,0.03280645
-4.69134567,0.18406457,0.03601061,0.00245396,0.05736381,0.05405495,0.12816647,0.00000000,0.00099797,0.02901613
-4.68534267,0.17510992,0.03506420,0.00216206,0.05493847,0.05188500,0.12342370,0.00000000,0.00080976,0.02596122
-4.67933967,0.16640966,0.03389846,0.00195920,0.05261566,0.04956160,0.11859678,0.00000000,0.00065263,0.02358509
-4.67333667,0.15796068,0.03253684,0.00184164,0.05041085,0.04709635,0.11371922,0.00000000,0.00052253,0.02184214
-4.66733367,0.14979136,0.03100617,0.00180680,0.04834924,0.04450742,0.10884793,0.00000000,0.00041572,0.02069805
-4.66133067,0.14195776,0.02933569,0.00185327,0.04646472,0.04181837,0.10405955,0.00000000,0.00032881,0.02012969
-4.65532766,0.13453897,0.02755617,0.00198085,0.04479842,0.03905681,0.09944627,0.00000000,0.00025881,0.02012448
-4.64932466,0.12763197,0.02569890,0.00219040,0.04339712,0.03625298,0.09511149,0.00000000,0.00020311,0.02067955
-4.64332166,0.12134623,0.02379484,0.00248379,0.04231138,0.03343845,0.09116540,0.00000000,0.00015946,0.02180039
