energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,V_p_up,V_p_down,V_d_up,V_d_down
-3.63481741,1.82371004,-1.82371005,0.14193298,-0.14193298,0.53055658,-0.53055657,0.00002615,-0.00002615,0.34940737,-0.34940739,0.00620832,-0.00620832,0.74452893,-0.74452892,0.24903691,-0.24903691,0.36625718,-0.36625718
-3.62881441,1.80288156,-1.80288157,0.13482730,-0.13482730,0.52723895,-0.52723895,0.00002210,-0.00002210,0.33173054,-0.33173056,0.00614982,-0.00614982,0.74488991,-0.74488991,0.24519003,-0.24519003,0.36882799,-0.36882799
-3.62281141,1.78598610,-1.78598611,0.12900269,-0.12900269,0.52490986,-0.52490986,0.00001855,-0.00001855,0.31575074,-0.31575075,0.00609708,-0.00609708,0.74628225,-0.74628225,0.24181836,-0.24181836,0.37157018,-0.37157018
-3.61680840,1.77172628,-1.77172629,0.12433514,-0.12433514,0.52320748,-0.52320748,0.00001547,-0.00001547,0.30121268,-0.30121269,0.00604344,-0.00604344,0.74816359,-0.74816359,0.23872217,-0.23872218,0.37425310,-0.37425310
-3.61080540,1.75886171,-1.75886171,0.12069539,-0.12069539,0.52178736,-0.52178736,0.00001280,-0.00001280,0.28785898,-0.28785899,0.00598295,-0.00598295,0.75002477,-0.75002477,0.23571096,-0.23571096,0.37666340,-0.37666340
-3.60480240,1.74625081,-1.74625081,0.11795296,-0.11795297,0.52033366,-0.52033366,0.00001052,-0.00001052,0.27544095,-0.27544096,0.00591051,-0.00591051,0.75140548,-0.75140548,0.23261010,-0.23261010,0.37861180,-0.37861180
-3.59879940,1.73288447,-1.73288448,0.11597956,-0.11597956,0.51856803,-0.51856802,0.00000859,-0.00000859,0.26372769,-0.26372770,0.00582194,-0.00582194,0.75190664,-0.75190664,0.22926635,-0.22926636,0.37993823,-0.37993823
-3.59279640,1.71791055,-1.71791055,0.11465169,-0.11465169,0.51625594,-0.51625593,0.00000696,-0.00000696,0.25251329,-0.25251330,0.00571406,-0.00571406,0.75119892,-0.75119893,0.22555205,-0.22555206,0.38051519,-0.38051519
-3.58679340,1.70064885,-1.70064885,0.11385268,-0.11385268,0.51321043,-0.51321042,0.00000560,-0.00000560,0.24162214,-0.24162215,0.00558471,-0.00558471,0.74902761,-0.74902761,0.22136791,-0.22136792,0.38024931,-0.38024931
-3.58079040,1.68059687,-1.68059688,0.11347393,-0.11347393,0.50929321,-0.50929321,0.00000448,-0.00000448,0.23091213,-0.23091214,0.00543277,-0.00543277,0.74521354,-0.74521354,0.21664442,-0.21664443,0.37908107,-0.37908108
-3.57478739,1.65742688,-1.65742690,0.11341561,-0.11341561,0.50441349,-0.50441349,0.00000355,-0.00000355,0.22027597,-0.22027598,0.00525806,-0.00525806,0.73965075,-0.73965076,0.21134190,-0.21134190,0.37698309,-0.37698309
-3.56878439,1.63097539,-1.63097541,0.11358684,-0.11358684,0.49852478,-0.49852477,0.00000280,-0.00000280,0.20964078,-0.20964079,0.00506134,-0.00506134,0.73230107,-0.73230107,0.20544929,-0.20544929,0.37395683,-0.37395684
-3.56278139,1.60122650,-1.60122652,0.11390551,-0.11390551,0.49162005,-0.49162005,0.00000219,-0.00000219,0.19896612,-0.19896613,0.00484413,-0.00484413,0.72318632,-0.72318633,0.19898193,-0.19898193,0.37002849,-0.37002849
-3.55677839,1.56829073,-1.56829075,0.11429775,-0.11429775,0.48372591,-0.48372591,0.00000170,-0.00000170,0.18824082,-0.18824083,0.00460867,-0.00460867,0.71237888,-0.71237889,0.19197843,-0.19197844,0.36524396,-0.36524397
-3.55077539,1.53238110,-1.53238113,0.11469739,-0.11469739,0.47489603,-0.47489603,0.00000131,-0.00000131,0.17747891,-0.17747892,0.00435775,-0.00435775,0.69999127,-0.69999128,0.18449694,-0.18449694,0.35966368,-0.35966369
-3.54477239,1.49378817,-1.49378819,0.11504536,-0.11504536,0.46520460,-0.46520460,0.00000101,-0.00000101,0.16671487,-0.16671488,0.00409455,-0.00409455,0.68616553,-0.68616554,0.17661099,-0.17661099,0.35335731,-0.35335732
-3.53876938,1.45285574,-1.45285577,0.11528910,-0.11528911,0.45474011,-0.45474011,0.00000077,-0.00000077,0.15599871,-0.15599872,0.00382255,-0.00382255,0.67106309,-0.67106311,0.16840525,-0.16840526,0.34639897,-0.34639897
-3.53276638,1.40995871,-1.40995874,0.11538230,-0.11538230,0.44359984,-0.44359985,0.00000058,-0.00000058,0.14539098,-0.14539099,0.00354533,-0.00354533,0.65485574,-0.65485575,0.15997134,-0.15997134,0.33886297,-0.33886298
-3.52676338,1.36548403,-1.36548406,0.11528467,-0.11528467,0.43188553,-0.43188553,0.00000044,-0.00000044,0.13495800,-0.13495801,0.00326648,-0.00326648,0.63771811,-0.63771812,0.15140387,-0.15140388,0.33082056,-0.33082057
-3.52076038,1.31981585,-1.31981589,0.11496215,-0.11496215,0.41970015,-0.41970015,0.00000032,-0.00000032,0.12476758,-0.12476759,0.00298946,-0.00298946,0.61982209,-0.61982210,0.14279701,-0.14279702,0.32233761,-0.32233762
-3.51475738,1.27332515,-1.27332519,0.11438718,-0.11438718,0.40714617,-0.40714617,0.00000024,-0.00000024,0.11488534,-0.11488535,0.00271750,-0.00271751,0.60133326,-0.60133328,0.13424148,-0.13424149,0.31347340,-0.31347341
-3.50875438,1.22636390,-1.22636394,0.11353926,-0.11353927,0.39432501,-0.39432501,0.00000018,-0.00000018,0.10537168,-0.10537169,0.00245354,-0.00245354,0.58240936,-0.58240937,0.12582231,-0.12582232,0.30428046,-0.30428047
-3.50275138,1.17926361,-1.17926365,0.11240565,-0.11240565,0.38133777,-0.38133778,0.00000013,-0.00000013,0.09627951,-0.09627952,0.00220011,-0.00220011,0.56320059,-0.56320061,0.11761711,-0.11761712,0.29480540,-0.29480541
-3.49674837,1.13233756,-1.13233760,0.11098207,-0.11098207,0.36828683,-0.36828684,0.00000010,-0.00000010,0.08765270,-0.08765271,0.00195936,-0.00195936,0.54385156,-0.54385158,0.10969507,-0.10969507,0.28509048,-0.28509049
-3.49074537,1.08588601,-1.08588605,0.10927342,-0.10927343,0.35527817,-0.35527818,0.00000008,-0.00000008,0.07952527,-0.07952528,0.00173297,-0.00173297,0.52450432,-0.52450434,0.10211649,-0.10211649,0.27517579,-0.27517580
-3.48474237,1.04020326,-1.04020329,0.10729440,-0.10729440,0.34242399,-0.34242399,0.00000006,-0.00000006,0.07192113,-0.07192113,0.00152220,-0.00152220,0.50530207,-0.50530209,0.09493283,-0.09493284,0.26510177,-0.26510178
-3.47873937,0.99558559,-0.99558562,0.10506983,-0.10506983,0.32984532,-0.32984532,0.00000005,-0.00000005,0.06485435,-0.06485436,0.00132787,-0.00132787,0.48639307,-0.48639308,0.08818717,-0.08818717,0.25491171,-0.25491172
-3.47273637,0.95233897,-0.95233900,0.10263476,-0.10263476,0.31767424,-0.31767424,0.00000005,-0.00000005,0.05832996,-0.05832997,0.00115039,-0.00115039,0.46793412,-0.46793414,0.08191487,-0.08191487,0.24465420,-0.24465421
-3.46673337,0.91078550,-0.91078553,0.10003420,-0.10003420,0.30605543,-0.30605543,0.00000005,-0.00000005,0.05234487,-0.05234487,0.00098981,-0.00098981,0.45009329,-0.45009331,0.07614450,-0.07614450,0.23438503,-0.23438504
-3.46073037,0.87126773,-0.87126776,0.09732243,-0.09732243,0.29514674,-0.29514674,0.00000006,-0.00000006,0.04688910,-0.04688911,0.00084586,-0.00084586,0.43305127,-0.43305129,0.07089875,-0.07089876,0.22416859,-0.22416860
-3.45472736,0.83415015,-0.83415018,0.09456191,-0.09456191,0.28511860,-0.28511860,0.00000007,-0.00000007,0.04194709,-0.04194710,0.00071799,-0.00071799,0.41700129,-0.41700131,0.06619529,-0.06619529,0.21407844,-0.21407845
-3.44872436,0.79981748,-0.79981750,0.09182176,-0.09182177,0.27615219,-0.27615219,0.00000008,-0.00000008,0.03749892,-0.03749893,0.00060544,-0.00060544,0.40214726,-0.40214727,0.06204747,-0.06204747,0.20419713,-0.20419714
-3.44272136,0.76866944,-0.76866946,0.08917588,-0.08917588,0.26843623,-0.26843623,0.00000010,-0.00000010,0.03352155,-0.03352155,0.00050727,-0.00050727,0.38870006,-0.38870007,0.05846489,-0.05846489,0.19461510,-0.19461511
-3.43671836,0.74111223,-0.74111224,0.08670066,-0.08670066,0.26216261,-0.26216260,0.00000013,-0.00000013,0.02998985,-0.02998986,0.00042246,-0.00042246,0.37687221,-0.37687222,0.05545363,-0.05545363,0.18542886,-0.18542886
-3.43071536,0.71754681,-0.71754682,0.08447254,-0.08447254,0.25752076,-0.25752075,0.00000016,-0.00000016,0.02687754,-0.02687754,0.00034987,-0.00034987,0.36687092,-0.36687092,0.05301629,-0.05301629,0.17673836,-0.17673837
-3.42471236,0.69835476,-0.69835476,0.08256533,-0.08256533,0.25469126,-0.25469125,0.00000020,-0.00000020,0.02415782,-0.02415783,0.00028837,-0.00028837,0.35888994,-0.35888994,0.05115180,-0.05115180,0.16864388,-0.16864388
-3.41870935,0.68388215,-0.68388215,0.08104746,-0.08104746,0.25383866,-0.25383865,0.00000026,-0.00000026,0.02180399,-0.02180399,0.00023681,-0.00023682,0.35310066,-0.35310066,0.04985492,-0.04985492,0.16124243,-0.16124244
-3.41270635,0.67442252,-0.67442251,0.07997931,-0.07997931,0.25510407,-0.25510406,0.00000032,-0.00000032,0.01978969,-0.01978969,0.00019411,-0.00019411,0.34964276,-0.34964275,0.04911572,-0.04911572,0.15462403,-0.15462403
-3.40670335,0.67019976,-0.67019974,0.07941068,-0.07941068,0.25859774,-0.25859772,0.00000039,-0.00000039,0.01808917,-0.01808917,0.00015920,-0.00015920,0.34861513,-0.34861512,0.04891884,-0.04891884,0.14886788,-0.14886788
-3.40070035,0.67135179,-0.67135176,0.07937853,-0.07937853,0.26439200,-0.26439197,0.00000048,-0.00000048,0.01667728,-0.01667728,0.00013112,-0.00013112,0.35006744,-0.35006744,0.04924284,-0.04924284,0.14403884,-0.14403885
-3.39469735,0.67791625,-0.67791622,0.07990511,-0.07990510,0.27251503,-0.27251501,0.00000058,-0.00000058,0.01552950,-0.01552950,0.00010899,-0.00010899,0.35399299,-0.35399297,0.05005950,-0.05005950,0.14018426,-0.14018426
-3.38869435,0.68981874,-0.68981871,0.08099650,-0.08099649,0.28294572,-0.28294569,0.00000070,-0.00000070,0.01462178,-0.01462179,0.00009199,-0.00009199,0.36032313,-0.36032312,0.05133334,-0.05133334,0.13733128,-0.13733129
-3.38269135,0.70686469,-0.70686464,0.08264176,-0.08264176,0.29560984,-0.29560981,0.00000085,-0.00000085,0.01393046,-0.01393046,0.00007944,-0.00007944,0.36892398,-0.36892397,0.05302133,-0.05302133,0.13548501,-0.13548501
-3.37668834,0.72873520,-0.72873515,0.08481262,-0.08481261,0.31037806,-0.31037802,0.00000101,-0.00000101,0.01343210,-0.01343210,0.00007071,-0.00007071,0.37959539,-0.37959537,0.05507283,-0.05507283,0.13462729,-0.13462729
-3.37068534,0.75498756,-0.75498751,0.08746376,-0.08746375,0.32706568,-0.32706565,0.00000119,-0.00000119,0.01310342,-0.01310342,0.00006526,-0.00006526,0.39207261,-0.39207259,0.05742989,-0.05742989,0.13471647,-0.13471646
-3.36468234,0.78506045,-0.78506039,0.09053382,-0.09053382,0.34543450,-0.34543446,0.00000140,-0.00000140,0.01292122,-0.01292122,0.00006264,-0.00006264,0.40603066,-0.40603063,0.06002788,-0.06002787,0.13568794,-0.13568793
-3.35867934,0.81828392,-0.81828386,0.09394692,-0.09394691,0.36519657,-0.36519653,0.00000163,-0.00000163,0.01286239,-0.01286239,0.00006247,-0.00006247,0.42109129,-0.42109127,0.06279644,-0.06279644,0.13745561,-0.13745561
-3.35267634,0.85389404,-0.85389398,0.09761476,-0.09761475,0.38602004,-0.38602000,0.00000189,-0.00000189,0.01290396,-0.01290396,0.00006441,-0.00006441,0.43683251,-0.43683249,0.06566086,-0.06566086,0.13991412,-0.13991412
-3.34667334,0.89105157,-0.89105151,0.10143927,-0.10143926,0.40753685,-0.40753681,0.00000217,-0.00000217,0.01302324,-0.01302324,0.00006820,-0.00006820,0.45280019,-0.45280017,0.06854367,-0.06854367,0.14294175,-0.14294174
-3.34067034,0.92886427,-0.92886420,0.10531562,-0.10531561,0.42935200,-0.42935196,0.00000248,-0.00000248,0.01319802,-0.01319802,0.00007359,-0.00007359,0.46852139,-0.46852137,0.07136656,-0.07136655,0.14640393,-0.14640392
-3.33466733,0.96641181,-0.96641175,0.10913550,-0.10913549,0.45105420,-0.45105416,0.00000281,-0.00000281,0.01340681,-0.01340681,0.00008040,-0.00008040,0.48351896,-0.48351894,0.07405246,-0.07405246,0.15015723,-0.15015723
-3.32866433,1.00277262,-1.00277256,0.11279065,-0.11279064,0.47222754,-0.47222750,0.00000316,-0.00000316,0.01362912,-0.01362912,0.00008845,-0.00008845,0.49732662,-0.49732661,0.07652778,-0.07652778,0.15405359,-0.15405358
-3.32266133,1.03705135,-1.03705130,0.11617634,-0.11617634,0.49246360,-0.49246357,0.00000353,-0.00000353,0.01384576,-0.01384576,0.00009762,-0.00009762,0.50950411,-0.50950410,0.07872461,-0.07872461,0.15794465,-0.15794465
-3.31665833,1.06840612,-1.06840607,0.11919480,-0.11919480,0.51137390,-0.51137387,0.00000392,-0.00000392,0.01403919,-0.01403919,0.00010777,-0.00010777,0.51965154,-0.51965153,0.08058292,-0.08058292,0.16168615,-0.16168615
-3.31065533,1.09607432,-1.09607428,0.12175838,-0.12175838,0.52860180,-0.52860177,0.00000432,-0.00000432,0.01419376,-0.01419376,0.00011882,-0.00011882,0.52742244,-0.52742243,0.08205255,-0.08205255,0.16514204,-0.16514203
-3.30465233,1.11939609,-1.11939606,0.12379237,-0.12379237,0.54383379,-0.54383376,0.00000473,-0.00000473,0.01429604,-0.01429604,0.00013070,-0.00013070,0.53253485,-0.53253485,0.08309496,-0.08309496,0.16818827,-0.16818827
-3.29864932,1.13783439,-1.13783436,0.12523734,-0.12523734,0.55680955,-0.55680953,0.00000515,-0.00000515,0.01433504,-0.01433504,0.00014335,-0.00014335,0.53478005,-0.53478005,0.08368469,-0.08368469,0.17071622,-0.17071622
-3.29264632,1.15099110,-1.15099108,0.12605089,-0.12605089,0.56733042,-0.56733040,0.00000557,-0.00000557,0.01430235,-0.01430235,0.00015675,-0.00015675,0.53402840,-0.53402840,0.08381041,-0.08381041,0.17263540,-0.17263540
-3.28664332,1.15861847,-1.15861845,0.12620880,-0.12620880,0.57526608,-0.57526606,0.00000598,-0.00000598,0.01419227,-0.01419227,0.00017094,-0.00017094,0.53023223,-0.53023224,0.08347550,-0.08347550,0.17387567,-0.17387567
-3.28064032,1.16062554,-1.16062554,0.12570548,-0.12570549,0.58055907,-0.58055906,0.00000639,-0.00000639,0.01400180,-0.01400180,0.00018597,-0.00018597,0.52342556,-0.52342557,0.08269825,-0.08269825,0.17438868,-0.17438868
-3.27463732,1.15707953,-1.15707953,0.12455385,-0.12455385,0.58322722,-0.58322721,0.00000678,-0.00000678,0.01373064,-0.01373065,0.00020195,-0.00020195,0.51372072,-0.51372074,0.08151155,-0.08151155,0.17414866,-0.17414867
-3.26863432,1.14820206,-1.14820207,0.12278438,-0.12278439,0.58336366,-0.58336365,0.00000716,-0.00000716,0.01338104,-0.01338104,0.00021905,-0.00021905,0.50130223,-0.50130225,0.07996217,-0.07996217,0.17315251,-0.17315251
-3.26263132,1.13436072,-1.13436074,0.12044379,-0.12044380,0.58113471,-0.58113470,0.00000753,-0.00000753,0.01295755,-0.01295755,0.00023753,-0.00023753,0.48641804,-0.48641806,0.07810959,-0.07810960,0.17141917,-0.17141917
-3.25662831,1.11605637,-1.11605640,0.11759303,-0.11759304,0.57677563,-0.57677563,0.00000787,-0.00000787,0.01246684,-0.01246684,0.00025769,-0.00025769,0.46936887,-0.46936890,0.07602454,-0.07602455,0.16898849,-0.16898849
-3.25062531,1.09390670,-1.09390673,0.11430496,-0.11430497,0.57058445,-0.57058446,0.00000820,-0.00000820,0.01191735,-0.01191735,0.00027993,-0.00027993,0.45049600,-0.45049603,0.07378717,-0.07378718,0.16591949,-0.16591949
-3.24462231,1.06862695,-1.06862699,0.11066171,-0.11066172,0.56291406,-0.56291406,0.00000851,-0.00000851,0.01131893,-0.01131893,0.00030472,-0.00030472,0.43016819,-0.43016822,0.07148506,-0.07148507,0.16228820,-0.16228821
-3.23861931,1.04100852,-1.04100856,0.10675186,-0.10675187,0.55416293,-0.55416294,0.00000880,-0.00000880,0.01068248,-0.01068248,0.00033262,-0.00033262,0.40876839,-0.40876842,0.06921104,-0.06921104,0.15818518,-0.15818519
-3.23261631,1.01189618,-1.01189622,0.10266755,-0.10266756,0.54476476,-0.54476477,0.00000909,-0.00000909,0.01001960,-0.01001960,0.00036427,-0.00036427,0.38668081,-0.38668084,0.06706090,-0.06706091,0.15371275,-0.15371276
-3.22661331,0.98216483,-0.98216486,0.09850167,-0.09850168,0.53517721,-0.53517722,0.00000938,-0.00000938,0.00934218,-0.00934218,0.00040037,-0.00040037,0.36427885,-0.36427889,0.06513116,-0.06513117,0.14898206,-0.14898207
-3.22061031,0.95269643,-0.95269647,0.09434519,-0.09434520,0.52587025,-0.52587025,0.00000968,-0.00000968,0.00866212,-0.00866212,0.00044168,-0.00044168,0.34191452,-0.34191455,0.06351677,-0.06351677,0.14411016,-0.14411017
-3.21460730,0.92435779,-0.92435782,0.09028475,-0.09028476,0.51731421,-0.51731422,0.00001000,-0.00001000,0.00799096,-0.00799096,0.00048900,-0.00048900,0.31990951,-0.31990954,0.06230893,-0.06230893,0.13921703,-0.13921704
-3.20860430,0.89797967,-0.89797970,0.08640058,-0.08640059,0.50996798,-0.50996799,0.00001035,-0.00001035,0.00733965,-0.00733965,0.00054315,-0.00054315,0.29854838,-0.29854841,0.06159307,-0.06159308,0.13442271,-0.13442272
-3.20260130,0.87433778,-0.87433781,0.08276470,-0.08276471,0.50426741,-0.50426741,0.00001074,-0.00001074,0.00671833,-0.00671833,0.00060492,-0.00060492,0.27807385,-0.27807388,0.06144691,-0.06144691,0.12984459,-0.12984460
-3.19659830,0.85413580,-0.85413582,0.07943962,-0.07943963,0.50061433,-0.50061433,0.00001119,-0.00001119,0.00613619,-0.00613620,0.00067506,-0.00067506,0.25868426,-0.25868429,0.06193868,-0.06193868,0.12559488,-0.12559488
-3.19059530,0.83799076,-0.83799078,0.07647731,-0.07647731,0.49936634,-0.49936633,0.00001172,-0.00001172,0.00560134,-0.00560134,0.00075426,-0.00075426,0.24053307,-0.24053310,0.06312559,-0.06312559,0.12177832,-0.12177833
-3.18459230,0.82642094,-0.82642095,0.07391863,-0.07391864,0.50082747,-0.50082745,0.00001233,-0.00001233,0.00512073,-0.00512073,0.00084308,-0.00084308,0.22373024,-0.22373027,0.06505243,-0.06505242,0.11849017,-0.11849018
-3.17858929,0.81983621,-0.81983620,0.07179307,-0.07179308,0.50524004,-0.50524002,0.00001305,-0.00001305,0.00470019,-0.00470020,0.00094191,-0.00094191,0.20834512,-0.20834514,0.06775037,-0.06775036,0.11581441,-0.11581441
-3.17258629,0.81853101,-0.81853100,0.07011881,-0.07011881,0.51277792,-0.51277789,0.00001389,-0.00001389,0.00434445,-0.00434445,0.00105098,-0.00105098,0.19441059,-0.19441061,0.07123607,-0.07123607,0.11382227,-0.11382228
-3.16658329,0.82267993,-0.82267991,0.06890300,-0.06890300,0.52354120,-0.52354117,0.00001487,-0.00001487,0.00405715,-0.00405715,0.00117028,-0.00117028,0.18192809,-0.18192811,0.07551097,-0.07551096,0.11257106,-0.11257107
-3.16058029,0.83233583,-0.83233580,0.06814236,-0.06814236,0.53755272,-0.53755268,0.00001600,-0.00001600,0.00384096,-0.00384096,0.00129956,-0.00129956,0.17087305,-0.17087307,0.08056086,-0.08056085,0.11210326,-0.11210326
-3.15457729,0.84743061,-0.84743057,0.06782389,-0.06782389,0.55475640,-0.55475635,0.00001729,-0.00001729,0.00369769,-0.00369770,0.00143830,-0.00143830,0.16120053,-0.16120055,0.08635581,-0.08635580,0.11244590,-0.11244590
-3.14857429,0.86777852,-0.86777848,0.06792572,-0.06792572,0.57501772,-0.57501767,0.00001875,-0.00001875,0.00362836,-0.00362836,0.00158570,-0.00158570,0.15285058,-0.15285060,0.09285040,-0.09285039,0.11361032,-0.11361032
-3.14257129,0.89308218,-0.89308213,0.06841812,-0.06841812,0.59812636,-0.59812631,0.00002041,-0.00002041,0.00363328,-0.00363328,0.00174069,-0.00174069,0.14575323,-0.14575324,0.09998438,-0.09998437,0.11559211,-0.11559211
-3.13656828,0.92294104,-0.92294098,0.06926452,-0.06926452,0.62380109,-0.62380103,0.00002228,-0.00002228,0.00371222,-0.00371222,0.00190195,-0.00190195,0.13983274,-0.13983275,0.10768366,-0.10768365,0.11837144,-0.11837143
-3.13056528,0.95686249,-0.95686242,0.07042268,-0.07042268,0.65169700,-0.65169694,0.00002436,-0.00002436,0.00386441,-0.00386441,0.00206789,-0.00206789,0.13501112,-0.13501113,0.11586177,-0.11586176,0.12191366,-0.12191365
-3.12456228,0.99427524,-0.99427517,0.07184583,-0.07184583,0.68141490,-0.68141484,0.00002667,-0.00002667,0.00408865,-0.00408865,0.00223676,-0.00223676,0.13121076,-0.13121077,0.12442176,-0.12442175,0.12617019,-0.12617019
-3.11855928,1.03454501,-1.03454493,0.07348385,-0.07348385,0.71251276,-0.71251269,0.00002924,-0.00002924,0.00438336,-0.00438336,0.00240664,-0.00240664,0.12835621,-0.12835621,0.13325842,-0.13325841,0.13107971,-0.13107971
-3.11255628,1.07699196,-1.07699188,0.07528453,-0.07528453,0.74451892,-0.74451885,0.00003207,-0.00003207,0.00474660,-0.00474660,0.00257554,-0.00257554,0.12637515,-0.12637516,0.14226090,-0.14226089,0.13656957,-0.13656957
-3.10655328,1.12090972,-1.12090964,0.07719474,-0.07719474,0.77694669,-0.77694662,0.00003520,-0.00003520,0.00517610,-0.00517610,0.00274146,-0.00274146,0.12519875,-0.12519875,0.15131563,-0.15131561,0.14255750,-0.14255750
-3.10055028,1.16558528,-1.16558520,0.07916170,-0.07916170,0.80930979,-0.80930972,0.00003865,-0.00003865,0.00566927,-0.00566927,0.00290246,-0.00290246,0.12476132,-0.12476132,0.16030935,-0.16030934,0.14895349,-0.14895349
-3.09454727,1.21031924,-1.21031916,0.08113413,-0.08113413,0.84113814,-0.84113807,0.00004245,-0.00004245,0.00622320,-0.00622320,0.00305675,-0.00305675,0.12499974,-0.12499974,0.16913234,-0.16913233,0.15566183,-0.15566183
-3.08854427,1.25444567,-1.25444559,0.08306340,-0.08306340,0.87199331,-0.87199324,0.00004665,-0.00004665,0.00683463,-0.00683463,0.00320275,-0.00320275,0.12585255,-0.12585255,0.17768144,-0.17768143,0.16258329,-0.16258329
-3.08254127,1.29735079,-1.29735072,0.08490460,-0.08490460,0.90148292,-0.90148286,0.00005129,-0.00005129,0.00749997,-0.00749997,0.00333919,-0.00333919,0.12725899,-0.12725900,0.18586299,-0.18586298,0.16961733,-0.16961733
-3.07653827,1.33848980,-1.33848973,0.08661748,-0.08661749,0.92927343,-0.92927337,0.00005642,-0.00005642,0.00821528,-0.00821528,0.00346515,-0.00346515,0.12915818,-0.12915818,0.19359537,-0.19359536,0.17666430,-0.17666430
-3.07053527,1.37740097,-1.37740091,0.08816734,-0.08816735,0.95510047,-0.95510041,0.00006211,-0.00006211,0.00897624,-0.00897624,0.00358013,-0.00358013,0.13148838,-0.13148838,0.20081107,-0.20081106,0.18362754,-0.18362754
-3.06453227,1.41371649,-1.41371643,0.08952563,-0.08952563,0.97877645,-0.97877640,0.00006841,-0.00006841,0.00977817,-0.00977817,0.00368406,-0.00368406,0.13418664,-0.13418664,0.20745820,-0.20745820,0.19041541,-0.19041541
-3.05852926,1.44716931,-1.44716925,0.09067046,-0.09067046,1.00019475,-1.00019470,0.00007541,-0.00007541,0.01061602,-0.01061602,0.00377735,-0.00377735,0.13718871,-0.13718872,0.21350125,-0.21350125,0.19694299,-0.19694299
-3.05252626,1.47759591,-1.47759586,0.09158687,-0.09158687,1.01933035,-1.01933030,0.00008317,-0.00008317,0.01148440,-0.01148440,0.00386084,-0.00386084,0.14042935,-0.14042935,0.21892116,-0.21892116,0.20313358,-0.20313358
-3.04652326,1.50493453,-1.50493448,0.09226687,-0.09226687,1.03623678,-1.03623673,0.00009178,-0.00009178,0.01237759,-0.01237759,0.00393581,-0.00393581,0.14384290,-0.14384290,0.22371461,-0.22371460,0.20891991,-0.20891990
-3.04052026,1.52921905,-1.52921901,0.09270925,-0.09270926,1.05103950,-1.05103945,0.00010129,-0.00010129,0.01328958,-0.01328958,0.00400394,-0.00400394,0.14736424,-0.14736424,0.22789258,-0.22789258,0.21424490,-0.21424490
-3.03451726,1.55056888,-1.55056884,0.09291921,-0.09291922,1.06392592,-1.06392588,0.00011177,-0.00011177,0.01421411,-0.01421411,0.00406722,-0.00406722,0.15092991,-0.15092990,0.23147832,-0.23147832,0.21906215,-0.21906215
-3.02851426,1.56917512,-1.56917509,0.09290769,-0.09290769,1.07513267,-1.07513263,0.00012329,-0.00012329,0.01514476,-0.01514476,0.00412790,-0.00412790,0.15447933,-0.15447932,0.23450465,-0.23450465,0.22333601,-0.22333601
-3.02251126,1.58528402,-1.58528399,0.09269061,-0.09269061,1.08493060,-1.08493057,0.00013588,-0.00013588,0.01607498,-0.01607498,0.00418839,-0.00418839,0.15795616,-0.15795616,0.23701102,-0.23701102,0.22704126,-0.22704126
-3.01650825,1.59917833,-1.59917830,0.09228794,-0.09228794,1.09360848,-1.09360844,0.00014956,-0.00014956,0.01699821,-0.01699821,0.00425114,-0.00425114,0.16130956,-0.16130956,0.23904024,-0.23904024,0.23016256,-0.23016256
-3.01050525,1.61115770,-1.61115767,0.09172263,-0.09172263,1.10145598,-1.10145595,0.00016434,-0.00016434,0.01790798,-0.01790798,0.00431861,-0.00431861,0.16449528,-0.16449527,0.24063529,-0.24063530,0.23269352,-0.23269352
-3.00450225,1.62151912,-1.62151909,0.09101955,-0.09101956,1.10874715,-1.10874712,0.00018017,-0.00018017,0.01879800,-0.01879800,0.00439310,-0.00439310,0.16747656,-0.16747656,0.24183625,-0.24183626,0.23463566,-0.23463566
-2.99849925,1.63053842,-1.63053839,0.09020440,-0.09020441,1.11572494,-1.11572491,0.00019701,-0.00019701,0.01966228,-0.01966228,0.00447673,-0.00447673,0.17022479,-0.17022479,0.24267759,-0.24267760,0.23599714,-0.23599714
-2.99249625,1.63845388,-1.63845385,0.08930264,-0.08930265,1.12258781,-1.12258778,0.00021474,-0.00021474,0.02049525,-0.02049525,0.00457131,-0.00457131,0.17271979,-0.17271978,0.24318602,-0.24318603,0.23679145,-0.23679145
-2.98649325,1.64545266,-1.64545263,0.08833855,-0.08833856,1.12947898,-1.12947894,0.00023325,-0.00023325,0.02129189,-0.02129189,0.00467832,-0.00467832,0.17494975,-0.17494974,0.24337898,-0.24337899,0.23703616,-0.23703616
-2.98049025,1.65166090,-1.65166086,0.08733442,-0.08733443,1.13647887,-1.13647884,0.00025236,-0.00025236,0.02204788,-0.02204788,0.00479884,-0.00479884,0.17691091,-0.17691090,0.24326385,-0.24326386,0.23675164,-0.23675164
-2.97448724,1.65713772,-1.65713769,0.08630989,-0.08630989,1.14360114,-1.14360110,0.00027186,-0.00027186,0.02275963,-0.02275963,0.00493356,-0.00493356,0.17860682,-0.17860681,0.24283798,-0.24283799,0.23596003,-0.23596003
