energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-5.81990995,1.37096416,0.00181782,0.15600455,0.19301127,0.73970174,0.00000000,0.53622109,0.42712013
-5.81390695,1.44400845,0.00193322,0.15824883,0.20056369,0.78664606,0.00000000,0.57170397,0.44942988
-5.80790395,1.51458796,0.00204927,0.16043873,0.20765238,0.83259328,0.00000000,0.60578830,0.47062571
-5.80190095,1.58148644,0.00216380,0.16249826,0.21413575,0.87682457,0.00000000,0.63791756,0.49032797
-5.79589795,1.64353675,0.00227480,0.16435343,0.21989151,0.91863673,0.00000000,0.66755875,0.50818039
-5.78989495,1.69965972,0.00238044,0.16593486,0.22481990,0.95736564,0.00000000,0.69422012,0.52386193
-5.78389195,1.74890250,0.00247912,0.16718049,0.22884635,0.99241009,0.00000000,0.71746854,0.53709817
-5.77788894,1.79047477,0.00256956,0.16803824,0.23192360,1.02325484,0.00000000,0.73694564,0.54767155
-5.77188594,1.82378102,0.00265081,0.16846846,0.23403321,1.04949183,0.00000000,0.75238201,0.55543018
-5.76588294,1.84844732,0.00272234,0.16844610,0.23518624,1.07083849,0.00000000,0.76360876,0.56029458
-5.75987994,1.86434103,0.00278402,0.16796238,0.23542327,1.08715210,0.00000000,0.77056571,0.56226215
-5.75387694,1.87158222,0.00283617,0.16702593,0.23481345,1.09843924,0.00000000,0.77330594,0.56140889
-5.74787394,1.87054596,0.00287957,0.16566322,0.23345287,1.10485988,0.00000000,0.77199608,0.55788845
-5.74187094,1.86185493,0.00291539,0.16391824,0.23146196,1.10672532,0.00000000,0.76691256,0.55192827
-5.73586793,1.84636237,0.00294525,0.16185145,0.22898226,1.10449023,0.00000000,0.75843354,0.54382296
-5.72986493,1.82512590,0.00297109,0.15953798,0.22617236,1.09873851,0.00000000,0.74702708,0.53392526
-5.72386193,1.79937295,0.00299517,0.15706507,0.22320346,1.09016385,0.00000000,0.73323586,0.52263477
-5.71785893,1.77045940,0.00301998,0.15452902,0.22025429,1.07954532,0.00000000,0.71765919,0.51038499
-5.71185593,1.73982291,0.00304818,0.15203155,0.21750600,1.06771939,0.00000000,0.70093295,0.49762923
-5.70585293,1.70893315,0.00308250,0.14967593,0.21513684,1.05554930,0.00000000,0.68370851,0.48482595
-5.69984992,1.67924098,0.00312566,0.14756296,0.21331707,1.04389334,0.00000000,0.66663140,0.47242410
-5.69384692,1.65212895,0.00318031,0.14578702,0.21220426,1.03357337,0.00000000,0.65032084,0.46084919
-5.68784392,1.62886521,0.00324895,0.14443240,0.21193915,1.02534518,0.00000000,0.63535075,0.45049059
-5.68184092,1.61056294,0.00333389,0.14357003,0.21264219,1.01987187,0.00000000,0.62223334,0.44169052
-5.67583792,1.59814701,0.00343714,0.14325489,0.21441112,1.01770170,0.00000000,0.61140569,0.43473529
-5.66983492,1.59232929,0.00356048,0.14352414,0.21731942,1.01925120,0.00000000,0.60321993,0.42984890
-5.66383192,1.59359347,0.00370537,0.14439600,0.22141596,1.02479438,0.00000000,0.59793733,0.42718933
-5.65782891,1.60218988,0.00387299,0.14586967,0.22672559,1.03445845,0.00000000,0.59572627,0.42684747
-5.65182591,1.61814012,0.00406425,0.14792601,0.23325080,1.04822597,0.00000000,0.59666415,0.42884865
-5.64582291,1.64125104,0.00427985,0.15052911,0.24097427,1.06594334,0.00000000,0.60074280,0.43315647
-5.63981991,1.67113682,0.00452032,0.15362858,0.24986205,1.08733485,0.00000000,0.60787694,0.43967869
-5.63381691,1.70724786,0.00478607,0.15716247,0.25986734,1.11202142,0.00000000,0.61791514,0.44827474
-5.62781391,1.74890447,0.00507747,0.16106063,0.27093435,1.13954296,0.00000000,0.63065235,0.45876432
-5.62181091,1.79533357,0.00539492,0.16524831,0.28300220,1.16938297,0.00000000,0.64584348,0.47093662
-5.61580790,1.84570615,0.00573890,0.16964982,0.29600849,1.20099397,0.00000000,0.66321698,0.48455970
-5.60980490,1.89917359,0.00611002,0.17419202,0.30989223,1.23382243,0.00000000,0.68248779,0.49938939
-5.60380190,1.95490083,0.00650911,0.17880751,0.32459602,1.26733188,0.00000000,0.70336888,0.51517751
-5.59779890,2.01209501,0.00693718,0.18343729,0.34006722,1.30102298,0.00000000,0.72558093,0.53167889
-5.59179590,2.07002813,0.00739551,0.18803280,0.35625806,1.33444977,0.00000000,0.74885969,0.54865699
-5.58579290,2.12805318,0.00788557,0.19255717,0.37312465,1.36723136,0.00000000,0.77296064,0.56588810
-5.57978989,2.18561329,0.00840909,0.19698585,0.39062496,1.39905879,0.00000000,0.79766125,0.58316398
-5.57378689,2.24224421,0.00896796,0.20130630,0.40871588,1.42969711,0.00000000,0.82276066,0.60029311
-5.56778389,2.29757071,0.00956422,0.20551712,0.42734963,1.45898299,0.00000000,0.84807722,0.61710070
-5.56178089,2.35129785,0.01020001,0.20962647,0.44646968,1.48681843,0.00000000,0.87344446,0.63342789
-5.55577789,2.40319855,0.01087751,0.21365004,0.46600670,1.51316151,0.00000000,0.89870583,0.64913017
-5.54977489,2.45309888,0.01159887,0.21760871,0.48587456,1.53801501,0.00000000,0.92370909,0.66407566
-5.54377189,2.50086258,0.01236615,0.22152597,0.50596710,1.56141413,0.00000000,0.94830078,0.67814340
-5.53776888,2.54637638,0.01318126,0.22542543,0.52615559,1.58341420,0.00000000,0.97232147,0.69122205
-5.53176588,2.58953726,0.01404588,0.22932841,0.54628748,1.60407943,0.00000000,0.99560241,0.70320909
-5.52576288,2.63024275,0.01496140,0.23325187,0.56618632,1.62347342,0.00000000,1.01796371,0.71401080
-5.51975988,2.66838497,0.01592885,0.23720675,0.58565327,1.64165202,0.00000000,1.03921458,0.72354301
-5.51375688,2.70384841,0.01694879,0.24119671,0.60446993,1.65865895,0.00000000,1.05915553,0.73173253
-5.50775388,2.73651165,0.01802126,0.24521747,0.62240257,1.67452393,0.00000000,1.07758244,0.73851916
-5.50175088,2.76625213,0.01914566,0.24925660,0.63920759,1.68926350,0.00000000,1.09429236,0.74385801
-5.49574787,2.79295341,0.02032061,0.25329374,0.65463789,1.70288370,0.00000000,1.10909036,0.74772199
-5.48974487,2.81651374,0.02154388,0.25730133,0.66844988,1.71538430,0.00000000,1.12179725,0.75010391
-5.48374187,2.83685470,0.02281220,0.26124551,0.68041078,1.72676360,0.00000000,1.13225726,0.75101816
-5.47773887,2.85392891,0.02412116,0.26508726,0.69030586,1.73702316,0.00000000,1.14034530,0.75050153
-5.47173587,2.86772551,0.02546505,0.26878374,0.69794517,1.74617173,0.00000000,1.14597305,0.74861297
-5.46573287,2.87827274,0.02683669,0.27228947,0.70316956,1.75422759,0.00000000,1.14909354,0.74543225
-5.45972986,2.88563690,0.02822738,0.27555753,0.70585557,1.76121903,0.00000000,1.14970361,0.74105739
-5.45372686,2.88991749,0.02962678,0.27854063,0.70591913,1.76718257,0.00000000,1.14784426,0.73560092
-5.44772386,2.89123877,0.03102288,0.28119188,0.70331771,1.77215887,0.00000000,1.14359852,0.72918523
-5.44172086,2.88973801,0.03240201,0.28346553,0.69805118,1.77618670,0.00000000,1.13708714,0.72193710
-5.43571786,2.88555150,0.03374893,0.28531738,0.69016108,1.77929515,0.00000000,1.12846230,0.71398184
-5.42971486,2.87879913,0.03504703,0.28670517,0.67972870,1.78149497,0.00000000,1.11789953,0.70543745
-5.42371186,2.86956905,0.03627852,0.28758875,0.66687190,1.78276954,0.00000000,1.10558872,0.69640899
-5.41770885,2.85790344,0.03742480,0.28793033,0.65174111,1.78306642,0.00000000,1.09172437,0.68698370
-5.41170585,2.84378687,0.03846683,0.28769465,0.63451459,1.78229039,0.00000000,1.07649605,0.67722720
-5.40570285,2.82713826,0.03938566,0.28684936,0.61539337,1.78029853,0.00000000,1.06007953,0.66718095
-5.39969985,2.80780740,0.04016289,0.28536534,0.59459598,1.77689820,0.00000000,1.04262909,0.65686124
-5.39369685,2.78557667,0.04078130,0.28321741,0.57235340,1.77184827,0.00000000,1.02427166,0.64625983
-5.38769385,2.76016813,0.04122535,0.28038498,0.54890422,1.76486393,0.00000000,1.00510302,0.63534614
-5.38169085,2.73125601,0.04148181,0.27685301,0.52449044,1.75562504,0.00000000,0.98518636,0.62407105
-5.37568784,2.69848405,0.04154022,0.27261308,0.49935375,1.74378784,0.00000000,0.96455321,0.61237202
-5.36968484,2.66148700,0.04139334,0.26766443,0.47373255,1.72899949,0.00000000,0.94320682,0.60017927
-5.36368184,2.61991505,0.04103755,0.26201514,0.44785970,1.71091498,0.00000000,0.92112753,0.58742274
-5.35767884,2.57346020,0.04047304,0.25568319,0.42196083,1.68921523,0.00000000,0.89828006,0.57403946
-5.35167584,2.52188280,0.03970397,0.24869742,0.39625335,1.66362586,0.00000000,0.87462203,0.55998093
-5.34567284,2.46503718,0.03873843,0.24109822,0.37094590,1.63393530,0.00000000,0.85011336,0.54522010
-5.33966983,2.40289463,0.03758830,0.23293801,0.34623822,1.60001144,0.00000000,0.82472586,0.52975770
-5.33366683,2.33556275,0.03626898,0.22428139,0.32232126,1.56181590,0.00000000,0.79845251,0.51362745
-5.32766383,2.26329978,0.03479897,0.21520484,0.29937743,1.51941500,0.00000000,0.77131584,0.49690002
-5.32166083,2.18652321,0.03319940,0.20579612,0.27758092,1.47298689,0.00000000,0.74337495,0.47968541
-5.31565783,2.10581207,0.03149340,0.19615322,0.25709785,1.42282440,0.00000000,0.71473069,0.46213374
-5.30965483,2.02190253,0.02970555,0.18638293,0.23808629,1.36933325,0.00000000,0.68552874,0.44443426
-5.30365183,1.93567691,0.02786115,0.17659904,0.22069596,1.31302574,0.00000000,0.65596037,0.42681263
-5.29764882,1.84814628,0.02598557,0.16692024,0.20506767,1.25451008,0.00000000,0.62626074,0.40952656
-5.29164582,1.76042737,0.02410368,0.15746775,0.19133225,1.19447561,0.00000000,0.59670487,0.39285984
-5.28564282,1.67371434,0.02223917,0.14836276,0.17960920,1.13367474,0.00000000,0.56760137,0.37711503
-5.27963982,1.58924664,0.02041412,0.13972367,0.17000485,1.07290205,0.00000000,0.53928410,0.36260491
-5.27363682,1.50827386,0.01864849,0.13166341,0.16261009,1.01297153,0.00000000,0.51210226,0.34964306
-5.26763382,1.43201887,0.01695983,0.12428659,0.15749782,0.95469275,0.00000000,0.48640916,0.33853378
-5.26163082,1.36164047,0.01536302,0.11768691,0.15471998,0.89884681,0.00000000,0.46255025,0.32956159
-5.25562781,1.29819682,0.01387008,0.11194461,0.15430450,0.84616309,0.00000000,0.44085068,0.32298078
-5.24962481,1.24261089,0.01249016,0.10712419,0.15625200,0.79729738,0.00000000,0.42160323,0.31900526
-5.24362181,1.19563906,0.01122954,0.10327241,0.16053263,0.75281248,0.00000000,0.40505671,0.31779904
-5.23761881,1.15784399,0.01009172,0.10041668,0.16708313,0.71316151,0.00000000,0.39140555,0.31946770
-5.23161581,1.12957264,0.00907761,0.09856376,0.17580419,0.67867483,0.00000000,0.38078094,0.32405123
-5.22561281,1.11094042,0.00818572,0.09769908,0.18655856,0.64955076,0.00000000,0.37324377,0.33151848
-5.21960980,1.10182194,0.00741244,0.09778643,0.19916982,0.62585049,0.00000000,0.36877989,0.34176357
-5.21360680,1.10184895,0.00675228,0.09876829,0.21342226,0.60749720,0.00000000,0.36729771,0.35460450
-5.20760380,1.11041571,0.00619821,0.10056666,0.22906192,0.59427958,0.00000000,0.36862837,0.36978412
-5.20160080,1.12669187,0.00574193,0.10308456,0.24579887,0.58585935,0.00000000,0.37252860,0.38697365
-5.19559780,1.14964260,0.00537417,0.10620800,0.26331104,0.58178286,0.00000000,0.37868613,0.40577865
-5.18959480,1.17805560,0.00508500,0.10980863,0.28124935,0.58149608,0.00000000,0.38672755,0.42574758
-5.18359180,1.21057431,0.00486411,0.11374676,0.29924430,0.58436268,0.00000000,0.39622844,0.44638264
-5.17758879,1.24573638,0.00470104,0.11787494,0.31691384,0.58968458,0.00000000,0.40672543,0.46715264
-5.17158579,1.28201619,0.00458548,0.12204178,0.33387221,0.59672426,0.00000000,0.41772981,0.48750765
-5.16558279,1.31787013,0.00450742,0.12609609,0.34973970,0.60472815,0.00000000,0.42874218,0.50689479
-5.15957979,1.35178318,0.00445741,0.12989105,0.36415275,0.61295034,0.00000000,0.43926769,0.52477476
-5.15357679,1.38231505,0.00442671,0.13328840,0.37677412,0.62067580,0.00000000,0.44883132,0.54063842
-5.14757379,1.40814433,0.00440741,0.13616244,0.38730278,0.62724233,0.00000000,0.45699258,0.55402283
-5.14157079,1.42810908,0.00439262,0.13840364,0.39548287,0.63206063,0.00000000,0.46335914,0.56452612
-5.13556778,1.44124228,0.00437651,0.13992189,0.40111161,0.63463171,0.00000000,0.46759887,0.57182054
-5.12956478,1.44680089,0.00435440,0.14064909,0.40404551,0.63456113,0.00000000,0.46944986,0.57566324
-5.12356178,1.44428753,0.00432280,0.14054102,0.40420484,0.63156973,0.00000000,0.46872797,0.57590422
-5.11755878,1.43346396,0.00427943,0.13957859,0.40157591,0.62550049,0.00000000,0.46533184,0.57249125
-5.11155578,1.41435600,0.00422321,0.13776815,0.39621126,0.61632136,0.00000000,0.45924499,0.56547155
-5.10555278,1.38724996,0.00415421,0.13514108,0.38822754,0.60412428,0.00000000,0.45053519,0.55499005
-5.09954977,1.35268078,0.00407361,0.13175262,0.37780135,0.58912027,0.00000000,0.43935107,0.54128464
-5.09354677,1.31141270,0.00398360,0.12767993,0.36516312,0.57163124,0.00000000,0.42591628,0.52467832
-5.08754377,1.26441337,0.00388729,0.12301968,0.35058941,0.55207873,0.00000000,0.41052142,0.50556895
-5.08154077,1.21282259,0.00378858,0.11788496,0.33439383,0.53097021,0.00000000,0.39351424,0.48441682
-5.07553777,1.15791707,0.00369206,0.11240200,0.31691714,0.50888346,0.00000000,0.37528844,0.46173074
-5.06953477,1.10107273,0.00360282,0.10670658,0.29851692,0.48644978,0.00000000,0.35627172,0.43805319
-5.06353177,1.04372582,0.00352633,0.10094033,0.27955710,0.46433638,0.00000000,0.33691327,0.41394509
-5.05752876,0.98733430,0.00346829,0.09524712,0.26039790,0.44322882,0.00000000,0.31767154,0.38997079
-5.05152576,0.93334076,0.00343448,0.08976958,0.24138653,0.42381370,0.00000000,0.29900230,0.36668379
-5.04552276,0.88313782,0.00343060,0.08464586,0.22284876,0.40676229,0.00000000,0.28134765,0.34461349
-5.03951976,0.83803686,0.00346212,0.08000669,0.20508182,0.39271525,0.00000000,0.26512604,0.32425359
-5.03351676,0.79924069,0.00353416,0.07597282,0.18834863,0.38226876,0.00000000,0.25072365,0.30605201
-5.02751376,0.76782053,0.00365136,0.07265289,0.17287346,0.37596229,0.00000000,0.23848713,0.29040284
-5.02151076,0.74469738,0.00381776,0.07014164,0.15883899,0.37426797,0.00000000,0.22871779,0.27764008
-5.01550775,0.73062801,0.00403672,0.06851856,0.14638483,0.37758182,0.00000000,0.22166727,0.26803344
-5.00950475,0.72619519,0.00431077,0.06784692,0.13560724,0.38621669,0.00000000,0.21753465,0.26178581
-5.00350175,0.73180218,0.00464164,0.06817315,0.12655995,0.40039702,0.00000000,0.21646475,0.25903262
-4.99749875,0.74767114,0.00503012,0.06952658,0.11925607,0.42025540,0.00000000,0.21854781,0.25984265
-4.99149575,0.77384527,0.00547607,0.07191949,0.11367061,0.44583091,0.00000000,0.22382019,0.26422033
-4.98549275,0.81019435,0.00597840,0.07534746,0.10974383,0.47706944,0.00000000,0.23226617,0.27210934
-4.97948974,0.85642365,0.00653508,0.07979000,0.10738491,0.51382568,0.00000000,0.24382065,0.28339726
-4.97348674,0.91208578,0.00714315,0.08521147,0.10647609,0.55586727,0.00000000,0.25837276,0.29792129
-4.96748374,0.97659542,0.00779881,0.09156227,0.10687699,0.60288063,0.00000000,0.27577022,0.31547479
-4.96148074,1.04924672,0.00849744,0.09878025,0.10842911,0.65447883,0.00000000,0.29582449,0.33581454
-4.95547774,1.12923295,0.00923369,0.10679241,0.11096039,0.71021116,0.00000000,0.31831647,0.35866863
-4.94947474,1.21566820,0.01000162,0.11551671,0.11428984,0.76957432,0.00000000,0.34300276,0.38374480
-4.94347174,1.30761053,0.01079475,0.12486413,0.11823207,0.83202497,0.00000000,0.36962231,0.41073908
-4.93746873,1.40408613,0.01160622,0.13474080,0.12260177,0.89699319,0.00000000,0.39790321,0.43934452
-4.93146573,1.50411373,0.01242887,0.14505013,0.12721806,0.96389660,0.00000000,0.42756952,0.46925987
-4.92546273,1.60672850,0.01325538,0.15569494,0.13190857,1.03215431,0.00000000,0.45834784,0.50019795
-4.91945973,1.71100466,0.01407839,0.16657939,0.13651328,1.10120049,0.00000000,0.48997332,0.53189343
-4.91345673,1.81607584,0.01489058,0.17761071,0.14088800,1.17049662,0.00000000,0.52219497,0.56410982
-4.90745373,1.92115249,0.01568477,0.18870059,0.14490735,1.23954209,0.00000000,0.55477978,0.59664550
-4.90145073,2.02553550,0.01645400,0.19976613,0.14846726,1.30788255,0.00000000,0.58751572,0.62933839
-4.89544772,2.12862547,0.01719159,0.21073034,0.15148675,1.37511552,0.00000000,0.62021325,0.66206931
-4.88944472,2.22992737,0.01789120,0.22152216,0.15390913,1.44089321,0.00000000,0.65270522,0.69476375
-4.88344172,2.32905017,0.01854687,0.23207594,0.15570234,1.50492221,0.00000000,0.68484536,0.72739200
-4.87743872,2.42570192,0.01915300,0.24233052,0.15685858,1.56696033,0.00000000,0.71650523,0.75996780
-4.87143572,2.51968040,0.01970444,0.25222790,0.15739317,1.62681073,0.00000000,0.74757004,0.79254533
-4.86543272,2.61086017,0.02019645,0.26171164,0.15734255,1.68431389,0.00000000,0.77793336,0.82521495
-4.85942971,2.69917681,0.02062473,0.27072520,0.15676178,1.73933803,0.00000000,0.80749152,0.85809769
-4.85342671,2.78460951,0.02098543,0.27921026,0.15572127,1.79176858,0.00000000,0.83613767,0.89133888
-4.84742371,2.86716297,0.02127516,0.28710531,0.15430319,1.84149768,0.00000000,0.86375637,0.92510110
-4.84142071,2.94685003,0.02149101,0.29434461,0.15259744,1.88841429,0.00000000,0.89021898,0.95955683
-4.83541771,3.02367584,0.02163062,0.30085765,0.15069759,1.93239574,0.00000000,0.91538032,0.99488098
-4.82941471,3.09762473,0.02169213,0.30656929,0.14869673,1.97330142,0.00000000,0.93907702,1.03124371
-4.82341171,3.16865041,0.02167434,0.31140061,0.14668355,2.01096892,0.00000000,0.96112779,1.06880363
-4.81740870,3.23666995,0.02157663,0.31527048,0.14473874,2.04521298,0.00000000,0.98133577,1.10770163
-4.81140570,3.30156184,0.02139914,0.31809783,0.14293191,2.07582743,0.00000000,0.99949291,1.14805545
-4.80540270,3.36316784,0.02114268,0.31980453,0.14131898,2.10258979,0.00000000,1.01538629,1.18995505
-4.79939970,3.42129842,0.02080889,0.32031874,0.13994045,2.12526838,0.00000000,1.02880613,1.23345879
-4.79339670,3.47574104,0.02040020,0.31957852,0.13882020,2.14363142,0.00000000,1.03955490,1.27859048
-4.78739370,3.52627057,0.01991984,0.31753551,0.13796518,2.15745745,0.00000000,1.04745730,1.32533706
-4.78139070,3.57266089,0.01937190,0.31415843,0.13736585,2.16654644,0.00000000,1.05237022,1.37364703
-4.77538769,3.61469673,0.01876123,0.30943622,0.13699719,2.17073094,0.00000000,1.05419238,1.42342940
-4.76938469,3.65218498,0.01809344,0.30338054,0.13682055,2.16988650,0.00000000,1.05287284,1.47455312
-4.76338169,3.68496451,0.01737482,0.29602750,0.13678585,2.16394087,0.00000000,1.04841791,1.52684693
-4.75737869,3.71291404,0.01661227,0.28743844,0.13683438,2.15288142,0.00000000,1.04089609,1.58009954
-4.75137569,3.73595745,0.01581315,0.27769983,0.13690176,2.13676049,0.00000000,1.03044053,1.63406017
-4.74537269,3.75406652,0.01498518,0.26692202,0.13692119,2.11569848,0.00000000,1.01724894,1.68843937
-4.73936968,3.76726085,0.01413634,0.25523715,0.13682670,2.08988459,0.00000000,1.00158078,1.74291019
-4.73336668,3.77560536,0.01327464,0.24279611,0.13655630,2.05957533,0.00000000,0.98375190,1.79710975
-4.72736368,3.77920548,0.01240805,0.22976488,0.13605495,2.02509094,0.00000000,0.96412671,1.85064131
-4.72136068,3.77820079,0.01154431,0.21632025,0.13527719,1.98681010,0.00000000,0.94310836,1.90307681
-4.71535768,3.77275731,0.01069082,0.20264528,0.13418933,1.94516308,0.00000000,0.92112715,1.95396010
-4.70935468,3.76305935,0.00985449,0.18892463,0.13277124,1.90062385,0.00000000,0.89862791,2.00281088
-4.70335168,3.74930125,0.00904165,0.17534003,0.13101744,1.85370131,0.00000000,0.87605666,2.04912942
-4.69734867,3.73167972,0.00825793,0.16206602,0.12893769,1.80493014,0.00000000,0.85384726,2.09240221
-4.69134567,3.71038708,0.00750825,0.14926612,0.12655696,1.75486128,0.00000000,0.83240852,2.13210850
-4.68534267,3.68560595,0.00679670,0.13708970,0.12391476,1.70405252,0.00000000,0.81211228,2.16772784
-4.67933967,3.65750545,0.00612658,0.12566937,0.12106394,1.65305916,0.00000000,0.79328288,2.19874849
-4.67333667,3.62623925,0.00550036,0.11511922,0.11806887,1.60242504,0.00000000,0.77618844,2.22467677
-4.66733367,3.59194530,0.00491971,0.10553362,0.11500330,1.55267392,0.00000000,0.76103421,2.24504718
-4.66133067,3.55474735,0.00438555,0.09698683,0.11194766,1.50430132,0.00000000,0.74795811,2.25943304
-4.65532766,3.51475797,0.00389808,0.08953309,0.10898625,1.45776703,0.00000000,0.73702867,2.26745761
-4.64932466,3.47208284,0.00345686,0.08320721,0.10620411,1.41348811,0.00000000,0.72824523,2.26880509
-4.64332166,3.42682588,0.00306087,0.07802561,0.10368388,1.37183273,0.00000000,0.72154039,2.26323143
-4.63731866,3.37909501,0.00270859,0.07398755,0.10150276,1.33311480,0.00000000,0.71678450,2.25057434
-4.63131566,3.32900787,0.00239809,0.07107660,0.09972950,1.29758942,0.00000000,0.71379197,2.23076209
-4.62531266,3.27669713,0.00212709,0.06926208,0.09842182,1.26544940,0.00000000,0.71232905,2.20382066
-4.61930965,3.22231505,0.00189303,0.06850057,0.09762402,1.23682278,0.00000000,0.71212274,2.16987872
-4.61330665,3.16603660,0.00169318,0.06873727,0.09736522,1.21177146,0.00000000,0.71287055,2.12917005
-4.60730365,3.10806100,0.00152466,0.06990730,0.09765801,1.19029097,0.00000000,0.71425059,2.08203310
-4.60130065,3.04861138,0.00138451,0.07193683,0.09849767,1.17231139,0.00000000,0.71593174,2.02890739
-4.59529765,2.98793222,0.00126975,0.07474408,0.09986210,1.15769940,0.00000000,0.71758349,1.97032657
-4.58929465,2.92628485,0.00117743,0.07824024,0.10171223,1.14626134,0.00000000,0.71888515,1.90690844
-4.58329165,2.86394083,0.00110466,0.08233033,0.10399310,1.13774739,0.00000000,0.71953419,1.83934183
-4.57728864,2.80117372,0.00104865,0.08691401,0.10663552,1.13185653,0.00000000,0.71925347,1.76837097
-4.57128564,2.73824961,0.00100673,0.09188641,0.10955816,1.12824250,0.00000000,0.71779718,1.69477771
-4.56528264,2.67541687,0.00097639,0.09713909,0.11267012,1.12652036,0.00000000,0.71495557,1.61936235
-4.55927964,2.61289599,0.00095528,0.10256106,0.11587383,1.12627384,0.00000000,0.71055817,1.54292383
-4.55327664,2.55087002,0.00094128,0.10803995,0.11906815,1.12706318,0.00000000,0.70447577,1.46624013
-4.54727364,2.48947642,0.00093245,0.11346338,0.12215158,1.12843358,0.00000000,0.69662117,1.39004957
-4.54127064,2.42880109,0.00092708,0.11872044,0.12502554,1.12992401,0.00000000,0.68694875,1.31503405
-4.53526763,2.36887498,0.00092370,0.12370338,0.12759738,1.13107638,0.00000000,0.67545313,1.24180466
-4.52926463,2.30967382,0.00092110,0.12830932,0.12978332,1.13144502,0.00000000,0.66216693,1.17089051
-4.52326163,2.25112120,0.00091827,0.13244215,0.13151093,1.13060620,0.00000000,0.64715798,1.10273091
-4.51725863,2.19309500,0.00091449,0.13601432,0.13272124,1.12816765,0.00000000,0.63052600,1.03767136
-4.51125563,2.13543689,0.00090924,0.13894866,0.13337036,1.12377773,0.00000000,0.61239896,0.97596319
-4.50525263,2.07796459,0.00090227,0.14118003,0.13343052,1.11713423,0.00000000,0.59292925,0.91776681
-4.49924962,2.02048607,0.00089352,0.14265677,0.13289060,1.10799223,0.00000000,0.57228969,0.86315803
-4.49324662,1.96281499,0.00088311,0.14334187,0.13175601,1.09617091,0.00000000,0.55066962,0.81213716
