energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-3.10655328,2.00352410,0.72532539,0.67368634,0.00032116,0.07141425,0.18617692,0.96338873,0.01209525,0.32805478
-3.10055028,1.98407990,0.72300442,0.67801289,0.00030579,0.07002067,0.18514450,0.94969774,0.01219800,0.31439398
-3.09454727,1.96422069,0.72124151,0.68283843,0.00028941,0.06853725,0.18414641,0.93514934,0.01228981,0.30076112
-3.08854427,1.94481650,0.72016947,0.68839273,0.00027228,0.06699717,0.18324295,0.92021498,0.01237312,0.28737272
-3.08254127,1.92664422,0.71990317,0.69486795,0.00025468,0.06543048,0.18248397,0.90532838,0.01245010,0.27441782
-3.07653827,1.91035476,0.72052830,0.70240587,0.00023688,0.06386342,0.18190650,0.89087030,0.01252251,0.26205395
-3.07053527,1.89644694,0.72209227,0.71108755,0.00021917,0.06231785,0.18153290,0.87715618,0.01259155,0.25040469
-3.06453227,1.88524894,0.72459744,0.72092585,0.00020178,0.06081098,0.18136980,0.86442734,0.01265782,0.23955864
-3.05852926,1.87690813,0.72799698,0.73186122,0.00018493,0.05935522,0.18140777,0.85284574,0.01272118,0.22956973
-3.05252626,1.87138949,0.73219360,0.74376102,0.00016883,0.05795837,0.18162173,0.84249262,0.01278083,0.22045888
-3.04652326,1.86848265,0.73704096,0.75642247,0.00015363,0.05662381,0.18197212,0.83337098,0.01283522,0.21221672
-3.04052026,1.86781700,0.74234782,0.76957909,0.00013946,0.05535106,0.18240670,0.82541147,0.01288215,0.20480729
-3.03451726,1.86888415,0.74788458,0.78291040,0.00012642,0.05413628,0.18286305,0.81848166,0.01291883,0.19817249
-3.02851426,1.87106665,0.75339200,0.79605453,0.00011457,0.05297301,0.18327140,0.81239790,0.01294201,0.19223696
-3.02251126,1.87367156,0.75859152,0.80862305,0.00010394,0.05185287,0.18355801,0.80693947,0.01294809,0.18691341
-3.01650825,1.87596737,0.76319681,0.82021745,0.00009454,0.05076638,0.18364858,0.80186416,0.01293327,0.18210784
-3.01050525,1.87722249,0.76692588,0.83044643,0.00008634,0.04970369,0.18347190,0.79692458,0.01289375,0.17772480
-3.00450225,1.87674356,0.76951323,0.83894325,0.00007932,0.04865534,0.18296324,0.79188465,0.01282593,0.17367223
-2.99849925,1.87391191,0.77072139,0.84538226,0.00007341,0.04761290,0.18206764,0.78653527,0.01272651,0.16986587
-2.99249625,1.86821635,0.77035127,0.84949378,0.00006854,0.04656955,0.18074275,0.78070864,0.01259276,0.16623309
-2.98649325,1.85928103,0.76825084,0.85107676,0.00006465,0.04552059,0.17896113,0.77429058,0.01242259,0.16271594
-2.98049025,1.84688691,0.76432169,0.85000843,0.00006165,0.04446371,0.17671198,0.76723027,0.01221476,0.15927345
-2.97448724,1.83098611,0.75852313,0.84625073,0.00005947,0.04339927,0.17400215,0.75954697,0.01196893,0.15588307
-2.96848424,1.81170847,0.75087370,0.83985299,0.00005803,0.04233029,0.17085643,0.75133355,0.01168576,0.15254131
-2.96248124,1.78936018,0.74144999,0.83095104,0.00005724,0.04126250,0.16731709,0.74275647,0.01136691,0.14926349
-2.95647824,1.76441464,0.73038286,0.81976267,0.00005705,0.04020403,0.16344263,0.73405246,0.01101507,0.14608274
-2.95047524,1.73749610,0.71785142,0.80657989,0.00005739,0.03916524,0.15930597,0.72552188,0.01063390,0.14304827
-2.94447224,1.70935709,0.70407503,0.79175835,0.00005819,0.03815820,0.15499194,0.71751910,0.01022792,0.14022304
-2.93846923,1.68085061,0.68930379,0.77570455,0.00005940,0.03719633,0.15059437,0.71044035,0.00980244,0.13768091
-2.93246623,1.65289861,0.67380815,0.75886156,0.00006099,0.03629384,0.14621278,0.70470955,0.00936335,0.13550341
-2.92646323,1.62645818,0.65786819,0.74169396,0.00006290,0.03546520,0.14194893,0.70076261,0.00891701,0.13377621
-2.92046023,1.60248696,0.64176308,0.72467267,0.00006512,0.03472457,0.13790323,0.69903097,0.00847003,0.13258552
-2.91445723,1.58190932,0.62576138,0.70826049,0.00006761,0.03408533,0.13417127,0.69992494,0.00802910,0.13201446
-2.90845423,1.56558452,0.61011252,0.69289888,0.00007036,0.03355955,0.13084059,0.70381746,0.00760080,0.13213954
-2.90245123,1.55427818,0.59503997,0.67899646,0.00007337,0.03315759,0.12798775,0.71102889,0.00719140,0.13302734
-2.89644822,1.54863791,0.58073614,0.66691968,0.00007665,0.03288771,0.12567587,0.72181331,0.00680672,0.13473155
-2.89044522,1.54917372,0.56735942,0.65698575,0.00008021,0.03275578,0.12395262,0.73634686,0.00645199,0.13729039
-2.88444222,1.55624381,0.55503304,0.64945812,0.00008410,0.03276507,0.12284884,0.75471826,0.00613170,0.14072442
-2.87843922,1.57004562,0.54384585,0.64454415,0.00008836,0.03291609,0.12237770,0.77692206,0.00584954,0.14503494
-2.87243622,1.59061227,0.53385465,0.64239511,0.00009308,0.03320654,0.12253447,0.80285452,0.00560834,0.15020286
-2.86643322,1.61781408,0.52508788,0.64310794,0.00009835,0.03363126,0.12329685,0.83231229,0.00541002,0.15618812
-2.86043022,1.65136461,0.51755013,0.64672868,0.00010431,0.03418234,0.12462582,0.86499392,0.00525560,0.16292968
-2.85442721,1.69083087,0.51122726,0.65325709,0.00011112,0.03484916,0.12646696,0.90050411,0.00514523,0.17034603
-2.84842421,1.73564693,0.50609169,0.66265200,0.00011899,0.03561860,0.12875223,0.93836051,0.00507825,0.17833627
-2.84242121,1.78513052,0.50210747,0.67483721,0.00012817,0.03647523,0.13140200,0.97800294,0.00505326,0.18678173
-2.83641821,1.83850176,0.49923483,0.68970746,0.00013895,0.03740153,0.13432746,1.01880481,0.00506819,0.19554798
-2.83041521,1.89490368,0.49743410,0.70713421,0.00015170,0.03837817,0.13743309,1.06008644,0.00512049,0.20448743
-2.82441221,1.95342379,0.49666868,0.72697114,0.00016682,0.03938440,0.14061934,1.10113000,0.00520715,0.21344222
-2.81840920,2.01311634,0.49690713,0.74905894,0.00018481,0.04039833,0.14378529,1.14119569,0.00532490,0.22224760
-2.81240620,2.07302464,0.49812416,0.77322949,0.00020622,0.04139738,0.14683131,1.17953889,0.00547035,0.23073544
-2.80640320,2.13220306,0.50030084,0.79930928,0.00023168,0.04235872,0.14966156,1.21542771,0.00564008,0.23873809
-2.80040020,2.18973817,0.50342388,0.82712201,0.00026192,0.04325971,0.15218638,1.24816064,0.00583078,0.24609232
-2.79439720,2.24476867,0.50748422,0.85649034,0.00029773,0.04407841,0.15432445,1.27708372,0.00603939,0.25264320
-2.78839420,2.29650342,0.51247504,0.88723683,0.00034000,0.04479410,0.15600461,1.30160682,0.00626319,0.25824805
-2.78239120,2.34423733,0.51838942,0.91918417,0.00038967,0.04538772,0.15716745,1.32121846,0.00649987,0.26277998
-2.77638819,2.38736444,0.52521761,0.95215458,0.00044780,0.04584244,0.15776650,1.33549879,0.00674757,0.26613128
-2.77038519,2.42538797,0.53294428,0.98596857,0.00051547,0.04614401,0.15776901,1.34413006,0.00700498,0.26821622
-2.76438219,2.45792672,0.54154570,1.02044310,0.00059382,0.04628125,0.15715635,1.34690449,0.00727127,0.26897339
-2.75837919,2.48471783,0.55098703,1.05538930,0.00068403,0.04624625,0.15592405,1.34372888,0.00754607,0.26836732
-2.75237619,2.50561558,0.56121978,1.09060977,0.00078727,0.04603471,0.15408136,1.33462602,0.00782948,0.26638938
-2.74637319,2.52058627,0.57217962,1.12589575,0.00090466,0.04564594,0.15165045,1.31973258,0.00812187,0.26305796
-2.74037019,2.52969940,0.58378442,1.16102431,0.00103728,0.04508295,0.14866529,1.29929360,0.00842388,0.25841779
-2.73436718,2.53311556,0.59593281,1.19575580,0.00118607,0.04435229,0.14517022,1.27365378,0.00873619,0.25253854
-2.72836418,2.53107146,0.60850321,1.22983181,0.00135182,0.04346382,0.14121822,1.24324578,0.00905944,0.24551261
-2.72236118,2.52386289,0.62135342,1.26297391,0.00153510,0.04243037,0.13686910,1.20857596,0.00939403,0.23745235
-2.71635818,2.51182644,0.63432085,1.29488343,0.00173621,0.04126728,0.13218745,1.17020830,0.00973996,0.22848671
-2.71035518,2.49532091,0.64722351,1.32524255,0.00195511,0.03999191,0.12724069,1.12874682,0.01009672,0.21875744
-2.70435218,2.47470937,0.65986174,1.35371678,0.00219140,0.03862305,0.12209707,1.08481747,0.01046312,0.20841509
-2.69834917,2.45034284,0.67202077,1.37995919,0.00244425,0.03718032,0.11682387,1.03905012,0.01083722,0.19761479
-2.69234617,2.42254640,0.68347413,1.40361621,0.00271234,0.03568357,0.11148566,0.99206128,0.01121620,0.18651223
-2.68634317,2.39160863,0.69398797,1.42433519,0.00299389,0.03415231,0.10614293,0.94443833,0.01159640,0.17525968
-2.68034017,2.35777474,0.70332612,1.44177346,0.00328658,0.03260517,0.10085095,0.89672573,0.01197329,0.16400244
-2.67433717,2.32124392,0.71125596,1.45560868,0.00358758,0.03105946,0.09565888,0.84941380,0.01234155,0.15287570
-2.66833417,2.28217091,0.71755486,1.46555036,0.00389360,0.02953078,0.09060932,0.80293026,0.01269517,0.14200192
-2.66233117,2.24067166,0.72201719,1.47135181,0.00420086,0.02803276,0.08573806,0.75763476,0.01302759,0.13148887
-2.65632816,2.19683278,0.72446148,1.47282241,0.00450522,0.02657691,0.08107418,0.71381654,0.01333192,0.12142818
-2.65032516,2.15072406,0.72473778,1.46983941,0.00480221,0.02517249,0.07664046,0.67169491,0.01360114,0.11189459
-2.64432216,2.10241334,0.72273469,1.46235891,0.00508716,0.02382662,0.07245392,0.63142246,0.01382834,0.10294579
-2.63831916,2.05198285,0.71838602,1.45042538,0.00535530,0.02254437,0.06852665,0.59309061,0.01400702,0.09462277
-2.63231616,1.99954591,0.71167667,1.43417925,0.00560191,0.02132891,0.06486665,0.55673697,0.01413131,0.08695061
-2.62631316,1.94526307,0.70264746,1.41386214,0.00582241,0.02018184,0.06147883,0.52235411,0.01419624,0.07993974
-2.62031016,1.88935668,0.69139884,1.38981933,0.00601255,0.01910340,0.05836601,0.48989917,0.01419797,0.07358738
-2.61430715,1.83212290,0.67809297,1.36249927,0.00616853,0.01809285,0.05552981,0.45930374,0.01413398,0.06787930
-2.60830415,1.77394050,0.66295432,1.33244985,0.00628711,0.01714870,0.05297160,0.43048351,0.01400323,0.06279155
-2.60230115,1.71527585,0.64626838,1.30031159,0.00636574,0.01626908,0.05069321,0.40334738,0.01380625,0.05829233
-2.59629815,1.65668358,0.62837864,1.26680756,0.00640263,0.01545193,0.04869755,0.37780546,0.01354523,0.05434379
-2.59029515,1.59880281,0.60968171,1.23273051,0.00639687,0.01469531,0.04698911,0.35377574,0.01322396,0.05090368
-2.58429215,1.54234902,0.59062061,1.19892730,0.00634839,0.01399748,0.04557421,0.33118934,0.01284782,0.04792692
-2.57828914,1.48810160,0.57167642,1.16628107,0.00625806,0.01335709,0.04446114,0.30999409,0.01242362,0.04536699
-2.57228614,1.43688764,0.55335846,1.13569165,0.00612757,0.01277325,0.04366007,0.29015648,0.01195946,0.04317715
-2.56628314,1.38956242,0.53619306,1.10805466,0.00595946,0.01224549,0.04318282,0.27166208,0.01146448,0.04131142
-2.56028014,1.34698727,0.52071138,1.08423986,0.00575699,0.01177379,0.04304249,0.25451452,0.01094866,0.03972551
-2.55427714,1.31000559,0.50743646,1.06506933,0.00552407,0.01135849,0.04325289,0.23873320,0.01042252,0.03837743
-2.54827414,1.27941781,0.49686978,1.05129600,0.00526510,0.01100015,0.04382787,0.22435012,0.00989682,0.03722811
-2.54227114,1.25595611,0.48947781,1.04358307,0.00498486,0.01069948,0.04478055,0.21140576,0.00938229,0.03624182
-2.53626813,1.24025977,0.48567875,1.04248495,0.00468835,0.01045711,0.04612244,0.19994468,0.00888935,0.03538645
-2.53026513,1.23285196,0.48582993,1.04843007,0.00438064,0.01027352,0.04786246,0.19001071,0.00842779,0.03463376
-2.52426213,1.23411873,0.49021623,1.06170618,0.00406676,0.01014880,0.05000599,0.18164232,0.00800655,0.03395953
-2.51825913,1.24429084,0.49903973,1.08244844,0.00375151,0.01008257,0.05255385,0.17486810,0.00763353,0.03334361
-2.51225613,1.26342919,0.51241117,1.11063078,0.00343941,0.01007381,0.05550132,0.16970275,0.00731533,0.03276992
-2.50625313,1.29141430,0.53034333,1.14606082,0.00313453,0.01012078,0.05883724,0.16614371,0.00705718,0.03222638
-2.50025013,1.32794035,0.55274667,1.18837863,0.00284046,0.01022092,0.06254316,0.16416845,0.00686279,0.03170473
-2.49424712,1.37251411,0.57942754,1.23705957,0.00256027,0.01037085,0.06659272,0.16373269,0.00673429,0.03120034
-2.48824412,1.42445898,0.61008902,1.29142129,0.00229639,0.01056630,0.07095118,0.16476943,0.00667225,0.03071189
-2.48224112,1.48292430,0.64433460,1.35063495,0.00205072,0.01080221,0.07557517,0.16718904,0.00667567,0.03024105
-2.47623812,1.54689984,0.68167472,1.41374055,0.00182454,0.01107277,0.08041277,0.17088017,0.00674204,0.02979199
-2.47023512,1.61523528,0.72153605,1.47966625,0.00161858,0.01137156,0.08540385,0.17571166,0.00686748,0.02937095
-2.46423212,1.68666433,0.76327348,1.54725117,0.00143307,0.01169164,0.09048080,0.18153521,0.00704683,0.02898569
-2.45822911,1.75983298,0.80618449,1.61527139,0.00126777,0.01202580,0.09556959,0.18818889,0.00727384,0.02864493
-2.45222611,1.83333114,0.84952554,1.68246837,0.00112205,0.01236670,0.10059110,0.19550124,0.00754132,0.02835782
-2.44622311,1.90572682,0.89253014,1.74757911,0.00099497,0.01270716,0.10546283,0.20329586,0.00784137,0.02813335
-2.44022011,1.97560187,0.93442793,1.80936714,0.00088529,0.01304030,0.11010091,0.21139638,0.00816558,0.02797985
-2.43421711,2.04158808,0.97446426,1.86665347,0.00079160,0.01335985,0.11442218,0.21963153,0.00850524,0.02790455
-2.42821411,2.10240253,1.01191963,1.91834633,0.00071237,0.01366034,0.11834653,0.22784026,0.00885158,0.02791313
-2.42221111,2.15688096,1.04612821,1.96346880,0.00064599,0.01393728,0.12179925,0.23587650,0.00919595,0.02800947
-2.41620810,2.20400780,1.07649494,2.00118335,0.00059083,0.01418735,0.12471324,0.24361362,0.00953005,0.02819538
-2.41020510,2.24294193,1.10251041,2.03081221,0.00054529,0.01440852,0.12703117,0.25094817,0.00984610,0.02847054
-2.40420210,2.27303708,1.12376306,2.05185309,0.00050784,0.01460013,0.12870733,0.25780289,0.01013700,0.02883244
-2.39819910,2.29385602,1.13994824,2.06398934,0.00047704,0.01476289,0.12970912,0.26412876,0.01039650,0.02927650
-2.39219610,2.30517805,1.15087380,2.06709437,0.00045158,0.01489890,0.13001813,0.26990595,0.01061924,0.02979623
-2.38619310,2.30699955,1.15646198,2.06123014,0.00043027,0.01501151,0.12963075,0.27514379,0.01080092,0.03038347
-2.38019010,2.29952741,1.15674761,2.04663981,0.00041207,0.01510520,0.12855824,0.27987943,0.01093826,0.03102869
-2.37418709,2.28316592,1.15187281,2.02373490,0.00039608,0.01518537,0.12682627,0.28417556,0.01102906,0.03172135
-2.36818409,2.25849750,1.14207841,1.99307765,0.00038154,0.01525811,0.12447403,0.28811697,0.01107219,0.03245021
-2.36218109,2.22625833,1.12769256,1.95535932,0.00036785,0.01532991,0.12155272,0.29180633,0.01106750,0.03320372
-2.35617809,2.18730993,1.10911713,1.91137548,0.00035452,0.01540736,0.11812379,0.29535918,0.01101577,0.03397032
-2.35017509,2.14260793,1.08681249,1.86199929,0.00034118,0.01549686,0.11425681,0.29889854,0.01091862,0.03473877
-2.34417209,2.09316955,1.06128148,1.80815415,0.00032761,0.01560431,0.11002711,0.30254912,0.01077839,0.03549840
-2.33816908,2.04004109,1.03305319,1.75078664,0.00031362,0.01573482,0.10551331,0.30643168,0.01059800,0.03623931
-2.33216608,1.98426684,1.00266731,1.69084107,0.00029917,0.01589248,0.10079491,0.31065762,0.01038083,0.03695253
-2.32616308,1.92686071,0.97065975,1.62923642,0.00028424,0.01608015,0.09594994,0.31532407,0.01013061,0.03763013
-2.32016008,1.86878164,0.93754996,1.56684670,0.00026890,0.01629930,0.09105284,0.32050974,0.00985123,0.03826529
-2.31415708,1.81091348,0.90383050,1.50448506,0.00025325,0.01654997,0.08617262,0.32627169,0.00954670,0.03885233
-2.30815408,1.75405014,0.86995907,1.44289230,0.00023743,0.01683070,0.08137137,0.33264320,0.00922099,0.03938672
-2.30215108,1.69888608,0.83635320,1.38272960,0.00022161,0.01713865,0.07670319,0.33963264,0.00887796,0.03986504
-2.29614807,1.64601210,0.80338755,1.32457556,0.00020595,0.01746966,0.07221347,0.34722367,0.00852128,0.04028501
-2.29014507,1.59591622,0.77139370,1.26892708,0.00019067,0.01781849,0.06793868,0.35537632,0.00815442,0.04064539
-2.28414207,1.54898893,0.74066203,1.21620352,0.00017594,0.01817903,0.06390643,0.36402928,0.00778055,0.04094604
-2.27813907,1.50553218,0.71144558,1.16675356,0.00016197,0.01854462,0.06013597,0.37310288,0.00740260,0.04118788
-2.27213607,1.46577099,0.68396507,1.12086387,0.00014894,0.01890832,0.05663889,0.38250279,0.00702321,0.04137287
-2.26613307,1.42986694,0.65841491,1.07876882,0.00013704,0.01926332,0.05342017,0.39212424,0.00664479,0.04150406
-2.26013007,1.39793234,0.63496952,1.04066041,0.00012647,0.01960323,0.05047924,0.40185638,0.00626950,0.04158559
-2.25412706,1.37004426,0.61378950,1.00669776,0.00011742,0.01992250,0.04781126,0.41158678,0.00589934,0.04162268
-2.24812406,1.34625761,0.59502733,0.97701550,0.00011008,0.02021665,0.04540835,0.42120575,0.00553613,0.04162167
-2.24212106,1.32661651,0.57883214,0.95173054,0.00010465,0.02048271,0.04326080,0.43061037,0.00518159,0.04159003
-2.23611806,1.31116360,0.56535336,0.93094714,0.00010138,0.02071937,0.04135820,0.43970812,0.00483737,0.04153630
-2.23011506,1.29994702,0.55474304,0.91475981,0.00010051,0.02092731,0.03969043,0.44841996,0.00450506,0.04147011
-2.22411206,1.29302489,0.54715682,0.90325451,0.00010233,0.02110934,0.03824851,0.45668297,0.00418622,0.04140206
-2.21810905,1.29046751,0.54275350,0.89650793,0.00010719,0.02127056,0.03702528,0.46445234,0.00388242,0.04134372
-2.21210605,1.29235740,0.54169338,0.89458541,0.00011548,0.02141846,0.03601585,0.47170294,0.00359520,0.04130745
-2.20610305,1.29878767,0.54413541,0.89753781,0.00012767,0.02156293,0.03521787,0.47843035,0.00332613,0.04130633
-2.20010005,1.30985896,0.55023339,0.90539771,0.00014429,0.02171627,0.03463171,0.48465146,0.00307674,0.04135398
-2.19409705,1.32567543,0.56013140,0.91817531,0.00016600,0.02189311,0.03426030,0.49040471,0.00284854,0.04146439
-2.18809405,1.34634011,0.57395859,0.93585451,0.00019352,0.02211024,0.03410899,0.49574988,0.00264297,0.04165177
-2.18209105,1.37194995,0.59182358,0.95838936,0.00022769,0.02238645,0.03418509,0.50076763,0.00246142,0.04193027
-2.17608804,1.40259070,0.61380865,0.98570119,0.00026949,0.02274219,0.03449746,0.50555852,0.00230513,0.04231386
-2.17008504,1.43833176,0.63996371,1.01767636,0.00031999,0.02319926,0.03505586,0.51024174,0.00217522,0.04281601
-2.16408204,1.47922103,0.67030037,1.05416491,0.00038041,0.02378038,0.03587027,0.51495319,0.00207264,0.04344949
-2.15807904,1.52527969,0.70478609,1.09497984,0.00045210,0.02450860,0.03695014,0.51984318,0.00199810,0.04422613
-2.15207604,1.57649683,0.74333868,1.13989711,0.00053653,0.02540676,0.03830362,0.52507334,0.00195210,0.04515655
-2.14607304,1.63282390,0.78582115,1.18865603,0.00063532,0.02649679,0.03993672,0.53081298,0.00193484,0.04624994
-2.14007004,1.69416891,0.83203718,1.24096020,0.00075021,0.02779891,0.04185252,0.53723467,0.00194623,0.04751382
-2.13406703,1.76039034,0.88172744,1.29647857,0.00088307,0.02933085,0.04405038,0.54450912,0.00198588,0.04895389
-2.12806403,1.83129110,0.93456695,1.35484692,0.00103590,0.03110699,0.04652527,0.55279954,0.00205305,0.05057380
-2.12206103,1.90661246,0.99016379,1.41566945,0.00121080,0.03313746,0.04926717,0.56225538,0.00214664,0.05237513
-2.11605803,1.98602860,1.04805942,1.47852085,0.00141003,0.03542733,0.05226055,0.57300580,0.00226521,0.05435726
-2.11005503,2.06914199,1.10773091,1.54294867,0.00163590,0.03797577,0.05548413,0.58515306,0.00240698,0.05651748
-2.10405203,2.15548016,1.16859526,1.60847642,0.00189087,0.04077541,0.05891066,0.59876611,0.00256983,0.05885103
-2.09804902,2.24449430,1.23001614,1.67460731,0.00217745,0.04381176,0.06250709,0.61387458,0.00275132,0.06135130
-2.09204602,2.33556032,1.29131292,1.74082902,0.00249826,0.04706282,0.06623481,0.63046373,0.00294872,0.06401012
-2.08604302,2.42798249,1.35177205,1.80661933,0.00285594,0.05049901,0.07005022,0.64847037,0.00315908,0.06681801
-2.08004002,2.52100010,1.41066075,1.87145281,0.00325319,0.05408321,0.07390542,0.66778036,0.00337926,0.06976462
-2.07403702,2.61379727,1.46724242,1.93480847,0.00369266,0.05777121,0.07774925,0.68822761,0.00360596,0.07283904
-2.06803402,2.70551560,1.52079357,1.99617807,0.00417696,0.06151240,0.08152838,0.70959506,0.00383585,0.07603025
-2.06203102,2.79526960,1.57062148,2.05507496,0.00470856,0.06525075,0.08518858,0.73161749,0.00406563,0.07932740
-2.05602801,2.88216421,1.61608204,2.11104294,0.00528972,0.06892609,0.08867619,0.75398632,0.00429206,0.08272011
-2.05002501,2.96531396,1.65659688,2.16366485,0.00592239,0.07247567,0.09193948,0.77635631,0.00451210,0.08619866
-2.04402201,3.04386276,1.69166911,2.21257029,0.00660806,0.07583588,0.09493017,0.79835392,0.00472299,0.08975397
-2.03801901,3.11700374,1.72089687,2.25744213,0.00734768,0.07894414,0.09760477,0.81958705,0.00492229,0.09337757
-2.03201601,3.18399797,1.74398394,2.29802134,0.00814145,0.08174089,0.09992585,0.83965603,0.00510796,0.09706128
-2.02601301,3.24419156,1.76074695,2.33410994,0.00898868,0.08417154,0.10186320,0.85816523,0.00527846,0.10079682
-2.02001001,3.29703022,1.77111885,2.36557173,0.00988764,0.08618842,0.10339472,0.87473500,0.00543277,0.10457528
-2.01400700,3.34207081,1.77514826,2.39233096,0.01083537,0.08775249,0.10450708,0.88901348,0.00557039,0.10838643
-2.00800400,3.37898955,1.77299497,2.41436893,0.01182756,0.08883483,0.10519620,0.90068790,0.00569142,0.11221802
-2.00200100,3.40758675,1.76492169,2.43171886,0.01285839,0.08941789,0.10546734,0.90949488,0.00579651,0.11605509
-1.99599800,3.42778808,1.75128261,2.44445951,0.01392049,0.08949628,0.10533509,0.91522939,0.00588688,0.11987922
-1.98999500,3.43964272,1.73250932,2.45270790,0.01500487,0.08907720,0.10482296,0.91775217,0.00596425,0.12366806
-1.98399200,3.44331881,1.70909495,2.45661198,0.01610096,0.08818050,0.10396285,0.91699526,0.00603081,0.12739490
-1.97798899,3.43909677,1.68157741,2.45634358,0.01719669,0.08683821,0.10279432,0.91296552,0.00608916,0.13102854
-1.97198599,3.42736112,1.65052249,2.45209248,0.01827862,0.08509374,0.10136368,0.90574613,0.00614225,0.13453343
-1.96598299,3.40859138,1.61650784,2.44406187,0.01933223,0.08300070,0.09972303,0.89549598,0.00619329,0.13787019
-1.95997999,3.38335285,1.58010857,2.43246570,0.02034217,0.08062135,0.09792916,0.88244707,0.00624567,0.14099634
-1.95397699,3.35228746,1.54188511,2.41752816,0.02129265,0.07802489,0.09604252,0.86690002,0.00630293,0.14386747
-1.94797399,3.31610542,1.50237374,2.39948517,0.02216788,0.07528550,0.09412613,0.84921795,0.00636865,0.14643867
-1.94197099,3.27557758,1.46208024,2.37858798,0.02295247,0.07248033,0.09224460,0.82981884,0.00644641,0.14866618
-1.93596798,3.23152878,1.42147662,2.35510832,0.02363198,0.06968744,0.09046315,0.80916663,0.00653976,0.15050928
-1.92996498,3.18483196,1.38100080,2.32934482,0.02419333,0.06698389,0.08884676,0.78776142,0.00665218,0.15193224
-1.92396198,3.13640275,1.34105896,2.30163002,0.02462533,0.06444385,0.08745935,0.76612891,0.00678708,0.15290624
-1.91795898,3.08719427,1.30203006,2.27233729,0.02491902,0.06213704,0.08636315,0.74480939,0.00694775,0.15341129
-1.91195598,3.03819159,1.26427193,2.24188703,0.02506804,0.06012724,0.08561796,0.72434647,0.00713742,0.15343782
-1.90595298,2.99040530,1.22812816,2.21075135,0.02506890,0.05847126,0.08528062,0.70527587,0.00735926,0.15298802
-1.89994997,2.94486390,1.19393522,2.17945663,0.02492111,0.05721801,0.08540443,0.68811429,0.00761638,0.15207684
-1.89394697,2.90260429,1.16202881,2.14858342,0.02462727,0.05640797,0.08603860,0.67334882,0.00791187,0.15073245
-1.88794397,2.86466023,1.13274915,2.11876325,0.02419294,0.05607283,0.08722765,0.66142667,0.00824880,0.14899622
-1.88194097,2.83204851,1.10644427,2.09067207,0.02362655,0.05623543,0.08901078,0.65274575,0.00863021,0.14692218
-1.87593797,2.80575262,1.08347108,2.06502027,0.02293906,0.05690985,0.09142122,0.64764598,0.00905909,0.14457594
-1.86993497,2.78670423,1.06419393,2.04253936,0.02214362,0.05810166,0.09448550,0.64640146,0.00953836,0.14203308
-1.86393197,2.77576265,1.04898042,2.02396554,0.02125512,0.05980827,0.09822258,0.64921382,0.01007075,0.13937713
-1.85792896,2.77369275,1.03819466,2.01002078,0.02028976,0.06201936,0.10264306,0.65620663,0.01065875,0.13669709
-1.85192596,2.78114207,1.03218812,2.00139184,0.01926446,0.06471735,0.10774826,0.66742113,0.01130444,0.13408473
-1.84592296,2.79861777,1.03128855,1.99870811,0.01819641,0.06787784,0.11352936,0.68281334,0.01200935,0.13163163
-1.83991996,2.82646455,1.03578747,2.00251914,0.01710252,0.07147004,0.11996655,0.70225276,0.01277430,0.12942616
-1.83391696,2.86484438,1.04592681,2.01327270,0.01599901,0.07545721,0.12702837,0.72552265,0.01359918,0.12755052
-1.82791396,2.91371923,1.06188561,2.03129455,0.01490100,0.07979701,0.13467110,0.75232215,0.01448275,0.12607791
-1.82191096,2.97283782,1.08376734,2.05677057,0.01382216,0.08444192,0.14283850,0.78227022,0.01542249,0.12506995
-1.81590795,3.04172746,1.11158877,2.08973259,0.01277448,0.08933958,0.15146181,0.81491152,0.01641440,0.12457453
-1.80990495,3.11969178,1.14527101,2.13004836,0.01176809,0.09443325,0.16046010,0.84972436,0.01745287,0.12462405
-1.80390195,3.20581521,1.18463340,2.17741651,0.01081117,0.09966229,0.16974111,0.88613046,0.01853057,0.12523425
-1.79789895,3.29897460,1.22939077,2.23136709,0.00990997,0.10496275,0.17920242,0.92350673,0.01963849,0.12640361
-1.79189595,3.39785824,1.27915432,2.29126767,0.00906884,0.11026811,0.18873323,0.96119868,0.02076591,0.12811334
-1.78589295,3.50099212,1.33343645,2.35633531,0.00829036,0.11551020,0.19821654,0.99853548,0.02190056,0.13032805
-1.77988994,3.60677295,1.39165927,2.42565390,0.00757551,0.12062020,0.20753174,1.03484602,0.02302883,0.13299696
-1.77388694,3.71350709,1.45316675,2.49819646,0.00692385,0.12552996,0.21655763,1.06947595,0.02413605,0.13605571
-1.76788394,3.81945413,1.51723984,2.57285154,0.00633376,0.13017336,0.22517565,1.10180489,0.02520683,0.13942868
-1.76188094,3.92287359,1.58311401,2.64845261,0.00580268,0.13448785,0.23327337,1.13126352,0.02622553,0.14303167
-1.75587794,4.02207295,1.64999843,2.72380928,0.00532729,0.13841614,0.24074787,1.15734974,0.02717669,0.14677490
-1.74987494,4.11545486,1.71709573,2.79773893,0.00490376,0.14190782,0.24750913,1.17964345,0.02804559,0.15056621
-1.74387194,4.20156170,1.78362144,2.86909732,0.00452792,0.14492105,0.25348305,1.19781925,0.02881870,0.15431426
