energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-6.00000000,2.42982890,0.00361101,0.00000000,0.00124693,0.88922268,0.02365138,0.38602288,0.61992110,0.80301912
-5.99399700,2.50234455,0.00365583,0.00000000,0.00122489,0.92141857,0.02442061,0.39236729,0.64258698,0.83075258
-5.98799400,2.57236522,0.00370387,0.00000000,0.00120443,0.95288355,0.02514857,0.39805431,0.66494173,0.85762542
-5.98199100,2.63923324,0.00375542,0.00000000,0.00118582,0.98330994,0.02582930,0.40304215,0.68676188,0.88332329
-5.97598799,2.70231828,0.00381077,0.00000000,0.00116924,1.01239441,0.02645779,0.40730051,0.70782063,0.90753530
-5.96998499,2.76103954,0.00387020,0.00000000,0.00115484,1.03984770,0.02703014,0.41081246,0.72789433,0.92996401
-5.96398199,2.81488625,0.00393401,0.00000000,0.00114265,1.06540403,0.02754377,0.41357576,0.74676897,0.95033515
-5.95797899,2.86343546,0.00400251,0.00000000,0.00113268,1.08882960,0.02799754,0.41560358,0.76424610,0.96840664
-5.95197599,2.90636628,0.00407601,0.00000000,0.00112484,1.10992995,0.02839181,0.41692461,0.78014820,0.98397647
-5.94597299,2.94346993,0.00415480,0.00000000,0.00111901,1.12855567,0.02872849,0.41758254,0.79432314,0.99688907
-5.93996998,2.97465523,0.00423917,0.00000000,0.00111499,1.14460639,0.02901097,0.41763486,0.80664772,1.00703994
-5.93396698,2.99994942,0.00432937,0.00000000,0.00111254,1.15803283,0.02924407,0.41715119,0.81703011,1.01437843
-5.92796398,3.01949468,0.00442556,0.00000000,0.00111138,1.16883697,0.02943385,0.41621120,0.82541130,1.01890859
-5.92196098,3.03354056,0.00452785,0.00000000,0.00111120,1.17707039,0.02958746,0.41490225,0.83176566,1.02068812
-5.91595798,3.04243333,0.00463622,0.00000000,0.00111164,1.18283113,0.02971291,0.41331681,0.83610062,1.01982568
-5.90995498,3.04660292,0.00475055,0.00000000,0.00111234,1.18625914,0.02981885,0.41155009,0.83845572,1.01647679
-5.90395198,3.04654851,0.00487058,0.00000000,0.00111291,1.18753098,0.02991426,0.40969761,0.83890125,1.01083859
-5.89794897,3.04282369,0.00499592,0.00000000,0.00111296,1.18685387,0.03000831,0.40785325,0.83753656,1.00314387
-5.89194597,3.03602215,0.00512606,0.00000000,0.00111213,1.18445969,0.03011004,0.40610753,0.83448830,0.99365470
-5.88594297,3.02676462,0.00526038,0.00000000,0.00111006,1.18059914,0.03022818,0.40454648,0.82990865,0.98265600
-5.87993997,3.01568767,0.00539818,0.00000000,0.00110641,1.17553638,0.03037105,0.40325083,0.82397368,0.97044937
-5.87393697,3.00343464,0.00553872,0.00000000,0.00110093,1.16954443,0.03054632,0.40229572,0.81688181,0.95734737
-5.86793397,2.99064874,0.00568124,0.00000000,0.00109338,1.16290122,0.03076102,0.40175074,0.80885234,0.94366841
-5.86193097,2.97796824,0.00582504,0.00000000,0.00108361,1.15588660,0.03102144,0.40168028,0.80012398,0.92973228
-5.85592796,2.96602305,0.00596949,0.00000000,0.00107155,1.14877993,0.03133313,0.40214399,0.79095326,0.91585639
-5.84992496,2.95543241,0.00611409,0.00000000,0.00105719,1.14185818,0.03170090,0.40319726,0.78161262,0.90235253
-5.84392196,2.94680263,0.00625850,0.00000000,0.00104064,1.13539443,0.03212887,0.40489155,0.77238803,0.88952402
-5.83791896,2.94072439,0.00640259,0.00000000,0.00102206,1.12965626,0.03262048,0.40727450,0.76357608,0.87766312
-5.83191596,2.93776873,0.00654639,0.00000000,0.00100172,1.12490402,0.03317855,0.41038960,0.75548024,0.86704850
-5.82591296,2.93848127,0.00669020,0.00000000,0.00097997,1.12138864,0.03380525,0.41427551,0.74840646,0.85794252
-5.81990995,2.94337439,0.00683445,0.00000000,0.00095722,1.11934883,0.03450217,0.41896483,0.74265797,0.85058836
-5.81390695,2.95291710,0.00697977,0.00000000,0.00093393,1.11900759,0.03527023,0.42448251,0.73852939,0.84520682
-5.80790395,2.96752311,0.00712692,0.00000000,0.00091064,1.12056827,0.03610967,0.43084382,0.73630048,0.84199283
-5.80190095,2.98753753,0.00727672,0.00000000,0.00088787,1.12420995,0.03701996,0.43805214,0.73622952,0.84111179
-5.79589795,3.01322294,0.00742999,0.00000000,0.00086619,1.13008281,0.03799970,0.44609672,0.73854691,0.84269596
-5.78989495,3.04474614,0.00758752,0.00000000,0.00084614,1.13830350,0.03904654,0.45495047,0.74344912,0.84684103
-5.78389195,3.08216645,0.00774996,0.00000000,0.00082825,1.14895113,0.04015708,0.46456819,0.75109358,0.85360329
-5.77788894,3.12542708,0.00791781,0.00000000,0.00081299,1.16206416,0.04132675,0.47488537,0.76159468,0.86299759
-5.77188594,3.17435063,0.00809130,0.00000000,0.00080078,1.17763864,0.04254981,0.48581765,0.77502138,0.87499651
-5.76588294,3.22863967,0.00827045,0.00000000,0.00079199,1.19562823,0.04381927,0.49726137,0.79139660,0.88953094
-5.75987994,3.28788332,0.00845495,0.00000000,0.00078688,1.21594612,0.04512694,0.50909501,0.81069856,0.90649218
-5.75387694,3.35157003,0.00864423,0.00000000,0.00078565,1.23846918,0.04646352,0.52118181,0.83286429,0.92573593
-5.74787394,3.41910667,0.00883745,0.00000000,0.00078841,1.26304421,0.04781873,0.53337350,0.85779498,0.94708786
-5.74187094,3.48984339,0.00903355,0.00000000,0.00079518,1.28949613,0.04918151,0.54551491,0.88536327,0.97035078
-5.73586793,3.56310338,0.00923129,0.00000000,0.00080592,1.31763795,0.05054026,0.55744960,0.91542197,0.99531329
-5.72986493,3.63821634,0.00942932,0.00000000,0.00082049,1.34728192,0.05188316,0.56902592,0.94781392,1.02175919
-5.72386193,3.71455373,0.00962628,0.00000000,0.00083871,1.37825130,0.05319851,0.58010362,0.98238228,1.04947765
-5.71785893,3.79156434,0.00982089,0.00000000,0.00086036,1.41039218,0.05447504,0.59056038,1.01898102,1.07827317
-5.71185593,3.86880781,0.01001201,0.00000000,0.00088518,1.44358450,0.05570234,0.60029818,1.05748452,1.10797508
-5.70585293,3.94598432,0.01019873,0.00000000,0.00091288,1.47775166,0.05687118,0.60924905,1.09779617,1.13844584
-5.69984992,4.02295852,0.01038047,0.00000000,0.00094321,1.51286788,0.05797387,0.61737998,1.13985492,1.16958764
-5.69384692,4.09977593,0.01055700,0.00000000,0.00097589,1.54896286,0.05900453,0.62469669,1.18363966,1.20134675
-5.68784392,4.17667071,0.01072850,0.00000000,0.00101069,1.58612323,0.05995936,0.63124612,1.22917078,1.23371537
-5.68184092,4.25406374,0.01089559,0.00000000,0.00104740,1.62449031,0.06083683,0.63711735,1.27650875,1.26673065
-5.67583792,4.33255065,0.01105929,0.00000000,0.00108589,1.66425429,0.06163780,0.64244104,1.32574952,1.30047065
-5.66983492,4.41287994,0.01122104,0.00000000,0.00112604,1.70564472,0.06236554,0.64738726,1.37701691,1.33504759
-5.66383192,4.49592178,0.01138261,0.00000000,0.00116782,1.74891758,0.06302576,0.65216178,1.43045200,1.37059829
-5.65782891,4.58262853,0.01154604,0.00000000,0.00121122,1.79433950,0.06362644,0.65700096,1.48620010,1.40727237
-5.65182591,4.67398861,0.01171356,0.00000000,0.00125631,1.84216966,0.06417770,0.66216534,1.54439565,1.44521868
-5.64582291,4.77097544,0.01188750,0.00000000,0.00130318,1.89264017,0.06469153,0.66793215,1.60514583,1.48457050
-5.63981991,4.87449379,0.01207015,0.00000000,0.00135196,1.94593591,0.06518148,0.67458704,1.66851357,1.52543044
-5.63381691,4.98532565,0.01226368,0.00000000,0.00140280,2.00217464,0.06566228,0.68241513,1.73450075,1.56785553
-5.62781391,5.10407818,0.01246999,0.00000000,0.00145584,2.06138858,0.06614939,0.69169177,1.80303263,1.61184361
-5.62181091,5.23113593,0.01269065,0.00000000,0.00151124,2.12350831,0.06665858,0.70267321,1.87394418,1.65732153
-5.61580790,5.36661967,0.01292673,0.00000000,0.00156910,2.18834990,0.06720540,0.71558745,1.94696917,1.70413599
-5.60980490,5.51035371,0.01317882,0.00000000,0.00162948,2.25560612,0.06780466,0.73062557,2.02173290,1.75204757
-5.60380190,5.66184340,0.01344686,0.00000000,0.00169240,2.32484236,0.06846992,0.74793377,2.09774886,1.80072853
-5.59779890,5.82026399,0.01373017,0.00000000,0.00175778,2.39549773,0.06921296,0.76760629,2.17442010,1.84976445
-5.59179590,5.98446187,0.01402739,0.00000000,0.00182548,2.46689140,0.07004337,0.78967958,2.25104528,1.89866004
-5.58579290,6.15296827,0.01433651,0.00000000,0.00189523,2.53823447,0.07096802,0.81412786,2.32682951,1.94684895
-5.57978989,6.32402539,0.01465488,0.00000000,0.00196669,2.60864677,0.07199080,0.84086022,2.40089984,1.99370724
-5.57378689,6.49562426,0.01497927,0.00000000,0.00203940,2.67717832,0.07311228,0.86971947,2.47232485,2.03857012
-5.56778389,6.66555305,0.01530595,0.00000000,0.00211281,2.74283456,0.07432958,0.90048288,2.54013785,2.08075127
-5.56178089,6.83145429,0.01563078,0.00000000,0.00218628,2.80460457,0.07563627,0.93286487,2.60336270,2.11956389
-5.55577789,6.99088886,0.01594933,0.00000000,0.00225908,2.86149088,0.07702248,0.96652159,2.66104136,2.15434266
-5.54977489,7.14140450,0.01625700,0.00000000,0.00233041,2.91254005,0.07847505,1.00105744,2.71226206,2.18446567
-5.54377189,7.28060607,0.01654917,0.00000000,0.00239944,2.95687240,0.07997787,1.03603346,2.75618688,2.20937516
-5.53776888,7.40622510,0.01682129,0.00000000,0.00246530,2.99370982,0.08151232,1.07097718,2.79207771,2.22859633
-5.53176588,7.51618572,0.01706907,0.00000000,0.00252712,3.02240044,0.08305777,1.10539390,2.81931929,2.24175332
-5.52576288,7.60866450,0.01728858,0.00000000,0.00258404,3.04243907,0.08459223,1.13877894,2.83743852,2.24858152
-5.51975988,7.68214191,0.01747634,0.00000000,0.00263524,3.05348255,0.08609303,1.17063048,2.84611914,2.24893586
-5.51375688,7.73544340,0.01762947,0.00000000,0.00267999,3.05535945,0.08753747,1.20046258,2.84521122,2.24279458
-5.50775388,7.76776855,0.01774568,0.00000000,0.00271761,3.04807366,0.08890358,1.22781786,2.83473500,2.23025847
-5.50175088,7.77870744,0.01782338,0.00000000,0.00274753,3.03180179,0.09017074,1.25227943,2.81487912,2.21154559
-5.49574787,7.76824370,0.01786169,0.00000000,0.00276929,3.00688476,0.09132032,1.27348160,2.78599323,2.18698187
-5.48974487,7.73674444,0.01786040,0.00000000,0.00278258,2.97381378,0.09233612,1.29111893,2.74857560,2.15698808
-5.48374187,7.68493785,0.01781995,0.00000000,0.00278717,2.93321165,0.09320481,1.30495331,2.70325615,2.12206382
-5.47773887,7.61387969,0.01774141,0.00000000,0.00278300,2.88581022,0.09391616,1.31481884,2.65077584,2.08276936
-5.47173587,7.52491030,0.01762636,0.00000000,0.00277011,2.83242509,0.09446317,1.32062421,2.59196343,2.03970618
-5.46573287,7.41960437,0.01747683,0.00000000,0.00274867,2.77392862,0.09484200,1.32235280,2.52771048,1.99349715
-5.45972986,7.29971556,0.01729517,0.00000000,0.00271897,2.71122251,0.09505184,1.32006021,2.45894585,1.94476714
-5.45372686,7.16711858,0.01708401,0.00000000,0.00268139,2.64521115,0.09509458,1.31386972,2.38661061,1.89412496
-5.44772386,7.02375107,0.01684611,0.00000000,0.00263640,2.57677648,0.09497445,1.30396571,2.31163437,1.84214726
-5.44172086,6.87155754,0.01658427,0.00000000,0.00258457,2.50675570,0.09469753,1.29058551,2.23491382,1.78936494
-5.43571786,6.71243772,0.01630130,0.00000000,0.00252649,2.43592214,0.09427121,1.27401006,2.15729425,1.73625253
-5.42971486,6.54820080,0.01599990,0.00000000,0.00246284,2.36497017,0.09370370,1.25455389,2.07955438,1.68322073
-5.42371186,6.38052728,0.01568264,0.00000000,0.00239433,2.29450424,0.09300349,1.23255474,2.00239501,1.63061215
-5.41770885,6.21093933,0.01535191,0.00000000,0.00232171,2.22503225,0.09217892,1.20836349,1.92643140,1.57870022
-5.41170585,6.04078027,0.01500996,0.00000000,0.00224573,2.15696317,0.09123775,1.18233468,1.85218945,1.52769100
-5.40570285,5.87120337,0.01465880,0.00000000,0.00216719,2.09060872,0.09018689,1.15481807,1.78010539,1.47772761
-5.39969985,5.70316965,0.01430032,0.00000000,0.00208687,2.02618848,0.08903228,1.12615150,1.71052865,1.42889673
-5.39369685,5.53745415,0.01393623,0.00000000,0.00200559,1.96383814,0.08777875,1.09665528,1.64372744,1.38123680
-5.38769385,5.37465955,0.01356816,0.00000000,0.00192415,1.90362016,0.08643020,1.06662832,1.57989648,1.33474740
-5.38169085,5.21523614,0.01319761,0.00000000,0.00184337,1.84553609,0.08498970,1.03634582,1.51916633,1.28939920
-5.37568784,5.05950635,0.01282607,0.00000000,0.00176406,1.78954006,0.08345983,1.00605871,1.46161374,1.24514402
-5.36968484,4.90769267,0.01245496,0.00000000,0.00168705,1.73555251,0.08184303,0.97599448,1.40727242,1.20192466
-5.36368184,4.75994696,0.01208571,0.00000000,0.00161314,1.68347373,0.08014203,0.94635929,1.35614369,1.15968384
-5.35767884,4.61637986,0.01171976,0.00000000,0.00154317,1.63319650,0.07836024,0.91734101,1.30820660,1.11837214
-5.35167584,4.47708843,0.01135855,0.00000000,0.00147794,1.58461735,0.07650221,0.88911298,1.26342703,1.07795459
-5.34567284,4.34218102,0.01100353,0.00000000,0.00141825,1.53764600,0.07457398,0.86183797,1.22176545,1.03841565
-5.33966983,4.21179787,0.01065616,0.00000000,0.00136491,1.49221281,0.07258339,0.83567216,1.18318322,0.99976255
-5.33366683,4.08612673,0.01031786,0.00000000,0.00131869,1.44827384,0.07054024,0.81076879,1.14764713,0.96202692
-5.32766383,3.96541281,0.00999003,0.00000000,0.00128036,1.40581358,0.06845640,0.78728118,1.11513219,0.92526475
-5.32166083,3.84996270,0.00967403,0.00000000,0.00125063,1.36484536,0.06634574,0.76536489,1.08562271,0.88955474
-5.31565783,3.74014242,0.00937113,0.00000000,0.00123021,1.32540952,0.06422393,0.74517892,1.05911181,0.85499527
-5.30965483,3.63636972,0.00908249,0.00000000,0.00121973,1.28756970,0.06210814,0.72688585,1.03559936,0.82170008
-5.30365183,3.53910140,0.00880921,0.00000000,0.00121974,1.25140737,0.06001663,0.71065088,1.01508892,0.78979311
-5.29764882,3.44881647,0.00855222,0.00000000,0.00123074,1.21701519,0.05796819,0.69663982,0.99758357,0.75940257
-5.29164582,3.36599614,0.00831235,0.00000000,0.00125311,1.18448954,0.05598156,0.68501626,0.98308130,0.73065468
-5.28564282,3.29110189,0.00809033,0.00000000,0.00128710,1.15392264,0.05407487,0.67593793,0.97157001,0.70366735
-5.27963982,3.22455296,0.00788672,0.00000000,0.00133285,1.12539479,0.05226494,0.66955261,0.96302271,0.67854414
-5.27363682,3.16670432,0.00770201,0.00000000,0.00139030,1.09896716,0.05056677,0.66599365,0.95739300,0.65536868
-5.26763382,3.11782661,0.00753657,0.00000000,0.00145924,1.07467545,0.04899294,0.66537559,0.95461131,0.63420001
-5.26163082,3.07808885,0.00739070,0.00000000,0.00153924,1.05252492,0.04755328,0.66778984,0.95458198,0.61506880
-5.25562781,3.04754503,0.00726463,0.00000000,0.00162968,1.03248685,0.04625447,0.67330086,0.95718149,0.59797487
-5.24962481,3.02612515,0.00715854,0.00000000,0.00172971,1.01449676,0.04509989,0.68194290,0.96225794,0.58288591
-5.24362181,3.01363118,0.00707257,0.00000000,0.00183826,0.99845446,0.04408958,0.69371752,0.96963177,0.56973763
-5.23761881,3.00973816,0.00700685,0.00000000,0.00195404,0.98422585,0.04322031,0.70859201,0.97909783,0.55843514
-5.23161581,3.01400033,0.00696149,0.00000000,0.00207556,0.97164643,0.04248582,0.72649871,0.99042860,0.54885575
-5.22561281,3.02586202,0.00693661,0.00000000,0.00220114,0.96052639,0.04187714,0.74733534,1.00337857,0.54085279
-5.21960980,3.04467279,0.00693233,0.00000000,0.00232894,0.95065689,0.04138301,0.77096635,1.01768953,0.53426052
-5.21360680,3.06970612,0.00694880,0.00000000,0.00245702,0.94181751,0.04099044,0.79722508,1.03309657,0.52889978
-5.20760380,3.10018096,0.00698615,0.00000000,0.00258336,0.93378421,0.04068523,0.82591689,1.04933459,0.52458423
-5.20160080,3.13528502,0.00704455,0.00000000,0.00270590,0.92633768,0.04045257,0.85682295,1.06614496,0.52112694
-5.19559780,3.17419912,0.00712414,0.00000000,0.00282264,0.91927174,0.04027760,0.88970462,1.08328229,0.51834699
-5.18959480,3.21612140,0.00722508,0.00000000,0.00293167,0.91240118,0.04014601,0.92430836,1.10052074,0.51607595
-5.18359180,3.26029062,0.00734750,0.00000000,0.00303123,0.90556908,0.04004448,0.96037086,1.11765990,0.51416390
-5.17758879,3.30600753,0.00749149,0.00000000,0.00311977,0.89865303,0.03996117,0.99762431,1.13452988,0.51248481
-5.17158579,3.35265362,0.00765710,0.00000000,0.00319602,0.89157009,0.03988603,1.03580153,1.15099533,0.51094108
-5.16558279,3.39970639,0.00784432,0.00000000,0.00325900,0.88428036,0.03981107,1.07464096,1.16695838,0.50946702
-5.15957979,3.44675068,0.00805303,0.00000000,0.00330812,0.87678885,0.03973050,1.11389107,1.18236020,0.50803121
-5.15357679,3.49348547,0.00828300,0.00000000,0.00334312,0.86914573,0.03964083,1.15331427,1.19718117,0.50663755
-5.14757379,3.53972588,0.00853387,0.00000000,0.00336416,0.86144470,0.03954077,1.19268989,1.21143953,0.50532499
-5.14157079,3.58540030,0.00880511,0.00000000,0.00337179,0.85381982,0.03943110,1.23181643,1.22518851,0.50416591
-5.13556778,3.63054250,0.00909598,0.00000000,0.00336693,0.84644050,0.03931448,1.27051263,1.23851204,0.50326313
-5.12956478,3.67527908,0.00940552,0.00000000,0.00335087,0.83950512,0.03919513,1.30861756,1.25151911,0.50274575
-5.12356178,3.71981268,0.00973252,0.00000000,0.00332519,0.83323338,0.03907847,1.34598963,1.26433691,0.50276377
-5.11755878,3.76440149,0.01007548,0.00000000,0.00329176,0.82785756,0.03897072,1.38250452,1.27710310,0.50348175
-5.11155578,3.80933593,0.01043262,0.00000000,0.00325264,0.82361315,0.03887847,1.41805222,1.28995744,0.50507181
-5.10555278,3.85491343,0.01080181,0.00000000,0.00321005,0.82072915,0.03880829,1.45253335,1.30303310,0.50770601
-5.09954977,3.90141263,0.01118062,0.00000000,0.00316626,0.81941837,0.03876620,1.48585490,1.31644823,0.51154865
-5.09354677,3.94906789,0.01156632,0.00000000,0.00312356,0.81986835,0.03875735,1.51792574,1.33029797,0.51674857
-5.08754377,3.99804583,0.01195585,0.00000000,0.00308414,0.82223298,0.03878560,1.54865225,1.34464762,0.52343198
-5.08154077,4.04842481,0.01234589,0.00000000,0.00305006,0.82662556,0.03885324,1.57793424,1.35952716,0.53169605
-5.07553777,4.10017876,0.01273289,0.00000000,0.00302319,0.83311339,0.03896069,1.60566173,1.37492762,0.54160353
-5.06953477,4.15316641,0.01311315,0.00000000,0.00300510,0.84171433,0.03910637,1.63171264,1.39079963,0.55317881
-5.06353177,4.20712663,0.01348284,0.00000000,0.00299707,0.85239546,0.03928661,1.65595187,1.40705431,0.56640554
-5.05752876,4.26168056,0.01383813,0.00000000,0.00300001,0.86507405,0.03949563,1.67823186,1.42356660,0.58122601
-5.05152576,4.31634065,0.01417529,0.00000000,0.00301449,0.87962073,0.03972569,1.69839468,1.44018109,0.59754238
-5.04552276,4.37052648,0.01449074,0.00000000,0.00304065,0.89586487,0.03996724,1.71627590,1.45672003,0.61521979
-5.03951976,4.42358688,0.01478122,0.00000000,0.00307826,0.91360192,0.04020922,1.73170986,1.47299343,0.63409120
-5.03351676,4.47482729,0.01504386,0.00000000,0.00312670,0.93260231,0.04043943,1.74453635,1.48881057,0.65396375
-5.02751376,4.52354136,0.01527630,0.00000000,0.00318502,0.95262171,0.04064491,1.75460834,1.50399259,0.67462645
-5.02151076,4.56904495,0.01547677,0.00000000,0.00325193,0.97341187,0.04081247,1.76180035,1.51838536,0.69585880
-5.01550775,4.61071108,0.01564420,0.00000000,0.00332587,0.99473171,0.04092914,1.76601709,1.53187213,0.71743984
-5.00950475,4.64800391,0.01577827,0.00000000,0.00340509,1.01635806,0.04098268,1.76720189,1.54438508,0.73915729
-5.00350175,4.68050986,0.01587947,0.00000000,0.00348766,1.03809541,0.04096213,1.76534433,1.55591525,0.76081625
-4.99749875,4.70796428,0.01594910,0.00000000,0.00357159,1.05978425,0.04085823,1.76048677,1.56652023,0.78224691
-4.99149575,4.73027216,0.01598932,0.00000000,0.00365486,1.08130756,0.04066383,1.75272927,1.57632911,0.80331107
-4.98549275,4.74752164,0.01600307,0.00000000,0.00373552,1.10259499,0.04037430,1.74223264,1.58554439,0.82390685
-4.97948974,4.75998968,0.01599406,0.00000000,0.00381174,1.12362478,0.03998775,1.72921933,1.59444059,0.84397155
