energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Hf_p_up,Hf_d_up,Te_p_up,Te_d_up
-5.34567284,3.01001063,0.02125780,0.37565605,0.58498579,0.43320902,0.74720382,0.85140538,1.40440167,0.00000000
-5.33966983,3.03270878,0.02238547,0.38270864,0.56843045,0.44268722,0.75982701,0.87036113,1.40345332,0.00000000
-5.33366683,3.06653010,0.02359473,0.39176300,0.55362526,0.45339990,0.77595708,0.89303125,1.40673662,0.00000000
-5.32766383,3.11091882,0.02486973,0.40265131,0.54069402,0.46524424,0.79523906,0.91910467,1.41411742,0.00000000
-5.32166083,3.16493419,0.02619130,0.41516516,0.52968128,0.47806150,0.81723198,0.94816721,1.42527740,0.00000000
-5.31565783,3.22728071,0.02753744,0.42905681,0.52055807,0.49164233,0.84142154,0.97970679,1.43973278,0.00000000
-5.30965483,3.29635691,0.02888389,0.44404286,0.51323118,0.50573483,0.86723731,1.01312410,1.45686173,0.00000000
-5.30365183,3.37032040,0.03020483,0.45981013,0.50755529,0.52005512,0.89407375,1.04774832,1.47593904,0.00000000
-5.29764882,3.44716630,0.03147370,0.47602339,0.50334742,0.53429976,0.92131413,1.08285706,1.49617655,0.00000000
-5.29164582,3.52481537,0.03266400,0.49233476,0.50040284,0.54815969,0.94835634,1.11769973,1.51676740,0.00000000
-5.28564282,3.60120763,0.03375025,0.50839411,0.49851170,0.56133491,0.97463943,1.15152315,1.53693190,0.00000000
-5.27963982,3.67439713,0.03470880,0.52386019,0.49747550,0.57354912,0.99966951,1.18359836,1.55596287,0.00000000
-5.27363682,3.74264320,0.03551871,0.53841183,0.49712257,0.58456379,1.02304390,1.21324728,1.57326819,0.00000000
-5.26763382,3.80449417,0.03616251,0.55175885,0.49732176,0.59419083,1.04447225,1.23986815,1.58840844,0.00000000
-5.26163082,3.85885919,0.03662685,0.56365203,0.49799376,0.60230324,1.06379357,1.26295853,1.60112785,0.00000000
-5.25562781,3.90506518,0.03690305,0.57389194,0.49911936,0.60884326,1.08098832,1.28213492,1.61137676,0.00000000
-5.24962481,3.94289583,0.03698747,0.58233596,0.50074438,0.61382751,1.09618474,1.29714813,1.61932476,0.00000000
-5.24362181,3.97261104,0.03688174,0.58890348,0.50298089,0.61734893,1.10965910,1.30789376,1.62536343,0.00000000
-5.23761881,3.99494576,0.03659281,0.59357889,0.50600482,0.61957529,1.12182959,1.31441731,1.63009867,0.00000000
-5.23161581,4.01108808,0.03613280,0.59641224,0.51004990,0.62074435,1.13324400,1.31691377,1.63433271,0.00000000
-5.22561281,4.02263764,0.03551877,0.59751765,0.51539834,0.62115591,1.14456158,1.31572167,1.63903661,0.00000000
-5.21960980,4.03154595,0.03477222,0.59706944,0.52236861,0.62116090,1.15652967,1.31131186,1.64531428,0.00000000
-5.21360680,4.04004123,0.03391856,0.59529609,0.53130090,0.62114820,1.16995598,1.30427140,1.65435959,0.00000000
-5.20760380,4.05054089,0.03298640,0.59247240,0.54254089,0.62152958,1.18567766,1.29528324,1.66740835,0.00000000
-5.20160080,4.06555544,0.03200677,0.58891001,0.55642268,0.62272355,1.20452821,1.28510245,1.68568731,0.00000000
-5.19559780,4.08758777,0.03101229,0.58494664,0.57325149,0.62513864,1.22730373,1.27452987,1.71036221,0.00000000
-5.18959480,4.11903203,0.03003626,0.58093456,0.59328705,0.62915712,1.25472978,1.26438418,1.74248717,0.00000000
-5.18359180,4.16207647,0.02911181,0.57722859,0.61672839,0.63511958,1.28743010,1.25547348,1.78295766,0.00000000
-5.17758879,4.21861413,0.02827094,0.57417409,0.64370070,0.64331125,1.32589871,1.24856725,1.83246891,0.00000000
-5.17158579,4.29016513,0.02754374,0.57209546,0.67424487,0.65395059,1.37047628,1.24436996,1.89148168,0.00000000
-5.16558279,4.37781390,0.02695754,0.57128546,0.70831029,0.66718065,1.42133194,1.24349705,1.96019686,0.00000000
-5.15957979,4.48216388,0.02653622,0.57199582,0.74575107,0.68306364,1.47845128,1.24645439,2.03854002,0.00000000
-5.15357679,4.60331147,0.02629958,0.57442943,0.78632607,0.70157883,1.54163106,1.25362171,2.12615656,0.00000000
-5.14757379,4.74084052,0.02626276,0.57873440,0.82970272,0.72262406,1.61048099,1.26524083,2.22241798,0.00000000
-5.14157079,4.89383727,0.02643594,0.58500022,0.87546441,0.74602063,1.68443250,1.28140893,2.32643875,0.00000000
-5.13556778,5.06092526,0.02682398,0.59325608,0.92312131,0.77152144,1.76275434,1.30207719,2.43710342,0.00000000
-5.12956478,5.24031843,0.02742634,0.60347140,0.97212414,0.79882191,1.84457445,1.32705471,2.55310287,0.00000000
-5.12356178,5.42989005,0.02823705,0.61555856,1.02188029,0.82757330,1.92890723,1.35601750,2.67297803,0.00000000
-5.11755878,5.62725436,0.02924494,0.62937753,1.07177168,0.85739769,2.01468528,1.38852220,2.79516948,0.00000000
-5.11155578,5.82985707,0.03043386,0.64474228,1.12117358,0.88790385,2.10079439,1.42402375,2.91807075,0.00000000
-5.10555278,6.03507050,0.03178319,0.66142853,1.16947365,0.91870347,2.18611025,1.46189622,3.04008299,0.00000000
-5.09954977,6.24028893,0.03326834,0.67918252,1.21609026,0.94942660,2.26953567,1.50145597,3.15966871,0.00000000
-5.09354677,6.44301970,0.03486150,0.69773032,1.26048954,0.97973583,2.35003653,1.54198581,3.27540221,0.00000000
-5.08754377,6.64096558,0.03653233,0.71678717,1.30220015,1.00933842,2.42667519,1.58275933,3.38601449,0.00000000
-5.08154077,6.83209480,0.03824883,0.73606652,1.34082538,1.03799564,2.49863976,1.62306411,3.49043062,0.00000000
-5.07553777,7.01469522,0.03997821,0.75528821,1.37605189,1.06552915,2.56526818,1.66222277,3.58779799,0.00000000
-5.06953477,7.18741042,0.04168776,0.77418549,1.40765490,1.09182386,2.62606592,1.69961111,3.67750420,0.00000000
-5.06353177,7.34925621,0.04334570,0.79251056,1.43549947,1.11682732,2.68071659,1.73467239,3.75918384,0.00000000
-5.05752876,7.49961715,0.04492201,0.81003848,1.45953803,1.14054576,2.72908501,1.76692750,3.83271418,0.00000000
-5.05152576,7.63822389,0.04638911,0.82656933,1.47980419,1.16303696,2.77121252,1.79598053,3.89819987,0.00000000
-5.04552276,7.76511318,0.04772257,0.84192865,1.49640336,1.18440055,2.80730491,1.82151987,3.95594798,0.00000000
-5.03951976,7.88057318,0.04890155,0.85596634,1.50950053,1.20476624,2.83771330,1.84331522,4.00643457,0.00000000
-5.03351676,7.98507800,0.04990921,0.86855426,1.51930599,1.22428084,2.86290913,1.86121085,4.05026475,0.00000000
-5.02751376,8.07921535,0.05073296,0.87958282,1.52605978,1.24309475,2.88345415,1.87511597,4.08812855,0.00000000
-5.02151076,8.16361226,0.05136452,0.88895699,1.53001563,1.26134881,2.89996707,1.88499314,4.12075493,0.00000000
-5.01550775,8.23886321,0.05179996,0.89659218,1.53142525,1.27916229,2.91308827,1.89084557,4.14886636,0.00000000
-5.00950475,8.30546531,0.05203946,0.90241034,1.53052391,1.29662266,2.92344434,1.89270447,4.17313652,0.00000000
-5.00350175,8.36376440,0.05208713,0.90633670,1.52751796,1.31377777,2.93161402,1.89061731,4.19415323,0.00000000
-4.99749875,8.41391528,0.05195061,0.90829751,1.52257500,1.33063080,2.93809730,1.88463791,4.21238846,0.00000000
-4.99149575,8.45585829,0.05164066,0.90821891,1.51581714,1.34713823,2.94328895,1.87481897,4.22817681,0.00000000
-4.98549275,8.48931362,0.05117072,0.90602728,1.50731771,1.36321088,2.94745776,1.86120755,4.24170344,0.00000000
-4.97948974,8.51379312,0.05055638,0.90165080,1.49710159,1.37871774,2.95073251,1.84384376,4.25300175,0.00000000
-4.97348674,8.52862890,0.04981492,0.89502241,1.48514887,1.39349244,2.95309507,1.82276244,4.26196047,0.00000000
-4.96748374,8.53301642,0.04896475,0.88608381,1.47140183,1.40734174,2.95438111,1.79799782,4.26833965,0.00000000
-4.96148074,8.52606932,0.04802499,0.87479031,1.45577448,1.42005548,2.95428805,1.76959043,4.27179409,0.00000000
-4.95547774,8.50688224,0.04701494,0.86111606,1.43816432,1.43141737,2.95239000,1.73759579,4.27190264,0.00000000
-4.94947474,8.47459780,0.04595368,0.84505945,1.41846541,1.44121598,2.94815874,1.70209389,4.26820162,0.00000000
-4.94347174,8.42847338,0.04485968,0.82664812,1.39658190,1.44925510,2.94098974,1.66319884,4.26022005,0.00000000
-4.93746873,8.36794381,0.04375039,0.80594331,1.37244145,1.45536319,2.93023198,1.62106773,4.24751485,0.00000000
-4.93146573,8.29267611,0.04264194,0.78304312,1.34600749,1.45940114,2.91522005,1.57590786,4.22970374,0.00000000
-4.92546273,8.20261317,0.04154883,0.75808452,1.31728970,1.46126812,2.89530709,1.52798191,4.20649430,0.00000000
-4.91945973,8.09800391,0.04048370,0.73124383,1.28635210,1.46090531,2.86989719,1.47761025,4.17770733,0.00000000
-4.91345673,7.97941823,0.03945710,0.70273563,1.25331834,1.45829724,2.83847554,1.42517041,4.14329368,0.00000000
-4.90745373,7.84774609,0.03847731,0.67281009,1.21837372,1.45347104,2.80063540,1.37109324,4.10334347,0.00000000
-4.90145073,7.70418087,0.03755028,0.64174885,1.18176406,1.44649350,2.75610054,1.31585616,4.05808754,0.00000000
-4.89544772,7.55018785,0.03667951,0.60985952,1.14379127,1.43746640,2.70474242,1.25997355,4.00789117,0.00000000
-4.88944472,7.38745986,0.03586612,0.57746922,1.10480599,1.42652037,2.64659148,1.20398484,3.95324055,0.00000000
-4.88344172,7.21786214,0.03510888,0.54491730,1.06519761,1.41380764,2.58184220,1.14844080,3.89472286,0.00000000
-4.87743872,7.04336959,0.03440434,0.51254761,1.02538224,1.39949429,2.51085199,1.09388874,3.83300125,0.00000000
-4.87143572,6.86599930,0.03374708,0.48070072,0.98578919,1.38375223,2.43413403,1.04085728,3.76878595,0.00000000
-4.86543272,6.68774199,0.03312993,0.44970624,0.94684668,1.36675155,2.35234454,0.98984143,3.70280332,0.00000000
-4.85942971,6.51049535,0.03254431,0.41987570,0.90896741,1.34865355,2.26626532,0.94128871,3.63576438,0.00000000
-4.85342671,6.33600278,0.03198062,0.39149615,0.87253476,1.32960479,2.17678214,0.89558684,3.56833461,0.00000000
-4.84742371,6.16579996,0.03142861,0.36482466,0.83789018,1.30973255,2.08486027,0.85305368,3.50110659,0.00000000
-4.84142071,6.00117192,0.03087787,0.34008393,0.80532230,1.28914187,1.99151794,0.81392964,3.43457688,0.00000000
-4.83541771,5.84312236,0.03031820,0.31745898,0.77505844,1.26791433,1.89779891,0.77837309,3.36912848,0.00000000
-4.82941471,5.69235629,0.02974008,0.29709505,0.74725851,1.24610866,1.80474521,0.74645870,3.30501970,0.00000000
-4.82341171,5.54927679,0.02913503,0.27909667,0.72201182,1.22376308,1.71337094,0.71817885,3.24238005,0.00000000
-4.81740870,5.41399547,0.02849600,0.26352773,0.69933676,1.20089937,1.62463810,0.69344789,3.18121340,0.00000000
-4.81140570,5.28635609,0.02781761,0.25041257,0.67918326,1.17752829,1.53943506,0.67210913,3.12140819,0.00000000
-4.80540270,5.16596962,0.02709642,0.23973789,0.66143785,1.15365622,1.45855832,0.65394401,3.06275409,0.00000000
-4.79939970,5.05225900,0.02633101,0.23145533,0.64593116,1.12929254,1.38269787,0.63868311,3.00496427,0.00000000
-4.79339670,4.94451091,0.02552207,0.22548458,0.63244727,1.10445732,1.31242651,0.62601854,2.94770201,0.00000000
-4.78739370,4.84193190,0.02467233,0.22171688,0.62073455,1.07918896,1.24819302,0.61561685,2.89061012,0.00000000
-4.78139070,4.74370582,0.02378644,0.22001870,0.61051749,1.05355111,1.19031911,0.60713230,2.83334155,0.00000000
-4.77538769,4.64904951,0.02287081,0.22023557,0.60150894,1.02763853,1.13900001,0.60021951,2.77558947,0.00000000
-4.76938469,4.55726397,0.02193325,0.22219579,0.59342222,1.00158146,1.09430824,0.59454520,2.71711512,0.00000000
-4.76338169,4.46777814,0.02098273,0.22571407,0.58598262,0.97554794,1.05620013,0.58979856,2.65777170,0.00000000
-4.75737869,4.38018334,0.02002896,0.23059500,0.57893783,0.94974406,1.02452469,0.58569968,2.59752315,0.00000000
-4.75137569,4.29425660,0.01908200,0.23663618,0.57206684,0.92441171,0.99903423,0.58200594,2.53645659,0.00000000
-4.74537269,4.20997183,0.01815189,0.24363118,0.56518712,0.89982399,0.97939628,0.57851620,2.47478766,0.00000000
-4.73936968,4.12749863,0.01724822,0.25137219,0.55815979,0.87627821,0.96520629,0.57507261,2.41285861,0.00000000
-4.73336668,4.04718902,0.01637979,0.25965236,0.55089271,0.85408687,0.95600075,0.57156026,2.35112912,0.00000000
-4.72736368,3.96955322,0.01555430,0.26826805,0.54334147,0.83356687,0.95127032,0.56790488,2.29016043,0.00000000
-4.72136068,3.89522622,0.01477807,0.27702079,0.53550837,0.81502756,0.95047267,0.56406874,2.23059374,0.00000000
-4.71535768,3.82492735,0.01405582,0.28571918,0.52743971,0.79875808,0.95304490,0.56004531,2.17312406,0.00000000
-4.70935468,3.75941548,0.01339060,0.29418071,0.51922138,0.78501484,0.95841528,0.55585304,2.11847116,0.00000000
-4.70335168,3.69944275,0.01278367,0.30223352,0.51097348,0.77400967,0.96601431,0.55152865,2.06734921,0.00000000
-4.69734867,3.64570971,0.01223456,0.30971829,0.50284395,0.76589937,0.97528508,0.54712058,2.02043690,0.00000000
-4.69134567,3.59882481,0.01174119,0.31649003,0.49500190,0.76077739,0.98569292,0.54268287,1.97834988,0.00000000
-4.68534267,3.55927077,0.01129997,0.32242006,0.48763093,0.75866810,0.99673439,0.53826991,1.94161702,0.00000000
-4.67933967,3.52737996,0.01090609,0.32739798,0.48092277,0.75952404,1.00794568,0.53393245,1.91066187,0.00000000
-4.67333667,3.50332045,0.01055371,0.33133368,0.47507172,0.76322671,1.01891046,0.52971493,1.88579051,0.00000000
-4.66733367,3.48709371,0.01023636,0.33415936,0.47026999,0.76959063,1.02926713,0.52565440,1.86718637,0.00000000
-4.66133067,3.47854424,0.00994717,0.33583141,0.46670427,0.77837101,1.03871552,0.52178095,1.85491238,0.00000000
-4.65532766,3.47738056,0.00967925,0.33633221,0.46455358,0.78927450,1.04702298,0.51811955,1.84892025,0.00000000
-4.64932466,3.48320668,0.00942600,0.33567163,0.46398839,0.80197281,1.05402964,0.51469317,1.84906634,0.00000000
-4.64332166,3.49556190,0.00918140,0.33388823,0.46517091,0.81611853,1.05965276,0.51152680,1.85513314,0.00000000
