energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,S_s_up,S_s_down,S_p_up,S_p_down,Zn_p_up,Zn_p_down,Zn_d_up,Zn_d_down
-5.93996998,2.78159163,-4.07146176,0.01635490,-0.01616292,0.11024152,-0.24321765,0.31081588,-0.68025668,0.22316369,-0.24707966,0.03151654,-0.04132555,1.02759303,-1.67475034,0.14900821,-0.50494822,0.36112884,-0.37992059
-5.93396698,2.63928920,-4.06930715,0.01553385,-0.01703161,0.10415585,-0.24224637,0.29313718,-0.65721252,0.21119002,-0.24813781,0.02955315,-0.04071324,0.97551147,-1.67359141,0.14022853,-0.49682555,0.34235301,-0.37993828
-5.92796398,2.49199303,-4.06341750,0.01466854,-0.01785432,0.09795532,-0.24055995,0.27562187,-0.63504290,0.19889919,-0.24870383,0.02759605,-0.04020584,0.92162673,-1.67075656,0.13162201,-0.48764366,0.32287558,-0.38016236
-5.92196098,2.34126720,-4.05201114,0.01377445,-0.01861437,0.09169753,-0.23816212,0.25832973,-0.61357526,0.18643723,-0.24869908,0.02566261,-0.03976709,0.86654091,-1.66554867,0.12328370,-0.47743553,0.30288129,-0.38030942
-5.91595798,2.18886200,-4.03337511,0.01286772,-0.01929574,0.08544772,-0.23505916,0.24136069,-0.59263637,0.17396432,-0.24804932,0.02377204,-0.03936179,0.81092851,-1.65729779,0.11532583,-0.46623919,0.28257452,-0.38010566
-5.90995498,2.03665781,-4.00591376,0.01196472,-0.01988351,0.07927675,-0.23125989,0.22484853,-0.57205769,0.16165053,-0.24668692,0.02194482,-0.03895672,0.75551565,-1.64538068,0.10787517,-0.45409711,0.26217204,-0.37929378
-5.90395198,1.88660866,-3.96819801,0.01108172,-0.02036433,0.07325914,-0.22677617,0.20895415,-0.55168081,0.14967156,-0.24455320,0.02020217,-0.03852142,0.70105916,-1.62924075,0.10107026,-0.44105645,0.24189565,-0.37763962
-5.89794897,1.74068812,-3.91901325,0.01023452,-0.02072688,0.06747115,-0.22162353,0.19385891,-0.53136271,0.13820490,-0.24160081,0.01856557,-0.03802890,0.64832645,-1.60840759,0.09505883,-0.42716977,0.22196523,-0.37493834
-5.89194597,1.60083950,-3.85740370,0.00943823,-0.02096226,0.06198910,-0.21582206,0.17975818,-0.51098063,0.12742632,-0.23779599,0.01705630,-0.03745628,0.59807685,-1.58251506,0.08999527,-0.41249634,0.20259223,-0.37101981
-5.88594297,1.46893202,-3.78271101,0.00870699,-0.02106431,0.05688796,-0.20939736,0.16685533,-0.49043656,0.11750694,-0.23312064,0.01569510,-0.03678530,0.55104506,-1.55131729,0.08603827,-0.39710386,0.18397412,-0.36575306
-5.87993997,1.34672390,-3.69460499,0.00805381,-0.02102988,0.05224013,-0.20238153,0.15535636,-0.46966095,0.10861087,-0.22757399,0.01450184,-0.03600264,0.50792700,-1.51470147,0.08334851,-0.38107026,0.16628972,-0.35904961
-5.87393697,1.23583287,-3.59310465,0.00749045,-0.02085898,0.04811458,-0.19481396,0.14546514,-0.44861565,0.10089331,-0.22117377,0.01349540,-0.03510016,0.46936814,-1.47269683,0.08208651,-0.36448568,0.14969569,-0.35086543
-5.86793397,1.13771394,-3.47858826,0.00702733,-0.02055484,0.04457631,-0.18674196,0.13737930,-0.42729584,0.09449927,-0.21395684,0.01269342,-0.03407492,0.43595432,-1.42547926,0.08241028,-0.34745410,0.13432407,-0.34120147
-5.86193097,1.05364394,-3.35179143,0.00667345,-0.02012387,0.04168591,-0.17822096,0.13128677,-0.40573092,0.08956255,-0.20597914,0.01211227,-0.03292914,0.40820479,-1.37337107,0.08447289,-0.33009473,0.12028103,-0.33010276
-5.85592796,0.98471180,-3.21379314,0.00643639,-0.01957549,0.03949943,-0.16931446,0.12736268,-0.38398424,0.08620511,-0.19731497,0.01176697,-0.03166988,0.38656711,-1.31683595,0.08841981,-0.31254287,0.10764646,-0.31765607
-5.84992496,0.93181336,-3.06599010,0.00632223,-0.01892191,0.03806833,-0.16009346,0.12576665,-0.36215176,0.08453645,-0.18805563,0.01167112,-0.03030869,0.37141342,-1.25646915,0.09438579,-0.29495019,0.09647455,-0.30398622
-5.84392196,0.89564954,-2.91006037,0.00633559,-0.01817778,0.03743943,-0.15063550,0.12664032,-0.34035963,0.08465307,-0.17830736,0.01183686,-0.02886112,0.36303782,-1.19298339,0.10249145,-0.27748437,0.08679505,-0.28925123
-5.83791896,0.87672635,-2.74791800,0.00647953,-0.01735981,0.03765494,-0.14102337,0.13010487,-0.31876075,0.08663776,-0.16818886,0.01227479,-0.02734609,0.36165407,-1.12719095,0.11283928,-0.26032803,0.07861504,-0.27363649
-5.83191596,0.87535576,-2.58166050,0.00675559,-0.01648633,0.03875229,-0.13134344,0.13625856,-0.29753067,0.09055865,-0.15782828,0.01299384,-0.02578524,0.36739369,-1.05998290,0.12550943,-0.24367710,0.07192109,-0.25734827
-5.82591296,0.89165646,-2.41351163,0.00716364,-0.01557680,0.04076393,-0.12168375,0.14517412,-0.27686270,0.09646794,-0.14736001,0.01400117,-0.02420219,0.38030382,-0.99230625,0.14055495,-0.22773857,0.06668160,-0.24060677
-5.81990995,0.92555389,-2.24576188,0.00770190,-0.01465134,0.04371690,-0.11213198,0.15689613,-0.25696267,0.10440033,-0.13692128,0.01530188,-0.02262187,0.40034501,-0.92514001,0.15799704,-0.21272768,0.06284919,-0.22363911
-5.81390695,0.97677936,-2.08070895,0.00836681,-0.01373024,0.04763227,-0.10277341,0.17143826,-0.23804349,0.11437112,-0.12664874,0.01689888,-0.02106975,0.42738882,-0.85947110,0.17782025,-0.19886481,0.06036306,-0.20667242
-5.80790395,1.04486840,-1.92060069,0.00915300,-0.01283348,0.05252439,-0.09368884,0.18878062,-0.22031958,0.12637407,-0.11667520,0.01879252,-0.01957117,0.46121553,-0.79627094,0.19996795,-0.18637189,0.05915112,-0.18992746
-5.80190095,1.12915894,-1.76758223,0.01005320,-0.01198034,0.05839998,-0.08495284,0.20886740,-0.20400146,0.14037918,-0.10712665,0.02098038,-0.01815073,0.50151221,-0.73647353,0.22433844,-0.17546864,0.05913199,-0.17361276
-5.79589795,1.22878996,-1.62364895,0.01105819,-0.01118901,0.06525723,-0.07663209,0.23160480,-0.18929065,0.15633043,-0.09811953,0.02345694,-0.01683171,0.54787169,-0.68095548,0.25078191,-0.16636862,0.06021675,-0.15791973
-5.78989495,1.34270192,-1.49060628,0.01215683,-0.01047623,0.07308474,-0.06878412,0.25685982,-0.17637480,0.17414386,-0.08975853,0.02621330,-0.01563561,0.59979281,-0.63051852,0.27909866,-0.15927504,0.06231040,-0.14301860
-5.78389195,1.46963994,-1.37003699,0.01333610,-0.00985702,0.08186068,-0.06145643,0.28445983,-0.16542337,0.19370597,-0.08213473,0.02923700,-0.01458169,0.65668254,-0.58587462,0.30903878,-0.15437647,0.06531320,-0.12905550
-5.77788894,1.60816092,-1.26327611,0.01458115,-0.00934445,0.09155198,-0.05468591,0.31419335,-0.15658365,0.21487282,-0.07532432,0.03251182,-0.01368670,0.71786048,-0.54763379,0.34030363,-0.15184253,0.06912184,-0.11615041
-5.77188594,1.75664574,-1.17139319,0.01587550,-0.00894946,0.10211382,-0.04849874,0.34581211,-0.14997726,0.23746992,-0.06938765,0.03601775,-0.01296462,0.78256607,-0.51629448,0.37254924,-0.15181936,0.07363044,-0.10439625
-5.76588294,1.91331721,-1.09518136,0.01720127,-0.00868068,0.11348943,-0.04291053,0.37903467,-0.14569707,0.26129318,-0.06436881,0.03973095,-0.01242645,0.84996880,-0.49223639,0.40539173,-0.15442507,0.07873159,-0.09385875
-5.75987994,2.07626434,-1.03515249,0.01853946,-0.00854436,0.12561026,-0.03792692,0.41355147,-0.14380455,0.28611085,-0.06029550,0.04362397,-0.01208012,0.91918147,-0.47571543,0.43841470,-0.15974523,0.08431728,-0.08457719
-5.75387694,2.24347289,-0.99153757,0.01987033,-0.00854427,0.13839663,-0.03354438,0.44903136,-0.14432745,0.31166678,-0.05717928,0.04766595,-0.01193046,0.98927647,-0.46686061,0.47117853,-0.16782834,0.09027990,-0.07656573
-5.74787394,2.41286185,-0.96429144,0.02117379,-0.00868165,0.15175875,-0.02975118,0.48512951,-0.14725794,0.33768470,-0.05501605,0.05182304,-0.01197914,1.05930462,-0.46567254,0.50323121,-0.17868145,0.09651335,-0.06981528
-5.74187094,2.58232497,-0.95310127,0.02242992,-0.00895519,0.16559831,-0.02652865,0.52149642,-0.15255110,0.36387373,-0.05378676,0.05605886,-0.01222472,1.12831605,-0.47202353,0.53412048,-0.19226623,0.10291410,-0.06429577
-5.73586793,2.74977596,-0.95739805,0.02361938,-0.00936105,0.17981039,-0.02385246,0.55778763,-0.16012397,0.38993473,-0.05345832,0.06033508,-0.01266276,1.19538250,-0.48565913,0.56340661,-0.20849535,0.10938233,-0.05995857
-5.72986493,2.91319576,-0.97637095,0.02472399,-0.00989287,0.19428585,-0.02169393,0.59367387,-0.16985506,0.41556746,-0.05398464,0.06461214,-0.01328591,1.25961995,-0.50620114,0.59067544,-0.22722978,0.11582316,-0.05673917
-5.72386193,3.07067987,-1.00898427,0.02572715,-0.01054183,0.20891389,-0.02002142,0.62885108,-0.18158462,0.44047821,-0.05530778,0.06884991,-0.01408409,1.32021071,-0.53315234,0.61555106,-0.24827697,0.12214781,-0.05455975
-5.71785893,3.22048364,-1.05399709,0.02661434,-0.01129681,0.22358486,-0.01880164,0.66304984,-0.19511564,0.46438750,-0.05735931,0.07300851,-0.01504470,1.37642392,-0.56590297,0.63770737,-0.27139030,0.12827470,-0.05333186
-5.71185593,3.36106341,-1.10998588,0.02737350,-0.01214446,0.23819314,-0.01800090,0.69604377,-0.21021578,0.48703780,-0.06006172,0.07704903,-0.01615293,1.42763345,-0.60373934,0.65687816,-0.29627008,0.13413048,-0.05295888
-5.70585293,3.49111157,-1.17537026,0.02799536,-0.01306944,0.25263996,-0.01758626,0.72765643,-0.22662040,0.50820055,-0.06332999,0.08093428,-0.01739201,1.47333230,-0.64585489,0.67286498,-0.32256616,0.13965095,-0.05333848
-5.69984992,3.60958381,-1.24844217,0.02847370,-0.01405470,0.26683601,-0.01752665,0.75776648,-0.24403664,0.52768248,-0.06707337,0.08462956,-0.01874367,1.51314269,-0.69136362,0.68554259,-0.34988253,0.14478169,-0.05436492
-5.69384692,3.71571725,-1.32739874,0.02880548,-0.01508172,0.28070383,-0.01779378,0.78631067,-0.26214877,0.54533082,-0.07119724,0.08810321,-0.02018856,1.54682156,-0.73931638,0.69486146,-0.37778384,0.14947859,-0.05593120
-5.68784392,3.80903884,-1.41037863,0.02899092,-0.01613097,0.29417982,-0.01836299,0.81328480,-0.28062467,0.56103718,-0.07560519,0.09132726,-0.02170674,1.57426091,-0.78871975,0.70084742,-0.40580385,0.15370809,-0.05793112
-5.68184092,3.88936365,-1.49550169,0.02903344,-0.01718224,0.30721585,-0.01921403,0.83874247,-0.29912343,0.57473994,-0.08020116,0.09427788,-0.02327822,1.59548324,-0.83855736,0.70359834,-0.43345577,0.15744718,-0.06026124
-5.67583792,3.95678355,-1.58091127,0.02893951,-0.01821518,0.31978038,-0.02033162,0.86279196,-0.31730395,0.58642517,-0.08489180,0.09693574,-0.02488354,1.61063238,-0.88781339,0.70327801,-0.46024415,0.16068316,-0.06282265
-5.66983492,4.01164725,-1.66481837,0.02871841,-0.01920974,0.33185916,-0.02170598,0.88559152,-0.33483427,0.59612595,-0.08958875,0.09928637,-0.02650434,1.61996016,-0.93549752,0.70010773,-0.48567815,0.16341326,-0.06552267
-5.66383192,4.05453300,-1.74554630,0.02838198,-0.02014673,0.34345552,-0.02333317,0.90734343,-0.35140137,0.60392030,-0.09421105,0.10132027,-0.02812391,1.62380993,-0.98067078,0.69435590,-0.50928544,0.16564395,-0.06827635
-5.65782891,4.08621591,-1.82157439,0.02794417,-0.02100830,0.35459022,-0.02521536,0.92828745,-0.36672110,0.60992785,-0.09868737,0.10303305,-0.02972771,1.62259776,-1.02247117,0.68632633,-0.53062664,0.16739026,-0.07100789
-5.65182591,4.10763195,-1.89157925,0.02742072,-0.02177845,0.36530110,-0.02736093,0.94869413,-0.38054789,0.61430543,-0.10295814,0.10442543,-0.03130383,1.61679247,-1.06013822,0.67634576,-0.54930925,0.16867485,-0.07365167
-5.64582291,4.11984060,-1.95447163,0.02682865,-0.02244344,0.37564239,-0.02978445,0.96885854,-0.39268374,0.61724190,-0.10697738,0.10550315,-0.03284328,1.60689567,-1.09303544,0.66475155,-0.56500081,0.16952716,-0.07615326
-5.63981991,4.12398849,-2.00942732,0.02618588,-0.02299218,0.38568387,-0.03250651,0.98909482,-0.40298618,0.61895240,-0.11071423,0.10627685,-0.03434032,1.59342281,-1.12066945,0.65187979,-0.57744048,0.16998247,-0.07846993
-5.63381691,4.12127557,-2.05591048,0.02551074,-0.02341653,0.39550995,-0.03555341,1.00973198,-0.41137483,0.61967245,-0.11415405,0.10676178,-0.03579241,1.57688618,-1.14270502,0.63805474,-0.58644863,0.17008095,-0.08057098
-5.62781391,4.11292550,-2.09368805,0.02482156,-0.02371147,0.40521861,-0.03895676,1.03111108,-0.41783614,0.61965192,-0.11729901,0.10697754,-0.03720025,1.55778077,-1.15897521,0.62357997,-0.59193375,0.16986685,-0.08243766
-5.62181091,4.10016111,-2.12283446,0.02413628,-0.02387517,0.41492025,-0.04275285,1.05358378,-0.42242610,0.61914930,-0.12016820,0.10694767,-0.03856749,1.53657340,-1.16948582,0.60873150,-0.59389659,0.16938764,-0.08406281
-5.61580790,4.08418541,-2.14372598,0.02347207,-0.02390894,0.42473643,-0.04698198,1.07751217,-0.42527081,0.61842620,-0.12279711,0.10669920,-0.03990039,1.51369540,-1.17441413,0.59375321,-0.59243100,0.16869324,-0.08545000
-5.60980490,4.06616803,-2.15702473,0.02284499,-0.02381710,0.43479837,-0.05168766,1.10326935,-0.42656467,0.61774238,-0.12523669,0.10626215,-0.04120727,1.48953900,-1.17410155,0.57885457,-0.58772162,0.16783530,-0.08661256
-5.60380190,4.04723651,-2.16365300,0.02226972,-0.02360668,0.44524523,-0.05691568,1.13124038,-0.42656638,0.61735108,-0.12755173,0.10566887,-0.04249792,1.46445703,-1.16904064,0.56421058,-0.58003828,0.16686646,-0.08757207
-5.59779890,4.02847130,-2.16475856,0.02175927,-0.02328706,0.45622188,-0.06271313,1.16182277,-0.42559269,0.61749484,-0.12981889,0.10495340,-0.04378289,1.43876552,-1.15985689,0.54996358,-0.56972751,0.16583964,-0.08835686
-5.59179590,4.01090317,-2.16167262,0.02132480,-0.02286953,0.46787625,-0.06912732,1.19542590,-0.42401029,0.61840164,-0.13212428,0.10415070,-0.04507272,1.41274853,-1.14728606,0.53622682,-0.55720136,0.16480726,-0.08900014
-5.58579290,3.99551147,-2.15586196,0.02097540,-0.02236682,0.48035602,-0.07620470,1.23246860,-0.42222590,0.62028117,-0.13456069,0.10329580,-0.04637728,1.38666452,-1.13214802,0.52308903,-0.54292406,0.16382045,-0.08953820
-5.57978989,3.98322158,-2.14887729,0.02071797,-0.02179251,0.49380458,-0.08398969,1.27337418,-0.42067507,0.62332132,-0.13722468,0.10242299,-0.04770500,1.36075327,-1.11531815,0.51061978,-0.52739704,0.16292808,-0.09000849
-5.57378689,3.97490039,-2.14229976,0.02055710,-0.02116058,0.50835633,-0.09252348,1.31856246,-0.41981003,0.62768462,-0.14021344,0.10156490,-0.04906230,1.33524272,-1.09769754,0.49887496,-0.51114299,0.16217586,-0.09044789
-5.56778389,3.97134855,-2.13768780,0.02049502,-0.02048485,0.52413128,-0.10184285,1.36843857,-0.42008694,0.63350466,-0.14362172,0.10075157,-0.05045314,1.31035490,-1.08018316,0.48790209,-0.49468944,0.16160516,-0.09089103
-5.56178089,3.97328896,-2.13652608,0.02053155,-0.01977855,0.54122906,-0.11197889,1.42337848,-0.42195297,0.64088253,-0.14753876,0.10000961,-0.05187862,1.28631043,-1.06363903,0.47774484,-0.47855267,0.16125195,-0.09136896
-5.55577789,3.98135145,-2.14017839,0.02066412,-0.01905392,0.55972258,-0.12295575,1.48371157,-0.42583372,0.64988320,-0.15204535,0.09936136,-0.05333687,1.26333109,-1.04886953,0.46844668,-0.46322225,0.16114558,-0.09190795
-5.54977489,3.99605417,-2.14984581,0.02088786,-0.01832191,0.57965154,-0.13478934,1.54970100,-0.43212119,0.66053222,-0.15721117,0.09882417,-0.05482302,1.24164039,-1.03659562,0.46005335,-0.44914707,0.16130766,-0.09252877
-5.54377189,4.01778254,-2.16653119,0.02119571,-0.01759194,0.60101623,-0.14748602,1.62152273,-0.44116281,0.67281263,-0.16309231,0.09840984,-0.05632939,1.22146214,-1.02743471,0.45261401,-0.43672294,0.16175099,-0.09324611
-5.53776888,4.04676765,-2.19101094,0.02157859,-0.01687183,0.62377186,-0.16104132,1.69924460,-0.45325187,0.68666267,-0.16972914,0.09812416,-0.05784577,1.20301709,-1.02188457,0.44618128,-0.42628235,0.16247862,-0.09406848
-5.53176588,4.08306567,-2.22381423,0.02202566,-0.01616772,0.64782403,-0.17543863,1.78280673,-0.46861947,0.70197425,-0.17714454,0.09796674,-0.05935990,1.18651826,-1.02031164,0.44081017,-0.41808646,0.16348322,-0.09499828
-5.52576288,4.12654058,-2.26521007,0.02252462,-0.01548419,0.67302557,-0.19064804,1.87200486,-0.48742852,0.71859276,-0.18534243,0.09793100,-0.06085798,1.17216534,-1.02294378,0.43655604,-0.41231961,0.16474669,-0.09603218
-5.51975988,4.17685230,-2.31520207,0.02306205,-0.01482434,0.69917530,-0.20662527,1.96647823,-0.50976978,0.73631832,-0.19430679,0.09800440,-0.06232526,1.16013874,-1.02986750,0.43347221,-0.40908624,0.16624011,-0.09716169
-5.51375688,4.23345210,-2.37353052,0.02362383,-0.01419005,0.72601888,-0.22331086,2.06570310,-0.53566032,0.75490870,-0.20400107,0.09816900,-0.06374664,1.15059406,-1.04102933,0.43160705,-0.40841040,0.16792421,-0.09837387
-5.50775388,4.29558695,-2.43968174,0.02419556,-0.01358217,0.75325215,-0.24062965,2.16899333,-0.56504445,0.77408419,-0.21436806,0.09840211,-0.06510724,1.14365731,-1.05624121,0.43100129,-0.41023756,0.16975019,-0.09965214
-5.50175088,4.36231372,-2.51290405,0.02476308,-0.01300087,0.78052695,-0.25849068,2.27550850,-0.59779720,0.79353434,-0.22533028,0.09867727,-0.06639298,1.13942156,-1.07518952,0.43168558,-0.41443870,0.17166102,-0.10097713
-5.49574787,4.43252368,-2.59222996,0.02531288,-0.01244583,0.80745935,-0.27678766,2.38426993,-0.63373048,0.81292650,-0.23679092,0.09896535,-0.06759097,1.13794527,-1.09744729,0.43367859,-0.42081654,0.17359320,-0.10232752
-5.48974487,4.50497685,-2.67650434,0.02583261,-0.01191659,0.83364023,-0.29540004,2.49418435,-0.67260183,0.83191608,-0.24863540,0.09923575,-0.06868998,1.13925240,-1.12248940,0.43698584,-0.42911358,0.17547884,-0.10368084
-5.48374187,4.57834505,-2.76441780,0.02631153,-0.01141280,0.85864773,-0.31419483,2.60407443,-0.71412558,0.85015804,-0.26073350,0.09945773,-0.06968062,1.14333434,-1.14971019,0.44159930,-0.43902171,0.17724809,-0.10501422
-5.47773887,4.65126172,-2.85454512,0.02674083,-0.01093439,0.88206121,-0.33302923,2.71271484,-0.75798633,0.86731929,-0.27294218,0.09960165,-0.07055565,1.15015345,-1.17844314,0.44749773,-0.45019325,0.17883175,-0.10630514
-5.47173587,4.72237620,-2.94538782,0.02711402,-0.01048185,0.90347596,-0.35175406,2.81887215,-0.80385416,0.88309149,-0.28510907,0.09964028,-0.07131001,1.15964786,-1.20798228,0.45464776,-0.46225298,0.18016396,-0.10753196
-5.46573287,4.79040931,-3.03542052,0.02742713,-0.01005629,0.92251818,-0.37021801,2.92134655,-0.85140142,0.89720351,-0.29707656,0.09954980,-0.07194095,1.17173695,-1.23760476,0.46300544,-0.47481088,0.18118485,-0.10867463
-5.45972986,4.85420732,-3.12313981,0.02767887,-0.00965958,0.93885928,-0.38827258,3.01901300,-0.90032014,0.90943316,-0.30868651,0.09931083,-0.07244804,1.18632715,-1.26659418,0.47251813,-0.48747532,0.18184300,-0.10971514
-5.45372686,4.91279106,-3.20711492,0.02787066,-0.00929443,0.95222896,-0.40577770,3.11085964,-0.95033968,0.91961744,-0.31978536,0.09890905,-0.07283316,1.20331728,-1.29426408,0.48312651,-0.49986617,0.18209760,-0.11063814
-5.44772386,4.96539729,-3.28603859,0.02800658,-0.00896436,0.96242630,-0.42260768,3.19602131,-1.00124353,0.92766081,-0.33022972,0.09833564,-0.07310059,1.22260316,-1.31998108,0.49476650,-0.51162758,0.18192013,-0.11143148
-5.44172086,5.01150985,-3.35877670,0.02809323,-0.00867370,0.96932832,-0.43865731,3.27380609,-1.05288468,0.93354114,-0.33989195,0.09758747,-0.07325694,1.24408078,-1.34318693,0.50737075,-0.52244007,0.18129564,-0.11208674
-5.43571786,5.05087892,-3.42441491,0.02813947,-0.00842757,0.97289554,-0.45384792,3.34371374,-1.10519842,0.93731288,-0.34866589,0.09666693,-0.07331129,1.26764804,-1.36341875,0.52086986,-0.53203130,0.18022330,-0.11259981
-5.42971486,5.08352718,-3.48230039,0.02815612,-0.00823174,0.97317429,-0.46813283,3.40544475,-1.15821192,0.93910736,-0.35647214,0.09558160,-0.07327523,1.29320475,-1.38032691,0.53519287,-0.54018550,0.17871643,-0.11297147
-5.42371186,5.10974290,-3.53207676,0.02815561,-0.00809260,0.97029560,-0.48150222,3.45890007,-1.21204977,0.93913021,-0.36326291,0.09434359,-0.07316288,1.32065101,-1.39368958,0.55026736,-0.54675092,0.17680186,-0.11320791
-5.41770885,5.13006042,-3.57371029,0.02815156,-0.00801699,0.96447088,-0.49398665,3.50417144,-1.26693483,0.93765598,-0.36902599,0.09296876,-0.07299104,1.34988428,-1.40342345,0.56601896,-0.55164510,0.17451873,-0.11332119
-5.41170585,5.14522972,-3.60750580,0.02815838,-0.00801210,0.95598444,-0.50565942,3.54152364,-1.32318406,0.93502028,-0.37378777,0.09147585,-0.07277914,1.38079548,-1.40959004,0.58237056,-0.55485786,0.17191678,-0.11332961
-5.40570285,5.15617705,-3.63411074,0.02819087,-0.00808528,0.94518345,-0.51663707,3.57136975,-1.38119907,0.93160975,-0.37761489,0.08988544,-0.07254920,1.41326467,-1.41239699,0.59924130,-0.55645160,0.16905417,-0.11325790
-5.39969985,5.16395938,-3.65450660,0.02826386,-0.00824394,0.93246582,-0.52707822,3.59424150,-1.44145162,0.92785043,-0.38061457,0.08821906,-0.07232571,1.44715692,-1.41219423,0.61654565,-0.55655913,0.16599508,-0.11313724
-5.39369685,5.16971553,-3.66998718,0.02839181,-0.00849532,0.91826647,-0.53718038,3.61075674,-1.50446428,0.92419496,-0.38293334,0.08649821,-0.07213532,1.48231896,-1.40946480,0.63419275,-0.55537887,0.16280703,-0.11300498
-5.38769385,5.17461696,-3.68212379,0.02858861,-0.00884631,0.90304289,-0.54717496,3.62158625,-1.57078705,0.92110926,-0.38475412,0.08474362,-0.07200646,1.51857726,-1.40481061,0.65208623,-0.55316770,0.15955827,-0.11290416
-5.38169085,5.17982111,-3.69271830,0.02886726,-0.00930327,0.88726050,-0.55732040,3.62742208,-1.64097080,0.91905909,-0.38629184,0.08297461,-0.07196872,1.55573785,-1.39893337,0.67012473,-0.55023168,0.15631516,-0.11288265
-5.37568784,5.18642969,-3.70374525,0.02923974,-0.00987181,0.87137844,-0.56789374,3.62894934,-1.71553868,0.91849706,-0.38778748,0.08120864,-0.07205218,1.59358836,-1.39261134,0.68820321,-0.54691493,0.15313986,-0.11299202
-5.36968484,5.19545394,-3.71728500,0.02971684,-0.01055658,0.85583640,-0.57918087,3.62682297,-1.79495678,0.91985046,-0.38950087,0.07946108,-0.07228648,1.63190233,-1.38667286,0.70621510,-0.54358720,0.15008823,-0.11328613
-5.36368184,5.20778805,-3.73545035,0.03030810,-0.01136102,0.84104294,-0.59146578,3.62165081,-1.87960537,0.92351025,-0.39170233,0.07774510,-0.07269984,1.67044571,-1.38196737,0.72405527,-0.54063049,0.14720824,-0.11381944
-5.35767884,5.22419154,-3.76030934,0.03102168,-0.01228719,0.82736560,-0.60501933,3.61398332,-1.96975208,0.92982148,-0.39466361,0.07607188,-0.07331801,1.70898536,-1.37933522,0.74162372,-0.53842540,0.14453869,-0.11464511
-5.35167584,5.24528037,-3.79380723,0.03186434,-0.01333552,0.81512305,-0.62008789,3.60431030,-2.06552831,0.93907513,-0.39864828,0.07445081,-0.07416311,1.74729888,-1.37957741,0.75882973,-0.53733745,0.14210857,-0.11581295
-5.34567284,5.27152625,-3.83769071,0.03284140,-0.01450465,0.80457939,-0.63688222,3.59306407,-2.16691001,0.95150166,-0.40390201,0.07288988,-0.07525256,1.78518545,-1.38342633,0.77559631,-0.53770420,0.13993668,-0.11736735
