energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,Zn_p_up,Zn_p_down,Zn_d_up,Zn_d_down
-4.27713857,8.87251913,-8.87251275,2.85150765,-2.85150433,3.84113458,-3.84113475,0.00482407,-0.00482409,0.91433078,-0.91433141,0.04074217,-0.04074187,4.08062659,-4.08062214,0.26320785,-0.26320859,0.07677622,-0.07677585
-4.27113557,8.79428113,-8.79426834,2.82584043,-2.82583524,3.82310327,-3.82310081,0.00488527,-0.00488529,0.90666740,-0.90666684,0.03889707,-0.03889674,4.04295966,-4.04295307,0.26418947,-0.26418991,0.07412335,-0.07412291
-4.26513257,8.68752502,-8.68750592,2.79144274,-2.79143575,3.79295637,-3.79295129,0.00491740,-0.00491741,0.89448242,-0.89448066,0.03695881,-0.03695846,3.99526164,-3.99525301,0.26415646,-0.26415659,0.07119137,-0.07119087
-4.25912956,8.55395747,-8.55393230,2.74892640,-2.74891769,3.75133325,-3.75132564,0.00491959,-0.00491959,0.87791902,-0.87791606,0.03494856,-0.03494817,3.93832749,-3.93831694,0.26306000,-0.26305980,0.06802540,-0.06802485
-4.25312656,8.39559279,-8.39556185,2.69899365,-2.69898336,3.69899705,-3.69898701,0.00489158,-0.00489158,0.85718768,-0.85718355,0.03288799,-0.03288759,3.87303100,-3.87301867,0.26086918,-0.26086864,0.06467307,-0.06467248
-4.24712356,8.21469984,-8.21466352,2.64241689,-2.64240514,3.63681526,-3.63680295,0.00483375,-0.00483375,0.83256121,-0.83255595,0.03079884,-0.03079842,3.80030101,-3.80028706,0.25757241,-0.25757153,0.06118313,-0.06118251
-4.24112056,8.01374794,-8.01370671,2.58001808,-2.58000503,3.56574044,-3.56572601,0.00474711,-0.00474710,0.80436829,-0.80436196,0.02870234,-0.02870190,3.72109883,-3.72108344,0.25317812,-0.25317690,0.05760411,-0.05760346
-4.23511756,7.79535349,-7.79530786,2.51264896,-2.51263477,3.48679138,-3.48677504,0.00463329,-0.00463327,0.77298599,-0.77297868,0.02661879,-0.02661835,3.63639788,-3.63638125,0.24771499,-0.24771346,0.05398311,-0.05398244
-4.22911456,7.56222907,-7.56217963,2.44117239,-2.44115722,3.40103569,-3.40101765,0.00449450,-0.00449448,0.73883120,-0.73882300,0.02456717,-0.02456672,3.54716622,-3.54714854,0.24123145,-0.24122961,0.05036470,-0.05036403
-4.22311156,7.31713646,-7.31708381,2.36644551,-2.36642957,3.30957384,-3.30955436,0.00433355,-0.00433353,0.70235135,-0.70234237,0.02256479,-0.02256434,3.45435235,-3.45433383,0.23379459,-0.23379246,0.04679003,-0.04678936
-4.21710855,7.06284440,-7.06278919,2.28930513,-2.28928859,3.21352516,-3.21350449,0.00415373,-0.00415371,0.66401467,-0.66400503,0.02062705,-0.02062660,3.35887469,-3.35885553,0.22548855,-0.22548617,0.04329612,-0.04329546
-4.21110555,6.80209187,-6.80203475,2.21055536,-2.21053840,3.11401580,-3.11399421,0.00395881,-0.00395878,0.62430017,-0.62429000,0.01876729,-0.01876685,3.26161448,-3.26159489,0.21641240,-0.21640979,0.03991532,-0.03991467
-4.20510255,6.53755719,-6.53749884,2.13095790,-2.13094070,3.01216879,-3.01214655,0.00375295,-0.00375291,0.58368776,-0.58367720,0.01699670,-0.01699627,3.16341218,-3.16339236,0.20667758,-0.20667478,0.03667499,-0.03667436
-4.19909955,6.27183310,-6.27177418,2.05122473,-2.05120747,2.90909597,-2.90907337,0.00354069,-0.00354066,0.54264866,-0.54263783,0.01532435,-0.01532394,3.06506682,-3.06504697,0.19640510,-0.19640216,0.03359741,-0.03359681
-4.19309655,6.00740764,-6.00734878,1.97201337,-1.97199621,2.80589188,-2.80586919,0.00332690,-0.00332687,0.50163637,-0.50162541,0.01375725,-0.01375685,2.96733797,-2.96731828,0.18572255,-0.18571950,0.03069983,-0.03069926
-4.18709355,5.74665063,-5.74659247,1.89392434,-1.89390743,2.70362932,-2.70360682,0.00311677,-0.00311674,0.46107860,-0.46106765,0.01230048,-0.01230011,2.87094989,-2.87093054,0.17476098,-0.17475787,0.02799463,-0.02799409
-4.18109055,5.49180549,-5.49174862,1.81750081,-1.81748431,2.60335644,-2.60333439,0.00291578,-0.00291575,0.42137019,-0.42135937,0.01095745,-0.01095710,2.77659716,-2.77657832,0.16365197,-0.16364884,0.02548969,-0.02548919
-4.17508754,5.24498575,-5.24493072,1.74323019,-1.74321422,2.50609515,-2.50607380,0.00272975,-0.00272972,0.38286728,-0.38285670,0.00973007,-0.00972974,2.68495150,-2.68493334,0.15252475,-0.15252163,0.02318881,-0.02318834
-4.16908454,5.00817589,-5.00812322,1.67154733,-1.67153201,2.41284072,-2.41282032,0.00256489,-0.00256487,0.34588286,-0.34587262,0.00861909,-0.00861879,2.59666925,-2.59665192,0.14150369,-0.14150062,0.02109219,-0.02109176
-4.16308154,4.78323590,-4.78318604,1.60283917,-1.60282460,2.32456220,-2.32454297,0.00242787,-0.00242785,0.31068378,-0.31067396,0.00762433,-0.00762405,2.51239885,-2.51238249,0.13070610,-0.13070312,0.01919699,-0.01919660
-4.15707854,4.57190868,-4.57186207,1.53745047,-1.53743675,2.24220343,-2.24218557,0.00232588,-0.00232587,0.27748922,-0.27747991,0.00674501,-0.00674477,2.43278823,-2.43277299,0.12024050,-0.12023763,0.01749788,-0.01749753
-4.15107554,4.37582971,-4.37578670,1.47569043,-1.47567762,2.16668432,-2.16666803,0.00226682,-0.00226682,0.24647060,-0.24646186,0.00598007,-0.00597985,2.35849142,-2.35847741,0.11020527,-0.11020256,0.01598762,-0.01598731
-4.14507254,4.19653778,-4.19649871,1.41783963,-1.41782780,2.09890201,-2.09888745,0.00225936,-0.00225937,0.21775283,-0.21774469,0.00532837,-0.00532818,2.29017398,-2.29016133,0.10068790,-0.10068535,0.01465755,-0.01465728
-4.13906953,4.03548596,-4.03545110,1.36415715,-1.36414636,2.03973129,-2.03971864,0.00231314,-0.00231317,0.19141675,-0.19140926,0.00478902,-0.00478886,2.22851701,-2.22850582,0.09176454,-0.09176217,0.01349816,-0.01349792
-4.13306653,3.89405132,-3.89402091,1.31488731,-1.31487760,1.99002403,-1.99001341,0.00243889,-0.00243893,0.16750266,-0.16749584,0.00436159,-0.00436145,2.17421896,-2.17420934,0.08350010,-0.08349794,0.01249950,-0.01249929
-4.12706353,3.77354244,-3.77351667,1.27026565,-1.27025705,1.95060676,-1.95059830,0.00264857,-0.00264863,0.14601461,-0.14600846,0.00404626,-0.00404615,2.12799507,-2.12798711,0.07594867,-0.07594671,0.01165161,-0.01165143
-4.12106053,3.67520309,-3.67518213,1.23052368,-1.23051622,1.92227604,-1.92226983,0.00295548,-0.00295556,0.12692530,-0.12691982,0.00384400,-0.00384393,2.09057372,-2.09056752,0.06915420,-0.06915246,0.01094484,-0.01094470
-4.11505753,3.60021101,-3.60019499,1.19589204,-1.19588572,1.90579096,-1.90578711,0.00337434,-0.00337444,0.11018139,-0.11017657,0.00375667,-0.00375663,2.06268944,-2.06268508,0.06315141,-0.06314990,0.01037020,-0.01037008
-4.10905453,3.54967059,-3.54965962,1.16660161,-1.16659646,1.90186245,-1.90186102,0.00392133,-0.00392147,0.09570885,-0.09570468,0.00378704,-0.00378703,2.04507206,-2.04506961,0.05796687,-0.05796558,0.00991949,-0.00991940
-4.10305153,3.52459853,-3.52459267,1.14288235,-1.14287837,1.91113886,-1.91113991,0.00461405,-0.00461422,0.08341831,-0.08341476,0.00393877,-0.00393879,2.03843182,-2.03843134,0.05361999,-0.05361892,0.00958553,-0.00958547
-4.09704852,3.52590186,-3.52590116,1.12495961,-1.12495681,1.93418793,-1.93419149,0.00547138,-0.00547159,0.07321006,-0.07320710,0.00421634,-0.00421639,2.04344034,-2.04344190,0.05012403,-0.05012319,0.00936220,-0.00936216
-4.09104552,3.55434837,-3.55435285,1.11304778,-1.11304615,1.97147509,-1.97148118,0.00651331,-0.00651355,0.06497862,-0.06497623,0.00462487,-0.00462495,2.06070761,-2.06071123,0.04748696,-0.04748634,0.00924448,-0.00924447
-4.08504252,3.61052961,-3.61053926,1.10734153,-1.10734106,2.02333856,-2.02334719,0.00776059,-0.00776088,0.05861680,-0.05861495,0.00516996,-0.00517008,2.09075525,-2.09076097,0.04571212,-0.04571172,0.00922843,-0.00922844
-4.07903952,3.69481759,-3.69483236,1.10800471,-1.10800540,2.08996199,-2.08997313,0.00923433,-0.00923467,0.05401897,-0.05401763,0.00585736,-0.00585752,2.13398693,-2.13399476,0.04479859,-0.04479840,0.00931106,-0.00931108
-4.07303652,3.80731663,-3.80733644,1.11515750,-1.11515932,2.17134549,-2.17135910,0.01095546,-0.01095585,0.05108374,-0.05108289,0.00669266,-0.00669285,2.19065676,-2.19066668,0.04474133,-0.04474134,0.00949020,-0.00949025
-4.06703352,3.94781253,-3.94783727,1.12886229,-1.12886522,2.26727662,-2.26729262,0.01294406,-0.01294451,0.04971587,-0.04971549,0.00768089,-0.00768112,2.26083696,-2.26084893,0.04553105,-0.04553127,0.00976432,-0.00976439
-4.06103052,4.11572177,-4.11575127,1.14910919,-1.14911318,2.37730262,-2.37732090,0.01521863,-0.01521914,0.04982748,-0.04982754,0.00882608,-0.00882634,2.34438642,-2.34440035,0.04715380,-0.04715421,0.01013229,-0.01013238
-4.05502751,4.31004361,-4.31007767,1.17580190,-1.17580691,2.50070582,-2.50072625,0.01779520,-0.01779578,0.05133862,-0.05133911,0.01013079,-0.01013109,2.44092171,-2.44093753,0.04959028,-0.04959089,0.01059307,-0.01059318
-4.04902451,4.52931868,-4.52935702,1.20874506,-1.20875101,2.63648399,-2.63650640,0.02068643,-0.02068707,0.05417725,-0.05417816,0.01159566,-0.01159600,2.54979265,-2.54981021,0.05281512,-0.05281590,0.01114551,-0.01114564
-4.04302151,4.77159714,-4.77163945,1.24763391,-1.24764075,2.78333748,-2.78336168,0.02390064,-0.02390135,0.05827882,-0.05828015,0.01321893,-0.01321931,2.67006399,-2.67008312,0.05679587,-0.05679682,0.01178800,-0.01178815
-4.03701851,5.03441993,-5.03446583,1.29204740,-1.29205503,2.93966487,-2.93969061,0.02744084,-0.02744162,0.06358540,-0.06358714,0.01499598,-0.01499638,2.80050527,-2.80052576,0.06149214,-0.06149325,0.01251819,-0.01251837
-4.03101551,5.31481596,-5.31486503,1.34144530,-1.34145362,3.10356854,-3.10359556,0.03130378,-0.03130463,0.07004455,-0.07004670,0.01691894,-0.01691938,2.93959022,-2.93961183,0.06685466,-0.06685592,0.01333279,-0.01333298
-4.02501251,5.60931753,-5.60936926,1.39517024,-1.39517914,3.27287137,-3.27289936,0.03547910,-0.03548001,0.07760806,-0.07761062,0.01897642,-0.01897688,3.08550702,-3.08552947,0.07282462,-0.07282602,0.01422724,-0.01422745
-4.01900950,5.91399560,-5.91404946,1.45245499,-1.45246434,3.44514507,-3.44517372,0.03994859,-0.03994955,0.08623056,-0.08623355,0.02115324,-0.02115373,3.23618013,-3.23620312,0.07933313,-0.07933464,0.01519560,-0.01519584
-4.01300650,6.22451568,-6.22457109,1.51243509,-1.51244474,3.61775034,-3.61777930,0.04468563,-0.04468664,0.09586821,-0.09587162,0.02343037,-0.02343089,3.38930406,-3.38932724,0.08630105,-0.08630266,0.01623042,-0.01623068
-4.00700350,6.53621381,-6.53627014,1.57416675,-1.57417657,3.78788820,-3.78791712,0.04965487,-0.04965593,0.10647731,-0.10648116,0.02578497,-0.02578550,3.54238844,-3.54241147,0.09363919,-0.09364088,0.01732263,-0.01732291
-4.00100050,6.84419117,-6.84424777,1.63664958,-1.63665943,3.95266147,-3.95268998,0.05481219,-0.05481328,0.11801315,-0.11801745,0.02819055,-0.02819108,3.69281373,-3.69283625,0.10124892,-0.10125068,0.01846158,-0.01846188
-3.99499750,7.14342478,-7.14348100,1.69885324,-1.69886296,4.10914446,-4.10917221,0.06010489,-0.06010599,0.13042889,-0.13043366,0.03061735,-0.03061788,3.83789565,-3.83791729,0.10902324,-0.10902504,0.01963512,-0.01963543
-3.98899450,7.42889054,-7.42894573,1.75974699,-1.75975643,4.25445868,-4.25448530,0.06547225,-0.06547336,0.14367462,-0.14367986,0.03303283,-0.03303336,3.97495632,-3.97497671,0.11684824,-0.11685006,0.02082974,-0.02083007
-3.98299150,7.69569423,-7.69574773,1.81833090,-1.81833993,4.38585165,-4.38587681,0.07084648,-0.07084758,0.15769649,-0.15770220,0.03540232,-0.03540283,4.10139927,-4.10141807,0.12460502,-0.12460683,0.02203083,-0.02203117
-3.97698849,7.93920514,-7.93925634,1.87366716,-1.87367565,4.50077588,-4.50079927,0.07615389,-0.07615496,0.17243599,-0.17244218,0.03768979,-0.03769029,4.21478542,-4.21480230,0.13217199,-0.13217377,0.02322293,-0.02322327
-3.97098549,8.15518690,-8.15523522,1.92490997,-1.92491780,4.59696445,-4.59698579,0.08131643,-0.08131745,0.18782936,-0.18783602,0.03985877,-0.03985923,4.31290670,-4.31292138,0.13942743,-0.13942916,0.02439006,-0.02439041
-3.96498249,8.33991975,-8.33996469,1.97133243,-1.97133951,4.67250030,-4.67251935,0.08625351,-0.08625447,0.20380701,-0.20381413,0.04187325,-0.04187368,4.39385400,-4.39386624,0.14625227,-0.14625392,0.02551613,-0.02551649
-3.95897949,8.49030892,-8.49035002,2.01234914,-2.01235538,4.72587579,-4.72589236,0.09088400,-0.09088488,0.22029305,-0.22030061,0.04369877,-0.04369915,4.45607644,-4.45608603,0.15253301,-0.15253456,0.02658532,-0.02658569
-3.95297649,8.60397404,-8.60401092,2.04753303,-2.04753839,4.75604011,-4.75605405,0.09512842,-0.09512920,0.23720497,-0.23721295,0.04530336,-0.04530369,4.49842905,-4.49843586,0.15816458,-0.15816601,0.02758246,-0.02758283
-3.94697349,8.67931574,-8.67934810,2.07662576,-2.07663020,4.76243228,-4.76244351,0.09891115,-0.09891183,0.25445334,-0.25446170,0.04665855,-0.04665882,4.52020674,-4.52021068,0.16305309,-0.16305437,0.02849344,-0.02849380
-3.94097049,8.71555633,-8.71558396,2.09954085,-2.09954437,4.74499821,-4.74500669,0.10216270,-0.10216325,0.27194171,-0.27195040,0.04774023,-0.04774044,4.52116283,-4.52116388,0.16711837,-0.16711949,0.02930552,-0.02930587
-3.93496748,8.71275294,-8.71277570,2.11635954,-2.11636214,4.70419115,-4.70419688,0.10482181,-0.10482222,0.28956670,-0.28957566,0.04852948,-0.04852962,4.50151131,-4.50150951,0.17029613,-0.17029708,0.03000770,-0.03000804
-3.92896448,8.67178256,-8.67180042,2.12731943,-2.12732116,4.64095548,-4.64095852,0.10683737,-0.10683764,0.30721831,-0.30722747,0.04901311,-0.04901319,4.46191281,-4.46190825,0.17253971,-0.17254049,0.03059093,-0.03059126
-3.92296148,8.59430029,-8.59431327,2.13279671,-2.13279761,4.55669477,-4.55669523,0.10817012,-0.10817024,0.32478060,-0.32478990,0.04918419,-0.04918419,4.40344491,-4.40343774,0.17382133,-0.17382191,0.03104831,-0.03104862
-3.91695848,8.48267278,-8.48268098,2.13328278,-2.13328292,4.45322558,-4.45322360,0.10879388,-0.10879384,0.34213273,-0.34214206,0.04904220,-0.04904213,4.32755845,-4.32754888,0.17413271,-0.17413311,0.03137519,-0.03137548
-3.91095548,8.33989048,-8.33989408,2.12935677,-2.12935622,4.33271923,-4.33271499,0.10869651,-0.10869632,0.35915038,-0.35915966,0.04859314,-0.04859301,4.23602194,-4.23601020,0.17348527,-0.17348547,0.03156925,-0.03156952
-3.90495248,8.16946305,-8.16946227,2.12165536,-2.12165422,4.19763411,-4.19762783,0.10788031,-0.10787996,0.37570769,-0.37571682,0.04784932,-0.04784913,4.13085678,-4.13084314,0.17190958,-0.17190960,0.03163043,-0.03163067
-3.89894947,7.97530273,-7.97529785,2.11084169,-2.11084005,4.05064171,-4.05063360,0.10636200,-0.10636151,0.39167964,-0.39168852,0.04682897,-0.04682871,4.01426645,-4.01425121,0.16945440,-0.16945425,0.03156084,-0.03156105
-3.89294647,7.76160124,-7.76159256,2.09757500,-2.09757293,3.89454921,-3.89453953,0.10417221,-0.10417158,0.40694480,-0.40695333,0.04555567,-0.04555536,3.88856297,-3.88854644,0.16618516,-0.16618484,0.03136462,-0.03136480
-3.88694347,7.53270531,-7.53269320,2.08248264,-2.08248025,3.73222209,-3.73221108,0.10135455,-0.10135379,0.42138854,-0.42139661,0.04405766,-0.04405730,3.75609391,-3.75607641,0.16218201,-0.16218155,0.03104772,-0.03104787
-3.88094047,7.29299611,-7.29298093,2.06613605,-2.06613341,3.56650930,-3.56649724,0.09796422,-0.09796335,0.43490638,-0.43491390,0.04236694,-0.04236653,3.61917301,-3.61915485,0.15753758,-0.15753700,0.03061767,-0.03061778
-3.87493747,7.04677689,-7.04675904,2.04903166,-2.04902886,3.40017391,-3.40016106,0.09406633,-0.09406536,0.44740754,-0.44741444,0.04051834,-0.04051790,3.48001738,-3.47999887,0.15235445,-0.15235376,0.03008332,-0.03008340
-3.86893447,6.79817282,-6.79815271,2.03157788,-2.03157498,3.23583113,-3.23581774,0.08973392,-0.08973288,0.45881844,-0.45882463,0.03854853,-0.03854807,3.34069336,-3.34067479,0.14674245,-0.14674168,0.02945454,-0.02945458
-3.86293147,6.55104572,-6.55102376,2.01408848,-2.01408553,3.07589540,-3.07588173,0.08504583,-0.08504473,0.46908591,-0.46909134,0.03649502,-0.03649454,3.20307290,-3.20305453,0.14081604,-0.14081521,0.02874197,-0.02874197
-3.85692846,6.30892573,-6.30890234,1.99678252,-1.99677957,2.92253766,-2.92252395,0.08008442,-0.08008327,0.47818004,-0.47818468,0.03439512,-0.03439463,3.06880151,-3.06878358,0.13469154,-0.13469068,0.02795676,-0.02795672
-3.85092546,6.07496082,-6.07493642,1.97979068,-1.97978777,2.77765326,-2.77763974,0.07493335,-0.07493217,0.48609646,-0.48610027,0.03228509,-0.03228460,2.93927816,-2.93926089,0.12848471,-0.12848384,0.02711028,-0.02711020
-3.84492246,5.85188410,-5.85185912,1.96316715,-1.96316432,2.64284060,-2.64282749,0.06967543,-0.06967424,0.49285778,-0.49286078,0.03019925,-0.03019876,2.81564707,-2.81563064,0.12230840,-0.12230755,0.02621397,-0.02621386
-3.83891946,5.64199832,-5.64197316,1.94690642,-1.94690370,2.51939007,-2.51937757,0.06439064,-0.06438946,0.49851431,-0.49851650,0.02816931,-0.02816883,2.69880040,-2.69878495,0.11627053,-0.11626972,0.02527912,-0.02527897
-3.83291646,5.44717585,-5.44715093,1.93096351,-1.93096092,2.40828248,-2.40827077,0.05915438,-0.05915322,0.50314369,-0.50314512,0.02622378,-0.02622332,2.58939081,-2.58937647,0.11047239,-0.11047164,0.02431669,-0.02431651
-3.82691346,5.26887248,-5.26884817,1.91527658,-1.91527415,2.31019610,-2.31018534,0.05403603,-0.05403490,0.50684972,-0.50685044,0.02438755,-0.02438712,2.48785218,-2.48783904,0.10500729,-0.10500662,0.02333724,-0.02333704
-3.82091046,5.10815246,-5.10812914,1.89979031,-1.89978807,2.22552100,-2.22551134,0.04909782,-0.04909675,0.50976014,-0.50976021,0.02268164,-0.02268123,2.39442659,-2.39441472,0.09995960,-0.09995903,0.02235082,-0.02235059
-3.81490745,4.96572258,-4.96570060,1.88447877,-1.88447675,2.15437951,-2.15437105,0.04439405,-0.04439304,0.51202365,-0.51202316,0.02112304,-0.02112267,2.30919562,-2.30918506,0.09540408,-0.09540363,0.02136689,-0.02136664
-3.80890445,4.84197265,-4.84195233,1.86936630,-1.86936454,2.09665144,-2.09664428,0.03997066,-0.03996971,0.51380627,-0.51380531,0.01972480,-0.01972446,2.23211392,-2.23210470,0.09140568,-0.09140536,0.02039432,-0.02039405
-3.80290145,4.73701991,-4.73700154,1.85454536,-1.85454391,2.05200289,-2.05199709,0.03586509,-0.03586421,0.51528708,-0.51528575,0.01849612,-0.01849581,2.16304315,-2.16303529,0.08801954,-0.08801935,0.01944133,-0.01944105
-3.79689845,4.65075532,-4.65073915,1.84019008,-1.84018899,2.01991746,-2.01991307,0.03210649,-0.03210569,0.51665371,-0.51665211,0.01744269,-0.01744242,2.10178452,-2.10177801,0.08529129,-0.08529124,0.01851555,-0.01851526
-3.79089545,4.58288934,-4.58287559,1.82656498,-1.82656432,1.99972867,-1.99972570,0.02871614,-0.02871543,0.51809769,-0.51809591,0.01656699,-0.01656676,2.04810832,-2.04810315,0.08325762,-0.08325772,0.01762396,-0.01762367
-3.78489245,4.53299567,-4.53298452,1.81402801,-1.81402785,1.99065271,-1.99065115,0.02570812,-0.02570749,0.51980982,-0.51980795,0.01586876,-0.01586856,2.00177937,-2.00177553,0.08194695,-0.08194721,0.01677298,-0.01677268
-3.77888944,4.50055106,-4.50054263,1.80302782,-1.80302825,1.99182044,-1.99182025,0.02309001,-0.02308947,0.52197575,-0.52197390,0.01534541,-0.01534526,1.96257724,-1.96257470,0.08138020,-0.08138060,0.01596841,-0.01596812
-3.77288644,4.48496990,-4.48496429,1.79409504,-1.79409613,2.00230792,-2.00230904,0.02086385,-0.02086339,0.52477200,-0.52477023,0.01499256,-0.01499245,1.93031071,-1.93030945,0.08157154,-0.08157208,0.01521552,-0.01521523
-3.76688344,4.48563236,-4.48562961,1.78782780,-1.78782965,2.02116446,-2.02116682,0.01902696,-0.01902658,0.52836222,-0.52836060,0.01480442,-0.01480434,1.90482612,-1.90482611,0.08252918,-0.08252985,0.01451898,-0.01451871
-3.76088044,4.50190517,-4.50190529,1.78487194,-1.78487463,2.04743771,-2.04744121,0.01757282,-0.01757251,0.53289405,-0.53289263,0.01477425,-0.01477420,1.88600947,-1.88601069,0.08425588,-0.08425668,0.01388294,-0.01388269
-3.75487744,4.53315420,-4.53315718,1.78589647,-1.78590009,2.08019487,-2.08019941,0.01649188,-0.01649165,0.53849630,-0.53849513,0.01489473,-0.01489472,1.87378266,-1.87378508,0.08674945,-0.08675036,0.01331095,-0.01331071
-3.74887444,4.57874857,-4.57875433,1.79156513,-1.79156975,2.11853962,-2.11854510,0.01577222,-0.01577206,0.54527660,-0.54527571,0.01515822,-0.01515824,1.86809413,-1.86809772,0.09000286,-0.09000387,0.01280597,-0.01280575
-3.74287144,4.63805597,-4.63806442,1.80250504,-1.80251074,2.16162433,-2.16163062,0.01540011,-0.01540002,0.55331923,-0.55331864,0.01555697,-0.01555702,1.86890469,-1.86890943,0.09400419,-0.09400528,0.01237033,-0.01237014
-3.73686843,4.71042968,-4.71044071,1.81927360,-1.81928042,2.20865717,-2.20866416,0.01536039,-0.01536036,0.56268332,-0.56268304,0.01608323,-0.01608330,1.87616950,-1.87617534,0.09873624,-0.09873740,0.01200567,-0.01200550
-3.73086543,4.79518791,-4.79520138,1.84232488,-1.84233285,2.25890427,-2.25891187,0.01563674,-0.01563677,0.57340105,-0.57340109,0.01672925,-0.01672935,1.88981701,-1.88982394,0.10417589,-0.10417710,0.01171291,-0.01171276
-3.72486243,4.89158664,-4.89160240,1.87197691,-1.87198603,2.31168703,-2.31169512,0.01621172,-0.01621182,0.58547606,-0.58547641,0.01748723,-0.01748736,1.90972643,-1.90973437,0.11029323,-0.11029449,0.01149214,-0.01149201
-3.71885943,4.99878770,-4.99880558,1.90838130,-1.90839155,2.36637501,-2.36638350,0.01706681,-0.01706696,0.59888189,-0.59888254,0.01834916,-0.01834931,1.93570457,-1.93571348,0.11705049,-0.11705177,0.01134258,-0.01134248
-3.71285643,5.11582422,-5.11584400,1.95149662,-1.95150793,2.42237524,-2.42238406,0.01818221,-0.01818240,0.61356058,-0.61356153,0.01930661,-0.01930678,1.96746392,-1.96747372,0.12440085,-0.12440214,0.01126253,-0.01126245
-3.70685343,5.24156596,-5.24158745,2.00106698,-2.00107925,2.47911896,-2.47912804,0.01953667,-0.01953691,0.62942151,-0.62942273,0.02035051,-0.02035070,2.00460291,-2.00461351,0.13228726,-0.13228855,0.01124925,-0.01124920
-3.70085043,5.37468756,-5.37471052,2.05660717,-2.05662027,2.53604685,-2.53605613,0.02110727,-0.02110754,0.64634052,-0.64634201,0.02147088,-0.02147108,2.04659010,-2.04660140,0.14064138,-0.14064267,0.01129898,-0.01129896
-3.69484742,5.51364240,-5.51366657,2.11739546,-2.11740920,2.59259428,-2.59260371,0.02286920,-0.02286950,0.66415966,-0.66416140,0.02265660,-0.02265682,2.09275325,-2.09276512,0.14938274,-0.14938399,0.01140686,-0.01140686
-3.68884442,5.65664526,-5.65667037,2.18247505,-2.18248923,2.64817792,-2.64818745,0.02479561,-0.02479594,0.68268761,-0.68268959,0.02389525,-0.02389547,2.14227455,-2.14228683,0.15841817,-0.15841939,0.01156695,-0.01156697
-3.68284142,5.80166640,-5.80169214,2.25066483,-2.25067920,2.70218499,-2.70219458,0.02685754,-0.02685790,0.70170101,-0.70170321,0.02517295,-0.02517318,2.19419276,-2.19420530,0.16764183,-0.16764299,0.01177225,-0.01177228
-3.67683842,5.94643917,-5.94646522,2.32057963,-2.32059390,2.75396663,-2.75397624,0.02902404,-0.02902441,0.72094689,-0.72094930,0.02647437,-0.02647460,2.24741294,-2.24742554,0.17693568,-0.17693678,0.01201476,-0.01201481
-3.67083542,6.08848267,-6.08850869,2.39065989,-2.39067376,2.80283606,-2.80284565,0.03126233,-0.03126270,0.74014631,-0.74014892,0.02778281,-0.02778304,2.30072369,-2.30073615,0.18617065,-0.18617167,0.01228562,-0.01228568
-3.66483242,6.22514026,-6.22516587,2.45921015,-2.45922329,2.84807242,-2.84808195,0.03353821,-0.03353859,0.75899928,-0.75900207,0.02908041,-0.02908063,2.35282205,-2.35283416,0.19520842,-0.19520934,0.01257519,-0.01257526
-3.65882941,6.35363329,-6.35365811,2.52444526,-2.52445734,2.88893043,-2.88893985,0.03581664,-0.03581702,0.77719086,-0.77719381,0.03034846,-0.03034867,2.40234503,-2.40235656,0.20390388,-0.20390469,0.01287331,-0.01287339
-3.65282641,6.47112882,-6.47115246,2.58454283,-2.58455352,2.92465568,-2.92466493,0.03806243,-0.03806280,0.79439844,-0.79440154,0.03156789,-0.03156809,2.44790702,-2.44791775,0.21210822,-0.21210890,0.01316946,-0.01316954
-3.64682341,6.57481896,-6.57484103,2.63770001,-2.63770898,2.95450486,-2.95451388,0.04024110,-0.04024145,0.81029990,-0.81030313,0.03271984,-0.03272001,2.48814150,-2.48815120,0.21967252,-0.21967307,0.01345305,-0.01345313
-3.64082041,6.66200820,-6.66202831,2.68219234,-2.68219929,2.97777005,-2.97777876,0.04231980,-0.04232014,0.82458242,-0.82458574,0.03378623,-0.03378639,2.52174517,-2.52175365,0.22645175,-0.22645214,0.01371366,-0.01371375
-3.63481741,6.73020493,-6.73022272,2.71643226,-2.71643692,2.99380538,-2.99381370,0.04426837,-0.04426868,0.83695146,-0.83695486,0.03475055,-0.03475067,2.54752278,-2.54752984,0.23230896,-0.23230919,0.01394138,-0.01394146
-3.62881441,6.77721227,-6.77722741,2.73902474,-2.73902688,3.00205473,-3.00206259,0.04606030,-0.04606059,0.84713972,-0.84714317,0.03559848,-0.03559858,2.56443023,-2.56443571,0.23711960,-0.23711964,0.01412703,-0.01412710
-3.62281141,6.80121360,-6.80122576,2.74881740,-2.74881685,3.00207841,-3.00208573,0.04767371,-0.04767397,0.85491538,-0.85491884,0.03631867,-0.03631874,2.57161393,-2.57161769,0.24077556,-0.24077542,0.01426247,-0.01426254
-3.61680840,6.80084779,-6.80085674,2.74494299,-2.74493962,2.99357727,-2.99358394,0.04909220,-0.04909242,0.86008945,-0.86009289,0.03690329,-0.03690333,2.56844440,-2.56844633,0.24318897,-0.24318863,0.01434084,-0.01434090
