energy_ev,total_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-6.00000000,2.69194936,1.04799811,0.01872723,0.69753678,0.00000000,1.24479816,1.26874112
-5.99399700,2.54707932,0.98641662,0.01784546,0.66274788,0.00000000,1.17991881,1.20237788
-5.98799400,2.40286940,0.92649919,0.01693692,0.62714883,0.00000000,1.11492166,1.13601297
-5.98199100,2.26115383,0.86905081,0.01601091,0.59118754,0.00000000,1.05062631,1.07050046
-5.97598799,2.12360733,0.81478478,0.01507641,0.55528697,0.00000000,0.98778921,1.00662628
-5.96998499,1.99172647,0.76431486,0.01414198,0.51983968,0.00000000,0.92709530,0.94509908
-5.96398199,1.86681553,0.71814993,0.01321573,0.48520334,0.00000000,0.86915144,0.88654295
-5.95797899,1.74997638,0.67669061,0.01230524,0.45169721,0.00000000,0.81448152,0.83149198
-5.95197599,1.64210193,0.64022793,0.01141749,0.41959948,0.00000000,0.76352309,0.78038639
-5.94597299,1.54387287,0.60894351,0.01055888,0.38914547,0.00000000,0.71662543,0.73357021
-5.93996998,1.45575745,0.58291134,0.00973509,0.36052657,0.00000000,0.67404891,0.69129029
-5.93396698,1.37801427,0.56210095,0.00895112,0.33388997,0.00000000,0.63596582,0.65369683
-5.92796398,1.31069808,0.54638205,0.00821124,0.30933909,0.00000000,0.60246256,0.62084528
-5.92196098,1.25366883,0.53553049,0.00751895,0.28693481,0.00000000,0.57354334,0.59269985
-5.91595798,1.20660397,0.52923591,0.00687702,0.26669735,0.00000000,0.54913554,0.56913860
-5.90995498,1.16901433,0.52711077,0.00628750,0.24860903,0.00000000,0.52909667,0.54996029
-5.90395198,1.14026362,0.52870113,0.00575174,0.23261765,0.00000000,0.51322307,0.53489292
-5.89794897,1.11959139,0.53349897,0.00527045,0.21864062,0.00000000,0.50126026,0.52360408
-5.89194597,1.10613939,0.54095599,0.00484382,0.20656971,0.00000000,0.49291480,0.51571282
-5.88594297,1.09898074,0.55049878,0.00447156,0.19627639,0.00000000,0.48786744,0.51080304
-5.87993997,1.09715138,0.56154493,0.00415305,0.18761752,0.00000000,0.48578722,0.50843784
-5.87393697,1.09968278,0.57351975,0.00388742,0.18044136,0.00000000,0.48634594,0.50817465
-5.86793397,1.10563488,0.58587308,0.00367372,0.17459357,0.00000000,0.48923273,0.50958048
-5.86193097,1.11412813,0.59809557,0.00351099,0.16992315,0.00000000,0.49416776,0.51224673
-5.85592796,1.12437311,0.60973383,0.00339840,0.16628789,0.00000000,0.50091470,0.51580306
-5.84992496,1.13569655,0.62040375,0.00333533,0.16355941,0.00000000,0.50929117,0.51992954
-5.84392196,1.14756247,0.62980142,0.00332144,0.16162720,0.00000000,0.51917656,0.52436661
-5.83791896,1.15958730,0.63771105,0.00335674,0.16040186,0.00000000,0.53051675,0.52892235
-5.83191596,1.17154803,0.64400946,0.00344156,0.15981710,0.00000000,0.54332520,0.53347654
-5.82591296,1.18338303,0.64866686,0.00357655,0.15983057,0.00000000,0.55768028,0.53798138
-5.81990995,1.19518499,0.65174376,0.00376263,0.16042345,0.00000000,0.57371875,0.54245870
-5.81390695,1.20718644,0.65338412,0.00400088,0.16159872,0.00000000,0.59162539,0.54699372
-5.80790395,1.21973821,0.65380492,0.00429242,0.16337833,0.00000000,0.61161927,0.55172566
-5.80190095,1.23328179,0.65328268,0.00463828,0.16579924,0.00000000,0.63393710,0.55683559
-5.79589795,1.24831694,0.65213745,0.00503920,0.16890868,0.00000000,0.65881448,0.56253209
-5.78989495,1.26536602,0.65071517,0.00549547,0.17275875,0.00000000,0.68646575,0.56903552
-5.78389195,1.28493690,0.64936905,0.00600673,0.17740061,0.00000000,0.71706370,0.57656159
-5.77788894,1.30748633,0.64844109,0.00657179,0.18287869,0.00000000,0.75072000,0.58530514
-5.77188594,1.33338559,0.64824447,0.00718851,0.18922503,0.00000000,0.78746745,0.59542502
-5.76588294,1.36289047,0.64904789,0.00785364,0.19645422,0.00000000,0.82724523,0.60703091
-5.75987994,1.39611699,0.65106238,0.00856274,0.20455903,0.00000000,0.86988790,0.62017266
-5.75387694,1.43302443,0.65443148,0.00931015,0.21350719,0.00000000,0.91511903,0.63483302
-5.74787394,1.47340655,0.65922507,0.01008900,0.22323932,0.00000000,0.96254999,0.65092395
-5.74187094,1.51689171,0.66543723,0.01089130,0.23366822,0.00000000,1.01168422,0.66828691
-5.73586793,1.56295187,0.67298817,0.01170808,0.24467961,0.00000000,1.06192698,0.68669719
-5.72986493,1.61092038,0.68173002,0.01252957,0.25613436,0.00000000,1.11260038,0.70587196
-5.72386193,1.66001750,0.69145622,0.01334546,0.26787201,0.00000000,1.16296319,0.72548181
-5.71785893,1.70938264,0.70191388,0.01414519,0.27971567,0.00000000,1.21223460,0.74516519
-5.71185593,1.75811159,0.71281847,0.01491828,0.29147780,0.00000000,1.25962087,0.76454493
-5.70585293,1.80529698,0.72386992,0.01565467,0.30296701,0.00000000,1.30434390,0.78324608
-5.69984992,1.85006984,0.73476940,0.01634510,0.31399522,0.00000000,1.34567007,0.80091412
-5.69384692,1.89164017,0.74523567,0.01698138,0.32438515,0.00000000,1.38293844,0.81723250
-5.68784392,1.92933432,0.75502030,0.01755676,0.33397756,0.00000000,1.41558651,0.83193870
-5.68184092,1.96262738,0.76392075,0.01806616,0.34263811,0.00000000,1.44317269,0.84483775
-5.67583792,1.99116862,0.77179078,0.01850634,0.35026341,0.00000000,1.46539413,0.85581271
-5.66983492,2.01479890,0.77854745,0.01887607,0.35678595,0.00000000,1.48209923,0.86483122
-5.66383192,2.03355874,0.78417457,0.01917614,0.36217772,0.00000000,1.49329401,0.87194801
-5.65782891,2.04768695,0.78872225,0.01940932,0.36645228,0.00000000,1.49914218,0.87730299
-5.65182591,2.05760943,0.79230265,0.01958020,0.36966512,0.00000000,1.49995881,0.88111510
-5.64582291,2.06391901,0.79508229,0.01969505,0.37191230,0.00000000,1.49619792,0.88367216
-5.63981991,2.06734707,0.79727120,0.01976143,0.37332736,0.00000000,1.48843449,0.88531720
-5.63381691,2.06872850,0.79910974,0.01978794,0.37407653,0.00000000,1.47734184,0.88643203
-5.62781391,2.06896175,0.80085366,0.01978378,0.37435245,0.00000000,1.46366532,0.88741890
-5.62181091,2.06896604,0.80275842,0.01975834,0.37436661,0.00000000,1.44819364,0.88868115
-5.61580790,2.06963786,0.80506358,0.01972080,0.37434079,0.00000000,1.43172908,0.89060397
-5.60980490,2.07180920,0.80797822,0.01967978,0.37449788,0.00000000,1.41505792,0.89353627
-5.60380190,2.07620950,0.81166817,0.01964291,0.37505230,0.00000000,1.39892256,0.89777461
