energy_ev,total_up,P_s_up,P_p_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,1.40848988,0.03986710,0.19396566,0.43823061,0.00000000,0.32308594,0.22255317
-5.99399700,1.43956006,0.04126824,0.20246026,0.43903171,0.00000000,0.32527878,0.22731960
-5.98799400,1.48379137,0.04307216,0.21260052,0.44441032,0.00000000,0.33153736,0.23423156
-5.98199100,1.53908403,0.04521823,0.22410256,0.45375471,0.00000000,0.34138465,0.24293102
-5.97598799,1.60325080,0.04764565,0.23667000,0.46642290,0.00000000,0.35433560,0.25304946
-5.96998499,1.67406514,0.05029457,0.25000005,0.48175762,0.00000000,0.36990612,0.26421576
-5.96398199,1.74930950,0.05310727,0.26378975,0.49910119,0.00000000,0.38762110,0.27606401
-5.95797899,1.82682274,0.05602931,0.27774195,0.51780982,0.00000000,0.40702159,0.28824114
-5.95197599,1.90454535,0.05901056,0.29157124,0.53726700,0.00000000,0.42767083,0.30041420
-5.94597299,1.98056117,0.06200617,0.30500937,0.55689562,0.00000000,0.44915903,0.31227697
-5.93996998,2.05313435,0.06497734,0.31781009,0.57616851,0.00000000,0.47110697,0.32355584
-5.93396698,2.12074024,0.06789188,0.32975327,0.59461696,0.00000000,0.49316816,0.33401469
-5.92796398,2.18208905,0.07072461,0.34064809,0.61183715,0.00000000,0.51502965,0.34345849
-5.92196098,2.23614146,0.07345738,0.35033518,0.62749407,0.00000000,0.53641157,0.35173570
-5.91595798,2.28211557,0.07607892,0.35868779,0.64132309,0.00000000,0.55706535,0.35873904
-5.90995498,2.31948498,0.07858425,0.36561166,0.65312903,0.00000000,0.57677102,0.36440487
-5.90395198,2.34796825,0.08097400,0.37104403,0.66278286,0.00000000,0.59533356,0.36871104
-5.89794897,2.36751031,0.08325327,0.37495158,0.67021640,0.00000000,0.61257885,0.37167335
-5.89194597,2.37825704,0.08543046,0.37732758,0.67541522,0.00000000,0.62834940,0.37334076
-5.88594297,2.38052423,0.08751580,0.37818847,0.67841023,0.00000000,0.64250021,0.37378962
-5.87993997,2.37476275,0.08951992,0.37757005,0.67926845,0.00000000,0.65489522,0.37311715
-5.87393697,2.36152182,0.09145229,0.37552351,0.67808344,0.00000000,0.66540456,0.37143458
-5.86793397,2.34141215,0.09331985,0.37211163,0.67496603,0.00000000,0.67390291,0.36886017
-5.86193097,2.31507102,0.09512571,0.36740525,0.67003562,0.00000000,0.68026916,0.36551253
-5.85592796,2.28313089,0.09686812,0.36148024,0.66341268,0.00000000,0.68438741,0.36150458
-5.84992496,2.24619292,0.09853969,0.35441513,0.65521273,0.00000000,0.68614938,0.35693836
-5.84392196,2.20480663,0.10012703,0.34628944,0.64554197,0.00000000,0.68545795,0.35190094
-5.83791896,2.15945606,0.10161063,0.33718269,0.63449469,0.00000000,0.68223179,0.34646166
-5.83191596,2.11055297,0.10296527,0.32717417,0.62215259,0.00000000,0.67641059,0.34067059
-5.82591296,2.05843656,0.10416065,0.31634322,0.60858564,0.00000000,0.66796068,0.33455848
