energy_ev,total_up,Ga_p_up,Ga_d_up,Ir_p_up,Ir_d_up,Se_s_up,Se_p_up
-6.00000000,4.67417934,0.09116492,0.00000000,1.38590577,2.45141935,0.03284556,1.98358906
-5.99399700,4.69313787,0.09280697,0.00000000,1.39491151,2.45954495,0.03376706,1.98839403
-5.98799400,4.71582582,0.09469054,0.00000000,1.40402841,2.46856283,0.03477694,1.99462427
-5.98199100,4.74258166,0.09681503,0.00000000,1.41311788,2.47879479,0.03586150,2.00247239
-5.97598799,4.77377579,0.09917917,0.00000000,1.42208709,2.49057035,0.03700659,2.01214726
-5.96998499,4.80979366,0.10178069,0.00000000,1.43088897,2.50421746,0.03819783,2.02386634
-5.96398199,4.85101759,0.10461583,0.00000000,1.43952042,2.52005314,0.03942069,2.03784743
-5.95797899,4.89780732,0.10767895,0.00000000,1.44801860,2.53837371,0.04066080,2.05429973
-5.95197599,4.95047907,0.11096218,0.00000000,1.45645541,2.55944469,0.04190406,2.07341418
-5.94597299,5.00928310,0.11445499,0.00000000,1.46492995,2.58349015,0.04313689,2.09535308
-5.93996998,5.07438030,0.11814389,0.00000000,1.47355932,2.61068163,0.04434640,2.12023920
-5.93396698,5.14581807,0.12201212,0.00000000,1.48246792,2.64112684,0.04552060,2.14814448
-5.92796398,5.22350652,0.12603941,0.00000000,1.49177574,2.67485857,0.04664851,2.17907887
-5.92196098,5.30719605,0.13020180,0.00000000,1.50158611,2.71182416,0.04772037,2.21297968
-5.91595798,5.39645769,0.13447155,0.00000000,1.51197366,2.75187642,0.04872773,2.24970214
-5.90995498,5.49066771,0.13881714,0.00000000,1.52297298,2.79476656,0.04966355,2.28901188
-5.90395198,5.58899814,0.14320341,0.00000000,1.53456897,2.84013999,0.05052229,2.33058001
-5.89794897,5.69041467,0.14759179,0.00000000,1.54668930,2.88753584,0.05130001,2.37398144
-5.89194597,5.79368323,0.15194071,0.00000000,1.55919981,2.93639071,0.05199439,2.41869714
-5.88594297,5.89738626,0.15620615,0.00000000,1.57190319,2.98604721,0.05260487,2.46412072
-5.87993997,5.99994910,0.16034239,0.00000000,1.58454128,3.03576761,0.05313265,2.50956950
-5.87393697,6.09967663,0.16430279,0.00000000,1.59680120,3.08475252,0.05358086,2.55430017
-5.86793397,6.19479922,0.16804086,0.00000000,1.60832508,3.13216422,0.05395457,2.59752873
-5.86193097,6.28352700,0.17151135,0.00000000,1.61872316,3.17715416,0.05426093,2.63845403
-5.85592796,6.36411036,0.17467142,0.00000000,1.62758967,3.21889345,0.05450925,2.67628424
-5.84992496,6.43490444,0.17748189,0.00000000,1.63452076,3.25660530,0.05471106,2.71026519
-5.84392196,6.49443456,0.17990850,0.00000000,1.63913368,3.28959788,0.05488018,2.73970917
-5.83791896,6.54145977,0.18192302,0.00000000,1.64108611,3.31729600,0.05503270,2.76402313
-5.83191596,6.57503109,0.18350438,0.00000000,1.64009471,3.33927004,0.05518688,2.78273459
-5.82591296,6.59454149,0.18463955,0.00000000,1.63595185,3.35526047,0.05536306,2.79551414
-5.81990995,6.59976471,0.18532424,0.00000000,1.62853962,3.36519660,0.05558334,2.80219324
-5.81390695,6.59088054,0.18556341,0.00000000,1.61784017,3.36920829,0.05587126,2.80277620
-5.80790395,6.56848479,0.18537141,0.00000000,1.60394201,3.36762964,0.05625130,2.79744567
-5.80190095,6.53358285,0.18477186,0.00000000,1.58704161,3.36099433,0.05674826,2.78656108
-5.79589795,6.48756648,0.18379727,0.00000000,1.56744024,3.35002223,0.05738657,2.77064993
-5.78989495,6.43217454,0.18248828,0.00000000,1.54553609,3.33559776,0.05818945,2.75039214
-5.78389195,6.36943874,0.18089269,0.00000000,1.52181198,3.31874069,0.05917806,2.72659796
-5.77788894,6.30161667,0.17906415,0.00000000,1.49681915,3.30057042,0.06037056,2.70018038
-5.77188594,6.23111468,0.17706073,0.00000000,1.47115795,3.28226527,0.06178120,2.67212299
-5.76588294,6.16040394,0.17494327,0.00000000,1.44545609,3.26501846,0.06341941,2.64344492
-5.75987994,6.09193310,0.17277365,0.00000000,1.42034570,3.24999268,0.06528907,2.61516410
-5.75387694,6.02804125,0.17061306,0.00000000,1.39643992,3.23827518,0.06738784,2.58826041
-5.74787394,5.97087492,0.16852021,0.00000000,1.37431031,3.23083539,0.06970666,2.56364045
-5.74187094,5.92231245,0.16654971,0.00000000,1.35446579,3.22848679,0.07222957,2.54210515
-5.73586793,5.88389869,0.16475059,0.00000000,1.33733418,3.23185475,0.07493363,2.52432165
-5.72986493,5.85679276,0.16316499,0.00000000,1.32324694,3.24135150,0.07778926,2.51080047
-5.72386193,5.84173042,0.16182707,0.00000000,1.31242772,3.25715926,0.08076070,2.50187879
-5.71785893,5.83900239,0.16076229,0.00000000,1.30498498,3.27922210,0.08380682,2.49771036
-5.71185593,5.84844887,0.15998682,0.00000000,1.30090908,3.30724653,0.08688216,2.49826219
-5.70585293,5.86946996,0.15950739,0.00000000,1.30007348,3.34071070,0.08993809,2.50331800
-5.69984992,5.90105084,0.15932131,0.00000000,1.30224019,3.37888140,0.09292422,2.51248791
-5.69384692,5.94180025,0.15941678,0.00000000,1.30706877,3.42083798,0.09578979,2.52522382
-5.68784392,5.98999982,0.15977346,0.00000000,1.31412863,3.46550193,0.09848519,2.54083964
-5.68184092,6.04366223,0.16036321,0.00000000,1.32291380,3.51167065,0.10096333,2.55853517
-5.67583792,6.10059513,0.16115101,0.00000000,1.33285973,3.55805395,0.10318099,2.57742286
-5.66983492,6.15846848,0.16209596,0.00000000,1.34336116,3.60331176,0.10509995,2.59655600
-5.66383192,6.21488253,0.16315242,0.00000000,1.35379053,3.64609168,0.10668797,2.61495747
-5.65782891,6.26743429,0.16427115,0.00000000,1.36351628,3.68506489,0.10791946,2.63164797
-5.65182591,6.31378032,0.16540053,0.00000000,1.37192033,3.71895968,0.10877591,2.64567280
-5.64582291,6.35169437,0.16648769,0.00000000,1.37841434,3.74659136,0.10924609,2.65612661
-5.63981991,6.37911855,0.16747975,0.00000000,1.38245432,3.76688833,0.10932593,2.66217533
-5.63381691,6.39420737,0.16832485,0.00000000,1.38355333,3.77891370,0.10901823,2.66307514
-5.62781391,6.39536424,0.16897331,0.00000000,1.38129196,3.78188252,0.10833210,2.65818809
-5.62181091,6.38127023,0.16937865,0.00000000,1.37532662,3.77517455,0.10728232,2.64699436
-5.61580790,6.35090553,0.16949853,0.00000000,1.36539566,3.75834295,0.10588854,2.62910116
-5.60980490,6.30356380,0.16929576,0.00000000,1.35132317,3.73111905,0.10417450,2.60424850
-5.60380190,6.23885993,0.16873905,0.00000000,1.33302081,3.69341364,0.10216714,2.57231191
-5.59779890,6.15673187,0.16780389,0.00000000,1.31048775,3.64531521,0.09989586,2.53330238
-5.59179590,6.05743680,0.16647321,0.00000000,1.28380878,3.58708529,0.09739178,2.48736379
-5.58579290,5.94154238,0.16473794,0.00000000,1.25315098,3.51915148,0.09468714,2.43476806
-5.57978989,5.80991316,0.16259752,0.00000000,1.21875894,3.44209809,0.09181474,2.37590818
-5.57378689,5.66369279,0.16006021,0.00000000,1.18094885,3.35665487,0.08880760,2.31128944
-5.56778389,5.50428216,0.15714324,0.00000000,1.14010159,3.26368378,0.08569863,2.24151899
-5.56178089,5.33331371,0.15387279,0.00000000,1.09665495,3.16416408,0.08252041,2.16729388
-5.55577789,5.15262239,0.15028377,0.00000000,1.05109519,3.05917580,0.07930507,2.08938790
-5.54977489,4.96421350,0.14641936,0.00000000,1.00394805,2.94988183,0.07608414,2.00863741
-5.54377189,4.77022785,0.14233042,0.00000000,0.95576942,2.83750873,0.07288851,1.92592621
-5.53776888,4.57290488,0.13807458,0.00000000,0.90713568,2.72332668,0.06974824,1.84217004
-5.53176588,4.37454428,0.13371522,0.00000000,0.85863406,2.60862877,0.06669250,1.75830071
-5.52576288,4.17746671,0.12932024,0.00000000,0.81085294,2.49471005,0.06374933,1.67525018
-5.51975988,3.98397466,0.12496067,0.00000000,0.76437238,2.38284664,0.06094542,1.59393512
-5.51375688,3.79631382,0.12070916,0.00000000,0.71975496,2.27427551,0.05830579,1.51524187
-5.50775388,3.61663605,0.11663839,0.00000000,0.67753702,2.17017500,0.05585348,1.44001234
-5.50175088,3.44696434,0.11281943,0.00000000,0.63822045,2.07164677,0.05360913,1.36903094
-5.49574787,3.28916057,0.10932013,0.00000000,0.60226510,1.97969922,0.05159057,1.30301272
-5.48974487,3.14489635,0.10620347,0.00000000,0.57008186,1.89523274,0.04981248,1.24259293
-5.48374187,3.01562746,0.10352608,0.00000000,0.54202663,1.81902698,0.04828592,1.18831792
-5.47773887,2.90257207,0.10133682,0.00000000,0.51839496,1.75173012,0.04701806,1.14063761
-5.47173587,2.80669300,0.09967556,0.00000000,0.49941773,1.69385037,0.04601189,1.09989936
-5.46573287,2.72868398,0.09857215,0.00000000,0.48525769,1.64574962,0.04526605,1.06634346
-5.45972986,2.66896021,0.09804563,0.00000000,0.47600700,1.60763922,0.04477475,1.04009994
-5.45372686,2.62765325,0.09810368,0.00000000,0.47168594,1.57957812,0.04452787,1.02118707
-5.44772386,2.60461024,0.09874238,0.00000000,0.47224254,1.56147314,0.04451106,1.00951129
-5.44172086,2.59939788,0.09994626,0.00000000,0.47755363,1.55308163,0.04470612,1.00486883
-5.43571786,2.61131111,0.10168871,0.00000000,0.48742697,1.55401665,0.04509142,1.00694904
-5.42971486,2.63938676,0.10393259,0.00000000,0.50160473,1.56375460,0.04564245,1.01533954
-5.42371186,2.68242246,0.10663130,0.00000000,0.51976828,1.58164557,0.04633251,1.02953334
-5.41770885,2.73900062,0.10972999,0.00000000,0.54154429,1.60692649,0.04713345,1.04893797
-5.41170585,2.80751764,0.11316709,0.00000000,0.56651199,1.63873693,0.04801653,1.07288664
-5.40570285,2.88621788,0.11687602,0.00000000,0.59421165,1.67613756,0.04895328,1.10065141
-5.39969985,2.97323205,0.12078710,0.00000000,0.62415390,1.71813103,0.04991641,1.13145821
-5.39369685,3.06661901,0.12482941,0.00000000,0.65582982,1.76368475,0.05088066,1.16450338
-5.38769385,3.16441010,0.12893278,0.00000000,0.68872138,1.81175515,0.05182366,1.19897144
-5.38169085,3.26465448,0.13302964,0.00000000,0.72231197,1.86131253,0.05272669,1.23405340
-5.37568784,3.36546408,0.13705673,0.00000000,0.75609667,1.91136582,0.05357528,1.26896529
-5.36968484,3.46505627,0.14095656,0.00000000,0.78959176,1.96098605,0.05435978,1.30296585
-5.36368184,3.56179278,0.14467862,0.00000000,0.82234326,2.00932779,0.05507571,1.33537300
-5.35767884,3.65421290,0.14818021,0.00000000,0.85393412,2.05564742,0.05572392,1.36557817
-5.35167584,3.74105973,0.15142688,0.00000000,0.88398978,2.09931737,0.05631059,1.39305802
-5.34567284,3.82129823,0.15439253,0.00000000,0.91218200,2.13983574,0.05684711,1.41738285
-5.33966983,3.89412425,0.15705908,0.00000000,0.93823083,2.17683061,0.05734959,1.43822148
-5.33366683,3.95896441,0.15941584,0.00000000,0.96190486,2.21005908,0.05783845,1.45534239
-5.32766383,4.01546687,0.16145852,0.00000000,0.98301980,2.23940090,0.05833761,1.46861108
-5.32166083,4.06348397,0.16318811,0.00000000,1.00143570,2.26484726,0.05887371,1.47798398
-5.31565783,4.10304782,0.16460953,0.00000000,1.01705310,2.28648532,0.05947518,1.48349927
-5.30965483,4.13434051,0.16573030,0.00000000,1.02980857,2.30447955,0.06017125,1.48526532
-5.30365183,4.15766096,0.16655927,0.00000000,1.03966993,2.31905092,0.06099090,1.48344734
-5.29764882,4.17339055,0.16710542,0.00000000,1.04663162,2.33045530,0.06196187,1.47825324
-5.29164582,4.18195948,0.16737698,0.00000000,1.05071060,2.33896229,0.06310972,1.46991940
-5.28564282,4.18381610,0.16738080,0.00000000,1.05194292,2.34483590,0.06445694,1.45869726
