energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.76588294,5.45508449,0.03029630,0.03538362,1.20314356,0.00000000,0.24040144,3.18791857,1.02604089,0.30880966
-5.75987994,5.85592920,0.03389209,0.03830408,1.31069888,0.00000000,0.25570456,3.42312650,1.09856548,0.33093293
-5.75387694,6.25819351,0.03780884,0.04128267,1.42050079,0.00000000,0.27071876,3.65920845,1.17107032,0.35302256
-5.74787394,6.65837730,0.04204122,0.04428873,1.53148406,0.00000000,0.28530952,3.89412079,1.24291490,0.37489209
-5.74187094,7.05299941,0.04657962,0.04729050,1.64252416,0.00000000,0.29934964,4.12582822,1.31347095,0.39635686
-5.73586793,7.43863679,0.05140936,0.05025553,1.75245609,0.00000000,0.31272054,4.35232709,1.38212923,0.41723589
-5.72986493,7.81195838,0.05651000,0.05315109,1.86009488,0.00000000,0.32531315,4.57166576,1.44830502,0.43735349
-5.72386193,8.16975299,0.06185474,0.05594457,1.96425686,0.00000000,0.33702831,4.78196134,1.51144238,0.45654044
-5.71785893,8.50895098,0.06740997,0.05860399,2.06378122,0.00000000,0.34777671,4.98141296,1.57101700,0.47463483
-5.71185593,8.82664010,0.07313491,0.06109835,2.15755098,0.00000000,0.35747855,5.16831141,1.62653790,0.49148261
-5.70585293,9.12007633,0.07898164,0.06339813,2.24451260,0.00000000,0.36606286,5.34104599,1.67754814,0.50693787
-5.69984992,9.38669143,0.08489517,0.06547564,2.32369390,0.00000000,0.37346673,5.49810914,1.72362488,0.52086310
-5.69384692,9.62409861,0.09081395,0.06730547,2.39421950,0.00000000,0.37963459,5.63809999,1.76437914,0.53312941
-5.68784392,9.83009846,0.09667062,0.06886481,2.45532371,0.00000000,0.38451752,5.75972788,1.79945566,0.54361689
-5.68184092,10.00268690,0.10239300,0.07013382,2.50636049,0.00000000,0.38807287,5.86181692,1.82853328,0.55221527
-5.67583792,10.14006680,0.10790545,0.07109592,2.54681065,0.00000000,0.39026424,5.94331266,1.85132604,0.55882484
-5.66983492,10.24066453,0.11313041,0.07173808,2.57628618,0.00000000,0.39106174,6.00329140,1.86758537,0.56335785
-5.66383192,10.30315201,0.11799021,0.07205106,2.59453223,0.00000000,0.39044276,6.04097281,1.87710336,0.56574023
-5.65782891,10.32647429,0.12240895,0.07202958,2.60142671,0.00000000,0.38839297,6.05573569,1.87971725,0.56591370
-5.65182591,10.30988200,0.12631458,0.07167252,2.59697820,0.00000000,0.38490780,6.04713656,1.87531481,0.56383816
-5.64582291,10.25296720,0.12964083,0.07098296,2.58132240,0.00000000,0.37999388,6.01493039,1.86384055,0.55949424
-5.63981991,10.15570060,0.13232922,0.06996825,2.55471739,0.00000000,0.37367075,5.95909220,1.84530220,0.55288576
-5.63381691,10.01846782,0.13433079,0.06863999,2.51753825,0.00000000,0.36597234,5.87983823,1.81977712,0.54404215
-5.62781391,9.84210182,0.13560766,0.06701390,2.47027106,0.00000000,0.35694826,5.77764502,1.78741810,0.53302034
-5.62181091,9.62790872,0.13613423,0.06510965,2.41350650,0.00000000,0.34666472,5.65326491,1.74845805,0.51990621
-5.61580790,9.37768433,0.13589809,0.06295061,2.34793311,0.00000000,0.33520495,5.50773614,1.70321306,0.50481529
-5.60980490,9.09371917,0.13490042,0.06056351,2.27433020,0.00000000,0.32266901,5.34238646,1.65208349,0.48789262
-5.60380190,8.77879005,0.13315607,0.05797802,2.19356033,0.00000000,0.30917298,5.15882898,1.59555273,0.46931169
-5.59779890,8.43613727,0.13069317,0.05522624,2.10656108,0.00000000,0.29484752,4.95894974,1.53418351,0.44927249
-5.59179590,8.06942714,0.12755230,0.05234221,2.01433619,0.00000000,0.27983577,4.74488664,1.46861157,0.42799857
-5.58579290,7.68270023,0.12378537,0.04936128,1.91794571,0.00000000,0.26429075,4.51900009,1.39953703,0.40573335
-5.57978989,7.28030684,0.11945410,0.04631951,1.81849523,0.00000000,0.24837232,4.28383602,1.32771344,0.38273561
-5.57378689,6.86683150,0.11462831,0.04325304,1.71712390,0.00000000,0.23224384,4.04208236,1.25393502,0.35927455
-5.56778389,6.44700914,0.10938401,0.04019748,1.61499151,0.00000000,0.21606862,3.79652053,1.17902247,0.33562440
-5.56178089,6.02563597,0.10380135,0.03718727,1.51326446,0.00000000,0.20000648,3.54997344,1.10380786,0.31205891
-5.55577789,5.60747795,0.09796262,0.03425519,1.41310099,0.00000000,0.18421037,3.30525204,1.02911913,0.28884588
-5.54977489,5.19718029,0.09195028,0.03143182,1.31563567,0.00000000,0.16882328,3.06510200,0.95576467,0.26624198
-5.54377189,4.79918066,0.08584503,0.02874512,1.22196355,0.00000000,0.15397562,2.83215246,0.88451859,0.24448790
-5.53776888,4.41762892,0.07972416,0.02622007,1.13312425,0.00000000,0.13978298,2.60886819,0.81610699,0.22380409
-5.53176588,4.05631541,0.07366009,0.02387843,1.05008622,0.00000000,0.12634452,2.39750666,0.75119562,0.20438723
-5.52576288,3.71860929,0.06771909,0.02173847,0.97373157,0.00000000,0.11374184,2.20008071,0.69037921,0.18640724
-5.51975988,3.40740828,0.06196034,0.01981493,0.90484172,0.00000000,0.10203851,2.01832774,0.63417261,0.17000522
-5.51375688,3.12509990,0.05643528,0.01811890,0.84408413,0.00000000,0.09128002,1.85368562,0.58300385,0.15529196
-5.50775388,2.87353447,0.05118712,0.01665786,0.79200045,0.00000000,0.08149427,1.70727529,0.53720906,0.14234728
-5.50175088,2.65400940,0.04625070,0.01543571,0.74899626,0.00000000,0.07269244,1.57989009,0.49702931,0.13121984
-5.49574787,2.46726406,0.04165256,0.01445288,0.71533260,0.00000000,0.06487018,1.47199129,0.46260916,0.12192762
-5.48974487,2.31348438,0.03741117,0.01370645,0.69111962,0.00000000,0.05800906,1.38370943,0.43399691,0.11445883
-5.48374187,2.19231640,0.03353734,0.01319033,0.67631247,0.00000000,0.05207817,1.31485109,0.41114629,0.10877322
-5.47773887,2.10288783,0.03003482,0.01289538,0.67070968,0.00000000,0.04703583,1.26491052,0.39391967,0.10480370
-5.47173587,2.04383694,0.02690092,0.01280966,0.67395434,0.00000000,0.04283127,1.23308586,0.38209254,0.10245833
-5.46573287,2.01334821,0.02412727,0.01291861,0.68553815,0.00000000,0.03940638,1.21829960,0.37535925,0.10162243
-5.45972986,2.00919445,0.02170062,0.01320529,0.70480871,0.00000000,0.03669734,1.21922311,0.37334004,0.10216101
-5.45372686,2.02878495,0.01960361,0.01365067,0.73098019,0.00000000,0.03463617,1.23430508,0.37558921,0.10392145
-5.44772386,2.06921953,0.01781561,0.01423390,0.76314738,0.00000000,0.03315222,1.26180383,0.38160451,0.10673631
-5.44172086,2.12734832,0.01631354,0.01493266,0.80030330,0.00000000,0.03217350,1.29982317,0.39083760,0.11042644
-5.43571786,2.19983677,0.01507263,0.01572353,0.84136012,0.00000000,0.03162798,1.34635180,0.40270566,0.11480429
-5.42971486,2.28323537,0.01406717,0.01658242,0.88517322,0.00000000,0.03144474,1.39930574,0.41660389,0.11967745
-5.42371186,2.37405323,0.01327121,0.01748498,0.93056787,0.00000000,0.03155509,1.45657328,0.43191877,0.12485237
-5.41770885,2.46883421,0.01265926,0.01840715,0.97636800,0.00000000,0.03189354,1.51606158,0.44804188,0.13013817
-5.41170585,2.56423401,0.01220680,0.01932564,1.02142620,0.00000000,0.03239874,1.57574405,0.46438384,0.13535061
-5.40570285,2.65709620,0.01189092,0.02021842,1.06465394,0.00000000,0.03301428,1.63370715,0.48038820,0.14031596
-5.39969985,2.74452494,0.01169069,0.02106531,1.10505102,0.00000000,0.03368951,1.68819512,0.49554456,0.14487474
-5.39369685,2.82395191,0.01158763,0.02184839,1.14173307,0.00000000,0.03438006,1.73765127,0.50940067,0.14888520
-5.38769385,2.89319470,0.01156596,0.02255247,1.17395582,0.00000000,0.03504844,1.78075402,0.52157301,0.15222644
-5.38169085,2.95050446,0.01161287,0.02316545,1.20113512,0.00000000,0.03566433,1.81644630,0.53175519,0.15480094
-5.37568784,2.99460025,0.01171864,0.02367859,1.22286159,0.00000000,0.03620481,1.84395678,0.53972411,0.15653650
-5.36968484,3.02468854,0.01187664,0.02408667,1.23890920,0.00000000,0.03665433,1.86281194,0.54534316,0.15738744
-5.36368184,3.04046639,0.01208332,0.02438807,1.24923713,0.00000000,0.03700459,1.87283811,0.54856260,0.15733492
-5.35767884,3.04210788,0.01233800,0.02458462,1.25398464,0.00000000,0.03725410,1.87415309,0.54941679,0.15638650
-5.35167584,3.03023388,0.01264262,0.02468143,1.25345911,0.00000000,0.03740765,1.86714764,0.54801838,0.15457476
-5.34567284,3.00586628,0.01300136,0.02468657,1.24811756,0.00000000,0.03747551,1.85245731,0.54454979,0.15195519
-5.33966983,2.97036829,0.01342022,0.02461056,1.23854244,0.00000000,0.03747252,1.83092569,0.53925212,0.14860331
-5.33366683,2.92537350,0.01390647,0.02446585,1.22541280,0.00000000,0.03741707,1.80356082,0.53241209,0.14461118
-5.32766383,2.87270653,0.01446807,0.02426624,1.20947205,0.00000000,0.03732984,1.77148640,0.52434756,0.14008343
-5.32166083,2.81429895,0.01511304,0.02402616,1.19149384,0.00000000,0.03723270,1.73589014,0.51539229,0.13513304
-5.31565783,2.75210414,0.01584877,0.02376004,1.17224757,0.00000000,0.03714736,1.69797145,0.50588055,0.12987698
-5.30965483,2.68801473,0.01668142,0.02348164,1.15246524,0.00000000,0.03709430,1.65889084,0.49613239,0.12443187
-5.30365183,2.62378639,0.01761526,0.02320343,1.13281106,0.00000000,0.03709157,1.61972317,0.48644015,0.11890997
-5.29764882,2.56097101,0.01865208,0.02293611,1.11385509,0.00000000,0.03715387,1.58141682,0.47705672,0.11341550
-5.29164582,2.50086205,0.01979072,0.02268812,1.09605222,0.00000000,0.03729171,1.54476031,0.46818620,0.10804152
-5.28564282,2.44445397,0.02102662,0.02246538,1.07972716,0.00000000,0.03751086,1.51035767,0.45997720,0.10286745
-5.27963982,2.39241713,0.02235158,0.02227106,1.06506599,0.00000000,0.03781194,1.47861331,0.45251892,0.09795730
-5.27363682,2.34508845,0.02375363,0.02210557,1.05211445,0.00000000,0.03819028,1.44972666,0.44584025,0.09335863
-5.26763382,2.30247767,0.02521698,0.02196665,1.04078281,0.00000000,0.03863605,1.42369633,0.43991169,0.08910227
-5.26163082,2.26428801,0.02672225,0.02184951,1.03085667,0.00000000,0.03913458,1.40033314,0.43464984,0.08520269
-5.25562781,2.22994961,0.02824677,0.02174725,1.02201325,0.00000000,0.03966690,1.37928106,0.42992423,0.08165905
-5.24962481,2.19866346,0.02976509,0.02165117,1.01384172,0.00000000,0.04021050,1.36004442,0.42556596,0.07845678
-5.24362181,2.16945323,0.03124956,0.02155131,1.00586689,0.00000000,0.04074019,1.34202006,0.42137774,0.07556955
-5.23761881,2.14122221,0.03267115,0.02143694,0.99757459,0.00000000,0.04122913,1.32453246,0.41714465,0.07296158
-5.23161581,2.11281236,0.03400024,0.02129710,0.98843783,0.00000000,0.04164984,1.30687012,0.41264529,0.07059016
-5.22561281,2.08306268,0.03520751,0.02112113,0.97794216,0.00000000,0.04197529,1.28832152,0.40766253,0.06840816
-5.21960980,2.05086434,0.03626493,0.02089914,0.96560943,0.00000000,0.04217999,1.26820888,0.40199367,0.06636656
-5.21360680,2.01521023,0.03714664,0.02062249,0.95101872,0.00000000,0.04224090,1.24591852,0.39545926,0.06441674
-5.20760380,1.97523712,0.03782980,0.02028409,0.93382382,0.00000000,0.04213833,1.22092659,0.38791062,0.06251265
-5.20160080,1.93025896,0.03829541,0.01987878,0.91376652,0.00000000,0.04185666,1.19281928,0.37923548,0.06061253
-5.19559780,1.87979058,0.03852894,0.01940342,0.89068558,0.00000000,0.04138485,1.16130707,0.36936183,0.05868035
-5.18959480,1.82356131,0.03852083,0.01885706,0.86452111,0.00000000,0.04071686,1.12623281,0.35825980,0.05668690
-5.18359180,1.76151864,0.03826682,0.01824089,0.83531442,0.00000000,0.03985173,1.08757368,0.34594173,0.05461038
-5.17758879,1.69382266,0.03776811,0.01755820,0.80320388,0.00000000,0.03879362,1.04543736,0.33246042,0.05243671
-5.17158579,1.62083192,0.03703129,0.01681420,0.76841698,0.00000000,0.03755155,1.00005312,0.31790588,0.05015946
-5.16558279,1.54308227,0.03606806,0.01601575,0.73125936,0.00000000,0.03613902,0.95175849,0.30240081,0.04777941
-5.15957979,1.46125994,0.03489487,0.01517114,0.69210143,0.00000000,0.03457343,0.90098253,0.28609498,0.04530391
-5.15357679,1.37617052,0.03353232,0.01428974,0.65136332,0.00000000,0.03287549,0.84822658,0.26915907,0.04274600
-5.14757379,1.28870554,0.03200443,0.01338162,0.60949904,0.00000000,0.03106843,0.79404357,0.25177799,0.04012340
-5.14157079,1.19980812,0.03033786,0.01245728,0.56698029,0.00000000,0.02917719,0.73901691,0.23414425,0.03745737
-5.13556778,1.11043935,0.02856107,0.01152724,0.52428099,0.00000000,0.02722766,0.68373978,0.21645143,0.03477155
-5.12956478,1.02154663,0.02670338,0.01060177,0.48186270,0.00000000,0.02524583,0.62879569,0.19888824,0.03209084
-5.12356178,0.93403509,0.02479419,0.00969060,0.44016182,0.00000000,0.02325710,0.57474107,0.18163312,0.02944036
-5.11755878,0.84874299,0.02286210,0.00880266,0.39957861,0.00000000,0.02128555,0.52209023,0.16484972,0.02684443
-5.11155578,0.76642175,0.02093421,0.00794589,0.36046849,0.00000000,0.01935340,0.47130323,0.14868332,0.02432577
-5.10555278,0.68772084,0.01903548,0.00712714,0.32313566,0.00000000,0.01748054,0.42277680,0.13325816,0.02190480
-5.09954977,0.61317774,0.01718823,0.00635202,0.28782909,0.00000000,0.01568417,0.37683828,0.11867575,0.01959915
-5.09354677,0.54321274,0.01541178,0.00562489,0.25474073,0.00000000,0.01397857,0.33374264,0.10501422,0.01742329
-5.08754377,0.47812834,0.01372218,0.00494887,0.22400585,0.00000000,0.01237500,0.29367225,0.09232836,0.01538833
-5.08154077,0.41811268,0.01213213,0.00432586,0.19570519,0.00000000,0.01088170,0.25673913,0.08065058,0.01350202
-5.07553777,0.36324635,0.01065100,0.00375664,0.16986866,0.00000000,0.00950401,0.22298929,0.06999240,0.01176877
-5.06953477,0.31351206,0.00928493,0.00324096,0.14648024,0.00000000,0.00824451,0.19240871,0.06034648,0.01018994
-5.06353177,0.26880624,0.00803708,0.00277768,0.12548372,0.00000000,0.00710331,0.16493064,0.05168903,0.00876404
-5.05752876,0.22895204,0.00690789,0.00236492,0.10678909,0.00000000,0.00607837,0.14044355,0.04398234,0.00748712
-5.05152576,0.19371292,0.00589544,0.00200016,0.09027901,0.00000000,0.00516576,0.11879958,0.03717758,0.00635317
-5.04552276,0.16280629,0.00499584,0.00168041,0.07581535,0.00000000,0.00436009,0.09982294,0.03121738,0.00535452
-5.03951976,0.13591671,0.00420358,0.00140236,0.06324538,0.00000000,0.00365479,0.08331797,0.02603844,0.00448224
-5.03351676,0.11270815,0.00351192,0.00116250,0.05240758,0.00000000,0.00304249,0.06907672,0.02157389,0.00372655
-5.02751376,0.09283503,0.00291329,0.00095721,0.04313673,0.00000000,0.00251529,0.05688568,0.01775540,0.00307715
-5.02151076,0.07595188,0.00239957,0.00078288,0.03526837,0.00000000,0.00206507,0.04653167,0.01451500,0.00252359
-5.01550775,0.06172136,0.00196241,0.00063602,0.02864256,0.00000000,0.00168368,0.03780681,0.01178661,0.00205550
-5.00950475,0.04982082,0.00159351,0.00051327,0.02310678,0.00000000,0.00136321,0.03051240,0.00950725,0.00166288
-5.00350175,0.03994723,0.00128476,0.00041147,0.01851826,0.00000000,0.00109606,0.02446204,0.00761798,0.00133620
-4.99749875,0.03182075,0.00102847,0.00032774,0.01474547,0.00000000,0.00087512,0.01948370,0.00606449,0.00106662
-4.99149575,0.02518695,0.00081745,0.00025944,0.01166919,0.00000000,0.00069385,0.01542110,0.00479756,0.00084603
-4.98549275,0.01981802,0.00064510,0.00020422,0.00918299,0.00000000,0.00054628,0.01213446,0.00377319,0.00066713
-4.97948974,0.01551299,0.00050547,0.00016002,0.00719330,0.00000000,0.00042709,0.00950054,0.00295268,0.00052344
-4.97348674,0.01209729,0.00039324,0.00012504,0.00561917,0.00000000,0.00033157,0.00741247,0.00230249,0.00040931
-4.96748374,0.00942179,0.00030375,0.00009776,0.00439186,0.00000000,0.00025560,0.00577908,0.00179403,0.00031991
-4.96148074,0.00736150,0.00023295,0.00007692,0.00345424,0.00000000,0.00019566,0.00452415,0.00140342,0.00025118
-4.95547774,0.00581408,0.00017738,0.00006149,0.00276013,0.00000000,0.00014872,0.00358550,0.00111117,0.00019982
-4.94947474,0.00469835,0.00013410,0.00005068,0.00227367,0.00000000,0.00011225,0.00291410,0.00090193,0.00016321
-4.94347174,0.00395289,0.00010066,0.00004392,0.00196879,0.00000000,0.00008413,0.00247328,0.00076417,0.00013942
-4.93746873,0.00353476,0.00007502,0.00004083,0.00182866,0.00000000,0.00006262,0.00223792,0.00068999,0.00012715
-4.93146573,0.00341854,0.00005551,0.00004125,0.00184546,0.00000000,0.00004629,0.00219398,0.00067490,0.00012569
-4.92546273,0.00359557,0.00004078,0.00004521,0.00202012,0.00000000,0.00003399,0.00233807,0.00071771,0.00013496
-4.91945973,0.00407360,0.00002974,0.00005292,0.00236234,0.00000000,0.00002481,0.00267730,0.00082049,0.00015545
-4.91345673,0.00487664,0.00002154,0.00006481,0.00289075,0.00000000,0.00001802,0.00322925,0.00098852,0.00018825
-4.90745373,0.00604511,0.00001549,0.00008152,0.00363315,0.00000000,0.00001304,0.00402218,0.00123036,0.00023507
-4.90145073,0.00763623,0.00001106,0.00010390,0.00462692,0.00000000,0.00000945,0.00509531,0.00155795,0.00029825
-4.89544772,0.00972453,0.00000784,0.00013303,0.00591943,0.00000000,0.00000692,0.00649924,0.00198669,0.00038079
-4.88944472,0.01240243,0.00000551,0.00017024,0.00756856,0.00000000,0.00000520,0.00829636,0.00253561,0.00048640
-4.88344172,0.01578073,0.00000385,0.00021711,0.00964298,0.00000000,0.00000411,0.01056122,0.00322745,0.00061947
-4.87743872,0.01998897,0.00000267,0.00027549,0.01222249,0.00000000,0.00000355,0.01338078,0.00408871,0.00078517
-4.87143572,0.02517536,0.00000184,0.00034749,0.01539798,0.00000000,0.00000346,0.01685440,0.00514969,0.00098937
-4.86543272,0.03150630,0.00000126,0.00043550,0.01927115,0.00000000,0.00000382,0.02109351,0.00644437,0.00123868
-4.85942971,0.03916527,0.00000086,0.00054218,0.02395377,0.00000000,0.00000468,0.02622083,0.00801012,0.00154042
-4.85342671,0.04835085,0.00000058,0.00067042,0.02956644,0.00000000,0.00000612,0.03236910,0.00988737,0.00190249
-4.84742371,0.05927387,0.00000039,0.00082336,0.03623678,0.00000000,0.00000829,0.03967912,0.01211894,0.00233333
-4.84142071,0.07215355,0.00000026,0.00100428,0.04409695,0.00000000,0.00001141,0.04829716,0.01474926,0.00284175
-4.83541771,0.08721254,0.00000018,0.00121664,0.05328043,0.00000000,0.00001577,0.05837155,0.01782333,0.00343675
-4.82941471,0.10467084,0.00000013,0.00146394,0.06391815,0.00000000,0.00002179,0.07004863,0.02138542,0.00412730
-4.82341171,0.12473869,0.00000010,0.00174969,0.07613394,0.00000000,0.00002999,0.08346795,0.02547761,0.00492206
-4.81740870,0.14760863,0.00000009,0.00207730,0.09003933,0.00000000,0.00004106,0.09875682,0.03013810,0.00582911
-4.81140570,0.17344671,0.00000010,0.00245001,0.10572789,0.00000000,0.00005591,0.11602445,0.03539938,0.00685560
-4.80540270,0.20238347,0.00000013,0.00287081,0.12326934,0.00000000,0.00007565,0.13535577,0.04128630,0.00800744
-4.79939970,0.23450478,0.00000018,0.00334232,0.14270353,0.00000000,0.00010170,0.15680529,0.04781417,0.00928894
-4.79339670,0.26984314,0.00000026,0.00386669,0.16403464,0.00000000,0.00013585,0.18039114,0.05498692,0.01070248
-4.78739370,0.30836991,0.00000038,0.00444561,0.18722590,0.00000000,0.00018028,0.20608985,0.06279543,0.01224825
-4.78139070,0.34998901,0.00000057,0.00508017,0.21219523,0.00000000,0.00023765,0.23383199,0.07121619,0.01392403
-4.77538769,0.39453248,0.00000084,0.00577086,0.23881197,0.00000000,0.00031119,0.26349924,0.08021034,0.01572498
-4.76938469,0.44175868,0.00000124,0.00651760,0.26689519,0.00000000,0.00040475,0.29492305,0.08972329,0.01764362
-4.76338169,0.49135320,0.00000181,0.00731971,0.29621374,0.00000000,0.00052292,0.32788530,0.09968482,0.01966985
-4.75737869,0.54293309,0.00000262,0.00817601,0.32648838,0.00000000,0.00067103,0.36212107,0.11000999,0.02179110
-4.75137569,0.59605436,0.00000377,0.00908488,0.35739595,0.00000000,0.00085529,0.39732379,0.12060067,0.02399265
-4.74537269,0.65022289,0.00000540,0.01004440,0.38857583,0.00000000,0.00108277,0.43315258,0.13134781,0.02625798
-4.73936968,0.70490851,0.00000767,0.01105247,0.41963837,0.00000000,0.00136152,0.46924179,0.14213442,0.02856931
-4.73336668,0.75956172,0.00001083,0.01210694,0.45017535,0.00000000,0.00170048,0.50521250,0.15283908,0.03090819
-4.72736368,0.81363277,0.00001516,0.01320582,0.47977186,0.00000000,0.00210953,0.54068541,0.16334003,0.03325620
-4.72136068,0.86659200,0.00002109,0.01434734,0.50801945,0.00000000,0.00259939,0.57529485,0.17351951,0.03559567
-4.71535768,0.91795076,0.00002913,0.01553017,0.53452975,0.00000000,0.00318158,0.60870312,0.18326828,0.03791041
-4.70935468,0.96728188,0.00003995,0.01675343,0.55894825,0.00000000,0.00386821,0.64061461,0.19249009,0.04018641
-4.70335168,1.01423866,0.00005439,0.01801683,0.58096732,0.00000000,0.00467183,0.67078899,0.20110585,0.04241256
-4.69734867,1.05857135,0.00007354,0.01932059,0.60033809,0.00000000,0.00560523,0.69905268,0.20905736,0.04458114
-4.69134567,1.10014040,0.00009872,0.02066549,0.61688050,0.00000000,0.00668113,0.72530825,0.21631029,0.04668831
-4.68534267,1.13892566,0.00013159,0.02205272,0.63049100,0.00000000,0.00791189,0.74954104,0.22285646,0.04873443
-4.67933967,1.17503102,0.00017417,0.02348378,0.64114761,0.00000000,0.00930920,0.77182272,0.22871507,0.05072420
-4.67333667,1.20868448,0.00022890,0.02496032,0.64891197,0.00000000,0.01088372,0.79231168,0.23393297,0.05266669
-4.66733367,1.24023342,0.00029871,0.02648390,0.65392849,0.00000000,0.01264477,0.81125024,0.23858394,0.05457521
-4.66133067,1.27013572,0.00038707,0.02805587,0.65642052,0.00000000,0.01460001,0.82895881,0.24276705,0.05646704
-4.65532766,1.29894715,0.00049805,0.02967710,0.65668381,0.00000000,0.01675512,0.84582758,0.24660414,0.05836313
-4.64932466,1.32730605,0.00063634,0.03134793,0.65507785,0.00000000,0.01911365,0.86230612,0.25023673,0.06028766
-4.64332166,1.35591609,0.00080733,0.03306802,0.65201534,0.00000000,0.02167680,0.87889163,0.25382239,0.06226766
