energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-5.83791896,5.04167025,0.02444350,0.00000000,0.01682508,0.41030754,0.06233097,2.91336290,1.67099315,1.60450103
-5.83191596,4.93299902,0.02376920,0.00000000,0.01649995,0.39788948,0.06107804,2.85749592,1.66079787,1.58268661
-5.82591296,4.82113337,0.02313556,0.00000000,0.01614076,0.38481696,0.05970055,2.80021403,1.64710097,1.55775987
-5.81990995,4.70706511,0.02254863,0.00000000,0.01575055,0.37116685,0.05820226,2.74212515,1.62995798,1.53000846
-5.81390695,4.59174107,0.02201367,0.00000000,0.01533258,0.35701283,0.05658834,2.68380783,1.60945734,1.49971614
-5.80790395,4.47606921,0.02153537,0.00000000,0.01489041,0.34242684,0.05486569,2.62581044,1.58572636,1.46715986
-5.80190095,4.36092417,0.02111799,0.00000000,0.01442782,0.32748067,0.05304309,2.56865042,1.55893594,1.43260748
-5.79589795,4.24715096,0.02076547,0.00000000,0.01394881,0.31224730,0.05113138,2.51281280,1.52930339,1.39631633
-5.78989495,4.13556548,0.02048152,0.00000000,0.01345759,0.29680204,0.04914342,2.45874775,1.49709300,1.35853219
-5.78389195,4.02695100,0.02026966,0.00000000,0.01295850,0.28122327,0.04709397,2.40686655,1.46261400,1.31948878
-5.77788894,3.92205006,0.02013309,0.00000000,0.01245598,0.26559267,0.04499949,2.35753604,1.42621580,1.27940743
-5.77188594,3.82155182,0.02007462,0.00000000,0.01195448,0.24999498,0.04287778,2.31107134,1.38828057,1.23849697
-5.76588294,3.72607502,0.02009644,0.00000000,0.01145835,0.23451722,0.04074753,2.26772717,1.34921338,1.19695362
-5.75987994,3.63614779,0.02019990,0.00000000,0.01097175,0.21924746,0.03862781,2.22768825,1.30943045,1.15496095
-5.75387694,3.55218519,0.02038519,0.00000000,0.01049856,0.20427328,0.03653748,2.19105924,1.26934578,1.11268978
-5.74787394,3.47446638,0.02065104,0.00000000,0.01004224,0.18967987,0.03449464,2.15785511,1.22935733,1.07029810
-5.74187094,3.40311301,0.02099445,0.00000000,0.00960574,0.17554808,0.03251607,2.12799272,1.18983300,1.02793098
-5.73586793,3.33807087,0.02141041,0.00000000,0.00919141,0.16195242,0.03061663,2.10128455,1.15109770,0.98572058
-5.72986493,3.27909650,0.02189169,0.00000000,0.00880090,0.14895923,0.02880889,2.07743536,1.11342186,0.94378621
-5.72386193,3.22575043,0.02242876,0.00000000,0.00843516,0.13662512,0.02710273,2.05604257,1.07701238,0.90223459
-5.71785893,3.17739832,0.02300974,0.00000000,0.00809438,0.12499570,0.02550508,2.03660092,1.04200639,0.86116030
-5.71185593,3.13322086,0.02362054,0.00000000,0.00777798,0.11410483,0.02401985,2.01851174,1.00846831,0.82064643
-5.70585293,3.09223271,0.02424503,0.00000000,0.00748472,0.10397432,0.02264792,2.00109694,0.97639035,0.78076549
-5.69984992,3.05331035,0.02486544,0.00000000,0.00721270,0.09461406,0.02138728,1.98361745,0.94569657,0.74158049
-5.69384692,3.01522794,0.02546276,0.00000000,0.00695949,0.08602277,0.02023332,1.96529572,0.91625018,0.70314635
-5.68784392,2.97669999,0.02601735,0.00000000,0.00672227,0.07818906,0.01917916,1.94534137,0.88786374,0.66551133
-5.68184092,2.93642893,0.02650950,0.00000000,0.00649791,0.07109298,0.01821613,1.92297913,0.86031181,0.62871866
-5.67583792,2.89315567,0.02692016,0.00000000,0.00628318,0.06470778,0.01733425,1.89747771,0.83334519,0.59280825
-5.66983492,2.84571050,0.02723154,0.00000000,0.00607488,0.05900200,0.01652279,1.86817845,0.80670617,0.55781828
-5.66383192,2.79306217,0.02742784,0.00000000,0.00586999,0.05394155,0.01577080,1.83452229,0.78014389,0.52378680
-5.65782891,2.73436256,0.02749582,0.00000000,0.00566578,0.04949191,0.01506762,1.79607379,0.75342910,0.49075319
-5.65182591,2.66898482,0.02742529,0.00000000,0.00545996,0.04562026,0.01440336,1.75254098,0.72636743,0.45875930
-5.64582291,2.59655314,0.02720957,0.00000000,0.00525077,0.04229739,0.01376930,1.70379005,0.69881083,0.42785047
-5.63981991,2.51696271,0.02684572,0.00000000,0.00503702,0.03949948,0.01315825,1.64985425,0.67066629,0.39807608
-5.63381691,2.43038885,0.02633469,0.00000000,0.00481816,0.03720951,0.01256473,1.59093625,0.64190187,0.36948996
-5.62781391,2.33728517,0.02568128,0.00000000,0.00459425,0.03541839,0.01198516,1.52740423,0.61254952,0.34215021
-5.62181091,2.23837072,0.02489400,0.00000000,0.00436598,0.03412573,0.01141790,1.45978152,0.58270488,0.31611889
-5.61580790,2.13460703,0.02398474,0.00000000,0.00413458,0.03334019,0.01086318,1.38873058,0.55252415,0.29146120
-5.60980490,2.02716620,0.02296834,0.00000000,0.00390176,0.03307946,0.01032301,1.31503190,0.52221823,0.26824443
-5.60380190,1.91739161,0.02186208,0.00000000,0.00366967,0.03336980,0.00980093,1.23955901,0.49204460,0.24653662
-5.59779890,1.80675318,0.02068510,0.00000000,0.00344070,0.03424528,0.00930181,1.16325050,0.46229745,0.22640500
-5.59179590,1.69679923,0.01945769,0.00000000,0.00321746,0.03574661,0.00883151,1.08708066,0.43329653,0.20791427
-5.58579290,1.58910706,0.01820075,0.00000000,0.00300261,0.03791962,0.00839655,1.01202966,0.40537531,0.19112479
-5.57978989,1.48523428,0.01693503,0.00000000,0.00279881,0.04081352,0.00800380,0.93905474,0.37886909,0.17609077
-5.57378689,1.38667281,0.01568063,0.00000000,0.00260852,0.04447887,0.00766010,0.86906340,0.35410348,0.16285849
-5.56778389,1.29480722,0.01445645,0.00000000,0.00243400,0.04896543,0.00737197,0.80288967,0.33138377,0.15146474
-5.56178089,1.21087876,0.01327970,0.00000000,0.00227720,0.05431990,0.00714530,0.74127405,0.31098561,0.14193535
-5.55577789,1.13595610,0.01216561,0.00000000,0.00213966,0.06058361,0.00698507,0.68484792,0.29314724,0.13428411
-5.54977489,1.07091345,0.01112712,0.00000000,0.00202250,0.06779027,0.00689514,0.63412243,0.27806366,0.12851196
-5.54377189,1.01641648,0.01017476,0.00000000,0.00192637,0.07596396,0.00687809,0.58948233,0.26588261,0.12460660
-5.53776888,0.97291588,0.00931663,0.00000000,0.00185144,0.08511720,0.00693509,0.55118438,0.25670264,0.12254255
-5.53176588,0.94064845,0.00855837,0.00000000,0.00179740,0.09524950,0.00706584,0.51936020,0.25057314,0.12228158
-5.52576288,0.91964504,0.00790335,0.00000000,0.00176348,0.10634620,0.00726854,0.49402309,0.24749616,0.12377370
-5.51975988,0.90974462,0.00735282,0.00000000,0.00174843,0.11837779,0.00753997,0.47507835,0.24743001,0.12695852
-5.51375688,0.91061369,0.00690618,0.00000000,0.00175065,0.13129972,0.00787555,0.46233640,0.25029422,0.13176707
-5.50775388,0.92176974,0.00656125,0.00000000,0.00176816,0.14505275,0.00826950,0.45552807,0.25597570,0.13812403
-5.50175088,0.94260785,0.00631457,0.00000000,0.00179869,0.15956379,0.00871501,0.45432135,0.26433580,0.14595012
-5.49574787,0.97242919,0.00616169,0.00000000,0.00183974,0.17474714,0.00920446,0.45833890,0.27521788,0.15516487
-5.48974487,1.01047016,0.00609750,0.00000000,0.00188868,0.19050622,0.00972966,0.46717564,0.28845504,0.16568938
-5.48374187,1.05593109,0.00611646,0.00000000,0.00194277,0.20673554,0.01028209,0.48041574,0.30387775,0.17744905
-5.47773887,1.10800340,0.00621286,0.00000000,0.00199928,0.22332288,0.01085316,0.49764839,0.32132089,0.19037625
-5.47173587,1.16589405,0.00638102,0.00000000,0.00205554,0.24015152,0.01143448,0.51848194,0.34062996,0.20441261
-5.46573287,1.22884662,0.00661544,0.00000000,0.00210900,0.25710240,0.01201805,0.54255580,0.36166619,0.21951094
-5.45972986,1.29615800,0.00691086,0.00000000,0.00215734,0.27405609,0.01259652,0.56954983,0.38431020,0.23563665
-5.45372686,1.36719043,0.00726235,0.00000000,0.00219847,0.29089441,0.01316328,0.59919094,0.40846414,0.25276850
-5.44772386,1.44137833,0.00766526,0.00000000,0.00223060,0.30750168,0.01371264,0.63125683,0.43405211,0.27089874
-5.44172086,1.51823003,0.00811521,0.00000000,0.00225231,0.32376548,0.01423988,0.66557675,0.46101892,0.29003254
-5.43571786,1.59732456,0.00860794,0.00000000,0.00226252,0.33957700,0.01474122,0.70202946,0.48932719,0.31018675
-5.42971486,1.67830387,0.00913922,0.00000000,0.00226054,0.35483085,0.01521383,0.74053863,0.51895306,0.33138802
-5.42371186,1.76086136,0.00970466,0.00000000,0.00224604,0.36942463,0.01565572,0.78106601,0.54988060,0.35367043
-5.41770885,1.84472758,0.01029960,0.00000000,0.00221908,0.38325812,0.01606556,0.82360286,0.58209548,0.37707269
-5.41170585,1.92965409,0.01091891,0.00000000,0.00218006,0.39623244,0.01644257,0.86816007,0.61557807,0.40163507
-5.40570285,2.01539688,0.01155688,0.00000000,0.00212968,0.40824925,0.01678628,0.91475761,0.65029662,0.42739620
-5.39969985,2.10170040,0.01220709,0.00000000,0.00206891,0.41921013,0.01709636,0.96341391,0.68620072,0.45438990
-5.39369685,2.18828339,0.01286233,0.00000000,0.00199897,0.42901641,0.01737238,1.01413558,0.72321569,0.48264212
-5.38769385,2.27482756,0.01351461,0.00000000,0.00192121,0.43756943,0.01761371,1.06690812,0.76123812,0.51216814
-5.38169085,2.36096982,0.01415520,0.00000000,0.00183712,0.44477147,0.01781930,1.12168786,0.80013285,0.54296998
-5.37568784,2.44629866,0.01477469,0.00000000,0.00174828,0.45052733,0.01798766,1.17839550,0.83973161,0.57503422
-5.36968484,2.53035482,0.01536320,0.00000000,0.00165625,0.45474656,0.01811678,1.23691138,0.87983337,0.60832994
-5.36368184,2.61263610,0.01591055,0.00000000,0.00156261,0.45734627,0.01820418,1.29707248,0.92020635,0.64280696
-5.35767884,2.69260600,0.01640658,0.00000000,0.00146886,0.45825443,0.01824698,1.35867102,0.96059146,0.67839418
-5.35167584,2.76970524,0.01684140,0.00000000,0.00137643,0.45741346,0.01824202,1.42145455,1.00070699,0.71499796
-5.34567284,2.84336557,0.01720580,0.00000000,0.00128666,0.45478391,0.01818609,1.48512713,1.04025413,0.75250037
-5.33966983,2.91302451,0.01749149,0.00000000,0.00120076,0.45034800,0.01807610,1.54935152,1.07892301,0.79075753
-5.33366683,2.97814024,0.01769154,0.00000000,0.00111987,0.44411280,0.01790936,1.61375188,1.11639878,0.82959768
-5.32766383,3.03820546,0.01780058,0.00000000,0.00104500,0.43611278,0.01768381,1.67791685,1.15236753,0.86881941
-5.32166083,3.09275947,0.01781518,0.00000000,0.00097709,0.42641162,0.01739827,1.74140293,1.18652158,0.90818988
-5.31565783,3.14139785,0.01773393,0.00000000,0.00091701,0.41510297,0.01705263,1.80373806,1.21856405,0.94744351
-5.30965483,3.18377938,0.01755769,0.00000000,0.00086558,0.40231028,0.01664808,1.86442540,1.24821271,0.98628121
-5.30365183,3.21963018,0.01728957,0.00000000,0.00082360,0.38818545,0.01618715,1.92294762,1.27520288,1.02437054
-5.29764882,3.24874525,0.01693497,0.00000000,0.00079184,0.37290648,0.01567385,1.97877187,1.29928980,1.06134715
-5.29164582,3.27098796,0.01650140,0.00000000,0.00077112,0.35667415,0.01511364,2.03135570,1.32025052,1.09681777
-5.28564282,3.28628811,0.01599838,0.00000000,0.00076225,0.33970790,0.01451334,2.08015435,1.33788564,1.13036503
-5.27963982,3.29463935,0.01543713,0.00000000,0.00076607,0.32224109,0.01388105,2.12462947,1.35202121,1.16155430
-5.27363682,3.29609666,0.01483030,0.00000000,0.00078348,0.30451588,0.01322592,2.16425958,1.36251112,1.18994261
-5.26763382,3.29077481,0.01419157,0.00000000,0.00081535,0.28677808,0.01255798,2.19855217,1.36924013,1.21508951
-5.26163082,3.27884809,0.01353535,0.00000000,0.00086260,0.26927200,0.01188781,2.22705738,1.37212786,1.23656983
-5.25562781,3.26055191,0.01287632,0.00000000,0.00092611,0.25223583,0.01122631,2.24938278,1.37113364,1.25398769
-5.24962481,3.23618623,0.01222908,0.00000000,0.00100673,0.23589752,0.01058437,2.26520892,1.36626228,1.26699153
-5.24362181,3.20612086,0.01160781,0.00000000,0.00110523,0.22047152,0.00997265,2.27430479,1.35757045,1.27528930
-5.23761881,3.17080202,0.01102594,0.00000000,0.00122228,0.20615640,0.00940125,2.27654253,1.34517355,1.27866321
-5.23161581,3.13075981,0.01049588,0.00000000,0.00135841,0.19313352,0.00887954,2.27191060,1.32925249,1.27698333
-5.22561281,3.08661582,0.01002884,0.00000000,0.00151396,0.18156677,0.00841594,2.26052443,1.31005999,1.27021918
-5.21960980,3.03909004,0.00963464,0.00000000,0.00168909,0.17160323,0.00801780,2.24263396,1.28792608,1.25844879
-5.21360680,2.98900637,0.00932172,0.00000000,0.00188373,0.16337493,0.00769132,2.21862738,1.26326198,1.24186457
-5.20760380,2.93729607,0.00909704,0.00000000,0.00209758,0.15700129,0.00744147,2.18903069,1.23656232,1.22077563
-5.20160080,2.88499833,0.00896622,0.00000000,0.00233009,0.15259233,0.00727208,2.15450278,1.20840509,1.19560636
-5.19559780,2.83325782,0.00893361,0.00000000,0.00258052,0.15025222,0.00718584,2.11582626,1.17944910,1.16689112
-5.18959480,2.78331869,0.00900246,0.00000000,0.00284791,0.15008319,0.00718441,2.07389402,1.15042886,1.13526532
-5.18359180,2.73651497,0.00917512,0.00000000,0.00313112,0.15218922,0.00726857,2.02969221,1.12214680,1.10145310
-5.17758879,2.69425737,0.00945324,0.00000000,0.00342893,0.15667954,0.00743836,1.98428017,1.09546280,1.06625211
-5.17158579,2.65801656,0.00983798,0.00000000,0.00374001,0.16367148,0.00769320,1.93876802,1.07128130,1.03051599
-5.16558279,2.62930304,0.01033024,0.00000000,0.00406305,0.17329243,0.00803208,1.89429268,1.05053604,0.99513504
-5.15957979,2.60964379,0.01093080,0.00000000,0.00439680,0.18568073,0.00845369,1.85199314,1.03417276,0.96101598
-5.15357679,2.60055589,0.01164048,0.00000000,0.00474009,0.20098509,0.00895650,1.81298559,1.02313013,0.92906105
-5.14757379,2.60351711,0.01246020,0.00000000,0.00509194,0.21936256,0.00953883,1.77833912,1.01831925,0.90014743
-5.14157079,2.61993386,0.01339102,0.00000000,0.00545154,0.24097474,0.01019894,1.74905228,1.02060189,0.87510716
-5.13556778,2.65110646,0.01443405,0.00000000,0.00581831,0.26598227,0.01093492,1.72603114,1.03076805,0.85470807
-5.12956478,2.69819214,0.01559033,0.00000000,0.00619187,0.29453755,0.01174472,1.71006884,1.04951302,0.83963611
-5.12356178,2.76216615,0.01686065,0.00000000,0.00657204,0.32677591,0.01262598,1.70182693,1.07741450,0.83047915
-5.11755878,2.84378162,0.01824527,0.00000000,0.00695878,0.36280527,0.01357587,1.70181871,1.11491017,0.82771266
-5.11155578,2.94352903,0.01974356,0.00000000,0.00735210,0.40269481,0.01459100,1.71039456,1.16227644,0.83168712
-5.10555278,3.06159671,0.02135373,0.00000000,0.00775202,0.44646294,0.01566712,1.72772968,1.21960885,0.84261760
-5.09954977,3.19783362,0.02307239,0.00000000,0.00815842,0.49406517,0.01679899,1.75381435,1.28680512,0.86057549
-5.09354677,3.35171655,0.02489423,0.00000000,0.00857094,0.54538241,0.01798017,1.78844720,1.36355145,0.88548261
-5.08754377,3.52232367,0.02681169,0.00000000,0.00898887,0.60021052,0.01920290,1.83123205,1.44931317,0.91710795
-5.08154077,3.70831682,0.02881473,0.00000000,0.00941104,0.65825161,0.02045795,1.88157872,1.54333051,0.95506739
-5.07553777,3.90793463,0.03089064,0.00000000,0.00983572,0.71910797,0.02173465,1.93870855,1.64462048,0.99882651
-5.06953477,4.11899875,0.03302401,0.00000000,0.01026058,0.78227907,0.02302088,2.00166519,1.75198539,1.04770704
-5.06353177,4.33893486,0.03519685,0.00000000,0.01068263,0.84716243,0.02430325,2.06933103,1.86402895,1.10089703
-5.05752876,4.56480976,0.03738875,0.00000000,0.01109822,0.91305856,0.02556732,2.14044969,1.97917985,1.15746505
-5.05152576,4.79338493,0.03957735,0.00000000,0.01150311,0.97918032,0.02679794,2.21365447,2.09572320,1.21637840
-5.04552276,5.02118658,0.04173880,0.00000000,0.01189258,1.04466676,0.02797966,2.28750258,2.21183921,1.27652530
-5.03951976,5.24459065,0.04384845,0.00000000,0.01226151,1.10860127,0.02909724,2.36051444,2.32564848,1.33674082
-5.03351676,5.45992076,0.04588159,0.00000000,0.01260460,1.17003351,0.03013620,2.43121707,2.43526269,1.39583594
-5.02751376,5.66355597,0.04781429,0.00000000,0.01291658,1.22800468,0.03108338,2.49819007,2.53883913,1.45262914
-5.02151076,5.85204427,0.04962422,0.00000000,0.01319242,1.28157508,0.03192759,2.56011268,2.63463710,1.50597955
-5.01550775,6.02221742,0.05129153,0.00000000,0.01342756,1.32985306,0.03266014,2.61580977,2.72107409,1.55482050
-5.00950475,6.17130172,0.05279963,0.00000000,0.01361818,1.37202408,0.03327536,2.66429474,2.79677931,1.59819234
-5.00350175,6.29701981,0.05413581,0.00000000,0.01376139,1.40737872,0.03377102,2.70480725,2.86064212,1.63527309
-4.99749875,6.39767809,0.05529185,0.00000000,0.01385544,1.43533830,0.03414865,2.73684360,2.91185318,1.66540559
-4.99149575,6.47223532,0.05626428,0.00000000,0.01389986,1.45547686,0.03441370,2.76017821,2.94993596,1.68812001
-4.98549275,6.52034828,0.05705455,0.00000000,0.01389552,1.46753857,0.03457556,2.77487457,2.97476715,1.70315039
-4.97948974,6.54239167,0.05766892,0.00000000,0.01384473,1.47144946,0.03464736,2.78128481,2.98658431,1.71044442
-4.97348674,6.53945047,0.05811816,0.00000000,0.01375115,1.46732286,0.03464568,2.78003757,2.98598027,1.71016582
-4.96748374,6.51328433,0.05841695,0.00000000,0.01361973,1.45545829,0.03459004,2.77201417,2.97388405,1.70268891
-4.96148074,6.46626510,0.05858320,0.00000000,0.01345655,1.43633355,0.03450225,2.75831415,2.95152875,1.68858558
-4.95547774,6.40128986,0.05863715,0.00000000,0.01326858,1.41059030,0.03440563,2.74021136,2.92040767,1.66860482
-4.94947474,6.32167294,0.05860031,0.00000000,0.01306346,1.37901373,0.03432413,2.71910256,2.88222028,1.64364583
-4.94347174,6.23102198,0.05849445,0.00000000,0.01284918,1.34250710,0.03428143,2.69645095,2.83881033,1.61472553
-4.93746873,6.13310310,0.05834052,0.00000000,0.01263379,1.30206222,0.03429995,2.67372699,2.79209879,1.58294192
-4.93146573,6.03170168,0.05815759,0.00000000,0.01242506,1.25872709,0.03439995,2.65234944,2.74401432,1.54943482
-4.92546273,5.93048455,0.05796197,0.00000000,0.01223021,1.21357210,0.03459864,2.63362923,2.69642453,1.51534555
-4.91945973,5.83286989,0.05776646,0.00000000,0.01205559,1.16765615,0.03490941,2.61871867,2.65107066,1.48177721
-4.91345673,5.74191033,0.05757975,0.00000000,0.01190648,1.12199413,0.03534125,2.60856836,2.60950865,1.44975722
-4.90745373,5.66019400,0.05740607,0.00000000,0.01178685,1.07752695,0.03589824,2.60389347,2.57305893,1.42020364
-4.90145073,5.58976738,0.05724512,0.00000000,0.01169925,1.03509529,0.03657931,2.60515077,2.54276673,1.39389636
-4.89544772,5.53208265,0.05709214,0.00000000,0.01164472,0.99541802,0.03737820,2.61252720,2.51937450,1.37145442
-4.88944472,5.48797076,0.05693827,0.00000000,0.01162279,0.95907595,0.03828356,2.62593995,2.50330703,1.35332005
-4.88344172,5.45764052,0.05677111,0.00000000,0.01163152,0.92650130,0.03927935,2.64504782,2.49466958,1.33974988
-4.87743872,5.44070243,0.05657542,0.00000000,0.01166759,0.89797312,0.04034534,2.66927275,2.49325851,1.33081340
-4.87143572,5.43621521,0.05633397,0.00000000,0.01172648,0.87361848,0.04145782,2.69783019,2.49858337,1.32639853
-4.86543272,5.44275170,0.05602843,0.00000000,0.01180266,0.85341914,0.04259046,2.72976640,2.50989905,1.32622367
-4.85942971,5.45848041,0.05564038,0.00000000,0.01188984,0.83722315,0.04371520,2.76400087,2.52624614,1.32985556
-4.85342671,5.48125844,0.05515216,0.00000000,0.01198119,0.82476060,0.04480324,2.79937145,2.54649725,1.33673205
-4.84742371,5.50873099,0.05454783,0.00000000,0.01206966,0.81566277,0.04582607,2.83468030,2.56940716,1.34618854
-4.84142071,5.53843321,0.05381385,0.00000000,0.01214820,0.80948368,0.04675642,2.86873836,2.59366448,1.35748704
-4.83541771,5.56788995,0.05293982,0.00000000,0.01221005,0.80572310,0.04756912,2.90040686,2.61794255,1.36984654
-4.82941471,5.59470957,0.05191886,0.00000000,0.01224899,0.80385002,0.04824198,2.92863392,2.64094768,1.38247358
-4.82341171,5.61666865,0.05074800,0.00000000,0.01225950,0.80332586,0.04875637,2.95248558,2.66146300,1.39459176
-4.81740870,5.63178491,0.04942829,0.00000000,0.01223700,0.80362631,0.04909778,2.97117006,2.67838656,1.40546930
-4.81140570,5.63837667,0.04796479,0.00000000,0.01217797,0.80426132,0.04925615,2.98405514,2.69076261,1.41444365
-4.80540270,5.63510775,0.04636636,0.00000000,0.01208004,0.80479262,0.04922603,2.99067864,2.69780566,1.42094255
-4.79939970,5.62101741,0.04464537,0.00000000,0.01194205,0.80484810,0.04900660,2.99075233,2.69891690,1.42450091
-4.79339670,5.59553587,0.04281728,0.00000000,0.01176407,0.80413307,0.04860147,2.98415990,2.69369330,1.42477317
-4.78739370,5.55848619,0.04090008,0.00000000,0.01154740,0.80243793,0.04801844,2.97095002,2.68192967,1.42154109
-4.78139070,5.51007379,0.03891379,0.00000000,0.01129448,0.79964231,0.04726906,2.95132527,2.66361455,1.41471682
-4.77538769,5.45086539,0.03687978,0.00000000,0.01100878,0.79571582,0.04636812,2.92562816,2.63892052,1.40434155
-4.76938469,5.38175906,0.03482027,0.00000000,0.01069472,0.79071542,0.04533309,2.89432526,2.60819013,1.39057993
-4.76338169,5.30394726,0.03275767,0.00000000,0.01035751,0.78477971,0.04418355,2.85799032,2.57191818,1.37371081
-4.75737869,5.21887459,0.03071409,0.00000000,0.01000297,0.77812056,0.04294055,2.81728721,2.53073151,1.35411463
-4.75137569,5.12819204,0.02871087,0.00000000,0.00963737,0.77101234,0.04162607,2.77295332,2.48536699,1.33225822
-4.74537269,5.03370891,0.02676816,0.00000000,0.00926724,0.76377914,0.04026243,2.72578372,2.43664859,1.30867735
-4.73936968,4.93734392,0.02490461,0.00000000,0.00889919,0.75678060,0.03887183,2.67661639,2.38546409,1.28395799
-4.73336668,4.84107621,0.02313709,0.00000000,0.00853976,0.75039660,0.03747591,2.62631845,2.33274206,1.25871648
-4.72736368,4.74689726,0.02148052,0.00000000,0.00819520,0.74501151,0.03609540,2.57577328,2.27942945,1.23357958
-4.72136068,4.65676424,0.01994778,0.00000000,0.00787139,0.74099826,0.03474977,2.52586830,2.22647012,1.20916475
-4.71535768,4.57255552,0.01854961,0.00000000,0.00757362,0.73870296,0.03345708,2.47748311,2.17478474,1.18606129
-4.70935468,4.49602865,0.01729466,0.00000000,0.00730655,0.73843038,0.03223374,2.43147766,2.12525199,1.16481290
-4.70335168,4.42878166,0.01618953,0.00000000,0.00707409,0.74043088,0.03109440,2.38868037,2.07869170,1.14590194
-4.69734867,4.37221813,0.01523879,0.00000000,0.00687933,0.74488922,0.03005190,2.34987594,2.03584983,1.12973617
-4.69134567,4.32751680,0.01444513,0.00000000,0.00672450,0.75191559,0.02911717,2.31579300,1.99738570,1.11663791
-4.68534267,4.29560646,0.01380945,0.00000000,0.00661098,0.76153942,0.02829925,2.28709171,1.96386185,1.10683636
-4.67933967,4.27714707,0.01333096,0.00000000,0.00653928,0.77370609,0.02760525,2.26435160,1.93573657,1.10046306
-4.67333667,4.27251775,0.01300733,0.00000000,0.00650911,0.78827683,0.02704042,2.24806025,1.91335953,1.09755065
-4.66733367,4.28181238,0.01283476,0.00000000,0.00651943,0.80503196,0.02660812,2.23860313,1.89697066,1.09803521
-4.66133067,4.30484349,0.01280816,0.00000000,0.00656851,0.82367735,0.02630992,2.23625536,1.88670232,1.10176182
-4.65532766,4.34115450,0.01292117,0.00000000,0.00665406,0.84385410,0.02614564,2.24117586,1.88258483,1.10849341
-4.64932466,4.39004038,0.01316636,0.00000000,0.00677333,0.86515090,0.02611344,2.25340435,1.88455511,1.11792239
-4.64332166,4.45057625,0.01353527,0.00000000,0.00692322,0.88711894,0.02620991,2.27286171,1.89246806,1.12968475
