energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.75987994,1.20332465,0.04600396,0.01299883,0.49216708,0.35769046,0.02270845,0.76671754,0.38224242,0.06950379
-5.75387694,1.12917181,0.04529267,0.01218302,0.47037405,0.32961248,0.02162334,0.71891484,0.36680088,0.06315954
-5.74787394,1.06549372,0.04495856,0.01147254,0.45245339,0.30516283,0.02070316,0.67767122,0.35433188,0.05738662
-5.74187094,1.01247443,0.04501463,0.01086689,0.43841614,0.28444687,0.01994862,0.64309670,0.34489683,0.05220395
-5.73586793,0.97006861,0.04546434,0.01036288,0.42817973,0.26750041,0.01935636,0.61515676,0.33848501,0.04761780
-5.72986493,0.93801819,0.04630195,0.00995498,0.42157526,0.25429373,0.01891936,0.59368322,0.33501850,0.04362294
-5.72386193,0.91587386,0.04751315,0.00963561,0.41835719,0.24473669,0.01862747,0.57838829,0.33435912,0.04020396
-5.71785893,0.90302034,0.04907580,0.00939554,0.41821500,0.23868456,0.01846805,0.56888114,0.33631681,0.03733683
-5.71185593,0.89870428,0.05096097,0.00922432,0.42078614,0.23594456,0.01842654,0.56468593,0.34065907,0.03499054
-5.70585293,0.90206358,0.05313394,0.00911064,0.42566993,0.23628259,0.01848722,0.56526087,0.34712109,0.03312877
-5.69984992,0.91215702,0.05555543,0.00904279,0.43244165,0.23943010,0.01863382,0.57001730,0.35541600,0.03171150
-5.69384692,0.92799334,0.05818273,0.00900903,0.44066645,0.24509106,0.01885015,0.57833833,0.36524490,0.03069651
-5.68784392,0.94855874,0.06097094,0.00899794,0.44991244,0.25294863,0.01912062,0.58959631,0.37630624,0.03004077
-5.68184092,0.97284225,0.06387405,0.00899881,0.45976273,0.26267179,0.01943075,0.60316888,0.38830418,0.02970154
-5.67583792,0.99985837,0.06684601,0.00900183,0.46982591,0.27392159,0.01976750,0.61845301,0.40095579,0.02963742
-5.66983492,1.02866659,0.06984168,0.00899840,0.47974484,0.28635718,0.02011950,0.63487693,0.41399672,0.02980903
-5.66383192,1.05838752,0.07281759,0.00898126,0.48920341,0.29964154,0.02047722,0.65190984,0.42718533,0.03017960
-5.65782891,1.08821563,0.07573262,0.00894464,0.49793146,0.31344677,0.02083292,0.66906925,0.44030526,0.03071529
-5.65182591,1.11742867,0.07854849,0.00888430,0.50570760,0.32745917,0.02118060,0.68592614,0.45316641,0.03138542
-5.64582291,1.14539379,0.08123005,0.00879758,0.51236021,0.34138389,0.02151579,0.70210803,0.46560449,0.03216247
-5.63981991,1.17157097,0.08374550,0.00868333,0.51776678,0.35494912,0.02183529,0.71730024,0.47747938,0.03302212
-5.63381691,1.19551384,0.08606646,0.00854189,0.52185174,0.36791000,0.02213684,0.73124568,0.48867248,0.03394306
-5.62781391,1.21686859,0.08816782,0.00837492,0.52458327,0.38005201,0.02241880,0.74374341,0.49908347,0.03490691
-5.62181091,1.23537133,0.09002767,0.00818535,0.52596915,0.39119387,0.02267980,0.75464634,0.50862659,0.03589806
-5.61580790,1.25084444,0.09162706,0.00797715,0.52605225,0.40119009,0.02291841,0.76385855,0.51722706,0.03690361
-5.60980490,1.26319247,0.09294976,0.00775522,0.52490580,0.40993289,0.02313287,0.77133244,0.52481771,0.03791329
-5.60380190,1.27239792,0.09398203,0.00752522,0.52262880,0.41735379,0.02332091,0.77706596,0.53133622,0.03891949
-5.59779890,1.27851729,0.09471245,0.00729339,0.51934185,0.42342461,0.02347957,0.78110033,0.53672321,0.03991737
-5.59179590,1.28167780,0.09513174,0.00706641,0.51518343,0.42815809,0.02360522,0.78351817,0.54092132,0.04090496
-5.58579290,1.28207468,0.09523273,0.00685124,0.51030695,0.43160804,0.02369356,0.78444233,0.54387527,0.04188341
-5.57978989,1.27996928,0.09501037,0.00665502,0.50487845,0.43386906,0.02373977,0.78403518,0.54553318,0.04285720
-5.57378689,1.27568780,0.09446178,0.00648490,0.49907494,0.43507586,0.02373872,0.78249845,0.54584868,0.04383434
-5.56778389,1.26962044,0.09358651,0.00634797,0.49308334,0.43540213,0.02368522,0.78007325,0.54478400,0.04482660
-5.56178089,1.26222059,0.09238666,0.00625117,0.48709974,0.43505896,0.02357435,0.77704019,0.54231361,0.04584964
-5.55577789,1.25400383,0.09086726,0.00620118,0.48132890,0.43429287,0.02340174,0.77371918,0.53842818,0.04692303
-5.54977489,1.24554599,0.08903644,0.00620435,0.47598374,0.43338317,0.02316392,0.77046860,0.53313856,0.04807020
-5.54377189,1.23748018,0.08690576,0.00626661,0.47128448,0.43263891,0.02285860,0.76768360,0.52647942,0.04931817
-5.53776888,1.23049196,0.08449037,0.00639342,0.46745744,0.43239504,0.02248491,0.76579312,0.51851229,0.05069718
-5.53176588,1.22531251,0.08180914,0.00658967,0.46473308,0.43300792,0.02204358,0.76525548,0.50932758,0.05224013
-5.52576288,1.22270940,0.07888463,0.00685960,0.46334336,0.43485005,0.02153701,0.76655227,0.49904558,0.05398182
-5.51975988,1.22347469,0.07574303,0.00720671,0.46351824,0.43830392,0.02096934,0.77018049,0.48781601,0.05595810
-5.51375688,1.22841052,0.07241384,0.00763368,0.46548137,0.44375503,0.02034636,0.77664298,0.47581618,0.05820478
-5.50775388,1.23831196,0.06892949,0.00814226,0.46944498,0.45158403,0.01967536,0.78643708,0.46324779,0.06075655
-5.50175088,1.25394775,0.06532480,0.00873318,0.47560416,0.46215814,0.01896490,0.80004200,0.45033234,0.06364570
-5.49574787,1.27603904,0.06163631,0.00940607,0.48413071,0.47582175,0.01822456,0.81790491,0.43730535,0.06690093
-5.48974487,1.30523686,0.05790150,0.01015935,0.49516676,0.49288657,0.01746460,0.84042635,0.42440970,0.07054608
-5.48374187,1.34209895,0.05415802,0.01099018,0.50881843,0.51362142,0.01669558,0.86794538,0.41188828,0.07459896
-5.47773887,1.38706677,0.05044275,0.01189436,0.52514990,0.53824198,0.01592807,0.90072491,0.39997635,0.07907023
-5.47173587,1.44044359,0.04679099,0.01286634,0.54417804,0.56690076,0.01517223,0.93893796,0.38889385,0.08396251
-5.46573287,1.50237441,0.04323564,0.01389916,0.56586796,0.59967772,0.01443751,0.98265513,0.37883823,0.08926957
-5.45972986,1.57282884,0.03980646,0.01498447,0.59012977,0.63657187,0.01373240,1.03183420,0.36997784,0.09497577
-5.45372686,1.65158761,0.03652940,0.01611259,0.61681660,0.67749429,0.01306413,1.08631201,0.36244640,0.10105573
-5.44772386,1.73823355,0.03342617,0.01727256,0.64572430,0.72226296,0.01243857,1.14579935,0.35633870,0.10747428
-5.44172086,1.83214776,0.03051382,0.01845228,0.67659257,0.77059969,0.01186007,1.20987918,0.35170769,0.11418655
-5.43571786,1.93251135,0.02780460,0.01963860,0.70910791,0.82212963,0.01133143,1.27800830,0.34856309,0.12113849
-5.42971486,2.03831320,0.02530592,0.02081758,0.74290818,0.87638345,0.01085393,1.34952289,0.34687162,0.12826748
-5.42371186,2.14836377,0.02302051,0.02197463,0.77758861,0.93280249,0.01042739,1.42364773,0.34655862,0.13550332
-5.41770885,2.26131490,0.02094668,0.02309479,0.81270942,0.99074686,0.01005030,1.49950918,0.34751126,0.14276932
-5.41170585,2.37568522,0.01907872,0.02416299,0.84780445,1.04950650,0.00971995,1.57615148,0.34958281,0.14998368
-5.40570285,2.48989059,0.01740747,0.02516433,0.88239087,1.10831489,0.00943269,1.65255620,0.35259812,0.15706100
-5.39969985,2.60227890,0.01592089,0.02608439,0.91597960,1.16636536,0.00918406,1.72766424,0.35635980,0.16391394
-5.39369685,2.71116805,0.01460469,0.02690952,0.94808600,1.22282922,0.00896906,1.80039967,0.36065491,0.17045495
-5.38769385,2.81488609,0.01344302,0.02762713,0.97824077,1.27687551,0.00878237,1.86969493,0.36526204,0.17659811
-5.38169085,2.91181224,0.01241916,0.02822600,1.00600046,1.32769148,0.00861852,1.93451634,0.36995819,0.18226088
-5.37568784,3.00041738,0.01151611,0.02869655,1.03095758,1.37450327,0.00847211,1.99388940,0.37452559,0.18736597
-5.36968484,3.07930273,0.01071723,0.02903103,1.05274975,1.41659589,0.00833801,2.04692278,0.37875790,0.19184296
-5.36368184,3.14723544,0.01000672,0.02922376,1.07106790,1.45333196,0.00821148,2.09283045,0.38246587,0.19562994
-5.35767884,3.20317979,0.00937011,0.02927126,1.08566309,1.48416835,0.00808831,2.13095112,0.38548218,0.19867489
-5.35167584,3.24632309,0.00879462,0.02917237,1.09635206,1.50867023,0.00796492,2.16076445,0.38766541,0.20093692
-5.34567284,3.27609546,0.00826941,0.02892826,1.10302119,1.52652182,0.00783847,2.18190348,0.38890317,0.20238723
-5.33966983,3.29218293,0.00778584,0.02854245,1.10562900,1.53753374,0.00770691,2.19416304,0.38911431,0.20300985
-5.33366683,3.29453347,0.00733754,0.02802074,1.10420712,1.54164646,0.00756901,2.19750394,0.38825030,0.20280207
-5.32766383,3.28335627,0.00692052,0.02737105,1.09885992,1.53892995,0.00742444,2.19205294,0.38629584,0.20177465
-5.32166083,3.25911417,0.00653312,0.02660330,1.08976273,1.52957964,0.00727374,2.17809869,0.38326884,0.19995160
-5.31565783,3.22251014,0.00617603,0.02572915,1.07715903,1.51390882,0.00711837,2.15608396,0.37921981,0.19736990
-5.30965483,3.17446834,0.00585217,0.02476175,1.06135658,1.49233807,0.00696070,2.12659462,0.37423086,0.19407872
-5.30365183,3.11611078,0.00556665,0.02371547,1.04272278,1.46538210,0.00680405,2.09034584,0.36841434,0.19013861
-5.29764882,3.04873070,0.00532662,0.02260559,1.02167944,1.43363477,0.00665263,2.04816622,0.36191124,0.18562035
-5.29164582,2.97376352,0.00514121,0.02144795,0.99869698,1.39775271,0.00651158,2.00098043,0.35488942,0.18060365
-5.28564282,2.89275676,0.00502139,0.02025870,0.97428842,1.35843846,0.00638693,1.94979095,0.34754175,0.17517580
-5.27963982,2.80733958,0.00497989,0.01905396,0.94900307,1.31642363,0.00628560,1.89565951,0.34008407,0.16943011
-5.27363682,2.71919308,0.00503111,0.01784953,0.92342008,1.27245261,0.00621532,1.83968874,0.33275304,0.16346438
-5.26763382,2.63002188,0.00519092,0.01666065,0.89814179,1.22726746,0.00618463,1.78300443,0.32580379,0.15737931
-5.26163082,2.54152760,0.00547662,0.01550179,0.87378707,1.18159427,0.00620275,1.72673869,0.31950738,0.15127697
-5.25562781,2.45538449,0.00590669,0.01438642,0.85098436,1.13613119,0.00627950,1.67201416,0.31414781,0.14525930
-5.24962481,2.37321735,0.00650061,0.01332688,0.83036449,1.09153839,0.00642514,1.61992939,0.31001871,0.13942663
-5.24362181,2.29658168,0.00727856,0.01233427,0.81255320,1.04842987,0.00665020,1.57154534,0.30741944,0.13387642
-5.23761881,2.22694587,0.00826105,0.01141838,0.79816324,1.00736707,0.00696530,1.52787290,0.30665063,0.12870199
-5.23161581,2.16567503,0.00946849,0.01058760,0.78778597,0.96885408,0.00738085,1.48986124,0.30800907,0.12399140
-5.22561281,2.11401630,0.01092066,0.00984897,0.78198248,0.93333433,0.00790676,1.45838679,0.31178188,0.11982644
-5.21960980,2.07308504,0.01263605,0.00920813,0.78127410,0.90118828,0.00855216,1.43424274,0.31824008,0.11628173
-5.21360680,2.04385177,0.01463119,0.00866939,0.78613246,0.87273212,0.00932502,1.41812880,0.32763152,0.11342393
-5.20760380,2.02712949,0.01691983,0.00823574,0.79696914,0.84821704,0.01023175,1.41064117,0.34017336,0.11131100
-5.20160080,2.02356139,0.01951209,0.00790894,0.81412502,0.82782890,0.01127688,1.41226272,0.35604423,0.10999153
-5.19559780,2.03360880,0.02241364,0.00768955,0.83785962,0.81168824,0.01246264,1.42335329,0.37537630,0.10950422
-5.18959480,2.05753984,0.02562480,0.00757699,0.86834075,0.79985045,0.01378859,1.44414059,0.39824759,0.10987732
-5.18359180,2.09541888,0.02913974,0.00756958,0.90563472,0.79230614,0.01525137,1.47471155,0.42467472,0.11112817
-5.17758879,2.14709731,0.03294581,0.00766465,0.94969756,0.78898168,0.01684438,1.51500480,0.45460656,0.11326277
-5.17158579,2.21220643,0.03702293,0.00785849,1.00036770,0.78974013,0.01855763,1.56480453,0.48791903,0.11627542
-5.16558279,2.29015283,0.04134327,0.00814650,1.05736055,0.79438261,0.02037763,1.62373617,0.52441152,0.12014846
-5.15957979,2.38011710,0.04587107,0.00852312,1.12026531,0.80265024,0.02228741,1.69126443,0.56380509,0.12485200
-5.15357679,2.48105649,0.05056281,0.00898194,1.18854450,0.81422698,0.02426669,1.76669408,0.60574283,0.13034383
-5.14757379,2.59171203,0.05536759,0.00951570,1.26153649,0.82874325,0.02629205,1.84917382,0.64979257,0.13656943
-5.14157079,2.71062055,0.06022788,0.01011635,1.33846125,0.84578075,0.02833742,1.93770364,0.69545200,0.14346211
-5.13556778,2.83613186,0.06508057,0.01077508,1.41842936,0.86487829,0.03037449,2.03114571,0.74215622,0.15094333
-5.12956478,2.96643102,0.06985822,0.01148236,1.50045436,0.88553876,0.03237337,2.12823896,0.78928771,0.15892324
-5.12356178,3.09956558,0.07449066,0.01222806,1.58346829,0.90723717,0.03430329,2.22761708,0.83618834,0.16730140
-5.11755878,3.23347732,0.07890672,0.01300147,1.66633991,0.92942953,0.03613337,2.32782987,0.88217328,0.17596776
-5.11155578,3.36603778,0.08303612,0.01379143,1.74789549,0.95156260,0.03783342,2.42736729,0.92654617,0.18480387
-5.10555278,3.49508668,0.08681140,0.01458646,1.82694130,0.97308397,0.03937476,2.52468588,0.96861533,0.19368436
-5.09954977,3.61847240,0.09016985,0.01537485,1.90228740,0.99345241,0.04073107,2.61823668,1.00771011,0.20247864
-5.09354677,3.73409307,0.09305535,0.01614483,1.97277188,1.01214811,0.04187906,2.70649410,1.04319714,0.21105283
-5.08754377,3.83993735,0.09541994,0.01688473,2.03728485,1.02868251,0.04279920,2.78798476,1.07449552,0.21927188
-5.08154077,3.93412362,0.09722529,0.01758314,2.09479147,1.04260732,0.04347620,2.86131573,1.10109079,0.22700191
-5.07553777,4.01493645,0.09844370,0.01822910,2.14435332,1.05352270,0.04389945,2.92520117,1.12254682,0.23411255
-5.06953477,4.08085935,0.09905886,0.01881227,2.18514745,1.06108408,0.04406325,2.97848688,1.13851545,0.24047948
-5.06353177,4.13060297,0.09906612,0.01932309,2.21648265,1.06500768,0.04396691,3.02017199,1.14874355,0.24598686
-5.05752876,4.16312811,0.09847251,0.01975301,2.23781249,1.06507454,0.04361463,3.04942735,1.15307713,0.25052975
-5.05152576,4.17766294,0.09729617,0.02009458,2.24874484,1.06113296,0.04301532,3.06561021,1.15146277,0.25401640
-5.04552276,4.17371437,0.09556564,0.02034166,2.24904770,1.05309941,0.04218217,3.06827495,1.14394615,0.25637027
-5.03951976,4.15107324,0.09331873,0.02048948,2.23865148,1.04095801,0.04113216,3.05717962,1.13066799,0.25753189
-5.03351676,4.10981363,0.09060110,0.02053481,2.21764750,1.02475861,0.03988548,3.03228836,1.11185772,0.25746026
-5.02751376,4.05028643,0.08746482,0.02047598,2.18628319,1.00461365,0.03846484,2.99376965,1.08782508,0.25613394
-5.02151076,3.97310753,0.08396661,0.02031293,2.14495415,0.98069395,0.03689477,2.94199060,1.05895021,0.25355168
-5.01550775,3.87914121,0.08016623,0.02004723,2.09419334,0.95322361,0.03520090,2.87750745,1.02567257,0.24973255
-5.00950475,3.76947902,0.07612480,0.01968204,2.03465784,0.92247418,0.03340930,2.80105261,0.98847917,0.24471564
-5.00350175,3.64541501,0.07190322,0.01922203,1.96711365,0.88875825,0.03154581,2.71351847,0.94789245,0.23855920
-4.99749875,3.50841776,0.06756081,0.01867329,1.89241870,0.85242264,0.02963546,2.61593849,0.90445823,0.23133938
-4.99149575,3.36009982,0.06315401,0.01804322,1.81150487,0.81384131,0.02770199,2.50946582,0.85873413,0.22314844
-4.98549275,3.20218536,0.05873542,0.01734030,1.72535899,0.77340818,0.02576742,2.39535005,0.81127855,0.21409260
-4.97948974,3.03647655,0.05435298,0.01657399,1.63500366,0.73152980,0.02385178,2.27491249,0.76264062,0.20428961
-4.97348674,2.86481943,0.05004941,0.01575443,1.54147799,0.68861823,0.02197284,2.14952055,0.71335115,0.19386597
-4.96748374,2.68907001,0.04586188,0.01489226,1.44581873,0.64508397,0.02014604,2.02056181,0.66391471,0.18295401
-4.96148074,2.51106114,0.04182185,0.01399840,1.34904231,0.60132936,0.01838440,1.88941822,0.61480293,0.17168893
-4.95547774,2.33257106,0.03795511,0.01308378,1.25212788,0.55774213,0.01669859,1.75744130,0.56644898,0.16020580
-4.94947474,2.15529413,0.03428195,0.01215915,1.15600195,0.51468967,0.01509697,1.62592864,0.51924334,0.14863671
-4.94347174,1.98081453,0.03081749,0.01123485,1.06152479,0.47251375,0.01358578,1.49610245,0.47353063,0.13710809
-4.93746873,1.81058333,0.02757203,0.01032061,0.96947888,0.43152603,0.01216925,1.36909065,0.42960765,0.12573829
-4.93146573,1.64589972,0.02455152,0.00942541,0.88055964,0.39200430,0.01084981,1.24591099,0.38772245,0.11463560
-4.92546273,1.48789644,0.02175805,0.00855731,0.79536863,0.35418961,0.00962833,1.12745841,0.34807442,0.10389653
-4.91945973,1.33752998,0.01919034,0.00772338,0.71440927,0.31828442,0.00850425,1.01449622,0.31081526,0.09360463
-4.91345673,1.19557557,0.01684423,0.00692960,0.63808513,0.28445154,0.00747585,0.90765081,0.27605078,0.08382970
-4.90745373,1.06262679,0.01471320,0.00618085,0.56670068,0.25281425,0.00654040,0.80741039,0.24384352,0.07462746
-4.90145073,0.93909988,0.01278875,0.00548092,0.50046447,0.22345721,0.00569439,0.71412716,0.21421588,0.06603967
-4.89544772,0.82524213,0.01106089,0.00483251,0.43949446,0.19642838,0.00493366,0.62802304,0.18715388,0.05809458
-4.88944472,0.72114415,0.00951848,0.00423732,0.38382516,0.17174166,0.00425354,0.54919834,0.16261130,0.05080782
-4.88344172,0.62675513,0.00814961,0.00369612,0.33341644,0.14938032,0.00364907,0.47764306,0.14051412,0.04418348
-4.87743872,0.54190066,0.00694187,0.00320889,0.28816350,0.12930091,0.00311503,0.41325024,0.12076514,0.03821551
-4.87143572,0.46630225,0.00588264,0.00277490,0.24790760,0.11143761,0.00264613,0.35583070,0.10324866,0.03288920
-4.86543272,0.39959786,0.00495936,0.00239286,0.21244724,0.09570681,0.00223704,0.30512872,0.08783511,0.02818278
-4.85942971,0.34136257,0.00415967,0.00206107,0.18154940,0.08201179,0.00188253,0.26083796,0.07438547,0.02406910
-4.85342671,0.29112887,0.00347162,0.00177753,0.15496036,0.07024728,0.00157753,0.22261709,0.06275543,0.02051718
-4.84742371,0.24840579,0.00288382,0.00154005,0.13241588,0.06030382,0.00131714,0.19010460,0.05279927,0.01749376
-4.84142071,0.21269637,0.00238554,0.00134642,0.11365046,0.05207173,0.00109676,0.16293240,0.04437316,0.01496466
-4.83541771,0.18351304,0.00196680,0.00119445,0.09840539,0.04544458,0.00091205,0.14073783,0.03733818,0.01289602
-4.82941471,0.16039056,0.00161847,0.00108208,0.08643544,0.04032218,0.00075902,0.12317372,0.03156262,0.01125533
-4.82341171,0.14289626,0.00133227,0.00100746,0.07751410,0.03661283,0.00063400,0.10991648,0.02692392,0.01001227
-4.81740870,0.13063750,0.00110086,0.00096897,0.07143734,0.03423495,0.00053368,0.10067201,0.02330999,0.00913931
-4.81140570,0.12326637,0.00091780,0.00096524,0.06802575,0.03311805,0.00045508,0.09517944,0.02062009,0.00861215
-4.80540270,0.12048165,0.00077756,0.00099518,0.06712533,0.03320300,0.00039556,0.09321271,0.01876513,0.00840987
-4.79939970,0.12202817,0.00067552,0.00105795,0.06860681,0.03444165,0.00035283,0.09458025,0.01766765,0.00851501
-4.79339670,0.12769389,0.00060792,0.00115295,0.07236373,0.03679586,0.00032485,0.09912279,0.01726133,0.00891336
-4.78739370,0.13730494,0.00057181,0.00127975,0.07830945,0.04023606,0.00030991,0.10670957,0.01749018,0.00959369
-4.78139070,0.15071890,0.00056501,0.00143805,0.08637321,0.04473925,0.00030650,0.11723324,0.01830749,0.01054726
-4.77538769,0.16781675,0.00058604,0.00162759,0.09649547,0.05028675,0.00031336,0.13060368,0.01967448,0.01176731
-4.76938469,0.18849380,0.00063402,0.00184814,0.10862274,0.05686165,0.00032938,0.14674106,0.02155885,0.01324843
-4.76338169,0.21265008,0.00070861,0.00209935,0.12270213,0.06444605,0.00035363,0.16556844,0.02393323,0.01498590
-4.75737869,0.24018051,0.00080989,0.00238071,0.13867582,0.07301838,0.00038526,0.18700421,0.02677350,0.01697494
-4.75137569,0.27096518,0.00093830,0.00269150,0.15647564,0.08255063,0.00042353,0.21095465,0.03005724,0.01921006
-4.74537269,0.30486030,0.00109444,0.00303069,0.17601807,0.09300586,0.00046774,0.23730697,0.03376206,0.02168435
-4.73936968,0.34168992,0.00127906,0.00339688,0.19719969,0.10433591,0.00051724,0.26592302,0.03786420,0.02438882
-4.73336668,0.38123896,0.00149282,0.00378830,0.21989346,0.11647949,0.00057135,0.29663390,0.04233713,0.02731187
-4.72736368,0.42324762,0.00173626,0.00420272,0.24394580,0.12936071,0.00062940,0.32923578,0.04715038,0.03043878
-4.72136068,0.46740759,0.00200961,0.00463748,0.26917470,0.14288815,0.00069070,0.36348703,0.05226860,0.03375131
-4.71535768,0.51336011,0.00231271,0.00508945,0.29536897,0.15695439,0.00075450,0.39910685,0.05765081,0.03722744
-4.70935468,0.56069605,0.00264484,0.00555507,0.32228860,0.17143636,0.00082003,0.43577535,0.06324993,0.04084122
-4.70335168,0.60895807,0.00300468,0.00603036,0.34966637,0.18619607,0.00088647,0.47313543,0.06901257,0.04456277
-4.69734867,0.65764494,0.00339019,0.00651098,0.37721061,0.20108218,0.00095295,0.51079608,0.07487918,0.04835841
-4.69134567,0.70621779,0.00379854,0.00699228,0.40460920,0.21593209,0.00101859,0.54833739,0.08078440,0.05219095
-4.68534267,0.75410840,0.00422611,0.00746939,0.43153448,0.23057463,0.00108246,0.58531697,0.08665778,0.05602015
-4.67933967,0.80072913,0.00466845,0.00793726,0.45764931,0.24483330,0.00114366,0.62127770,0.09242473,0.05980323
-4.67333667,0.84548448,0.00512032,0.00839082,0.48261375,0.25852990,0.00120126,0.65575663,0.09800778,0.06349569
-4.66733367,0.88778377,0.00557580,0.00882504,0.50609250,0.27148865,0.00125438,0.68829488,0.10332803,0.06705207
-4.66133067,0.92705478,0.00602832,0.00923503,0.52776274,0.28354039,0.00130218,0.71844805,0.10830685,0.07042695
-4.65532766,0.96275788,0.00647084,0.00961622,0.54732212,0.29452708,0.00134389,0.74579723,0.11286763,0.07357601
-4.64932466,0.99440031,0.00689603,0.00996439,0.56449684,0.30430619,0.00137882,0.76995987,0.11693777,0.07645709
-4.64332166,1.02155009,0.00729641,0.01027586,0.57904934,0.31275500,0.00140637,0.79060058,0.12045053,0.07903142
