energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.80790395,3.36397725,0.82115728,0.63097375,0.00196522,0.34913978,1.30465997,0.91683773,0.00583953,1.46168606
-5.80190095,3.31360546,0.80764040,0.62319588,0.00188379,0.34604307,1.33203867,0.89152186,0.00574730,1.44051573
-5.79589795,3.26598511,0.79402166,0.61541426,0.00180062,0.34398828,1.35898227,0.86837832,0.00565348,1.41912031
-5.78989495,3.22125597,0.78031847,0.60778876,0.00171628,0.34290565,1.38493937,0.84747863,0.00556139,1.39763862
-5.78389195,3.17958179,0.76657834,0.60049119,0.00163147,0.34271097,1.40940988,0.82886783,0.00547434,1.37625227
-5.77788894,3.14114867,0.75287705,0.59369963,0.00154702,0.34330973,1.43196037,0.81256635,0.00539551,1.35517875
-5.77188594,3.10616167,0.73931570,0.58759226,0.00146381,0.34460158,1.45223757,0.79857230,0.00532790,1.33466320
-5.76588294,3.07484011,0.72601671,0.58234110,0.00138281,0.34648483,1.46997981,0.78686413,0.00527425,1.31496888
-5.75987994,3.04741154,0.71311902,0.57810573,0.00130498,0.34886096,1.48502603,0.77740353,0.00523703,1.29636686
-5.75387694,3.02410483,0.70077264,0.57502722,0.00123129,0.35163883,1.49732238,0.77013849,0.00521834,1.27912543
-5.74787394,3.00514250,0.68913277,0.57322257,0.00116267,0.35473864,1.50692604,0.76500629,0.00521994,1.26349942
-5.74187094,2.99073283,0.67835385,0.57277971,0.00110000,0.35809536,1.51400660,0.76193654,0.00524321,1.24972001
-5.73586793,2.98106174,0.66858351,0.57375336,0.00104404,0.36166161,1.51884471,0.76085388,0.00528915,1.23798526
-5.72986493,2.97628516,0.65995698,0.57616177,0.00099548,0.36540995,1.52182833,0.76168049,0.00535838,1.22845182
-5.72386193,2.97652184,0.65259193,0.57998450,0.00095484,0.36933434,1.52344661,0.76433826,0.00545116,1.22122808
-5.71785893,2.98184704,0.64658404,0.58516139,0.00092254,0.37345089,1.52428152,0.76875044,0.00556740,1.21636888
-5.71185593,2.99228737,0.64200349,0.59159262,0.00089881,0.37779786,1.52499734,0.77484294,0.00570669,1.21387221
-5.70585293,3.00781691,0.63889237,0.59914006,0.00088373,0.38243469,1.52632831,0.78254511,0.00586831,1.21367779
-5.69984992,3.02835463,0.63726329,0.60762980,0.00087723,0.38744041,1.52906434,0.79179001,0.00605128,1.21566767
-5.69384692,3.05376345,0.63709900,0.61685577,0.00087906,0.39291113,1.53403502,0.80251426,0.00625433,1.21966890
-5.68784392,3.08385069,0.63835323,0.62658451,0.00088882,0.39895690,1.54209207,0.81465734,0.00647600,1.22545797
-5.68184092,3.11836994,0.64095250,0.63656090,0.00090599,0.40569782,1.55409033,0.82816065,0.00671459,1.23276710
-5.67583792,3.15702435,0.64479888,0.64651470,0.00092988,0.41325967,1.57086750,0.84296606,0.00696822,1.24129196
-5.66983492,3.19947098,0.64977363,0.65616770,0.00095975,0.42176906,1.59322277,0.85901439,0.00723486,1.25070063
-5.66383192,3.24532625,0.65574137,0.66524141,0.00099472,0.43134828,1.62189485,0.87624358,0.00751231,1.26064342
-5.65782891,3.29417207,0.66255472,0.67346485,0.00103388,0.44210999,1.65753955,0.89458701,0.00779831,1.27076324
-5.65182591,3.34556266,0.67005922,0.68058238,0.00107627,0.45415199,1.70070760,0.91397177,0.00809047,1.28070611
-5.64582291,3.39903165,0.67809818,0.68636121,0.00112095,0.46755215,1.75182312,0.93431721,0.00838638,1.29013140
-5.63981991,3.45409946,0.68651736,0.69059835,0.00116699,0.48236379,1.81116363,0.95553389,0.00868363,1.29872151
-5.63381691,3.51028069,0.69516938,0.69312680,0.00121349,0.49861173,1.87884212,0.97752292,0.00897984,1.30619061
-5.62781391,3.56709147,0.70391750,0.69382067,0.00125967,0.51628903,1.95479218,1.00017591,0.00927273,1.31229215
-5.62181091,3.62405666,0.71263885,0.69259915,0.00130481,0.53535478,2.03875687,1.02337561,0.00956017,1.31682495
-5.61580790,3.68071692,0.72122688,0.68942911,0.00134833,0.55573302,2.13028221,1.04699716,0.00984023,1.31963771
-5.60980490,3.73663558,0.72959320,0.68432624,0.00138978,0.57731276,2.22871583,1.07091013,0.01011122,1.32063183
-5.60380190,3.79140537,0.73766852,0.67735478,0.00142886,0.59994940,2.33321161,1.09498121,0.01037181,1.31976261
-5.59779890,3.84465497,0.74540295,0.66862575,0.00146541,0.62346733,2.44274041,1.11907748,0.01062100,1.31703880
-5.59179590,3.89605544,0.75276575,0.65829381,0.00149941,0.64766380,2.55610717,1.14307019,0.01085822,1.31252071
-5.58579290,3.94532637,0.75974430,0.64655293,0.00153099,0.67231388,2.67197434,1.16683887,0.01108337,1.30631703
-5.57978989,3.99224180,0.76634287,0.63363099,0.00156038,0.69717639,2.78889109,1.19027549,0.01129679,1.29858054
-5.57378689,4.03663565,0.77258078,0.61978351,0.00158794,0.72200057,2.90532772,1.21328858,0.01149936,1.28950302
-5.56778389,4.07840647,0.77849046,0.60528678,0.00161409,0.74653325,3.01971427,1.23580698,0.01169241,1.27930944
-5.56178089,4.11752124,0.78411526,0.59043067,0.00163932,0.77052617,3.13048210,1.25778294,0.01187779,1.26825178
-5.55577789,4.15401791,0.78950709,0.57551122,0.00166413,0.79374328,3.23610703,1.27919444,0.01205777,1.25660263
-5.54977489,4.18800628,0.79472414,0.56082341,0.00168903,0.81596762,3.33515249,1.30004643,0.01223501,1.24464863
-5.54377189,4.21966694,0.79982842,0.54665408,0.00171449,0.83700745,3.42631104,1.32037094,0.01241253,1.23268395
-5.53776888,4.24924790,0.80488341,0.53327550,0.00174090,0.85670152,3.50844259,1.34022581,0.01259357,1.22100388
-5.53176588,4.27705880,0.80995167,0.52093928,0.00176861,0.87492314,3.58060795,1.35969215,0.01278155,1.20989850
-5.52576288,4.30346242,0.81509254,0.50987118,0.00179780,0.89158292,3.64209629,1.37887059,0.01297994,1.19964658
-5.51975988,4.32886368,0.82035987,0.50026652,0.00182858,0.90663016,3.69244537,1.39787630,0.01319216,1.19050956
-5.51375688,4.35369625,0.82579982,0.49228646,0.00186088,0.92005272,3.73145399,1.41683316,0.01342142,1.18272581
-5.50775388,4.37840709,0.83144885,0.48605504,0.00189451,0.93187558,3.75918599,1.43586726,0.01367069,1.17650512
-5.50175088,4.40343952,0.83733182,0.48165704,0.00192911,0.94215812,3.77596597,1.45510004,0.01394247,1.17202343
-5.49574787,4.42921541,0.84346037,0.47913666,0.00196422,0.95099026,3.78236684,1.47464154,0.01423877,1.16941806
-5.48974487,4.45611726,0.84983158,0.47849698,0.00199921,0.95848774,3.77918996,1.49458386,0.01456095,1.16878334
-5.48374187,4.48447105,0.85642702,0.47970014,0.00203337,0.96478676,3.76743869,1.51499553,0.01490964,1.17016703
-5.47773887,4.51453044,0.86321226,0.48266841,0.00206587,0.97003822,3.74828642,1.53591669,0.01528467,1.17356748
-5.47173587,4.54646340,0.87013680,0.48728582,0.00209586,0.97440184,3.72304046,1.55735559,0.01568504,1.17893179
-5.46573287,4.58034157,0.87713458,0.49340066,0.00212243,0.97804033,3.69310294,1.57928647,0.01610882,1.18615515
-5.45972986,4.61613297,0.88412500,0.50082863,0.00214467,0.98111392,3.65993016,1.60164877,0.01655320,1.19508140
-5.45372686,4.65369836,0.89101440,0.50935656,0.00216170,0.98377528,3.62499147,1.62434776,0.01701451,1.20550492
-5.44772386,4.69279114,0.89769801,0.51874689,0.00217272,0.98616508,3.58972901,1.64725645,0.01748821,1.21717394
-5.44172086,4.73306079,0.90406221,0.52874254,0.00217701,0.98840809,3.55551907,1.67021844,0.01796902,1.22979513
-5.43571786,4.77405945,0.90998708,0.53907232,0.00217397,0.99061002,3.52363601,1.69305163,0.01845099,1.24303942
-5.42971486,4.81525107,0.91534907,0.54945667,0.00216313,0.99285494,3.49521941,1.71555239,0.01892763,1.25654899
-5.42371186,4.85602272,0.92002360,0.55961357,0.00214421,0.99520335,3.47124493,1.73749985,0.01939207,1.26994501
-5.41770885,4.89569716,0.92388764,0.56926465,0.00211708,0.99769076,3.45249922,1.75866027,0.01983716,1.28283609
-5.41170585,4.93354631,0.92682200,0.57814107,0.00208177,1.00032682,3.43955949,1.77879092,0.02025572,1.29482707
-5.40570285,4.96880494,0.92871333,0.58598940,0.00203851,1.00309485,3.43277768,1.79764368,0.02064064,1.30552787
-5.39969985,5.00068419,0.92945579,0.59257692,0.00198768,1.00595191,3.43226987,1.81496798,0.02098513,1.31456214
-5.39369685,5.02838468,0.92895235,0.59769660,0.00192983,1.00882922,3.43791090,1.83051342,0.02128280,1.32157550
-5.38769385,5.05110901,0.92711575,0.60117133,0.00186563,1.01163316,3.44933475,1.84403180,0.02152792,1.32624304
-5.38169085,5.06807388,0.92386923,0.60285749,0.00179585,1.01424671,3.46594076,1.85527907,0.02171546,1.32827604
-5.37568784,5.07852176,0.91914698,0.60264762,0.00172138,1.01653156,3.48690599,1.86401722,0.02184131,1.32742765
-5.36968484,5.08173259,0.91289453,0.60047227,0.00164315,1.01833086,3.51120386,1.87001642,0.02190228,1.32349756
-5.36368184,5.07703563,0.90506914,0.59630089,0.00156211,1.01947268,3.53762897,1.87305758,0.02189624,1.31633555
-5.35767884,5.06382176,0.89564024,0.59014183,0.00147923,1.01977428,3.56482803,1.87293562,0.02182214,1.30584386
-5.35167584,5.04155640,0.88459000,0.58204134,0.00139548,1.01904708,3.59133637,1.86946349,0.02168003,1.29197854
-5.34567284,5.00979308,0.87191408,0.57208183,0.00131175,1.01710230,3.61561932,1.86247703,0.02147102,1.27474970
-5.33966983,4.96818740,0.85762262,0.56037917,0.00122889,1.01375730,3.63611751,1.85184053,0.02119726,1.25422074
-5.33366683,4.91651116,0.84174127,0.54707942,0.00114769,1.00884218,3.65129481,1.83745295,0.02086190,1.23050661
-5.32766383,4.85466603,0.82431240,0.53235473,0.00106883,1.00220668,3.65968734,1.81925444,0.02046897,1.20377114
-5.32166083,4.78269612,0.80539618,0.51639893,0.00099291,0.99372694,3.65995183,1.79723278,0.02002328,1.17422358
-5.31565783,4.70079857,0.78507162,0.49942252,0.00092045,0.98331187,3.65091155,1.77142940,0.01953034,1.14211425
-5.30965483,4.60933140,0.76343723,0.48164753,0.00085188,0.97090888,3.63159782,1.74194455,0.01899619,1.10772950
-5.30365183,4.50881770,0.74061129,0.46330215,0.00078750,0.95650847,3.60128541,1.70894105,0.01842731,1.07138594
-5.29764882,4.39994552,0.71673159,0.44461543,0.00072759,0.94014770,3.55952028,1.67264636,0.01783044,1.03342419
-5.29164582,4.28356278,0.69195448,0.42581210,0.00067231,0.92191200,3.50613817,1.63335266,0.01721248,0.99420207
-5.28564282,4.16066718,0.66645334,0.40710768,0.00062176,0.90193540,3.44127335,1.59141456,0.01658034,0.95408752
-5.27963982,4.03239076,0.64041618,0.38870408,0.00057599,0.88039901,3.36535702,1.54724461,0.01594080,0.91345134
-5.27363682,3.89997982,0.61404272,0.37078567,0.00053500,0.85752781,3.27910532,1.50130649,0.01530043,0.87265997
-5.26763382,3.76477043,0.58754084,0.35351614,0.00049873,0.83358585,3.18349769,1.45410624,0.01466543,0.83206856
-5.26163082,3.62816096,0.56112259,0.33703606,0.00046707,0.80887013,3.07974646,1.40618172,0.01404158,0.79201449
-5.25562781,3.49158229,0.53499993,0.32146131,0.00043989,0.78370336,2.96925925,1.35809098,0.01343414,0.75281160
-5.24962481,3.35646753,0.50938040,0.30688239,0.00041702,0.75842611,2.85359593,1.31039991,0.01284782,0.71474533
-5.24362181,3.22422225,0.48446292,0.29336468,0.00039825,0.73338856,2.73442215,1.26366989,0.01228672,0.67806899
-5.23761881,3.09619689,0.46043398,0.28094945,0.00038333,0.70894239,2.61346164,1.21844595,0.01175434,0.64300122
-5.23161581,2.97366249,0.43746429,0.26965580,0.00037200,0.68543310,2.49244924,1.17524612,0.01125358,0.60972479
-5.22561281,2.85779075,0.41570612,0.25948323,0.00036395,0.66319314,2.37308677,1.13455231,0.01078678,0.57838679
-5.21960980,2.74963910,0.39529148,0.25041478,0.00035886,0.64253610,2.25700316,1.09680314,0.01035575,0.54909997
-5.21360680,2.65014128,0.37633111,0.24242061,0.00035636,0.62375209,2.14572041,1.06238901,0.00996188,0.52194538
-5.20760380,2.56010325,0.35891427,0.23546177,0.00035609,0.60710444,2.04062599,1.03164924,0.00960618,0.49697587
-5.20160080,2.48020397,0.34310939,0.22949402,0.00035765,0.59282764,1.94295234,1.00487142,0.00928938,0.47422038
-5.19559780,2.41100039,0.32896536,0.22447150,0.00036064,0.58112640,1.85376325,0.98229251,0.00901204,0.45368861
-5.18959480,2.35293545,0.31651323,0.22035001,0.00036464,0.57217563,1.77394670,0.96410127,0.00877459,0.43537581
-5.18359180,2.30634781,0.30576842,0.21708981,0.00036926,0.56612093,1.70421350,0.95044170,0.00857744,0.41926735
-5.17758879,2.27148189,0.29673283,0.21465776,0.00037411,0.56307955,1.64510043,0.94141665,0.00842099,0.40534278
-5.17158579,2.24849684,0.28939698,0.21302864,0.00037882,0.56314105,1.59697680,0.93709126,0.00830568,0.39357906
-5.16558279,2.23747309,0.28374180,0.21218569,0.00038304,0.56636782,1.56005306,0.93749555,0.00823199,0.38395278
-5.15957979,2.23841549,0.27973998,0.21212030,0.00038649,0.57279475,1.53439026,0.94262568,0.00820040,0.37644124
-5.15357679,2.25125236,0.27735667,0.21283088,0.00038888,0.58242820,1.51990920,0.95244376,0.00821134,0.37102221
-5.14757379,2.27583002,0.27654962,0.21432091,0.00039003,0.59524402,1.51639845,0.96687576,0.00826506,0.36767255
-5.14157079,2.31190305,0.27726860,0.21659649,0.00038977,0.61118456,1.52352077,0.98580781,0.00836159,0.36636566
-5.13556778,2.35912078,0.27945426,0.21966333,0.00038800,0.63015510,1.54081754,1.00908092,0.00850053,0.36706803
-5.12956478,2.41701116,0.28303652,0.22352343,0.00038467,0.65201958,1.56771145,1.03648460,0.00868097,0.36973504
-5.12356178,2.48496314,0.28793262,0.22817173,0.00037978,0.67659626,1.60350786,1.06774999,0.00890131,0.37430652
-5.11755878,2.56220957,0.29404514,0.23359279,0.00037339,0.70365369,1.64739551,1.10254297,0.00915916,0.38070217
-5.11155578,2.64781217,0.30126015,0.23975782,0.00036559,0.73290729,1.69844755,1.14045835,0.00945121,0.38881740
-5.10555278,2.74065051,0.30944570,0.24662221,0.00035650,0.76401730,1.75562382,1.18101553,0.00977316,0.39851986
-5.09954977,2.83941691,0.31845109,0.25412362,0.00034629,0.79658829,1.81777560,1.22365671,0.01011968,0.40964699
-5.09354677,2.94261849,0.32810678,0.26218101,0.00033511,0.83017088,1.88365350,1.26774804,0.01048441,0.42200491
-5.08754377,3.04858786,0.33822548,0.27069438,0.00032317,0.86426573,1.95191967,1.31258436,0.01086004,0.43536879
-5.08154077,3.15550285,0.34860421,0.27954553,0.00031064,0.89833016,2.02116442,1.35739773,0.01123841,0.44948483
-5.07553777,3.26141560,0.35902752,0.28859975,0.00029771,0.93178732,2.08992780,1.40136984,0.01161068,0.46407401
-5.06953477,3.36429051,0.36927177,0.29770834,0.00028454,0.96403774,2.15672578,1.44364817,0.01196754,0.47883729
-5.06353177,3.46204995,0.37911041,0.30671202,0.00027130,0.99447311,2.22008056,1.48336525,0.01229943,0.49346235
-5.05752876,3.55262639,0.38831990,0.31544492,0.00025810,1.02249154,2.27855407,1.51966069,0.01259691,0.50763151
-5.05152576,3.63401861,0.39668622,0.32373919,0.00024507,1.04751411,2.33078352,1.55170476,0.01285084,0.52103045
-5.04552276,3.70434980,0.40401152,0.33142991,0.00023229,1.06900159,2.37551743,1.57872274,0.01305280,0.53335747
-5.03951976,3.76192491,0.41012066,0.33836016,0.00021982,1.08647091,2.41165061,1.60001877,0.01319528,0.54433285
-5.03351676,3.80528442,0.41486723,0.34438603,0.00020771,1.09951044,2.43825628,1.61499821,0.01327202,0.55370774
-5.02751376,3.83325213,0.41813882,0.34938137,0.00019598,1.10779342,2.45461389,1.62318725,0.01327819,0.56127237
-5.02151076,3.84497438,0.41986117,0.35324204,0.00018464,1.11108878,2.46023090,1.62424887,0.01321059,0.56686302
-5.01550775,3.83994890,0.42000097,0.35588952,0.00017369,1.10926894,2.45485751,1.61799440,0.01306776,0.57036751
-5.00950475,3.81804178,0.41856720,0.35727375,0.00016311,1.10231404,2.43849338,1.60438993,0.01285003,0.57172887
-5.00350175,3.77949151,0.41561083,0.35737499,0.00015289,1.09031250,2.41138571,1.58355735,0.01255949,0.57094710
-4.99749875,3.72490012,0.41122294,0.35620470,0.00014300,1.07345779,2.37401890,1.55576993,0.01219996,0.56807877
-4.99149575,3.65521153,0.40553129,0.35380536,0.00013344,1.05204154,2.32709588,1.52144266,0.01177678,0.56323473
-4.98549275,3.57167841,0.39869556,0.35024924,0.00012419,1.02644344,2.27151210,1.48111775,0.01129666,0.55657575
-4.97948974,3.47581888,0.39090136,0.34563621,0.00011523,0.99711824,2.20832328,1.43544613,0.01076740,0.54830655
-4.97348674,3.36936523,0.38235350,0.34009060,0.00010657,0.96458059,2.13870839,1.38516569,0.01019765,0.53866833
-4.96748374,3.25420705,0.37326861,0.33375734,0.00009821,0.92938831,2.06392957,1.33107737,0.00959661,0.52793021
-4.96148074,3.13233121,0.36386768,0.32679752,0.00009014,0.89212502,1.98529077,1.27402017,0.00897371,0.51638005
-4.95547774,3.00576144,0.35436870,0.31938344,0.00008239,0.85338261,1.90409690,1.21484609,0.00833834,0.50431492
-4.94947474,2.87650003,0.34497985,0.31169362,0.00007496,0.81374453,1.82161528,1.15439612,0.00769957,0.49203180
-4.94347174,2.74647379,0.33589348,0.30390765,0.00006788,0.77377040,1.73904086,1.09347821,0.00706590,0.47981874
-4.93746873,2.61748651,0.32728107,0.29620138,0.00006116,0.73398255,1.65746649,1.03284793,0.00644511,0.46794697
-4.93146573,2.49117926,0.31928951,0.28874240,0.00005481,0.69485489,1.57785927,0.97319248,0.00584400,0.45666421
-4.92546273,2.36899958,0.31203856,0.28168610,0.00004885,0.65680433,1.50104347,0.91511840,0.00526839,0.44618934
-4.91945973,2.25218029,0.30561978,0.27517240,0.00004330,0.62018506,1.42769041,0.85914323,0.00472298,0.43670861
-4.91345673,2.14172773,0.30009664,0.26932316,0.00003815,0.58528546,1.35831495,0.80569100,0.00421136,0.42837338
-4.90745373,2.03841915,0.29550582,0.26424040,0.00003341,0.55232766,1.29327845,0.75509147,0.00373602,0.42129942
-4.90145073,1.94280833,0.29185950,0.26000528,0.00002909,0.52146945,1.23279715,0.70758263,0.00329843,0.41556754
-4.89544772,1.85523821,0.28914841,0.25667775,0.00002517,0.49280816,1.17695522,0.66331612,0.00289908,0.41122535
-4.88944472,1.77585918,0.28734530,0.25429683,0.00002164,0.46638617,1.12572131,0.62236483,0.00253766,0.40829003
-4.88344172,1.70465140,0.28640874,0.25288142,0.00001849,0.44219754,1.07896741,0.58473220,0.00221313,0.40675161
-4.87743872,1.64144959,0.28628681,0.25243152,0.00001570,0.42019537,1.03648884,0.55036255,0.00192386,0.40657668
-4.87143572,1.58596869,0.28692054,0.25292965,0.00001325,0.40029945,0.99802429,0.51915181,0.00166779,0.40771207
-4.86543272,1.53782909,0.28824686,0.25434248,0.00001112,0.38240375,0.96327481,0.49095813,0.00144253,0.41008836
-4.85942971,1.49658021,0.29020103,0.25662245,0.00000928,0.36638353,0.93192103,0.46561195,0.00124550,0.41362298
-4.85342671,1.46172156,0.29271821,0.25970932,0.00000772,0.35210167,0.90363790,0.44292513,0.00107400,0.41822269
-4.84742371,1.43272065,0.29573439,0.26353171,0.00000640,0.33941420,0.87810660,0.42269893,0.00092537,0.42378549
-4.84142071,1.40902748,0.29918664,0.26800835,0.00000530,0.32817475,0.85502338,0.40473064,0.00079699,0.43020185
-4.83541771,1.39008559,0.30301263,0.27304932,0.00000441,0.31823805,0.83410532,0.38881889,0.00068639,0.43735528
-4.82941471,1.37533998,0.30714976,0.27855713,0.00000370,0.30946240,0.81509332,0.37476768,0.00059127,0.44512254
-4.82341171,1.36424214,0.31153391,0.28442771,0.00000316,0.30171129,0.79775252,0.36238921,0.00050952,0.45337341
-4.81740870,1.35625311,0.31609808,0.29055143,0.00000278,0.29485424,0.78187078,0.35150575,0.00043927,0.46197037
-4.81140570,1.35084486,0.32077103,0.29681415,0.00000255,0.28876705,0.76725560,0.34195069,0.00037885,0.47076829
-4.80540270,1.34750100,0.32547620,0.30309843,0.00000246,0.28333167,0.75373015,0.33356905,0.00032682,0.47961449
-4.79939970,1.34571728,0.33013096,0.30928482,0.00000250,0.27843580,0.74112899,0.32621768,0.00028192,0.48834905
-4.79339670,1.34500245,0.33464646,0.31525343,0.00000269,0.27397243,0.72929383,0.31976518,0.00024311,0.49680576
-4.78739370,1.34487999,0.33892794,0.32088563,0.00000303,0.26983942,0.71807001,0.31409193,0.00020950,0.50481373
-4.78139070,1.34489082,0.34287578,0.32606596,0.00000352,0.26593928,0.70730380,0.30909009,0.00018033,0.51219960
-4.77538769,1.34459724,0.34638712,0.33068416,0.00000418,0.26217916,0.69684094,0.30466377,0.00015498,0.51879041
-4.76938469,1.34358793,0.34935808,0.33463730,0.00000502,0.25847115,0.68652647,0.30072933,0.00013295,0.52441703
-4.76338169,1.34148387,0.35168638,0.33783188,0.00000606,0.25473278,0.67620577,0.29721576,0.00011381,0.52891805
-4.75737869,1.33794474,0.35327436,0.34018586,0.00000732,0.25088790,0.66572691,0.29406509,0.00009720,0.53214391
-4.75137569,1.33267557,0.35403216,0.34163047,0.00000882,0.24686761,0.65494399,0.29123264,0.00008282,0.53396112
-4.74537269,1.32543302,0.35388094,0.34211181,0.00001059,0.24261143,0.64372122,0.28868719,0.00007041,0.53425632
-4.73936968,1.31603090,0.35275594,0.34159207,0.00001264,0.23806846,0.63193748,0.28641078,0.00005977,0.53294011
-4.73336668,1.30434450,0.35060919,0.34005032,0.00001500,0.23319847,0.61949107,0.28439816,0.00005071,0.52995024
-4.72736368,1.29031340,0.34741187,0.33748293,0.00001769,0.22797288,0.60630418,0.28265574,0.00004305,0.52525420
-4.72136068,1.27394242,0.34315598,0.33390345,0.00002071,0.22237555,0.59232690,0.28120014,0.00003666,0.51885094
-4.71535768,1.25530055,0.33785541,0.32934204,0.00002408,0.21640320,0.57754040,0.28005623,0.00003141,0.51077168
-4.70935468,1.23451790,0.33154631,0.32384457,0.00002781,0.21006555,0.56195904,0.27925474,0.00002718,0.50107978
-4.70335168,1.21178065,0.32428659,0.31747119,0.00003190,0.20338510,0.54563119,0.27882959,0.00002386,0.48986952
-4.69734867,1.18732415,0.31615481,0.31029463,0.00003632,0.19639643,0.52863880,0.27881495,0.00002139,0.47726404
-4.69134567,1.16142455,0.30724830,0.30239828,0.00004107,0.18914522,0.51109544,0.27924225,0.00001966,0.46341231
-4.68534267,1.13438917,0.29768065,0.29387401,0.00004611,0.18168682,0.49314302,0.28013734,0.00001863,0.44848534
-4.67933967,1.10654613,0.28757865,0.28481990,0.00005140,0.17408453,0.47494722,0.28151782,0.00001823,0.43267172
-4.67333667,1.07823351,0.27707884,0.27533795,0.00005690,0.16640759,0.45669177,0.28339086,0.00001843,0.41617266
-4.66733367,1.04978861,0.26632368,0.26553174,0.00006254,0.15872900,0.43857193,0.28575148,0.00001919,0.39919669
-4.66133067,1.02153764,0.25545765,0.25550425,0.00006827,0.15112313,0.42078725,0.28858156,0.00002049,0.38195420
-4.65532766,0.99378611,0.24462320,0.24535577,0.00007400,0.14366339,0.40353410,0.29184950,0.00002231,0.36465200
-4.64932466,0.96681047,0.23395690,0.23518192,0.00007966,0.13641987,0.38699815,0.29551063,0.00002465,0.34748803
-4.64332166,0.94085099,0.22358577,0.22507198,0.00008516,0.12945707,0.37134722,0.29950827,0.00002751,0.33064648
