energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-5.80790395,5.38908317,0.21292201,0.05101846,0.03813927,0.42697340,3.16409758,2.08386694,0.05925629,2.68374920
-5.80190095,5.60856153,0.21901494,0.05199572,0.03889317,0.43433559,3.15970615,2.22426501,0.06004333,2.80770450
-5.79589795,5.84788467,0.22492305,0.05309499,0.03954881,0.44340701,3.16281790,2.37664904,0.06074177,2.94175180
-5.78989495,6.10611096,0.23063703,0.05432255,0.04009410,0.45426720,3.17407837,2.54008538,0.06134822,3.08522930
-5.78389195,6.38162096,0.23614479,0.05568024,0.04051703,0.46694616,3.19384513,2.71326449,0.06186005,3.23712250
-5.77788894,6.67210146,0.24143120,0.05716492,0.04080605,0.48141842,3.22216500,2.89450386,0.06227534,3.39606154
-5.77188594,6.97455259,0.24647785,0.05876798,0.04095054,0.49759839,3.25875992,3.08176357,0.06259272,3.56033098
-5.76588294,7.28531945,0.25126296,0.06047511,0.04094121,0.51533739,3.30302272,3.27267523,0.06281132,3.72789241
-5.75987994,7.60014937,0.25576145,0.06226622,0.04077060,0.53442259,3.35402371,3.46458434,0.06293065,3.89642033
-5.75387694,7.91427411,0.25994502,0.06411571,0.04043346,0.55457819,3.41052852,3.65460538,0.06295045,4.06335041
-5.74787394,8.22251588,0.26378231,0.06599281,0.03992715,0.57546899,3.47102729,3.83968876,0.06287061,4.22593959
-5.74187094,8.51941462,0.26723917,0.06786236,0.03925191,0.59670636,3.53377473,4.01669762,0.06269100,4.38133600
-5.73586793,8.79937281,0.27027898,0.06968563,0.03841104,0.61785669,3.59684014,4.18249245,0.06241139,4.52665691
-5.72986493,9.05681339,0.27286302,0.07142146,0.03741096,0.63845205,3.65816581,4.33402056,0.06203137,4.65907195
-5.72386193,9.28634517,0.27495097,0.07302751,0.03626117,0.65800277,3.71563213,4.46840734,0.06155022,4.77588876
-5.71785893,9.48292991,0.27650152,0.07446161,0.03497403,0.67601159,3.76712681,4.58304579,0.06096696,4.87463783
-5.71185593,9.64204443,0.27747306,0.07568316,0.03356449,0.69198876,3.81061584,4.67568091,0.06028026,4.95315333
-5.70585293,9.75983150,0.27782459,0.07665461,0.03204967,0.70546760,3.84421333,4.74448542,0.05948859,5.00964660
-5.69984992,9.83323321,0.27751670,0.07734269,0.03044839,0.71601979,3.86624756,4.78812357,0.05859025,5.04276939
-5.69384692,9.86010118,0.27651270,0.07771976,0.02878061,0.72326975,3.87532033,4.80580039,0.05758355,5.05166412
-5.68784392,9.83927893,0.27477995,0.07776474,0.02706689,0.72690754,3.87035740,4.79729390,0.05646701,5.03599890
-5.68184092,9.77065254,0.27229116,0.07746404,0.02532780,0.72669955,3.85064783,4.76296899,0.05523958,4.99598591
-5.67583792,9.65516739,0.26902580,0.07681202,0.02358339,0.72249662,3.81587049,4.70377188,0.05390086,4.93238203
-5.66983492,9.49480978,0.26497151,0.07581137,0.02185268,0.71423926,3.76610684,4.62120541,0.05245142,4.84647160
-5.66383192,9.29255413,0.26012538,0.07447301,0.02015330,0.70195950,3.70183937,4.51728574,0.05089299,4.74003192
-5.65782891,9.05227753,0.25449506,0.07281587,0.01850108,0.68577969,3.62393587,4.39448222,0.04922874,4.61528256
-5.65182591,8.77864500,0.24809973,0.07086629,0.01690988,0.66590795,3.53362027,4.25564260,0.04746343,4.47482057
-5.64582291,8.47696995,0.24097066,0.06865722,0.01539144,0.64263077,3.43243137,4.10390645,0.04560356,4.32154393
-5.63981991,8.15305537,0.23315150,0.06622718,0.01395535,0.61630312,3.32217130,3.94261009,0.04365745,4.15856616
-5.63381691,7.81302183,0.22469813,0.06361916,0.01260914,0.58733639,3.20484585,3.77518676,0.04163523,3.98912545
-5.62781391,7.46312922,0.21567812,0.06087930,0.01135843,0.55618491,3.08259936,3.60506551,0.03954879,3.81649145
-5.62181091,7.10959871,0.20616979,0.05805563,0.01020714,0.52333164,2.95764681,3.43557278,0.03741160,3.64387356
-5.61580790,6.75844193,0.19626082,0.05519676,0.00915785,0.48927359,2.83220582,3.26984015,0.03523856,3.47433372
-5.60980490,6.41530340,0.18604659,0.05235068,0.00821208,0.45450762,2.70843154,3.11072135,0.03304566,3.31070703
-5.60380190,6.08532188,0.17562821,0.04956366,0.00737071,0.41951720,2.58835671,2.96072153,0.03084973,3.15553286
-5.59779890,5.77301522,0.16511033,0.04687930,0.00663435,0.38476059,2.47383940,2.82194087,0.02866807,3.01099887
-5.59179590,5.48219249,0.15459891,0.04433782,0.00600373,0.35066076,2.36652008,2.69603434,0.02651809,2.87889953
-5.58579290,5.21589554,0.14419892,0.04197549,0.00548010,0.31759739,2.26778966,2.58418845,0.02441696,2.76061045
-5.57978989,4.97637134,0.13401214,0.03982433,0.00506556,0.28590104,2.17876919,2.48711540,0.02238130,2.65707899
-5.57378689,4.76507480,0.12413520,0.03791200,0.00476342,0.25584955,2.10030175,2.40506439,0.02042682,2.56883093
-5.56778389,4.58270067,0.11465780,0.03626190,0.00457844,0.22766649,2.03295613,2.33784877,0.01856809,2.49599245
-5.56178089,4.42924188,0.10566129,0.03489343,0.00451706,0.20152169,1.97704157,2.28488781,0.01681835,2.43832599
-5.55577789,4.30407055,0.09721760,0.03382238,0.00458760,0.17753335,1.93263230,2.24526065,0.01518931,2.39527789
-5.54977489,4.20603708,0.08938855,0.03306146,0.00480032,0.15577161,1.89959997,2.21777002,0.01369105,2.36603542
-5.54377189,4.13358200,0.08222548,0.03262076,0.00516745,0.13626317,1.87765198,2.20101263,0.01233200,2.34959014
-5.53776888,4.08485460,0.07576930,0.03250835,0.00570310,0.11899667,1.86637313,2.19345326,0.01111890,2.34480461
-5.53176588,4.05783258,0.07005078,0.03273066,0.00642310,0.10392837,1.86526810,2.19349906,0.01005689,2.35047888
-5.52576288,4.05043643,0.06509107,0.03329292,0.00734473,0.09098803,1.87380221,2.19957095,0.00914951,2.36541375
-5.51975988,4.06063322,0.06090244,0.03419930,0.00848631,0.08008451,1.89143792,2.21016902,0.00839882,2.38846744
-5.51375688,4.08652462,0.05748900,0.03545297,0.00986675,0.07111095,1.91766493,2.22392918,0.00780549,2.41860298
-5.50775388,4.12641515,0.05484759,0.03705595,0.01150488,0.06394947,1.95202206,2.23966867,0.00736888,2.45492417
-5.50175088,4.17885766,0.05296843,0.03900875,0.01341881,0.05847506,1.99410969,2.25641885,0.00708714,2.49669813
-5.49574787,4.24267434,0.05183587,0.04130977,0.01562505,0.05455882,2.04359202,2.27344396,0.00695723,2.54336382
-5.48974487,4.31695299,0.05142879,0.04395465,0.01813770,0.05207036,2.10018914,2.29024559,0.00697499,2.59452621
-5.48374187,4.40101971,0.05172100,0.04693544,0.02096747,0.05087958,2.16365964,2.30655318,0.00713517,2.64993685
-5.47773887,4.49439050,0.05268138,0.05023962,0.02412075,0.05085778,2.23377507,2.32230153,0.00743137,2.70946236
-5.47173587,4.59670579,0.05427392,0.05384927,0.02759872,0.05187820,2.31028815,2.33759725,0.00785609,2.77304311
-5.46573287,4.70765257,0.05645766,0.05774020,0.03139646,0.05381625,2.39289727,2.35267627,0.00840070,2.84064502
-5.45972986,4.82688019,0.05918653,0.06188126,0.03550224,0.05654945,2.48120998,2.36785543,0.00905538,2.91220779
-5.45372686,4.95391575,0.06240934,0.06623383,0.03989699,0.05995717,2.57470858,2.38348102,0.00980917,2.98759340
-5.44772386,5.08808574,0.06606969,0.07075165,0.04455392,0.06392051,2.67272078,2.39987780,0.01064997,3.06653846
-5.44172086,5.22844982,0.07010626,0.07538094,0.04943853,0.06832220,2.77439820,2.41730145,0.01156464,3.14861420
-5.43571786,5.37375230,0.07445315,0.08006092,0.05450879,0.07304676,2.87870525,2.43589758,0.01253907,3.23319711
-5.42971486,5.52239569,0.07904068,0.08472471,0.05971581,0.07798089,2.98442021,2.45566968,0.01355841,3.31945307
-5.42371186,5.67243947,0.08379646,0.08930066,0.06500472,0.08301432,3.09014967,2.47645826,0.01460725,3.40633659
-5.41770885,5.82162574,0.08864677,0.09371398,0.07031603,0.08804079,3.19435670,2.49793215,0.01566997,3.49260626
-5.41170585,5.96743150,0.09351846,0.09788880,0.07558718,0.09295957,3.29540223,2.51959284,0.01673105,3.57685623
-5.40570285,6.10714596,0.09834094,0.10175036,0.08075452,0.09767703,3.39159826,2.54079133,0.01777549,3.65756254
-5.39969985,6.23796919,0.10304866,0.10522746,0.08575539,0.10210864,3.48127051,2.56075673,0.01878926,3.73314242
-5.39369685,6.35712741,0.10758352,0.10825493,0.09053041,0.10618088,3.56282777,2.57863467,0.01975971,3.80202332
-5.38769385,6.46199866,0.11189750,0.11077597,0.09502577,0.10983327,3.63483421,2.59353331,0.02067607,3.86271813
-5.38169085,6.55024184,0.11595513,0.11274445,0.09919545,0.11302032,3.69608080,2.60457419,0.02152983,3.91390232
-5.37568784,6.61992173,0.11973567,0.11412680,0.10300333,0.11571314,3.74565175,2.61094468,0.02231515,3.95448850
-5.36968484,6.66962248,0.12323502,0.11490357,0.10642484,0.11790089,3.78298189,2.61194899,0.02302910,3.98369386
-5.36368184,6.69854255,0.12646700,0.11507047,0.10944840,0.11959172,3.80790136,2.60705457,0.02367192,4.00109629
-5.35767884,6.70656485,0.12946401,0.11463887,0.11207615,0.12081322,3.82066442,2.59593106,0.02424703,4.00667550
-5.35167584,6.69429715,0.13227693,0.11363575,0.11432428,0.12161238,3.82195988,2.57847943,0.02476105,4.00083590
-5.34567284,6.66307932,0.13497414,0.11210298,0.11622255,0.12205494,3.81290171,2.55484939,0.02522355,3.98440952
-5.33966983,6.61495565,0.13763966,0.11009605,0.11781334,0.12222417,3.79499927,2.52544403,0.02564671,3.95863770
-5.33366683,6.55261256,0.14037046,0.10768227,0.11914989,0.12221905,3.77010758,2.49091116,0.02604490,3.92513180
-5.32766383,6.47928352,0.14327283,0.10493850,0.12029404,0.12215204,3.74035947,2.45212173,0.02643399,3.88581419
-5.32166083,6.39862535,0.14645813,0.10194848,0.12131351,0.12214627,3.70808189,2.41013637,0.02683074,3.84284193
-5.31565783,6.31457104,0.15003789,0.09879992,0.12227863,0.12233242,3.67570010,2.36616171,0.02725194,3.79851643
-5.30965483,6.23116600,0.15411847,0.09558144,0.12325901,0.12284535,3.64563383,2.32149882,0.02771362,3.75518335
-5.30365183,6.15239536,0.15879565,0.09237954,0.12431996,0.12382048,3.62019012,2.27748627,0.02823018,3.71512746
-5.29764882,6.08201068,0.16414917,0.08927561,0.12551911,0.12539012,3.60145786,2.23544088,0.02881365,3.68046748
-5.29164582,6.02336422,0.17023768,0.08634327,0.12690322,0.12767983,3.59120911,2.19659912,0.02947287,3.65305635
-5.28564282,5.97925903,0.17709424,0.08364601,0.12850545,0.13080487,3.59081192,2.16206204,0.03021294,3.63439162
-5.27963982,5.95182205,0.18472272,0.08123530,0.13034321,0.13486684,3.60115912,2.13274651,0.03103472,3.62554075
-5.27363682,5.94240637,0.19309523,0.07914916,0.13241670,0.13995055,3.62261661,2.10934508,0.03193453,3.62708509
-5.26763382,5.95152754,0.20215090,0.07741139,0.13470828,0.14612123,3.65499413,2.09229636,0.03290402,3.63908550
-5.26163082,5.97883688,0.21179596,0.07603131,0.13718269,0.15342215,3.69753997,2.08176710,0.03393033,3.66107157
-5.25562781,6.02313318,0.22190541,0.07500409,0.13978811,0.16187254,3.74896055,2.07764674,0.03499637,3.69205509
-5.24962481,6.08241214,0.23232613,0.07431167,0.14245812,0.17146603,3.80746397,2.07955443,0.03608134,3.73056751
-5.24362181,6.15395117,0.24288143,0.07392418,0.14511437,0.18216960,3.87082607,2.08685784,0.03716148,3.77471950
-5.23761881,6.23442532,0.25337682,0.07380171,0.14766987,0.19392291,3.93647590,2.09870282,0.03821087,3.82228013
-5.23161581,6.32004890,0.26360687,0.07389659,0.15003287,0.20663835,4.00159701,2.11405194,0.03920246,3.87077166
-5.22561281,6.40673596,0.27336284,0.07415573,0.15211090,0.22020149,4.06323982,2.13173018,0.04010914,3.91757573
-5.21960980,6.49027197,0.28244071,0.07452321,0.15381507,0.23447233,4.11843993,2.15047531,0.04090480,3.96004571
-5.21360680,6.56648877,0.29064929,0.07494287,0.15506416,0.24928703,4.16433710,2.16899055,0.04156543,3.99561988
-5.20760380,6.63143471,0.29781798,0.07536078,0.15578848,0.26446041,4.19828919,2.18599708,0.04207008,4.02193012
-5.20160080,6.68153223,0.30380385,0.07572754,0.15593319,0.27978915,4.21797611,2.20028407,0.04240179,4.03690109
-5.19559780,6.71371617,0.30849765,0.07600030,0.15546105,0.29505557,4.22148898,2.21075405,0.04254825,4.03883513
-5.18959480,6.72554678,0.31182845,0.07614434,0.15435430,0.31003219,4.20740063,2.21646195,0.04250238,4.02647925
-5.18359180,6.71529312,0.31376664,0.07613438,0.15261573,0.32448677,4.17481466,2.21664627,0.04226256,3.99907131
-5.17758879,6.68198392,0.31432526,0.07595519,0.15026882,0.33818794,4.12339107,2.21075148,0.04183276,3.95636357
-5.17158579,6.62542463,0.31355932,0.07560196,0.14735699,0.35091106,4.05334802,2.19844114,0.04122236,3.89862313
-5.16558279,6.54618118,0.31156347,0.07507998,0.14394192,0.36244444,3.96544024,2.17960157,0.04044571,3.82660968
-5.15957979,6.44553226,0.30846786,0.07440397,0.14010119,0.37259539,3.86091589,2.15433660,0.03952161,3.74153242
-5.15357679,6.32539385,0.30443256,0.07359701,0.13592518,0.38119614,3.74145462,2.12295400,0.03847251,3.64498879
-5.14757379,6.18822040,0.29964073,0.07268906,0.13151355,0.38810924,3.60909043,2.08594465,0.03732358,3.53888855
-5.14157079,6.03688830,0.29429099,0.07171523,0.12697134,0.39323219,3.46612368,2.04395589,0.03610180,3.42536734
-5.13556778,5.87456783,0.28858920,0.07071393,0.12240498,0.39650116,3.31502675,1.99776038,0.03483485,3.30669431
-5.12956478,5.70458984,0.28274031,0.06972490,0.11791838,0.39789354,3.15834813,1.94822203,0.03355014,3.18517844
-5.12356178,5.53031365,0.27694038,0.06878721,0.11360917,0.39742908,2.99861952,1.89626078,0.03227385,3.06307801
-5.11755878,5.35500190,0.27136936,0.06793744,0.10956546,0.39516967,2.83827008,1.84281740,0.03102999,2.94251749
-5.11155578,5.18170763,0.26618490,0.06720804,0.10586306,0.39121752,2.67955142,1.78882008,0.02983973,2.82541516
-5.10555278,5.01317796,0.26151736,0.06662593,0.10256333,0.38571200,2.52447607,1.73515371,0.02872077,2.71342459
-5.09954977,4.85177757,0.25746630,0.06621142,0.09971177,0.37882509,2.37477147,1.68263312,0.02768694,2.60789159
-5.09354677,4.69943406,0.25409849,0.06597752,0.09733736,0.37075558,2.23185032,1.63198089,0.02674794,2.50982798
-5.08754377,4.55760626,0.25144751,0.06592961,0.09545253,0.36172251,2.09679750,1.58381038,0.02590934,2.41990205
-5.08154077,4.42727499,0.24951482,0.06606555,0.09405395,0.35195791,1.97037278,1.53861422,0.02517266,2.33844512
-5.07553777,4.30895526,0.24827210,0.06637606,0.09312375,0.34169931,1.85302773,1.49675830,0.02453569,2.26547259
-5.06953477,4.20272744,0.24766480,0.06684552,0.09263139,0.33118230,1.74493471,1.45848115,0.02399286,2.20071740
-5.06353177,4.10828461,0.24761653,0.06745306,0.09253582,0.32063366,1.64602547,1.42389823,0.02353580,2.14367315
-5.05752876,4.02499249,0.24803404,0.06817381,0.09278782,0.31026512,1.55603640,1.39301066,0.02315392,2.09364408
-5.05152576,3.95195818,0.24881249,0.06898037,0.09333260,0.30026827,1.47455751,1.36571770,0.02283505,2.04979872
-5.04552276,3.88810364,0.24984073,0.06984435,0.09411217,0.29081069,1.40108234,1.34183212,0.02256609,2.01122434
-5.03951976,3.83224021,0.25100631,0.07073791,0.09506770,0.28203351,1.33505612,1.32109766,0.02233369,1.97697933
-5.03351676,3.78314036,0.25220010,0.07163519,0.09614150,0.27405035,1.27591985,1.30320770,0.02212478,1.94614108
-5.02751376,3.73960371,0.25332009,0.07251370,0.09727874,0.26694772,1.22314839,1.28782420,0.02192713,1.91784749
-5.02151076,3.70051451,0.25427459,0.07335540,0.09842874,0.26078666,1.17628127,1.27459621,0.02172985,1.89133048
-5.01550775,3.66488859,0.25498441,0.07414760,0.09954580,0.25560545,1.13494519,1.26317710,0.02152369,1.86594080
-5.00950475,3.63190861,0.25538436,0.07488348,0.10058968,0.25142307,1.09886785,1.25323985,0.02130130,1.84116359
-5.00350175,3.60094671,0.25542381,0.07556240,0.10152568,0.24824329,1.06788318,1.24449010,0.02105745,1.81662509
-4.99749875,3.57157474,0.25506656,0.07618974,0.10232435,0.24605881,1.04192841,1.23667633,0.02078905,1.79209092
-4.99149575,3.54356269,0.25429015,0.07677650,0.10296099,0.24485532,1.02103397,1.22959715,0.02049511,1.76745715
-4.98549275,3.51686639,0.25308466,0.07733857,0.10341501,0.24461518,1.00530705,1.22310557,0.02017663,1.74273535
-4.97948974,3.49160608,0.25145123,0.07789567,0.10366912,0.24532033,0.99491048,1.21711042,0.01983646,1.71803312
-4.97348674,3.46803782,0.24940041,0.07847008,0.10370863,0.24695445,0.99003813,1.21157499,0.01947897,1.69353181
-4.96748374,3.44651981,0.24695051,0.07908525,0.10352075,0.24950409,0.99088850,1.20651336,0.01910984,1.66946278
-4.96148074,3.42747573,0.24412604,0.07976420,0.10309413,0.25295886,0.99763796,1.20198487,0.01873570,1.64608389
-4.95547774,3.41135740,0.24095630,0.08052795,0.10241852,0.25731066,1.01041503,1.19808699,0.01836379,1.62365731
-4.94947474,3.39860868,0.23747424,0.08139401,0.10148466,0.26255206,1.02927716,1.19494730,0.01800167,1.60242991
-4.94347174,3.38963244,0.23371562,0.08237493,0.10028445,0.26867415,1.05419098,1.19271496,0.01765685,1.58261687
-4.93746873,3.38476214,0.22971832,0.08347713,0.09881124,0.27566383,1.08501712,1.19155215,0.01733653,1.56438912
-4.93146573,3.38423906,0.22552196,0.08469992,0.09706032,0.28350110,1.12150023,1.19162581,0.01704732,1.54786487
-4.92546273,3.38819614,0.22116767,0.08603489,0.09502953,0.29215638,1.16326473,1.19310015,0.01679503,1.53310522
-4.91945973,3.39664858,0.21669792,0.08746570,0.09271986,0.30158822,1.20981646,1.19612992,0.01658448,1.52011363
-4.91345673,3.40949138,0.21215647,0.08896814,0.09013610,0.31174163,1.26055010,1.20085474,0.01641937,1.50883878
-4.90745373,3.42650328,0.20758820,0.09051072,0.08728734,0.32254711,1.31476224,1.20739452,0.01630224,1.49918038
-4.90145073,3.44735658,0.20303894,0.09205556,0.08418737,0.33392059,1.37166926,1.21584582,0.01623440,1.49099722
-4.89544772,3.47163173,0.19855518,0.09355963,0.08085482,0.34576430,1.43042942,1.22627915,0.01621597,1.48411676
-4.88944472,3.49883576,0.19418366,0.09497636,0.07731322,0.35796847,1.49016809,1.23873697,0.01624598,1.47834564
-4.88344172,3.52842314,0.18997087,0.09625735,0.07359064,0.37041398,1.55000511,1.25323233,0.01632243,1.47348045
-4.87743872,3.55981803,0.18596246,0.09735432,0.06971924,0.38297551,1.60908296,1.26974793,0.01644248,1.46931814
-4.87143572,3.59243659,0.18220267,0.09822108,0.06573459,0.39552534,1.66659463,1.28823544,0.01660257,1.46566574
-4.86543272,3.62570844,0.17873382,0.09881546,0.06167474,0.40793737,1.72181003,1.30861514,0.01679869,1.46234891
-4.85942971,3.65909631,0.17559586,0.09910109,0.05757923,0.42009125,1.77409983,1.33077570,0.01702650,1.45921916
-4.85342671,3.69211334,0.17282617,0.09904895,0.05348804,0.43187637,1.82295585,1.35457436,0.01728164,1.45615968
-4.84742371,3.72433759,0.17045957,0.09863873,0.04944044,0.44319557,1.86800726,1.37983747,0.01755988,1.45308961
-4.84142071,3.75542367,0.16852863,0.09785966,0.04547400,0.45396835,1.90903221,1.40636172,0.01785738,1.44996710
-4.83541771,3.78511153,0.16706427,0.09671112,0.04162354,0.46413354,1.94596445,1.43391619,0.01817088,1.44679100
-4.82941471,3.81323265,0.16609662,0.09520276,0.03792037,0.47365128,1.97889510,1.46224547,0.01849791,1.44360164
-4.82341171,3.83971398,0.16565613,0.09335422,0.03439158,0.48250436,2.00806961,1.49107405,0.01883692,1.44048070
-4.81740870,3.86458000,0.16577481,0.09119450,0.03105961,0.49069880,2.03388030,1.52011215,0.01918747,1.43755041
-4.81140570,3.88795324,0.16648752,0.08876095,0.02794194,0.49826380,2.05685496,1.54906293,0.01955030,1.43497215
-4.80540270,3.91005339,0.16783320,0.08609802,0.02505102,0.50525107,2.07764195,1.57763102,0.01992741,1.43294460
-4.79939970,3.93119521,0.16985579,0.08325578,0.02239439,0.51173355,2.09699241,1.60553216,0.02032209,1.43170121
-4.79339670,3.95178485,0.17260482,0.08028825,0.01997499,0.51780352,2.11573998,1.63250350,0.02073887,1.43150706
-4.78739370,3.97231445,0.17613547,0.07725171,0.01779149,0.52357028,2.13477854,1.65831405,0.02118342,1.43265479
-4.78139070,3.99335433,0.18050798,0.07420300,0.01583889,0.52915724,2.15503827,1.68277462,0.02166242,1.43545944
-4.77538769,4.01554213,0.18578624,0.07119786,0.01410905,0.53469854,2.17746024,1.70574656,0.02218332,1.44025191
-4.76938469,4.03956835,0.19203571,0.06828940,0.01259134,0.54033511,2.20296990,1.72714847,0.02275409,1.44737072
-4.76338169,4.06615741,0.19932042,0.06552669,0.01127321,0.54621026,2.23244940,1.74696030,0.02338282,1.45715202
-4.75737869,4.09604409,0.20769930,0.06295365,0.01014086,0.55246479,2.26670928,1.76522410,0.02407738,1.46991763
-4.75137569,4.12994496,0.21722188,0.06060801,0.00917970,0.55923161,2.30645944,1.78204115,0.02484493,1.48596127
-4.74537269,4.16852521,0.22792344,0.05852060,0.00837489,0.56663004,2.35228025,1.79756508,0.02569148,1.50553308
-4.73936968,4.21236154,0.23982001,0.05671480,0.00771168,0.57475987,2.40459404,1.81199122,0.02662137,1.52882300
-4.73336668,4.26190235,0.25290340,0.05520629,0.00717577,0.58369540,2.46363804,1.82554244,0.02763683,1.55594345
-4.72736368,4.31742696,0.26713646,0.05400290,0.00675347,0.59347965,2.52943969,1.83845208,0.02873748,1.58691230
-4.72136068,4.37900595,0.28244905,0.05310470,0.00643192,0.60411911,2.60179553,1.85094497,0.02991999,1.62163686
-4.71535768,4.44646517,0.29873487,0.05250435,0.00619908,0.61557921,2.68025503,1.86321763,0.03117773,1.65990011
-4.70935468,4.51935592,0.31584957,0.05218746,0.00604379,0.62778103,2.76411067,1.87541885,0.03250059,1.70135018
-4.70335168,4.59693409,0.33361028,0.05213326,0.00595573,0.64059931,2.85239566,1.88763208,0.03387490,1.74549405
-4.69734867,4.67815046,0.35179667,0.05231525,0.00592529,0.65386235,2.94389039,1.89986090,0.03528350,1.79169658
-4.69134567,4.76165424,0.37015388,0.05270210,0.00594357,0.66735373,3.03713849,1.91201869,0.03670595,1.83918534
-4.68534267,4.84581115,0.38839706,0.05325859,0.00600221,0.68081615,3.13047298,1.92392355,0.03811895,1.88706188
-4.67933967,4.92873661,0.40621764,0.05394661,0.00609335,0.69395739,3.22205237,1.93529902,0.03949683,1.93431952
-4.67333667,5.00834375,0.42329100,0.05472632,0.00620953,0.70645827,3.30990636,1.94578094,0.04081227,1.97986727
-4.66733367,5.08240493,0.43928542,0.05555721,0.00634365,0.71798240,3.39198970,1.95493039,0.04203708,2.02255945
-4.66133067,5.14862475,0.45387189,0.05639928,0.00648899,0.72818740,3.46624278,1.96225208,0.04314313,2.06122987
-4.65532766,5.20472141,0.46673435,0.05721419,0.00663914,0.73673713,3.53065655,1.96721744,0.04410327,2.09472930
-4.64932466,5.24851300,0.47758000,0.05796626,0.00678812,0.74331446,3.58333922,1.96929117,0.04489236,2.12196462
-4.64332166,5.27800454,0.48614915,0.05862353,0.00693040,0.74763393,3.62258197,1.96795979,0.04548821,2.14193795
