energy_ev,total_up,Bi_p_up,Bi_d_up,Hf_p_up,Hf_d_up,Se_s_up,Se_p_up
-5.73586793,3.05858469,0.67335350,0.00892321,1.40915121,1.31565536,0.02948085,1.62649648
-5.72986493,3.10319612,0.67213199,0.00896159,1.43542457,1.34101269,0.03051158,1.66282466
-5.72386193,3.15097490,0.67021786,0.00899629,1.46247571,1.36828469,0.03157850,1.70289237
-5.71785893,3.20222526,0.66773779,0.00902836,1.49038102,1.39753852,0.03268326,1.74681371
-5.71185593,3.25728117,0.66483275,0.00905892,1.51923388,1.42884176,0.03382764,1.79470764
-5.70585293,3.31650390,0.66165660,0.00908927,1.54914382,1.46226333,0.03501354,1.84669731
-5.69984992,3.38027911,0.65837478,0.00912082,1.58023565,1.49787437,0.03624280,1.90290876
-5.69384692,3.44901300,0.65516334,0.00915515,1.61264840,1.53574878,0.03751719,1.96346870
-5.68784392,3.52312733,0.65220789,0.00919400,1.64653402,1.57596337,0.03883826,2.02850142
-5.68184092,3.60305269,0.64970246,0.00923930,1.68205567,1.61859728,0.04020719,2.09812458
-5.67583792,3.68921982,0.64784815,0.00929312,1.71938532,1.66373056,0.04162462,2.17244385
-5.66983492,3.78204852,0.64685128,0.00935768,1.75870072,1.71144184,0.04309045,2.25154641
-5.66383192,3.88193402,0.64692096,0.00943532,1.80018121,1.76180466,0.04460363,2.33549323
-5.65782891,3.98923068,0.64826586,0.00952842,1.84400262,1.81488282,0.04616194,2.42431029
-5.65182591,4.10423311,0.65109029,0.00963939,1.89033080,1.87072434,0.04776167,2.51797882
-5.64582291,4.22715496,0.65558930,0.00977054,1.93931405,1.92935439,0.04939749,2.61642483
-5.63981991,4.35810582,0.66194304,0.00992400,1.99107421,1.99076706,0.05106216,2.71950798
-5.63381691,4.49706689,0.67031031,0.01010163,2.04569671,2.05491639,0.05274637,2.82701039
-5.62781391,4.64386611,0.68082164,0.01030489,2.10321967,2.12170681,0.05443868,2.93862551
-5.62181091,4.79815380,0.69357194,0.01053476,2.16362232,2.19098322,0.05612538,3.05394752
-5.61580790,4.95937975,0.70861314,0.01079160,2.22681324,2.26252137,0.05779063,3.17246171
-5.60980490,5.12677300,0.72594714,0.01107505,2.29261864,2.33601862,0.05941653,3.29353629
-5.60380190,5.29932543,0.74551934,0.01138398,2.36077150,2.41108589,0.06098337,3.41641612
-5.59779890,5.47578038,0.76721324,0.01171639,2.43090195,2.48724105,0.06246999,3.54021884
-5.59179590,5.65462753,0.79084651,0.01206940,2.50252963,2.56390445,0.06385415,3.66393398
-5.58579290,5.83410496,0.81616879,0.01243921,2.57505875,2.64039703,0.06511307,3.78642545
-5.57978989,6.01220956,0.84286162,0.01282113,2.64777646,2.71594146,0.06622400,3.90643801
-5.57378689,6.18671631,0.87054077,0.01320963,2.71985508,2.78966695,0.06716479,4.02260800
-5.56778389,6.35520704,0.89876110,0.01359843,2.79035887,2.86061775,0.06791455,4.13347877
-5.56178089,6.51510874,0.92702403,0.01398064,2.85825558,2.92776601,0.06845430,4.23752100
-5.55577789,6.66374134,0.95478760,0.01434884,2.92243305,2.99002866,0.06876749,4.33315780
-5.54977489,6.79837415,0.98147895,0.01469534,2.98172085,3.04628858,0.06884065,4.41879471
-5.54377189,6.91629005,1.00650889,0.01501231,3.03491668,3.09541954,0.06866379,4.49285397
-5.53776888,7.01485581,1.02928816,0.01529203,3.08081696,3.13631447,0.06823084,4.55381245
-5.53176588,7.09159653,1.04924489,0.01552713,3.11825098,3.16791639,0.06753993,4.60024246
-5.52576288,7.14427200,1.06584253,0.01571076,3.14611722,3.18925091,0.06659357,4.63085414
-5.51975988,7.17095210,1.07859770,0.01583686,3.16342097,3.19945930,0.06539875,4.64453796
-5.51375688,7.17008838,1.08709713,0.01590034,3.16931140,3.19783079,0.06396684,4.64040596
-5.50775388,7.14057891,1.09101296,0.01589729,3.16311674,3.18383261,0.06231352,4.61782975
-5.50175088,7.08182330,1.09011584,0.01582510,3.14437594,3.15713669,0.06045846,4.57647371
-5.49574787,6.99376519,1.08428500,0.01568261,3.11286513,3.11764125,0.05842501,4.51632157
-5.48974487,6.87691989,1.07351502,0.01547014,3.06861762,3.06548645,0.05623977,4.43769488
-5.48374187,6.73238523,1.05791875,0.01518960,3.01193627,3.00106294,0.05393208,4.34126211
-5.47773887,6.56183447,1.03772628,0.01484438,2.94339731,2.92501254,0.05153349,4.22803743
-5.47173587,6.36749087,1.01327990,0.01443935,2.86384517,2.83822088,0.04907717,4.09936867
-5.46573287,6.15208421,0.98502518,0.01398074,2.77437835,2.74180184,0.04659728,3.95691454
-5.45972986,5.91879058,0.95349863,0.01347596,2.67632657,2.63707418,0.04412838,3.80261149
-5.45372686,5.67115730,0.91931217,0.01293343,2.57122012,2.52553135,0.04170482,3.63863135
-5.44772386,5.41301589,0.88313538,0.01236238,2.46075253,2.40880529,0.03936011,3.46733113
-5.44172086,5.14838614,0.84567596,0.01177257,2.34673808,2.28862592,0.03712640,3.29119686
-5.43571786,4.88137517,0.80765938,0.01117408,2.23106580,2.16677777,0.03503393,3.11278373
-5.42971486,4.61607532,0.76980839,0.01057704,2.11565201,2.04505554,0.03311061,2.93465468
-5.42371186,4.35646472,0.73282340,0.00999139,2.00239303,1.92522045,0.03138157,2.75932006
-5.41770885,4.10631449,0.69736417,0.00942663,1.89312014,1.80895896,0.02986889,2.58918050
-5.41170585,3.86910560,0.66403371,0.00889165,1.78955825,1.69784559,0.02859132,2.42647523
-5.40570285,3.64795844,0.63336474,0.00839451,1.69328974,1.59331091,0.02756413,2.27323756
-5.39969985,3.44557708,0.60580917,0.00794236,1.60572457,1.49661599,0.02679902,2.13125898
-5.39369685,3.26420951,0.58173071,0.00754124,1.52807725,1.40883371,0.02630411,2.00206285
-5.38769385,3.10562449,0.56140075,0.00719612,1.46135107,1.33083741,0.02608401,1.88688806
-5.38169085,2.97110466,0.54499741,0.00691076,1.40632948,1.26329673,0.02614000,1.78668260
-5.37568784,2.86145492,0.53260735,0.00668780,1.36357425,1.20668016,0.02647016,1.70210667
-5.36968484,2.77702442,0.52423031,0.00652874,1.33342966,1.16126375,0.02706965,1.63354420
-5.36368184,2.71774009,0.51978561,0.00643402,1.31603184,1.12714490,0.02793102,1.58112166
-5.35767884,2.68314909,0.51912031,0.00640308,1.31132215,1.10426006,0.02904447,1.54473266
-5.35167584,2.67246756,0.52201857,0.00643447,1.31906357,1.09240530,0.03039817,1.52406660
-5.34567284,2.68463295,0.52821155,0.00652595,1.33885883,1.09125832,0.03197858,1.51863969
-5.33966983,2.71835732,0.53738750,0.00667457,1.37016945,1.10040077,0.03377076,1.52782685
-5.33366683,2.77217926,0.54920170,0.00687681,1.41233464,1.11933982,0.03575858,1.55089276
-5.32766383,2.84451247,0.56328580,0.00712866,1.46458957,1.14752803,0.03792497,1.58702093
-5.32166083,2.93368951,0.57925646,0.00742571,1.52608236,1.18438076,0.04025214,1.63533975
-5.31565783,3.03799961,0.59672308,0.00776326,1.59588979,1.22929064,0.04272167,1.69494462
-5.30965483,3.15572005,0.61529467,0.00813635,1.67303145,1.28163893,0.04531465,1.76491604
-5.30365183,3.28514089,0.63458570,0.00853990,1.75648273,1.34080348,0.04801172,1.84433316
-5.29764882,3.42458363,0.65422131,0.00896869,1.84518684,1.40616379,0.05079314,1.93228327
-5.29164582,3.57241414,0.67384161,0.00941749,1.93806620,1.47710317,0.05363878,2.02786745
-5.28564282,3.72705110,0.69310566,0.00988106,2.03403376,1.55300874,0.05652816,2.13020298
-5.27963982,3.88697083,0.71169489,0.01035426,2.13200451,1.63326976,0.05944045,2.23842337
-5.27363682,4.05070973,0.72931625,0.01083202,2.23090764,1.71727488,0.06235453,2.35167662
-5.26763382,4.21686552,0.74570525,0.01130948,2.32969935,1.80440904,0.06524907,2.46912274
-5.26163082,4.38409815,0.76062870,0.01178197,2.42737664,1.89405062,0.06810265,2.58993120
-5.25562781,4.55113141,0.77388740,0.01224512,2.52299170,1.98556937,0.07089392,2.71327914
-5.24962481,4.71675560,0.78531846,0.01269489,2.61566678,2.07832563,0.07360188,2.83835079
-5.24362181,4.87983193,0.79479741,0.01312763,2.70460917,2.17167104,0.07620612,2.96433868
-5.23761881,5.03929843,0.80223974,0.01354011,2.78912550,2.26495115,0.07868721,3.09044677
-5.23161581,5.19417745,0.80760183,0.01392960,2.86863498,2.35750984,0.08102707,3.21589562
-5.22561281,5.34358416,0.81088113,0.01429390,2.94268072,2.44869536,0.08320941,3.33992951
-5.21960980,5.48673559,0.81211540,0.01463132,3.01093850,2.53786810,0.08522016,3.46182501
-5.21360680,5.62295947,0.81138096,0.01494077,3.07322235,2.62440936,0.08704791,3.58090072
-5.20760380,5.75170195,0.80878979,0.01522168,3.12948639,2.70773093,0.08868432,3.69652753
-5.20160080,5.87253353,0.80448568,0.01547404,3.17982255,2.78728490,0.09012444,3.80813856
-5.19559780,5.98515231,0.79863931,0.01569834,3.22445384,2.86257313,0.09136703,3.91523828
-5.18959480,6.08938392,0.79144243,0.01589549,3.26372340,2.93315584,0.09241473,4.01740989
-5.18359180,6.18517769,0.78310140,0.01606680,3.29807912,2.99865888,0.09327407,4.11432038
-5.17758879,6.27259869,0.77383029,0.01621388,3.32805464,3.05877902,0.09395549,4.20572278
-5.17158579,6.35181562,0.76384379,0.01633853,3.35424696,3.11328722,0.09447306,4.29145503
-5.16558279,6.42308485,0.75335019,0.01644266,3.37729176,3.16202930,0.09484421,4.37143552
-5.15957979,6.48673100,0.74254493,0.01652821,3.39783707,3.20492419,0.09508921,4.44565503
-5.15357679,6.54312487,0.73160477,0.01659701,3.41651660,3.24195963,0.09523062,4.51416564
-5.14757379,6.59265975,0.72068294,0.01665073,3.43392363,3.27318569,0.09529260,4.57706687
-5.14157079,6.63572722,0.70990559,0.01669078,3.45058681,3.29870628,0.09530016,4.63448986
-5.13556778,6.67269378,0.69936948,0.01671827,3.46694870,3.31866935,0.09527841,4.68658059
-5.12956478,6.70387967,0.68914127,0.01673395,3.48334843,3.33325621,0.09525172,4.73348296
-5.12356178,6.72954122,0.67925812,0.01673821,3.50000908,3.34267077,0.09524295,4.77532309
-5.11755878,6.74985797,0.66972989,0.01673110,3.51703053,3.34712928,0.09527279,4.81219587
-5.11155578,6.76492559,0.66054249,0.01671231,3.53438848,3.34685135,0.09535910,4.84415482
-5.10555278,6.77475533,0.65166245,0.01668128,3.55193956,3.34205285,0.09551640,4.87120623
-5.09954977,6.77928060,0.64304231,0.01663722,3.56943270,3.33294119,0.09575549,4.89330828
-5.09354677,6.77837058,0.63462663,0.01657927,3.58652636,3.31971340,0.09608323,4.91037559
-5.08754377,6.77185055,0.62635832,0.01650651,3.60281098,3.30255715,0.09650244,4.92228934
-5.08154077,6.75952827,0.61818488,0.01641817,3.61783575,3.28165481,0.09701196,4.92891266
-5.07553777,6.74122512,0.61006434,0.01631366,3.63113868,3.25719023,0.09760684,4.93011074
-5.06953477,6.71681054,0.60197062,0.01619274,3.64227851,3.22935790,0.09827862,4.92577473
-5.06353177,6.68623788,0.59389786,0.01605557,3.65086702,3.19837382,0.09901581,4.91584809
-5.05752876,6.64957971,0.58586376,0.01590282,3.65660034,3.16448738,0.09980431,4.90035390
-5.05152576,6.60706026,0.57791159,0.01573572,3.65928750,3.12799319,0.10062797,4.87942147
-5.04552276,6.55908303,0.57011077,0.01555611,3.65887481,3.08924211,0.10146913,4.85331039
-5.03951976,6.50625133,0.56255602,0.01536641,3.65546477,3.04865023,0.10230918,4.82243026
-5.03351676,6.44938010,0.55536505,0.01516965,3.64932822,3.00670507,0.10312907,4.78735448
-5.02751376,6.38949742,0.54867488,0.01496938,3.64090894,2.96396798,0.10390976,4.74882661
-5.02151076,6.32783485,0.54263690,0.01476958,3.63082005,2.92107228,0.10463265,4.70775828
-5.01550775,6.26580597,0.53741085,0.01457458,3.61983210,2.87871643,0.10527990,4.66521790
-5.00950475,6.20497348,0.53315793,0.01438887,3.60885285,2.83765237,0.10583467,4.62241004
-5.00350175,6.14700534,0.53003334,0.01421702,3.59889951,2.79866887,0.10628128,4.58064569
-4.99749875,6.09362167,0.52817851,0.01406341,3.59106422,2.76257056,0.10660531,4.54130437
-4.99149575,6.04653410,0.52771335,0.01393213,3.58647424,2.73015314,0.10679362,4.50578941
-4.98549275,6.00738025,0.52872887,0.01382677,3.58624831,2.70217608,0.10683432,4.47547811
-4.97948974,5.97765629,0.53128045,0.01375026,3.59145114,2.67933373,0.10671672,4.45166920
-4.97348674,5.95865059,0.53538214,0.01370469,3.60304805,2.66222654,0.10643123,4.43552990
-4.96748374,5.95138208,0.54100228,0.01369121,3.62186180,2.65133371,0.10596928,4.42804530
-4.96148074,5.95654632,0.54806068,0.01370994,3.64853367,2.64698886,0.10532330,4.42997263
-4.95547774,5.97447248,0.55642762,0.01375986,3.68349072,2.64936021,0.10448666,4.44180292
-4.94947474,6.00509385,0.56592480,0.01383888,3.72692087,2.65843634,0.10345368,4.46373227
-4.94347174,6.04793387,0.57632834,0.01394378,3.77875704,2.67401884,0.10221978,4.49564436
-4.93746873,6.10210891,0.58737387,0.01407036,3.83867141,2.69572215,0.10078152,4.53710551
-4.93146573,6.16634846,0.59876354,0.01421353,3.90608002,2.72298123,0.09913688,4.58737277
-4.92546273,6.23903215,0.61017487,0.01436748,3.98015770,2.75506668,0.09728546,4.64541489
-4.91945973,6.31824232,0.62127111,0.01452593,4.05986274,2.79110693,0.09522874,4.70994549
-4.91345673,6.40183003,0.63171275,0.01468229,4.14397009,2.83011650,0.09297045,4.77946671
-4.90745373,6.48749152,0.64116980,0.01483000,4.23111160,2.87102907,0.09051677,4.85232161
-4.90145073,6.57285163,0.64933423,0.01496275,4.31982141,2.91273378,0.08787669,4.92675248
-4.89544772,6.65555029,0.65593227,0.01507475,4.40858433,2.95411318,0.08506216,5.00096254
-4.88944472,6.73332795,0.66073567,0.01516099,4.49588498,2.99408074,0.08208828,5.07317788
-4.88344172,6.80410603,0.66357179,0.01521748,4.58025540,3.03161645,0.07897338,5.14170675
-4.87743872,6.86605846,0.66433169,0.01524142,4.66031909,3.06579865,0.07573893,5.20499365
-4.87143572,6.91767133,0.66297610,0.01523132,4.73482971,3.09583081,0.07240943,5.26166557
-4.86543272,6.95778794,0.65953870,0.01518716,4.80270279,3.12106215,0.06901212,5.31056883
-4.85942971,6.98563768,0.65412670,0.01511033,4.86303970,3.14100129,0.06557662,5.35079515
-4.85342671,7.00084792,0.64691851,0.01500368,4.91514306,3.15532282,0.06213444,5.38169627
-4.84742371,7.00343915,0.63815871,0.01487138,4.95852383,3.16386672,0.05871838,5.40288737
-4.84142071,6.99380431,0.62815033,0.01471880,4.99290024,3.16663121,0.05536195,5.41423981
-4.83541771,6.97267427,0.61724496,0.01455234,5.01818964,3.16375988,0.05209864,5.41586452
-4.82941471,6.94107196,0.60583088,0.01437915,5.03449420,3.15552407,0.04896131,5.40808760
-4.82341171,6.90025793,0.59431999,0.01420695,5.04208198,3.14230198,0.04598141,5.39142026
-4.81740870,6.85167084,0.58313383,0.01404369,5.04136474,3.12455567,0.04318847,5.36652494
-4.81140570,6.79686571,0.57268945,0.01389731,5.03287407,3.10280739,0.04060946,5.33417996
-4.80540270,6.73745335,0.56338569,0.01377548,5.01723708,3.07761653,0.03826834,5.29524449
-4.79939970,6.67504337,0.55559029,0.01368531,4.99515286,3.04955812,0.03618570,5.25062556
-4.79339670,6.61119319,0.54962843,0.01363319,4.96737055,3.01920396,0.03437848,5.20124845
-4.78739370,6.54736447,0.54577303,0.01362453,4.93466968,2.98710666,0.03285984,5.14803133
-4.78139070,6.48488807,0.54423719,0.01366365,4.89784300,2.95378721,0.03163912,5.09186470
-4.77538769,6.42493788,0.54516870,0.01375368,4.85768174,2.91972586,0.03072193,5.03359560
-4.76938469,6.36851314,0.54864710,0.01389645,4.81496315,2.88535622,0.03011027,4.97401636
-4.76338169,6.31642878,0.55468281,0.01409252,4.77043984,2.85106223,0.02980282,4.91385731
-4.75737869,6.26931247,0.56321852,0.01434115,4.72483040,2.81717731,0.02979519,4.85378253
-4.75137569,6.22760724,0.57413251,0.01464035,4.67881078,2.78398529,0.03008025,4.79438799
-4.74537269,6.19157820,0.58724361,0.01498699,4.63300593,2.75172238,0.03064852,4.73620093
-4.73936968,6.16132206,0.60231757,0.01537687,4.58798137,2.72057959,0.03148845,4.67967986
-4.73336668,6.13677824,0.61907440,0.01580483,4.54423461,2.69070530,0.03258678,4.62521455
-4.72736368,6.11774067,0.63719649,0.01626491,4.50218625,2.66220747,0.03392879,4.57312542
-4.72136068,6.10386958,0.65633712,0.01675047,4.46217123,2.63515541,0.03549858,4.52366242
-4.71535768,6.09470303,0.67612911,0.01725434,4.42443056,2.60958098,0.03727927,4.47700324
-4.70935468,6.08966811,0.69619334,0.01776895,4.38910404,2.58547939,0.03925309,4.43325112
-4.70335168,6.08809199,0.71614703,0.01828653,4.35622474,2.56280973,0.04140156,4.39243288
-4.69734867,6.08921333,0.73561161,0.01879918,4.32571586,2.54149557,0.04370547,4.35449750
-4.69134567,6.09219436,0.75421999,0.01929908,4.29739062,2.52142584,0.04614494,4.31931583
-4.68534267,6.09613431,0.77162331,0.01977857,4.27095557,2.50245634,0.04869941,4.28668214
-4.67933967,6.10008452,0.78749704,0.02023034,4.24601784,2.48441215,0.05134760,4.25631765
-4.67333667,6.10306546,0.80154641,0.02064753,4.22209624,2.46709105,0.05406748,4.22787668
-4.66733367,6.10408576,0.81351121,0.02102384,4.19863621,2.45026805,0.05683623,4.20095514
-4.66133067,6.10216319,0.82316987,0.02135369,4.17502813,2.43370106,0.05963023,4.17510162
-4.65532766,6.09634696,0.83034293,0.02163228,4.15062847,2.41713748,0.06242509,4.14983061
-4.64932466,6.08574099,0.83489570,0.02185568,4.12478294,2.40032158,0.06519563,4.12463748
-4.64332166,6.06952725,0.83674029,0.02202095,4.09685072,2.38300231,0.06791601,4.09901454
-4.63731866,6.04698832,0.83583674,0.02212614,4.06622888,2.36494128,0.07055979,4.07246779
-4.63131566,6.01752836,0.83219349,0.02217036,4.03237577,2.34592054,0.07310015,4.04453331
-4.62531266,5.98069152,0.82586688,0.02215379,3.99483275,2.32574983,0.07551006,4.01479294
-4.61930965,5.93617718,0.81695988,0.02207766,3.95324321,2.30427310,0.07776256,3.98288848
-4.61330665,5.88385132,0.80561991,0.02194421,3.90736829,2.28137393,0.07983111,3.94853395
-4.60730365,5.82375369,0.79203587,0.02175666,3.85709886,2.25697993,0.08168990,3.91152553
-4.60130065,5.75610051,0.77643432,0.02151910,3.80246348,2.23106587,0.08331436,3.87174899
-4.59529765,5.68128286,0.75907502,0.02123642,3.74363216,2.20365553,0.08468153,3.82918440
-4.58929465,5.59986078,0.74024576,0.02091419,3.68091603,2.17482256,0.08577061,3.78390822
-4.58329165,5.51255349,0.72025677,0.02055852,3.61476317,2.14469004,0.08656348,3.73609282
-4.57728864,5.42022619,0.69943475,0.02017597,3.54575080,2.11342926,0.08704518,3.68600360
-4.57128564,5.32387388,0.67811663,0.01977338,3.47457425,2.08125748,0.08720442,3.63399394
-4.56528264,5.22460267,0.65664334,0.01935775,3.40203303,2.04843490,0.08703405,3.58049807
-4.55927964,5.12360906,0.63535362,0.01893611,3.32901443,2.01526091,0.08653145,3.52602225
-4.55327664,5.02215767,0.61457809,0.01851540,3.25647495,1.98206951,0.08569887,3.47113424
-4.54727364,4.92155763,0.59463357,0.01810234,3.18541994,1.94922399,0.08454361,3.41645134
-4.54127064,4.82313807,0.57581796,0.01770336,3.11688166,1.91711077,0.08307814,3.36262709
-4.53526763,4.72822286,0.55840558,0.01732447,3.05189626,1.88613240,0.08132005,3.31033680
-4.52926463,4.63810502,0.54264306,0.01697119,2.99147984,1.85669971,0.07929183,3.26026212
-4.52326163,4.55402093,0.52874595,0.01664851,2.93660404,1.82922312,0.07702058,3.21307481
-4.51725863,4.47712487,0.51689590,0.01636077,2.88817167,1.80410322,0.07453748,3.16942004
-4.51125563,4.40846424,0.50723857,0.01611168,2.84699282,1.78172085,0.07187720,3.12989971
-4.50525263,4.34895607,0.49988218,0.01590421,2.81376220,1.76242682,0.06907714,3.09505598
-4.49924962,4.29936547,0.49489675,0.01574062,2.78903834,1.74653173,0.06617664,3.06535595
-4.49324662,4.26028678,0.49231403,0.01562243,2.77322547,1.73429627,0.06321607,3.04117770
-4.48724362,4.23212818,0.49212805,0.01555041,2.76655893,1.72592240,0.06023593,3.02279864
-4.48124062,4.21510056,0.49429637,0.01552455,2.76909483,1.72154600,0.05727593,3.01038660
-4.47523762,4.20921143,0.49874198,0.01554415,2.78070478,1.72123136,0.05437413,3.00399432
-4.46923462,4.21426436,0.50535572,0.01560779,2.80107618,1.72496797,0.05156616,3.00355770
-4.46323162,4.22986447,0.51399938,0.01571337,2.82971856,1.73266986,0.04888445,3.00889831
-4.45722861,4.25543002,0.52450925,0.01585823,2.86597607,1.74417784,0.04635771,3.01973001
-4.45122561,4.29021006,0.53670014,0.01603911,2.90904607,1.75926450,0.04401042,3.03566980
-4.44522261,4.33330768,0.55036975,0.01625231,2.95800325,1.77764193,0.04186249,3.05625243
-4.43921961,4.38370800,0.56530329,0.01649374,3.01182878,1.79897200,0.03992914,3.08094831
-4.43321661,4.44031003,0.58127824,0.01675898,3.06944325,1.82287851,0.03822075,3.10918385
-4.42721361,4.50196101,0.59806906,0.01704339,3.12974229,1.84896094,0.03674298,3.14036341
-4.42121061,4.56749182,0.61545176,0.01734224,3.19163330,1.87680888,0.03549691,3.17389178
-4.41520760,4.63575184,0.63320816,0.01765071,3.25407181,1.90601659,0.03447931,3.20919602
-4.40920460,4.70564186,0.65112972,0.01796403,3.31609583,1.93619691,0.03368296,3.24574577
-4.40320160,4.77614353,0.66902078,0.01827756,3.37685657,1.96699379,0.03309699,3.28307086
-4.39719860,4.84634412,0.68670117,0.01858682,3.43564432,1.99809285,0.03270736,3.32077546
-4.39119560,4.91545551,0.70400805,0.01888758,3.49190807,2.02922956,0.03249724,3.35854814
-4.38519260,4.98282701,0.72079708,0.01917588,3.54526820,2.06019454,0.03244749,3.39616742
-4.37918959,5.04795146,0.73694273,0.01944810,3.59552164,2.09083597,0.03253708,3.43350268
-4.37318659,5.11046482,0.75233804,0.01970097,3.64263929,2.12105902,0.03274358,3.47051050
-4.36718359,5.17013966,0.76689372,0.01993159,3.68675612,2.15082246,0.03304355,3.50722689
-4.36118059,5.22687334,0.78053672,0.02013749,3.72815425,2.18013288,0.03341306,3.54375590
-4.35517759,5.28067183,0.79320859,0.02031658,3.76724030,2.20903686,0.03382804,3.58025545
-4.34917459,5.33163038,0.80486362,0.02046723,3.80451789,2.23761163,0.03426478,3.61692116
-4.34317159,5.37991227,0.81546694,0.02058824,3.84055682,2.26595485,0.03470032,3.65396917
-4.33716858,5.42572706,0.82499287,0.02067889,3.87596051,2.29417404,0.03511287,3.69161879
-4.33116558,5.46930928,0.83342354,0.02073889,3.91133306,2.32237622,0.03548224,3.73007589
-4.32516258,5.51089884,0.84074787,0.02076846,3.94724749,2.35065826,0.03579020,3.76951763
-4.31915958,5.55072381,0.84696113,0.02076832,3.98421663,2.37909830,0.03602084,3.81007932
-4.31315658,5.58898628,0.85206494,0.02073965,4.02266758,2.40774848,0.03616088,3.85184354
-4.30715358,5.62585148,0.85606788,0.02068415,4.06292088,2.43662936,0.03619994,3.89483193
