energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.89194597,1.86249526,0.01758146,0.00000000,0.01211284,0.15916377,0.02187753,1.07175158,0.56271301,0.33392935
-5.88594297,1.86754917,0.01778129,0.00000000,0.01203173,0.16008005,0.02099886,1.07409998,0.56828387,0.33731956
-5.87993997,1.86699843,0.01791197,0.00000000,0.01191814,0.16061096,0.02008203,1.07309998,0.57172347,0.33975441
-5.87393697,1.86075457,0.01797186,0.00000000,0.01177713,0.16066987,0.01913806,1.06880478,0.57299282,0.34112728
-5.86793397,1.84886183,0.01796078,0.00000000,0.01161407,0.16018938,0.01817732,1.06133547,0.57210817,0.34136323
-5.86193097,1.83151036,0.01788017,0.00000000,0.01143451,0.15912307,0.01720942,1.05088765,0.56914443,0.34042339
-5.85592796,1.80904562,0.01773316,0.00000000,0.01124399,0.15744683,0.01624318,1.03773605,0.56423716,0.33830832
-5.84992496,1.78197303,0.01752470,0.00000000,0.01104787,0.15515962,0.01528662,1.02223652,0.55758287,0.33506014
-5.84392196,1.75095711,0.01726151,0.00000000,0.01085121,0.15228367,0.01434696,1.00482495,0.54943740,0.33076331
-5.83791896,1.71681443,0.01695205,0.00000000,0.01065857,0.14886408,0.01343070,0.98601281,0.54011246,0.32554381
-5.83191596,1.68050030,0.01660638,0.00000000,0.01047390,0.14496777,0.01254364,0.96637917,0.52997011,0.31956678
-5.82591296,1.64308918,0.01623590,0.00000000,0.01030039,0.14068186,0.01169096,0.94655917,0.51941544,0.31303256
-5.81990995,1.60574927,0.01585317,0.00000000,0.01014040,0.13611147,0.01087727,0.92722933,0.50888754,0.30617127
-5.81390695,1.56971208,0.01547148,0.00000000,0.00999541,0.13137706,0.01010665,0.90908990,0.49884902,0.29923610
-5.80790395,1.53623797,0.01510455,0.00000000,0.00986593,0.12661142,0.00938270,0.89284500,0.48977448,0.29249564
-5.80190095,1.50657888,0.01476606,0.00000000,0.00975157,0.12195639,0.00870853,0.87918118,0.48213823,0.28622529
-5.79589795,1.48193981,0.01446925,0.00000000,0.00965103,0.11755947,0.00808682,0.86874522,0.47640174,0.28069850
-5.78989495,1.46344034,0.01422647,0.00000000,0.00956219,0.11357049,0.00751979,0.86212196,0.47300121,0.27617775
-5.78389195,1.45207793,0.01404876,0.00000000,0.00948222,0.11013830,0.00700918,0.85981324,0.47233574,0.27290599
-5.77788894,1.44869428,0.01394545,0.00000000,0.00940773,0.10740781,0.00655626,0.86221854,0.47475638,0.27109861
-5.77188594,1.45394617,0.01392383,0.00000000,0.00933491,0.10551732,0.00616181,0.86961833,0.48055657,0.27093648
-5.76588294,1.46828190,0.01398885,0.00000000,0.00925969,0.10459617,0.00582608,0.88216070,0.48996411,0.27256012
-5.75987994,1.49192420,0.01414289,0.00000000,0.00917798,0.10476293,0.00554879,0.89985194,0.50313499,0.27606536
-5.75387694,1.52486038,0.01438564,0.00000000,0.00908580,0.10612398,0.00532915,0.92255145,0.52014917,0.28150058
-5.74787394,1.56683997,0.01471405,0.00000000,0.00897948,0.10877248,0.00516584,0.94997127,0.54100849,0.28886561
-5.74187094,1.61738007,0.01512233,0.00000000,0.00885583,0.11278780,0.00505704,0.98168041,0.56563659,0.29811234
-5.73586793,1.67577819,0.01560213,0.00000000,0.00871227,0.11823527,0.00500045,1.01711382,0.59388089,0.30914692
-5.72986493,1.74113213,0.01614270,0.00000000,0.00854694,0.12516617,0.00499338,1.05558595,0.62551657,0.32183357
-5.72386193,1.81236627,0.01673122,0.00000000,0.00835879,0.13361800,0.00503278,1.09630844,0.66025227,0.33599964
-5.71785893,1.88826335,0.01735313,0.00000000,0.00814766,0.14361476,0.00511534,1.13841141,0.69773741,0.35144188
-5.71185593,1.96750074,0.01799257,0.00000000,0.00791423,0.15516740,0.00523755,1.18096788,0.73757096,0.36793358
-5.70585293,2.04868993,0.01863286,0.00000000,0.00766009,0.16827410,0.00539590,1.22302043,0.77931133,0.38523222
-5.69984992,2.13041789,0.01925699,0.00000000,0.00738764,0.18292055,0.00558688,1.26360939,0.82248709,0.40308747
-5.69384692,2.21128914,0.01984811,0.00000000,0.00710009,0.19908005,0.00580721,1.30180160,0.86660844,0.42124909
-5.68784392,2.28996678,0.02039012,0.00000000,0.00680130,0.21671335,0.00605393,1.33671891,0.91117893,0.43947452
-5.68184092,2.36521148,0.02086807,0.00000000,0.00649575,0.23576839,0.00632457,1.36756546,0.95570722,0.45753574
-5.67583792,2.43591684,0.02126873,0.00000000,0.00618844,0.25617968,0.00661724,1.39365282,0.99971870,0.47522529
-5.66983492,2.50114009,0.02158092,0.00000000,0.00588471,0.27786760,0.00693083,1.41442211,1.04276645,0.49236110
-5.66383192,2.56012694,0.02179590,0.00000000,0.00559021,0.30073741,0.00726507,1.42946248,1.08444151,0.50879005
-5.65782891,2.61232993,0.02190764,0.00000000,0.00531076,0.32467828,0.00762063,1.43852504,1.12438188,0.52439001
-5.65182591,2.65741943,0.02191300,0.00000000,0.00505224,0.34956216,0.00799922,1.44153192,1.16228035,0.53907055
-5.64582291,2.69528705,0.02181182,0.00000000,0.00482050,0.37524277,0.00840361,1.43857993,1.19789055,0.55277211
-5.63981991,2.72604133,0.02160696,0.00000000,0.00462125,0.40155478,0.00883758,1.42993864,1.23103130,0.56546381
-5.63381691,2.74999584,0.02130413,0.00000000,0.00445999,0.42831325,0.00930589,1.41604295,1.26158893,0.57714012
-5.62781391,2.76765022,0.02091179,0.00000000,0.00434190,0.45531350,0.00981417,1.39748010,1.28951753,0.58781646
-5.62181091,2.77966478,0.02044079,0.00000000,0.00427177,0.48233157,0.01036870,1.37497164,1.31483706,0.59752414
-5.61580790,2.78682972,0.01990409,0.00000000,0.00425387,0.50912529,0.01097620,1.34935080,1.33762935,0.60630484
-5.60980490,2.79003006,0.01931629,0.00000000,0.00429187,0.53543622,0.01164351,1.32153596,1.35803206,0.61420491
-5.60380190,2.79020767,0.01869320,0.00000000,0.00438875,0.56099233,0.01237727,1.29250102,1.37623075,0.62126994
-5.59779890,2.78832172,0.01805134,0.00000000,0.00454668,0.58551170,0.01318350,1.26324370,1.39244942,0.62753973
-5.59179590,2.78530927,0.01740738,0.00000000,0.00476693,0.60870702,0.01406719,1.23475273,1.40693965,0.63304402
-5.58579290,2.78204722,0.01677766,0.00000000,0.00504978,0.63029101,0.01503185,1.20797503,1.41996889,0.63779921
-5.57978989,2.77931720,0.01617768,0.00000000,0.00539438,0.64998259,0.01607911,1.18378406,1.43180825,0.64180615
-5.57378689,2.77777476,0.01562161,0.00000000,0.00579875,0.66751361,0.01720829,1.16295036,1.44272024,0.64504916
-5.56778389,2.77792392,0.01512188,0.00000000,0.00625966,0.68263607,0.01841604,1.14611534,1.45294708,0.64749628
-5.56178089,2.78009802,0.01468884,0.00000000,0.00677263,0.69512949,0.01969609,1.13376931,1.46270004,0.64910075
-5.55577789,2.78444771,0.01433043,0.00000000,0.00733191,0.70480820,0.02103907,1.12623452,1.47215017,0.64980350
-5.54977489,2.79093644,0.01405198,0.00000000,0.00793057,0.71152830,0.02243241,1.12365380,1.48142125,0.64953668
-5.54377189,2.79934372,0.01385613,0.00000000,0.00856050,0.71519395,0.02386040,1.12598545,1.49058497,0.64822782
-5.53776888,2.80927596,0.01374274,0.00000000,0.00921263,0.71576283,0.02530444,1.13300446,1.49965904,0.64580458
-5.53176588,2.82018471,0.01370897,0.00000000,0.00987704,0.71325043,0.02674331,1.14431016,1.50860826,0.64219977
-5.52576288,2.83139151,0.01374947,0.00000000,0.01054319,0.70773305,0.02815366,1.15934011,1.51734887,0.63735633
-5.51975988,2.84211861,0.01385653,0.00000000,0.01120018,0.69934936,0.02951065,1.17738977,1.52575604,0.63123221
-5.51375688,2.85152440,0.01402044,0.00000000,0.01183701,0.68830043,0.03078858,1.19763725,1.53367449,0.62380481
-5.50775388,2.85874235,0.01422985,0.00000000,0.01244292,0.67484826,0.03196171,1.21917234,1.54093189,0.61507488
-5.50175088,2.86292199,0.01447216,0.00000000,0.01300767,0.65931285,0.03300509,1.24102870,1.54735458,0.60506968
-5.49574787,2.86327030,0.01473398,0.00000000,0.01352182,0.64206780,0.03389537,1.26221802,1.55278503,0.59384545
-5.48974487,2.85909203,0.01500161,0.00000000,0.01397708,0.62353475,0.03461162,1.28176485,1.55710018,0.58148889
-5.48374187,2.84982718,0.01526147,0.00000000,0.01436649,0.60417671,0.03513609,1.29874078,1.56022981,0.56811781
-5.47773887,2.83508404,0.01550061,0.00000000,0.01468466,0.58449041,0.03545484,1.31229660,1.56217398,0.55388083
-5.47173587,2.81466632,0.01570707,0.00000000,0.01492791,0.56499792,0.03555831,1.32169117,1.56301834,0.53895619
-5.46573287,2.78859293,0.01587029,0.00000000,0.01509436,0.54623767,0.03544161,1.32631590,1.56294623,0.52354962
-5.45972986,2.75710934,0.01598139,0.00000000,0.01518393,0.52875490,0.03510479,1.32571381,1.56224671,0.50789133
-5.45372686,2.72068962,0.01603344,0.00000000,0.01519827,0.51309174,0.03455280,1.31959254,1.56131736,0.49223215
-5.44772386,2.68002863,0.01602158,0.00000000,0.01514068,0.49977695,0.03379538,1.30783079,1.56066124,0.47683882
-5.44172086,2.63602431,0.01594310,0.00000000,0.01501587,0.48931536,0.03284665,1.29047799,1.56087742,0.46198858
-5.43571786,2.58975029,0.01579747,0.00000000,0.01482975,0.48217715,0.03172468,1.26774739,1.56264502,0.44796295
-5.42971486,2.54241956,0.01558616,0.00000000,0.01458916,0.47878685,0.03045081,1.24000303,1.56670065,0.43504097
-5.42371186,2.49534046,0.01531256,0.00000000,0.01430152,0.47951245,0.02904896,1.20774120,1.57380998,0.42349190
-5.41770885,2.44986644,0.01498169,0.00000000,0.01397457,0.48465449,0.02754483,1.17156733,1.58473419,0.41356754
-5.41170585,2.40734160,0.01459992,0.00000000,0.01361602,0.49443549,0.02596505,1.13216960,1.60019260,0.40549445
-5.40570285,2.36904420,0.01417467,0.00000000,0.01323331,0.50898999,0.02433637,1.09029033,1.62082302,0.39946614
-5.39969985,2.33613057,0.01371404,0.00000000,0.01283330,0.52835553,0.02268489,1.04669652,1.64714171,0.39563559
-5.39369685,2.30958192,0.01322648,0.00000000,0.01242212,0.55246486,0.02103534,1.00215106,1.67950488,0.39410839
-5.38769385,2.29015652,0.01272045,0.00000000,0.01200501,0.58114008,0.01941044,0.95738550,1.71807390,0.39493670
-5.38169085,2.27834953,0.01220410,0.00000000,0.01158618,0.61408889,0.01783044,0.91307588,1.76278628,0.39811452
-5.37568784,2.27436267,0.01168501,0.00000000,0.01116884,0.65090367,0.01631270,0.86982226,1.81333417,0.40357427
-5.36968484,2.27808516,0.01116995,0.00000000,0.01075520,0.69106355,0.01487144,0.82813287,1.86915227,0.41118530
-5.36368184,2.28908730,0.01066475,0.00000000,0.01034652,0.73394005,0.01351768,0.78841319,1.92941606,0.42075421
-5.35767884,2.30662723,0.01017415,0.00000000,0.00994328,0.77880629,0.01225919,0.75096034,1.99305139,0.43202736
-5.35167584,2.32967087,0.00970180,0.00000000,0.00954527,0.82484997,0.01110063,0.71596250,2.05875540,0.44469548
-5.34567284,2.35692442,0.00925025,0.00000000,0.00915178,0.87118997,0.01004380,0.68350325,2.12502852,0.45840039
-5.33966983,2.38687820,0.00882099,0.00000000,0.00876182,0.91689618,0.00908791,0.65357015,2.19021655,0.47274381
-5.33366683,2.41786008,0.00841461,0.00000000,0.00837424,0.96101219,0.00822991,0.62606699,2.25256119,0.48729778
-5.32766383,2.44809619,0.00803092,0.00000000,0.00798791,1.00258011,0.00746496,0.60082878,2.31025709,0.50161665
-5.32166083,2.47577628,0.00766911,0.00000000,0.00760188,1.04066661,0.00678678,0.57763852,2.36151301,0.51524993
-5.31565783,2.49912096,0.00732793,0.00000000,0.00721549,1.07438934,0.00618805,0.55624497,2.40461420,0.52775582
-5.30965483,2.51644767,0.00700590,0.00000000,0.00682843,1.10294261,0.00566087,0.53638029,2.43798347,0.53871466
-5.30365183,2.52623268,0.00670143,0.00000000,0.00644082,1.12562132,0.00519704,0.51777672,2.46023795,0.54774183
-5.29764882,2.52716632,0.00641304,0.00000000,0.00605322,1.14184208,0.00478844,0.50018168,2.47023900,0.55449967
-5.29164582,2.51819900,0.00613943,0.00000000,0.00566659,1.15116061,0.00442727,0.48337043,2.46713308,0.55870773
-5.28564282,2.49857639,0.00587960,0.00000000,0.00528228,1.15328473,0.00410624,0.46715599,2.45038163,0.56015112
-5.27963982,2.46786204,0.00563294,0.00000000,0.00490196,1.14808224,0.00381879,0.45139592,2.41977883,0.55868645
-5.27363682,2.42594713,0.00539921,0.00000000,0.00452751,1.13558338,0.00355913,0.43599596,2.37545660,0.55424520
-5.26763382,2.37304687,0.00517857,0.00000000,0.00416097,1.11597791,0.00332236,0.42091036,2.31787672,0.54683444
-5.26163082,2.30968439,0.00497152,0.00000000,0.00380443,1.08960675,0.00310440,0.40613941,2.24781086,0.53653480
-5.25562781,2.23666306,0.00477884,0.00000000,0.00345994,1.05694880,0.00290203,0.39172420,2.16630963,0.52349594
-5.24962481,2.15502895,0.00460153,0.00000000,0.00312943,1.01860343,0.00271280,0.37773935,2.07466243,0.50792961
-5.24362181,2.06602543,0.00444064,0.00000000,0.00281462,0.97526954,0.00253492,0.36428404,1.97435006,0.49010087
-5.23761881,1.97104233,0.00429723,0.00000000,0.00251701,0.92772216,0.00236721,0.35147207,1.86699261,0.47031765
-5.23161581,1.87156191,0.00417221,0.00000000,0.00223778,0.87678743,0.00220896,0.33942145,1.75429492,0.44891933
-5.22561281,1.76910447,0.00406625,0.00000000,0.00197780,0.82331735,0.00205980,0.32824422,1.63799212,0.42626478
-5.21960980,1.66517569,0.00397966,0.00000000,0.00173761,0.76816502,0.00191962,0.31803701,1.51979750,0.40272029
-5.21360680,1.56121804,0.00391235,0.00000000,0.00151741,0.71216144,0.00178846,0.30887276,1.40135474,0.37864811
-5.20760380,1.45856802,0.00386375,0.00000000,0.00131713,0.65609468,0.00166643,0.30079416,1.28419618,0.35439583
-5.20160080,1.35842077,0.00383278,0.00000000,0.00113637,0.60069206,0.00155361,0.29380891,1.16970825,0.33028702
-5.19559780,1.26180296,0.00381782,0.00000000,0.00097452,0.54660577,0.00145002,0.28788716,1.05910511,0.30661357
-5.18959480,1.16955450,0.00381677,0.00000000,0.00083077,0.49440228,0.00135556,0.28296105,0.95341056,0.28362977
-5.18359180,1.08231928,0.00382710,0.00000000,0.00070412,0.44455547,0.00127001,0.27892646,0.85344842,0.26154826
-5.17758879,1.00054438,0.00384588,0.00000000,0.00059350,0.39744358,0.00119298,0.27564663,0.75984071,0.24053794
-5.17158579,0.92448726,0.00386990,0.00000000,0.00049775,0.35334959,0.00112397,0.27295756,0.67301298,0.22072370
-5.16558279,0.85422971,0.00389578,0.00000000,0.00041571,0.31246465,0.00106234,0.27067481,0.59320580,0.20218778
-5.15957979,0.78969742,0.00392007,0.00000000,0.00034622,0.27489416,0.00100733,0.26860129,0.52049115,0.18497265
-5.15357679,0.73068366,0.00393940,0.00000000,0.00028822,0.24066587,0.00095815,0.26653563,0.45479244,0.16908498
-5.14757379,0.67687575,0.00395057,0.00000000,0.00024072,0.20973951,0.00091393,0.26428082,0.39590703,0.15450052
-5.14157079,0.62788271,0.00395070,0.00000000,0.00020289,0.18201736,0.00087384,0.26165246,0.34352990,0.14116961
-5.13556778,0.58326289,0.00393730,0.00000000,0.00017404,0.15735516,0.00083705,0.25848650,0.29727743,0.12902285
-5.12956478,0.54255023,0.00390840,0.00000000,0.00015370,0.13557305,0.00080282,0.25464593,0.25671035,0.11797685
-5.12356178,0.50527826,0.00386258,0.00000000,0.00014161,0.11646594,0.00077050,0.25002630,0.22135503,0.10793963
-5.11755878,0.47100100,0.00379904,0.00000000,0.00013776,0.09981318,0.00073956,0.24455973,0.19072263,0.09881565
-5.11155578,0.43931027,0.00371760,0.00000000,0.00014243,0.08538709,0.00070960,0.23821741,0.16432566,0.09051012
-5.10555278,0.40984899,0.00361875,0.00000000,0.00015617,0.07296034,0.00068038,0.23101056,0.14169166,0.08293265
-5.09954977,0.38232059,0.00350355,0.00000000,0.00017988,0.06231208,0.00065179,0.22298982,0.12237416,0.07600006
-5.09354677,0.35649448,0.00337368,0.00000000,0.00021479,0.05323272,0.00062392,0.21424322,0.10596075,0.06963847
-5.08754377,0.33220794,0.00323129,0.00000000,0.00026247,0.04552753,0.00059696,0.20489297,0.09207862,0.06378450
-5.08154077,0.30936494,0.00307899,0.00000000,0.00032491,0.03901903,0.00057128,0.19509127,0.08039781,0.05838592
-5.07553777,0.28793219,0.00291972,0.00000000,0.00040445,0.03354837,0.00054736,0.18501527,0.07063241,0.05340157
-5.06953477,0.26793328,0.00275669,0.00000000,0.00050380,0.02897591,0.00052581,0.17486170,0.06254010,0.04880084
-5.06353177,0.24944114,0.00259326,0.00000000,0.00062605,0.02518089,0.00050732,0.16484113,0.05592043,0.04456274
-5.05752876,0.23256972,0.00243287,0.00000000,0.00077464,0.02206075,0.00049268,0.15517236,0.05061204,0.04067472
-5.05152576,0.21746500,0.00227895,0.00000000,0.00095328,0.01952980,0.00048270,0.14607695,0.04648924,0.03713130
-5.04552276,0.20429618,0.00213480,0.00000000,0.00116590,0.01751779,0.00047828,0.13777422,0.04345809,0.03393265
-5.03951976,0.19324692,0.00200357,0.00000000,0.00141660,0.01596815,0.00048031,0.13047670,0.04145230,0.03108319
-5.03351676,0.18450738,0.00188816,0.00000000,0.00170949,0.01483621,0.00048967,0.12438622,0.04042910,0.02859029
-5.02751376,0.17826678,0.00179120,0.00000000,0.00204860,0.01408744,0.00050725,0.11969065,0.04036516,0.02646305
-5.02151076,0.17470693,0.00171497,0.00000000,0.00243769,0.01369566,0.00053387,0.11656122,0.04125267,0.02471133
-5.01550775,0.17399659,0.00166140,0.00000000,0.00288010,0.01364143,0.00057032,0.11515050,0.04309573,0.02334487
-5.00950475,0.17628667,0.00163201,0.00000000,0.00337857,0.01391053,0.00061731,0.11559094,0.04590698,0.02237268
-5.00350175,0.18170636,0.00162797,0.00000000,0.00393502,0.01449259,0.00067547,0.11799390,0.04970457,0.02180255
-4.99749875,0.19035995,0.00164999,0.00000000,0.00455036,0.01537984,0.00074534,0.12244914,0.05450938,0.02164072
-4.99149575,0.20232450,0.00169842,0.00000000,0.00522430,0.01656611,0.00082735,0.12902462,0.06034268,0.02189172
-4.98549275,0.21764814,0.00177317,0.00000000,0.00595519,0.01804586,0.00092186,0.13776673,0.06722396,0.02255831
-4.97948974,0.23634906,0.00187379,0.00000000,0.00673982,0.01981351,0.00102910,0.14870071,0.07516920,0.02364147
-4.97348674,0.25841516,0.00199944,0.00000000,0.00757337,0.02186278,0.00114925,0.16183132,0.08418935,0.02514053
-4.96748374,0.28380427,0.00214892,0.00000000,0.00844934,0.02418628,0.00128241,0.17714380,0.09428913,0.02705325
-4.96148074,0.31244497,0.00232072,0.00000000,0.00935952,0.02677519,0.00142865,0.19460493,0.10546611,0.02937600
-4.95547774,0.34423803,0.00251300,0.00000000,0.01029409,0.02961904,0.00158804,0.21416426,0.11771003,0.03210388
-4.94947474,0.37905827,0.00272368,0.00000000,0.01124176,0.03270568,0.00176069,0.23575557,0.13100236,0.03523083
-4.94347174,0.41675700,0.00295045,0.00000000,0.01218997,0.03602128,0.00194682,0.25929831,0.14531606,0.03874976
-4.93746873,0.45716468,0.00319079,0.00000000,0.01312520,0.03955050,0.00214677,0.28469920,0.16061549,0.04265258
-4.93146573,0.50009402,0.00344207,0.00000000,0.01403331,0.04327664,0.00236115,0.31185372,0.17685651,0.04693018
-4.92546273,0.54534306,0.00370158,0.00000000,0.01489997,0.04718194,0.00259078,0.34064770,0.19398665,0.05157238
-4.91945973,0.59269834,0.00396654,0.00000000,0.01571110,0.05124786,0.00283685,0.37095861,0.21194535,0.05656785
-4.91345673,0.64193793,0.00423423,0.00000000,0.01645339,0.05545546,0.00310093,0.40265685,0.23066427,0.06190389
-4.90745373,0.69283420,0.00450198,0.00000000,0.01711476,0.05978568,0.00338499,0.43560672,0.25006766,0.06756621
-4.90145073,0.74515619,0.00476722,0.00000000,0.01768487,0.06421974,0.00369146,0.46966721,0.27007281,0.07353874
-4.89544772,0.79867168,0.00502757,0.00000000,0.01815554,0.06873944,0.00402319,0.50469251,0.29059053,0.07980328
-4.88944472,0.85314871,0.00528084,0.00000000,0.01852117,0.07332750,0.00438346,0.54053237,0.31152580,0.08633931
-4.88344172,0.90835685,0.00552507,0.00000000,0.01877903,0.07796782,0.00477588,0.57703234,0.33277864,0.09312375
-4.87743872,0.96406806,0.00575858,0.00000000,0.01892949,0.08264582,0.00520434,0.61403386,0.35424519,0.10013081
-4.87143572,1.02005752,0.00597996,0.00000000,0.01897610,0.08734863,0.00567287,0.65137457,0.37581913,0.10733196
-4.86543272,1.07610437,0.00618811,0.00000000,0.01892562,0.09206544,0.00618544,0.68888874,0.39739359,0.11469600
-4.85942971,1.13199268,0.00638224,0.00000000,0.01878788,0.09678769,0.00674585,0.72640799,0.41886334,0.12218936
-4.85342671,1.18751281,0.00656189,0.00000000,0.01857549,0.10150938,0.00735744,0.76376255,0.44012761,0.12977649
-4.84742371,1.24246319,0.00672692,0.00000000,0.01830354,0.10622732,0.00802288,0.80078295,0.46109327,0.13742050
-4.84142071,1.29665276,0.00687750,0.00000000,0.01798906,0.11094143,0.00874392,0.83730232,0.48167840,0.14508395
-4.83541771,1.34990397,0.00701415,0.00000000,0.01765051,0.11565496,0.00952114,0.87315924,0.50181611,0.15272988
-4.82941471,1.40205631,0.00713770,0.00000000,0.01730714,0.12037472,0.01035373,0.90820106,0.52145850,0.16032284
-4.82341171,1.45297024,0.00724930,0.00000000,0.01697833,0.12511131,0.01123922,0.94228762,0.54058042,0.16783017
-4.81740870,1.50253135,0.00735041,0.00000000,0.01668290,0.12987912,0.01217337,0.97529512,0.55918286,0.17522318
-4.81140570,1.55065430,0.00744280,0.00000000,0.01643843,0.13469633,0.01315000,1.00711999,0.57729572,0.18247837
-4.80540270,1.59728642,0.00752853,0.00000000,0.01626061,0.13958470,0.01416096,1.03768246,0.59497956,0.18957851
-4.79939970,1.64241044,0.00760990,0.00000000,0.01616265,0.14456915,0.01519613,1.06692963,0.61232613,0.19651356
-4.79339670,1.68604620,0.00768949,0.00000000,0.01615478,0.14967721,0.01624352,1.09483776,0.62945753,0.20328135
-4.78739370,1.72825092,0.00777006,0.00000000,0.01624381,0.15493809,0.01728944,1.12141363,0.64652369,0.20988792
-4.78139070,1.76911790,0.00785454,0.00000000,0.01643289,0.16038167,0.01831879,1.14669474,0.66369821,0.21634755
-4.77538769,1.80877358,0.00794597,0.00000000,0.01672127,0.16603718,0.01931539,1.17074841,0.68117256,0.22268239
-4.76938469,1.84737290,0.00804742,0.00000000,0.01710433,0.17193174,0.02026239,1.19366963,0.69914871,0.22892176
-4.76338169,1.88509332,0.00816196,0.00000000,0.01757366,0.17808876,0.02114276,1.21557787,0.71783057,0.23510103
-4.75737869,1.92212742,0.00829253,0.00000000,0.01811731,0.18452629,0.02193981,1.23661294,0.73741454,0.24126024
-4.75137569,1.95867485,0.00844193,0.00000000,0.01872014,0.19125543,0.02263768,1.25693016,0.75807946,0.24744247
-4.74537269,1.99493383,0.00861268,0.00000000,0.01936438,0.19827879,0.02322194,1.27669510,0.77997683,0.25369195
-4.73936968,2.03109272,0.00880698,0.00000000,0.02003011,0.20558926,0.02368004,1.29607815,0.80322143,0.26005222
-4.73336668,2.06732229,0.00902665,0.00000000,0.02069604,0.21316903,0.02400178,1.31524934,0.82788324,0.26656418
-4.72736368,2.10376906,0.00927306,0.00000000,0.02134016,0.22098906,0.02417971,1.33437347,0.85398093,0.27326431
-4.72136068,2.14055002,0.00954711,0.00000000,0.02194050,0.22900899,0.02420942,1.35360599,0.88147754,0.28018309
-4.71535768,2.17774916,0.00984920,0.00000000,0.02247590,0.23717761,0.02408969,1.37308963,0.91027858,0.28734365
-4.70935468,2.21541588,0.01017921,0.00000000,0.02292671,0.24543383,0.02382264,1.39295187,0.94023274,0.29476078
-4.70335168,2.25356518,0.01053654,0.00000000,0.02327545,0.25370819,0.02341361,1.41330328,0.97113540,0.30244030
-4.69734867,2.29217959,0.01092014,0.00000000,0.02350736,0.26192490,0.02287106,1.43423659,1.00273464,0.31037879
-4.69134567,2.33121248,0.01132850,0.00000000,0.02361089,0.27000419,0.02220627,1.45582621,1.03473959,0.31856373
-4.68534267,2.37059219,0.01175977,0.00000000,0.02357802,0.27786511,0.02143302,1.47812818,1.06683071,0.32697390
-4.67933967,2.41022675,0.01221175,0.00000000,0.02340447,0.28542838,0.02056709,1.50118005,1.09867133,0.33558007
-4.67333667,2.45000834,0.01268200,0.00000000,0.02308977,0.29261933,0.01962580,1.52500049,1.12991994,0.34434592
-4.66733367,2.48981711,0.01316786,0.00000000,0.02263713,0.29937074,0.01862749,1.54958845,1.16024250,0.35322901
-4.66133067,2.52952387,0.01366649,0.00000000,0.02205330,0.30562539,0.01759094,1.57492159,1.18932397,0.36218183
-4.65532766,2.56899121,0.01417491,0.00000000,0.02134815,0.31133819,0.01653487,1.60095394,1.21687864,0.37115272
-4.64932466,2.60807294,0.01469003,0.00000000,0.02053428,0.31647780,0.01547742,1.62761269,1.24265843,0.38008679
-4.64332166,2.64661169,0.01520860,0.00000000,0.01962651,0.32102760,0.01443573,1.65479440,1.26645888,0.38892655
