energy_ev,total_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-6.00000000,1.63544565,0.19437083,0.00000000,0.84212832,0.00000000,0.64250615,0.39135565
-5.99399700,1.66611184,0.19761185,0.00000000,0.86217260,0.00000000,0.64513570,0.40056600
-5.98799400,1.69606271,0.20060892,0.00000000,0.88187212,0.00000000,0.64694040,0.40990987
-5.98199100,1.72485461,0.20327231,0.00000000,0.90101682,0.00000000,0.64781440,0.41926948
-5.97598799,1.75207652,0.20551672,0.00000000,0.91941514,0.00000000,0.64767892,0.42852780
-5.96998499,1.77736583,0.20726454,0.00000000,0.93690035,0.00000000,0.64648844,0.43757229
-5.96398199,1.80041965,0.20844854,0.00000000,0.95333455,0.00000000,0.64423483,0.44629782
-5.95797899,1.82100115,0.20901405,0.00000000,0.96861006,0.00000000,0.64094891,0.45460851
-5.95197599,1.83894073,0.20892050,0.00000000,0.98264831,0.00000000,0.63669951,0.46241872
-5.94597299,1.85413241,0.20814221,0.00000000,0.99539636,0.00000000,0.63159012,0.46965283
-5.93996998,1.86652594,0.20666859,0.00000000,1.00682159,0.00000000,0.62575343,0.47624443
-5.93396698,1.87611559,0.20450363,0.00000000,1.01690493,0.00000000,0.61934414,0.48213466
-5.92796398,1.88292682,0.20166487,0.00000000,1.02563349,0.00000000,0.61253057,0.48727031
-5.92196098,1.88700210,0.19818193,0.00000000,1.03299324,0.00000000,0.60548562,0.49160174
-5.91595798,1.88838711,0.19409467,0.00000000,1.03896234,0.00000000,0.59837777,0.49508100
-5.90995498,1.88711880,0.18945121,0.00000000,1.04350603,0.00000000,0.59136260,0.49766042
-5.90395198,1.88321615,0.18430587,0.00000000,1.04657343,0.00000000,0.58457541,0.49929185
-5.89794897,1.87667478,0.17871722,0.00000000,1.04809672,0.00000000,0.57812541,0.49992671
-5.89194597,1.86746565,0.17274624,0.00000000,1.04799292,0.00000000,0.57209175,0.49951708
-5.88594297,1.85553838,0.16645480,0.00000000,1.04616838,0.00000000,0.56652163,0.49801765
-5.87993997,1.84082887,0.15990450,0.00000000,1.04252557,0.00000000,0.56143052,0.49538858
-5.87393697,1.82327073,0.15315576,0.00000000,1.03697211,0.00000000,0.55680451,0.49159907
-5.86793397,1.80280998,0.14626737,0.00000000,1.02943120,0.00000000,0.55260440,0.48663154
-5.86193097,1.77942170,0.13929632,0.00000000,1.01985304,0.00000000,0.54877150,0.48048592
-5.85592796,1.75312776,0.13229795,0.00000000,1.00822631,0.00000000,0.54523453,0.47318403
-5.84992496,1.72401423,0.12532631,0.00000000,0.99458905,0.00000000,0.54191730,0.46477354
-5.84392196,1.69224722,0.11843470,0.00000000,0.97903815,0.00000000,0.53874665,0.45533125
-5.83791896,1.65808606,0.11167626,0.00000000,0.96173675,0.00000000,0.53566030,0.44496557
-5.83191596,1.62189276,0.10510460,0.00000000,0.94291894,0.00000000,0.53261392,0.43381774
-5.82591296,1.58413703,0.09877433,0.00000000,0.92289144,0.00000000,0.52958736,0.42206181
-5.81990995,1.54539615,0.09274153,0.00000000,0.90203176,0.00000000,0.52658934,0.40990322
-5.81390695,1.50634957,0.08706396,0.00000000,0.88078296,0.00000000,0.52366059,0.39757598
-5.80790395,1.46776815,0.08180116,0.00000000,0.85964496,0.00000000,0.52087517,0.38533849
-5.80190095,1.43049834,0.07701424,0.00000000,0.83916264,0.00000000,0.51833976,0.37346809
-5.79589795,1.39544167,0.07276548,0.00000000,0.81991112,0.00000000,0.51619111,0.36225456
-5.78989495,1.36353047,0.06911773,0.00000000,0.80247885,0.00000000,0.51459154,0.35199276
-5.78389195,1.33570046,0.06613348,0.00000000,0.78744893,0.00000000,0.51372273,0.34297467
-5.77788894,1.31286138,0.06387383,0.00000000,0.77537957,0.00000000,0.51377800,0.33548108
-5.77188594,1.29586661,0.06239721,0.00000000,0.76678426,0.00000000,0.51495340,0.32977322
-5.76588294,1.28548294,0.06175797,0.00000000,0.76211254,0.00000000,0.51743795,0.32608465
-5.75987994,1.28236163,0.06200479,0.00000000,0.76173207,0.00000000,0.52140345,0.32461361
-5.75387694,1.28701179,0.06317908,0.00000000,0.76591269,0.00000000,0.52699429,0.32551613
-5.74787394,1.29977711,0.06531322,0.00000000,0.77481314,0.00000000,0.53431773,0.32890008
-5.74187094,1.32081685,0.06842885,0.00000000,0.78847103,0.00000000,0.54343516,0.33482046
-5.73586793,1.35009197,0.07253512,0.00000000,0.80679654,0.00000000,0.55435469,0.34327596
-5.72986493,1.38735682,0.07762706,0.00000000,0.82957004,0.00000000,0.56702557,0.35420700
-5.72386193,1.43215720,0.08368412,0.00000000,0.85644413,0.00000000,0.58133481,0.36749537
-5.71785893,1.48383468,0.09066885,0.00000000,0.88694982,0.00000000,0.59710613,0.38296544
-5.71185593,1.54153767,0.09852590,0.00000000,0.92050703,0.00000000,0.61410160,0.40038701
-5.70585293,1.60423863,0.10718141,0.00000000,0.95643896,0.00000000,0.63202591,0.41947973
-5.69984992,1.67075748,0.11654280,0.00000000,0.99399001,0.00000000,0.65053321,0.43991905
-5.69384692,1.73979023,0.12649907,0.00000000,1.03234667,0.00000000,0.66923642,0.46134343
-5.68784392,1.80994217,0.13692171,0.00000000,1.07066055,0.00000000,0.68771856,0.48336288
-5.68184092,1.87976454,0.14766620,0.00000000,1.10807295,0.00000000,0.70554575,0.50556827
-5.67583792,1.94779349,0.15857413,0.00000000,1.14373994,0.00000000,0.72228138,0.52754143
-5.66983492,2.01258990,0.16947596,0.00000000,1.17685693,0.00000000,0.73750073,0.54886556
-5.66383192,2.07277881,0.18019444,0.00000000,1.20668203,0.00000000,0.75080556,0.56913571
-5.65782891,2.12708693,0.19054846,0.00000000,1.23255714,0.00000000,0.76183787,0.58796891
-5.65182591,2.17437687,0.20035737,0.00000000,1.25392597,0.00000000,0.77029233,0.60501376
-5.64582291,2.21367696,0.20944560,0.00000000,1.27034842,0.00000000,0.77592673,0.61995892
-5.63981991,2.24420547,0.21764740,0.00000000,1.28151071,0.00000000,0.77857013,0.63254049
-5.63381691,2.26538846,0.22481154,0.00000000,1.28723102,0.00000000,0.77812820,0.64254786
-5.62781391,2.27687065,0.23080573,0.00000000,1.28746050,0.00000000,0.77458567,0.64982784
-5.62181091,2.27851916,0.23552067,0.00000000,1.28227969,0.00000000,0.76800583,0.65428703
-5.61580790,2.27041997,0.23887342,0.00000000,1.27189075,0.00000000,0.75852711,0.65589236
-5.60980490,2.25286765,0.24081002,0.00000000,1.25660590,0.00000000,0.74635702,0.65466981
-5.60380190,2.22634880,0.24130721,0.00000000,1.23683273,0.00000000,0.73176384,0.65070132
-5.59779890,2.19152013,0.24037306,0.00000000,1.21305704,0.00000000,0.71506642,0.64412027
-5.59179590,2.14918228,0.23804665,0.00000000,1.18582420,0.00000000,0.69662266,0.63510550
-5.58579290,2.10025042,0.23439660,0.00000000,1.15571959,0.00000000,0.67681720,0.62387435
-5.57978989,2.04572293,0.22951861,0.00000000,1.12334921,0.00000000,0.65604892,0.61067481
-5.57378689,1.98664944,0.22353213,0.00000000,1.08932093,0.00000000,0.63471862,0.59577725
-5.56778389,1.92409937,0.21657616,0.00000000,1.05422728,0.00000000,0.61321753,0.57946605
-5.56178089,1.85913194,0.20880457,0.00000000,1.01863011,0.00000000,0.59191689,0.56203124
-5.55577789,1.79276886,0.20038095,0.00000000,0.98304761,0.00000000,0.57115901,0.54376068
-5.54977489,1.72597005,0.19147331,0.00000000,0.94794395,0.00000000,0.55124985,0.52493278
-5.54377189,1.65961335,0.18224883,0.00000000,0.91372159,0.00000000,0.53245342,0.50581012
-5.53776888,1.59447825,0.17286889,0.00000000,0.88071625,0.00000000,0.51498784,0.48663408
-5.53176588,1.53123397,0.16348449,0.00000000,0.84919453,0.00000000,0.49902315,0.46762048
-5.52576288,1.47043189,0.15423243,0.00000000,0.81935374,0.00000000,0.48468059,0.44895646
-5.51975988,1.41250204,0.14523206,0.00000000,0.79132394,0.00000000,0.47203333,0.43079834
-5.51375688,1.35775352,0.13658306,0.00000000,0.76517165,0.00000000,0.46110832,0.41327079
-5.50775388,1.30637833,0.12836394,0.00000000,0.74090501,0.00000000,0.45188922,0.39646684
-5.50175088,1.25845828,0.12063162,0.00000000,0.71848007,0.00000000,0.44431997,0.38044893
-5.49574787,1.21397438,0.11342166,0.00000000,0.69780783,0.00000000,0.43830911,0.36525080
-5.48974487,1.17281832,0.10674946,0.00000000,0.67876183,0.00000000,0.43373431,0.35087998
-5.48374187,1.13480542,0.10061205,0.00000000,0.66118590,0.00000000,0.43044737,0.33732093
-5.47773887,1.09968855,0.09499041,0.00000000,0.64490207,0.00000000,0.42827921,0.32453854
