energy_ev,total_up,Au_p_up,Au_d_up,Pb_p_up,Pb_d_up,Te_p_up,Te_d_up
-6.00000000,3.34134529,0.12163501,3.05704184,0.08649716,0.00766645,0.19168458,0.00000000
-5.99399700,3.27001536,0.11239533,2.99570933,0.07899723,0.00767101,0.18609126,0.00000000
-5.98799400,3.20777254,0.10436375,2.94204772,0.07205550,0.00768341,0.18115082,0.00000000
-5.98199100,3.15523182,0.09755014,2.89659833,0.06569662,0.00770440,0.17692763,0.00000000
-5.97598799,3.11275476,0.09195539,2.85966380,0.05993474,0.00773432,0.17347731,0.00000000
-5.96998499,3.08045456,0.08757204,2.83131309,0.05477385,0.00777312,0.17084663,0.00000000
-5.96398199,3.05820834,0.08438475,2.81139368,0.05020837,0.00782045,0.16907334,0.00000000
-5.95797899,3.04567525,0.08237068,2.79954989,0.04622388,0.00787561,0.16818607,0.00000000
-5.95197599,3.04231924,0.08149974,2.79524598,0.04279806,0.00793768,0.16820407,0.00000000
-5.94597299,3.04743476,0.08173474,2.79779267,0.03990164,0.00800550,0.16913694,0.00000000
-5.93996998,3.06017429,0.08303128,2.80637538,0.03749951,0.00807776,0.17098413,0.00000000
-5.93396698,3.07957596,0.08533770,2.82008304,0.03555178,0.00815303,0.17373436,0.00000000
-5.92796398,3.10459044,0.08859479,2.83793609,0.03401491,0.00822976,0.17736498,0.00000000
-5.92196098,3.13410592,0.09273564,2.85891253,0.03284277,0.00830635,0.18184130,0.00000000
-5.91595798,3.16697080,0.09768537,2.88197157,0.03198770,0.00838115,0.18711590,0.00000000
-5.90995498,3.20201352,0.10336100,2.90607402,0.03140144,0.00845247,0.19312811,0.00000000
-5.90395198,3.23805972,0.10967153,2.93019954,0.03103607,0.00851860,0.19980372,0.00000000
-5.89794897,3.27394683,0.11651812,2.95336076,0.03084483,0.00857779,0.20705494,0.00000000
-5.89194597,3.30853651,0.12379459,2.97461443,0.03078284,0.00862827,0.21478076,0.00000000
-5.88594297,3.34072561,0.13138821,2.99307046,0.03080780,0.00866826,0.22286775,0.00000000
-5.87993997,3.36945619,0.13918081,3.00789898,0.03088049,0.00869594,0.23119130,0.00000000
-5.87393697,3.39372532,0.14705017,3.01833659,0.03096530,0.00870952,0.23961742,0.00000000
-5.86793397,3.41259511,0.15487181,3.02369190,0.03103058,0.00870724,0.24800498,0.00000000
-5.86193097,3.42520343,0.16252103,3.02335131,0.03104894,0.00868738,0.25620840,0.00000000
-5.85592796,3.43077556,0.16987509,3.01678509,0.03099745,0.00864835,0.26408071,0.00000000
-5.84992496,3.42863673,0.17681575,3.00355412,0.03085775,0.00858868,0.27147693,0.00000000
-5.84392196,3.41822535,0.18323168,2.98331722,0.03061607,0.00850713,0.27825758,0.00000000
-5.83791896,3.39910645,0.18902102,2.95583879,0.03026314,0.00840272,0.28429225,0.00000000
-5.83191596,3.37098474,0.19409375,2.92099657,0.02979410,0.00827478,0.28946310,0.00000000
-5.82591296,3.33371657,0.19837387,2.87878871,0.02920821,0.00812302,0.29366809,0.00000000
-5.81990995,3.28731985,0.20180135,2.82933973,0.02850863,0.00794759,0.29682387,0.00000000
-5.81390695,3.23198124,0.20433359,2.77290461,0.02770203,0.00774908,0.29886817,0.00000000
-5.80790395,3.16805961,0.20594656,2.70987037,0.02679822,0.00752856,0.29976165,0.00000000
-5.80190095,3.09608534,0.20663534,2.64075456,0.02580973,0.00728758,0.29948900,0.00000000
-5.79589795,3.01675487,0.20641427,2.56620021,0.02475140,0.00702816,0.29805941,0.00000000
-5.78989495,2.93092026,0.20531645,2.48696705,0.02363990,0.00675276,0.29550626,0.00000000
-5.78389195,2.83957375,0.20339280,2.40391888,0.02249333,0.00646422,0.29188606,0.00000000
-5.77788894,2.74382770,0.20071069,2.31800721,0.02133082,0.00616567,0.28727678,0.00000000
-5.77188594,2.64489038,0.19735206,2.23025178,0.02017217,0.00586051,0.28177546,0.00000000
-5.76588294,2.54403841,0.19341126,2.14171831,0.01903753,0.00555226,0.27549537,0.00000000
-5.75987994,2.44258685,0.18899267,2.05349440,0.01794715,0.00524448,0.26856273,0.00000000
-5.75387694,2.34185806,0.18420809,1.96666445,0.01692119,0.00494066,0.26111315,0.00000000
-5.74787394,2.24315057,0.17917410,1.88228459,0.01597958,0.00464414,0.25328797,0.00000000
-5.74187094,2.14770909,0.17400944,1.80135861,0.01514199,0.00435800,0.24523049,0.00000000
-5.73586793,2.05669697,0.16883258,1.72481586,0.01442780,0.00408499,0.23708253,0.00000000
-5.72986493,1.97117199,0.16375936,1.65349191,0.01385615,0.00382745,0.22898106,0.00000000
-5.72386193,1.89206649,0.15890105,1.58811282,0.01344605,0.00358725,0.22105537,0.00000000
-5.71785893,1.82017238,0.15436264,1.52928341,0.01321653,0.00336579,0.21342465,0.00000000
-5.71185593,1.75613142,0.15024152,1.47747990,0.01318671,0.00316394,0.20619617,0.00000000
-5.70585293,1.70043096,0.14662654,1.43304703,0.01337600,0.00298209,0.19946396,0.00000000
-5.69984992,1.65340487,0.14359746,1.39619940,0.01380417,0.00282012,0.19330822,0.00000000
-5.69384692,1.61523932,0.14122468,1.36702686,0.01449145,0.00267750,0.18779525,0.00000000
-5.68784392,1.58598279,0.13956936,1.34550326,0.01545850,0.00255327,0.18297788,0.00000000
-5.68184092,1.56555938,0.13868374,1.33149789,0.01672639,0.00244618,0.17889651,0.00000000
-5.67583792,1.55378469,0.13861162,1.32478898,0.01831639,0.00235468,0.17558036,0.00000000
-5.66983492,1.55038307,0.13938898,1.32507828,0.02024973,0.00227708,0.17304909,0.00000000
-5.66383192,1.55500533,0.14104459,1.33200594,0.02254723,0.00221155,0.17131455,0.00000000
-5.65782891,1.56724596,0.14360055,1.34516507,0.02522875,0.00215624,0.17038251,0.00000000
-5.65182591,1.58665902,0.14707265,1.36411507,0.02831262,0.00210935,0.17025432,0.00000000
-5.64582291,1.61277194,0.15147056,1.38839346,0.03181490,0.00206917,0.17092831,0.00000000
-5.63981991,1.64509674,0.15679772,1.41752560,0.03574855,0.00203413,0.17240084,0.00000000
-5.63381691,1.68313842,0.16305091,1.45103236,0.04012250,0.00200290,0.17466702,0.00000000
-5.62781391,1.72640026,0.17021953,1.48843531,0.04494074,0.00197433,0.17772086,0.00000000
-5.62181091,1.77438628,0.17828454,1.52925997,0.05020128,0.00194754,0.18155499,0.00000000
-5.61580790,1.82660095,0.18721720,1.57303705,0.05589524,0.00192189,0.18615985,0.00000000
-5.60980490,1.88254680,0.19697755,1.61930212,0.06200588,0.00189699,0.19152248,0.00000000
-5.60380190,1.94172022,0.20751282,1.66759421,0.06850781,0.00187268,0.19762481,0.00000000
-5.59779890,2.00360637,0.21875591,1.71745375,0.07536630,0.00184900,0.20444183,0.00000000
-5.59179590,2.06767361,0.23062393,1.76842028,0.08253682,0.00182615,0.21193942,0.00000000
-5.58579290,2.13336840,0.24301709,1.82003055,0.08996478,0.00180448,0.22007228,0.00000000
-5.57978989,2.20011122,0.25581799,1.87181732,0.09758555,0.00178441,0.22878189,0.00000000
-5.57378689,2.26729415,0.26889149,1.92330923,0.10532483,0.00176643,0.23799490,0.00000000
-5.56778389,2.33428059,0.28208524,1.97403218,0.11309934,0.00175105,0.24762178,0.00000000
-5.56178089,2.40040770,0.29523101,2.02351215,0.12081784,0.00173873,0.25755621,0.00000000
-5.55577789,2.46499163,0.30814675,2.07127985,0.12838254,0.00172990,0.26767513,0.00000000
-5.54977489,2.52733577,0.32063959,2.11687703,0.13569085,0.00172490,0.27783954,0.00000000
-5.54377189,2.58674199,0.33250956,2.15986434,0.14263744,0.00172398,0.28789623,0.00000000
-5.53776888,2.64252456,0.34355405,2.19983065,0.14911653,0.00172730,0.29768031,0.00000000
-5.53176588,2.69402633,0.35357284,2.23640334,0.15502447,0.00173491,0.30701861,0.00000000
-5.52576288,2.74063675,0.36237354,2.26925933,0.16026234,0.00174676,0.31573379,0.00000000
-5.51975988,2.78181066,0.36977725,2.29813609,0.16473868,0.00176271,0.32364905,0.00000000
-5.51375688,2.81708721,0.37562411,2.32284231,0.16837206,0.00178258,0.33059325,0.00000000
-5.50775388,2.84610780,0.37977861,2.34326728,0.17109359,0.00180612,0.33640628,0.00000000
-5.50175088,2.86863189,0.38213435,2.35938851,0.17284904,0.00183306,0.34094439,0.00000000
-5.49574787,2.88454970,0.38261795,2.37127681,0.17360070,0.00186313,0.34408520,0.00000000
-5.48974487,2.89389073,0.38119201,2.37909805,0.17332871,0.00189607,0.34573220,0.00000000
-5.48374187,2.89682708,0.37785687,2.38311132,0.17203188,0.00193164,0.34581854,0.00000000
-5.47773887,2.89367109,0.37265108,2.38366276,0.16972795,0.00196965,0.34430975,0.00000000
-5.47173587,2.88486659,0.36565057,2.38117499,0.16645328,0.00200991,0.34120539,0.00000000
-5.46573287,2.87097383,0.35696640,2.37613220,0.16226188,0.00205230,0.33653947,0.00000000
-5.45972986,2.85264826,0.34674141,2.36906096,0.15722395,0.00209670,0.33037950,0.00000000
-5.45372686,2.83061380,0.33514558,2.36050749,0.15142388,0.00214297,0.32282441,0.00000000
-5.44772386,2.80563155,0.32237069,2.35101216,0.14495784,0.00219098,0.31400114,0.00000000
-5.44172086,2.77846545,0.30862418,2.34108232,0.13793099,0.00224053,0.30406035,0.00000000
-5.43571786,2.74984633,0.29412271,2.33116475,0.13045461,0.00229135,0.29317118,0.00000000
-5.42971486,2.72043650,0.27908556,2.32161928,0.12264298,0.00234307,0.28151549,0.00000000
-5.42371186,2.69079643,0.26372834,2.31269506,0.11461043,0.00239521,0.26928184,0.00000000
-5.41770885,2.66135595,0.24825700,2.30451097,0.10646842,0.00244714,0.25665937,0.00000000
-5.41170585,2.63239128,0.23286271,2.29704163,0.09832295,0.00249810,0.24383198,0.00000000
-5.40570285,2.60400977,0.21771753,2.29011009,0.09027229,0.00254720,0.23097308,0.00000000
-5.39969985,2.57614328,0.20297108,2.28338811,0.08240509,0.00259339,0.21824104,0.00000000
-5.39369685,2.54855097,0.18874840,2.27640432,0.07479898,0.00263555,0.20577557,0.00000000
-5.38769385,2.52083157,0.17514887,2.26856039,0.06751963,0.00267246,0.19369524,0.00000000
-5.38169085,2.49244479,0.16224622,2.25915470,0.06062030,0.00270287,0.18209598,0.00000000
-5.37568784,2.46274088,0.15008953,2.24741245,0.05414178,0.00272553,0.17105084,0.00000000
-5.36968484,2.43099682,0.13870507,2.23252103,0.04811281,0.00273926,0.16061077,0.00000000
-5.36368184,2.39645750,0.12809891,2.21366889,0.04255085,0.00274297,0.15080631,0.00000000
-5.35767884,2.35837949,0.11825992,2.19008593,0.03746308,0.00273575,0.14165018,0.00000000
-5.35167584,2.31607530,0.10916318,2.16108341,0.03284764,0.00271686,0.13314042,0.00000000
-5.34567284,2.26895565,0.10077345,2.12609136,0.02869507,0.00268582,0.12526403,0.00000000
-5.33966983,2.21656770,0.09304867,2.08469152,0.02498972,0.00264241,0.11800073,0.00000000
-5.33366683,2.15862699,0.08594318,2.03664405,0.02171122,0.00258672,0.11132684,0.00000000
-5.32766383,2.09504190,0.07941062,1.98190677,0.01883590,0.00251911,0.10521885,0.00000000
-5.32166083,2.02592903,0.07340648,1.92064600,0.01633810,0.00244025,0.09965671,0.00000000
-5.31565783,1.95161917,0.06789003,1.85323837,0.01419129,0.00235110,0.09462658,0.00000000
-5.30965483,1.87265344,0.06282582,1.78026374,0.01236910,0.00225286,0.09012293,0.00000000
-5.30365183,1.78977025,0.05818463,1.70248961,0.01084609,0.00214696,0.08614999,0.00000000
-5.29764882,1.70388349,0.05394390,1.62084791,0.00959841,0.00203498,0.08272237,0.00000000
-5.29164582,1.61605354,0.05008765,1.53640533,0.00860421,0.00191867,0.07986504,0.00000000
-5.28564282,1.52745229,0.04660614,1.45032869,0.00784385,0.00179982,0.07761239,0.00000000
-5.27963982,1.43932399,0.04349498,1.36384698,0.00730004,0.00168025,0.07600678,0.00000000
-5.27363682,1.35294368,0.04075417,1.27821176,0.00695772,0.00156174,0.07509635,0.00000000
-5.26763382,1.26957496,0.03838683,1.19465758,0.00680390,0.00144600,0.07493231,0.00000000
-5.26163082,1.19042884,0.03639787,1.11436400,0.00682733,0.00133459,0.07556589,0.00000000
-5.25562781,1.11662517,0.03479257,1.03842059,0.00701813,0.00122895,0.07704488,0.00000000
-5.24962481,1.04915796,0.03357525,0.96779613,0.00736738,0.00113026,0.07941010,0.00000000
