energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,1.73717976,0.00118846,0.24936842,0.01814391,0.00000000,0.93055123,0.00000000,1.23344882,0.30369340
-5.99399700,1.66172873,0.00106339,0.23789126,0.01745562,0.00000000,0.88942658,0.00000000,1.17034785,0.30039263
-5.98799400,1.58933746,0.00094667,0.22727242,0.01678148,0.00000000,0.84927535,0.00000000,1.10896390,0.29796622
-5.98199100,1.52094119,0.00083897,0.21764389,0.01613084,0.00000000,0.81059411,0.00000000,1.04992501,0.29659517
-5.97598799,1.45731439,0.00074073,0.20910401,0.01551182,0.00000000,0.77380806,0.00000000,0.99373827,0.29643250
-5.96998499,1.39905736,0.00065213,0.20171611,0.01493118,0.00000000,0.73926395,0.00000000,0.94078658,0.29759673
-5.96398199,1.34658799,0.00057315,0.19550820,0.01439417,0.00000000,0.70722536,0.00000000,0.89132953,0.30016603
-5.95797899,1.30013853,0.00050358,0.19047365,0.01390444,0.00000000,0.67787037,0.00000000,0.84550783,0.30417334
-5.95197599,1.25975729,0.00044306,0.18657261,0.01346402,0.00000000,0.65129160,0.00000000,0.80335105,0.30960273
-5.94597299,1.22531512,0.00039107,0.18373445,0.01307332,0.00000000,0.62749846,0.00000000,0.76478792,0.31638719
-5.93996998,1.19651648,0.00034703,0.18186078,0.01273120,0.00000000,0.60642152,0.00000000,0.72965891,0.32440808
-5.93396698,1.17291452,0.00031026,0.18082922,0.01243504,0.00000000,0.58791889,0.00000000,0.69773024,0.33349636
-5.92796398,1.15393008,0.00028004,0.18049765,0.01218089,0.00000000,0.57178422,0.00000000,0.66870901,0.34343578
-5.92196098,1.13887372,0.00025561,0.18070893,0.01196366,0.00000000,0.55775637,0.00000000,0.64225860,0.35396782
-5.91595798,1.12697046,0.00023624,0.18129588,0.01177727,0.00000000,0.54553011,0.00000000,0.61801417,0.36479859
-5.90995498,1.11738642,0.00022118,0.18208647,0.01161494,0.00000000,0.53476785,0.00000000,0.59559745,0.37560721
-5.90395198,1.10925653,0.00020973,0.18290899,0.01146938,0.00000000,0.52511183,0.00000000,0.57463070,0.38605558
-5.89794897,1.10171262,0.00020120,0.18359712,0.01133310,0.00000000,0.51619656,0.00000000,0.55474924,0.39579921
-5.89194597,1.09391099,0.00019497,0.18399471,0.01119861,0.00000000,0.50766103,0.00000000,0.53561244,0.40449855
-5.88594297,1.08505859,0.00019048,0.18396016,0.01105871,0.00000000,0.49916048,0.00000000,0.51691296,0.41183048
-5.87993997,1.07443702,0.00018722,0.18337023,0.01090670,0.00000000,0.49037714,0.00000000,0.49838396,0.41749954
-5.87393697,1.06142359,0.00018473,0.18212319,0.01073661,0.00000000,0.48102986,0.00000000,0.47980440,0.42124820
-5.86793397,1.04550878,0.00018264,0.18014123,0.01054337,0.00000000,0.47088226,0.00000000,0.46100234,0.42286597
-5.86193097,1.02630966,0.00018064,0.17737199,0.01032297,0.00000000,0.45974912,0.00000000,0.44185632,0.42219681
-5.85592796,1.00357875,0.00017848,0.17378927,0.01007253,0.00000000,0.44750097,0.00000000,0.42229496,0.41914462
-5.84992496,0.97720833,0.00017598,0.16939286,0.00979042,0.00000000,0.43406676,0.00000000,0.40229501,0.41367646
-5.84392196,0.94723007,0.00017304,0.16420749,0.00947622,0.00000000,0.41943449,0.00000000,0.38187797,0.40582360
-5.83791896,0.91381030,0.00016961,0.15828112,0.00913073,0.00000000,0.40365014,0.00000000,0.36110557,0.39568020
-5.83191596,0.87724120,0.00016572,0.15168243,0.00875590,0.00000000,0.38681474,0.00000000,0.34007449,0.38339989
-5.82591296,0.83792846,0.00016145,0.14449784,0.00835474,0.00000000,0.36907998,0.00000000,0.31891034,0.36919033
-5.81990995,0.79637624,0.00015698,0.13682812,0.00793115,0.00000000,0.35064259,0.00000000,0.29776146,0.35330628
-5.81390695,0.75316993,0.00015255,0.12878477,0.00748982,0.00000000,0.33173774,0.00000000,0.27679261,0.33604126
-5.80790395,0.70895777,0.00014848,0.12048625,0.00703601,0.00000000,0.31263184,0.00000000,0.25617889,0.31771851
-5.80190095,0.66443198,0.00014517,0.11205439,0.00657541,0.00000000,0.29361497,0.00000000,0.23610003,0.29868152
-5.79589795,0.62031028,0.00014315,0.10361095,0.00611395,0.00000000,0.27499342,0.00000000,0.21673538,0.27928460
-5.78989495,0.57731852,0.00014306,0.09527455,0.00565762,0.00000000,0.25708242,0.00000000,0.19825955,0.25988394
-5.78389195,0.53617493,0.00014567,0.08715810,0.00521234,0.00000000,0.24019954,0.00000000,0.18083893,0.24082952
-5.77788894,0.49757658,0.00015194,0.07936673,0.00478380,0.00000000,0.22465866,0.00000000,0.16462918,0.22245806
-5.77188594,0.46218831,0.00016298,0.07199630,0.00437736,0.00000000,0.21076499,0.00000000,0.14977362,0.20508736
-5.76588294,0.43063435,0.00018019,0.06513260,0.00399795,0.00000000,0.19881096,0.00000000,0.13640252,0.18901205
-5.75987994,0.40349256,0.00020519,0.05885102,0.00365002,0.00000000,0.18907306,0.00000000,0.12463326,0.17450083
-5.75387694,0.38129135,0.00023993,0.05321691,0.00333753,0.00000000,0.18180970,0.00000000,0.11457133,0.16179522
-5.74787394,0.36450880,0.00028670,0.04828633,0.00306390,0.00000000,0.17725982,0.00000000,0.10631188,0.15110953
-5.74187094,0.35357388,0.00034819,0.04410730,0.00283204,0.00000000,0.17564238,0.00000000,0.09994181,0.14263213
-5.73586793,0.34886913,0.00042752,0.04072129,0.00264443,0.00000000,0.17715624,0.00000000,0.09554228,0.13652751
-5.72986493,0.35073449,0.00052825,0.03816499,0.00250309,0.00000000,0.18198062,0.00000000,0.09319128,0.13293916
-5.72386193,0.35947171,0.00065447,0.03647216,0.00240969,0.00000000,0.19027560,0.00000000,0.09296631,0.13199272
-5.71785893,0.37534880,0.00081075,0.03567539,0.00236561,0.00000000,0.20218284,0.00000000,0.09494674,0.13379931
-5.71185593,0.39860414,0.00100215,0.03580783,0.00237198,0.00000000,0.21782601,0.00000000,0.09921595,0.13845868
-5.70585293,0.42944963,0.00123423,0.03690459,0.00242977,0.00000000,0.23731101,0.00000000,0.10586283,0.14606191
-5.69984992,0.46807271,0.00151296,0.03900382,0.00253978,0.00000000,0.26072573,0.00000000,0.11498263,0.15669337
-5.69384692,0.51463666,0.00184470,0.04214732,0.00270276,0.00000000,0.28813928,0.00000000,0.12667694,0.17043195
-5.68784392,0.56927915,0.00223604,0.04638067,0.00291935,0.00000000,0.31960067,0.00000000,0.14105283,0.18735107
-5.68184092,0.63210869,0.00269370,0.05175271,0.00319013,0.00000000,0.35513675,0.00000000,0.15822082,0.20751762
-5.67583792,0.70319903,0.00322438,0.05831444,0.00351560,0.00000000,0.39474962,0.00000000,0.17829196,0.23098963
-5.66983492,0.78258148,0.00383455,0.06611724,0.00389612,0.00000000,0.43841342,0.00000000,0.20137370,0.25781279
-5.66383192,0.87023538,0.00453022,0.07521046,0.00433192,0.00000000,0.48607064,0.00000000,0.22756490,0.28801563
-5.65782891,0.96607693,0.00531673,0.08563842,0.00482297,0.00000000,0.53762809,0.00000000,0.25694988,0.32160387
-5.65182591,1.06994681,0.00619851,0.09743686,0.00536898,0.00000000,0.59295275,0.00000000,0.28959180,0.35855373
-5.64582291,1.18159719,0.00717878,0.11062903,0.00596926,0.00000000,0.65186766,0.00000000,0.32552554,0.39880486
-5.63981991,1.30067875,0.00825933,0.12522142,0.00662268,0.00000000,0.71414822,0.00000000,0.36475046,0.44225281
-5.63381691,1.42672844,0.00944029,0.14119953,0.00732758,0.00000000,0.77951903,0.00000000,0.40722320,0.48874189
-5.62781391,1.55915881,0.01071994,0.15852358,0.00808172,0.00000000,0.84765178,0.00000000,0.45285114,0.53805840
-5.62181091,1.69724985,0.01209451,0.17712476,0.00888218,0.00000000,0.91816431,0.00000000,0.50148657,0.58992507
-5.61580790,1.84014405,0.01355811,0.19690190,0.00972539,0.00000000,0.99062114,0.00000000,0.55292232,0.64399689
-5.60980490,1.98684558,0.01510268,0.21771909,0.01060705,0.00000000,1.06453577,0.00000000,0.60688888,0.69985900
-5.60380190,2.13622406,0.01671799,0.23940427,0.01152217,0.00000000,1.13937478,0.00000000,0.66305352,0.75702687
-5.59779890,2.28702356,0.01839175,0.26174918,0.01246513,0.00000000,1.21456381,0.00000000,0.72102152,0.81494913
-5.59179590,2.43787696,0.02010976,0.28451059,0.01342967,0.00000000,1.28949543,0.00000000,0.78033966,0.87301333
-5.58579290,2.58732551,0.02185615,0.30741321,0.01440904,0.00000000,1.36353858,0.00000000,0.84050205,0.93055459
-5.57978989,2.73384348,0.02361369,0.33015402,0.01539605,0.00000000,1.43604947,0.00000000,0.90095808,0.98686714
-5.57378689,2.87586687,0.02536411,0.35240819,0.01638323,0.00000000,1.50638337,0.00000000,0.96112227,1.04121848
-5.56778389,3.01182563,0.02708848,0.37383628,0.01736291,0.00000000,1.57390692,0.00000000,1.02038586,1.09286570
