energy_ev,total_up,Ag_p_up,Ag_d_up,Pb_p_up,Pb_d_up,Te_p_up,Te_d_up
-6.00000000,1.71412186,1.25881657,0.92838512,0.26338046,0.00111299,0.37092875,0.00000000
-5.99399700,1.78249027,1.29937478,0.96920431,0.27526892,0.00113659,0.38003403,0.00000000
-5.98799400,1.85339435,1.34224791,1.01149602,0.28775336,0.00116080,0.38933338,0.00000000
-5.98199100,1.92678959,1.38764548,1.05516092,0.30083676,0.00118597,0.39889434,0.00000000
-5.97598799,2.00246689,1.43564387,1.10001078,0.31449024,0.00121236,0.40875572,0.00000000
-5.96998499,2.08003503,1.48616453,1.14576114,0.32864976,0.00124011,0.41892213,0.00000000
-5.96398199,2.15891182,1.53895917,1.19202852,0.34321437,0.00126926,0.42936019,0.00000000
-5.95797899,2.23832499,1.59360289,1.23833283,0.35804615,0.00129973,0.43999680,0.00000000
-5.95197599,2.31732324,1.64949608,1.28410511,0.37297201,0.00133131,0.45071939,0.00000000
-5.94597299,2.39479739,1.70587526,1.32870040,0.38778732,0.00136367,0.46137846,0.00000000
-5.93996998,2.46951094,1.76183264,1.37141547,0.40226128,0.00139637,0.47179203,0.00000000
-5.93396698,2.54013880,1.81634358,1.41151050,0.41614377,0.00142888,0.48175209,0.00000000
-5.92796398,2.60531237,1.86830075,1.44823390,0.42917355,0.00146061,0.49103253,0.00000000
-5.92196098,2.66366893,1.91655348,1.48084894,0.44108721,0.00149093,0.49939816,0.00000000
-5.91595798,2.71390272,1.95995015,1.50866099,0.45162865,0.00151916,0.50661448,0.00000000
-5.90995498,2.75481529,1.99738178,1.53104391,0.46055848,0.00154468,0.51245752,0.00000000
-5.90395198,2.78536243,2.02782449,1.54746427,0.46766302,0.00156687,0.51672333,0.00000000
-5.89794897,2.80469548,2.05037881,1.55750222,0.47276229,0.00158520,0.51923668,0.00000000
-5.89194597,2.81219466,2.06430387,1.56086787,0.47571680,0.00159921,0.51985839,0.00000000
-5.88594297,2.80749317,2.06904502,1.55741245,0.47643261,0.00160856,0.51849104,0.00000000
-5.87993997,2.79049056,2.06425338,1.54713365,0.47486462,0.00161300,0.51508284,0.00000000
-5.87393697,2.76135525,2.04979687,1.53017504,0.47101782,0.00161244,0.50962933,0.00000000
-5.86793397,2.72051592,2.02576223,1.50681964,0.46494658,0.00160687,0.50217318,0.00000000
-5.86193097,2.66864272,1.99244818,1.47747802,0.45675201,0.00159643,0.49280184,0.00000000
-5.85592796,2.60661937,1.95035055,1.44267177,0.44657754,0.00158133,0.48164347,0.00000000
-5.84992496,2.53550771,1.90014026,1.40301312,0.43460308,0.00156189,0.46886137,0.00000000
-5.84392196,2.45650686,1.84263552,1.35918184,0.42103804,0.00153850,0.45464713,0.00000000
-5.83791896,2.37090890,1.77876988,1.31190076,0.40611352,0.00151161,0.43921310,0.00000000
-5.83191596,2.28005349,1.70955781,1.26191082,0.39007419,0.00148166,0.42278436,0.00000000
-5.82591296,2.18528348,1.63605944,1.20994709,0.37317013,0.00144914,0.40559084,0.00000000
-5.81990995,2.08790351,1.55934620,1.15671665,0.35564905,0.00141450,0.38785969,0.00000000
-5.81390695,1.98914331,1.48046879,1.10287928,0.33774927,0.00137817,0.36980846,0.00000000
-5.80790395,1.89012708,1.40042870,1.04903159,0.31969356,0.00134055,0.35163920,0.00000000
-5.80190095,1.79184978,1.32015419,0.99569516,0.30168418,0.00130195,0.33353384,0.00000000
-5.79589795,1.69516094,1.24048151,0.94330883,0.28389923,0.00126265,0.31565071,0.00000000
-5.78989495,1.60075608,1.16214146,0.89222508,0.26649021,0.00122284,0.29812254,0.00000000
-5.78389195,1.50917529,1.08575152,0.84271054,0.24958097,0.00118268,0.28105565,0.00000000
-5.77788894,1.42080853,1.01181318,0.79494986,0.23326784,0.00114225,0.26453040,0.00000000
-5.77188594,1.33590653,0.94071392,0.74905277,0.21762076,0.00110158,0.24860266,0.00000000
-5.76588294,1.25459627,0.87273336,0.70506335,0.20268538,0.00106066,0.23330616,0.00000000
-5.75987994,1.17689969,0.80805253,0.66297111,0.18848579,0.00101948,0.21865549,0.00000000
-5.75387694,1.10275449,0.74676563,0.62272289,0.17502773,0.00097798,0.20464946,0.00000000
-5.74787394,1.03203559,0.68889324,0.58423503,0.16230205,0.00093613,0.19127471,0.00000000
-5.74187094,0.96457612,0.63439620,0.54740516,0.15028825,0.00089389,0.17850933,0.00000000
-5.73586793,0.90018707,0.58318951,0.51212305,0.13895784,0.00085124,0.16632617,0.00000000
-5.72986493,0.83867457,0.53515537,0.47827999,0.12827749,0.00080820,0.15469597,0.00000000
-5.72386193,0.77985444,0.49015507,0.44577657,0.11821176,0.00076483,0.14358988,0.00000000
-5.71785893,0.72356337,0.44803930,0.41452853,0.10872537,0.00072120,0.13298152,0.00000000
-5.71185593,0.66966685,0.40865652,0.38447062,0.09978497,0.00067745,0.12284852,0.00000000
-5.70585293,0.61806373,0.37185951,0.35555869,0.09136042,0.00063373,0.11317338,0.00000000
-5.69984992,0.56868771,0.33750998,0.32776988,0.08342556,0.00059024,0.10394390,0.00000000
-5.69384692,0.52150615,0.30548136,0.30110144,0.07595852,0.00054720,0.09515312,0.00000000
-5.68784392,0.47651662,0.27566018,0.27556825,0.06894168,0.00050483,0.08679887,0.00000000
-5.68184092,0.43374188,0.24794596,0.25119947,0.06236133,0.00046339,0.07888297,0.00000000
-5.67583792,0.39322364,0.22225027,0.22803462,0.05620710,0.00042312,0.07141034,0.00000000
-5.66983492,0.35501591,0.19849499,0.20611941,0.05047120,0.00038425,0.06438789,0.00000000
-5.66383192,0.31917821,0.17661024,0.18550161,0.04514771,0.00034701,0.05782349,0.00000000
-5.65782891,0.28576924,0.15653211,0.16622722,0.04023175,0.00031159,0.05172491,0.00000000
-5.65182591,0.25484129,0.13820050,0.14833710,0.03571881,0.00027815,0.04609894,0.00000000
-5.64582291,0.22643565,0.12155729,0.13186429,0.03160412,0.00024685,0.04095065,0.00000000
-5.63981991,0.20057917,0.10654485,0.11683192,0.02788218,0.00021776,0.03628283,0.00000000
-5.63381691,0.17728198,0.09310509,0.10325198,0.02454644,0.00019096,0.03209566,0.00000000
-5.62781391,0.15653645,0.08117900,0.09112466,0.02158911,0.00016647,0.02838651,0.00000000
-5.62181091,0.13831714,0.07070686,0.08043841,0.01900113,0.00014429,0.02514998,0.00000000
-5.61580790,0.12258174,0.06162881,0.07117046,0.01677228,0.00012436,0.02237809,0.00000000
-5.60980490,0.10927264,0.05388602,0.06328785,0.01489138,0.00010664,0.02006057,0.00000000
-5.60380190,0.09831914,0.04742228,0.05674867,0.01334659,0.00009101,0.01818522,0.00000000
-5.59779890,0.08963992,0.04218584,0.05150351,0.01212579,0.00007739,0.01673838,0.00000000
-5.59179590,0.08314573,0.03813170,0.04749703,0.01121697,0.00006565,0.01570541,0.00000000
-5.58579290,0.07874206,0.03522400,0.04466941,0.01060869,0.00005566,0.01507119,0.00000000
-5.57978989,0.07633176,0.03343866,0.04295783,0.01029054,0.00004728,0.01482058,0.00000000
-5.57378689,0.07581750,0.03276608,0.04229776,0.01025358,0.00004041,0.01493891,0.00000000
-5.56778389,0.07710406,0.03321402,0.04262417,0.01049083,0.00003491,0.01541240,0.00000000
-5.56178089,0.08010045,0.03481030,0.04387249,0.01099768,0.00003067,0.01622863,0.00000000
-5.55577789,0.08472181,0.03760566,0.04597962,0.01177236,0.00002759,0.01737694,0.00000000
-5.54977489,0.09089131,0.04167628,0.04888473,0.01281633,0.00002560,0.01884879,0.00000000
-5.54377189,0.09854178,0.04712618,0.05253003,0.01413467,0.00002463,0.02063820,0.00000000
-5.53776888,0.10761743,0.05408915,0.05686154,0.01573646,0.00002462,0.02274210,0.00000000
-5.53176588,0.11807538,0.06273016,0.06182982,0.01763501,0.00002556,0.02516068,0.00000000
-5.52576288,0.12988708,0.07324604,0.06739075,0.01984810,0.00002744,0.02789771,0.00000000
-5.51975988,0.14303953,0.08586510,0.07350616,0.02239807,0.00003027,0.03096077,0.00000000
-5.51375688,0.15753617,0.10084564,0.08014458,0.02531176,0.00003407,0.03436139,0.00000000
-5.50775388,0.17339724,0.11847288,0.08728168,0.02862020,0.00003889,0.03811507,0.00000000
-5.50175088,0.19065956,0.13905430,0.09490067,0.03235821,0.00004479,0.04224106,0.00000000
-5.49574787,0.20937535,0.16291301,0.10299234,0.03656357,0.00005185,0.04676196,0.00000000
-5.48974487,0.22961011,0.19037907,0.11155473,0.04127596,0.00006014,0.05170302,0.00000000
-5.48374187,0.25143923,0.22177872,0.12059241,0.04653561,0.00006974,0.05709114,0.00000000
-5.47773887,0.27494330,0.25742152,0.13011519,0.05238149,0.00008073,0.06295349,0.00000000
-5.47173587,0.30020213,0.29758557,0.14013627,0.05884935,0.00009319,0.06931592,0.00000000
-5.46573287,0.32728737,0.34250117,0.15066989,0.06596928,0.00010718,0.07620088,0.00000000
