energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.78989495,1.56688950,0.00301201,0.00000000,0.03455750,0.04520729,0.36316815,1.04255398,0.00233198,0.45027901
-5.78389195,1.62659760,0.00317600,0.00000000,0.03482402,0.04531581,0.36977700,1.09189869,0.00257271,0.46055380
-5.77788894,1.68204872,0.00335718,0.00000000,0.03505222,0.04529693,0.37530032,1.13760910,0.00284159,0.46992646
-5.77188594,1.73267333,0.00355585,0.00000000,0.03526270,0.04515706,0.37968009,1.17902762,0.00313767,0.47840465
-5.76588294,1.77799315,0.00377224,0.00000000,0.03547619,0.04490809,0.38289740,1.21556173,0.00345989,0.48602175
-5.75987994,1.81762858,0.00400639,0.00000000,0.03571244,0.04456680,0.38497053,1.24669967,0.00380705,0.49283243
-5.75387694,1.85130480,0.00425813,0.00000000,0.03598923,0.04415412,0.38595254,1.27202439,0.00417775,0.49890807
-5.74787394,1.87885651,0.00452701,0.00000000,0.03632147,0.04369442,0.38592844,1.29122561,0.00457050,0.50433239
-5.74187094,1.90023124,0.00481221,0.00000000,0.03672031,0.04321490,0.38501216,1.30410924,0.00498367,0.50919747
-5.73586793,1.91549111,0.00511257,0.00000000,0.03719262,0.04274489,0.38334330,1.31060400,0.00541557,0.51360042
-5.72986493,1.92481306,0.00542659,0.00000000,0.03774049,0.04231529,0.38108396,1.31076480,0.00586453,0.51764073
-5.72386193,1.92848754,0.00575245,0.00000000,0.03836106,0.04195814,0.37841549,1.30477284,0.00632901,0.52141860
-5.71785893,1.92691541,0.00608808,0.00000000,0.03904661,0.04170613,0.37553548,1.29293233,0.00680765,0.52503408
-5.71185593,1.92060335,0.00643123,0.00000000,0.03978479,0.04159238,0.37265496,1.27566392,0.00729940,0.52858712
-5.70585293,1.91015745,0.00677961,0.00000000,0.04055914,0.04165015,0.36999569,1.25349501,0.00780362,0.53217838
-5.69984992,1.89627494,0.00713093,0.00000000,0.04134980,0.04191270,0.36778780,1.22704732,0.00832017,0.53591068
-5.69384692,1.87973421,0.00748311,0.00000000,0.04213439,0.04241315,0.36626743,1.19702189,0.00884947,0.53989069
-5.68784392,1.86138274,0.00783434,0.00000000,0.04288890,0.04318440,0.36567458,1.16418218,0.00939255,0.54423088
-5.68184092,1.84212314,0.00818321,0.00000000,0.04358882,0.04425895,0.36625074,1.12933552,0.00995107,0.54905110
-5.67583792,1.82289710,0.00852883,0.00000000,0.04421009,0.04566874,0.36823648,1.09331366,0.01052725,0.55447979
-5.66983492,1.80466747,0.00887087,0.00000000,0.04473018,0.04744490,0.37186865,1.05695272,0.01112385,0.56065431
-5.66383192,1.78839838,0.00920963,0.00000000,0.04512894,0.04961730,0.37737712,1.02107320,0.01174404,0.56772024
-5.65782891,1.77503377,0.00954603,0.00000000,0.04538943,0.05221411,0.38498103,0.98646057,0.01239122,0.57582954
-5.65182591,1.76547465,0.00988159,0.00000000,0.04549849,0.05526105,0.39488435,0.95384688,0.01306884,0.58513726
-5.64582291,1.76055539,0.01021833,0.00000000,0.04544724,0.05878062,0.40727083,0.92389384,0.01378015,0.59579705
-5.63981991,1.76101993,0.01055870,0.00000000,0.04523126,0.06279113,0.42229833,0.89717785,0.01452796,0.60795538
-5.63381691,1.76749831,0.01090539,0.00000000,0.04485066,0.06730558,0.44009273,0.87417733,0.01531436,0.62174472
-5.62781391,1.78048460,0.01126120,0.00000000,0.04430995,0.07233060,0.46074146,0.85526263,0.01614042,0.63727605
-5.62181091,1.80031699,0.01162880,0.00000000,0.04361767,0.07786520,0.48428706,0.84068888,0.01700600,0.65463097
-5.61580790,1.82716102,0.01201054,0.00000000,0.04278604,0.08389967,0.51072101,0.83059186,0.01790943,0.67385399
-5.60980490,1.86099692,0.01240827,0.00000000,0.04183029,0.09041458,0.53997819,0.82498711,0.01884739,0.69494532
-5.60380190,1.90161182,0.01282313,0.00000000,0.04076813,0.09737994,0.57193236,0.82377226,0.01981478,0.71785485
-5.59779890,1.94859766,0.01325537,0.00000000,0.03961904,0.10475463,0.60639308,0.82673253,0.02080462,0.74247759
-5.59179590,2.00135514,0.01370427,0.00000000,0.03840360,0.11248613,0.64310430,0.83354933,0.02180810,0.76865112
-5.58579290,2.05910424,0.01416800,0.00000000,0.03714291,0.12051069,0.68174515,0.84381161,0.02281468,0.79615525
-5.57978989,2.12090099,0.01464363,0.00000000,0.03585795,0.12875384,0.72193281,0.85702973,0.02381226,0.82471419
-5.57378689,2.18566052,0.01512715,0.00000000,0.03456910,0.13713139,0.76322786,0.87265129,0.02478750,0.85400114
-5.56778389,2.25218531,0.01561352,0.00000000,0.03329573,0.14555084,0.80514189,0.89007854,0.02572607,0.88364532
-5.56178089,2.31919815,0.01609684,0.00000000,0.03205583,0.15391316,0.84714736,0.90868671,0.02661314,0.91324119
-5.55577789,2.38537810,0.01657047,0.00000000,0.03086573,0.16211497,0.88868925,0.92784259,0.02743377,0.94235935
-5.54977489,2.44939845,0.01702732,0.00000000,0.02973996,0.17005097,0.92919824,0.94692276,0.02817340,0.97055879
-5.54377189,2.50996475,0.01746002,0.00000000,0.02869109,0.17761649,0.96810483,0.96533085,0.02881833,0.99739975
-5.53776888,2.56585142,0.01786121,0.00000000,0.02772964,0.18471019,1.00485385,0.98251304,0.02935616,1.02245665
-5.53176588,2.61593540,0.01822378,0.00000000,0.02686402,0.19123664,1.03891863,0.99797151,0.02977620,1.04533037
-5.52576288,2.65922523,0.01854111,0.00000000,0.02610053,0.19710880,1.06981441,1.01127513,0.03006990,1.06565940
-5.51975988,2.69488449,0.01880730,0.00000000,0.02544332,0.20225011,1.09711014,1.02206727,0.03023102,1.08312909
-5.51375688,2.72224870,0.01901733,0.00000000,0.02489438,0.20659636,1.12043842,1.03007040,0.03025594,1.09747885
-5.50775388,2.74083509,0.01916721,0.00000000,0.02445349,0.21009702,1.13950297,1.03508763,0.03014370,1.10850683
-5.50175088,2.75034522,0.01925406,0.00000000,0.02411828,0.21271611,1.15408363,1.03700118,0.02989601,1.11607210
-5.49574787,2.75066072,0.01927617,0.00000000,0.02388418,0.21443257,1.16403848,1.03576818,0.02951716,1.12009428
-5.48974487,2.74183297,0.01923298,0.00000000,0.02374446,0.21524015,1.16930356,1.03141417,0.02901386,1.12055094
-5.48374187,2.72406757,0.01912505,0.00000000,0.02369029,0.21514685,1.16989000,1.02402499,0.02839497,1.11747301
-5.47773887,2.69770518,0.01895394,0.00000000,0.02371084,0.21417395,1.16587926,1.01373746,0.02767115,1.11093889
-5.47173587,2.66319999,0.01872217,0.00000000,0.02379346,0.21235480,1.15741674,1.00072971,0.02685456,1.10106750
-5.46573287,2.62109743,0.01843303,0.00000000,0.02392387,0.20973337,1.14470438,0.98521161,0.02595842,1.08801111
-5.45972986,2.57201259,0.01809049,0.00000000,0.02408644,0.20636267,1.12799270,0.96741609,0.02499666,1.07194843
-5.45372686,2.51661069,0.01769904,0.00000000,0.02426457,0.20230325,1.10757299,0.94759161,0.02398354,1.05307836
-5.44772386,2.45559052,0.01726363,0.00000000,0.02444111,0.19762172,1.08376990,0.92599627,0.02293333,1.03161490
-5.44172086,2.38967167,0.01678951,0.00000000,0.02459879,0.19238945,1.05693490,0.90289372,0.02186000,1.00778353
-5.43571786,2.31958578,0.01628220,0.00000000,0.02472075,0.18668143,1.02744083,0.87855087,0.02077699,0.98181898
-5.42971486,2.24607189,0.01574742,0.00000000,0.02479104,0.18057543,0.99567769,0.85323739,0.01969705,0.95396458
-5.42371186,2.16987532,0.01519105,0.00000000,0.02479516,0.17415129,0.96204953,0.82722648,0.01863213,0.92447288
-5.41770885,2.09174941,0.01461910,0.00000000,0.02472051,0.16749048,0.92697238,0.80079687,0.01759331,0.89360728
-5.41170585,2.01245912,0.01403776,0.00000000,0.02455685,0.16067573,0.89087282,0.77423514,0.01659079,0.86164422
-5.40570285,1.93278539,0.01345335,0.00000000,0.02429664,0.15379080,0.85418705,0.74783824,0.01563393,0.82887554
-5.39969985,1.85352898,0.01287232,0.00000000,0.02393533,0.14692027,0.81735980,0.72191531,0.01473131,0.79561049
-5.39369685,1.77551268,0.01230129,0.00000000,0.02347150,0.14014920,0.78084292,0.69678863,0.01389080,0.76217687
-5.38769385,1.69958089,0.01174695,0.00000000,0.02290693,0.13356277,0.74509312,0.67279296,0.01311960,0.72892104
-5.38169085,1.62659583,0.01121608,0.00000000,0.02224653,0.12724569,0.71056866,0.65027321,0.01242434,0.69620637
-5.37568784,1.55742988,0.01071544,0.00000000,0.02149814,0.12128135,0.67772475,0.62958029,0.01181110,0.66440996
-5.36968484,1.49295381,0.01025168,0.00000000,0.02067231,0.11575084,0.64700760,0.61106488,0.01128540,0.63391773
-5.36368184,1.43402136,0.00983122,0.00000000,0.01978187,0.11073169,0.61884714,0.59506964,0.01085218,0.60511767
-5.35767884,1.38145041,0.00946013,0.00000000,0.01884152,0.10629637,0.59364866,0.58191991,0.01051579,0.57839188
-5.35167584,1.33600190,0.00914392,0.00000000,0.01786736,0.10251075,0.57178349,0.57191347,0.01027981,0.55410730
-5.34567284,1.29835729,0.00888741,0.00000000,0.01687638,0.09943235,0.55357939,0.56530992,0.01014702,0.53260595
-5.33966983,1.26909612,0.00869456,0.00000000,0.01588594,0.09710872,0.53931087,0.56232021,0.01011922,0.51419498
-5.33366683,1.24867473,0.00856831,0.00000000,0.01491333,0.09557578,0.52919012,0.56309715,0.01019709,0.49913707
-5.32766383,1.23740775,0.00851042,0.00000000,0.01397527,0.09485646,0.52335904,0.56772732,0.01038011,0.48764187
-5.32166083,1.23545335,0.00852137,0.00000000,0.01308759,0.09495956,0.52188291,0.57622512,0.01066638,0.47985875
-5.31565783,1.24280347,0.00860029,0.00000000,0.01226486,0.09587895,0.52474613,0.58852932,0.01105255,0.47587147
-5.30965483,1.25927971,0.00874491,0.00000000,0.01152020,0.09759325,0.53185047,0.60450259,0.01153378,0.47569505
-5.30365183,1.28453547,0.00895157,0.00000000,0.01086506,0.10006593,0.54301598,0.62393390,0.01210374,0.47927502
-5.29764882,1.31806429,0.00921528,0.00000000,0.01030917,0.10324597,0.55798483,0.64654419,0.01275462,0.48648914
-5.29164582,1.35921432,0.00952983,0.00000000,0.00986047,0.10706892,0.57642792,0.67199463,0.01347729,0.49715155
-5.28564282,1.40720816,0.00988795,0.00000000,0.00952514,0.11145850,0.59795418,0.69989755,0.01426137,0.51101920
-5.27963982,1.46116724,0.01028148,0.00000000,0.00930769,0.11632862,0.62212211,0.72982917,0.01509550,0.52780011
-5.27363682,1.52013946,0.01070163,0.00000000,0.00921098,0.12158567,0.64845323,0.76134362,0.01596755,0.54716316
-5.26763382,1.58312858,0.01113920,0.00000000,0.00923637,0.12713110,0.67644670,0.79398742,0.01686488,0.56874886
-5.26163082,1.64912403,0.01158486,0.00000000,0.00938377,0.13286411,0.70559452,0.82731374,0.01777464,0.59218048
-5.25562781,1.71712932,0.01202941,0.00000000,0.00965174,0.13868430,0.73539652,0.86089541,0.01868409,0.61707505
-5.24962481,1.78618766,0.01246407,0.00000000,0.01003751,0.14449428,0.76537449,0.89433619,0.01958082,0.64305356
-5.24362181,1.85540357,0.01288063,0.00000000,0.01053705,0.15020195,0.79508465,0.92727955,0.02045309,0.66974997
-5.23761881,1.92395919,0.01327173,0.00000000,0.01114503,0.15572254,0.82412786,0.95941448,0.02128997,0.69681846
-5.23161581,1.99112478,0.01363101,0.00000000,0.01185480,0.16098011,0.85215718,0.99047814,0.02208160,0.72393869
-5.22561281,2.05626303,0.01395316,0.00000000,0.01265837,0.16590867,0.87888226,1.02025519,0.02281928,0.75081893
-5.21960980,2.11882718,0.01423408,0.00000000,0.01354634,0.17045273,0.90407058,1.04857400,0.02349552,0.77719686
-5.21360680,2.17835371,0.01447078,0.00000000,0.01450785,0.17456734,0.92754548,1.07530025,0.02410413,0.80283842
-5.20760380,2.23445012,0.01466145,0.00000000,0.01553056,0.17821774,0.94918123,1.10032815,0.02464013,0.82753470
-5.20160080,2.28677949,0.01480530,0.00000000,0.01660068,0.18137845,0.96889566,1.12357042,0.02509969,0.85109751
-5.19559780,2.33504287,0.01490247,0.00000000,0.01770298,0.18403219,0.98664080,1.14494756,0.02548002,0.87335393
-5.18959480,2.37896138,0.01495391,0.00000000,0.01882095,0.18616847,1.00239234,1.16437736,0.02577927,0.89414058
-5.18359180,2.41825954,0.01496115,0.00000000,0.01993695,0.18778214,1.01613873,1.18176562,0.02599633,0.91329805
-5.17758879,2.45265132,0.01492620,0.00000000,0.02103247,0.18887193,1.02787061,1.19699874,0.02613077,0.93066611
-5.17158579,2.48183038,0.01485137,0.00000000,0.02208842,0.18943912,1.03757145,1.20993882,0.02618265,0.94608028
-5.16558279,2.50546533,0.01473911,0.00000000,0.02308558,0.18948643,1.04521008,1.22042189,0.02615246,0.95937006
-5.15957979,2.52320076,0.01459188,0.00000000,0.02400494,0.18901722,1.05073569,1.22825937,0.02604106,0.97035921
-5.15357679,2.53466423,0.01441211,0.00000000,0.02482826,0.18803504,1.05407554,1.23324284,0.02584966,0.97886813
-5.14757379,2.53947887,0.01420208,0.00000000,0.02553850,0.18654352,1.05513582,1.23515193,0.02557978,0.98471834
-5.14157079,2.53728108,0.01396395,0.00000000,0.02612034,0.18454671,1.05380543,1.23376482,0.02523335,0.98773886
-5.13556778,2.52774206,0.01369974,0.00000000,0.02656065,0.18204963,1.04996247,1.22887081,0.02481277,0.98777422
-5.12956478,2.51059197,0.01341139,0.00000000,0.02684890,0.17905921,1.04348318,1.22028409,0.02432097,0.98469345
-5.12356178,2.48564502,0.01310083,0.00000000,0.02697752,0.17558530,1.03425245,1.20785797,0.02376153,0.97839965
-5.11755878,2.45282387,0.01277004,0.00000000,0.02694218,0.17164188,1.02217554,1.19149846,0.02313878,0.96883944
-5.11155578,2.41218159,0.01242118,0.00000000,0.02674192,0.16724819,1.00718992,1.17117661,0.02245787,0.95601168
-5.10555278,2.36391970,0.01205663,0.00000000,0.02637926,0.16242980,0.98927662,1.14693857,0.02172480,0.93997475
-5.09954977,2.30840092,0.01167911,0.00000000,0.02586012,0.15721943,0.96847033,1.11891285,0.02094651,0.92085207
-5.09354677,2.24615561,0.01129173,0.00000000,0.02519365,0.15165757,0.94486748,1.08731429,0.02013078,0.89883509
-5.08754377,2.17788136,0.01089802,0.00000000,0.02439197,0.14579271,0.91863180,1.05244436,0.01928622,0.87418380
-5.08154077,2.10443526,0.01050193,0.00000000,0.02346980,0.13968124,0.88999700,1.01468792,0.01842215,0.84722434
-5.07553777,2.02681926,0.01010786,0.00000000,0.02244402,0.13338695,0.85926629,0.97450633,0.01754842,0.81834382
-5.06953477,1.94615900,0.00972054,0.00000000,0.02133317,0.12698020,0.82680871,0.93242741,0.01667526,0.78798245
-5.06353177,1.86367706,0.00934497,0.00000000,0.02015691,0.12053666,0.79305241,0.88903266,0.01581303,0.75662335
-5.05752876,1.78066176,0.00898634,0.00000000,0.01893547,0.11413590,0.75847522,0.84494234,0.01497201,0.72478036
-5.05152576,1.69843286,0.00864985,0.00000000,0.01768912,0.10785957,0.72359277,0.80079919,0.01416210,0.69298436
-5.04552276,1.61830566,0.00834058,0.00000000,0.01643766,0.10178960,0.68894493,0.75725133,0.01339262,0.66176876
-5.03951976,1.54155488,0.00806335,0.00000000,0.01519991,0.09600616,0.65508091,0.71493529,0.01267203,0.63165463
-5.03351676,1.46937989,0.00782251,0.00000000,0.01399334,0.09058569,0.62254381,0.67445960,0.01200774,0.60313608
-5.02751376,1.40287247,0.00762184,0.00000000,0.01283370,0.08559895,0.59185517,0.63638974,0.01140588,0.57666652
-5.02151076,1.34298820,0.00746439,0.00000000,0.01173478,0.08110919,0.56350008,0.60123478,0.01087119,0.55264622
-5.01550775,1.29052251,0.00735231,0.00000000,0.01070816,0.07717051,0.53791345,0.56943616,0.01040690,0.53141158
-5.00950475,1.24609183,0.00728684,0.00000000,0.00976315,0.07382641,0.51546772,0.54135870,0.01001464,0.51322649
-5.00350175,1.21012035,0.00726814,0.00000000,0.00890673,0.07110862,0.49646260,0.51728424,0.00969447,0.49827595
-4.99749875,1.18283246,0.00729532,0.00000000,0.00814355,0.06903619,0.48111691,0.49740749,0.00944488,0.48666213
-4.99149575,1.16425082,0.00736640,0.00000000,0.00747599,0.06761492,0.46956270,0.48183433,0.00926286,0.47840280
-4.98549275,1.15419980,0.00747835,0.00000000,0.00690433,0.06683705,0.46184195,0.47058228,0.00914406,0.47343222
-4.97948974,1.15231373,0.00762710,0.00000000,0.00642690,0.06668128,0.45790553,0.46358275,0.00908287,0.47160429
-4.97348674,1.15804965,0.00780770,0.00000000,0.00604021,0.06711316,0.45761469,0.46068508,0.00907268,0.47269772
-4.96748374,1.17070381,0.00801438,0.00000000,0.00573923,0.06808570,0.46074478,0.46166189,0.00910600,0.47642307
-4.96148074,1.18943133,0.00824067,0.00000000,0.00551759,0.06954036,0.46699114,0.46621569,0.00917474,0.48243147
-4.95547774,1.21326843,0.00847964,0.00000000,0.00536781,0.07140826,0.47597702,0.47398633,0.00927036,0.49032451
-4.94947474,1.24115663,0.00872397,0.00000000,0.00528152,0.07361175,0.48726316,0.48455927,0.00938418,0.49966527
-4.94347174,1.27196833,0.00896620,0.00000000,0.00524971,0.07606611,0.50035909,0.49747454,0.00950750,0.50998999
-4.93746873,1.30453334,0.00919890,0.00000000,0.00526298,0.07868155,0.51473557,0.51223610,0.00963188,0.52082032
-4.93146573,1.33766571,0.00941486,0.00000000,0.00531170,0.08136534,0.52983816,0.52832184,0.00974929,0.53167554
-4.92546273,1.37019060,0.00960726,0.00000000,0.00538629,0.08402406,0.54510146,0.54519380,0.00985232,0.54208484
-4.91945973,1.40097062,0.00976988,0.00000000,0.00547738,0.08656594,0.55996376,0.56230885,0.00993427,0.55159915
-4.91345673,1.42893127,0.00989722,0.00000000,0.00557603,0.08890319,0.57388165,0.57912956,0.00998936,0.55980223
-4.90745373,1.45308498,0.00998468,0.00000000,0.00567386,0.09095430,0.58634435,0.59513524,0.01001276,0.56632102
-4.90145073,1.47255341,0.01002864,0.00000000,0.00576328,0.09264614,0.59688727,0.60983299,0.01000075,0.57083478
-4.89544772,1.48658743,0.01002662,0.00000000,0.00583755,0.09391591,0.60510445,0.62276850,0.00995069,0.57308278
-4.88944472,1.49458436,0.00997727,0.00000000,0.00589094,0.09471286,0.61065945,0.63353655,0.00986111,0.57287064
-4.88344172,1.49610208,0.00988048,0.00000000,0.00591881,0.09499957,0.61329442,0.64179066,0.00973172,0.57007475
-4.87743872,1.49086949,0.00973731,0.00000000,0.00591769,0.09475296,0.61283703,0.64725181,0.00956334,0.56464497
-4.87143572,1.47879300,0.00955004,0.00000000,0.00588525,0.09396483,0.60920497,0.64971588,0.00935792,0.55660539
-4.86543272,1.45995881,0.00932204,0.00000000,0.00582038,0.09264199,0.60240790,0.64905938,0.00911845,0.54605310
-4.85942971,1.43463067,0.00905774,0.00000000,0.00572310,0.09080589,0.59254679,0.64524329,0.00884888,0.53315508
-4.85342671,1.40324322,0.00876247,0.00000000,0.00559454,0.08849197,0.57981070,0.63831481,0.00855402,0.51814327
-4.84742371,1.36639084,0.00844236,0.00000000,0.00543683,0.08574844,0.56447098,0.62840670,0.00823943,0.50130795
-4.84142071,1.32481240,0.00810412,0.00000000,0.00525299,0.08263489,0.54687334,0.61573428,0.00791131,0.48298965
-4.83541771,1.27937212,0.00775495,0.00000000,0.00504682,0.07922051,0.52742788,0.60058996,0.00757631,0.46356987
-4.82941471,1.23103722,0.00740227,0.00000000,0.00482273,0.07558218,0.50659752,0.58333553,0.00724141,0.44346083
-4.82341171,1.18085287,0.00705359,0.00000000,0.00458557,0.07180238,0.48488532,0.56439225,0.00691377,0.42309466
-4.81740870,1.12991521,0.00671632,0.00000000,0.00434051,0.06796710,0.46282096,0.54422915,0.00660055,0.40291220
-4.81140570,1.07934328,0.00639754,0.00000000,0.00409284,0.06416378,0.44094703,0.52334979,0.00630875,0.38335198
-4.80540270,1.03025056,0.00610388,0.00000000,0.00384782,0.06047930,0.41980533,0.50227802,0.00604504,0.36483934
-4.79939970,0.98371698,0.00584135,0.00000000,0.00361054,0.05699818,0.39992381,0.48154302,0.00581562,0.34777632
-4.79339670,0.94076221,0.00561519,0.00000000,0.00338577,0.05380095,0.38180427,0.46166424,0.00562605,0.33253228
-4.78739370,0.90232078,0.00542975,0.00000000,0.00317782,0.05096275,0.36591125,0.44313666,0.00548113,0.31943558
-4.78139070,0.86921982,0.00528842,0.00000000,0.00299050,0.04855215,0.35266222,0.42641674,0.00538475,0.30876651
-4.77538769,0.84215970,0.00519352,0.00000000,0.00282699,0.04663026,0.34241926,0.41190970,0.00533978,0.30075138
-4.76938469,0.82169816,0.00514630,0.00000000,0.00268976,0.04524998,0.33548226,0.39995816,0.00534799,0.29555809
-4.76338169,0.80823808,0.00514687,0.00000000,0.00258058,0.04445549,0.33208374,0.39083280,0.00540995,0.29329299
-4.75737869,0.80201911,0.00519422,0.00000000,0.00250047,0.04428190,0.33238508,0.38472506,0.00552502,0.29399916
-4.75137569,0.80311319,0.00528627,0.00000000,0.00244968,0.04475501,0.33647428,0.38174212,0.00569129,0.29765600
-4.74537269,0.81142406,0.00541988,0.00000000,0.00242774,0.04589115,0.34436506,0.38190431,0.00590561,0.30418016
-4.73936968,0.82669051,0.00559097,0.00000000,0.00243347,0.04769708,0.35599723,0.38514494,0.00616360,0.31342767
-4.73336668,0.84849337,0.00579455,0.00000000,0.00246501,0.05016992,0.37123821,0.39131259,0.00645977,0.32519724
-4.72736368,0.87626594,0.00602489,0.00000000,0.00251992,0.05329705,0.38988563,0.40017573,0.00678757,0.33923471
-4.72136068,0.90930761,0.00627565,0.00000000,0.00259521,0.05705609,0.41167089,0.41142952,0.00713954,0.35523841
-4.71535768,0.94680042,0.00653997,0.00000000,0.00268745,0.06141483,0.43626375,0.42470466,0.00750750,0.37286552
-4.70935468,0.98782802,0.00681070,0.00000000,0.00279285,0.06633115,0.46327772,0.43957793,0.00788269,0.39173919
-4.70335168,1.03139689,0.00708053,0.00000000,0.00290736,0.07175310,0.49227631,0.45558421,0.00825605,0.41145631
-4.69734867,1.07645905,0.00734217,0.00000000,0.00302677,0.07761900,0.52278010,0.47222958,0.00861838,0.43159594
-4.69134567,1.12193597,0.00758854,0.00000000,0.00314685,0.08385766,0.55427464,0.48900508,0.00896064,0.45172796
-4.68534267,1.16674304,0.00781290,0.00000000,0.00326342,0.09038880,0.58621893,0.50540081,0.00927415,0.47142207
-4.67933967,1.20981396,0.00800908,0.00000000,0.00337246,0.09712373,0.61805472,0.52091982,0.00955084,0.49025678
-4.67333667,1.25012463,0.00817157,0.00000000,0.00347024,0.10396623,0.64921621,0.53509145,0.00978349,0.50782815
-4.66733367,1.28671566,0.00829569,0.00000000,0.00355341,0.11081375,0.67914033,0.54748368,0.00996591,0.52375825
-4.66133067,1.31871324,0.00837764,0.00000000,0.00361904,0.11755889,0.70727720,0.55771402,0.01009308,0.53770297
-4.65532766,1.34534756,0.00841468,0.00000000,0.00366475,0.12409122,0.73310074,0.56545875,0.01016134,0.54935910
-4.64932466,1.36596847,0.00840507,0.00000000,0.00368871,0.13029935,0.75611916,0.57046012,0.01016841,0.55847038
-4.64332166,1.38005799,0.00834817,0.00000000,0.00368971,0.13607322,0.77588509,0.57253134,0.01011347,0.56483250
