energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up
-5.77788894,2.87720365,0.00616242,0.30646867,0.58025884,0.90249148,0.57310392,0.63315756,0.01272447,1.14633456
-5.77188594,2.84994402,0.00631963,0.29232645,0.55285278,0.89549350,0.55961432,0.63346469,0.01257589,1.14643812
-5.76588294,2.83451497,0.00651431,0.27952746,0.52867904,0.89245233,0.54945132,0.63620521,0.01245234,1.15092853
-5.75987994,2.83003872,0.00674038,0.26805954,0.50765880,0.89310522,0.54250665,0.64115511,0.01234463,1.15937308
-5.75387694,2.83534638,0.00699098,0.25787143,0.48964198,0.89708366,0.53859300,0.64803880,0.01224326,1.17124085
-5.74787394,2.84902828,0.00725866,0.24887780,0.47441762,0.90392866,0.53745357,0.65653934,0.01213880,1.18592359
-5.74187094,2.86949124,0.00753550,0.24096524,0.46172570,0.91310904,0.53877346,0.66630980,0.01202225,1.20275851
-5.73586793,2.89502050,0.00781336,0.23399886,0.45126990,0.92404193,0.54219246,0.67698521,0.01188544,1.22105231
-5.72986493,2.92384351,0.00808405,0.22782939,0.44273073,0.93611464,0.54731877,0.68819458,0.01172126,1.24010509
-5.72386193,2.95419337,0.00833956,0.22230040,0.43577860,0.94870721,0.55374296,0.69957268,0.01152399,1.25923336
-5.71785893,2.98436921,0.00857222,0.21725528,0.43008620,0.96121458,0.56105178,0.71077095,0.01128941,1.27779127
-5.71185593,3.01279148,0.00877494,0.21254399,0.42533994,0.97306765,0.56884123,0.72146729,0.01101492,1.29518919
-5.70585293,3.03805032,0.00894135,0.20802909,0.42124998,0.98375253,0.57672848,0.73137429,0.01069960,1.31090919
-5.69984992,3.05894534,0.00906599,0.20359108,0.41755866,0.99282719,0.58436220,0.74024587,0.01034416,1.32451682
-5.69384692,3.07451601,0.00914442,0.19913273,0.41404713,0.99993501,0.59143117,0.74788204,0.00995087,1.33566916
-5.68784392,3.08406195,0.00917334,0.19458260,0.41054002,1.00481486,0.59767078,0.75413175,0.00952341,1.34411902
-5.68184092,3.08715306,0.00915066,0.18989731,0.40690831,1.00730744,0.60286739,0.75889403,0.00906671,1.34971539
-5.67583792,3.08362983,0.00907556,0.18506300,0.40307034,1.00735777,0.60686060,0.76211736,0.00858670,1.35240062
-5.66983492,3.07359461,0.00894842,0.18009571,0.39899118,1.00501398,0.60954345,0.76379766,0.00809013,1.35220457
-5.66383192,3.05739484,0.00877086,0.17504087,0.39468054,1.00042254,0.61086063,0.76397499,0.00758428,1.34923651
-5.65782891,3.03559962,0.00854561,0.16997205,0.39018955,0.99382039,0.61080521,0.76272927,0.00707679,1.34367514
-5.65182591,3.00897110,0.00827641,0.16498902,0.38560654,0.98552437,0.60941378,0.76017539,0.00657537,1.33575751
-5.64582291,2.97843214,0.00796790,0.16021531,0.38105222,0.97591855,0.60676073,0.75645786,0.00608768,1.32576732
-5.63981991,2.94503188,0.00762541,0.15579532,0.37667452,0.96544002,0.60295167,0.75174525,0.00562107,1.31402321
-5.63381691,2.90991057,0.00725481,0.15189116,0.37264319,0.95456383,0.59811663,0.74622468,0.00518250,1.30086747
-5.62781391,2.87426491,0.00686230,0.14867932,0.36914463,0.94378759,0.59240309,0.74009644,0.00477839,1.28665549
-5.62181091,2.83931489,0.00645425,0.14634716,0.36637672,0.93361634,0.58596930,0.73356887,0.00441456,1.27174620
-5.61580790,2.80627297,0.00603696,0.14508943,0.36454412,0.92454818,0.57897812,0.72685355,0.00409613,1.25649372
-5.60980490,2.77631598,0.00561655,0.14510459,0.36385381,0.91706100,0.57159148,0.72016075,0.00382751,1.24124005
-5.60380190,2.75056018,0.00519873,0.14659125,0.36451095,0.91160064,0.56396565,0.71369524,0.00361237,1.22630898
-5.59779890,2.73003928,0.00478873,0.14974438,0.36671505,0.90857070,0.55624739,0.70765224,0.00345362,1.21200090
-5.59179590,2.71568549,0.00439115,0.15475152,0.37065621,0.90832398,0.54857091,0.70221371,0.00335340,1.19858850
-5.58579290,2.70831314,0.00400993,0.16178882,0.37651150,0.91115571,0.54105574,0.69754461,0.00331310,1.18631304
-5.57978989,2.70860479,0.00364824,0.17101689,0.38444119,0.91729836,0.53380528,0.69378950,0.00333332,1.17538117
-5.57378689,2.71709920,0.00330851,0.18257652,0.39458495,0.92691794,0.52690601,0.69106918,0.00341388,1.16596209
-5.56778389,2.73418119,0.00299244,0.19658418,0.40705776,0.94011171,0.52042721,0.68947758,0.00355379,1.15818499
-5.56178089,2.76007303,0.00270101,0.21312747,0.42194559,0.95690705,0.51442110,0.68907892,0.00375124,1.15213673
-5.55577789,2.79482743,0.00243455,0.23226051,0.43930099,0.97726136,0.50892319,0.68990537,0.00400358,1.14785980
-5.54977489,2.83832221,0.00219283,0.25399940,0.45913855,1.00106294,0.50395283,0.69195513,0.00430727,1.14535076
-5.54377189,2.89025691,0.00197510,0.27831804,0.48143046,1.02813265,0.49951388,0.69519134,0.00465791,1.14455911
-5.53776888,2.95015175,0.00178024,0.30514426,0.50610237,1.05822642,0.49559538,0.69954175,0.00505020,1.14538697
-5.53176588,3.01734940,0.00160681,0.33435675,0.53302985,1.09103862,0.49217226,0.70489946,0.00547795,1.14768967
-5.52576288,3.09102011,0.00145314,0.36578280,0.56203564,1.12620625,0.48920608,0.71112464,0.00593419,1.15127736
-5.51975988,3.17017059,0.00131746,0.39919724,0.59288803,1.16331414,0.48664584,0.71804751,0.00641115,1.15591795
-5.51375688,3.25365720,0.00119793,0.43432265,0.62530071,1.20190117,0.48442887,0.72547236,0.00690039,1.16134137
-5.50775388,3.34020356,0.00109272,0.47083107,0.65893415,1.24146762,0.48248188,0.73318264,0.00739298,1.16724516
-5.50175088,3.42842275,0.00100008,0.50834739,0.69339881,1.28148370,0.48072225,0.74094700,0.00787958,1.17330142
-5.49574787,3.51684395,0.00091837,0.54645437,0.72826029,1.32139926,0.47905947,0.74852602,0.00835070,1.17916485
-5.48974487,3.60394295,0.00084610,0.58469931,0.76304633,1.36065451,0.47739698,0.75567937,0.00879689,1.18448178
-5.48374187,3.68817607,0.00078194,0.62260233,0.79725563,1.39869180,0.47563419,0.76217311,0.00920900,1.18889979
-5.47773887,3.76801624,0.00072473,0.65966603,0.83036835,1.43496801,0.47366876,0.76778684,0.00957839,1.19207755
-5.47173587,3.84199044,0.00067348,0.69538623,0.86185779,1.46896735,0.47139911,0.77232026,0.00989720,1.19369454
-5.46573287,3.90871679,0.00062738,0.72926363,0.89120323,1.50021419,0.46872707,0.77559885,0.01015857,1.19346013
-5.45972986,3.96694022,0.00058576,0.76081576,0.91790312,1.52828534,0.46556055,0.77747848,0.01035689,1.19112166
-5.45372686,4.01556495,0.00054810,0.78958906,0.94148834,1.55282141,0.46181616,0.77784859,0.01048791,1.18647112
-5.44772386,4.05368268,0.00051399,0.81517041,0.96153503,1.57353675,0.45742165,0.77663387,0.01054891,1.17935018
-5.44172086,4.08059500,0.00048312,0.83719786,0.97767632,1.59022734,0.45231808,0.77379433,0.01053880,1.16965323
-5.43571786,4.09582923,0.00045526,0.85536994,0.98961262,1.60277630,0.44646157,0.76932384,0.01045814,1.15732844
-5.42971486,4.09914677,0.00043026,0.86945339,0.99712003,1.61115668,0.43982456,0.76324728,0.01030907,1.14237679
-5.42371186,4.09054358,0.00040799,0.87928876,1.00005635,1.61543111,0.43239661,0.75561641,0.01009532,1.12484916
-5.41770885,4.07024288,0.00038838,0.88479382,0.99836469,1.61574837,0.42418446,0.74650485,0.00982196,1.10484170
-5.41170585,4.03868013,0.00037136,0.88596459,0.99207436,1.61233668,0.41521163,0.73600247,0.00949532,1.08248989
-5.40570285,3.99648123,0.00035687,0.88287388,0.98129895,1.60549399,0.40551740,0.72420955,0.00912269,1.05796147
-5.39969985,3.94443465,0.00034486,0.87566748,0.96623193,1.59557560,0.39515518,0.71123106,0.00871214,1.03144883
-5.39369685,3.88345894,0.00033527,0.86455815,0.94713970,1.58297934,0.38419060,0.69717148,0.00827218,1.00316128
-5.38769385,3.81456688,0.00032802,0.84981766,0.92435251,1.56812914,0.37269906,0.68213031,0.00781152,0.97331746
-5.38169085,3.73882801,0.00032302,0.83176727,0.89825367,1.55145750,0.36076318,0.66619874,0.00733880,0.94213844
-5.37568784,3.65733094,0.00032018,0.81076692,0.86926747,1.53338758,0.34847007,0.64945734,0.00686235,0.90984179
-5.36968484,3.57114720,0.00031936,0.78720381,0.83784624,1.51431587,0.33590858,0.63197511,0.00638992,0.87663666
-5.36368184,3.48129800,0.00032040,0.76148067,0.80445720,1.49459595,0.32316670,0.61380966,0.00592851,0.84272030
-5.35767884,3.38872512,0.00032314,0.73400419,0.76956950,1.47452435,0.31032921,0.59500851,0.00548424,0.80827577
-5.35167584,3.29426712,0.00032736,0.70517425,0.73364207,1.45432901,0.29747557,0.57561137,0.00506217,0.77347096
-5.34567284,3.19864154,0.00033286,0.67537402,0.69711252,1.43416090,0.28467821,0.55565294,0.00466630,0.73845872
-5.33966983,3.10243363,0.00033937,0.64496169,0.66038765,1.41408934,0.27200130,0.53516630,0.00429952,0.70337790
-5.33366683,3.00609170,0.00034663,0.61426360,0.62383577,1.39410110,0.25949989,0.51418623,0.00396362,0.66835507
-5.32766383,2.90992900,0.00035436,0.58356935,0.58778091,1.37410344,0.24721953,0.49275253,0.00365935,0.63350664
-5.32166083,2.81413174,0.00036227,0.55312874,0.55249924,1.35393095,0.23519632,0.47091279,0.00338651,0.59894120
-5.31565783,2.71877241,0.00037003,0.52315045,0.51821740,1.33335589,0.22345734,0.44872460,0.00314407,0.56476169
-5.30965483,2.62382768,0.00037736,0.49380257,0.48511288,1.31210144,0.21202138,0.42625704,0.00293028,0.53106734
-5.30365183,2.52919960,0.00038395,0.46521461,0.45331611,1.28985745,0.20090004,0.40359122,0.00274283,0.49795521
-5.29764882,2.43473918,0.00038952,0.43748070,0.42291402,1.26629765,0.19009890,0.38082006,0.00257901,0.46552118
-5.29164582,2.34027086,0.00039379,0.41066391,0.39395480,1.24109774,0.17961892,0.35804723,0.00243582,0.43386040
-5.28564282,2.24561680,0.00039654,0.38480112,0.36645357,1.21395337,0.16945783,0.33538537,0.00231014,0.40306721
-5.27963982,2.15061985,0.00039757,0.35990825,0.34039848,1.18459710,0.15961159,0.31295383,0.00219884,0.37323461
-5.27363682,2.05516412,0.00039671,0.33598555,0.31575702,1.15281373,0.15007569,0.29087595,0.00209891,0.34445339
-5.26763382,1.95919233,0.00039385,0.31302259,0.29248225,1.11845309,0.14084640,0.26927619,0.00200754,0.31681105
-5.26163082,1.86271928,0.00038892,0.29100282,0.27051853,1.08143977,0.13192183,0.24827734,0.00192220,0.29039057
-5.25562781,1.76584103,0.00038192,0.26990748,0.24980678,1.04177957,0.12330284,0.22799783,0.00184070,0.26526933
-5.24962481,1.66873956,0.00037288,0.24971871,0.23028886,0.99956209,0.11499371,0.20854940,0.00176123,0.24151818
-5.24362181,1.57168298,0.00036189,0.23042188,0.21191120,0.95495979,0.10700263,0.19003530,0.00168235,0.21920079
-5.23761881,1.47502162,0.00034909,0.21200705,0.19462744,0.90822347,0.09934201,0.17254897,0.00160300,0.19837334
-5.23161581,1.37918022,0.00033464,0.19446970,0.17840027,0.85967444,0.09202856,0.15617332,0.00152252,0.17908472
-5.22561281,1.28464719,0.00031876,0.17781072,0.16320244,0.80969412,0.08508325,0.14098061,0.00144054,0.16137699
-5.21960980,1.19196130,0.00030168,0.16203591,0.14901698,0.75871134,0.07853111,0.12703288,0.00135704,0.14528632
-5.21360680,1.10169686,0.00028366,0.14715495,0.13583690,0.70718828,0.07240092,0.11438285,0.00127221,0.13084426
-5.20760380,1.01444795,0.00026496,0.13318015,0.12366433,0.65560553,0.06672479,0.10307525,0.00118648,0.11807922
-5.20160080,0.93081278,0.00024585,0.12012500,0.11250937,0.60444722,0.06153769,0.09314834,0.00110041,0.10701809
-5.19559780,0.85137849,0.00022660,0.10800275,0.10238863,0.55418661,0.05687692,0.08463568,0.00101467,0.09768791
-5.18959480,0.77670735,0.00020744,0.09682495,0.09332372,0.50527301,0.05278156,0.07756785,0.00092998,0.09011743
-5.18359180,0.70732456,0.00018862,0.08660030,0.08533959,0.45812026,0.04929184,0.07197413,0.00084708,0.08433849
-5.17758879,0.64370808,0.00017035,0.07733361,0.07846301,0.41309737,0.04644851,0.06788389,0.00076667,0.08038701
-5.17158579,0.58628061,0.00015279,0.06902502,0.07272096,0.37052134,0.04429217,0.06532774,0.00068941,0.07830366
-5.16558279,0.53540373,0.00013610,0.06166949,0.06813922,0.33065248,0.04286257,0.06433826,0.00061586,0.07813391
-5.15957979,0.49137419,0.00012040,0.05525655,0.06474091,0.29369198,0.04219778,0.06495021,0.00054649,0.07992760
-5.15357679,0.45442192,0.00010578,0.04977019,0.06254522,0.25978184,0.04233345,0.06720038,0.00048169,0.08373793
-5.14757379,0.42470978,0.00009230,0.04518900,0.06156606,0.22900671,0.04330181,0.07112679,0.00042169,0.08961979
-5.14157079,0.40233442,0.00007997,0.04148635,0.06181088,0.20139748,0.04513080,0.07676755,0.00036666,0.09762763
-5.13556778,0.38732818,0.00006882,0.03863076,0.06327939,0.17693625,0.04784300,0.08415919,0.00031662,0.10781281
-5.12956478,0.37966160,0.00005881,0.03658621,0.06596244,0.15556228,0.05145462,0.09333470,0.00027153,0.12022049
-5.12356178,0.37924623,0.00004990,0.03531255,0.06984088,0.13717857,0.05597446,0.10432122,0.00023126,0.13488641
-5.11755878,0.38593771,0.00004205,0.03476580,0.07488454,0.12165875,0.06140288,0.11713766,0.00019560,0.15183341
-5.11155578,0.39953880,0.00003519,0.03489856,0.08105135,0.10885390,0.06773088,0.13179218,0.00016429,0.17106801
-5.10555278,0.41980246,0.00002924,0.03566028,0.08828665,0.09859910,0.07493930,0.14827986,0.00013703,0.19257730
-5.09954977,0.44643486,0.00002413,0.03699762,0.09652277,0.09071952,0.08299823,0.16658044,0.00011350,0.21632603
-5.09354677,0.47909848,0.00001978,0.03885473,0.10567896,0.08503570,0.09186662,0.18665650,0.00009336,0.24225438
-5.08754377,0.51741530,0.00001609,0.04117364,0.11566168,0.08136825,0.10149219,0.20845198,0.00007626,0.27027626
-5.08154077,0.56097022,0.00001301,0.04389462,0.12636534,0.07954159,0.11181166,0.23189118,0.00006185,0.30027844
-5.07553777,0.60931487,0.00001044,0.04695667,0.13767355,0.07938690,0.12275134,0.25687835,0.00004982,0.33212047
-5.06953477,0.66197168,0.00000832,0.05029806,0.14946080,0.08074431,0.13422800,0.28329777,0.00003985,0.36563535
-5.06353177,0.71843843,0.00000658,0.05385697,0.16159458,0.08346424,0.14615014,0.31101435,0.00003166,0.40063116
-5.05752876,0.77819312,0.00000517,0.05757219,0.17393796,0.08740817,0.15841949,0.33987478,0.00002498,0.43689322
-5.05152576,0.84069912,0.00000404,0.06138389,0.18635241,0.09244878,0.17093276,0.36970904,0.00001957,0.47418702
-5.04552276,0.90541044,0.00000313,0.06523449,0.19870088,0.09846954,0.18358359,0.40033218,0.00001523,0.51226150
-5.03951976,0.97177693,0.00000241,0.06906947,0.21085085,0.10536396,0.19626449,0.43154641,0.00001178,0.55085267
-5.03351676,1.03924923,0.00000185,0.07283816,0.22267743,0.11303449,0.20886886,0.46314322,0.00000906,0.58968732
-5.02751376,1.10728324,0.00000140,0.07649455,0.23406609,0.12139113,0.22129282,0.49490545,0.00000693,0.62848664
-5.02151076,1.17534395,0.00000106,0.07999784,0.24491512,0.13034998,0.23343692,0.52660939,0.00000529,0.66696969
-5.01550775,1.24290845,0.00000080,0.08331303,0.25513750,0.13983157,0.24520750,0.55802658,0.00000403,0.70485637
-5.00950475,1.30946813,0.00000061,0.08641113,0.26466221,0.14975923,0.25651783,0.58892555,0.00000309,0.74187011
-5.00350175,1.37452995,0.00000046,0.08926935,0.27343484,0.16005753,0.26728877,0.61907326,0.00000241,0.77773999
-4.99749875,1.43761697,0.00000036,0.09187096,0.28141752,0.17065065,0.27744921,0.64823648,0.00000193,0.81220234
-4.99149575,1.49826822,0.00000029,0.09420502,0.28858810,0.18146109,0.28693601,0.67618302,0.00000164,0.84500208
-4.98549275,1.55603828,0.00000024,0.09626587,0.29493883,0.19240846,0.29569375,0.70268304,0.00000151,0.87589363
-4.97948974,1.61049667,0.00000023,0.09805250,0.30047439,0.20340856,0.30367420,0.72751038,0.00000153,0.90464171
-4.97348674,1.66122763,0.00000024,0.09956781,0.30520961,0.21437276,0.31083564,0.75044420,0.00000171,0.93102210
-4.96748374,1.70783037,0.00000027,0.10081774,0.30916692,0.22520779,0.31714212,0.77127090,0.00000206,0.95482262
-4.96148074,1.74992033,0.00000033,0.10181051,0.31237378,0.23581587,0.32256269,0.78978642,0.00000263,0.97584427
-4.95547774,1.78713152,0.00000042,0.10255572,0.31486019,0.24609538,0.32707084,0.80579900,0.00000344,0.99390295
-4.94947474,1.81912027,0.00000055,0.10306374,0.31665645,0.25594187,0.33064403,0.81913242,0.00000457,1.00883149
-4.94347174,1.84557028,0.00000073,0.10334501,0.31779134,0.26524972,0.33326352,0.82962952,0.00000610,1.02048228
-4.93746873,1.86619905,0.00000097,0.10340968,0.31829083,0.27391415,0.33491442,0.83715611,0.00000813,1.02873030
-4.93146573,1.88076548,0.00000129,0.10326726,0.31817722,0.28183368,0.33558605,0.84160498,0.00001081,1.03347650
-4.92546273,1.88907819,0.00000171,0.10292655,0.31746896,0.28891312,0.33527252,0.84289985,0.00001430,1.03465139
-4.91945973,1.89100439,0.00000225,0.10239568,0.31618098,0.29506670,0.33397350,0.84099912,0.00001879,1.03221854
-4.91345673,1.88647857,0.00000294,0.10168223,0.31432537,0.30022152,0.33169513,0.83589908,0.00002455,1.02617785
-4.90745373,1.87551055,0.00000381,0.10079357,0.31191256,0.30432110,0.32845090,0.82763642,0.00003185,1.01656831
-4.90145073,1.85819240,0.00000492,0.09973709,0.30895264,0.30732878,0.32426261,0.81628983,0.00004104,1.00346996
-4.89544772,1.83470351,0.00000629,0.09852062,0.30545678,0.30923100,0.31916096,0.80198049,0.00005251,0.98700486
-4.88944472,1.80531348,0.00000799,0.09715266,0.30143861,0.31004015,0.31318612,0.78487132,0.00006671,0.96733692
-4.88344172,1.77038240,0.00001009,0.09564268,0.29691540,0.30979680,0.30638779,0.76516494,0.00008416,0.94467038
-4.87743872,1.73035819,0.00001263,0.09400119,0.29190899,0.30857130,0.29882503,0.74310036,0.00010541,0.91924706
-4.87143572,1.68577101,0.00001571,0.09223982,0.28644632,0.30646440,0.29056566,0.71894843,0.00013110,0.89134216
-4.86543272,1.63722461,0.00001940,0.09037124,0.28055956,0.30360695,0.28168520,0.69300616,0.00016189,0.86125904
-4.85942971,1.58538505,0.00002379,0.08840890,0.27428588,0.30015841,0.27226560,0.66559021,0.00019848,0.82932284
-4.85342671,1.53096691,0.00002895,0.08636680,0.26766675,0.29630432,0.26239355,0.63702971,0.00024161,0.79587342
-4.84742371,1.47471758,0.00003499,0.08425904,0.26074702,0.29225253,0.25215862,0.60765870,0.00029202,0.76125784
-4.84142071,1.41740021,0.00004197,0.08209951,0.25357370,0.28822844,0.24165133,0.57780853,0.00035042,0.72582265
-4.83541771,1.35977595,0.00005000,0.07990139,0.24619464,0.28446921,0.23096111,0.54780047,0.00041752,0.68990641
-4.82941471,1.30258614,0.00005912,0.07767681,0.23865713,0.28121721,0.22017443,0.51793884,0.00049393,0.65383269
-4.82341171,1.24653524,0.00006942,0.07543654,0.23100666,0.27871286,0.20937306,0.48850497,0.00058018,0.61790389
-4.81740870,1.19227497,0.00008091,0.07318975,0.22328580,0.27718718,0.19863264,0.45975205,0.00067667,0.58239602
-4.81140570,1.14039049,0.00009364,0.07094390,0.21553328,0.27685432,0.18802155,0.43190120,0.00078364,0.54755478
-4.80540270,1.09138890,0.00010759,0.06870475,0.20778348,0.27790438,0.17760015,0.40513872,0.00090113,0.51359286
-4.79939970,1.04569056,0.00012273,0.06647649,0.20006607,0.28049688,0.16742050,0.37961464,0.00102899,0.48068862
-4.79339670,1.00362352,0.00013900,0.06426194,0.19240612,0.28475515,0.15752632,0.35544247,0.00116681,0.44898606
-4.78739370,0.96542110,0.00015629,0.06206297,0.18482439,0.29076198,0.14795343,0.33270022,0.00131394,0.41859596
-4.78139070,0.93122273,0.00017448,0.05988081,0.17733787,0.29855672,0.13873050,0.31143231,0.00146947,0.38959805
-4.77538769,0.90107792,0.00019338,0.05771658,0.16996056,0.30813415,0.12987997,0.29165253,0.00163224,0.36204409
-4.76938469,0.87495300,0.00021279,0.05557175,0.16270422,0.31944497,0.12141920,0.27334761,0.00180087,0.33596145
-4.76338169,0.85274056,0.00023246,0.05344857,0.15557932,0.33239830,0.11336178,0.25648139,0.00197377,0.31135715
-4.75737869,0.83427094,0.00025213,0.05135057,0.14859582,0.34686582,0.10571881,0.24099921,0.00214922,0.28822207
-4.75137569,0.81932537,0.00027150,0.04928290,0.14176390,0.36268752,0.09850016,0.22683258,0.00232537,0.26653505
-4.74537269,0.80765027,0.00029027,0.04725270,0.13509461,0.37967893,0.09171564,0.21390373,0.00250038,0.24626685
-4.73936968,0.79897208,0.00030810,0.04526926,0.12860021,0.39763930,0.08537608,0.20212999,0.00267245,0.22738366
-4.73336668,0.79301200,0.00032468,0.04334426,0.12229451,0.41636043,0.07949415,0.19142789,0.00283991,0.20985021
-4.72736368,0.78950016,0.00033969,0.04149178,0.11619286,0.43563583,0.07408508,0.18171684,0.00300135,0.19363231
-4.72136068,0.78818853,0.00035285,0.03972827,0.11031205,0.45526957,0.06916706,0.17292224,0.00315565,0.17869876
-4.71535768,0.78886217,0.00036389,0.03807249,0.10467008,0.47508435,0.06476149,0.16497812,0.00330207,0.16502281
-4.70935468,0.79134824,0.00037258,0.03654529,0.09928578,0.49492864,0.06089301,0.15782910,0.00344036,0.15258294
-4.70335168,0.79552249,0.00037874,0.03516936,0.09417835,0.51468203,0.05758930,0.15143175,0.00357077,0.14136315
-4.69734867,0.80131290,0.00038224,0.03396890,0.08936685,0.53425901,0.05488064,0.14575530,0.00369411,0.13135291
-4.69134567,0.80870034,0.00038301,0.03296920,0.08486977,0.55361048,0.05279939,0.14078176,0.00381176,0.12254650
-4.68534267,0.81771626,0.00038102,0.03219626,0.08070448,0.57272329,0.05137920,0.13650538,0.00392563,0.11494221
-4.67933967,0.82843738,0.00037633,0.03167620,0.07688684,0.59161764,0.05065411,0.13293165,0.00403815,0.10854113
-4.67333667,0.84097785,0.00036903,0.03143477,0.07343086,0.61034246,0.05065756,0.13007570,0.00415219,0.10334581
-4.66733367,0.85547907,0.00035929,0.03149674,0.07034840,0.62896921,0.05142118,0.12796033,0.00427100,0.09935874
-4.66133067,0.87209778,0.00034730,0.03188527,0.06764900,0.64758431,0.05297368,0.12661373,0.00439803,0.09658074
-4.65532766,0.89099309,0.00033330,0.03262132,0.06533980,0.66628078,0.05533950,0.12606690,0.00453687,0.09500932
-4.64932466,0.91231286,0.00031759,0.03372299,0.06342556,0.68514942,0.05853767,0.12635096,0.00469107,0.09463707
-4.64332166,0.93618055,0.00030046,0.03520493,0.06190871,0.70427031,0.06258050,0.12749447,0.00486401,0.09545019
