energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-5.48974487,2.05631647,0.49469487,0.41184073,0.00265625,0.35009078,0.67517145,0.44087106,0.02199045,0.86723237
-5.48374187,2.02512739,0.48089580,0.41447371,0.00274060,0.33724181,0.65473198,0.42878065,0.02270045,0.86168772
-5.47773887,1.99586524,0.46799047,0.41635738,0.00281718,0.32562920,0.63593388,0.41773694,0.02330588,0.85643786
-5.47173587,1.96811261,0.45591501,0.41734878,0.00288329,0.31526635,0.61879365,0.40764249,0.02379426,0.85127908
-5.46573287,1.94163268,0.44464307,0.41734950,0.00293656,0.30618550,0.60337343,0.39843582,0.02415574,0.84609169
-5.45972986,1.91636456,0.43418363,0.41630657,0.00297501,0.29843400,0.58977321,0.39009048,0.02438350,0.84083920
-5.45372686,1.89241008,0.42457694,0.41421162,0.00299706,0.29206923,0.57812086,0.38261212,0.02447401,0.83556378
-5.44772386,1.87001299,0.41588889,0.41109841,0.00300163,0.28715261,0.56856039,0.37603388,0.02442720,0.83037839
-5.44172086,1.84953216,0.40820409,0.40703880,0.00298810,0.28374307,0.56123937,0.37041040,0.02424648,0.82545605
-5.43571786,1.83141011,0.40161820,0.40213746,0.00295637,0.28189033,0.55629598,0.36581094,0.02393874,0.82101684
-5.42971486,1.81613863,0.39622984,0.39652562,0.00290677,0.28162844,0.55384655,0.36231184,0.02351409,0.81731327
-5.42371186,1.80422319,0.39213251,0.39035403,0.00284013,0.28296983,0.55397393,0.35998893,0.02298558,0.81461468
-5.41770885,1.79614785,0.38940696,0.38378552,0.00275766,0.28590034,0.55671752,0.35891013,0.02236880,0.81319136
-5.41170585,1.79234219,0.38811420,0.37698763,0.00266091,0.29037528,0.56206518,0.35912864,0.02168138,0.81329918
-5.40570285,1.79315173,0.38828973,0.37012537,0.00255176,0.29631691,0.56994733,0.36067701,0.02094245,0.81516514
-5.39969985,1.79881284,0.38993890,0.36335461,0.00243227,0.30361329,0.58023371,0.36356236,0.02017198,0.81897470
-5.39369685,1.80943336,0.39303375,0.35681632,0.00230469,0.31211855,0.59273251,0.36776286,0.01939020,0.82486106
-5.38769385,1.82497922,0.39751145,0.35063181,0.00217133,0.32165469,0.60719212,0.37322565,0.01861695,0.83289695
-5.38169085,1.84526757,0.40327416,0.34489917,0.00203451,0.33201458,0.62330533,0.37986613,0.01787107,0.84308914
-5.37568784,1.86996647,0.41019048,0.33969101,0.00189653,0.34296625,0.64071559,0.38756867,0.01716983,0.85537572
-5.36968484,1.89860081,0.41809822,0.33505349,0.00175956,0.35425803,0.65902530,0.39618867,0.01652842,0.86962625
-5.36368184,1.93056403,0.42680842,0.33100656,0.00162562,0.36562457,0.67780554,0.40555573,0.01595956,0.88564466
-5.35767884,1.96513508,0.43611041,0.32754544,0.00149659,0.37679321,0.69660693,0.41547787,0.01547313,0.90317468
-5.35167584,2.00149959,0.44577767,0.32464309,0.00137409,0.38749078,0.71497131,0.42574656,0.01507594,0.92190757
-5.34567284,2.03877458,0.45557423,0.32225350,0.00125958,0.39745024,0.73244361,0.43614237,0.01477163,0.94149175
-5.33966983,2.07603540,0.46526142,0.32031562,0.00115426,0.40641725,0.74858364,0.44644101,0.01456061,0.96154400
-5.33366683,2.11234421,0.47460472,0.31875775,0.00105913,0.41415621,0.76297746,0.45641951,0.01444016,0.98166177
-5.32766383,2.14677871,0.48338042,0.31750205,0.00097500,0.42045576,0.77524780,0.46586249,0.01440461,1.00143609
-5.32166083,2.17846026,0.49138193,0.31646910,0.00090247,0.42513354,0.78506334,0.47456809,0.01444561,1.02046481
-5.31565783,2.20658048,0.49842550,0.31558218,0.00084200,0.42804008,0.79214667,0.48235361,0.01455246,1.03836540
-5.30965483,2.23042538,0.50435527,0.31477123,0.00079389,0.42906174,0.79628051,0.48906053,0.01471255,1.05478727
-5.30365183,2.24939642,0.50904739,0.31397621,0.00075833,0.42812272,0.79731221,0.49455889,0.01491180,1.06942287
-5.29764882,2.26302774,0.51241311,0.31314984,0.00073542,0.42518604,0.79515640,0.49875078,0.01513518,1.08201728
-5.29164582,2.27099906,0.51440085,0.31225963,0.00072515,0.42025355,0.78979575,0.50157298,0.01536720,1.09237614
-5.28564282,2.27314390,0.51499708,0.31128908,0.00072745,0.41336494,0.78127975,0.50299853,0.01559244,1.10037136
-5.27963982,2.26945283,0.51422603,0.31023822,0.00074219,0.40459595,0.76972185,0.50303722,0.01579604,1.10594462
-5.27363682,2.26007168,0.51214824,0.30912317,0.00076917,0.39405562,0.75529479,0.50173502,0.01596413,1.10910839
-5.26763382,2.24529464,0.50885796,0.30797523,0.00080814,0.38188293,0.73822445,0.49917236,0.01608428,1.10994451
-5.26163082,2.22555274,0.50447958,0.30683906,0.00085877,0.36824275,0.71878251,0.49546131,0.01614584,1.10860030
-5.25562781,2.20139777,0.49916306,0.30577051,0.00092065,0.35332127,0.69727794,0.49074184,0.01614018,1.10528235
-5.24962481,2.17348248,0.49307860,0.30483384,0.00099329,0.33732114,0.67404792,0.48517704,0.01606090,1.10024824
-5.24362181,2.14253759,0.48641077,0.30409872,0.00107609,0.32045623,0.64944820,0.47894772,0.01590393,1.09379649
-5.23761881,2.10934653,0.47935214,0.30363692,0.00116833,0.30294645,0.62384347,0.47224633,0.01566756,1.08625508
-5.23161581,2.07471889,0.47209692,0.30351909,0.00126916,0.28501257,0.59759787,0.46527058,0.01535239,1.07796917
-5.22561281,2.03946356,0.46483449,0.30381148,0.00137761,0.26687117,0.57106616,0.45821694,0.01496116,1.06928832
-5.21960980,2.00436260,0.45774343,0.30457297,0.00149253,0.24873009,0.54458557,0.45127424,0.01449857,1.06055391
-5.21360680,1.97014700,0.45098598,0.30585245,0.00161264,0.23078416,0.51846883,0.44461773,0.01397102,1.05208728
-5.20760380,1.93747519,0.44470331,0.30768662,0.00173650,0.21321169,0.49299841,0.43840374,0.01338631,1.04417901
-5.20160080,1.90691516,0.43901180,0.31009841,0.00186252,0.19617146,0.46842223,0.43276525,0.01275332,1.03707996
-5.19559780,1.87893103,0.43400028,0.31309599,0.00198900,0.17980055,0.44495075,0.42780853,0.01208167,1.03099428
-5.18959480,1.85387436,0.42972861,0.31667248,0.00211414,0.16421284,0.42275570,0.42361104,0.01138142,1.02607485
-5.18359180,1.83198065,0.42622738,0.32080629,0.00223604,0.14949836,0.40197017,0.42022056,0.01066271,1.02242114
-5.17758879,1.81337090,0.42349885,0.32546221,0.00235275,0.13572331,0.38269002,0.41765579,0.00993551,1.02007963
-5.17158579,1.79805808,0.42151905,0.33059302,0.00246236,0.12293081,0.36497655,0.41590812,0.00920937,1.01904672
-5.16558279,1.78595810,0.42024086,0.33614166,0.00256293,0.11114228,0.34886002,0.41494467,0.00849322,1.01927376
-5.15957979,1.77690433,0.41959794,0.34204380,0.00265266,0.10035927,0.33434401,0.41471234,0.00779522,1.02067410
-5.15357679,1.77066514,0.41950928,0.34823068,0.00272985,0.09056584,0.32141011,0.41514264,0.00712265,1.02313141
-5.14757379,1.76696314,0.41988412,0.35463205,0.00279298,0.08173112,0.31002289,0.41615701,0.00648189,1.02650908
-5.14157079,1.76549526,0.42062703,0.36117908,0.00284075,0.07381215,0.30013478,0.41767237,0.00587838,1.03065992
-5.13556778,1.76595235,0.42164282,0.36780703,0.00287211,0.06675668,0.29169063,0.41960660,0.00531666,1.03543572
-5.12956478,1.76803744,0.42284108,0.37445763,0.00288632,0.06050606,0.28463172,0.42188354,0.00480045,1.04069606
-5.12356178,1.77148153,0.42414015,0.38108089,0.00288293,0.05499787,0.27889921,0.42443736,0.00433277,1.04631583
-5.11755878,1.77605612,0.42547022,0.38763636,0.00286184,0.05016840,0.27443659,0.42721595,0.00391597,1.05219127
-5.11155578,1.78158194,0.42677564,0.39409368,0.00282329,0.04595475,0.27119139,0.43018315,0.00355194,1.05824384
-5.10555278,1.78793333,0.42801606,0.40043248,0.00276784,0.04229670,0.26911593,0.43331978,0.00324215,1.06442209
-5.09954977,1.79503833,0.42916665,0.40664152,0.00269637,0.03913807,0.26816714,0.43662329,0.00298780,1.07070123
-5.09354677,1.80287440,0.43021727,0.41271718,0.00261008,0.03642780,0.26830558,0.44010616,0.00278992,1.07708056
-5.08754377,1.81146024,0.43117064,0.41866148,0.00251040,0.03412056,0.26949381,0.44379313,0.00264940,1.08357893
-5.08154077,1.82084430,0.43203983,0.42447953,0.00239900,0.03217708,0.27169405,0.44771736,0.00256707,1.09022855
-5.07553777,1.83109071,0.43284506,0.43017683,0.00227770,0.03056399,0.27486559,0.45191587,0.00254371,1.09706762
-5.06953477,1.84226358,0.43361006,0.43575635,0.00214846,0.02925356,0.27896193,0.45642446,0.00258003,1.10413212
-5.06353177,1.85441070,0.43435829,0.44121585,0.00201329,0.02822301,0.28392791,0.46127245,0.00267662,1.11144743
-5.05752876,1.86754768,0.43510922,0.44654530,0.00187422,0.02745375,0.28969707,0.46647755,0.00283391,1.11902033
-5.05152576,1.88164351,0.43587482,0.45172491,0.00173322,0.02693042,0.29618938,0.47204124,0.00305202,1.12683172
-5.04552276,1.89660855,0.43665659,0.45672369,0.00159220,0.02663986,0.30330955,0.47794485,0.00333069,1.13483083
-5.03951976,1.91228570,0.43744323,0.46149873,0.00145292,0.02657010,0.31094600,0.48414669,0.00366911,1.14293104
-5.03351676,1.92844545,0.43820907,0.46599537,0.00131697,0.02670932,0.31897067,0.49058037,0.00406578,1.15100790
-5.02751376,1.94478510,0.43891349,0.47014813,0.00118574,0.02704494,0.32723975,0.49715451,0.00451841,1.15889922
-5.02151076,1.96093247,0.43950121,0.47388260,0.00106043,0.02756280,0.33559517,0.50375381,0.00502375,1.16640767
-5.01550775,1.97645394,0.43990350,0.47711799,0.00094199,0.02824654,0.34386717,0.51024158,0.00557746,1.17330556
-5.00950475,1.99086668,0.44004033,0.47977047,0.00083117,0.02907713,0.35187747,0.51646347,0.00617409,1.17934170
-5.00350175,2.00365428,0.43982324,0.48175699,0.00072847,0.03003259,0.35944333,0.52225255,0.00680699,1.18425010
-4.99749875,2.01428544,0.43915887,0.48299950,0.00063420,0.03108801,0.36638203,0.52743508,0.00746832,1.18776009
-4.99149575,2.02223454,0.43795291,0.48342925,0.00054846,0.03221569,0.37251581,0.53183720,0.00814910,1.18960733
-4.98549275,2.02700331,0.43611430,0.48299110,0.00047121,0.03338551,0.37767692,0.53529182,0.00883933,1.18954525
-4.97948974,2.02814248,0.43355956,0.48164747,0.00040221,0.03456551,0.38171274,0.53764567,0.00952811,1.18735630
-4.97348674,2.02527237,0.43021680,0.47938176,0.00034115,0.03572262,0.38449054,0.53876602,0.01020390,1.18286251
-4.96748374,2.01810144,0.42602948,0.47620109,0.00028760,0.03682350,0.38590186,0.53854687,0.01085474,1.17593477
-4.96148074,2.00644182,0.42095953,0.47213810,0.00024105,0.03783549,0.38586623,0.53691426,0.01146855,1.16650037
-4.95547774,1.99022106,0.41498980,0.46725175,0.00020097,0.03872756,0.38433403,0.53383043,0.01203349,1.15454836
-4.94947474,1.96948948,0.40812565,0.46162694,0.00016677,0.03947134,0.38128854,0.52929676,0.01253827,1.14013249
-4.94347174,1.94442270,0.40039557,0.45537307,0.00013790,0.04004202,0.37674684,0.52335514,0.01297247,1.12337150
-4.93746873,1.91531917,0.39185094,0.44862139,0.00011377,0.04041921,0.37075969,0.51608791,0.01332694,1.10444663
-4.93146573,1.88259272,0.38256475,0.44152138,0.00009384,0.04058767,0.36341041,0.50761622,0.01359402,1.08359666
-4.92546273,1.84676050,0.37262951,0.43423621,0.00007762,0.04053785,0.35481264,0.49809688,0.01376783,1.06111034
-4.91945973,1.80842676,0.36215433,0.42693747,0.00006462,0.04026632,0.34510727,0.48771794,0.01384447,1.03731688
-4.91345673,1.76826316,0.35126138,0.41979950,0.00005444,0.03977589,0.33445847,0.47669298,0.01382215,1.01257476
-4.90745373,1.72698665,0.34008185,0.41299346,0.00004668,0.03907563,0.32304922,0.46525453,0.01370121,0.98725940
-4.90145073,1.68533575,0.32875169,0.40668152,0.00004102,0.03818061,0.31107622,0.45364676,0.01348416,0.96175035
-4.89544772,1.64404635,0.31740727,0.40101140,0.00003718,0.03711144,0.29874458,0.44211775,0.01317555,0.93641859
-4.88944472,1.60382820,0.30618107,0.39611154,0.00003492,0.03589371,0.28626249,0.43091174,0.01278179,0.91161451
-4.88344172,1.56534298,0.29519781,0.39208714,0.00003402,0.03455714,0.27383586,0.42026145,0.01231099,0.88765718
-4.87743872,1.52918495,0.28457104,0.38901723,0.00003433,0.03313476,0.26166330,0.41038102,0.01177257,0.86482535
-4.87143572,1.49586487,0.27440025,0.38695295,0.00003568,0.03166185,0.24993148,0.40145960,0.01117706,0.84335062
-4.86543272,1.46579782,0.26476883,0.38591703,0.00003797,0.03017494,0.23881102,0.39365593,0.01053566,0.82341292
-4.85942971,1.43929513,0.25574271,0.38590443,0.00004109,0.02871072,0.22845302,0.38709403,0.00985996,0.80513851
-4.85342671,1.41656063,0.24736977,0.38688419,0.00004495,0.02730496,0.21898620,0.38186016,0.00916156,0.78860030
-4.84742371,1.39769094,0.23968002,0.38880214,0.00004945,0.02599156,0.21051482,0.37800110,0.00845174,0.77382051
-4.84142071,1.38267950,0.23268638,0.39158436,0.00005452,0.02480156,0.20311721,0.37552367,0.00774120,0.76077503
-4.83541771,1.37142383,0.22638604,0.39514113,0.00006008,0.02376231,0.19684506,0.37439566,0.00703976,0.74939939
-4.82941471,1.36373517,0.22076223,0.39937098,0.00006603,0.02289678,0.19172326,0.37454783,0.00635624,0.73959559
-4.82341171,1.35934997,0.21578618,0.40416477,0.00007230,0.02222292,0.18775042,0.37587708,0.00569823,0.73123933
-4.81740870,1.35794225,0.21141932,0.40940928,0.00007877,0.02175329,0.18489978,0.37825044,0.00507204,0.72418725
-4.81140570,1.35913623,0.20761533,0.41499025,0.00008536,0.02149468,0.18312072,0.38150988,0.00448267,0.71828347
-4.80540270,1.36251855,0.20432220,0.42079474,0.00009195,0.02144804,0.18234057,0.38547762,0.00393380,0.71336530
-4.79939970,1.36764953,0.20148394,0.42671250,0.00009842,0.02160848,0.18246680,0.38996190,0.00342784,0.70926770
-4.79339670,1.37407328,0.19904212,0.43263670,0.00010466,0.02196544,0.18338955,0.39476278,0.00296605,0.70582637
-4.78739370,1.38132636,0.19693709,0.43846368,0.00011056,0.02250298,0.18498442,0.39967816,0.00254861,0.70287960
-4.78139070,1.38894508,0.19510893,0.44409223,0.00011599,0.02320031,0.18711543,0.40450949,0.00217480,0.70026877
-4.77538769,1.39647164,0.19349813,0.44942234,0.00012086,0.02403233,0.18963834,0.40906732,0.00184315,0.69783807
-4.76938469,1.40345935,0.19204622,0.45435383,0.00012505,0.02497037,0.19240396,0.41317640,0.00155153,0.69543343
-4.76338169,1.40947737,0.19069616,0.45878508,0.00012848,0.02598300,0.19526179,0.41668030,0.00129740,0.69290139
-4.75737869,1.41411535,0.18939283,0.46261208,0.00013109,0.02703696,0.19806358,0.41944547,0.00107786,0.69008805
-4.75137569,1.41698830,0.18808357,0.46572812,0.00013280,0.02809806,0.20066708,0.42136458,0.00088985,0.68683864
-4.74537269,1.41774208,0.18671879,0.46802428,0.00013358,0.02913227,0.20293963,0.42235927,0.00073020,0.68299800
-4.73936968,1.41605958,0.18525287,0.46939078,0.00013341,0.03010666,0.20476177,0.42238204,0.00059580,0.67841214
-4.73336668,1.41166781,0.18364507,0.46971939,0.00013231,0.03099047,0.20603049,0.42141741,0.00048360,0.67293114
-4.72736368,1.40434562,0.18186081,0.46890665,0.00013028,0.03175596,0.20666233,0.41948232,0.00039076,0.66641323
-4.72136068,1.39393194,0.17987286,0.46685794,0.00012738,0.03237938,0.20659598,0.41662572,0.00031460,0.65873001
-4.71535768,1.38033406,0.17766281,0.46349212,0.00012367,0.03284165,0.20579441,0.41292739,0.00025271,0.64977255
-4.70935468,1.36353551,0.17522232,0.45874645,0.00011923,0.03312903,0.20424646,0.40849603,0.00020291,0.63945792
-4.70335168,1.34360308,0.17255439,0.45258155,0.00011416,0.03323356,0.20196771,0.40346676,0.00016330,0.62773590
-4.69734867,1.32069221,0.16967434,0.44498597,0.00010855,0.03315340,0.19900067,0.39799794,0.00013223,0.61459522
-4.69134567,1.29505049,0.16661053,0.43598017,0.00010253,0.03289292,0.19541431,0.39226760,0.00010829,0.60006901
-4.68534267,1.26701864,0.16340466,0.42561944,0.00009622,0.03246266,0.19130279,0.38646945,0.00009030,0.58423892
-4.67933967,1.23702871,0.16011163,0.41399573,0.00008973,0.03187907,0.18678351,0.38080874,0.00007731,0.56723760
-4.67333667,1.20559932,0.15679892,0.40123797,0.00008319,0.03116414,0.18199456,0.37549796,0.00006855,0.54924925
-4.66733367,1.17332789,0.15354552,0.38751095,0.00007672,0.03034482,0.17709160,0.37075269,0.00006343,0.53050807
-4.66133067,1.14088006,0.15044029,0.37301277,0.00007042,0.02945234,0.17224424,0.36678755,0.00006150,0.51129453
-4.65532766,1.10897644,0.14758003,0.35797066,0.00006441,0.02852143,0.16763209,0.36381253,0.00006249,0.49192964
-4.64932466,1.07837723,0.14506705,0.34263578,0.00005877,0.02758945,0.16344055,0.36202969,0.00006619,0.47276720
-4.64332166,1.04986514,0.14300655,0.32727668,0.00005360,0.02669544,0.15985651,0.36163024,0.00007253,0.45418461
