energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-6.00000000,2.49951833,0.74118081,0.30240863,0.00398829,0.32109683,1.43725864,0.53243753,0.00406216,1.14801308
-5.99399700,2.54166328,0.75660948,0.30182991,0.00392250,0.32842056,1.47592170,0.54123445,0.00402628,1.16606785
-5.98799400,2.58206407,0.77104563,0.30095624,0.00387625,0.33568187,1.51357789,0.54973617,0.00399589,1.18324098
-5.98199100,2.62007122,0.78426220,0.29973953,0.00384514,0.34281392,1.54950157,0.55787581,0.00396942,1.19922039
-5.97598799,2.65510626,0.79605448,0.29814595,0.00382492,0.34976166,1.58297573,0.56560311,0.00394583,1.21372334
-5.96998499,2.68667532,0.80624515,0.29615689,0.00381170,0.35648344,1.61331227,0.57288470,0.00392456,1.22650300
-5.96398199,2.71437953,0.81468847,0.29376941,0.00380199,0.36295195,1.63987183,0.57970380,0.00390549,1.23735365
-5.95797899,2.73792223,0.82127368,0.29099600,0.00379287,0.36915462,1.66208246,0.58605922,0.00388886,1.24611453
-5.95197599,2.75711300,0.82592740,0.28786389,0.00378197,0.37509327,1.67945673,0.59196387,0.00387522,1.25267239
-5.94597299,2.77186868,0.82861531,0.28441393,0.00376758,0.38078326,1.69160655,0.59744281,0.00386532,1.25696277
-5.93996998,2.78221165,0.82934266,0.28069918,0.00374859,0.38625207,1.69825537,0.60253110,0.00386008,1.25897012
-5.93396698,2.78826567,0.82815417,0.27678338,0.00372450,0.39153736,1.69924726,0.60727145,0.00386049,1.25872696
-5.92796398,2.79024973,0.82513287,0.27273928,0.00369535,0.39668477,1.69455263,0.61171191,0.00386753,1.25631208
-5.92196098,2.78847038,0.82039840,0.26864710,0.00366170,0.40174550,1.68427032,0.61590372,0.00388214,1.25184817
-5.91595798,2.78331311,0.81410458,0.26459305,0.00362448,0.40677386,1.66862615,0.61989949,0.00390513,1.24549882
-5.90995498,2.77523322,0.80643647,0.26066810,0.00358493,0.41182494,1.64796785,0.62375180,0.00393712,1.23746523
-5.90395198,2.76474684,0.79760715,0.25696694,0.00354453,0.41695265,1.62275672,0.62751236,0.00397855,1.22798283
-5.89794897,2.75242248,0.78785422,0.25358729,0.00350486,0.42220813,1.59355644,0.63123188,0.00402961,1.21731780
-5.89194597,2.73887368,0.77743622,0.25062934,0.00346753,0.42763885,1.56101937,0.63496054,0.00409024,1.20576386
-5.88594297,2.72475289,0.76662914,0.24819552,0.00343410,0.43328837,1.52587101,0.63874928,0.00416015,1.19363919
-5.87993997,2.71074692,0.75572304,0.24639040,0.00340600,0.43919681,1.48889324,0.64265170,0.00423882,1.18128375
-5.87393697,2.69757379,0.74501885,0.24532058,0.00338449,0.44540209,1.45090688,0.64672655,0.00432551,1.16905681
-5.86793397,2.68598079,0.73482543,0.24509474,0.00337063,0.45194182,1.41275426,0.65104065,0.00441935,1.15733469
-5.86193097,2.67674328,0.72545669,0.24582332,0.00336522,0.45885570,1.37528223,0.65567200,0.00451937,1.14650852
-5.85592796,2.67066368,0.71722894,0.24761816,0.00336885,0.46618822,1.33932604,0.66071285,0.00462452,1.13698183
-5.84992496,2.66856967,0.71045801,0.25059156,0.00338186,0.47399152,1.30569444,0.66627234,0.00473378,1.12916766
-5.84392196,2.67131085,0.70545624,0.25485500,0.00340437,0.48232794,1.27515602,0.67247856,0.00484623,1.12348486
-5.83791896,2.67975278,0.70252907,0.26051716,0.00343634,0.49127215,1.24842703,0.67947943,0.00496104,1.12035341
-5.83191596,2.69476762,0.70197097,0.26768137,0.00347755,0.50091242,1.22616038,0.68744241,0.00507758,1.12018828
-5.82591296,2.71722047,0.70406065,0.27644236,0.00352765,0.51135085,1.20893583,0.69655252,0.00519544,1.12339178
-5.81990995,2.74795105,0.70905546,0.28688242,0.00358621,0.52270224,1.19725117,0.70700866,0.00531445,1.13034421
-5.81390695,2.78775036,0.71718488,0.29906697,0.00365270,0.53509158,1.19151403,0.71901800,0.00543467,1.14139282
-5.80790395,2.83733265,0.72864311,0.31303975,0.00372654,0.54864991,1.19203441,0.73278866,0.00555640,1.15683930
-5.80190095,2.89730324,0.74358116,0.32881779,0.00380708,0.56350885,1.19901762,0.74852061,0.00568014,1.17692601
-5.79589795,2.96812325,0.76209828,0.34638639,0.00389362,0.57979361,1.21255783,0.76639533,0.00580654,1.20182155
-5.78989495,3.05007268,0.78423353,0.36569442,0.00398539,0.59761505,1.23263212,0.78656433,0.00593632,1.23160628
-5.78389195,3.14321375,0.80995754,0.38665018,0.00408155,0.61706095,1.25909562,0.80913737,0.00607023,1.26625843
-5.77788894,3.24735646,0.83916521,0.40911821,0.00418113,0.63818698,1.29167771,0.83417074,0.00620892,1.30564179
-5.77188594,3.36202870,0.87166970,0.43291721,0.00428307,0.66100784,1.32998010,0.86165628,0.00635288,1.34949576
-5.76588294,3.48645299,0.90719835,0.45781952,0.00438617,0.68548916,1.37347689,0.89151200,0.00650234,1.39742861
-5.75987994,3.61953220,0.94539092,0.48355216,0.00448907,0.71154063,1.42151750,0.92357461,0.00665722,1.44891469
-5.75387694,3.75984571,0.98580059,0.50979975,0.00459027,0.73901082,1.47333260,0.95759486,0.00681702,1.50329628
-5.74787394,3.90565769,1.02789801,0.53620926,0.00468809,0.76768423,1.52804356,0.99323591,0.00698082,1.55979041
-5.74187094,4.05493815,1.07107856,0.56239659,0.00478076,0.79728083,1.58467559,1.03007526,0.00714727,1.61750094
-5.73586793,4.20539707,1.11467281,0.58795491,0.00486636,0.82745835,1.64217467,1.06761026,0.00731454,1.67543574
-5.72986493,4.35453110,1.15796004,0.61246441,0.00494292,0.85781736,1.69942803,1.10526729,0.00748044,1.73252875
-5.72386193,4.49968182,1.20018444,0.63550333,0.00500845,0.88790918,1.75528786,1.14241444,0.00764240,1.78766624
-5.71785893,4.63810364,1.24057362,0.65665968,0.00506097,0.91724639,1.80859773,1.17837724,0.00779766,1.83971646
-5.71185593,4.76703910,1.27835863,0.67554343,0.00509861,0.94531553,1.85822085,1.21245697,0.00794329,1.88756159
-5.70585293,4.88379887,1.31279499,0.69179852,0.00511968,0.97159160,1.90306928,1.24395092,0.00807643,1.93013086
-5.69984992,4.98584305,1.34318372,0.70511431,0.00512268,0.99555389,1.94213312,1.27217367,0.00819436,1.96643350
-5.69384692,5.07086085,1.36889171,0.71523593,0.00510643,1.01670227,1.97450842,1.29647869,0.00829473,1.99559008
-5.68784392,5.13684498,1.38937049,0.72197309,0.00507009,1.03457343,1.99942285,1.31627931,0.00837569,2.01686112
-5.68184092,5.18215794,1.40417274,0.72520714,0.00501319,1.04875640,2.01625786,1.33106814,0.00843605,2.02967161
-5.67583792,5.20558711,1.41296572,0.72489570,0.00493573,1.05890645,2.02456662,1.34043421,0.00847544,2.03363048
-5.66983492,5.20638650,1.41554124,0.72107513,0.00483814,1.06475709,2.02408661,1.34407701,0.00849444,2.02854414
-5.66383192,5.18430317,1.41182163,0.71386029,0.00472130,1.06612931,2.01474659,1.34181692,0.00849464,2.01442352
-5.65782891,5.13958726,1.40186144,0.70344186,0.00458656,1.06293786,1.99666739,1.33360155,0.00847875,1.99148436
-5.65182591,5.07298514,1.38584497,0.69008122,0.00443569,1.05519425,1.97015635,1.31950767,0.00845057,1.96014063
-5.64582291,4.98571598,1.36407954,0.67410306,0.00427087,1.04300626,1.93569589,1.29973882,0.00841505,1.92099146
-5.63981991,4.87943268,1.33698496,0.65588602,0.00409460,1.02657406,1.89392628,1.27461855,0.00837815,1.87480204
-5.63381691,4.75616866,1.30507943,0.63585177,0.00390970,1.00618311,1.84562352,1.24457962,0.00834677,1.82247928
-5.62781391,4.61827289,1.26896271,0.61445279,0.00371920,0.98219414,1.79167315,1.21014977,0.00832863,1.76504322
-5.62181091,4.46833553,1.22929694,0.59215941,0.00352625,0.95503063,1.73304107,1.17193441,0.00833206,1.70359539
-5.61580790,4.30910734,1.18678614,0.56944652,0.00333410,0.92516450,1.67074245,1.13059725,0.00836575,1.63928511
-5.60980490,4.14341586,1.14215492,0.54678040,0.00314600,0.89310037,1.60581022,1.08683940,0.00843857,1.57327534
-5.60380190,3.97408166,1.09612745,0.52460610,0.00296509,0.85935938,1.53926409,1.04137792,0.00855923,1.50670900
-5.59779890,3.80383775,1.04940729,0.50333575,0.00279434,0.82446306,1.47208160,0.99492474,0.00873602,1.44067726
-5.59179590,3.63525502,1.00265886,0.48333821,0.00263653,0.78891797,1.40517201,0.94816649,0.00897648,1.37619057
-5.58579290,3.47067641,0.95649119,0.46493027,0.00249410,0.75320183,1.33935429,0.90174631,0.00928715,1.31415373
-5.57978989,3.31216188,0.91144444,0.44836971,0.00236917,0.71775149,1.27533961,0.85624801,0.00967318,1.25534539
-5.57378689,3.16144582,0.86797957,0.43385032,0.00226344,0.68295342,1.21371913,0.81218328,0.01013817,1.20040279
-5.56778389,3.01990809,0.82647150,0.42149901,0.00217816,0.64913680,1.15495722,0.76998217,0.01068383,1.14981205
-5.56178089,2.88855913,0.78720571,0.41137505,0.00211413,0.61656948,1.09939007,0.72998713,0.01130981,1.10390394
-5.55577789,2.76803907,0.75037836,0.40347131,0.00207165,0.58545687,1.04722963,0.69245074,0.01201354,1.06285525
-5.54977489,2.65863029,0.71609962,0.39771756,0.00205053,0.55594354,0.99857223,0.65753684,0.01279013,1.02669539
-5.54377189,2.56028218,0.68440010,0.39398548,0.00205008,0.52811734,0.95341129,0.62532494,0.01363235,0.99531772
-5.53776888,2.47264659,0.65523964,0.39209541,0.00206913,0.50201571,0.91165336,0.59581752,0.01453062,0.96849489
-5.53176588,2.39512198,0.62851828,0.39182425,0.00210606,0.47763359,0.87313641,0.56894975,0.01547320,0.94589771
-5.52576288,2.32690407,0.60408856,0.39291466,0.00215884,0.45493261,0.83764950,0.54460094,0.01644633,0.92711631
-5.51975988,2.26704059,0.58176874,0.39508480,0.00222506,0.43385084,0.80495273,0.52260733,0.01743456,0.91168304
-5.51375688,2.21448769,0.56135617,0.39803864,0.00230201,0.41431254,0.77479654,0.50277534,0.01842104,0.89909594
-5.50775388,2.16816558,0.54264038,0.40147623,0.00238676,0.39623756,0.74693945,0.48489490,0.01938802,0.88884196
-5.50175088,2.12701123,0.52541510,0.40510384,0.00247618,0.37954970,0.72116344,0.46875203,0.02031726,0.88041910
-5.49574787,2.09002599,0.50948907,0.40864332,0.00256707,0.36418374,0.69728644,0.45414038,0.02119059,0.87335657
