energy_ev,total_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-5.54977489,1.09152999,0.00319607,0.05503388,0.50849226,0.46180678,0.00494139,0.42977876
-5.54377189,1.11069256,0.00328568,0.05661649,0.51017074,0.47838616,0.00499120,0.43166586
-5.53776888,1.13838219,0.00336775,0.05907923,0.51672400,0.49764801,0.00509054,0.43719149
-5.53176588,1.17399680,0.00344073,0.06241064,0.52788484,0.51936848,0.00523496,0.44608285
-5.52576288,1.21687173,0.00350349,0.06658789,0.54334467,0.54330569,0.00541944,0.45804343
-5.51975988,1.26629099,0.00355526,0.07157715,0.56275918,0.56920249,0.00563853,0.47275897
-5.51375688,1.32149637,0.00359570,0.07733398,0.58575276,0.59678836,0.00588641,0.48990242
-5.50775388,1.38169492,0.00362482,0.08380386,0.61192201,0.62578086,0.00615708,0.50913802
-5.50175088,1.44606519,0.00364300,0.09092277,0.64083847,0.65588678,0.00644447,0.53012467
-5.49574787,1.51376290,0.00365089,0.09861795,0.67205111,0.68680317,0.00674258,0.55251878
-5.48974487,1.58392665,0.00364938,0.10680888,0.70508877,0.71821866,0.00704561,0.57597690
-5.48374187,1.65568413,0.00363953,0.11540825,0.73946311,0.74981516,0.00734814,0.60015831
-5.47773887,1.72815946,0.00362251,0.12432330,0.77467216,0.78127023,0.00764522,0.62472784
-5.47173587,1.80048184,0.00359949,0.13345712,0.81020501,0.81226016,0.00793253,0.64935894
-5.46573287,1.87179574,0.00357166,0.14271022,0.84554749,0.84246391,0.00820651,0.67373727
-5.45972986,1.94127256,0.00354008,0.15198203,0.88018905,0.87156779,0.00846443,0.69756454
-5.45372686,2.00812340,0.00350571,0.16117254,0.91363075,0.89927079,0.00870453,0.72056282
-5.44772386,2.07161269,0.00346933,0.17018389,0.94539394,0.92529035,0.00892601,0.74247897
-5.44172086,2.13107197,0.00343153,0.17892180,0.97502962,0.94936846,0.00912913,0.76308909
-5.43571786,2.18591320,0.00339273,0.18729701,1.00212785,0.97127751,0.00931519,0.78220269
-5.42971486,2.23564095,0.00335315,0.19522636,1.02632683,0.99082591,0.00948646,0.79966642
-5.42371186,2.27986264,0.00331285,0.20263384,1.04732124,1.00786298,0.00964615,0.81536703
-5.41770885,2.31829631,0.00327173,0.20945124,1.06486931,1.02228276,0.00979830,0.82923334
-5.41170585,2.35077541,0.00322961,0.21561869,1.07879832,1.03402679,0.00994764,0.84123704
-5.40570285,2.37725015,0.00318623,0.22108488,1.08900807,1.04308537,0.01009942,0.85139228
-5.39969985,2.39778528,0.00314132,0.22580707,1.09547225,1.04949735,0.01025921,0.85975379
-5.39369685,2.41255423,0.00309463,0.22975099,1.09823744,1.05334841,0.01043273,0.86641372
-5.38769385,2.42182988,0.00304597,0.23289054,1.09741984,1.05476779,0.01062561,0.87149719
-5.38169085,2.42597213,0.00299524,0.23520738,1.09319986,1.05392367,0.01084315,0.87515670
-5.37568784,2.42541290,0.00294249,0.23669055,1.08581465,1.05101727,0.01109015,0.87756562
-5.36968484,2.42063899,0.00288791,0.23733603,1.07554909,1.04627594,0.01137063,0.87891096
-5.36368184,2.41217352,0.00283185,0.23714632,1.06272537,1.03994546,0.01168773,0.87938571
-5.35767884,2.40055675,0.00277485,0.23613016,1.04769185,1.03228181,0.01204346,0.87918115
-5.35167584,2.38632669,0.00271760,0.23430215,1.03081140,1.02354269,0.01243862,0.87847917
-5.34567284,2.37000052,0.00266095,0.23168265,1.01244986,1.01397915,0.01287267,0.87744512
-5.33966983,2.35205715,0.00260590,0.22829755,0.99296491,1.00382743,0.01334366,0.87622136
-5.33366683,2.33292176,0.00255354,0.22417820,0.97269579,0.99330148,0.01384824,0.87492171
-5.32766383,2.31295257,0.00250507,0.21936128,0.95195425,0.98258623,0.01438167,0.87362706
-5.32166083,2.29243039,0.00246170,0.21388868,0.93101688,0.97183197,0.01493787,0.87238215
-5.31565783,2.27155127,0.00242469,0.20780732,0.91011914,0.96114997,0.01550954,0.87119389
-5.30965483,2.25042241,0.00239525,0.20116892,0.88945121,0.95060945,0.01608832,0.87003094
-5.30365183,2.22906146,0.00237453,0.19402958,0.86915561,0.94023621,0.01666495,0.86882484
-5.29764882,2.20739927,0.00236359,0.18644937,0.84932676,0.93001277,0.01722953,0.86747249
-5.29164582,2.18528595,0.00236337,0.17849171,0.83001229,0.91988028,0.01777173,0.86583996
-5.28564282,2.16250015,0.00237466,0.17022260,0.81121601,0.90974199,0.01828108,0.86376749
-5.27963982,2.13876113,0.00239809,0.16170990,0.79290240,0.89946832,0.01874724,0.86107551
-5.27363682,2.11374330,0.00243411,0.15302233,0.77500240,0.88890340,0.01916027,0.85757145
-5.26763382,2.08709272,0.00248303,0.14422855,0.75742016,0.87787272,0.01951092,0.85305723
-5.26163082,2.05844498,0.00254496,0.13539618,0.74004062,0.86619184,0.01979090,0.84733695
-5.25562781,2.02744382,0.00261989,0.12659078,0.72273750,0.85367561,0.01999310,0.84022473
-5.24962481,1.99375976,0.00270768,0.11787495,0.70538144,0.84014777,0.02011180,0.83155232
-5.24362181,1.95710803,0.00280807,0.10930748,0.68784799,0.82545036,0.02014284,0.82117625
-5.23761881,1.91726514,0.00292076,0.10094255,0.67002509,0.80945263,0.02008378,0.80898417
-5.23161581,1.87408334,0.00304537,0.09282914,0.65181987,0.79205902,0.01993391,0.79490034
-5.22561281,1.82750253,0.00318152,0.08501050,0.63316439,0.77321597,0.01969435,0.77888985
-5.21960980,1.77755891,0.00332885,0.07752387,0.61402026,0.75291705,0.01936800,0.76096163
-5.21360680,1.72439022,0.00348698,0.07040028,0.59438182,0.73120642,0.01895947,0.74117003
-5.20760380,1.66823723,0.00365560,0.06366450,0.57427795,0.70818026,0.01847503,0.71961491
-5.20160080,1.60944152,0.00383439,0.05733520,0.55377227,0.68398624,0.01792239,0.69644040
-5.19559780,1.54843961,0.00402303,0.05142522,0.53296199,0.65882095,0.01731056,0.67183217
-5.18959480,1.48575362,0.00422119,0.04594191,0.51197523,0.63292560,0.01664969,0.64601358
-5.18359180,1.42197915,0.00442847,0.04088764,0.49096718,0.60657987,0.01595077,0.61924069
-5.17758879,1.35777052,0.00464434,0.03626029,0.47011510,0.58009458,0.01522547,0.59179635
-5.17158579,1.29382433,0.00486813,0.03205396,0.44961250,0.55380312,0.01448589,0.56398372
-5.16558279,1.23086174,0.00509895,0.02825947,0.42966276,0.52805232,0.01374431,0.53611933
-5.15957979,1.16961044,0.00533561,0.02486511,0.41047237,0.50319293,0.01301301,0.50852594
-5.15357679,1.11078661,0.00557662,0.02185719,0.39224421,0.47957019,0.01230402,0.48152554
-5.14757379,1.05507786,0.00582015,0.01922066,0.37517097,0.45751475,0.01162899,0.45543251
-5.14157079,1.00312743,0.00606397,0.01693961,0.35942915,0.43733438,0.01099893,0.43054731
-5.13556778,0.95552017,0.00630550,0.01499778,0.34517367,0.41930649,0.01042414,0.40715075
-5.12956478,0.91277064,0.00654181,0.01337890,0.33253345,0.40367191,0.00991403,0.38549888
-5.12356178,0.87531335,0.00676965,0.01206697,0.32160786,0.39062979,0.00947700,0.36581876
-5.11755878,0.84349545,0.00698555,0.01104650,0.31246434,0.38033387,0.00912034,0.34830484
-5.11155578,0.81757153,0.00718587,0.01030254,0.30513703,0.37288994,0.00885015,0.33311623
-5.10555278,0.79770059,0.00736695,0.00982074,0.29962642,0.36835443,0.00867121,0.32037454
-5.09954977,0.78394475,0.00752516,0.00958720,0.29590003,0.36673417,0.00858695,0.31016239
-5.09354677,0.77626966,0.00765711,0.00958832,0.29389386,0.36798693,0.00859935,0.30252254
-5.08754377,0.77454608,0.00775969,0.00981057,0.29351454,0.37202277,0.00870887,0.29745733
-5.08154077,0.77855262,0.00783024,0.01024017,0.29464205,0.37870596,0.00891441,0.29492868
-5.07553777,0.78797918,0.00786665,0.01086283,0.29713280,0.38785738,0.00921323,0.29485840
-5.06953477,0.80243127,0.00786742,0.01166337,0.30082293,0.39925727,0.00960098,0.29712883
-5.06353177,0.82143482,0.00783176,0.01262544,0.30553178,0.41264835,0.01007159,0.30158396
-5.05752876,0.84444179,0.00775960,0.01373128,0.31106531,0.42773919,0.01061735,0.30803092
-5.05152576,0.87083664,0.00765160,0.01496154,0.31721950,0.44420799,0.01122894,0.31624205
-5.04552276,0.89994376,0.00750914,0.01629514,0.32378371,0.46170675,0.01189547,0.32595757
-5.03951976,0.93103623,0.00733427,0.01770933,0.33054388,0.47986595,0.01260466,0.33688904
-5.03351676,0.96334603,0.00712962,0.01917977,0.33728580,0.49829988,0.01334296,0.34872358
-5.02751376,0.99607596,0.00689833,0.02068084,0.34379823,0.51661266,0.01409581,0.36112909
-5.02151076,1.02841346,0.00664390,0.02218600,0.34987622,0.53440506,0.01484787,0.37376036
-5.01550775,1.05954619,0.00637013,0.02366830,0.35532437,0.55128210,0.01558340,0.38626611
-5.00950475,1.08867943,0.00608094,0.02510101,0.35996033,0.56686145,0.01628657,0.39829687
-5.00350175,1.11505493,0.00578030,0.02645832,0.36361832,0.58078242,0.01694192,0.40951362
-4.99749875,1.13797085,0.00547207,0.02771611,0.36615280,0.59271549,0.01753470,0.41959675
-4.99149575,1.15680214,0.00515996,0.02885274,0.36744213,0.60237199,0.01805138,0.42825539
-4.98549275,1.17102075,0.00484742,0.02984984,0.36739220,0.60951367,0.01848003,0.43523649
-4.97948974,1.18021479,0.00453757,0.03069308,0.36593977,0.61396185,0.01881070,0.44033346
-4.97348674,1.18410574,0.00423319,0.03137277,0.36305556,0.61560553,0.01903583,0.44339389
-4.96748374,1.18256310,0.00393668,0.03188446,0.35874673,0.61440836,0.01915047,0.44432608
-4.96148074,1.17561525,0.00365006,0.03222927,0.35305870,0.61041377,0.01915257,0.44310397
-4.95547774,1.16345628,0.00337498,0.03241416,0.34607609,0.60374817,0.01904304,0.43977020
-4.94947474,1.14644791,0.00311278,0.03245190,0.33792272,0.59462172,0.01882584,0.43443716
-4.94347174,1.12511623,0.00286446,0.03236093,0.32876045,0.58332666,0.01850791,0.42728575
-4.93746873,1.10014325,0.00263081,0.03216493,0.31878694,0.57023299,0.01809899,0.41856200
-4.93146573,1.07235309,0.00241235,0.03189226,0.30823222,0.55578158,0.01761138,0.40857151
-4.92546273,1.04269335,0.00220949,0.03157520,0.29735417,0.54047477,0.01705962,0.39767180
-4.91945973,1.01221206,0.00202247,0.03124906,0.28643295,0.52486476,0.01646005,0.38626303
-4.91345673,0.98203086,0.00185146,0.03095113,0.27576465,0.50954009,0.01583038,0.37477716
-4.90745373,0.95331544,0.00169654,0.03071959,0.26565414,0.49511054,0.01518915,0.36366606
-4.90145073,0.92724396,0.00155779,0.03059241,0.25640753,0.48219103,0.01455521,0.35338894
-4.89544772,0.90497461,0.00143521,0.03060618,0.24832439,0.47138489,0.01394721,0.34439948
-4.88944472,0.88761339,0.00132882,0.03079507,0.24168992,0.46326707,0.01338304,0.33713316
-4.88344172,0.87618286,0.00123859,0.03118984,0.23676745,0.45836786,0.01287940,0.33199508
-4.87743872,0.87159318,0.00116447,0.03181699,0.23379138,0.45715742,0.01245130,0.32934871
-4.87143572,0.87461590,0.00110636,0.03269811,0.23296082,0.46003181,0.01211171,0.32950589
-4.86543272,0.88586166,0.00106410,0.03384934,0.23443420,0.46730078,0.01187121,0.33271831
-4.85942971,0.90576206,0.00103747,0.03528108,0.23832485,0.47917768,0.01173779,0.33917069
-4.85342671,0.93455642,0.00102613,0.03699790,0.24469787,0.49577191,0.01171663,0.34897591
-4.84742371,0.97228371,0.00102966,0.03899870,0.25356819,0.51708397,0.01181004,0.36217204
-4.84142071,1.01877976,0.00104748,0.04127692,0.26490000,0.54300337,0.01201744,0.37872140
-4.83541771,1.07367997,0.00107889,0.04382112,0.27860753,0.57330948,0.01233542,0.39851166
-4.82941471,1.13642722,0.00112306,0.04661554,0.29455709,0.60767527,0.01275790,0.42135883
-4.82341171,1.20628484,0.00117896,0.04964086,0.31257038,0.64567390,0.01327629,0.44701211
-4.81740870,1.28235425,0.00124546,0.05287499,0.33242886,0.68678802,0.01387979,0.47516036
-4.81140570,1.36359669,0.00132125,0.05629392,0.35387914,0.73042144,0.01455567,0.50544002
-4.80540270,1.44885844,0.00140490,0.05987255,0.37663905,0.77591301,0.01528966,0.53744422
-4.79939970,1.53689870,0.00149486,0.06358544,0.40040440,0.82255224,0.01606630,0.57073286
-4.79339670,1.62641947,0.00158949,0.06740748,0.42485599,0.86959615,0.01686936,0.60484324
-4.78739370,1.71609633,0.00168709,0.07131453,0.44966676,0.91628700,0.01768226,0.63930100
-4.78139070,1.80460929,0.00178590,0.07528378,0.47450885,0.96187030,0.01848846,0.67363111
-4.77538769,1.89067284,0.00188421,0.07929409,0.49906024,1.00561252,0.01927189,0.70736839
-4.76938469,1.97306432,0.00198032,0.08332609,0.52301095,1.04681806,0.02001730,0.74006752
-4.76338169,2.05064966,0.00207265,0.08736223,0.54606849,1.08484495,0.02071060,0.77131199
-4.75737869,2.12240610,0.00215975,0.09138661,0.56796248,1.11911875,0.02133918,0.80072207
-4.75137569,2.18744096,0.00224035,0.09538481,0.58844843,1.14914442,0.02189215,0.82796132
-4.74537269,2.24500649,0.00231341,0.09934355,0.60731052,1.17451569,0.02236050,0.85274171
-4.73936968,2.29451012,0.00237817,0.10325042,0.62436356,1.19492179,0.02273730,0.87482723
-4.73336668,2.33552040,0.00243418,0.10709352,0.63945405,1.21015152,0.02301769,0.89403597
-4.72736368,2.36776857,0.00248134,0.11086117,0.65246056,1.22009444,0.02319896,0.91024069
-4.72136068,2.39114590,0.00251991,0.11454166,0.66329343,1.22473943,0.02328048,0.92336812
-4.71535768,2.40569739,0.00255058,0.11812305,0.67189405,1.22417073,0.02326358,0.93339693
-4.70935468,2.41161201,0.00257444,0.12159308,0.67823376,1.21856163,0.02315144,0.94035468
-4.70335168,2.40921027,0.00259298,0.12493914,0.68231261,1.20816623,0.02294886,0.94431389
-4.69734867,2.39892937,0.00260813,0.12814833,0.68415790,1.19330952,0.02266208,0.94538748
-4.69134567,2.38130675,0.00262219,0.13120753,0.68382279,1.17437616,0.02229853,0.94372363
-4.68534267,2.35696247,0.00263786,0.13410360,0.68138490,1.15179836,0.02186655,0.93950044
-4.67933967,2.32658085,0.00265813,0.13682353,0.67694486,1.12604326,0.02137516,0.93292039
-4.67333667,2.29089209,0.00268628,0.13935463,0.67062493,1.09760015,0.02083378,0.92420477
-4.66733367,2.25065400,0.00272580,0.14168467,0.66256746,1.06696793,0.02025199,0.91358825
-4.66133067,2.20663448,0.00278030,0.14380204,0.65293322,1.03464308,0.01963930,0.90131361
-4.65532766,2.15959493,0.00285343,0.14569583,0.64189953,1.00110857,0.01900493,0.88762676
-4.64932466,2.11027499,0.00294880,0.14735586,0.62965798,0.96682381,0.01835768,0.87277205
-4.64332166,2.05937875,0.00306982,0.14877269,0.61641180,0.93221604,0.01770571,0.85698786
-4.63731866,2.00756281,0.00321962,0.14993760,0.60237283,0.89767330,0.01705651,0.84050271
-4.63131566,1.95542629,0.00340093,0.15084253,0.58775800,0.86353901,0.01641678,0.82353166
-4.62531266,1.90350298,0.00361594,0.15148007,0.57278547,0.83010852,0.01579242,0.80627325
-4.61930965,1.85225584,0.00386620,0.15184335,0.55767043,0.79762735,0.01518853,0.78890688
-4.61330665,1.80207383,0.00415249,0.15192614,0.54262073,0.76629145,0.01460948,0.77159076
-4.60730365,1.75327124,0.00447472,0.15172286,0.52783255,0.73624911,0.01405893,0.75446050
-4.60130065,1.70608938,0.00483189,0.15122876,0.51348615,0.70760460,0.01354003,0.73762820
-4.59529765,1.66070074,0.00522198,0.15044005,0.49974205,0.68042323,0.01305547,0.72118241
-4.58929465,1.61721526,0.00564195,0.14935426,0.48673782,0.65473769,0.01260768,0.70518863
-4.58329165,1.57568863,0.00608775,0.14797054,0.47458555,0.63055529,0.01219897,0.68969058
-4.57728864,1.53613225,0.00655432,0.14629005,0.46337032,0.60786577,0.01183173,0.67471222
-4.57128564,1.49852444,0.00703574,0.14431643,0.45314964,0.58664943,0.01150852,0.66026032
-4.56528264,1.46282248,0.00752525,0.14205617,0.44395396,0.56688509,0.01123226,0.64632768
-4.55927964,1.42897491,0.00801550,0.13951909,0.43578829,0.54855749,0.01100633,0.63289670
-4.55327664,1.39693353,0.00849868,0.13671866,0.42863479,0.53166388,0.01083462,0.61994336
-4.54727364,1.36666456,0.00896673,0.13367230,0.42245613,0.51621941,0.01072158,0.60744121
-4.54127064,1.33815827,0.00941164,0.13040156,0.41719958,0.50226092,0.01067219,0.59536536
-4.53526763,1.31143660,0.00982562,0.12693216,0.41280141,0.48984909,0.01069183,0.58369610
-4.52926463,1.28655831,0.01020142,0.12329387,0.40919148,0.47906866,0.01078623,0.57242200
-4.52326163,1.26362110,0.01053253,0.11952026,0.40629752,0.47002666,0.01096118,0.56154238
-4.51725863,1.24276061,0.01081345,0.11564822,0.40404907,0.46284866,0.01122230,0.55106870
-4.51125563,1.22414609,0.01103981,0.11171736,0.40238056,0.45767316,0.01157477,0.54102510
-4.50525263,1.20797265,0.01120861,0.10776925,0.40123353,0.45464426,0.01202292,0.53144763
-4.49924962,1.19445056,0.01131826,0.10384644,0.40055774,0.45390297,0.01256994,0.52238246
-4.49324662,1.18379172,0.01136863,0.09999145,0.40031110,0.45557736,0.01321744,0.51388291
-4.48724362,1.17619409,0.01136108,0.09624564,0.40045850,0.45977223,0.01396511,0.50600552
-4.48124062,1.17182474,0.01129835,0.09264801,0.40096960,0.46655850,0.01481041,0.49880534
-4.47523762,1.17080230,0.01118442,0.08923402,0.40181573,0.47596314,0.01574826,0.49233072
-4.46923462,1.17318003,0.01102437,0.08603446,0.40296630,0.48795997,0.01677086,0.48661778
-4.46323162,1.17893025,0.01082414,0.08307441,0.40438482,0.50246198,0.01786753,0.48168515
-4.45722861,1.18793144,0.01059025,0.08037234,0.40602510,0.51931568,0.01902476,0.47752913
-4.45122561,1.19995867,0.01032958,0.07793942,0.40782783,0.53829788,0.02022626,0.47411970
-4.44522261,1.21467856,0.01004902,0.07577902,0.40971785,0.55911536,0.02145323,0.47139771
-4.43921961,1.23164902,0.00975529,0.07388655,0.41160261,0.58140757,0.02268468,0.46927355
-4.43321661,1.25032454,0.00945459,0.07224950,0.41337171,0.60475257,0.02389792,0.46762742
-4.42721361,1.27006701,0.00915248,0.07084785,0.41489803,0.62867615,0.02506911,0.46631132
-4.42121061,1.29016188,0.00885364,0.06965474,0.41604014,0.65266394,0.02617394,0.46515283
-4.41520760,1.30983935,0.00856177,0.06863742,0.41664619,0.67617613,0.02718837,0.46396048
-4.40920460,1.32829972,0.00827954,0.06775848,0.41655902,0.69866443,0.02808931,0.46253054
-4.40320160,1.34474188,0.00800856,0.06697720,0.41562215,0.71959037,0.02885544,0.46065493
-4.39719860,1.35839377,0.00774940,0.06625113,0.41368652,0.73844456,0.02946792,0.45812988
-4.39119560,1.36854334,0.00750172,0.06553775,0.41061746,0.75476569,0.02991103,0.45476483
-4.38519260,1.37456849,0.00726436,0.06479604,0.40630149,0.76815873,0.03017271,0.45039122
-4.37918959,1.37596467,0.00703554,0.06398812,0.40065263,0.77831128,0.03024507,0.44487064
-4.37318659,1.37236848,0.00681302,0.06308071,0.39361779,0.78500735,0.03012461,0.43810181
-4.36718359,1.36357620,0.00659427,0.06204634,0.38518087,0.78813781,0.02981239,0.43002625
-4.36118059,1.34955625,0.00637670,0.06086440,0.37536541,0.78770694,0.02931403,0.42063206
-4.35517759,1.33045466,0.00615785,0.05952185,0.36423553,0.78383475,0.02863945,0.40995575
-4.34917459,1.30659340,0.00593549,0.05801363,0.35189522,0.77675464,0.02780261,0.39808205
-4.34317159,1.27846132,0.00570781,0.05634270,0.33848575,0.76680667,0.02682099,0.38514147
-4.33716858,1.24669817,0.00547350,0.05451979,0.32418165,0.75442634,0.02571497,0.37130607
-4.33116558,1.21207218,0.00523179,0.05256283,0.30918517,0.74012947,0.02450723,0.35678331
-4.32516258,1.17545229,0.00498255,0.05049604,0.29371967,0.72449375,0.02322192,0.34180846
-4.31915958,1.13777621,0.00472620,0.04834888,0.27802215,0.70813751,0.02188396,0.32663596
-4.31315658,1.10001552,0.00446371,0.04615477,0.26233535,0.69169680,0.02051827,0.31152993
-4.30715358,1.06313959,0.00419656,0.04394961,0.24689973,0.67580161,0.01914902,0.29675454
