energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,7.34595633,-6.22561477,2.64155654,-2.48689989,1.98098611,-1.28901515,0.00783457,-0.00958214,2.47944110,-1.86149526,1.71850890,-1.82745165,0.00000000,-0.00000000
-5.99399700,7.42948231,-6.28755543,2.63297073,-2.47594711,2.05375457,-1.34197447,0.00760942,-0.00944653,2.53985488,-1.90454758,1.68887231,-1.80747219,0.00000000,-0.00000000
-5.98799400,7.50860080,-6.35110010,2.62376335,-2.46280339,2.12551085,-1.39778907,0.00738154,-0.00929391,2.59911305,-1.94946087,1.65803721,-1.78569006,0.00000000,-0.00000000
-5.98199100,7.58254494,-6.41631369,2.61423778,-2.44809503,2.19557885,-1.45622737,0.00715262,-0.00912595,2.65672092,-1.99617938,1.62622051,-1.76235529,0.00000000,-0.00000000
-5.97598799,7.65046218,-6.48324000,2.60462310,-2.43244899,2.26325407,-1.51702573,0.00692400,-0.00894458,2.71215331,-2.04462933,1.59360278,-1.73771989,0.00000000,-0.00000000
-5.96998499,7.71143143,-6.55186478,2.59507672,-2.41646648,2.32781309,-1.57988513,0.00669673,-0.00875185,2.76486350,-2.09470912,1.56032843,-1.71202224,0.00000000,-0.00000000
-5.96398199,7.76449083,-6.62208439,2.58569301,-2.40070019,2.38852583,-1.64446882,0.00647155,-0.00854989,2.81429567,-2.14628101,1.52650954,-1.68547407,0.00000000,-0.00000000
-5.95797899,7.80867459,-6.69368206,2.57651676,-2.38563631,2.44467045,-1.71040080,0.00624896,-0.00834070,2.85990044,-2.19916470,1.49223227,-1.65825097,0.00000000,-0.00000000
-5.95197599,7.84305618,-6.76631314,2.56756034,-2.37168195,2.49555047,-1.77726575,0.00602932,-0.00812617,2.90115261,-2.25313317,1.45756527,-1.63048677,0.00000000,-0.00000000
-5.94597299,7.86679533,-6.83949985,2.55882275,-2.35915841,2.54051359,-1.84461016,0.00581293,-0.00790798,2.93757045,-2.30791108,1.42256897,-1.60227207,0.00000000,-0.00000000
-5.93996998,7.87918543,-6.91263529,2.55030911,-2.34829992,2.57897152,-1.91194475,0.00560014,-0.00768761,2.96873532,-2.36317556,1.38730491,-1.57365664,0.00000000,-0.00000000
-5.93396698,7.87969843,-6.98499596,2.54204888,-2.33925765,2.61041994,-1.97874829,0.00539148,-0.00746637,2.99431067,-2.41855938,1.35184398,-1.54465526,0.00000000,-0.00000000
-5.92796398,7.86802407,-7.05576122,2.53411122,-2.33210794,2.63445784,-2.04447252,0.00518774,-0.00724540,3.01405926,-2.47365621,1.31627306,-1.51525625,0.00000000,-0.00000000
-5.92196098,7.84410094,-7.12403820,2.52661646,-2.32686393,2.65080506,-2.10854828,0.00499008,-0.00702581,3.02785763,-2.52802762,1.28069934,-1.48543179,0.00000000,-0.00000000
-5.91595798,7.80813738,-7.18888998,2.51974260,-2.32348925,2.65931742,-2.17039259,0.00480010,-0.00680873,3.03570692,-2.58121145,1.24525200,-1.45514906,0.00000000,-0.00000000
-5.90995498,7.76062067,-7.24936522,2.51372638,-2.32191271,2.65999829,-2.22941670,0.00461988,-0.00659541,3.03773928,-2.63273117,1.21008121,-1.42438119,0.00000000,-0.00000000
-5.90395198,7.70231412,-7.30452761,2.50885889,-2.32204275,2.65300607,-2.28503509,0.00445201,-0.00638732,3.03421945,-2.68210589,1.17535470,-1.39311711,0.00000000,-0.00000000
-5.89794897,7.63424204,-7.35348335,2.50547595,-2.32378074,2.63865690,-2.33667514,0.00429959,-0.00618626,3.02554136,-2.72886064,1.14125208,-1.36136948,0.00000000,-0.00000000
-5.89194597,7.55766354,-7.39540587,2.50394411,-2.32703204,2.61742241,-2.38378765,0.00416621,-0.00599440,3.01221960,-2.77253678,1.10795777,-1.32918022,0.00000000,-0.00000000
-5.88594297,7.47403684,-7.42955682,2.50464314,-2.33171466,2.58992222,-2.42585796,0.00405583,-0.00581437,2.99487639,-2.81270224,1.07565303,-1.29662309,0.00000000,-0.00000000
-5.87993997,7.38497603,-7.45530320,2.50794663,-2.33776471,2.55691146,-2.46241753,0.00397276,-0.00564924,2.97422440,-2.84896138,1.04450795,-1.26380351,0.00000000,-0.00000000
-5.87393697,7.29220299,-7.47213049,2.51420179,-2.34513899,2.51926367,-2.49305592,0.00392148,-0.00550254,2.95104639,-2.88096455,1.01467414,-1.23085553,0.00000000,-0.00000000
-5.86793397,7.19749716,-7.47965240,2.52371029,-2.35381466,2.47794977,-2.51743279,0.00390655,-0.00537821,2.92617265,-2.90841697,0.98627887,-1.19793645,0.00000000,-0.00000000
-5.86193097,7.10264589,-7.47761747,2.53671136,-2.36378647,2.43401378,-2.53528957,0.00393246,-0.00528050,2.90045726,-2.93108703,0.95942115,-1.16521959,0.00000000,-0.00000000
-5.85592796,7.00939809,-7.46591348,2.55336862,-2.37506219,2.38854649,-2.54646059,0.00400341,-0.00521386,2.87475439,-2.94881378,0.93417019,-1.13288596,0.00000000,-0.00000000
-5.84992496,6.91942341,-7.44457010,2.57376146,-2.38765681,2.34265785,-2.55088293,0.00412320,-0.00518282,2.84989565,-2.96151351,0.91056651,-1.10111552,0.00000000,-0.00000000
-5.84392196,6.83427874,-7.41376061,2.59788181,-2.40158645,2.29744947,-2.54860487,0.00429506,-0.00519178,2.82666952,-2.96918522,0.88862563,-1.07007881,0.00000000,-0.00000000
-5.83791896,6.75538328,-7.37380301,2.62563647,-2.41686249,2.25398803,-2.53979206,0.00452143,-0.00524487,2.80580364,-2.97191496,0.86834421,-1.03992965,0.00000000,-0.00000000
-5.83191596,6.68400260,-7.32516097,2.65685495,-2.43348696,2.21328062,-2.52473133,0.00480387,-0.00534569,2.78795048,-2.96987865,0.84970825,-1.01079962,0.00000000,-0.00000000
-5.82591296,6.62124166,-7.26844468,2.69130226,-2.45144944,2.17625282,-2.50383155,0.00514288,-0.00549719,2.77367682,-2.96334337,0.83270266,-0.98279449,0.00000000,-0.00000000
-5.81990995,6.56804590,-7.20441150,2.72869569,-2.47072624,2.14373008,-2.47762128,0.00553785,-0.00570140,2.76345697,-2.95266701,0.81732183,-0.95599330,0.00000000,-0.00000000
-5.81390695,6.52520898,-7.13396636,2.76872449,-2.49128191,2.11642276,-2.44674316,0.00598690,-0.00595931,2.75766959,-2.93829606,0.80358016,-0.93044978,0.00000000,-0.00000000
-5.80790395,6.49338540,-7.05816124,2.81107091,-2.51307339,2.09491505,-2.41194497,0.00648690,-0.00627073,2.75659768,-2.92076158,0.79152193,-0.90619632,0.00000000,-0.00000000
-5.80190095,6.47310581,-6.97819347,2.85543101,-2.53605647,2.07965769,-2.37406743,0.00703344,-0.00663413,2.76043108,-2.90067324,0.78122971,-0.88325000,0.00000000,-0.00000000
-5.79589795,6.46479281,-6.89540215,2.90153383,-2.56019437,2.07096432,-2.33402914,0.00762086,-0.00704662,2.76927087,-2.87871161,0.77283069,-0.86162048,0.00000000,-0.00000000
-5.78989495,6.46877493,-6.81126199,2.94915723,-2.58546783,2.06901101,-2.29280899,0.00824236,-0.00750390,2.78313480,-2.85561860,0.76650018,-0.84131898,0.00000000,-0.00000000
-5.78389195,6.48529699,-6.72737410,2.99813928,-2.61188610,2.07383869,-2.25142645,0.00889006,-0.00800032,2.80196297,-2.83218623,0.76246210,-0.82236791,0.00000000,-0.00000000
-5.77788894,6.51452505,-6.64545282,3.04838413,-2.63949787,2.08535783,-2.21092048,0.00955527,-0.00852895,2.82562329,-2.80924383,0.76098589,-0.80481041,0.00000000,-0.00000000
-5.77188594,6.55654519,-6.56730833,3.09986176,-2.66840129,2.10335492,-2.17232739,0.01022856,-0.00908173,2.85391598,-2.78764379,0.76237995,-0.78871911,0.00000000,-0.00000000
-5.76588294,6.61135532,-6.49482421,3.15260134,-2.69875199,2.12750037,-2.13665845,0.01090012,-0.00964965,2.88657686,-2.76824594,0.76698166,-0.77420353,0.00000000,-0.00000000
-5.75987994,6.67885043,-6.42992980,3.20667853,-2.73076832,2.15735727,-2.10487759,0.01155994,-0.01022302,2.92327934,-2.75190076,0.77514417,-0.76141545,0.00000000,-0.00000000
-5.75387694,6.75880201,-6.37456711,3.26219723,-2.76473272,2.19239085,-2.07787988,0.01219810,-0.01079170,2.96363509,-2.73943147,0.78722060,-0.75055195,0.00000000,-0.00000000
-5.74787394,6.85083301,-6.33065220,3.31926676,-2.80098863,2.23197835,-2.05647108,0.01280506,-0.01134546,3.00719364,-2.73161532,0.80354609,-0.74185552,0.00000000,-0.00000000
-5.74187094,6.95439007,-6.30003139,3.37797594,-2.83993239,2.27541912,-2.04134867,0.01337189,-0.01187425,3.05344141,-2.72916412,0.82441861,-0.73561117,0.00000000,-0.00000000
-5.73586793,7.06871546,-6.28443288,3.43836547,-2.88199986,2.32194508,-2.03308479,0.01389058,-0.01236855,3.10180059,-2.73270442,0.85007941,-0.73214046,0.00000000,-0.00000000
-5.72986493,7.19282093,-6.28541461,3.50040036,-2.92764794,2.37073128,-2.03211127,0.01435418,-0.01281966,3.15162859,-2.74275771,0.88069387,-0.73179238,0.00000000,-0.00000000
-5.72386193,7.32546593,-6.30430983,3.56394423,-2.97733127,2.42090689,-2.03870709,0.01475703,-0.01322001,3.20221848,-2.75972106,0.91633401,-0.73493149,0.00000000,-0.00000000
-5.71785893,7.46514265,-6.34217188,3.62873701,-3.03147502,2.47156648,-2.05298854,0.01509487,-0.01356335,3.25280125,-2.78384886,0.95696341,-0.74192351,0.00000000,-0.00000000
-5.71185593,7.61006984,-6.39972024,3.69437767,-3.09044477,2.52178179,-2.07490229,0.01536491,-0.01384499,3.30255009,-2.81523624,1.00242543,-0.75311897,0.00000000,-0.00000000
-5.70585293,7.75819699,-6.47729020,3.76031322,-3.15451496,2.57061396,-2.10422178,0.01556587,-0.01406189,3.35058732,-2.85380506,1.05243561,-0.76883556,0.00000000,-0.00000000
-5.69984992,7.90722016,-6.57478851,3.82583491,-3.22383745,2.61712624,-2.14054702,0.01569793,-0.01421273,3.39599394,-2.89929318,1.10657872,-0.78933986,0.00000000,-0.00000000
-5.69384692,8.05460980,-6.69165764,3.89008225,-3.29841198,2.66039709,-2.18330816,0.01576265,-0.01429793,3.43782203,-2.95124780,1.16431101,-0.81482931,0.00000000,-0.00000000
-5.68784392,8.19765056,-6.82685110,3.95205495,-3.37806038,2.69953370,-2.23177299,0.01576285,-0.01431953,3.47510973,-3.00902375,1.22496752,-0.84541525,0.00000000,-0.00000000
-5.68184092,8.33349216,-6.97882200,4.01063260,-3.46240607,2.73368555,-2.28505845,0.01570241,-0.01428107,3.50689858,-3.07178713,1.28777476,-0.88110795,0.00000000,-0.00000000
-5.67583792,8.45920998,-7.14552675,4.06460143,-3.55086062,2.76205799,-2.34214628,0.01558612,-0.01418739,3.53225271,-3.13852491,1.35186792,-0.92180439,0.00000000,-0.00000000
-5.66983492,8.57187324,-7.32444503,4.11268704,-3.64261830,2.78392547,-2.40190241,0.01541944,-0.01404438,3.55027939,-3.20806062,1.41631239,-0.96727960,0.00000000,-0.00000000
-5.66383192,8.66861837,-7.51261679,4.15359186,-3.73665976,2.79864416,-2.46310014,0.01520829,-0.01385872,3.56015009,-3.27907599,1.48012836,-1.01718219,0.00000000,-0.00000000
-5.65782891,8.74672457,-7.70669580,4.18603566,-3.83176496,2.80566359,-2.52444634,0.01495879,-0.01363759,3.56112147,-3.35013827,1.54231772,-1.07103444,0.00000000,-0.00000000
-5.65182591,8.80368850,-7.90301883,4.20879733,-3.92653537,2.80453705,-2.58461016,0.01467713,-0.01338836,3.55255542,-3.41973238,1.60189187,-1.12823729,0.00000000,-0.00000000
-5.64582291,8.83729493,-8.09768858,4.22075612,-4.01942478,2.79493030,-2.64225343,0.01436932,-0.01311832,3.53393732,-3.48629701,1.65789925,-1.18808020,0.00000000,-0.00000000
-5.63981991,8.84568027,-8.28666741,4.22093038,-4.10877755,2.77662841,-2.69606175,0.01404106,-0.01283440,3.50489193,-3.54826340,1.70945132,-1.24975571,0.00000000,-0.00000000
-5.63381691,8.82738622,-8.46587872,4.20851225,-4.19287283,2.74954023,-2.74477536,0.01369760,-0.01254299,3.46519600,-3.60409531,1.75574583,-1.31237807,0.00000000,-0.00000000
-5.62781391,8.78140112,-8.63131210,4.18289652,-4.26997283,2.71370056,-2.78721850,0.01334363,-0.01224973,3.41478724,-3.65232882,1.79608635,-1.37500540,0.00000000,-0.00000000
-5.62181091,8.70718728,-8.77912792,4.14370264,-4.33837306,2.66926949,-2.82232652,0.01298323,-0.01195937,3.35376909,-3.69161012,1.82989731,-1.43666437,0.00000000,-0.00000000
-5.61580790,8.60469318,-8.90575734,4.09078880,-4.39645225,2.61652912,-2.84916950,0.01261983,-0.01167574,3.28241100,-3.72073017,1.85673402,-1.49637632,0.00000000,-0.00000000
-5.60980490,8.47435015,-9.00799363,4.02425766,-4.44271993,2.55587750,-2.86697171,0.01225620,-0.01140165,3.20114422,-3.73865457,1.87628747,-1.55318374,0.00000000,-0.00000000
-5.60380190,8.31705396,-9.08307123,3.94445362,-4.47585943,2.48781998,-2.87512626,0.01189445,-0.01113895,3.11055300,-3.74454776,1.88838419,-1.60617589,0.00000000,-0.00000000
-5.59779890,8.13413243,-9.12872961,3.85195189,-4.49476472,2.41295807,-2.87320454,0.01153608,-0.01088858,3.01136167,-3.73779068,1.89298126,-1.65451241,0.00000000,-0.00000000
-5.59179590,7.92730104,-9.14325970,3.74754021,-4.49856960,2.33197633,-2.86096021,0.01118205,-0.01065066,2.90441781,-3.71799141,1.89015754,-1.69744397,0.00000000,-0.00000000
-5.58579290,7.69860871,-9.12553174,3.63219408,-4.48666833,2.24562746,-2.83832795,0.01083281,-0.01042456,2.79067238,-3.68498870,1.88010176,-1.73432913,0.00000000,-0.00000000
-5.57978989,7.45037672,-9.07500417,3.50704701,-4.45872717,2.15471625,-2.80541728,0.01048843,-0.01020909,2.67115730,-3.63884858,1.86309859,-1.76464691,0.00000000,-0.00000000
-5.57378689,7.18513362,-8.99171431,3.37335716,-4.41468683,2.06008290,-2.76250184,0.01014863,-0.01000259,2.54696144,-3.57985457,1.83951369,-1.78800455,0.00000000,-0.00000000
-5.56778389,6.90554940,-8.87625223,3.23247205,-4.35475627,1.96258620,-2.71000509,0.00981288,-0.00980307,2.41920594,-3.50849225,1.80977886,-1.80414084,0.00000000,-0.00000000
-5.56178089,6.61437151,-8.72972013,3.08579289,-4.27939866,1.86308722,-2.64848303,0.00948054,-0.00960838,2.28901961,-3.42542929,1.77437818,-1.81292484,0.00000000,-0.00000000
-5.55577789,6.31436554,-8.55368018,2.93474013,-4.18931067,1.76243399,-2.57860494,0.00915089,-0.00941624,2.15751548,-3.33149181,1.73383580,-1.81435086,0.00000000,-0.00000000
-5.54977489,6.00826250,-8.35009367,2.78072134,-4.08539641,1.66144766,-2.50113303,0.00882322,-0.00922446,2.02576909,-3.22763849,1.68870599,-1.80853023,0.00000000,-0.00000000
-5.54377189,5.69871422,-8.12125514,2.62510279,-3.96873759,1.56091047,-2.41690178,0.00849695,-0.00903094,1.89479925,-3.11493337,1.63956563,-1.79568070,0.00000000,-0.00000000
-5.53776888,5.38825773,-7.86972446,2.46918526,-3.84056134,1.46155589,-2.32679784,0.00817167,-0.00883379,1.76555184,-2.99451848,1.58700916,-1.77611448,0.00000000,-0.00000000
-5.53176588,5.07928882,-7.59825991,2.31418467,-3.70220716,1.36406087,-2.23174098,0.00784720,-0.00863138,1.63888691,-2.86758726,1.53164570,-1.75022565,0.00000000,-0.00000000
-5.52576288,4.77404439,-7.30975480,2.16121775,-3.55509441,1.26904049,-2.13266674,0.00752368,-0.00842242,1.51556924,-2.73535947,1.47409785,-1.71847789,0.00000000,-0.00000000
-5.51975988,4.47459261,-7.00717948,2.01129249,-3.40069130,1.17704468,-2.03051088,0.00720154,-0.00820594,1.39626245,-2.59905821,1.41500167,-1.68139306,0.00000000,-0.00000000
-5.51375688,4.18282972,-6.69353025,1.86530315,-3.24048627,1.08855691,-1.92619609,0.00688158,-0.00798137,1.28152638,-2.45988948,1.35500690,-1.63954115,0.00000000,-0.00000000
-5.50775388,3.90048160,-6.37178566,1.72402920,-3.07596246,1.00399465,-1.82062073,0.00656495,-0.00774855,1.17181751,-2.31902441,1.29477694,-1.59353186,0.00000000,-0.00000000
-5.50175088,3.62910871,-6.04487049,1.58813746,-2.90857548,0.92371102,-1.71464961,0.00625312,-0.00750772,1.06749205,-2.17758431,1.23498772,-1.54400779,0.00000000,-0.00000000
-5.49574787,3.37011254,-5.71562683,1.45818680,-2.73973465,0.84799760,-1.60910667,0.00594788,-0.00725952,0.96881105,-2.03662837,1.17632501,-1.49163904,0.00000000,-0.00000000
-5.48974487,3.12474213,-5.38679144,1.33463460,-2.57078753,0.77708770,-1.50476918,0.00565126,-0.00700503,0.87594738,-1.89714397,1.11947967,-1.43711897,0.00000000,-0.00000000
-5.48374187,2.89409942,-5.06097829,1.21784420,-2.40300762,0.71116009,-1.40236329,0.00536546,-0.00674569,0.78899363,-1.76003924,1.06514071,-1.38116050,0.00000000,-0.00000000
-5.47773887,2.67914257,-4.74066493,1.10809279,-2.23758475,0.65034259,-1.30256064,0.00509279,-0.00648331,0.70797089,-1.62613764,1.01398606,-1.32449246,0.00000000,-0.00000000
-5.47173587,2.48068683,-4.42818141,1.00557936,-2.07561782,0.59471552,-1.20597560,0.00483557,-0.00622000,0.63283772,-1.49617434,0.96667141,-1.26785555,0.00000000,-0.00000000
-5.46573287,2.29940269,-4.12570048,0.91043209,-1.91810949,0.54431477,-1.11316319,0.00459603,-0.00595815,0.56349902,-1.37079411,0.92381731,-1.21199716,0.00000000,-0.00000000
-5.45972986,2.13581177,-3.83522823,0.82271522,-1.76596237,0.49913441,-1.02461726,0.00437620,-0.00570036,0.49981463,-1.25055051,0.88599520,-1.15766491,0.00000000,-0.00000000
-5.45372686,1.99028096,-3.55859437,0.74243518,-1.61997652,0.45912883,-0.94076896,0.00417782,-0.00544933,0.44160732,-1.13590620,0.85371309,-1.10559851,0.00000000,-0.00000000
-5.44772386,1.86301558,-3.29744178,0.66954602,-1.48084795,0.42421452,-0.86198545,0.00400228,-0.00520782,0.38867019,-1.02723427,0.82740145,-1.05651997,0.00000000,-0.00000000
-5.44172086,1.75405257,-3.05321535,0.60395421,-1.34916801,0.39427148,-0.78856873,0.00385048,-0.00497853,0.34077329,-0.92482046,0.80740023,-1.01112212,0.00000000,-0.00000000
-5.43571786,1.66325460,-2.82715034,0.54552299,-1.22542353,0.36914450,-0.72075487,0.00372283,-0.00476402,0.29766957,-0.82886627,0.79394757,-0.97005596,0.00000000,-0.00000000
-5.42971486,1.59030624,-2.62026077,0.49407635,-1.10999788,0.34864445,-0.65871346,0.00361916,-0.00456659,0.25910013,-0.73949280,0.78717088,-0.93391706,0.00000000,-0.00000000
-5.42371186,1.53471276,-2.43332859,0.44940282,-1.00317276,0.33254961,-0.60254765,0.00353874,-0.00438821,0.22479877,-0.65674546,0.78708086,-0.90323177,0.00000000,-0.00000000
-5.41770885,1.49580242,-2.26689445,0.41125926,-0.90513095,0.32060732,-0.55229459,0.00348026,-0.00423044,0.19449604,-0.58059927,0.79356861,-0.87844365,0.00000000,-0.00000000
-5.41170585,1.47273251,-2.12125088,0.37937450,-0.81596002,0.31253605,-0.50792672,0.00344186,-0.00409434,0.16792270,-0.51096497,0.80640624,-0.85990113,0.00000000,-0.00000000
-5.40570285,1.46449935,-1.99643865,0.35345319,-0.73565703,0.30802783,-0.46935362,0.00342118,-0.00398041,0.14481269,-0.44769559,0.82525080,-0.84784674,0.00000000,-0.00000000
-5.39969985,1.46995225,-1.89224710,0.33317949,-0.66413417,0.30675128,-0.43642479,0.00341543,-0.00388858,0.12490570,-0.39059352,0.84965146,-0.84240862,0.00000000,-0.00000000
-5.39369685,1.48781091,-1.80821877,0.31822072,-0.60122534,0.30835511,-0.40893317,0.00342148,-0.00381817,0.10794928,-0.33941796,0.87905967,-0.84359494,0.00000000,-0.00000000
-5.38769385,1.51668587,-1.74365858,0.30823096,-0.54669353,0.31247209,-0.38661942,0.00343596,-0.00376792,0.09370055,-0.29389252,0.91284177,-0.85129130,0.00000000,-0.00000000
-5.38169085,1.55510133,-1.69764778,0.30285418,-0.50023884,0.31872347,-0.36917700,0.00345538,-0.00373601,0.08192749,-0.25371278,0.95029354,-0.86526150,0.00000000,-0.00000000
-5.37568784,1.60151945,-1.66906216,0.30172714,-0.46150683,0.32672371,-0.35625789,0.00347621,-0.00372012,0.07240980,-0.21855377,0.99065619,-0.88515168,0.00000000,-0.00000000
-5.36968484,1.65436541,-1.65659426,0.30448169,-0.43009711,0.33608539,-0.34747878,0.00349504,-0.00371747,0.06493942,-0.18807701,1.03313300,-0.91049761,0.00000000,-0.00000000
-5.36368184,1.71205227,-1.65877885,0.31074657,-0.40557177,0.34642430,-0.34242775,0.00350867,-0.00372500,0.05932057,-0.16193711,1.07690622,-0.94073488,0.00000000,-0.00000000
-5.35767884,1.77300500,-1.67402103,0.32014862,-0.38746348,0.35736445,-0.34067116,0.00351420,-0.00373938,0.05536942,-0.13978765,1.12115342,-0.97521161,0.00000000,-0.00000000
-5.35167584,1.83568293,-1.70062584,0.33231337,-0.37528293,0.36854291,-0.34176071,0.00350913,-0.00375718,0.05291350,-0.12128628,1.16506294,-1.01320310,0.00000000,-0.00000000
-5.34567284,1.89860007,-1.73682867,0.34686521,-0.36852555,0.37961441,-0.34524039,0.00349141,-0.00377496,0.05179072,-0.10609903,1.20784805,-1.05392786,0.00000000,-0.00000000
-5.33966983,1.96034301,-1.78082558,0.36342718,-0.36667726,0.39025563,-0.35065332,0.00345950,-0.00378943,0.05184818,-0.09390360,1.24875936,-1.09656449,0.00000000,-0.00000000
-5.33366683,2.01958607,-1.83080253,0.38162049,-0.36921919,0.40016893,-0.35754831,0.00341242,-0.00379749,0.05294093,-0.08439184,1.28709550,-1.14026867,0.00000000,-0.00000000
-5.32766383,2.07510382,-1.88496301,0.40106416,-0.37563141,0.40908564,-0.36548597,0.00334971,-0.00379639,0.05493049,-0.07727133,1.32221179,-1.18418987,0.00000000,-0.00000000
-5.32166083,2.12578085,-1.94155342,0.42137478,-0.38539575,0.41676883,-0.37404439,0.00327143,-0.00378379,0.05768364,-0.07226612,1.35352709,-1.22748721,0.00000000,-0.00000000
-5.31565783,2.17061925,-1.99888579,0.44216675,-0.39799776,0.42301536,-0.38282417,0.00317815,-0.00375782,0.06107112,-0.06911683,1.38052887,-1.26934409,0.00000000,-0.00000000
-5.30965483,2.20874392,-2.05535759,0.46305320,-0.41292808,0.42765752,-0.39145297,0.00307087,-0.00371711,0.06496676,-0.06758017,1.40277672,-1.30898134,0.00000000,-0.00000000
-5.30365183,2.23940621,-2.10946865,0.48364763,-0.42968346,0.43056386,-0.39958933,0.00295097,-0.00366086,0.06924674,-0.06742804,1.41990452,-1.34566872,0.00000000,-0.00000000
-5.29764882,2.26198619,-2.15983519,0.50356667,-0.44776762,0.43163968,-0.40692587,0.00282015,-0.00358877,0.07378938,-0.06844639,1.43162154,-1.37873467,0.00000000,-0.00000000
-5.29164582,2.27599394,-2.20520113,0.52243371,-0.46669226,0.43082678,-0.41319184,0.00268030,-0.00350108,0.07847524,-0.07043391,1.43771279,-1.40757432,0.00000000,-0.00000000
-5.28564282,2.28107027,-2.24444702,0.53988366,-0.48597846,0.42810285,-0.41815506,0.00253348,-0.00339849,0.08318771,-0.07320086,1.43803870,-1.43165592,0.00000000,-0.00000000
-5.27963982,2.27698690,-2.27659693,0.55556863,-0.50515874,0.42348029,-0.42162316,0.00238182,-0.00328214,0.08781401,-0.07656799,1.43253453,-1.45052576,0.00000000,-0.00000000
-5.27363682,2.26364651,-2.30082350,0.56916436,-0.52377975,0.41700473,-0.42344432,0.00222740,-0.00315349,0.09224662,-0.08036574,1.42120951,-1.46381187,0.00000000,-0.00000000
-5.26763382,2.24108248,-2.31645168,0.58037733,-0.54140595,0.40875307,-0.42350738,0.00207228,-0.00301429,0.09638502,-0.08443387,1.40414578,-1.47122653,0.00000000,-0.00000000
-5.26163082,2.20945841,-2.32296122,0.58895208,-0.55762408,0.39883138,-0.42174144,0.00191834,-0.00286650,0.10013773,-0.08862138,1.38149723,-1.47256788,0.00000000,-0.00000000
-5.25562781,2.16906730,-2.31998819,0.59467860,-0.57204844,0.38737242,-0.41811495,0.00176730,-0.00271218,0.10342454,-0.09278696,1.35348812,-1.46772075,0.00000000,-0.00000000
-5.24962481,2.12033004,-2.30732559,0.59739924,-0.58432683,0.37453306,-0.41263430,0.00162068,-0.00255343,0.10617876,-0.09679972,1.32041139,-1.45665677,0.00000000,-0.00000000
-5.24362181,2.06379322,-2.28492313,0.59701498,-0.59414695,0.36049159,-0.40534210,0.00147975,-0.00239230,0.10834949,-0.10054037,1.28262662,-1.43943381,0.00000000,-0.00000000
-5.23761881,2.00012581,-2.25288602,0.59349066,-0.60124289,0.34544498,-0.39631493,0.00134556,-0.00223078,0.10990368,-0.10390263,1.24055731,-1.41619481,0.00000000,-0.00000000
-5.23161581,1.93011457,-2.21147268,0.58685875,-0.60540153,0.32960610,-0.38566081,0.00121891,-0.00207069,0.11082803,-0.10679484,1.19468758,-1.38716585,0.00000000,-0.00000000
-5.22561281,1.85465796,-2.16109122,0.57722162,-0.60646842,0.31320104,-0.37351648,0.00110040,-0.00191366,0.11113040,-0.10914165,1.14555797,-1.35265353,0.00000000,-0.00000000
-5.21960980,1.77475852,-2.10229448,0.56475197,-0.60435278,0.29646657,-0.36004429,0.00099040,-0.00176114,0.11084092,-0.11088569,1.09376043,-1.31304143,0.00000000,-0.00000000
-5.21360680,1.69151343,-2.03577348,0.54969146,-0.59903142,0.27964765,-0.34542907,0.00088910,-0.00161432,0.11001258,-0.11198908,1.03993221,-1.26878573,0.00000000,-0.00000000
-5.20760380,1.60610353,-1.96234922,0.53234735,-0.59055118,0.26299516,-0.32987487,0.00079657,-0.00147419,0.10872120,-0.11243475,0.98474903,-1.22040973,0.00000000,-0.00000000
-5.20160080,1.51978059,-1.88296262,0.51308746,-0.57902977,0.24676380,-0.31360167,0.00071272,-0.00134150,0.10706500,-0.11222743,0.92891720,-1.16849750,0.00000000,-0.00000000
-5.19559780,1.43385318,-1.79866293,0.49233339,-0.56465490,0.23121010,-0.29684214,0.00063740,-0.00121679,0.10516349,-0.11139418,0.87316504,-1.11368648,0.00000000,-0.00000000
-5.18959480,1.34967110,-1.71059433,0.47055227,-0.54768158,0.21659061,-0.27983861,0.00057035,-0.00110042,0.10315586,-0.10998460,0.81823366,-1.05665914,0.00000000,-0.00000000
-5.18359180,1.26860870,-1.61998133,0.44824733,-0.52842771,0.20316006,-0.26284008,0.00051133,-0.00099259,0.10119888,-0.10807050,0.76486716,-0.99813397,0.00000000,-0.00000000
-5.17758879,1.19204707,-1.52811290,0.42594757,-0.50726803,0.19116958,-0.24609958,0.00046003,-0.00089337,0.09946421,-0.10574515,0.71380264,-0.93885572,0.00000000,-0.00000000
-5.17158579,1.12135547,-1.43632588,0.40419666,-0.48462672,0.18086481,-0.22987173,0.00041617,-0.00080269,0.09813533,-0.10312202,0.66575984,-0.87958535,0.00000000,-0.00000000
-5.16558279,1.05787185,-1.34598773,0.38354161,-0.46096877,0.17248378,-0.21441053,0.00037948,-0.00072045,0.09740398,-0.10033316,0.62143083,-0.82108965,0.00000000,-0.00000000
-5.15957979,1.00288267,-1.25847923,0.36452122,-0.43679052,0.16625450,-0.19996744,0.00034971,-0.00064644,0.09746625,-0.09752718,0.58146974,-0.76413102,0.00000000,-0.00000000
