energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.81990995,3.28531082,0.00763657,0.29249002,1.00666749,0.56242854,2.23478593,0.96051095,0.00751782,1.43078311
-5.81390695,3.30426432,0.00751401,0.29314477,1.00747431,0.57122162,2.25817718,0.96404147,0.00750142,1.43933121
-5.80790395,3.32950485,0.00736455,0.29514356,1.00862190,0.58079335,2.28639437,0.97079202,0.00753061,1.44867718
-5.80190095,3.36098962,0.00719034,0.29844699,1.01006840,0.59121172,2.31900706,0.98067625,0.00760545,1.45894373
-5.79589795,3.39867350,0.00699412,0.30300921,1.01179775,0.60254136,2.35555115,0.99359338,0.00772587,1.47027594
-5.78989495,3.44250814,0.00677907,0.30877950,1.01382024,0.61484029,2.39554256,1.00943150,0.00789171,1.48283502
-5.78389195,3.49243860,0.00654874,0.31570352,1.01617190,0.62815655,2.43849014,1.02806992,0.00810261,1.49679080
-5.77788894,3.54839784,0.00630691,0.32372413,1.01891301,0.64252510,2.48390748,1.04938083,0.00835803,1.51231386
-5.77188594,3.61029971,0.00605744,0.33278174,1.02212566,0.65796502,2.53132338,1.07323003,0.00865709,1.52956732
-5.76588294,3.67803108,0.00580420,0.34281436,1.02591087,0.67447724,2.58029090,1.09947703,0.00899859,1.54869911
-5.75987994,3.75144378,0.00555091,0.35375715,1.03038511,0.69204300,2.63039488,1.12797454,0.00938084,1.56983488
-5.75387694,3.83034700,0.00530112,0.36554186,1.03567664,0.71062311,2.68125781,1.15856745,0.00980162,1.59307204
-5.74787394,3.91450067,0.00505805,0.37809591,1.04192173,0.73015797,2.73254413,1.19109162,0.01025809,1.61847506
-5.74187094,4.00361034,0.00482461,0.39134153,1.04926077,0.75056857,2.78396275,1.22537258,0.01074671,1.64607227
-5.73586793,4.09732379,0.00460330,0.40519484,1.05783449,0.77175810,2.83526812,1.26122426,0.01126319,1.67585409
-5.72986493,4.19522968,0.00439623,0.41956507,1.06778028,0.79361437,2.88625945,1.29844801,0.01180246,1.70777273
-5.72386193,4.29685805,0.00420508,0.43435404,1.07922859,0.81601263,2.93677850,1.33683198,0.01235870,1.74174311
-5.71785893,4.40168277,0.00403113,0.44945583,1.09229941,0.83881876,2.98670567,1.37615092,0.01292533,1.77764479
-5.71185593,4.50912542,0.00387526,0.46475694,1.10709881,0.86189248,3.03595465,1.41616656,0.01349507,1.81532462
-5.70585293,4.61856040,0.00373800,0.48013671,1.12371545,0.88509055,3.08446555,1.45662838,0.01406009,1.85459984
-5.69984992,4.72932076,0.00361955,0.49546817,1.14221709,0.90826956,3.13219672,1.49727496,0.01461211,1.89526118
-5.69384692,4.84070414,0.00351981,0.51061922,1.16264695,0.93128823,3.17911521,1.53783561,0.01514254,1.93707579
-5.68784392,4.95197855,0.00343843,0.52545416,1.18502002,0.95400917,3.22518635,1.57803236,0.01564273,1.97978961
-5.68184092,5.06238737,0.00337485,0.53983541,1.20931922,0.97629976,3.27036235,1.61758194,0.01610410,2.02312915
-5.67583792,5.17115330,0.00332832,0.55362542,1.23549160,0.99803237,3.31457049,1.65619794,0.01651843,2.06680242
-5.66983492,5.27748117,0.00329795,0.56668863,1.26344453,1.01908391,3.35770114,1.69359268,0.01687803,2.11049910
-5.66383192,5.38055939,0.00328273,0.57889343,1.29304215,1.03933458,3.39959611,1.72947891,0.01717594,2.15389005
-5.65782891,5.47956047,0.00328157,0.59011399,1.32410228,1.05866634,3.44003792,1.76357130,0.01740618,2.19662627
-5.65182591,5.57364065,0.00329330,0.60023197,1.35639392,1.07696093,3.47874053,1.79558748,0.01756385,2.23833781
-5.64582291,5.66193945,0.00331669,0.60913794,1.38963573,1.09409792,3.51534216,1.82524896,0.01764534,2.27863271
-5.63981991,5.74357965,0.00335051,0.61673261,1.42349577,1.10995294,3.54940090,1.85228180,0.01764838,2.31709663
-5.63381691,5.81766845,0.00339347,0.62292777,1.45759268,1.12439634,3.58039362,1.87641731,0.01757210,2.35329350
-5.62781391,5.88330065,0.00344430,0.62764699,1.49149872,1.13729250,3.60771885,1.89739288,0.01741711,2.38676757
-5.62181091,5.93956453,0.00350174,0.63082607,1.52474475,1.14850006,3.63070386,1.91495317,0.01718540,2.41704725
-5.61580790,5.98555107,0.00356454,0.63241341,1.55682722,1.15787312,3.64861628,1.92885183,0.01688032,2.44365105
-5.60980490,6.02036686,0.00363148,0.63237016,1.58721741,1.16526357,3.66068027,1.93885392,0.01650647,2.46609559
-5.60380190,6.04315098,0.00370140,0.63067034,1.61537257,1.17052443,3.66609690,1.94473917,0.01606960,2.48390581
-5.59779890,6.05309550,0.00377320,0.62730099,1.64074888,1.17351431,3.66406837,1.94630604,0.01557638,2.49662713
-5.59179590,6.04946931,0.00384583,0.62226227,1.66281579,1.17410267,3.65382522,1.94337676,0.01503433,2.50383917
-5.58579290,6.03164436,0.00391836,0.61556765,1.68107128,1.17217565,3.63465551,1.93580295,0.01445155,2.50517051
-5.57978989,5.99912313,0.00398990,0.60724414,1.69505744,1.16764225,3.60593490,1.92347185,0.01383657,2.50031382
-5.57378689,5.95156614,0.00405968,0.59733254,1.70437567,1.16044053,3.56715604,1.90631280,0.01319818,2.48904060
-5.56778389,5.88881770,0.00412701,0.58588770,1.70870079,1.15054327,3.51795604,1.88430355,0.01254525,2.47121467
-5.56178089,5.81092856,0.00419129,0.57297875,1.70779340,1.13796294,3.45814047,1.85747624,0.01188655,2.44680354
-5.55577789,5.71817362,0.00425197,0.55868917,1.70150974,1.12275548,3.38770268,1.82592227,0.01123064,2.41588688
-5.54977489,5.61106345,0.00430860,0.54311673,1.68980851,1.10502263,3.30683706,1.78979614,0.01058574,2.37866153
-5.54377189,5.49034841,0.00436075,0.52637314,1.67275424,1.08491254,3.21594568,1.74931749,0.00995958,2.33544224
-5.53776888,5.35701451,0.00440800,0.50858341,1.65051690,1.06261855,3.11563740,1.70477133,0.00935941,2.28665821
-5.53176588,5.21227068,0.00444997,0.48988485,1.62336776,1.03837606,3.00671950,1.65650625,0.00879181,2.23284496
-5.52576288,5.05752759,0.00448623,0.47042567,1.59167145,1.01245750,2.89018187,1.60493038,0.00826276,2.17463210
-5.51975988,4.89436843,0.00451632,0.45036316,1.55587482,0.98516567,2.76717431,1.55050542,0.00777750,2.11272705
-5.51375688,4.72451294,0.00453975,0.42986155,1.51649282,0.95682562,2.63897802,1.49373862,0.00734053,2.04789564
-5.50775388,4.54977586,0.00455595,0.40908942,1.47409230,0.92777547,2.50697222,1.43517323,0.00695559,1.98094031
-5.50175088,4.37202181,0.00456430,0.38821694,1.42927436,0.89835652,2.37259759,1.37537771,0.00662562,1.91267699
-5.49574787,4.19311841,0.00456411,0.36741286,1.38265613,0.86890325,2.23731795,1.31493401,0.00635272,1.84391150
-5.48974487,4.01488978,0.00455468,0.34684142,1.33485288,0.83973355,2.10258190,1.25442567,0.00613816,1.77541695
-5.48374187,3.83907250,0.00453528,0.32665930,1.28646116,0.81113966,1.96978599,1.19442601,0.00598232,1.70791277
-5.47773887,3.66727583,0.00450517,0.30701274,1.23804372,0.78338035,1.84024091,1.13548702,0.00588468,1.64204654
-5.47173587,3.50094794,0.00446369,0.28803493,1.19011684,0.75667454,1.71514192,1.07812928,0.00584381,1.57837932
-5.46573287,3.34134931,0.00441023,0.26984380,1.14314046,0.73119682,1.59554463,1.02283338,0.00585735,1.51737497
-5.45972986,3.18953430,0.00434435,0.25254030,1.09751123,0.70707482,1.48234679,0.97003308,0.00592201,1.45939388
-5.45372686,3.04634117,0.00426572,0.23620732,1.05355877,0.68438869,1.37627649,0.92011031,0.00603359,1.40469108
-5.44772386,2.91239071,0.00417426,0.22090912,1.01154481,0.66317255,1.27788690,0.87339223,0.00618703,1.35341860
-5.44172086,2.78809286,0.00407006,0.20669165,0.97166504,0.64341775,1.18755725,0.83015015,0.00637646,1.30563177
-5.43571786,2.67366059,0.00395351,0.19358332,0.93405328,0.62507777,1.10549972,0.79060034,0.00659525,1.26129880
-5.42971486,2.56912995,0.00382523,0.18159660,0.89878746,0.60807441,1.03177138,0.75490649,0.00683619,1.22031299
-5.42371186,2.47438482,0.00368611,0.17073017,0.86589686,0.59230488,0.96629049,0.72318343,0.00709155,1.18250684
-5.41770885,2.38918512,0.00353726,0.16097157,0.83537015,0.57764949,0.90885609,0.69550209,0.00735330,1.14766716
-5.41170585,2.31319668,0.00338003,0.15230031,0.80716365,0.56397935,0.85916988,0.67189504,0.00761325,1.11555046
-5.40570285,2.24602154,0.00321597,0.14469129,0.78120940,0.55116405,0.81685954,0.65236265,0.00786324,1.08589785
-5.39969985,2.18722728,0.00304677,0.13811840,0.75742267,0.53907852,0.78150228,0.63687921,0.00809540,1.05844880
-5.39369685,2.13637417,0.00287419,0.13255808,0.73570853,0.52760919,0.75264800,0.62539903,0.00830226,1.03295329
-5.38769385,2.09303916,0.00270008,0.12799289,0.71596752,0.51665900,0.72984112,0.61786210,0.00847704,1.00918193
-5.38169085,2.05683613,0.00252625,0.12441468,0.69810011,0.50615110,0.71264044,0.61419924,0.00861378,0.98693382
-5.37568784,2.02743172,0.00235447,0.12182743,0.68201008,0.49603136,0.70063668,0.61433639,0.00870749,0.96604211
-5.36968484,2.00455662,0.00218638,0.12024950,0.66760682,0.48626942,0.69346694,0.61819822,0.00875434,0.94637720
-5.36368184,1.98801215,0.00202350,0.11971520,0.65480674,0.47685847,0.69082615,0.62571067,0.00875168,0.92784776
-5.35767884,1.97767229,0.00186713,0.12027566,0.64353385,0.46781397,0.69247508,0.63680264,0.00869815,0.91039981
-5.35167584,1.97348138,0.00171837,0.12199870,0.63371976,0.45917119,0.69824477,0.65140659,0.00859367,0.89401409
-5.34567284,1.97544776,0.00157808,0.12496790,0.62530309,0.45098206,0.70803758,0.66945818,0.00843938,0.87870201
-5.33966983,1.98363384,0.00144688,0.12928062,0.61822864,0.44331124,0.72182459,0.69089496,0.00823764,0.86450056
-5.33366683,1.99814300,0.00132517,0.13504517,0.61244625,0.43623195,0.73963974,0.71565403,0.00799185,0.85146639
-5.32766383,2.01910387,0.00121310,0.14237694,0.60790947,0.42982135,0.76157068,0.74366883,0.00770633,0.83966948
-5.32166083,2.04665241,0.00111062,0.15139376,0.60457414,0.42415609,0.78774673,0.77486513,0.00738619,0.82918653
-5.31565783,2.08091256,0.00101749,0.16221054,0.60239688,0.41930787,0.81832420,0.80915623,0.00703708,0.82009438
-5.30965483,2.12197579,0.00093331,0.17493322,0.60133355,0.41533941,0.85346956,0.84643758,0.00666505,0.81246374
-5.30365183,2.16988054,0.00085756,0.18965246,0.60133761,0.41230074,0.89334095,0.88658098,0.00627631,0.80635326
-5.29764882,2.22459190,0.00078961,0.20643703,0.60235860,0.41022621,0.93806862,0.92942860,0.00587708,0.80180423
-5.29164582,2.28598261,0.00072879,0.22532737,0.60434062,0.40913201,0.98773512,0.97478705,0.00547341,0.79883612
-5.28564282,2.35381599,0.00067438,0.24632938,0.60722097,0.40901450,1.04235584,1.02242180,0.00507098,0.79744290
-5.27963982,2.42773162,0.00062566,0.26940898,0.61092901,0.40984935,1.10186086,1.07205232,0.00467501,0.79759056
-5.27363682,2.50723472,0.00058191,0.29448739,0.61538543,0.41159152,1.16607896,1.12334829,0.00429015,0.79921567
-5.26763382,2.59168979,0.00054246,0.32143779,0.62050186,0.41417597,1.23472447,1.17592717,0.00392038,0.80222530
-5.26163082,2.68031931,0.00050669,0.35008319,0.62618114,0.41751944,1.30738794,1.22935357,0.00356900,0.80649824
-5.25562781,2.77220794,0.00047403,0.38019600,0.63231812,0.42152279,1.38353115,1.28314057,0.00323857,0.81188752
-5.24962481,2.86631247,0.00044400,0.41149935,0.63880120,0.42607425,1.46248702,1.33675330,0.00293093,0.81822429
-5.24362181,2.96147769,0.00041617,0.44367015,0.64551453,0.43105327,1.54346476,1.38961484,0.00264724,0.82532287
-5.23761881,3.05645779,0.00039017,0.47634402,0.65234079,0.43633480,1.62556029,1.44111448,0.00238803,0.83298684
-5.23161581,3.14994292,0.00036572,0.50912186,0.65916454,0.44179394,1.70777188,1.49061826,0.00215325,0.84101583
-5.22561281,3.24058988,0.00034259,0.54157805,0.66587588,0.44731076,1.78902055,1.53748145,0.00194233,0.84921290
-5.21960980,3.32705603,0.00032060,0.57326988,0.67237417,0.45277493,1.86817450,1.58106273,0.00175429,0.85739184
-5.21360680,3.40803501,0.00029962,0.60374800,0.67857173,0.45809005,1.94407690,1.62073959,0.00158782,0.86538428
-5.20760380,3.48229268,0.00027955,0.63256753,0.68439702,0.46317740,2.01557576,1.65592428,0.00144135,0.87304595
-5.20160080,3.54870193,0.00026035,0.65929927,0.68979719,0.46797883,2.08155483,1.68607996,0.00131312,0.88026183
-5.19559780,3.60627451,0.00024196,0.68354084,0.69473970,0.47245868,2.14096417,1.71073608,0.00120128,0.88694978
-5.18959480,3.65418871,0.00022438,0.70492713,0.69921284,0.47660450,2.19284926,1.72950269,0.00110396,0.89306226
-5.18359180,3.69181142,0.00020760,0.72313972,0.70322490,0.48042648,2.23637731,1.74208289,0.00101928,0.89858614
-5.17758879,3.71871367,0.00019162,0.73791496,0.70680216,0.48395561,2.27085975,1.74828298,0.00094548,0.90354036
-5.17158579,3.73467905,0.00017647,0.74905042,0.70998555,0.48724057,2.29577006,1.74801992,0.00088087,0.90797152
-5.16558279,3.73970464,0.00016214,0.75640936,0.71282624,0.49034350,2.31075626,1.74132576,0.00082392,0.91194770
-5.15957979,3.73399467,0.00014865,0.75992337,0.71538033,0.49333485,2.31564770,1.72834891,0.00077328,0.91555073
-5.15357679,3.71794739,0.00013602,0.75959283,0.71770304,0.49628759,2.31045600,1.70935222,0.00072776,0.91886742
-5.14757379,3.69213601,0.00012427,0.75548542,0.71984264,0.49927107,2.29537037,1.68470796,0.00068634,0.92198030
-5.14157079,3.65728475,0.00011339,0.74773279,0.72183470,0.50234496,2.27074762,1.65488989,0.00064822,0.92495834
-5.13556778,3.61424149,0.00010341,0.73652550,0.72369690,0.50555355,2.23709765,1.62046275,0.00061273,0.92784847
-5.12956478,3.56394812,0.00009434,0.72210657,0.72542496,0.50892084,2.19506508,1.58206947,0.00057939,0.93066834
-5.12356178,3.50741035,0.00008617,0.70476389,0.72698980,0.51244675,2.14540791,1.54041659,0.00054787,0.93340086
-5.11755878,3.44566803,0.00007892,0.68482175,0.72833650,0.51610453,2.08897437,1.49625827,0.00051795,0.93599097
-5.11155578,3.37976721,0.00007259,0.66263194,0.72938481,0.51983990,2.02667866,1.45037931,0.00048953,0.93834493
-5.10555278,3.31073487,0.00006718,0.63856461,0.73003161,0.52357166,1.95947677,1.40357760,0.00046260,0.94033220
-5.09954977,3.23955700,0.00006270,0.61299923,0.73015503,0.52719393,1.88834298,1.35664640,0.00043723,0.94178992
-5.09354677,3.16716030,0.00005913,0.58631597,0.72962002,0.53057999,1.81424787,1.31035682,0.00041352,0.94252969
-5.08754377,3.09439771,0.00005648,0.55888754,0.72828522,0.53358732,1.73813843,1.26544071,0.00039161,0.94234644
-5.08154077,3.02203752,0.00005472,0.53107194,0.72601051,0.53606371,1.66092055,1.22257453,0.00037167,0.94102865
-5.07553777,2.95075581,0.00005383,0.50320600,0.72266501,0.53785411,1.58344427,1.18236411,0.00035382,0.93836954
-5.06953477,2.88113172,0.00005380,0.47559997,0.71813486,0.53880770,1.50649178,1.14533100,0.00033822,0.93417842
-5.06353177,2.81364498,0.00005458,0.44853311,0.71233045,0.53878495,1.43076830,1.11190038,0.00032496,0.92829161
-5.05752876,2.74867532,0.00005612,0.42225042,0.70519251,0.53766414,1.35689560,1.08239094,0.00031410,0.92058214
-5.05152576,2.68650303,0.00005838,0.39696031,0.69669680,0.53534712,1.28540801,1.05700709,0.00030566,0.91096785
-5.04552276,2.62731058,0.00006129,0.37283341,0.68685704,0.53176385,1.21675066,1.03583372,0.00029962,0.89941720
-5.03951976,2.57118490,0.00006477,0.35000222,0.67572588,0.52687564,1.15127976,1.01883374,0.00029587,0.88595256
-5.03351676,2.51812019,0.00006874,0.32856173,0.66339385,0.52067681,1.08926444,1.00584876,0.00029429,0.87065080
-5.02751376,2.46802148,0.00007311,0.30857082,0.64998634,0.51319486,1.03089017,0.99660303,0.00029467,0.85364104
-5.02151076,2.42070883,0.00007776,0.29005427,0.63565875,0.50448897,0.97626322,0.99071067,0.00029677,0.83509977
-5.01550775,2.37592267,0.00008260,0.27300553,0.62059006,0.49464719,0.92541611,0.98768632,0.00030031,0.81524365
-5.00950475,2.33333027,0.00008750,0.25738989,0.60497525,0.48378227,0.87831382,0.98695899,0.00030498,0.79432027
-5.00350175,2.29253374,0.00009235,0.24314800,0.58901681,0.47202656,0.83486053,0.98788878,0.00031042,0.77259753
-4.99749875,2.25307971,0.00009703,0.23019982,0.57291602,0.45952617,0.79490688,0.98978622,0.00031628,0.75035213
-4.99149575,2.21447072,0.00010142,0.21844858,0.55686428,0.44643479,0.75825749,0.99193343,0.00032219,0.72785779
-4.98549275,2.17617825,0.00010542,0.20778492,0.54103501,0.43290740,0.72467871,0.99360661,0.00032780,0.70537390
-4.97948974,2.13765733,0.00010891,0.19809095,0.52557658,0.41909427,0.69390650,0.99409895,0.00033275,0.68313506
-4.97348674,2.09836226,0.00011182,0.18924416,0.51060649,0.40513552,0.66565432,0.99274316,0.00033673,0.66134216
-4.96748374,2.05776298,0.00011406,0.18112114,0.49620732,0.39115651,0.63962099,0.98893264,0.00033946,0.64015532
-4.96148074,2.01536175,0.00011558,0.17360098,0.48242431,0.37726415,0.61549831,0.98214063,0.00034069,0.61968910
-4.95547774,1.97070913,0.00011632,0.16656828,0.46926497,0.36354444,0.59297847,0.97193632,0.00034025,0.60001007
-4.94947474,1.92341906,0.00011626,0.15991580,0.45670049,0.35006115,0.57176102,0.95799745,0.00033799,0.58113689
-4.94347174,1.87318202,0.00011539,0.15354653,0.44466897,0.33685573,0.55155945,0.94011879,0.00033383,0.56304275
-4.93746873,1.81977598,0.00011373,0.14737538,0.43308019,0.32394840,0.53210705,0.91821626,0.00032775,0.54566007
-4.93146573,1.76307454,0.00011130,0.14133031,0.42182175,0.31134022,0.51316215,0.89232657,0.00031980,0.52888703
-4.92546273,1.70305197,0.00010816,0.13535301,0.41076609,0.29901605,0.49451253,0.86260246,0.00031004,0.51259566
-4.91945973,1.63978495,0.00010435,0.12939907,0.39977823,0.28694822,0.47597899,0.82930394,0.00029862,0.49664095
-4.91345673,1.57345096,0.00009997,0.12343780,0.38872360,0.27510055,0.45741792,0.79278595,0.00028571,0.48087051
-4.90745373,1.50432352,0.00009508,0.11745156,0.37747581,0.26343265,0.43872294,0.75348321,0.00027153,0.46513431
-4.90145073,1.43276445,0.00008979,0.11143488,0.36592377,0.25190412,0.41982551,0.71189292,0.00025630,0.44929397
-4.89544772,1.35921357,0.00008419,0.10539323,0.35397801,0.24047856,0.40069455,0.66855630,0.00024028,0.43323110
-4.88944472,1.28417637,0.00007837,0.09934167,0.34157584,0.22912707,0.38133510,0.62403964,0.00022372,0.41685448
-4.88344172,1.20821014,0.00007243,0.09330326,0.32868508,0.21783114,0.36178610,0.57891585,0.00020690,0.40010557
-4.87743872,1.13190916,0.00006646,0.08730754,0.31530645,0.20658480,0.34211735,0.53374725,0.00019007,0.38296226
-4.87143572,1.05588960,0.00006055,0.08138883,0.30147429,0.19539597,0.32242575,0.48907010,0.00017347,0.36544080
-4.86543272,0.98077457,0.00005477,0.07558475,0.28725581,0.18428701,0.30283098,0.44538161,0.00015734,0.34759571
-4.85942971,0.90717995,0.00004918,0.06993466,0.27274900,0.17329435,0.28347078,0.40312956,0.00014188,0.32951799
-4.85342671,0.83570138,0.00004385,0.06447832,0.25807916,0.16246745,0.26449587,0.36270496,0.00012728,0.31133162
-4.84742371,0.76690280,0.00003882,0.05925466,0.24339447,0.15186706,0.24606483,0.32443757,0.00011373,0.29318870
-4.84142071,0.70130682,0.00003413,0.05430071,0.22886077,0.14156298,0.22833889,0.28859442,0.00010137,0.27526346
-4.83541771,0.63938711,0.00002978,0.04965075,0.21465571,0.13163135,0.21147697,0.25538093,0.00009035,0.25774547
-4.82941471,0.58156278,0.00002582,0.04533555,0.20096276,0.12215178,0.19563094,0.22494444,0.00008081,0.24083247
-4.82341171,0.52819503,0.00002222,0.04138189,0.18796512,0.11320433,0.18094127,0.19737974,0.00007288,0.22472299
-4.81740870,0.47958566,0.00001900,0.03781220,0.17583991,0.10486655,0.16753320,0.17273618,0.00006670,0.20960926
-4.81140570,0.43597764,0.00001615,0.03464432,0.16475282,0.09721073,0.15551348,0.15102593,0.00006242,0.19567057
-4.80540270,0.39755731,0.00001364,0.03189151,0.15485336,0.09030142,0.14496762,0.13223291,0.00006024,0.18306727
-4.79939970,0.36445812,0.00001147,0.02956246,0.14627091,0.08419332,0.13595794,0.11632214,0.00006037,0.17193580
-4.79339670,0.33676569,0.00000961,0.02766150,0.13911157,0.07892966,0.12852222,0.10324889,0.00006307,0.16238463
-4.78739370,0.31452381,0.00000804,0.02618887,0.13345594,0.07454100,0.12267299,0.09296758,0.00006867,0.15449137
-4.78139070,0.29774127,0.00000675,0.02514109,0.12935785,0.07104459,0.11839762,0.08543988,0.00007756,0.14830104
-4.77538769,0.28639916,0.00000570,0.02451134,0.12684391,0.06844421,0.11565898,0.08064204,0.00009020,0.14382545
-4.76938469,0.28045840,0.00000489,0.02428995,0.12591398,0.06673048,0.11439682,0.07857108,0.00010715,0.14104368
-4.76338169,0.27986724,0.00000430,0.02446491,0.12654241,0.06588160,0.11452967,0.07924976,0.00012907,0.13990363
-4.75737869,0.28456857,0.00000392,0.02502236,0.12867991,0.06586450,0.11595742,0.08273027,0.00015670,0.14032442
-4.75137569,0.29450668,0.00000374,0.02594717,0.13225612,0.06663633,0.11856436,0.08909651,0.00019091,0.14219967
-4.74537269,0.30963332,0.00000375,0.02722346,0.13718251,0.06814618,0.12222260,0.09846487,0.00023267,0.14540142
-4.73936968,0.32991280,0.00000397,0.02883512,0.14335582,0.07033701,0.12679599,0.11098362,0.00028307,0.14978456
-4.73336668,0.35532596,0.00000440,0.03076632,0.15066153,0.07314771,0.13214414,0.12683075,0.00034328,0.15519170
-4.72736368,0.38587270,0.00000504,0.03300193,0.15897756,0.07651517,0.13812669,0.14621026,0.00041459,0.16145816
-4.72136068,0.42157296,0.00000593,0.03552795,0.16817791,0.08037631,0.14460746,0.16934710,0.00049835,0.16841706
-4.71535768,0.46246600,0.00000707,0.03833179,0.17813609,0.08467005,0.15145854,0.19648059,0.00059600,0.17590423
-4.70935468,0.50860765,0.00000851,0.04140247,0.18872831,0.08933899,0.15856395,0.22785648,0.00070898,0.18376286
-4.70335168,0.56006569,0.00001026,0.04473069,0.19983620,0.09433088,0.16582291,0.26371782,0.00083875,0.19184766
-4.69734867,0.61691310,0.00001236,0.04830882,0.21134911,0.09959975,0.17315235,0.30429465,0.00098675,0.20002834
-4.69134567,0.67921927,0.00001486,0.05213063,0.22316567,0.10510662,0.18048873,0.34979280,0.00115431,0.20819243
-4.68534267,0.74703938,0.00001778,0.05619097,0.23519480,0.11081985,0.18778882,0.40038200,0.00134264,0.21624712
-4.67933967,0.82040195,0.00002118,0.06048521,0.24735595,0.11671495,0.19502964,0.45618360,0.00155278,0.22412027
-4.67333667,0.89929511,0.00002508,0.06500857,0.25957865,0.12277403,0.20220721,0.51725816,0.00178549,0.23176031
-4.66733367,0.98365182,0.00002953,0.06975531,0.27180138,0.12898469,0.20933437,0.58359341,0.00204125,0.23913523
-4.66133067,1.07333470,0.00003456,0.07471779,0.28396986,0.13533863,0.21643766,0.65509286,0.00232017,0.24623064
-4.65532766,1.16812104,0.00004019,0.07988550,0.29603480,0.14182988,0.22355330,0.73156566,0.00262190,0.25304698
-4.64932466,1.26768870,0.00004645,0.08524399,0.30794931,0.14845275,0.23072265,0.81271803,0.00294565,0.25959609
-4.64332166,1.37160374,0.00005334,0.09077393,0.31966617,0.15519969,0.23798714,0.89814679,0.00329006,0.26589722
