energy_ev,total_up,Ag_p_up,Ag_d_up,P_s_up,P_p_up,S_s_up,S_p_up
-6.00000000,4.19049062,0.71092351,3.19262051,0.00429806,0.05361406,0.03577817,0.61418003
-5.99399700,4.26265527,0.72655260,3.24139651,0.00450711,0.05477886,0.03672511,0.63159308
-5.98799400,4.32844267,0.74047733,3.28580247,0.00472078,0.05584311,0.03761437,0.64787043
-5.98199100,4.38725139,0.75248664,3.32552235,0.00493503,0.05679017,0.03844102,0.66281560
-5.97598799,4.43860844,0.76239531,3.36033268,0.00514569,0.05760547,0.03920179,0.67625306
-5.96998499,4.48216727,0.77004597,3.39009796,0.00534860,0.05827662,0.03989520,0.68802994
-5.96398199,4.51770264,0.77531104,3.41476329,0.00553966,0.05879347,0.04052161,0.69801722
-5.95797899,4.54510310,0.77809455,3.43434501,0.00571495,0.05914820,0.04108323,0.70611080
-5.95197599,4.56436169,0.77833396,3.44891998,0.00587081,0.05933545,0.04158411,0.71223224
-5.94597299,4.57556548,0.77600181,3.45861411,0.00600392,0.05935238,0.04203001,0.71632926
-5.93996998,4.57888480,0.77110711,3.46359096,0.00611145,0.05919881,0.04242827,0.71837605
-5.93396698,4.57456256,0.76369642,3.46404102,0.00619107,0.05887725,0.04278758,0.71837334
-5.92796398,4.56290408,0.75385439,3.46017220,0.00624110,0.05839297,0.04311768,0.71634819
-5.92196098,4.54426794,0.74170353,3.45220200,0.00626048,0.05775397,0.04342908,0.71235340
-5.91595798,4.51905781,0.72740327,3.44035158,0.00624888,0.05697089,0.04373264,0.70646667
-5.90995498,4.48771534,0.71114790,3.42484191,0.00620669,0.05605687,0.04403922,0.69878923
-5.90395198,4.45071408,0.69316353,3.40589186,0.00613501,0.05502728,0.04435919,0.68944404
-5.89794897,4.40855411,0.67370397,3.38371808,0.00603560,0.05389943,0.04470207,0.67857356
-5.89194597,4.36175727,0.65304552,3.35853641,0.00591089,0.05269212,0.04507611,0.66633698
-5.88594297,4.31086268,0.63148095,3.33056421,0.00576384,0.05142520,0.04548789,0.65290702
-5.87993997,4.25642222,0.60931265,3.30002353,0.00559789,0.05011902,0.04594205,0.63846644
-5.87393697,4.19899605,0.58684542,3.26714429,0.00541684,0.04879388,0.04644104,0.62320415
