energy_ev,total_up,Pb_p_up,Pb_d_up,Ta_p_up,Ta_d_up,Te_p_up,Te_d_up
-6.00000000,2.08546219,0.22620646,0.00420217,1.38901783,1.20296020,1.59846707,0.00000000
-5.99399700,2.07680520,0.22646648,0.00411718,1.37439477,1.19595945,1.59084945,0.00000000
-5.98799400,2.06717841,0.22634348,0.00402538,1.35998045,1.18783708,1.58253073,0.00000000
-5.98199100,2.05549699,0.22569869,0.00392576,1.34503142,1.17808122,1.57273567,0.00000000
-5.97598799,2.04080715,0.22441784,0.00381768,1.32889351,1.16625593,1.56077918,0.00000000
-5.96998499,2.02229607,0.22241278,0.00370088,1.31100725,1.15200501,1.54607277,0.00000000
-5.96398199,1.99929778,0.21962215,0.00357545,1.29091058,1.13505355,1.52812858,0.00000000
-5.95797899,1.97129558,0.21601101,0.00344180,1.26823936,1.11520741,1.50656121,0.00000000
-5.95197599,1.93792133,0.21156978,0.00330060,1.24272603,1.09235112,1.48108782,0.00000000
-5.94597299,1.89895235,0.20631240,0.00315275,1.21419674,1.06644447,1.45152680,0.00000000
-5.93996998,1.85430612,0.20027403,0.00299935,1.18256729,1.03751805,1.41779516,0.00000000
-5.93396698,1.80403338,0.19350822,0.00284161,1.14783821,1.00566817,1.37990500,0.00000000
-5.92796398,1.74830962,0.18608402,0.00268082,1.11008893,0.97105099,1.33795886,0.00000000
-5.92196098,1.68742535,0.17808276,0.00251832,1.06947138,0.93387640,1.29214426,0.00000000
-5.91595798,1.62177520,0.16959499,0.00235543,1.02620303,0.89440145,1.24272720,0.00000000
-5.90995498,1.55184586,0.16071742,0.00219346,0.98055927,0.85292343,1.19004474,0.00000000
-5.90395198,1.47820304,0.15155016,0.00203362,0.93286537,0.80977282,1.13449647,0.00000000
-5.89794897,1.40147756,0.14219406,0.00187705,0.88348793,0.76530587,1.07653512,0.00000000
-5.89194597,1.32235047,0.13274855,0.00172478,0.83282580,0.71989713,1.01665609,0.00000000
-5.88594297,1.24153777,0.12330961,0.00157771,0.78130080,0.67393173,0.95538623,0.00000000
-5.87993997,1.15977465,0.11396827,0.00143660,0.72934809,0.62779778,0.89327203,0.00000000
