energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.74787394,1.33937509,0.01697377,0.00000000,0.00630275,0.11301415,0.64969969,0.00000000,0.58740946,0.09388041
-5.74187094,1.39178997,0.01767447,0.00000000,0.00750553,0.12057832,0.67044536,0.00000000,0.62656309,0.09818748
-5.73586793,1.44847699,0.01838296,0.00000000,0.00892442,0.12893375,0.69238516,0.00000000,0.66864574,0.10300422
-5.72986493,1.50957060,0.01909202,0.00000000,0.01057758,0.13812333,0.71552704,0.00000000,0.71379077,0.10836502
-5.72386193,1.57519638,0.01979460,0.00000000,0.01248253,0.14818372,0.73988475,0.00000000,0.76212344,0.11430158
-5.71785893,1.64545818,0.02048401,0.00000000,0.01465555,0.15914271,0.76547394,0.00000000,0.81375063,0.12084118
-5.71185593,1.72042317,0.02115405,0.00000000,0.01711084,0.17101652,0.79230731,0.00000000,0.86874907,0.12800484
-5.70585293,1.80010564,0.02179909,0.00000000,0.01985978,0.18380706,0.82038892,0.00000000,0.92715240,0.13580540
-5.69984992,1.88444987,0.02241420,0.00000000,0.02291004,0.19749918,0.84970785,0.00000000,0.98893769,0.14424561
-5.69384692,1.97331288,0.02299519,0.00000000,0.02626482,0.21205824,0.88023160,0.00000000,1.05401197,0.15331629
-5.68784392,2.06644796,0.02353860,0.00000000,0.02992200,0.22742786,0.91189936,0.00000000,1.12219952,0.16299468
-5.68184092,2.16348987,0.02404172,0.00000000,0.03387347,0.24352828,0.94461561,0.00000000,1.19323075,0.17324298
-5.67583792,2.26394257,0.02450252,0.00000000,0.03810452,0.26025518,0.97824455,0.00000000,1.26673325,0.18400729
-5.66983492,2.36717056,0.02491957,0.00000000,0.04259340,0.27747928,1.01260546,0.00000000,1.34222609,0.19521693
-5.66383192,2.47239456,0.02529191,0.00000000,0.04731108,0.29504669,1.04746971,0.00000000,1.41911760,0.20678430
-5.65782891,2.57869242,0.02561897,0.00000000,0.05222113,0.31278017,1.08255947,0.00000000,1.49670752,0.21860518
-5.65182591,2.68500568,0.02590040,0.00000000,0.05727997,0.33048125,1.11754866,0.00000000,1.57419364,0.23055981
-5.64582291,2.79015227,0.02613593,0.00000000,0.06243728,0.34793330,1.15206604,0.00000000,1.65068311,0.24251443
-5.63981991,2.89284515,0.02632531,0.00000000,0.06763666,0.36490545,1.18570075,0.00000000,1.72520833,0.25432347
-5.63381691,2.99171690,0.02646811,0.00000000,0.07281661,0.38115729,1.21801008,0.00000000,1.79674711,0.26583237
-5.62781391,3.08534944,0.02656375,0.00000000,0.07791163,0.39644421,1.24852941,0.00000000,1.86424644,0.27688085
-5.62181091,3.17230811,0.02661140,0.00000000,0.08285365,0.41052330,1.27678388,0.00000000,1.92664912,0.28730661
-5.61580790,3.25117895,0.02660996,0.00000000,0.08757354,0.42315950,1.30230142,0.00000000,1.98292231,0.29694932
-5.60980490,3.32060766,0.02655817,0.00000000,0.09200275,0.43413188,1.32462664,0.00000000,2.03208687,0.30565484
-5.60380190,3.37933891,0.02645458,0.00000000,0.09607508,0.44323978,1.34333490,0.00000000,2.07324625,0.31327935
-5.59779890,3.42625409,0.02629772,0.00000000,0.09972836,0.45030862,1.35804596,0.00000000,2.10561386,0.31969341
-5.59179590,3.46040620,0.02608621,0.00000000,0.10290618,0.45519502,1.36843669,0.00000000,2.12853772,0.32478571
-5.58579290,3.48105012,0.02581884,0.00000000,0.10555941,0.45779126,1.37425205,0.00000000,2.14152128,0.32846632
-5.57978989,3.48766712,0.02549478,0.00000000,0.10764765,0.45802870,1.37531398,0.00000000,2.14423973,0.33066941
-5.57378689,3.47998239,0.02511371,0.00000000,0.10914034,0.45588010,1.37152781,0.00000000,2.13655097,0.33135528
-5.56778389,3.45797501,0.02467589,0.00000000,0.11001769,0.45136074,1.36288574,0.00000000,2.11850092,0.33051150
-5.56178089,3.42187985,0.02418235,0.00000000,0.11027123,0.44452832,1.34946757,0.00000000,2.09032294,0.32815338
-5.55577789,3.37218144,0.02363491,0.00000000,0.10990411,0.43548154,1.33143832,0.00000000,2.05243159,0.32432351
-5.54977489,3.30960011,0.02303626,0.00000000,0.10893093,0.42435759,1.30904325,0.00000000,2.00541094,0.31909045
-5.54377189,3.23507111,0.02238994,0.00000000,0.10737736,0.41132845,1.28260036,0.00000000,1.94999801,0.31254671
-5.53776888,3.14971768,0.02170039,0.00000000,0.10527932,0.39659631,1.25249078,0.00000000,1.88706229,0.30480603
-5.53176588,3.05481923,0.02097281,0.00000000,0.10268191,0.38038820,1.21914763,0.00000000,1.81758188,0.29600003
-5.52576288,2.95177598,0.02021313,0.00000000,0.09963808,0.36295000,1.18304377,0.00000000,1.74261757,0.28627453
-5.51975988,2.84207152,0.01942788,0.00000000,0.09620706,0.34454014,1.14467900,0.00000000,1.66328563,0.27578545
-5.51375688,2.72723464,0.01862407,0.00000000,0.09245262,0.32542321,1.10456714,0.00000000,1.58073045,0.26469460
-5.50775388,2.60880186,0.01780901,0.00000000,0.08844132,0.30586356,1.06322366,0.00000000,1.49609779,0.25316552
-5.50175088,2.48828186,0.01699019,0.00000000,0.08424060,0.28611927,1.02115400,0.00000000,1.41050965,0.24135942
-5.49574787,2.36712287,0.01617507,0.00000000,0.07991703,0.26643656,0.97884307,0.00000000,1.32504126,0.22943136
-5.48974487,2.24668376,0.01537098,0.00000000,0.07553459,0.24704488,0.93674611,0.00000000,1.24070088,0.21752692
-5.48374187,2.12820968,0.01458491,0.00000000,0.07115318,0.22815272,0.89528098,0.00000000,1.15841265,0.20577924
-5.47773887,2.01281231,0.01382340,0.00000000,0.06682721,0.20994424,0.85482209,0.00000000,1.07900275,0.19430671
-5.47173587,1.90145521,0.01309240,0.00000000,0.06260463,0.19257688,0.81569574,0.00000000,1.00318899,0.18321114
-5.46573287,1.79494395,0.01239716,0.00000000,0.05852605,0.17617975,0.77817706,0.00000000,0.93157364,0.17257666
-5.45972986,1.69392100,0.01174213,0.00000000,0.05462430,0.16085296,0.74248811,0.00000000,0.86463946,0.16246908
-5.45372686,1.59886503,0.01113090,0.00000000,0.05092421,0.14666784,0.70879737,0.00000000,0.80274858,0.15293600
-5.44772386,1.51009406,0.01056611,0.00000000,0.04744270,0.13366772,0.67722019,0.00000000,0.74614398,0.14400726
-5.44172086,1.42777221,0.01004947,0.00000000,0.04418913,0.12186959,0.64782019,0.00000000,0.69495328,0.13569598
-5.43571786,1.35191922,0.00958167,0.00000000,0.04116594,0.11126608,0.62061149,0.00000000,0.64919441,0.12799997
-5.42971486,1.28242263,0.00916246,0.00000000,0.03836936,0.10182804,0.59556167,0.00000000,0.60878303,0.12090343
-5.42371186,1.21905171,0.00879062,0.00000000,0.03579041,0.09350735,0.57259534,0.00000000,0.57354120,0.11437890
-5.41770885,1.16147300,0.00846404,0.00000000,0.03341593,0.08623988,0.55159829,0.00000000,0.54320728,0.10838934
-5.41170585,1.10926688,0.00817978,0.00000000,0.03122966,0.07994866,0.53242225,0.00000000,0.51744665,0.10289033
-5.40570285,1.06194478,0.00793413,0.00000000,0.02921329,0.07454696,0.51488999,0.00000000,0.49586321,0.09783225
-5.39969985,1.01896675,0.00772275,0.00000000,0.02734758,0.06994130,0.49880103,0.00000000,0.47801139,0.09316233
-5.39369685,0.97975898,0.00754078,0.00000000,0.02561323,0.06603437,0.48393760,0.00000000,0.46340855,0.08882668
-5.38769385,0.94373099,0.00738297,0.00000000,0.02399178,0.06272766,0.47007098,0.00000000,0.45154752,0.08477208
-5.38169085,0.91029218,0.00724384,0.00000000,0.02246631,0.05992389,0.45696797,0.00000000,0.44190931,0.08094756
-5.37568784,0.87886744,0.00711779,0.00000000,0.02102193,0.05752918,0.44439744,0.00000000,0.43397544,0.07730580
-5.36968484,0.84891154,0.00699934,0.00000000,0.01964625,0.05545490,0.43213681,0.00000000,0.42724000,0.07380424
-5.36368184,0.81992205,0.00688321,0.00000000,0.01832957,0.05361917,0.41997824,0.00000000,0.42122102,0.07040589
-5.35767884,0.79145050,0.00676448,0.00000000,0.01706499,0.05194816,0.40773429,0.00000000,0.41547082,0.06707994
-5.35167584,0.76311154,0.00663875,0.00000000,0.01584838,0.05037690,0.39524310,0.00000000,0.40958533,0.06380211
-5.34567284,0.73459000,0.00650225,0.00000000,0.01467827,0.04884998,0.38237257,0.00000000,0.40321190,0.06055472
-5.33966983,0.70564568,0.00635191,0.00000000,0.01355564,0.04732180,0.36902373,0.00000000,0.39605542,0.05732654
-5.33366683,0.67611572,0.00618544,0.00000000,0.01248368,0.04575664,0.35513291,0.00000000,0.38788271,0.05411254
-5.32766383,0.64591474,0.00600140,0.00000000,0.01146751,0.04412841,0.34067290,0.00000000,0.37852486,0.05091334
-5.32166083,0.61503270,0.00579915,0.00000000,0.01051393,0.04242018,0.32565275,0.00000000,0.36787768,0.04773459
-5.31565783,0.58353066,0.00557890,0.00000000,0.00963116,0.04062359,0.31011663,0.00000000,0.35590004,0.04458633
-5.30965483,0.55153469,0.00534163,0.00000000,0.00882864,0.03873792,0.29414142,0.00000000,0.34261049,0.04148211
-5.30365183,0.51922834,0.00508899,0.00000000,0.00811688,0.03676925,0.27783351,0.00000000,0.32808204,0.03843826
-5.29764882,0.48684376,0.00482329,0.00000000,0.00750736,0.03472929,0.26132470,0.00000000,0.31243563,0.03547302
-5.29164582,0.45465207,0.00454733,0.00000000,0.00701242,0.03263438,0.24476760,0.00000000,0.29583239,0.03260582
-5.28564282,0.42295334,0.00426429,0.00000000,0.00664530,0.03050429,0.22833052,0.00000000,0.27846512,0.02985647
-5.27963982,0.39206635,0.00397763,0.00000000,0.00642010,0.02836113,0.21219225,0.00000000,0.26054939,0.02724460
-5.27363682,0.36231876,0.00369095,0.00000000,0.00635182,0.02622834,0.19653684,0.00000000,0.24231455,0.02478900
-5.26763382,0.33403772,0.00340788,0.00000000,0.00645631,0.02412968,0.18154854,0.00000000,0.22399504,0.02250722
-5.26163082,0.30754132,0.00313196,0.00000000,0.00675030,0.02208838,0.16740708,0.00000000,0.20582234,0.02041511
-5.25562781,0.28313099,0.00286653,0.00000000,0.00725121,0.02012644,0.15428337,0.00000000,0.18801776,0.01852660
-5.24962481,0.26108484,0.00261469,0.00000000,0.00797702,0.01826399,0.14233579,0.00000000,0.17078639,0.01685345
-5.24362181,0.24165219,0.00237916,0.00000000,0.00894596,0.01651889,0.13170694,0.00000000,0.15431221,0.01540515
-5.23761881,0.22504903,0.00216231,0.00000000,0.01017609,0.01490641,0.12252101,0.00000000,0.13875452,0.01418881
-5.23161581,0.21145438,0.00196607,0.00000000,0.01168476,0.01343905,0.11488168,0.00000000,0.12424575,0.01320918
-5.22561281,0.20100764,0.00179192,0.00000000,0.01348796,0.01212653,0.10887043,0.00000000,0.11089041,0.01246864
-5.21960980,0.19380648,0.00164089,0.00000000,0.01559952,0.01097585,0.10454538,0.00000000,0.09876529,0.01196719
-5.21360680,0.18990549,0.00151359,0.00000000,0.01803027,0.00999149,0.10194045,0.00000000,0.08792069,0.01170255
-5.20760380,0.18931523,0.00141019,0.00000000,0.02078702,0.00917565,0.10106481,0.00000000,0.07838245,0.01167013
-5.20160080,0.19200187,0.00133045,0.00000000,0.02387166,0.00852855,0.10190270,0.00000000,0.07015472,0.01186309
-5.19559780,0.19788727,0.00127378,0.00000000,0.02728014,0.00804888,0.10441348,0.00000000,0.06322318,0.01227240
-5.18959480,0.20684954,0.00123927,0.00000000,0.03100160,0.00773410,0.10853196,0.00000000,0.05755863,0.01288684
-5.18359180,0.21872424,0.00122569,0.00000000,0.03501762,0.00758096,0.11416916,0.00000000,0.05312072,0.01369307
-5.17758879,0.23330638,0.00123159,0.00000000,0.03930163,0.00758583,0.12121330,0.00000000,0.04986170,0.01467576
-5.17158579,0.25035312,0.00125529,0.00000000,0.04381859,0.00774522,0.12953136,0.00000000,0.04773006,0.01581766
-5.16558279,0.26958761,0.00129497,0.00000000,0.04852498,0.00805611,0.13897111,0.00000000,0.04667397,0.01709983
-5.15957979,0.29070389,0.00134871,0.00000000,0.05336911,0.00851638,0.14936371,0.00000000,0.04664441,0.01850187
-5.15357679,0.31337293,0.00141450,0.00000000,0.05829183,0.00912514,0.16052689,0.00000000,0.04759790,0.02000224
-5.14757379,0.33724988,0.00149036,0.00000000,0.06322759,0.00988302,0.17226882,0.00000000,0.04949880,0.02157866
-5.14157079,0.36198242,0.00157432,0.00000000,0.06810593,0.01079242,0.18439247,0.00000000,0.05232115,0.02320862
-5.13556778,0.38721999,0.00166455,0.00000000,0.07285325,0.01185767,0.19670051,0.00000000,0.05604989,0.02486984
-5.12956478,0.41262374,0.00175936,0.00000000,0.07739493,0.01308510,0.20900067,0.00000000,0.06068152,0.02654090
-5.12356178,0.43787673,0.00185726,0.00000000,0.08165767,0.01448301,0.22111112,0.00000000,0.06622409,0.02820184
-5.11755878,0.46269401,0.00195706,0.00000000,0.08557194,0.01606152,0.23286607,0.00000000,0.07269658,0.02983474
-5.11155578,0.48683212,0.00205784,0.00000000,0.08907449,0.01783228,0.24412093,0.00000000,0.08012742,0.03142427
-5.10555278,0.51009738,0.00215909,0.00000000,0.09211077,0.01980803,0.25475712,0.00000000,0.08855248,0.03295823
-5.09954977,0.53235262,0.00226064,0.00000000,0.09463718,0.02200205,0.26468600,0.00000000,0.09801218,0.03442789
-5.09354677,0.55352171,0.00236275,0.00000000,0.09662298,0.02442743,0.27385185,0.00000000,0.10854806,0.03582827
-5.08754377,0.57359159,0.00246611,0.00000000,0.09805182,0.02709618,0.28223362,0.00000000,0.12019862,0.03715825
-5.08154077,0.59261159,0.00257178,0.00000000,0.09892270,0.03001834,0.28984528,0.00000000,0.13299483,0.03842047
-5.07553777,0.61068966,0.00268124,0.00000000,0.09925048,0.03320087,0.29673470,0.00000000,0.14695517,0.03962110
-5.06953477,0.62798581,0.00279630,0.00000000,0.09906566,0.03664658,0.30298098,0.00000000,0.16208064,0.04076939
-5.06353177,0.64470268,0.00291902,0.00000000,0.09841361,0.04035307,0.30869041,0.00000000,0.17834978,0.04187707
-5.05752876,0.66107379,0.00305168,0.00000000,0.09735315,0.04431169,0.31399107,0.00000000,0.19571412,0.04295761
-5.05152576,0.67734983,0.00319666,0.00000000,0.09595457,0.04850666,0.31902630,0.00000000,0.21409418,0.04402534
-5.04552276,0.69378369,0.00335633,0.00000000,0.09429719,0.05291440,0.32394743,0.00000000,0.23337648,0.04509454
-5.03951976,0.71061493,0.00353293,0.00000000,0.09246649,0.05750305,0.32890601,0.00000000,0.25341164,0.04617850
-5.03351676,0.72805451,0.00372846,0.00000000,0.09055094,0.06223235,0.33404584,0.00000000,0.27401393,0.04728855
-5.02751376,0.74627053,0.00394457,0.00000000,0.08863876,0.06705385,0.33949543,0.00000000,0.29496242,0.04843330
-5.02151076,0.76537580,0.00418239,0.00000000,0.08681463,0.07191148,0.34536100,0.00000000,0.31600382,0.04961782
-5.01550775,0.78541787,0.00444248,0.00000000,0.08515649,0.07674259,0.35172046,0.00000000,0.33685715,0.05084319
-5.00950475,0.80637215,0.00472473,0.00000000,0.08373266,0.08147924,0.35861879,0.00000000,0.35722000,0.05210608
-5.00350175,0.82813851,0.00502828,0.00000000,0.08259937,0.08604999,0.36606488,0.00000000,0.37677642,0.05339865
-4.99749875,0.85054154,0.00535146,0.00000000,0.08179868,0.09038191,0.37403004,0.00000000,0.39520619,0.05470867
-4.99149575,0.87333471,0.00569183,0.00000000,0.08135710,0.09440286,0.38244837,0.00000000,0.41219493,0.05601984
-4.98549275,0.89620803,0.00604616,0.00000000,0.08128475,0.09804393,0.39121883,0.00000000,0.42744499,0.05731233
-4.97948974,0.91879909,0.00641050,0.00000000,0.08157521,0.10124192,0.40020897,0.00000000,0.44068637,0.05856359
-4.97348674,0.94070692,0.00678028,0.00000000,0.08220602,0.10394176,0.40926018,0.00000000,0.45168737,0.05974917
-4.96748374,0.96150803,0.00715042,0.00000000,0.08313986,0.10609885,0.41819423,0.00000000,0.46026439,0.06084381
-4.96148074,0.98077396,0.00751547,0.00000000,0.08432622,0.10768099,0.42682064,0.00000000,0.46629051,0.06182248
-4.95547774,0.99808938,0.00786981,0.00000000,0.08570365,0.10867011,0.43494480,0.00000000,0.46970233,0.06266151
-4.94947474,1.01307021,0.00820782,0.00000000,0.08720239,0.10906343,0.44237624,0.00000000,0.47050471,0.06333961
-4.94347174,1.02538065,0.00852410,0.00000000,0.08874721,0.10887419,0.44893690,0.00000000,0.46877333,0.06383886
-4.93746873,1.03474850,0.00881366,0.00000000,0.09026054,0.10813179,0.45446878,0.00000000,0.46465462,0.06414557
-4.93146573,1.04097812,0.00907211,0.00000000,0.09166553,0.10688137,0.45884091,0.00000000,0.45836329,0.06425092
-4.92546273,1.04396037,0.00929585,0.00000000,0.09288904,0.10518283,0.46195518,0.00000000,0.45017732,0.06415147
-4.91945973,1.04367912,0.00948221,0.00000000,0.09386437,0.10310931,0.46375076,0.00000000,0.44043066,0.06384940
-4.91345673,1.04021410,0.00962959,0.00000000,0.09453375,0.10074518,0.46420710,0.00000000,0.42950393,0.06335254
-4.90745373,1.03373983,0.00973751,0.00000000,0.09485028,0.09818367,0.46334514,0.00000000,0.41781333,0.06267419
-4.90145073,1.02452081,0.00980665,0.00000000,0.09477945,0.09552407,0.46122691,0.00000000,0.40579832,0.06183272
-4.89544772,1.01290297,0.00983885,0.00000000,0.09430007,0.09286881,0.45795337,0.00000000,0.39390847,0.06085091
-4.88944472,0.99930184,0.00983700,0.00000000,0.09340464,0.09032041,0.45366062,0.00000000,0.38258988,0.05975522
-4.88344172,0.98418789,0.00980500,0.00000000,0.09209911,0.08797833,0.44851469,0.00000000,0.37227176,0.05857480
-4.87743872,0.96806950,0.00974752,0.00000000,0.09040219,0.08593604,0.44270500,0.00000000,0.36335358,0.05734048
-4.87143572,0.95147443,0.00966985,0.00000000,0.08834404,0.08427824,0.43643690,0.00000000,0.35619328,0.05608366
-4.86543272,0.93493031,0.00957768,0.00000000,0.08596465,0.08307840,0.42992346,0.00000000,0.35109689,0.05483514
-4.85942971,0.91894515,0.00947682,0.00000000,0.08331186,0.08239670,0.42337693,0.00000000,0.34830999,0.05362407
-4.85342671,0.90398859,0.00937300,0.00000000,0.08043909,0.08227841,0.41700020,0.00000000,0.34801120,0.05247683
-4.84742371,0.89047457,0.00927155,0.00000000,0.07740308,0.08275289,0.41097871,0.00000000,0.35030807,0.05141616
-4.84142071,0.87874645,0.00917722,0.00000000,0.07426150,0.08383304,0.40547295,0.00000000,0.35523538,0.05046029
-4.83541771,0.86906489,0.00909396,0.00000000,0.07107070,0.08551546,0.40061218,0.00000000,0.36275598,0.04962239
-4.82941471,0.86159926,0.00902474,0.00000000,0.06788371,0.08778108,0.39648945,0.00000000,0.37276416,0.04891007
-4.82341171,0.85642293,0.00897140,0.00000000,0.06474838,0.09059646,0.39315812,0.00000000,0.38509138,0.04832525
-4.81740870,0.85351260,0.00893463,0.00000000,0.06170598,0.09391559,0.39063029,0.00000000,0.39951426,0.04786417
-4.81140570,0.85275176,0.00891390,0.00000000,0.05879009,0.09768207,0.38887695,0.00000000,0.41576436,0.04751763
-4.80540270,0.85393813,0.00890749,0.00000000,0.05602597,0.10183169,0.38783000,0.00000000,0.43353955,0.04727151
-4.79939970,0.85679469,0.00891263,0.00000000,0.05343029,0.10629532,0.38738601,0.00000000,0.45251635,0.04710741
-4.79339670,0.86098378,0.00892557,0.00000000,0.05101124,0.11100174,0.38741152,0.00000000,0.47236278,0.04700352
-4.78739370,0.86612357,0.00894181,0.00000000,0.04876907,0.11588065,0.38774964,0.00000000,0.49275116,0.04693559
-4.78139070,0.87180607,0.00895631,0.00000000,0.04669686,0.12086531,0.38822767,0.00000000,0.51337024,0.04687803
-4.77538769,0.87761579,0.00896369,0.00000000,0.04478161,0.12589500,0.38866520,0.00000000,0.53393596,0.04680495
-4.76938469,0.88314806,0.00895851,0.00000000,0.04300547,0.13091701,0.38888250,0.00000000,0.55420055,0.04669133
-4.76338169,0.88802609,0.00893553,0.00000000,0.04134711,0.13588797,0.38870858,0.00000000,0.57395926,0.04651397
-4.75737869,0.89191596,0.00888990,0.00000000,0.03978311,0.14077471,0.38798872,0.00000000,0.59305441,0.04625248
-4.75137569,0.89453877,0.00881743,0.00000000,0.03828933,0.14555426,0.38659086,0.00000000,0.61137670,0.04588997
-4.74537269,0.89567937,0.00871472,0.00000000,0.03684221,0.15021328,0.38441086,0.00000000,0.62886342,0.04541371
-4.73936968,0.89519138,0.00857932,0.00000000,0.03541986,0.15474670,0.38137610,0.00000000,0.64549397,0.04481543
-4.73336668,0.89299841,0.00840983,0.00000000,0.03400307,0.15915589,0.37744755,0.00000000,0.66128275,0.04409155
-4.72736368,0.88909147,0.00820594,0.00000000,0.03257596,0.16344628,0.37262014,0.00000000,0.67627002,0.04324308
-4.72136068,0.88352309,0.00796841,0.00000000,0.03112656,0.16762464,0.36692154,0.00000000,0.69051120,0.04227535
-4.71535768,0.87639858,0.00769906,0.00000000,0.02964703,0.17169631,0.36040958,0.00000000,0.70406548,0.04119761
-4.70935468,0.86786525,0.00740064,0.00000000,0.02813370,0.17566236,0.35316837,0.00000000,0.71698433,0.04002245
-4.70335168,0.85810028,0.00707672,0.00000000,0.02658689,0.17951713,0.34530373,0.00000000,0.72930089,0.03876507
-4.69734867,0.84729830,0.00673154,0.00000000,0.02501062,0.18324611,0.33693788,0.00000000,0.74102089,0.03744255
-4.69134567,0.83565945,0.00636986,0.00000000,0.02341203,0.18682447,0.32820414,0.00000000,0.75211579,0.03607313
-4.68534267,0.82337863,0.00599674,0.00000000,0.02180085,0.19021630,0.31924167,0.00000000,0.76251873,0.03467537
-4.67933967,0.81063682,0.00561741,0.00000000,0.02018873,0.19337473,0.31019066,0.00000000,0.77212362,0.03326755
-4.67333667,0.79759475,0.00523704,0.00000000,0.01858853,0.19624282,0.30118829,0.00000000,0.78078747,0.03186707
-4.66733367,0.78438932,0.00486067,0.00000000,0.01701366,0.19875530,0.29236552,0.00000000,0.78833594,0.03048996
-4.66133067,0.77113274,0.00449299,0.00000000,0.01547743,0.20084109,0.28384474,0.00000000,0.79457178,0.02915052
-4.65532766,0.75791436,0.00413830,0.00000000,0.01399252,0.20242637,0.27573856,0.00000000,0.79928568,0.02786118
-4.64932466,0.74480461,0.00380038,0.00000000,0.01257048,0.20343813,0.26814930,0.00000000,0.80226877,0.02663238
-4.64332166,0.73186077,0.00348248,0.00000000,0.01122136,0.20380790,0.26116933,0.00000000,0.80332607,0.02547257
